context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: fugainai ya iya\tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone. response:	It's so difficult. No, I hate it.
context: tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it. response:	Tears and sorrow caused me to miss my chance.
context: My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance. response:	Autumn passed, winter came again, and I became a year older.
context: I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older. response:	You think you've run far away, but your story never ends.
context: The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends. response:	And yet, you're smirking.
context: It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking. response:	It's so cowardly. I hate it.
context: Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it. response:	Even if I have to cling to you, chase after you, and get kicked down...
context: I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down... response:	It's so cowardly. No...
context: It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No... response:	It's so difficult. I hate it. I hate it.
context: Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it. response:	You've collected a lot.
context: Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\You've collected a lot. response:	A lot of them I got as souvenirs.
context: You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\You've collected a lot.\A lot of them I got as souvenirs. response:	It's beautiful. The snow's all sparkly.
context: And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\You've collected a lot.\A lot of them I got as souvenirs.\It's beautiful. The snow's all sparkly. response:	I love snow domes.
context: It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\You've collected a lot.\A lot of them I got as souvenirs.\It's beautiful. The snow's all sparkly.\I love snow domes. response:	This one is a souvenir from Tatsukichi-san's honeymoon.
context: Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\You've collected a lot.\A lot of them I got as souvenirs.\It's beautiful. The snow's all sparkly.\I love snow domes.\This one is a souvenir from Tatsukichi-san's honeymoon. response:	It's pretty!
context: It's so cowardly. No...\It's so difficult. I hate it. I hate it.\You've collected a lot.\A lot of them I got as souvenirs.\It's beautiful. The snow's all sparkly.\I love snow domes.\This one is a souvenir from Tatsukichi-san's honeymoon.\It's pretty! response:	It doesn't snow on the beaches of Hawaii, but it's kinda romantic.
context: It's so difficult. I hate it. I hate it.\You've collected a lot.\A lot of them I got as souvenirs.\It's beautiful. The snow's all sparkly.\I love snow domes.\This one is a souvenir from Tatsukichi-san's honeymoon.\It's pretty!\It doesn't snow on the beaches of Hawaii, but it's kinda romantic. response:	Snow falling on sand dunes, huh?
context: You've collected a lot.\A lot of them I got as souvenirs.\It's beautiful. The snow's all sparkly.\I love snow domes.\This one is a souvenir from Tatsukichi-san's honeymoon.\It's pretty!\It doesn't snow on the beaches of Hawaii, but it's kinda romantic.\Snow falling on sand dunes, huh? response:	Snow falling on sand dunes, huh?
context: A lot of them I got as souvenirs.\It's beautiful. The snow's all sparkly.\I love snow domes.\This one is a souvenir from Tatsukichi-san's honeymoon.\It's pretty!\It doesn't snow on the beaches of Hawaii, but it's kinda romantic.\Snow falling on sand dunes, huh?\Snow falling on sand dunes, huh? response:	Somehow, it's unbelievably surreal, isn't it?
context: It's beautiful. The snow's all sparkly.\I love snow domes.\This one is a souvenir from Tatsukichi-san's honeymoon.\It's pretty!\It doesn't snow on the beaches of Hawaii, but it's kinda romantic.\Snow falling on sand dunes, huh?\Snow falling on sand dunes, huh?\Somehow, it's unbelievably surreal, isn't it? response:	Well, the work that we're doing is absolutely surreal as well.
context: I love snow domes.\This one is a souvenir from Tatsukichi-san's honeymoon.\It's pretty!\It doesn't snow on the beaches of Hawaii, but it's kinda romantic.\Snow falling on sand dunes, huh?\Snow falling on sand dunes, huh?\Somehow, it's unbelievably surreal, isn't it?\Well, the work that we're doing is absolutely surreal as well. response:	A German restaurant overlooking the sand dunes.
context: This one is a souvenir from Tatsukichi-san's honeymoon.\It's pretty!\It doesn't snow on the beaches of Hawaii, but it's kinda romantic.\Snow falling on sand dunes, huh?\Snow falling on sand dunes, huh?\Somehow, it's unbelievably surreal, isn't it?\Well, the work that we're doing is absolutely surreal as well.\A German restaurant overlooking the sand dunes. response:	On top of that, it's next door to the Tottori Souvenir Center.
context: It's pretty!\It doesn't snow on the beaches of Hawaii, but it's kinda romantic.\Snow falling on sand dunes, huh?\Snow falling on sand dunes, huh?\Somehow, it's unbelievably surreal, isn't it?\Well, the work that we're doing is absolutely surreal as well.\A German restaurant overlooking the sand dunes.\On top of that, it's next door to the Tottori Souvenir Center. response:	Luigi... Be a little more careful when choosing your work.
context: It doesn't snow on the beaches of Hawaii, but it's kinda romantic.\Snow falling on sand dunes, huh?\Snow falling on sand dunes, huh?\Somehow, it's unbelievably surreal, isn't it?\Well, the work that we're doing is absolutely surreal as well.\A German restaurant overlooking the sand dunes.\On top of that, it's next door to the Tottori Souvenir Center.\Luigi... Be a little more careful when choosing your work. response:	Actually, I'll bet this was a very romantic job from his point of view...
context: Snow falling on sand dunes, huh?\Snow falling on sand dunes, huh?\Somehow, it's unbelievably surreal, isn't it?\Well, the work that we're doing is absolutely surreal as well.\A German restaurant overlooking the sand dunes.\On top of that, it's next door to the Tottori Souvenir Center.\Luigi... Be a little more careful when choosing your work.\Actually, I'll bet this was a very romantic job from his point of view... response:	Luigi does love his junk...
context: Snow falling on sand dunes, huh?\Somehow, it's unbelievably surreal, isn't it?\Well, the work that we're doing is absolutely surreal as well.\A German restaurant overlooking the sand dunes.\On top of that, it's next door to the Tottori Souvenir Center.\Luigi... Be a little more careful when choosing your work.\Actually, I'll bet this was a very romantic job from his point of view...\Luigi does love his junk... response:	Well, come December the snow really comes down here...
context: Somehow, it's unbelievably surreal, isn't it?\Well, the work that we're doing is absolutely surreal as well.\A German restaurant overlooking the sand dunes.\On top of that, it's next door to the Tottori Souvenir Center.\Luigi... Be a little more careful when choosing your work.\Actually, I'll bet this was a very romantic job from his point of view...\Luigi does love his junk...\Well, come December the snow really comes down here... response:	It's facing the Sea of Japan, after all.
context: Well, the work that we're doing is absolutely surreal as well.\A German restaurant overlooking the sand dunes.\On top of that, it's next door to the Tottori Souvenir Center.\Luigi... Be a little more careful when choosing your work.\Actually, I'll bet this was a very romantic job from his point of view...\Luigi does love his junk...\Well, come December the snow really comes down here...\It's facing the Sea of Japan, after all. response:	Snow falling on the sand dunes, huh?
context: A German restaurant overlooking the sand dunes.\On top of that, it's next door to the Tottori Souvenir Center.\Luigi... Be a little more careful when choosing your work.\Actually, I'll bet this was a very romantic job from his point of view...\Luigi does love his junk...\Well, come December the snow really comes down here...\It's facing the Sea of Japan, after all.\Snow falling on the sand dunes, huh? response:	Well, it is picturesque.
context: On top of that, it's next door to the Tottori Souvenir Center.\Luigi... Be a little more careful when choosing your work.\Actually, I'll bet this was a very romantic job from his point of view...\Luigi does love his junk...\Well, come December the snow really comes down here...\It's facing the Sea of Japan, after all.\Snow falling on the sand dunes, huh?\Well, it is picturesque. response:	It must be romantic...
context: Luigi... Be a little more careful when choosing your work.\Actually, I'll bet this was a very romantic job from his point of view...\Luigi does love his junk...\Well, come December the snow really comes down here...\It's facing the Sea of Japan, after all.\Snow falling on the sand dunes, huh?\Well, it is picturesque.\It must be romantic... response:	If Miwako-san were by my side in that snow, I...
context: Actually, I'll bet this was a very romantic job from his point of view...\Luigi does love his junk...\Well, come December the snow really comes down here...\It's facing the Sea of Japan, after all.\Snow falling on the sand dunes, huh?\Well, it is picturesque.\It must be romantic...\If Miwako-san were by my side in that snow, I... response:	Yamazaki's Imagery
context: Luigi does love his junk...\Well, come December the snow really comes down here...\It's facing the Sea of Japan, after all.\Snow falling on the sand dunes, huh?\Well, it is picturesque.\It must be romantic...\If Miwako-san were by my side in that snow, I...\Yamazaki's Imagery response:	Yamazaki, this is wonderful.
context: Well, come December the snow really comes down here...\It's facing the Sea of Japan, after all.\Snow falling on the sand dunes, huh?\Well, it is picturesque.\It must be romantic...\If Miwako-san were by my side in that snow, I...\Yamazaki's Imagery\Yamazaki, this is wonderful. response:	Thank you for showing me this beautiful scenery.
context: It's facing the Sea of Japan, after all.\Snow falling on the sand dunes, huh?\Well, it is picturesque.\It must be romantic...\If Miwako-san were by my side in that snow, I...\Yamazaki's Imagery\Yamazaki, this is wonderful.\Thank you for showing me this beautiful scenery. response:	Nomiya's Imagery
context: Snow falling on the sand dunes, huh?\Well, it is picturesque.\It must be romantic...\If Miwako-san were by my side in that snow, I...\Yamazaki's Imagery\Yamazaki, this is wonderful.\Thank you for showing me this beautiful scenery.\Nomiya's Imagery response:	Sake is awesome!
context: Well, it is picturesque.\It must be romantic...\If Miwako-san were by my side in that snow, I...\Yamazaki's Imagery\Yamazaki, this is wonderful.\Thank you for showing me this beautiful scenery.\Nomiya's Imagery\Sake is awesome! response:	Crab is awesome!
context: It must be romantic...\If Miwako-san were by my side in that snow, I...\Yamazaki's Imagery\Yamazaki, this is wonderful.\Thank you for showing me this beautiful scenery.\Nomiya's Imagery\Sake is awesome!\Crab is awesome! response:	Don't you want to show Yamada-san the sand dunes?
context: If Miwako-san were by my side in that snow, I...\Yamazaki's Imagery\Yamazaki, this is wonderful.\Thank you for showing me this beautiful scenery.\Nomiya's Imagery\Sake is awesome!\Crab is awesome!\Don't you want to show Yamada-san the sand dunes? response:	Hm, I don't know...
context: Yamazaki's Imagery\Yamazaki, this is wonderful.\Thank you for showing me this beautiful scenery.\Nomiya's Imagery\Sake is awesome!\Crab is awesome!\Don't you want to show Yamada-san the sand dunes?\Hm, I don't know... response:	You don't know?
context: Yamazaki, this is wonderful.\Thank you for showing me this beautiful scenery.\Nomiya's Imagery\Sake is awesome!\Crab is awesome!\Don't you want to show Yamada-san the sand dunes?\Hm, I don't know...\You don't know? response:	Don't you want to see her?
context: Thank you for showing me this beautiful scenery.\Nomiya's Imagery\Sake is awesome!\Crab is awesome!\Don't you want to show Yamada-san the sand dunes?\Hm, I don't know...\You don't know?\Don't you want to see her? response:	Have you called her?
context: Nomiya's Imagery\Sake is awesome!\Crab is awesome!\Don't you want to show Yamada-san the sand dunes?\Hm, I don't know...\You don't know?\Don't you want to see her?\Have you called her? response:	I haven't.
context: Sake is awesome!\Crab is awesome!\Don't you want to show Yamada-san the sand dunes?\Hm, I don't know...\You don't know?\Don't you want to see her?\Have you called her?\I haven't. response:	You haven't? You put it so bluntly...
context: Crab is awesome!\Don't you want to show Yamada-san the sand dunes?\Hm, I don't know...\You don't know?\Don't you want to see her?\Have you called her?\I haven't.\You haven't? You put it so bluntly... response:	Why?
context: Don't you want to show Yamada-san the sand dunes?\Hm, I don't know...\You don't know?\Don't you want to see her?\Have you called her?\I haven't.\You haven't? You put it so bluntly...\Why? response:	Well, I'm not sure how to contact a girl who doesn't have a cell phone.
context: Hm, I don't know...\You don't know?\Don't you want to see her?\Have you called her?\I haven't.\You haven't? You put it so bluntly...\Why?\Well, I'm not sure how to contact a girl who doesn't have a cell phone. response:	Oh, that's right, Yamada-san doesn't have a cell phone.
context: You don't know?\Don't you want to see her?\Have you called her?\I haven't.\You haven't? You put it so bluntly...\Why?\Well, I'm not sure how to contact a girl who doesn't have a cell phone.\Oh, that's right, Yamada-san doesn't have a cell phone. response:	On top of that, she lives at home.
context: Don't you want to see her?\Have you called her?\I haven't.\You haven't? You put it so bluntly...\Why?\Well, I'm not sure how to contact a girl who doesn't have a cell phone.\Oh, that's right, Yamada-san doesn't have a cell phone.\On top of that, she lives at home. response:	You saw her daddy, didn't you?
context: Have you called her?\I haven't.\You haven't? You put it so bluntly...\Why?\Well, I'm not sure how to contact a girl who doesn't have a cell phone.\Oh, that's right, Yamada-san doesn't have a cell phone.\On top of that, she lives at home.\You saw her daddy, didn't you? response:	Yeah, I'd be afraid of that sentinel, too.
context: I haven't.\You haven't? You put it so bluntly...\Why?\Well, I'm not sure how to contact a girl who doesn't have a cell phone.\Oh, that's right, Yamada-san doesn't have a cell phone.\On top of that, she lives at home.\You saw her daddy, didn't you?\Yeah, I'd be afraid of that sentinel, too. response:	I won't allow anyone near her!
context: You haven't? You put it so bluntly...\Why?\Well, I'm not sure how to contact a girl who doesn't have a cell phone.\Oh, that's right, Yamada-san doesn't have a cell phone.\On top of that, she lives at home.\You saw her daddy, didn't you?\Yeah, I'd be afraid of that sentinel, too.\I won't allow anyone near her! response:	Even so, don't you think about Yamada-san?
context: Why?\Well, I'm not sure how to contact a girl who doesn't have a cell phone.\Oh, that's right, Yamada-san doesn't have a cell phone.\On top of that, she lives at home.\You saw her daddy, didn't you?\Yeah, I'd be afraid of that sentinel, too.\I won't allow anyone near her!\Even so, don't you think about Yamada-san? response:	I do, but it's also a pain.
context: Well, I'm not sure how to contact a girl who doesn't have a cell phone.\Oh, that's right, Yamada-san doesn't have a cell phone.\On top of that, she lives at home.\You saw her daddy, didn't you?\Yeah, I'd be afraid of that sentinel, too.\I won't allow anyone near her!\Even so, don't you think about Yamada-san?\I do, but it's also a pain. response:	A pain?
context: Oh, that's right, Yamada-san doesn't have a cell phone.\On top of that, she lives at home.\You saw her daddy, didn't you?\Yeah, I'd be afraid of that sentinel, too.\I won't allow anyone near her!\Even so, don't you think about Yamada-san?\I do, but it's also a pain.\A pain? response:	I've never hurt a child before.
context: On top of that, she lives at home.\You saw her daddy, didn't you?\Yeah, I'd be afraid of that sentinel, too.\I won't allow anyone near her!\Even so, don't you think about Yamada-san?\I do, but it's also a pain.\A pain?\I've never hurt a child before. response:	Just thinking about it makes me feel out of it.
context: You saw her daddy, didn't you?\Yeah, I'd be afraid of that sentinel, too.\I won't allow anyone near her!\Even so, don't you think about Yamada-san?\I do, but it's also a pain.\A pain?\I've never hurt a child before.\Just thinking about it makes me feel out of it. response:	Nomiya, Yamada-san is a full-fledged adult.
context: Yeah, I'd be afraid of that sentinel, too.\I won't allow anyone near her!\Even so, don't you think about Yamada-san?\I do, but it's also a pain.\A pain?\I've never hurt a child before.\Just thinking about it makes me feel out of it.\Nomiya, Yamada-san is a full-fledged adult. response:	I'm talking about her mindset.
context: I won't allow anyone near her!\Even so, don't you think about Yamada-san?\I do, but it's also a pain.\A pain?\I've never hurt a child before.\Just thinking about it makes me feel out of it.\Nomiya, Yamada-san is a full-fledged adult.\I'm talking about her mindset. response:	Yeah, I understand that, but... how do I say it...
context: Even so, don't you think about Yamada-san?\I do, but it's also a pain.\A pain?\I've never hurt a child before.\Just thinking about it makes me feel out of it.\Nomiya, Yamada-san is a full-fledged adult.\I'm talking about her mindset.\Yeah, I understand that, but... how do I say it... response:	What are you babbling about?
context: I do, but it's also a pain.\A pain?\I've never hurt a child before.\Just thinking about it makes me feel out of it.\Nomiya, Yamada-san is a full-fledged adult.\I'm talking about her mindset.\Yeah, I understand that, but... how do I say it...\What are you babbling about? response:	I don't get it.
context: A pain?\I've never hurt a child before.\Just thinking about it makes me feel out of it.\Nomiya, Yamada-san is a full-fledged adult.\I'm talking about her mindset.\Yeah, I understand that, but... how do I say it...\What are you babbling about?\I don't get it. response:	Why do you assume that you'll hurt someone if you get involved with them?
context: I've never hurt a child before.\Just thinking about it makes me feel out of it.\Nomiya, Yamada-san is a full-fledged adult.\I'm talking about her mindset.\Yeah, I understand that, but... how do I say it...\What are you babbling about?\I don't get it.\Why do you assume that you'll hurt someone if you get involved with them? response:	I've always thought that once I find the right girl, I'll treasure her forever.
context: Just thinking about it makes me feel out of it.\Nomiya, Yamada-san is a full-fledged adult.\I'm talking about her mindset.\Yeah, I understand that, but... how do I say it...\What are you babbling about?\I don't get it.\Why do you assume that you'll hurt someone if you get involved with them?\I've always thought that once I find the right girl, I'll treasure her forever. response:	Isn't that how it's supposed to be?
context: Nomiya, Yamada-san is a full-fledged adult.\I'm talking about her mindset.\Yeah, I understand that, but... how do I say it...\What are you babbling about?\I don't get it.\Why do you assume that you'll hurt someone if you get involved with them?\I've always thought that once I find the right girl, I'll treasure her forever.\Isn't that how it's supposed to be? response:	Nomiya! Are you all right?
context: I'm talking about her mindset.\Yeah, I understand that, but... how do I say it...\What are you babbling about?\I don't get it.\Why do you assume that you'll hurt someone if you get involved with them?\I've always thought that once I find the right girl, I'll treasure her forever.\Isn't that how it's supposed to be?\Nomiya! Are you all right? response:	No, sand just got into my eyes...
context: Yeah, I understand that, but... how do I say it...\What are you babbling about?\I don't get it.\Why do you assume that you'll hurt someone if you get involved with them?\I've always thought that once I find the right girl, I'll treasure her forever.\Isn't that how it's supposed to be?\Nomiya! Are you all right?\No, sand just got into my eyes... response:	Or more like... my eyes were just opened.
context: What are you babbling about?\I don't get it.\Why do you assume that you'll hurt someone if you get involved with them?\I've always thought that once I find the right girl, I'll treasure her forever.\Isn't that how it's supposed to be?\Nomiya! Are you all right?\No, sand just got into my eyes...\Or more like... my eyes were just opened. response:	Yamada-san's been going to Rika-san's office?
context: I don't get it.\Why do you assume that you'll hurt someone if you get involved with them?\I've always thought that once I find the right girl, I'll treasure her forever.\Isn't that how it's supposed to be?\Nomiya! Are you all right?\No, sand just got into my eyes...\Or more like... my eyes were just opened.\Yamada-san's been going to Rika-san's office? response:	That's right.
context: Why do you assume that you'll hurt someone if you get involved with them?\I've always thought that once I find the right girl, I'll treasure her forever.\Isn't that how it's supposed to be?\Nomiya! Are you all right?\No, sand just got into my eyes...\Or more like... my eyes were just opened.\Yamada-san's been going to Rika-san's office?\That's right. response:	Why would she go out of her way to stand under the waterfall?
context: I've always thought that once I find the right girl, I'll treasure her forever.\Isn't that how it's supposed to be?\Nomiya! Are you all right?\No, sand just got into my eyes...\Or more like... my eyes were just opened.\Yamada-san's been going to Rika-san's office?\That's right.\Why would she go out of her way to stand under the waterfall? response:	It was something she needed to see for herself, even if it means getting beaten by a waterfall.
context: Isn't that how it's supposed to be?\Nomiya! Are you all right?\No, sand just got into my eyes...\Or more like... my eyes were just opened.\Yamada-san's been going to Rika-san's office?\That's right.\Why would she go out of her way to stand under the waterfall?\It was something she needed to see for herself, even if it means getting beaten by a waterfall. response:	Miwako-san... this sure is a wonderful night.
context: Nomiya! Are you all right?\No, sand just got into my eyes...\Or more like... my eyes were just opened.\Yamada-san's been going to Rika-san's office?\That's right.\Why would she go out of her way to stand under the waterfall?\It was something she needed to see for herself, even if it means getting beaten by a waterfall.\Miwako-san... this sure is a wonderful night. response:	What an idiot.
context: No, sand just got into my eyes...\Or more like... my eyes were just opened.\Yamada-san's been going to Rika-san's office?\That's right.\Why would she go out of her way to stand under the waterfall?\It was something she needed to see for herself, even if it means getting beaten by a waterfall.\Miwako-san... this sure is a wonderful night.\What an idiot. response:	That's right.
context: Or more like... my eyes were just opened.\Yamada-san's been going to Rika-san's office?\That's right.\Why would she go out of her way to stand under the waterfall?\It was something she needed to see for herself, even if it means getting beaten by a waterfall.\Miwako-san... this sure is a wonderful night.\What an idiot.\That's right. response:	She's an idiot.
