context: Well then, I'm going back home. response:	Did you hear, Inuyasha?
context: Who cares!\Inuyasha you fool!\I only stopped the fight because I was worried about your injury.\Kagome!\Shippo!\Please be patient, Kagome.\Inuyasha always gets jealous over you.\Kagome, you're my woman. response:	Inuyasha is small-minded.
context: Inuyasha you fool!\I only stopped the fight because I was worried about your injury.\Kagome!\Shippo!\Please be patient, Kagome.\Inuyasha always gets jealous over you.\Kagome, you're my woman.\Inuyasha is small-minded. response:	That's why he takes Koga's words so seriously.
context: I only stopped the fight because I was worried about your injury.\Kagome!\Shippo!\Please be patient, Kagome.\Inuyasha always gets jealous over you.\Kagome, you're my woman.\Inuyasha is small-minded.\That's why he takes Koga's words so seriously. response:	He's a pitiful fool who is actually very insecure.
context: Kagome!\Shippo!\Please be patient, Kagome.\Inuyasha always gets jealous over you.\Kagome, you're my woman.\Inuyasha is small-minded.\That's why he takes Koga's words so seriously.\He's a pitiful fool who is actually very insecure. response:	And because he's so in love with you...
context: Shippo!\Please be patient, Kagome.\Inuyasha always gets jealous over you.\Kagome, you're my woman.\Inuyasha is small-minded.\That's why he takes Koga's words so seriously.\He's a pitiful fool who is actually very insecure.\And because he's so in love with you... response:	Thank you, Shippo.
context: Please be patient, Kagome.\Inuyasha always gets jealous over you.\Kagome, you're my woman.\Inuyasha is small-minded.\That's why he takes Koga's words so seriously.\He's a pitiful fool who is actually very insecure.\And because he's so in love with you...\Thank you, Shippo. response:	I'm just going back to get more medicine and bandages.
context: Inuyasha always gets jealous over you.\Kagome, you're my woman.\Inuyasha is small-minded.\That's why he takes Koga's words so seriously.\He's a pitiful fool who is actually very insecure.\And because he's so in love with you...\Thank you, Shippo.\I'm just going back to get more medicine and bandages. response:	I'll be right back. But don't tell Inuyasha that.
context: Kagome, you're my woman.\Inuyasha is small-minded.\That's why he takes Koga's words so seriously.\He's a pitiful fool who is actually very insecure.\And because he's so in love with you...\Thank you, Shippo.\I'm just going back to get more medicine and bandages.\I'll be right back. But don't tell Inuyasha that. response:	Sometimes, it's good to make him worry.
context: Inuyasha is small-minded.\That's why he takes Koga's words so seriously.\He's a pitiful fool who is actually very insecure.\And because he's so in love with you...\Thank you, Shippo.\I'm just going back to get more medicine and bandages.\I'll be right back. But don't tell Inuyasha that.\Sometimes, it's good to make him worry. response:	Oh! I understand. Kagome, please return quickly.
context: That's why he takes Koga's words so seriously.\He's a pitiful fool who is actually very insecure.\And because he's so in love with you...\Thank you, Shippo.\I'm just going back to get more medicine and bandages.\I'll be right back. But don't tell Inuyasha that.\Sometimes, it's good to make him worry.\Oh! I understand. Kagome, please return quickly. response:	Uh-huh.
context: He's a pitiful fool who is actually very insecure.\And because he's so in love with you...\Thank you, Shippo.\I'm just going back to get more medicine and bandages.\I'll be right back. But don't tell Inuyasha that.\Sometimes, it's good to make him worry.\Oh! I understand. Kagome, please return quickly.\Uh-huh. response:	Naraku... what do you want?
context: And because he's so in love with you...\Thank you, Shippo.\I'm just going back to get more medicine and bandages.\I'll be right back. But don't tell Inuyasha that.\Sometimes, it's good to make him worry.\Oh! I understand. Kagome, please return quickly.\Uh-huh.\Naraku... what do you want? response:	Sharp as usual, Kikyo.
context: Thank you, Shippo.\I'm just going back to get more medicine and bandages.\I'll be right back. But don't tell Inuyasha that.\Sometimes, it's good to make him worry.\Oh! I understand. Kagome, please return quickly.\Uh-huh.\Naraku... what do you want?\Sharp as usual, Kikyo. response:	How could I not notice you?
context: I'm just going back to get more medicine and bandages.\I'll be right back. But don't tell Inuyasha that.\Sometimes, it's good to make him worry.\Oh! I understand. Kagome, please return quickly.\Uh-huh.\Naraku... what do you want?\Sharp as usual, Kikyo.\How could I not notice you? response:	Not only today, you've come to spy on me countless times.
context: I'll be right back. But don't tell Inuyasha that.\Sometimes, it's good to make him worry.\Oh! I understand. Kagome, please return quickly.\Uh-huh.\Naraku... what do you want?\Sharp as usual, Kikyo.\How could I not notice you?\Not only today, you've come to spy on me countless times. response:	You seem to be quite concerned about me, Naraku.
context: Sometimes, it's good to make him worry.\Oh! I understand. Kagome, please return quickly.\Uh-huh.\Naraku... what do you want?\Sharp as usual, Kikyo.\How could I not notice you?\Not only today, you've come to spy on me countless times.\You seem to be quite concerned about me, Naraku. response:	What's so funny?
context: Oh! I understand. Kagome, please return quickly.\Uh-huh.\Naraku... what do you want?\Sharp as usual, Kikyo.\How could I not notice you?\Not only today, you've come to spy on me countless times.\You seem to be quite concerned about me, Naraku.\What's so funny? response:	Naraku... You can't help but be concerned about me.
context: Uh-huh.\Naraku... what do you want?\Sharp as usual, Kikyo.\How could I not notice you?\Not only today, you've come to spy on me countless times.\You seem to be quite concerned about me, Naraku.\What's so funny?\Naraku... You can't help but be concerned about me. response:	Because...
context: Naraku... what do you want?\Sharp as usual, Kikyo.\How could I not notice you?\Not only today, you've come to spy on me countless times.\You seem to be quite concerned about me, Naraku.\What's so funny?\Naraku... You can't help but be concerned about me.\Because... response:	Onigumo's heart beats strong within you.
context: Sharp as usual, Kikyo.\How could I not notice you?\Not only today, you've come to spy on me countless times.\You seem to be quite concerned about me, Naraku.\What's so funny?\Naraku... You can't help but be concerned about me.\Because...\Onigumo's heart beats strong within you. response:	He's gone.
context: How could I not notice you?\Not only today, you've come to spy on me countless times.\You seem to be quite concerned about me, Naraku.\What's so funny?\Naraku... You can't help but be concerned about me.\Because...\Onigumo's heart beats strong within you.\He's gone. response:	I'm back.
context: Not only today, you've come to spy on me countless times.\You seem to be quite concerned about me, Naraku.\What's so funny?\Naraku... You can't help but be concerned about me.\Because...\Onigumo's heart beats strong within you.\He's gone.\I'm back. response:	Kagome.
context: You seem to be quite concerned about me, Naraku.\What's so funny?\Naraku... You can't help but be concerned about me.\Because...\Onigumo's heart beats strong within you.\He's gone.\I'm back.\Kagome. response:	Sis!
context: What's so funny?\Naraku... You can't help but be concerned about me.\Because...\Onigumo's heart beats strong within you.\He's gone.\I'm back.\Kagome.\Sis! response:	Do you want to eat? Or do you want a bath?
context: Naraku... You can't help but be concerned about me.\Because...\Onigumo's heart beats strong within you.\He's gone.\I'm back.\Kagome.\Sis!\Do you want to eat? Or do you want a bath? response:	A bath.
context: Because...\Onigumo's heart beats strong within you.\He's gone.\I'm back.\Kagome.\Sis!\Do you want to eat? Or do you want a bath?\A bath. response:	You look so tired.
context: Onigumo's heart beats strong within you.\He's gone.\I'm back.\Kagome.\Sis!\Do you want to eat? Or do you want a bath?\A bath.\You look so tired. response:	- I'll run your bath right now. - Thanks.
context: He's gone.\I'm back.\Kagome.\Sis!\Do you want to eat? Or do you want a bath?\A bath.\You look so tired.\- I'll run your bath right now. - Thanks. response:	Now, now... put down your bag.
context: I'm back.\Kagome.\Sis!\Do you want to eat? Or do you want a bath?\A bath.\You look so tired.\- I'll run your bath right now. - Thanks.\Now, now... put down your bag. response:	I can't believe that was a conversation between a mother and a daughter.
context: Kagome.\Sis!\Do you want to eat? Or do you want a bath?\A bath.\You look so tired.\- I'll run your bath right now. - Thanks.\Now, now... put down your bag.\I can't believe that was a conversation between a mother and a daughter. response:	More like a husband who's been away on assignment and his wife.
context: Sis!\Do you want to eat? Or do you want a bath?\A bath.\You look so tired.\- I'll run your bath right now. - Thanks.\Now, now... put down your bag.\I can't believe that was a conversation between a mother and a daughter.\More like a husband who's been away on assignment and his wife. response:	Uh-huh.
context: Do you want to eat? Or do you want a bath?\A bath.\You look so tired.\- I'll run your bath right now. - Thanks.\Now, now... put down your bag.\I can't believe that was a conversation between a mother and a daughter.\More like a husband who's been away on assignment and his wife.\Uh-huh. response:	Kagome, how long are you staying this time?
context: A bath.\You look so tired.\- I'll run your bath right now. - Thanks.\Now, now... put down your bag.\I can't believe that was a conversation between a mother and a daughter.\More like a husband who's been away on assignment and his wife.\Uh-huh.\Kagome, how long are you staying this time? response:	I'll take a nap, then leave.
context: You look so tired.\- I'll run your bath right now. - Thanks.\Now, now... put down your bag.\I can't believe that was a conversation between a mother and a daughter.\More like a husband who's been away on assignment and his wife.\Uh-huh.\Kagome, how long are you staying this time?\I'll take a nap, then leave. response:	Oh, Sota...
context: - I'll run your bath right now. - Thanks.\Now, now... put down your bag.\I can't believe that was a conversation between a mother and a daughter.\More like a husband who's been away on assignment and his wife.\Uh-huh.\Kagome, how long are you staying this time?\I'll take a nap, then leave.\Oh, Sota... response:	can you get me the bandages and antibiotics?
context: Now, now... put down your bag.\I can't believe that was a conversation between a mother and a daughter.\More like a husband who's been away on assignment and his wife.\Uh-huh.\Kagome, how long are you staying this time?\I'll take a nap, then leave.\Oh, Sota...\can you get me the bandages and antibiotics? response:	Okay.
context: I can't believe that was a conversation between a mother and a daughter.\More like a husband who's been away on assignment and his wife.\Uh-huh.\Kagome, how long are you staying this time?\I'll take a nap, then leave.\Oh, Sota...\can you get me the bandages and antibiotics?\Okay. response:	Oh... A bed is sooo nice.
context: More like a husband who's been away on assignment and his wife.\Uh-huh.\Kagome, how long are you staying this time?\I'll take a nap, then leave.\Oh, Sota...\can you get me the bandages and antibiotics?\Okay.\Oh... A bed is sooo nice. response:	I'll make sure that Inuyasha worries a little bit.
context: Uh-huh.\Kagome, how long are you staying this time?\I'll take a nap, then leave.\Oh, Sota...\can you get me the bandages and antibiotics?\Okay.\Oh... A bed is sooo nice.\I'll make sure that Inuyasha worries a little bit. response:	Naraku... You can't help but be concerned about me.
context: Kagome, how long are you staying this time?\I'll take a nap, then leave.\Oh, Sota...\can you get me the bandages and antibiotics?\Okay.\Oh... A bed is sooo nice.\I'll make sure that Inuyasha worries a little bit.\Naraku... You can't help but be concerned about me. response:	Because...
context: I'll take a nap, then leave.\Oh, Sota...\can you get me the bandages and antibiotics?\Okay.\Oh... A bed is sooo nice.\I'll make sure that Inuyasha worries a little bit.\Naraku... You can't help but be concerned about me.\Because... response:	Onigumo's heart beats strong within you.
context: Oh, Sota...\can you get me the bandages and antibiotics?\Okay.\Oh... A bed is sooo nice.\I'll make sure that Inuyasha worries a little bit.\Naraku... You can't help but be concerned about me.\Because...\Onigumo's heart beats strong within you. response:	A woman like that can be killed off anytime.
context: can you get me the bandages and antibiotics?\Okay.\Oh... A bed is sooo nice.\I'll make sure that Inuyasha worries a little bit.\Naraku... You can't help but be concerned about me.\Because...\Onigumo's heart beats strong within you.\A woman like that can be killed off anytime. response:	But the reason I can't...
context: Okay.\Oh... A bed is sooo nice.\I'll make sure that Inuyasha worries a little bit.\Naraku... You can't help but be concerned about me.\Because...\Onigumo's heart beats strong within you.\A woman like that can be killed off anytime.\But the reason I can't... response:	is that because within me still beats...
context: Oh... A bed is sooo nice.\I'll make sure that Inuyasha worries a little bit.\Naraku... You can't help but be concerned about me.\Because...\Onigumo's heart beats strong within you.\A woman like that can be killed off anytime.\But the reason I can't...\is that because within me still beats... response:	the heart of that Onigumo who so coveted Kikyo?
context: I'll make sure that Inuyasha worries a little bit.\Naraku... You can't help but be concerned about me.\Because...\Onigumo's heart beats strong within you.\A woman like that can be killed off anytime.\But the reason I can't...\is that because within me still beats...\the heart of that Onigumo who so coveted Kikyo? response:	Onigumo's heart...
context: Naraku... You can't help but be concerned about me.\Because...\Onigumo's heart beats strong within you.\A woman like that can be killed off anytime.\But the reason I can't...\is that because within me still beats...\the heart of that Onigumo who so coveted Kikyo?\Onigumo's heart... response:	That shallow, evil criminal...
context: Because...\Onigumo's heart beats strong within you.\A woman like that can be killed off anytime.\But the reason I can't...\is that because within me still beats...\the heart of that Onigumo who so coveted Kikyo?\Onigumo's heart...\That shallow, evil criminal... response:	He was unable to move...
context: Onigumo's heart beats strong within you.\A woman like that can be killed off anytime.\But the reason I can't...\is that because within me still beats...\the heart of that Onigumo who so coveted Kikyo?\Onigumo's heart...\That shallow, evil criminal...\He was unable to move... response:	yet he yearned for Kikyo so much...
context: A woman like that can be killed off anytime.\But the reason I can't...\is that because within me still beats...\the heart of that Onigumo who so coveted Kikyo?\Onigumo's heart...\That shallow, evil criminal...\He was unable to move...\yet he yearned for Kikyo so much... response:	that he offered his body to countless demons...
context: But the reason I can't...\is that because within me still beats...\the heart of that Onigumo who so coveted Kikyo?\Onigumo's heart...\That shallow, evil criminal...\He was unable to move...\yet he yearned for Kikyo so much...\that he offered his body to countless demons... response:	to be reborn as Naraku.
context: is that because within me still beats...\the heart of that Onigumo who so coveted Kikyo?\Onigumo's heart...\That shallow, evil criminal...\He was unable to move...\yet he yearned for Kikyo so much...\that he offered his body to countless demons...\to be reborn as Naraku. response:	That foolish human's heart still yearns for Kikyo...
context: the heart of that Onigumo who so coveted Kikyo?\Onigumo's heart...\That shallow, evil criminal...\He was unable to move...\yet he yearned for Kikyo so much...\that he offered his body to countless demons...\to be reborn as Naraku.\That foolish human's heart still yearns for Kikyo... response:	and it still beats inside me...Naraku.
context: Onigumo's heart...\That shallow, evil criminal...\He was unable to move...\yet he yearned for Kikyo so much...\that he offered his body to countless demons...\to be reborn as Naraku.\That foolish human's heart still yearns for Kikyo...\and it still beats inside me...Naraku. response:	Ludicrous!
context: That shallow, evil criminal...\He was unable to move...\yet he yearned for Kikyo so much...\that he offered his body to countless demons...\to be reborn as Naraku.\That foolish human's heart still yearns for Kikyo...\and it still beats inside me...Naraku.\Ludicrous! response:	You belittle me, Kikyo.
context: He was unable to move...\yet he yearned for Kikyo so much...\that he offered his body to countless demons...\to be reborn as Naraku.\That foolish human's heart still yearns for Kikyo...\and it still beats inside me...Naraku.\Ludicrous!\You belittle me, Kikyo. response:	I, Naraku, am not Onigumo!
context: yet he yearned for Kikyo so much...\that he offered his body to countless demons...\to be reborn as Naraku.\That foolish human's heart still yearns for Kikyo...\and it still beats inside me...Naraku.\Ludicrous!\You belittle me, Kikyo.\I, Naraku, am not Onigumo! response:	Now that I have the Sacred Jewel nearly whole...
context: that he offered his body to countless demons...\to be reborn as Naraku.\That foolish human's heart still yearns for Kikyo...\and it still beats inside me...Naraku.\Ludicrous!\You belittle me, Kikyo.\I, Naraku, am not Onigumo!\Now that I have the Sacred Jewel nearly whole... response:	I find Onigumo's heart useless and unnecessary.
context: to be reborn as Naraku.\That foolish human's heart still yearns for Kikyo...\and it still beats inside me...Naraku.\Ludicrous!\You belittle me, Kikyo.\I, Naraku, am not Onigumo!\Now that I have the Sacred Jewel nearly whole...\I find Onigumo's heart useless and unnecessary. response:	What is that dark cloud?
context: That foolish human's heart still yearns for Kikyo...\and it still beats inside me...Naraku.\Ludicrous!\You belittle me, Kikyo.\I, Naraku, am not Onigumo!\Now that I have the Sacred Jewel nearly whole...\I find Onigumo's heart useless and unnecessary.\What is that dark cloud? response:	It's been hovering over the temple for a while now.
context: and it still beats inside me...Naraku.\Ludicrous!\You belittle me, Kikyo.\I, Naraku, am not Onigumo!\Now that I have the Sacred Jewel nearly whole...\I find Onigumo's heart useless and unnecessary.\What is that dark cloud?\It's been hovering over the temple for a while now. response:	It seems ominous.
context: Ludicrous!\You belittle me, Kikyo.\I, Naraku, am not Onigumo!\Now that I have the Sacred Jewel nearly whole...\I find Onigumo's heart useless and unnecessary.\What is that dark cloud?\It's been hovering over the temple for a while now.\It seems ominous. response:	Those lights...lost souls.
context: You belittle me, Kikyo.\I, Naraku, am not Onigumo!\Now that I have the Sacred Jewel nearly whole...\I find Onigumo's heart useless and unnecessary.\What is that dark cloud?\It's been hovering over the temple for a while now.\It seems ominous.\Those lights...lost souls. response:	It's devouring the lost souls.
context: I, Naraku, am not Onigumo!\Now that I have the Sacred Jewel nearly whole...\I find Onigumo's heart useless and unnecessary.\What is that dark cloud?\It's been hovering over the temple for a while now.\It seems ominous.\Those lights...lost souls.\It's devouring the lost souls. response:	What is that?!
context: Now that I have the Sacred Jewel nearly whole...\I find Onigumo's heart useless and unnecessary.\What is that dark cloud?\It's been hovering over the temple for a while now.\It seems ominous.\Those lights...lost souls.\It's devouring the lost souls.\What is that?! response:	Naraku...is coming after me.
context: I find Onigumo's heart useless and unnecessary.\What is that dark cloud?\It's been hovering over the temple for a while now.\It seems ominous.\Those lights...lost souls.\It's devouring the lost souls.\What is that?!\Naraku...is coming after me. response:	Priestess Kikyo, what's wrong?
context: What is that dark cloud?\It's been hovering over the temple for a while now.\It seems ominous.\Those lights...lost souls.\It's devouring the lost souls.\What is that?!\Naraku...is coming after me.\Priestess Kikyo, what's wrong? response:	I need to borrow your horse.
context: It's been hovering over the temple for a while now.\It seems ominous.\Those lights...lost souls.\It's devouring the lost souls.\What is that?!\Naraku...is coming after me.\Priestess Kikyo, what's wrong?\I need to borrow your horse. response:	Priestess Kikyo!
context: It seems ominous.\Those lights...lost souls.\It's devouring the lost souls.\What is that?!\Naraku...is coming after me.\Priestess Kikyo, what's wrong?\I need to borrow your horse.\Priestess Kikyo! response:	That demon...does he intend to eat all the lost souls in this region?!
context: Those lights...lost souls.\It's devouring the lost souls.\What is that?!\Naraku...is coming after me.\Priestess Kikyo, what's wrong?\I need to borrow your horse.\Priestess Kikyo!\That demon...does he intend to eat all the lost souls in this region?! response:	I will not allow it!
context: It's devouring the lost souls.\What is that?!\Naraku...is coming after me.\Priestess Kikyo, what's wrong?\I need to borrow your horse.\Priestess Kikyo!\That demon...does he intend to eat all the lost souls in this region?!\I will not allow it! response:	No! It took lost souls from me!
context: What is that?!\Naraku...is coming after me.\Priestess Kikyo, what's wrong?\I need to borrow your horse.\Priestess Kikyo!\That demon...does he intend to eat all the lost souls in this region?!\I will not allow it!\No! It took lost souls from me! response:	Not again!
context: Naraku...is coming after me.\Priestess Kikyo, what's wrong?\I need to borrow your horse.\Priestess Kikyo!\That demon...does he intend to eat all the lost souls in this region?!\I will not allow it!\No! It took lost souls from me!\Not again! response:	Why you...!
context: Priestess Kikyo, what's wrong?\I need to borrow your horse.\Priestess Kikyo!\That demon...does he intend to eat all the lost souls in this region?!\I will not allow it!\No! It took lost souls from me!\Not again!\Why you...! response:	Miroku, how is your wound? Does it still hurt?
context: I need to borrow your horse.\Priestess Kikyo!\That demon...does he intend to eat all the lost souls in this region?!\I will not allow it!\No! It took lost souls from me!\Not again!\Why you...!\Miroku, how is your wound? Does it still hurt? response:	It's much better now.
context: Priestess Kikyo!\That demon...does he intend to eat all the lost souls in this region?!\I will not allow it!\No! It took lost souls from me!\Not again!\Why you...!\Miroku, how is your wound? Does it still hurt?\It's much better now. response:	Thanks to the care you and Kaede have given me.
context: That demon...does he intend to eat all the lost souls in this region?!\I will not allow it!\No! It took lost souls from me!\Not again!\Why you...!\Miroku, how is your wound? Does it still hurt?\It's much better now.\Thanks to the care you and Kaede have given me. response:	But Naraku has many incarnations.
context: I will not allow it!\No! It took lost souls from me!\Not again!\Why you...!\Miroku, how is your wound? Does it still hurt?\It's much better now.\Thanks to the care you and Kaede have given me.\But Naraku has many incarnations. response:	You're talking about Juromaru and Kageromaru?
context: No! It took lost souls from me!\Not again!\Why you...!\Miroku, how is your wound? Does it still hurt?\It's much better now.\Thanks to the care you and Kaede have given me.\But Naraku has many incarnations.\You're talking about Juromaru and Kageromaru? response:	Yes...
context: Not again!\Why you...!\Miroku, how is your wound? Does it still hurt?\It's much better now.\Thanks to the care you and Kaede have given me.\But Naraku has many incarnations.\You're talking about Juromaru and Kageromaru?\Yes... response:	The fourth incarnation, Juromaru, the younger sibling.
context: Why you...!\Miroku, how is your wound? Does it still hurt?\It's much better now.\Thanks to the care you and Kaede have given me.\But Naraku has many incarnations.\You're talking about Juromaru and Kageromaru?\Yes...\The fourth incarnation, Juromaru, the younger sibling. response:	Fighting is his only volition.
context: Miroku, how is your wound? Does it still hurt?\It's much better now.\Thanks to the care you and Kaede have given me.\But Naraku has many incarnations.\You're talking about Juromaru and Kageromaru?\Yes...\The fourth incarnation, Juromaru, the younger sibling.\Fighting is his only volition. response:	He won't even heed Naraku's orders.
context: It's much better now.\Thanks to the care you and Kaede have given me.\But Naraku has many incarnations.\You're talking about Juromaru and Kageromaru?\Yes...\The fourth incarnation, Juromaru, the younger sibling.\Fighting is his only volition.\He won't even heed Naraku's orders. response:	Even though the Naraku that was handling him was a demon puppet...
context: Thanks to the care you and Kaede have given me.\But Naraku has many incarnations.\You're talking about Juromaru and Kageromaru?\Yes...\The fourth incarnation, Juromaru, the younger sibling.\Fighting is his only volition.\He won't even heed Naraku's orders.\Even though the Naraku that was handling him was a demon puppet... response:	Juromaru ruthlessly chopped off Naraku's head.
context: But Naraku has many incarnations.\You're talking about Juromaru and Kageromaru?\Yes...\The fourth incarnation, Juromaru, the younger sibling.\Fighting is his only volition.\He won't even heed Naraku's orders.\Even though the Naraku that was handling him was a demon puppet...\Juromaru ruthlessly chopped off Naraku's head. response:	Even Naraku seemed to have trouble controlling him.
context: You're talking about Juromaru and Kageromaru?\Yes...\The fourth incarnation, Juromaru, the younger sibling.\Fighting is his only volition.\He won't even heed Naraku's orders.\Even though the Naraku that was handling him was a demon puppet...\Juromaru ruthlessly chopped off Naraku's head.\Even Naraku seemed to have trouble controlling him. response:	Alongwith Kageromaru, the oldersibling, who hides inside Juromaru.
context: Yes...\The fourth incarnation, Juromaru, the younger sibling.\Fighting is his only volition.\He won't even heed Naraku's orders.\Even though the Naraku that was handling him was a demon puppet...\Juromaru ruthlessly chopped off Naraku's head.\Even Naraku seemed to have trouble controlling him.\Alongwith Kageromaru, the oldersibling, who hides inside Juromaru. response:	They were both brutal...
context: The fourth incarnation, Juromaru, the younger sibling.\Fighting is his only volition.\He won't even heed Naraku's orders.\Even though the Naraku that was handling him was a demon puppet...\Juromaru ruthlessly chopped off Naraku's head.\Even Naraku seemed to have trouble controlling him.\Alongwith Kageromaru, the oldersibling, who hides inside Juromaru.\They were both brutal... response:	and so mysterious.
context: Fighting is his only volition.\He won't even heed Naraku's orders.\Even though the Naraku that was handling him was a demon puppet...\Juromaru ruthlessly chopped off Naraku's head.\Even Naraku seemed to have trouble controlling him.\Alongwith Kageromaru, the oldersibling, who hides inside Juromaru.\They were both brutal...\and so mysterious. response:	We don't know what kind of enemy will attack next.
context: He won't even heed Naraku's orders.\Even though the Naraku that was handling him was a demon puppet...\Juromaru ruthlessly chopped off Naraku's head.\Even Naraku seemed to have trouble controlling him.\Alongwith Kageromaru, the oldersibling, who hides inside Juromaru.\They were both brutal...\and so mysterious.\We don't know what kind of enemy will attack next. response:	We must be even more careful.
context: Even though the Naraku that was handling him was a demon puppet...\Juromaru ruthlessly chopped off Naraku's head.\Even Naraku seemed to have trouble controlling him.\Alongwith Kageromaru, the oldersibling, who hides inside Juromaru.\They were both brutal...\and so mysterious.\We don't know what kind of enemy will attack next.\We must be even more careful. response:	Say Inuyasha... aren't you going to call Kagome back?
context: Juromaru ruthlessly chopped off Naraku's head.\Even Naraku seemed to have trouble controlling him.\Alongwith Kageromaru, the oldersibling, who hides inside Juromaru.\They were both brutal...\and so mysterious.\We don't know what kind of enemy will attack next.\We must be even more careful.\Say Inuyasha... aren't you going to call Kagome back? response:	Shaddup! We're better off without her!
context: Even Naraku seemed to have trouble controlling him.\Alongwith Kageromaru, the oldersibling, who hides inside Juromaru.\They were both brutal...\and so mysterious.\We don't know what kind of enemy will attack next.\We must be even more careful.\Say Inuyasha... aren't you going to call Kagome back?\Shaddup! We're better off without her! response:	Well then, can you stop your fidgeting?
context: Alongwith Kageromaru, the oldersibling, who hides inside Juromaru.\They were both brutal...\and so mysterious.\We don't know what kind of enemy will attack next.\We must be even more careful.\Say Inuyasha... aren't you going to call Kagome back?\Shaddup! We're better off without her!\Well then, can you stop your fidgeting? response:	It's really irritating.
context: They were both brutal...\and so mysterious.\We don't know what kind of enemy will attack next.\We must be even more careful.\Say Inuyasha... aren't you going to call Kagome back?\Shaddup! We're better off without her!\Well then, can you stop your fidgeting?\It's really irritating. response:	Kagome is so patient in dealing with you.
context: and so mysterious.\We don't know what kind of enemy will attack next.\We must be even more careful.\Say Inuyasha... aren't you going to call Kagome back?\Shaddup! We're better off without her!\Well then, can you stop your fidgeting?\It's really irritating.\Kagome is so patient in dealing with you. response:	I couldn't agree more!
context: We don't know what kind of enemy will attack next.\We must be even more careful.\Say Inuyasha... aren't you going to call Kagome back?\Shaddup! We're better off without her!\Well then, can you stop your fidgeting?\It's really irritating.\Kagome is so patient in dealing with you.\I couldn't agree more! response:	I'm just going back for more bandages and medicine.
context: We must be even more careful.\Say Inuyasha... aren't you going to call Kagome back?\Shaddup! We're better off without her!\Well then, can you stop your fidgeting?\It's really irritating.\Kagome is so patient in dealing with you.\I couldn't agree more!\I'm just going back for more bandages and medicine. response:	I'll be right back.
context: Say Inuyasha... aren't you going to call Kagome back?\Shaddup! We're better off without her!\Well then, can you stop your fidgeting?\It's really irritating.\Kagome is so patient in dealing with you.\I couldn't agree more!\I'm just going back for more bandages and medicine.\I'll be right back. response:	But don't tell Inuyasha that.
context: Shaddup! We're better off without her!\Well then, can you stop your fidgeting?\It's really irritating.\Kagome is so patient in dealing with you.\I couldn't agree more!\I'm just going back for more bandages and medicine.\I'll be right back.\But don't tell Inuyasha that. response:	It's good to make him worry sometimes.
context: Well then, can you stop your fidgeting?\It's really irritating.\Kagome is so patient in dealing with you.\I couldn't agree more!\I'm just going back for more bandages and medicine.\I'll be right back.\But don't tell Inuyasha that.\It's good to make him worry sometimes. response:	I promised Kagome. I'll keep quiet.
