context: Ball! response:	Close, though!
context: I was just helping you with your pitching practice!\Oh my, look at the time!\We'll finish this contest next time!\Sasami-sama!\Get back here and apologize!\130 kilometers per hour...\What?! How?!\There, there. response:	She got serious when her cat got bullied.
context: Oh my, look at the time!\We'll finish this contest next time!\Sasami-sama!\Get back here and apologize!\130 kilometers per hour...\What?! How?!\There, there.\She got serious when her cat got bullied. response:	Super power at a time of crisis.
context: We'll finish this contest next time!\Sasami-sama!\Get back here and apologize!\130 kilometers per hour...\What?! How?!\There, there.\She got serious when her cat got bullied.\Super power at a time of crisis. response:	So that's how much she loves them.
context: Sasami-sama!\Get back here and apologize!\130 kilometers per hour...\What?! How?!\There, there.\She got serious when her cat got bullied.\Super power at a time of crisis.\So that's how much she loves them. response:	Anyway, let's give that fastball a name.
context: Get back here and apologize!\130 kilometers per hour...\What?! How?!\There, there.\She got serious when her cat got bullied.\Super power at a time of crisis.\So that's how much she loves them.\Anyway, let's give that fastball a name. response:	Can't we just call it a normal fastball?
context: 130 kilometers per hour...\What?! How?!\There, there.\She got serious when her cat got bullied.\Super power at a time of crisis.\So that's how much she loves them.\Anyway, let's give that fastball a name.\Can't we just call it a normal fastball? response:	Well, there's a cat soul in it.
context: What?! How?!\There, there.\She got serious when her cat got bullied.\Super power at a time of crisis.\So that's how much she loves them.\Anyway, let's give that fastball a name.\Can't we just call it a normal fastball?\Well, there's a cat soul in it. response:	Rising Meowstball!
context: There, there.\She got serious when her cat got bullied.\Super power at a time of crisis.\So that's how much she loves them.\Anyway, let's give that fastball a name.\Can't we just call it a normal fastball?\Well, there's a cat soul in it.\Rising Meowstball! response:	Well?
context: She got serious when her cat got bullied.\Super power at a time of crisis.\So that's how much she loves them.\Anyway, let's give that fastball a name.\Can't we just call it a normal fastball?\Well, there's a cat soul in it.\Rising Meowstball!\Well? response:	Uh... I can tell that you like it...
context: Super power at a time of crisis.\So that's how much she loves them.\Anyway, let's give that fastball a name.\Can't we just call it a normal fastball?\Well, there's a cat soul in it.\Rising Meowstball!\Well?\Uh... I can tell that you like it... response:	Rin learned the Rising Meowstball!
context: So that's how much she loves them.\Anyway, let's give that fastball a name.\Can't we just call it a normal fastball?\Well, there's a cat soul in it.\Rising Meowstball!\Well?\Uh... I can tell that you like it...\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Anyway, let's give that fastball a name.\Can't we just call it a normal fastball?\Well, there's a cat soul in it.\Rising Meowstball!\Well?\Uh... I can tell that you like it...\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Can't we just call it a normal fastball?\Well, there's a cat soul in it.\Rising Meowstball!\Well?\Uh... I can tell that you like it...\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Well, there's a cat soul in it.\Rising Meowstball!\Well?\Uh... I can tell that you like it...\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rising Meowstball!\Well?\Uh... I can tell that you like it...\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Well?\Uh... I can tell that you like it...\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Uh... I can tell that you like it...\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	Rin learned the Rising Meowstball!
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball! response:	hitori ga tsurai kara futatsu no te wo tsunaida
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\hitori ga tsurai kara futatsu no te wo tsunaida response:	It was too hard for one to do, so two of us held hands
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands response:	hitori ga tsurai kara futatsu no te wo tsunaida
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida response:	It was too hard for one to do, so two of us held hands
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands response:	futari ja samishii kara wa ni natte te wo tsunaida
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida response:	But two would be too lonely, so we all came together in a circle and held hands
context: Rin learned the Rising Meowstball!\Rin learned the Rising Meowstball!\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands response:	futari ja samishii kara wa ni natte te wo tsunaida
context: Rin learned the Rising Meowstball!\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida response:	But two would be too lonely, so we all came together in a circle and held hands
context: hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands response:	kitto sore ga ikusen no chikara ni mo nari
context: It was too hard for one to do, so two of us held hands\hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari response:	I'm sure that will be strength in itself,
context: hitori ga tsurai kara futatsu no te wo tsunaida\It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself, response:	kitto sore ga ikusen no chikara ni mo nari
context: It was too hard for one to do, so two of us held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari response:	I'm sure that will be strength in itself,
context: futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself, response:	donna yume mo tateru ki ga surunda
context: But two would be too lonely, so we all came together in a circle and held hands\futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda response:	Enough to end any dream we have
context: futari ja samishii kara wa ni natte te wo tsunaida\But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have response:	donna yume mo tateru ki ga surunda
context: But two would be too lonely, so we all came together in a circle and held hands\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda response:	Enough to end any dream we have
context: kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have response:	takaku tobe takaku sora he
context: I'm sure that will be strength in itself,\kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he response:	Fly high, high into the sky,
context: kitto sore ga ikusen no chikara ni mo nari\I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky, response:	takaku tobe takaku sora he
context: I'm sure that will be strength in itself,\donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he response:	Fly high, high into the sky,
context: donna yume mo tateru ki ga surunda\Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky, response:	takaku kere takaku koe wo age
context: Enough to end any dream we have\donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age response:	Jump high, and raise your voice high,
context: donna yume mo tateru ki ga surunda\Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high, response:	takaku kere takaku koe wo age
context: Enough to end any dream we have\takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age response:	Jump high, and raise your voice high,
context: takaku tobe takaku sora he\Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high, response:	itsuka kujiketa sono hi no mukou made
context: Fly high, high into the sky,\takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made response:	Until you can move on past the day we'll have died
context: takaku tobe takaku sora he\Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died response:	itsuka kujiketa sono hi no mukou made
