context: Second Dish response:	Episode 2
context: What?!\Don't act all high and mighty just because you won!\Let me tell you, this isn't the last you'll see of me!\I'm not going to let you have the top seat at Totsuki!\Have a good day, Yukihira-kun!\The limits of your strengths were made apparent.\What? What? What?!\I guess you're a genius not only at cooking, response:	but also at insults!
context: Don't act all high and mighty just because you won!\Let me tell you, this isn't the last you'll see of me!\I'm not going to let you have the top seat at Totsuki!\Have a good day, Yukihira-kun!\The limits of your strengths were made apparent.\What? What? What?!\I guess you're a genius not only at cooking,\but also at insults! response:	You do realize you're complimenting my cooking?
context: Let me tell you, this isn't the last you'll see of me!\I'm not going to let you have the top seat at Totsuki!\Have a good day, Yukihira-kun!\The limits of your strengths were made apparent.\What? What? What?!\I guess you're a genius not only at cooking,\but also at insults!\You do realize you're complimenting my cooking? response:	Listen!
context: I'm not going to let you have the top seat at Totsuki!\Have a good day, Yukihira-kun!\The limits of your strengths were made apparent.\What? What? What?!\I guess you're a genius not only at cooking,\but also at insults!\You do realize you're complimenting my cooking?\Listen! response:	Just wait till I get my revenge!
context: Have a good day, Yukihira-kun!\The limits of your strengths were made apparent.\What? What? What?!\I guess you're a genius not only at cooking,\but also at insults!\You do realize you're complimenting my cooking?\Listen!\Just wait till I get my revenge! response:	Stupid Erina!
context: The limits of your strengths were made apparent.\What? What? What?!\I guess you're a genius not only at cooking,\but also at insults!\You do realize you're complimenting my cooking?\Listen!\Just wait till I get my revenge!\Stupid Erina! response:	I envy you.
context: What? What? What?!\I guess you're a genius not only at cooking,\but also at insults!\You do realize you're complimenting my cooking?\Listen!\Just wait till I get my revenge!\Stupid Erina!\I envy you. response:	You can just cry like that whenever you want.
context: I guess you're a genius not only at cooking,\but also at insults!\You do realize you're complimenting my cooking?\Listen!\Just wait till I get my revenge!\Stupid Erina!\I envy you.\You can just cry like that whenever you want. response:	Soma-kun.
context: but also at insults!\You do realize you're complimenting my cooking?\Listen!\Just wait till I get my revenge!\Stupid Erina!\I envy you.\You can just cry like that whenever you want.\Soma-kun. response:	I was watching from the waiting room.
context: You do realize you're complimenting my cooking?\Listen!\Just wait till I get my revenge!\Stupid Erina!\I envy you.\You can just cry like that whenever you want.\Soma-kun.\I was watching from the waiting room. response:	Congratulations!
context: Listen!\Just wait till I get my revenge!\Stupid Erina!\I envy you.\You can just cry like that whenever you want.\Soma-kun.\I was watching from the waiting room.\Congratulations! response:	Thanks, Tadokoro.
context: Just wait till I get my revenge!\Stupid Erina!\I envy you.\You can just cry like that whenever you want.\Soma-kun.\I was watching from the waiting room.\Congratulations!\Thanks, Tadokoro. response:	It's your turn, huh?
context: Stupid Erina!\I envy you.\You can just cry like that whenever you want.\Soma-kun.\I was watching from the waiting room.\Congratulations!\Thanks, Tadokoro.\It's your turn, huh? response:	You look pretty calm.
context: I envy you.\You can just cry like that whenever you want.\Soma-kun.\I was watching from the waiting room.\Congratulations!\Thanks, Tadokoro.\It's your turn, huh?\You look pretty calm. response:	Am I?
context: You can just cry like that whenever you want.\Soma-kun.\I was watching from the waiting room.\Congratulations!\Thanks, Tadokoro.\It's your turn, huh?\You look pretty calm.\Am I? response:	I guess so!
context: Soma-kun.\I was watching from the waiting room.\Congratulations!\Thanks, Tadokoro.\It's your turn, huh?\You look pretty calm.\Am I?\I guess so! response:	See, I could only think of trying my best in the prelims.
context: I was watching from the waiting room.\Congratulations!\Thanks, Tadokoro.\It's your turn, huh?\You look pretty calm.\Am I?\I guess so!\See, I could only think of trying my best in the prelims. response:	But now, I'm hoping to enjoy my own cooking.
context: Congratulations!\Thanks, Tadokoro.\It's your turn, huh?\You look pretty calm.\Am I?\I guess so!\See, I could only think of trying my best in the prelims.\But now, I'm hoping to enjoy my own cooking. response:	It's the first time I've felt this way!
context: Thanks, Tadokoro.\It's your turn, huh?\You look pretty calm.\Am I?\I guess so!\See, I could only think of trying my best in the prelims.\But now, I'm hoping to enjoy my own cooking.\It's the first time I've felt this way! response:	I see.
context: It's your turn, huh?\You look pretty calm.\Am I?\I guess so!\See, I could only think of trying my best in the prelims.\But now, I'm hoping to enjoy my own cooking.\It's the first time I've felt this way!\I see. response:	Well, try not to get too tense.
context: You look pretty calm.\Am I?\I guess so!\See, I could only think of trying my best in the prelims.\But now, I'm hoping to enjoy my own cooking.\It's the first time I've felt this way!\I see.\Well, try not to get too tense. response:	Good luck!
context: Am I?\I guess so!\See, I could only think of trying my best in the prelims.\But now, I'm hoping to enjoy my own cooking.\It's the first time I've felt this way!\I see.\Well, try not to get too tense.\Good luck! response:	Thanks!
context: I guess so!\See, I could only think of trying my best in the prelims.\But now, I'm hoping to enjoy my own cooking.\It's the first time I've felt this way!\I see.\Well, try not to get too tense.\Good luck!\Thanks! response:	Your cooking's too pretty, as usual.
context: See, I could only think of trying my best in the prelims.\But now, I'm hoping to enjoy my own cooking.\It's the first time I've felt this way!\I see.\Well, try not to get too tense.\Good luck!\Thanks!\Your cooking's too pretty, as usual. response:	Are you trying to lecture me?
context: But now, I'm hoping to enjoy my own cooking.\It's the first time I've felt this way!\I see.\Well, try not to get too tense.\Good luck!\Thanks!\Your cooking's too pretty, as usual.\Are you trying to lecture me? response:	Know your place!
context: It's the first time I've felt this way!\I see.\Well, try not to get too tense.\Good luck!\Thanks!\Your cooking's too pretty, as usual.\Are you trying to lecture me?\Know your place! response:	I believe I do know my place.
context: I see.\Well, try not to get too tense.\Good luck!\Thanks!\Your cooking's too pretty, as usual.\Are you trying to lecture me?\Know your place!\I believe I do know my place. response:	Anyway, miss... you should save that line
context: Well, try not to get too tense.\Good luck!\Thanks!\Your cooking's too pretty, as usual.\Are you trying to lecture me?\Know your place!\I believe I do know my place.\Anyway, miss... you should save that line response:	for when you beat me in cooking.
context: Good luck!\Thanks!\Your cooking's too pretty, as usual.\Are you trying to lecture me?\Know your place!\I believe I do know my place.\Anyway, miss... you should save that line\for when you beat me in cooking. response:	Next is the second match in the first round!
context: Thanks!\Your cooking's too pretty, as usual.\Are you trying to lecture me?\Know your place!\I believe I do know my place.\Anyway, miss... you should save that line\for when you beat me in cooking.\Next is the second match in the first round! response:	The candidates are coming in!
context: Your cooking's too pretty, as usual.\Are you trying to lecture me?\Know your place!\I believe I do know my place.\Anyway, miss... you should save that line\for when you beat me in cooking.\Next is the second match in the first round!\The candidates are coming in! response:	Here is our dark horse candidate, Candidate Tadokoro Megumi,
context: Are you trying to lecture me?\Know your place!\I believe I do know my place.\Anyway, miss... you should save that line\for when you beat me in cooking.\Next is the second match in the first round!\The candidates are coming in!\Here is our dark horse candidate, Candidate Tadokoro Megumi, response:	Good luck!
context: Know your place!\I believe I do know my place.\Anyway, miss... you should save that line\for when you beat me in cooking.\Next is the second match in the first round!\The candidates are coming in!\Here is our dark horse candidate, Candidate Tadokoro Megumi,\Good luck! response:	who passed the Block B preliminaries at the very last minute!
context: I believe I do know my place.\Anyway, miss... you should save that line\for when you beat me in cooking.\Next is the second match in the first round!\The candidates are coming in!\Here is our dark horse candidate, Candidate Tadokoro Megumi,\Good luck!\who passed the Block B preliminaries at the very last minute! response:	Her opponent is Candidate Kurokiba Ryo,
context: Anyway, miss... you should save that line\for when you beat me in cooking.\Next is the second match in the first round!\The candidates are coming in!\Here is our dark horse candidate, Candidate Tadokoro Megumi,\Good luck!\who passed the Block B preliminaries at the very last minute!\Her opponent is Candidate Kurokiba Ryo, response:	who was tied with Candidate Yukihira Soma for second place
context: for when you beat me in cooking.\Next is the second match in the first round!\The candidates are coming in!\Here is our dark horse candidate, Candidate Tadokoro Megumi,\Good luck!\who passed the Block B preliminaries at the very last minute!\Her opponent is Candidate Kurokiba Ryo,\who was tied with Candidate Yukihira Soma for second place response:	in the Block A preliminaries!
context: Next is the second match in the first round!\The candidates are coming in!\Here is our dark horse candidate, Candidate Tadokoro Megumi,\Good luck!\who passed the Block B preliminaries at the very last minute!\Her opponent is Candidate Kurokiba Ryo,\who was tied with Candidate Yukihira Soma for second place\in the Block A preliminaries! response:	The theme...
context: The candidates are coming in!\Here is our dark horse candidate, Candidate Tadokoro Megumi,\Good luck!\who passed the Block B preliminaries at the very last minute!\Her opponent is Candidate Kurokiba Ryo,\who was tied with Candidate Yukihira Soma for second place\in the Block A preliminaries!\The theme... response:	Round 2 Ramen
context: Here is our dark horse candidate, Candidate Tadokoro Megumi,\Good luck!\who passed the Block B preliminaries at the very last minute!\Her opponent is Candidate Kurokiba Ryo,\who was tied with Candidate Yukihira Soma for second place\in the Block A preliminaries!\The theme...\Round 2 Ramen response:	Let the cooking begin!
context: Good luck!\who passed the Block B preliminaries at the very last minute!\Her opponent is Candidate Kurokiba Ryo,\who was tied with Candidate Yukihira Soma for second place\in the Block A preliminaries!\The theme...\Round 2 Ramen\Let the cooking begin! response:	The Interplay of Light and Shadow
context: who passed the Block B preliminaries at the very last minute!\Her opponent is Candidate Kurokiba Ryo,\who was tied with Candidate Yukihira Soma for second place\in the Block A preliminaries!\The theme...\Round 2 Ramen\Let the cooking begin!\The Interplay of Light and Shadow response:	That concludes the general overview.
context: Her opponent is Candidate Kurokiba Ryo,\who was tied with Candidate Yukihira Soma for second place\in the Block A preliminaries!\The theme...\Round 2 Ramen\Let the cooking begin!\The Interplay of Light and Shadow\That concludes the general overview. response:	Previous Day
context: who was tied with Candidate Yukihira Soma for second place\in the Block A preliminaries!\The theme...\Round 2 Ramen\Let the cooking begin!\The Interplay of Light and Shadow\That concludes the general overview.\Previous Day response:	One last thing: we'll provide the noodles.
context: in the Block A preliminaries!\The theme...\Round 2 Ramen\Let the cooking begin!\The Interplay of Light and Shadow\That concludes the general overview.\Previous Day\One last thing: we'll provide the noodles. response:	The match is tomorrow, after all.
context: The theme...\Round 2 Ramen\Let the cooking begin!\The Interplay of Light and Shadow\That concludes the general overview.\Previous Day\One last thing: we'll provide the noodles.\The match is tomorrow, after all. response:	We made the noodles in advance to let them rest.
context: Round 2 Ramen\Let the cooking begin!\The Interplay of Light and Shadow\That concludes the general overview.\Previous Day\One last thing: we'll provide the noodles.\The match is tomorrow, after all.\We made the noodles in advance to let them rest. response:	Noodle Type Thickness 1) Straight Noodles 2) Curly Noodles 3) Flat/Wide Noodles 4) Egg Noodles
context: Let the cooking begin!\The Interplay of Light and Shadow\That concludes the general overview.\Previous Day\One last thing: we'll provide the noodles.\The match is tomorrow, after all.\We made the noodles in advance to let them rest.\Noodle Type Thickness 1) Straight Noodles 2) Curly Noodles 3) Flat/Wide Noodles 4) Egg Noodles response:	Choose which type of noodles you want before the day's end, and let us
context: The Interplay of Light and Shadow\That concludes the general overview.\Previous Day\One last thing: we'll provide the noodles.\The match is tomorrow, after all.\We made the noodles in advance to let them rest.\Noodle Type Thickness 1) Straight Noodles 2) Curly Noodles 3) Flat/Wide Noodles 4) Egg Noodles\Choose which type of noodles you want before the day's end, and let us response:	I'll choose this one from wide noodles.
context: That concludes the general overview.\Previous Day\One last thing: we'll provide the noodles.\The match is tomorrow, after all.\We made the noodles in advance to let them rest.\Noodle Type Thickness 1) Straight Noodles 2) Curly Noodles 3) Flat/Wide Noodles 4) Egg Noodles\Choose which type of noodles you want before the day's end, and let us\I'll choose this one from wide noodles. response:	Are you sure that's your final choice?
context: Previous Day\One last thing: we'll provide the noodles.\The match is tomorrow, after all.\We made the noodles in advance to let them rest.\Noodle Type Thickness 1) Straight Noodles 2) Curly Noodles 3) Flat/Wide Noodles 4) Egg Noodles\Choose which type of noodles you want before the day's end, and let us\I'll choose this one from wide noodles.\Are you sure that's your final choice? response:	It'll be fine.
context: One last thing: we'll provide the noodles.\The match is tomorrow, after all.\We made the noodles in advance to let them rest.\Noodle Type Thickness 1) Straight Noodles 2) Curly Noodles 3) Flat/Wide Noodles 4) Egg Noodles\Choose which type of noodles you want before the day's end, and let us\I'll choose this one from wide noodles.\Are you sure that's your final choice?\It'll be fine. response:	I already know what kind of ramen I'll be making.
context: The match is tomorrow, after all.\We made the noodles in advance to let them rest.\Noodle Type Thickness 1) Straight Noodles 2) Curly Noodles 3) Flat/Wide Noodles 4) Egg Noodles\Choose which type of noodles you want before the day's end, and let us\I'll choose this one from wide noodles.\Are you sure that's your final choice?\It'll be fine.\I already know what kind of ramen I'll be making. response:	He already figured that out just now?
context: We made the noodles in advance to let them rest.\Noodle Type Thickness 1) Straight Noodles 2) Curly Noodles 3) Flat/Wide Noodles 4) Egg Noodles\Choose which type of noodles you want before the day's end, and let us\I'll choose this one from wide noodles.\Are you sure that's your final choice?\It'll be fine.\I already know what kind of ramen I'll be making.\He already figured that out just now? response:	Tadokoro-chan, there's no need to rush.
context: Noodle Type Thickness 1) Straight Noodles 2) Curly Noodles 3) Flat/Wide Noodles 4) Egg Noodles\Choose which type of noodles you want before the day's end, and let us\I'll choose this one from wide noodles.\Are you sure that's your final choice?\It'll be fine.\I already know what kind of ramen I'll be making.\He already figured that out just now?\Tadokoro-chan, there's no need to rush. response:	You just need to tell us by midnight.
context: Choose which type of noodles you want before the day's end, and let us\I'll choose this one from wide noodles.\Are you sure that's your final choice?\It'll be fine.\I already know what kind of ramen I'll be making.\He already figured that out just now?\Tadokoro-chan, there's no need to rush.\You just need to tell us by midnight. response:	O-Okay.
context: I'll choose this one from wide noodles.\Are you sure that's your final choice?\It'll be fine.\I already know what kind of ramen I'll be making.\He already figured that out just now?\Tadokoro-chan, there's no need to rush.\You just need to tell us by midnight.\O-Okay. response:	Since the organizers will prepare the noodles,
context: Are you sure that's your final choice?\It'll be fine.\I already know what kind of ramen I'll be making.\He already figured that out just now?\Tadokoro-chan, there's no need to rush.\You just need to tell us by midnight.\O-Okay.\Since the organizers will prepare the noodles, response:	maybe that means they want us to focus on the broth.
context: It'll be fine.\I already know what kind of ramen I'll be making.\He already figured that out just now?\Tadokoro-chan, there's no need to rush.\You just need to tell us by midnight.\O-Okay.\Since the organizers will prepare the noodles,\maybe that means they want us to focus on the broth. response:	Let's Make Ramen
context: I already know what kind of ramen I'll be making.\He already figured that out just now?\Tadokoro-chan, there's no need to rush.\You just need to tell us by midnight.\O-Okay.\Since the organizers will prepare the noodles,\maybe that means they want us to focus on the broth.\Let's Make Ramen response:	An Introduction to the Art
context: He already figured that out just now?\Tadokoro-chan, there's no need to rush.\You just need to tell us by midnight.\O-Okay.\Since the organizers will prepare the noodles,\maybe that means they want us to focus on the broth.\Let's Make Ramen\An Introduction to the Art response:	Make ramen served at famous shops!
context: Tadokoro-chan, there's no need to rush.\You just need to tell us by midnight.\O-Okay.\Since the organizers will prepare the noodles,\maybe that means they want us to focus on the broth.\Let's Make Ramen\An Introduction to the Art\Make ramen served at famous shops! response:	Recipes II
context: You just need to tell us by midnight.\O-Okay.\Since the organizers will prepare the noodles,\maybe that means they want us to focus on the broth.\Let's Make Ramen\An Introduction to the Art\Make ramen served at famous shops!\Recipes II response:	The broth is constituted by its base, the stock, the concentrated sauce, also known as kaeshi,
context: O-Okay.\Since the organizers will prepare the noodles,\maybe that means they want us to focus on the broth.\Let's Make Ramen\An Introduction to the Art\Make ramen served at famous shops!\Recipes II\The broth is constituted by its base, the stock, the concentrated sauce, also known as kaeshi, response:	and various infused oils and spices.
context: Since the organizers will prepare the noodles,\maybe that means they want us to focus on the broth.\Let's Make Ramen\An Introduction to the Art\Make ramen served at famous shops!\Recipes II\The broth is constituted by its base, the stock, the concentrated sauce, also known as kaeshi,\and various infused oils and spices. response:	If those components fail to complement each other,
context: maybe that means they want us to focus on the broth.\Let's Make Ramen\An Introduction to the Art\Make ramen served at famous shops!\Recipes II\The broth is constituted by its base, the stock, the concentrated sauce, also known as kaeshi,\and various infused oils and spices.\If those components fail to complement each other, response:	the flavor will be fragmented.
context: Let's Make Ramen\An Introduction to the Art\Make ramen served at famous shops!\Recipes II\The broth is constituted by its base, the stock, the concentrated sauce, also known as kaeshi,\and various infused oils and spices.\If those components fail to complement each other,\the flavor will be fragmented. response:	The noodles Kurokiba-kun selected have an oval cross-section
context: An Introduction to the Art\Make ramen served at famous shops!\Recipes II\The broth is constituted by its base, the stock, the concentrated sauce, also known as kaeshi,\and various infused oils and spices.\If those components fail to complement each other,\the flavor will be fragmented.\The noodles Kurokiba-kun selected have an oval cross-section response:	with a notable elasticity.
context: Make ramen served at famous shops!\Recipes II\The broth is constituted by its base, the stock, the concentrated sauce, also known as kaeshi,\and various infused oils and spices.\If those components fail to complement each other,\the flavor will be fragmented.\The noodles Kurokiba-kun selected have an oval cross-section\with a notable elasticity. response:	Wide noodles are typically paired with rich, strong flavors.
context: Recipes II\The broth is constituted by its base, the stock, the concentrated sauce, also known as kaeshi,\and various infused oils and spices.\If those components fail to complement each other,\the flavor will be fragmented.\The noodles Kurokiba-kun selected have an oval cross-section\with a notable elasticity.\Wide noodles are typically paired with rich, strong flavors. response:	Maybe that means Kurokiba-kun intends to make a very rich broth.
context: The broth is constituted by its base, the stock, the concentrated sauce, also known as kaeshi,\and various infused oils and spices.\If those components fail to complement each other,\the flavor will be fragmented.\The noodles Kurokiba-kun selected have an oval cross-section\with a notable elasticity.\Wide noodles are typically paired with rich, strong flavors.\Maybe that means Kurokiba-kun intends to make a very rich broth. response:	To counter that, should I also make broth with an equally strong flavor?
context: and various infused oils and spices.\If those components fail to complement each other,\the flavor will be fragmented.\The noodles Kurokiba-kun selected have an oval cross-section\with a notable elasticity.\Wide noodles are typically paired with rich, strong flavors.\Maybe that means Kurokiba-kun intends to make a very rich broth.\To counter that, should I also make broth with an equally strong flavor? response:	First things first, I have to start testing!
context: If those components fail to complement each other,\the flavor will be fragmented.\The noodles Kurokiba-kun selected have an oval cross-section\with a notable elasticity.\Wide noodles are typically paired with rich, strong flavors.\Maybe that means Kurokiba-kun intends to make a very rich broth.\To counter that, should I also make broth with an equally strong flavor?\First things first, I have to start testing! response:	It's no good!
context: the flavor will be fragmented.\The noodles Kurokiba-kun selected have an oval cross-section\with a notable elasticity.\Wide noodles are typically paired with rich, strong flavors.\Maybe that means Kurokiba-kun intends to make a very rich broth.\To counter that, should I also make broth with an equally strong flavor?\First things first, I have to start testing!\It's no good! response:	When I try to make a rich broth, the flavors don't come together.
context: The noodles Kurokiba-kun selected have an oval cross-section\with a notable elasticity.\Wide noodles are typically paired with rich, strong flavors.\Maybe that means Kurokiba-kun intends to make a very rich broth.\To counter that, should I also make broth with an equally strong flavor?\First things first, I have to start testing!\It's no good!\When I try to make a rich broth, the flavors don't come together. response:	What should I do?
context: with a notable elasticity.\Wide noodles are typically paired with rich, strong flavors.\Maybe that means Kurokiba-kun intends to make a very rich broth.\To counter that, should I also make broth with an equally strong flavor?\First things first, I have to start testing!\It's no good!\When I try to make a rich broth, the flavors don't come together.\What should I do? response:	Megumi!
context: Wide noodles are typically paired with rich, strong flavors.\Maybe that means Kurokiba-kun intends to make a very rich broth.\To counter that, should I also make broth with an equally strong flavor?\First things first, I have to start testing!\It's no good!\When I try to make a rich broth, the flavors don't come together.\What should I do?\Megumi! response:	You have a package from your home.
context: Maybe that means Kurokiba-kun intends to make a very rich broth.\To counter that, should I also make broth with an equally strong flavor?\First things first, I have to start testing!\It's no good!\When I try to make a rich broth, the flavors don't come together.\What should I do?\Megumi!\You have a package from your home. response:	What?
context: To counter that, should I also make broth with an equally strong flavor?\First things first, I have to start testing!\It's no good!\When I try to make a rich broth, the flavors don't come together.\What should I do?\Megumi!\You have a package from your home.\What? response:	Megumi,
context: First things first, I have to start testing!\It's no good!\When I try to make a rich broth, the flavors don't come together.\What should I do?\Megumi!\You have a package from your home.\What?\Megumi, response:	congratulations on proceeding to the main tournament of the Autumn Elections.
context: It's no good!\When I try to make a rich broth, the flavors don't come together.\What should I do?\Megumi!\You have a package from your home.\What?\Megumi,\congratulations on proceeding to the main tournament of the Autumn Elections. response:	Though I can't come cheer you on because of work,
context: When I try to make a rich broth, the flavors don't come together.\What should I do?\Megumi!\You have a package from your home.\What?\Megumi,\congratulations on proceeding to the main tournament of the Autumn Elections.\Though I can't come cheer you on because of work, response:	I wish you the best of luck.
context: What should I do?\Megumi!\You have a package from your home.\What?\Megumi,\congratulations on proceeding to the main tournament of the Autumn Elections.\Though I can't come cheer you on because of work,\I wish you the best of luck. response:	I'm sending you ingredients from home.
context: Megumi!\You have a package from your home.\What?\Megumi,\congratulations on proceeding to the main tournament of the Autumn Elections.\Though I can't come cheer you on because of work,\I wish you the best of luck.\I'm sending you ingredients from home. response:	Mom...
context: You have a package from your home.\What?\Megumi,\congratulations on proceeding to the main tournament of the Autumn Elections.\Though I can't come cheer you on because of work,\I wish you the best of luck.\I'm sending you ingredients from home.\Mom... response:	Iriko Shiitake Dried Squid
context: What?\Megumi,\congratulations on proceeding to the main tournament of the Autumn Elections.\Though I can't come cheer you on because of work,\I wish you the best of luck.\I'm sending you ingredients from home.\Mom...\Iriko Shiitake Dried Squid response:	Wow, all of this brings back memories...
context: Megumi,\congratulations on proceeding to the main tournament of the Autumn Elections.\Though I can't come cheer you on because of work,\I wish you the best of luck.\I'm sending you ingredients from home.\Mom...\Iriko Shiitake Dried Squid\Wow, all of this brings back memories... response:	So many ingredients I used to cook with back home!
context: congratulations on proceeding to the main tournament of the Autumn Elections.\Though I can't come cheer you on because of work,\I wish you the best of luck.\I'm sending you ingredients from home.\Mom...\Iriko Shiitake Dried Squid\Wow, all of this brings back memories...\So many ingredients I used to cook with back home! response:	I'll use the ingredients my mom sent me in the match!
context: Though I can't come cheer you on because of work,\I wish you the best of luck.\I'm sending you ingredients from home.\Mom...\Iriko Shiitake Dried Squid\Wow, all of this brings back memories...\So many ingredients I used to cook with back home!\I'll use the ingredients my mom sent me in the match! response:	Umm...
context: I wish you the best of luck.\I'm sending you ingredients from home.\Mom...\Iriko Shiitake Dried Squid\Wow, all of this brings back memories...\So many ingredients I used to cook with back home!\I'll use the ingredients my mom sent me in the match!\Umm... response:	Megumi Love
context: I'm sending you ingredients from home.\Mom...\Iriko Shiitake Dried Squid\Wow, all of this brings back memories...\So many ingredients I used to cook with back home!\I'll use the ingredients my mom sent me in the match!\Umm...\Megumi Love response:	Megumi
context: Mom...\Iriko Shiitake Dried Squid\Wow, all of this brings back memories...\So many ingredients I used to cook with back home!\I'll use the ingredients my mom sent me in the match!\Umm...\Megumi Love\Megumi response:	Megumi Love
context: Iriko Shiitake Dried Squid\Wow, all of this brings back memories...\So many ingredients I used to cook with back home!\I'll use the ingredients my mom sent me in the match!\Umm...\Megumi Love\Megumi\Megumi Love response:	Megumi
context: Wow, all of this brings back memories...\So many ingredients I used to cook with back home!\I'll use the ingredients my mom sent me in the match!\Umm...\Megumi Love\Megumi\Megumi Love\Megumi response:	Polar Star
context: So many ingredients I used to cook with back home!\I'll use the ingredients my mom sent me in the match!\Umm...\Megumi Love\Megumi\Megumi Love\Megumi\Polar Star response:	That spot's got a weird splashy vibe going on...
context: I'll use the ingredients my mom sent me in the match!\Umm...\Megumi Love\Megumi\Megumi Love\Megumi\Polar Star\That spot's got a weird splashy vibe going on... response:	Oh, Yukihira, over here!
context: Umm...\Megumi Love\Megumi\Megumi Love\Megumi\Polar Star\That spot's got a weird splashy vibe going on...\Oh, Yukihira, over here! response:	Why do they write names on fans, Bro?
context: Megumi Love\Megumi\Megumi Love\Megumi\Polar Star\That spot's got a weird splashy vibe going on...\Oh, Yukihira, over here!\Why do they write names on fans, Bro? response:	It's one of Japan's mysteries.
context: Megumi\Megumi Love\Megumi\Polar Star\That spot's got a weird splashy vibe going on...\Oh, Yukihira, over here!\Why do they write names on fans, Bro?\It's one of Japan's mysteries. response:	Hmm...
context: Megumi Love\Megumi\Polar Star\That spot's got a weird splashy vibe going on...\Oh, Yukihira, over here!\Why do they write names on fans, Bro?\It's one of Japan's mysteries.\Hmm... response:	Ramen...
context: Megumi\Polar Star\That spot's got a weird splashy vibe going on...\Oh, Yukihira, over here!\Why do they write names on fans, Bro?\It's one of Japan's mysteries.\Hmm...\Ramen... response:	noodles, toppings, and soup.
context: Polar Star\That spot's got a weird splashy vibe going on...\Oh, Yukihira, over here!\Why do they write names on fans, Bro?\It's one of Japan's mysteries.\Hmm...\Ramen...\noodles, toppings, and soup. response:	You just keep the challenging topics coming year after year, don't you?
