context: What time does the competition start? response:	Uh...the doors open at 3:00... and the thing starts at 3:30.
context: It's nothing.\This is your workplace.\Towa Music Competition Committee Sponsor Second Annual Towa Music Competition Violin - Middle School Division\Huh. It's smaller inside than I thought.\Don't compare it to a stadium!\I haven't felt this kind of atmosphere in a while... since sixth grade, when I came to cheer you on.\The dry air... the smell of dust...\Those seats over there are open. response:	Hey, isn't that Arima?
context: This is your workplace.\Towa Music Competition Committee Sponsor Second Annual Towa Music Competition Violin - Middle School Division\Huh. It's smaller inside than I thought.\Don't compare it to a stadium!\I haven't felt this kind of atmosphere in a while... since sixth grade, when I came to cheer you on.\The dry air... the smell of dust...\Those seats over there are open.\Hey, isn't that Arima? response:	It's Arima-kun.
context: Towa Music Competition Committee Sponsor Second Annual Towa Music Competition Violin - Middle School Division\Huh. It's smaller inside than I thought.\Don't compare it to a stadium!\I haven't felt this kind of atmosphere in a while... since sixth grade, when I came to cheer you on.\The dry air... the smell of dust...\Those seats over there are open.\Hey, isn't that Arima?\It's Arima-kun. response:	Arima... you mean that pianist?
context: Huh. It's smaller inside than I thought.\Don't compare it to a stadium!\I haven't felt this kind of atmosphere in a while... since sixth grade, when I came to cheer you on.\The dry air... the smell of dust...\Those seats over there are open.\Hey, isn't that Arima?\It's Arima-kun.\Arima... you mean that pianist? response:	He's all grown up now.
context: Don't compare it to a stadium!\I haven't felt this kind of atmosphere in a while... since sixth grade, when I came to cheer you on.\The dry air... the smell of dust...\Those seats over there are open.\Hey, isn't that Arima?\It's Arima-kun.\Arima... you mean that pianist?\He's all grown up now. response:	You mean the youngest kid to ever win the Saiki Competition?
context: I haven't felt this kind of atmosphere in a while... since sixth grade, when I came to cheer you on.\The dry air... the smell of dust...\Those seats over there are open.\Hey, isn't that Arima?\It's Arima-kun.\Arima... you mean that pianist?\He's all grown up now.\You mean the youngest kid to ever win the Saiki Competition? response:	But I thought he was overseas?
context: The dry air... the smell of dust...\Those seats over there are open.\Hey, isn't that Arima?\It's Arima-kun.\Arima... you mean that pianist?\He's all grown up now.\You mean the youngest kid to ever win the Saiki Competition?\But I thought he was overseas? response:	What's he doing at the Violin Competition?
context: Those seats over there are open.\Hey, isn't that Arima?\It's Arima-kun.\Arima... you mean that pianist?\He's all grown up now.\You mean the youngest kid to ever win the Saiki Competition?\But I thought he was overseas?\What's he doing at the Violin Competition? response:	Heyyy...
context: Hey, isn't that Arima?\It's Arima-kun.\Arima... you mean that pianist?\He's all grown up now.\You mean the youngest kid to ever win the Saiki Competition?\But I thought he was overseas?\What's he doing at the Violin Competition?\Heyyy... response:	Ex-celebrity!
context: It's Arima-kun.\Arima... you mean that pianist?\He's all grown up now.\You mean the youngest kid to ever win the Saiki Competition?\But I thought he was overseas?\What's he doing at the Violin Competition?\Heyyy...\Ex-celebrity! response:	The classical world sure is small!
context: Arima... you mean that pianist?\He's all grown up now.\You mean the youngest kid to ever win the Saiki Competition?\But I thought he was overseas?\What's he doing at the Violin Competition?\Heyyy...\Ex-celebrity!\The classical world sure is small! response:	Hey, you kept this from me on purpose, didn't you?
context: He's all grown up now.\You mean the youngest kid to ever win the Saiki Competition?\But I thought he was overseas?\What's he doing at the Violin Competition?\Heyyy...\Ex-celebrity!\The classical world sure is small!\Hey, you kept this from me on purpose, didn't you? response:	That we'd be going to hear her perform!
context: You mean the youngest kid to ever win the Saiki Competition?\But I thought he was overseas?\What's he doing at the Violin Competition?\Heyyy...\Ex-celebrity!\The classical world sure is small!\Hey, you kept this from me on purpose, didn't you?\That we'd be going to hear her perform! response:	Because...
context: But I thought he was overseas?\What's he doing at the Violin Competition?\Heyyy...\Ex-celebrity!\The classical world sure is small!\Hey, you kept this from me on purpose, didn't you?\That we'd be going to hear her perform!\Because... response:	If you knew about that, Kousei... You wouldn't have come, would you?
context: What's he doing at the Violin Competition?\Heyyy...\Ex-celebrity!\The classical world sure is small!\Hey, you kept this from me on purpose, didn't you?\That we'd be going to hear her perform!\Because...\If you knew about that, Kousei... You wouldn't have come, would you? response:	So I kept it on the down-low with all my might.
context: Heyyy...\Ex-celebrity!\The classical world sure is small!\Hey, you kept this from me on purpose, didn't you?\That we'd be going to hear her perform!\Because...\If you knew about that, Kousei... You wouldn't have come, would you?\So I kept it on the down-low with all my might. response:	So the piano only makes you feel lousy, then?
context: Ex-celebrity!\The classical world sure is small!\Hey, you kept this from me on purpose, didn't you?\That we'd be going to hear her perform!\Because...\If you knew about that, Kousei... You wouldn't have come, would you?\So I kept it on the down-low with all my might.\So the piano only makes you feel lousy, then? response:	Towa Music Competition Committee Sponsor Second Annual Towa Music Competition Violin - Middle School Division
context: The classical world sure is small!\Hey, you kept this from me on purpose, didn't you?\That we'd be going to hear her perform!\Because...\If you knew about that, Kousei... You wouldn't have come, would you?\So I kept it on the down-low with all my might.\So the piano only makes you feel lousy, then?\Towa Music Competition Committee Sponsor Second Annual Towa Music Competition Violin - Middle School Division response:	We will now begin the preliminary round of the Towa Music Competition
context: Hey, you kept this from me on purpose, didn't you?\That we'd be going to hear her perform!\Because...\If you knew about that, Kousei... You wouldn't have come, would you?\So I kept it on the down-low with all my might.\So the piano only makes you feel lousy, then?\Towa Music Competition Committee Sponsor Second Annual Towa Music Competition Violin - Middle School Division\We will now begin the preliminary round of the Towa Music Competition response:	Violin Section for Middle-schoolers.
context: That we'd be going to hear her perform!\Because...\If you knew about that, Kousei... You wouldn't have come, would you?\So I kept it on the down-low with all my might.\So the piano only makes you feel lousy, then?\Towa Music Competition Committee Sponsor Second Annual Towa Music Competition Violin - Middle School Division\We will now begin the preliminary round of the Towa Music Competition\Violin Section for Middle-schoolers. response:	Beethoven... Violin Sonata No. 9.
context: Because...\If you knew about that, Kousei... You wouldn't have come, would you?\So I kept it on the down-low with all my might.\So the piano only makes you feel lousy, then?\Towa Music Competition Committee Sponsor Second Annual Towa Music Competition Violin - Middle School Division\We will now begin the preliminary round of the Towa Music Competition\Violin Section for Middle-schoolers.\Beethoven... Violin Sonata No. 9. response:	The Kreutzer.
context: If you knew about that, Kousei... You wouldn't have come, would you?\So I kept it on the down-low with all my might.\So the piano only makes you feel lousy, then?\Towa Music Competition Committee Sponsor Second Annual Towa Music Competition Violin - Middle School Division\We will now begin the preliminary round of the Towa Music Competition\Violin Section for Middle-schoolers.\Beethoven... Violin Sonata No. 9.\The Kreutzer. response:	Huh? He's asleep already?
context: So I kept it on the down-low with all my might.\So the piano only makes you feel lousy, then?\Towa Music Competition Committee Sponsor Second Annual Towa Music Competition Violin - Middle School Division\We will now begin the preliminary round of the Towa Music Competition\Violin Section for Middle-schoolers.\Beethoven... Violin Sonata No. 9.\The Kreutzer.\Huh? He's asleep already? response:	It's been a while since I heard a live performance.
context: So the piano only makes you feel lousy, then?\Towa Music Competition Committee Sponsor Second Annual Towa Music Competition Violin - Middle School Division\We will now begin the preliminary round of the Towa Music Competition\Violin Section for Middle-schoolers.\Beethoven... Violin Sonata No. 9.\The Kreutzer.\Huh? He's asleep already?\It's been a while since I heard a live performance. response:	What can I say...
context: Towa Music Competition Committee Sponsor Second Annual Towa Music Competition Violin - Middle School Division\We will now begin the preliminary round of the Towa Music Competition\Violin Section for Middle-schoolers.\Beethoven... Violin Sonata No. 9.\The Kreutzer.\Huh? He's asleep already?\It's been a while since I heard a live performance.\What can I say... response:	I'm really starting to get goosebumps.
context: We will now begin the preliminary round of the Towa Music Competition\Violin Section for Middle-schoolers.\Beethoven... Violin Sonata No. 9.\The Kreutzer.\Huh? He's asleep already?\It's been a while since I heard a live performance.\What can I say...\I'm really starting to get goosebumps. response:	It's the same song over and over. Boring!
context: Violin Section for Middle-schoolers.\Beethoven... Violin Sonata No. 9.\The Kreutzer.\Huh? He's asleep already?\It's been a while since I heard a live performance.\What can I say...\I'm really starting to get goosebumps.\It's the same song over and over. Boring! response:	Well, that's the set piece. And you're the one who brought me here.
context: Beethoven... Violin Sonata No. 9.\The Kreutzer.\Huh? He's asleep already?\It's been a while since I heard a live performance.\What can I say...\I'm really starting to get goosebumps.\It's the same song over and over. Boring!\Well, that's the set piece. And you're the one who brought me here. response:	But it's a pretty big turnout, huh? I'm a little surprised.
context: The Kreutzer.\Huh? He's asleep already?\It's been a while since I heard a live performance.\What can I say...\I'm really starting to get goosebumps.\It's the same song over and over. Boring!\Well, that's the set piece. And you're the one who brought me here.\But it's a pretty big turnout, huh? I'm a little surprised. response:	This is a newly-established major national competition that's starting to get some notice.
context: Huh? He's asleep already?\It's been a while since I heard a live performance.\What can I say...\I'm really starting to get goosebumps.\It's the same song over and over. Boring!\Well, that's the set piece. And you're the one who brought me here.\But it's a pretty big turnout, huh? I'm a little surprised.\This is a newly-established major national competition that's starting to get some notice. response:	The sponsors are kinda quirky.
context: It's been a while since I heard a live performance.\What can I say...\I'm really starting to get goosebumps.\It's the same song over and over. Boring!\Well, that's the set piece. And you're the one who brought me here.\But it's a pretty big turnout, huh? I'm a little surprised.\This is a newly-established major national competition that's starting to get some notice.\The sponsors are kinda quirky. response:	Normally, the set piece for the preliminary round would be Bach or Paganini numbers, played solo,
context: What can I say...\I'm really starting to get goosebumps.\It's the same song over and over. Boring!\Well, that's the set piece. And you're the one who brought me here.\But it's a pretty big turnout, huh? I'm a little surprised.\This is a newly-established major national competition that's starting to get some notice.\The sponsors are kinda quirky.\Normally, the set piece for the preliminary round would be Bach or Paganini numbers, played solo, response:	Towa Hall
context: I'm really starting to get goosebumps.\It's the same song over and over. Boring!\Well, that's the set piece. And you're the one who brought me here.\But it's a pretty big turnout, huh? I'm a little surprised.\This is a newly-established major national competition that's starting to get some notice.\The sponsors are kinda quirky.\Normally, the set piece for the preliminary round would be Bach or Paganini numbers, played solo,\Towa Hall response:	but in this contest, every number features an accompanist. That's pretty rare.
context: It's the same song over and over. Boring!\Well, that's the set piece. And you're the one who brought me here.\But it's a pretty big turnout, huh? I'm a little surprised.\This is a newly-established major national competition that's starting to get some notice.\The sponsors are kinda quirky.\Normally, the set piece for the preliminary round would be Bach or Paganini numbers, played solo,\Towa Hall\but in this contest, every number features an accompanist. That's pretty rare. response:	The winner gets the right to play on a Guarneri owned by the sponsors in a recital.
context: Well, that's the set piece. And you're the one who brought me here.\But it's a pretty big turnout, huh? I'm a little surprised.\This is a newly-established major national competition that's starting to get some notice.\The sponsors are kinda quirky.\Normally, the set piece for the preliminary round would be Bach or Paganini numbers, played solo,\Towa Hall\but in this contest, every number features an accompanist. That's pretty rare.\The winner gets the right to play on a Guarneri owned by the sponsors in a recital. response:	Guar...neri? Kabanini?
context: But it's a pretty big turnout, huh? I'm a little surprised.\This is a newly-established major national competition that's starting to get some notice.\The sponsors are kinda quirky.\Normally, the set piece for the preliminary round would be Bach or Paganini numbers, played solo,\Towa Hall\but in this contest, every number features an accompanist. That's pretty rare.\The winner gets the right to play on a Guarneri owned by the sponsors in a recital.\Guar...neri? Kabanini? response:	He's off.
context: This is a newly-established major national competition that's starting to get some notice.\The sponsors are kinda quirky.\Normally, the set piece for the preliminary round would be Bach or Paganini numbers, played solo,\Towa Hall\but in this contest, every number features an accompanist. That's pretty rare.\The winner gets the right to play on a Guarneri owned by the sponsors in a recital.\Guar...neri? Kabanini?\He's off. response:	Is it just me or does he stink?
context: The sponsors are kinda quirky.\Normally, the set piece for the preliminary round would be Bach or Paganini numbers, played solo,\Towa Hall\but in this contest, every number features an accompanist. That's pretty rare.\The winner gets the right to play on a Guarneri owned by the sponsors in a recital.\Guar...neri? Kabanini?\He's off.\Is it just me or does he stink? response:	You got this.
context: Normally, the set piece for the preliminary round would be Bach or Paganini numbers, played solo,\Towa Hall\but in this contest, every number features an accompanist. That's pretty rare.\The winner gets the right to play on a Guarneri owned by the sponsors in a recital.\Guar...neri? Kabanini?\He's off.\Is it just me or does he stink?\You got this. response:	You got this!
context: Towa Hall\but in this contest, every number features an accompanist. That's pretty rare.\The winner gets the right to play on a Guarneri owned by the sponsors in a recital.\Guar...neri? Kabanini?\He's off.\Is it just me or does he stink?\You got this.\You got this! response:	Kazuhiro Oyama Umena Middle School
context: but in this contest, every number features an accompanist. That's pretty rare.\The winner gets the right to play on a Guarneri owned by the sponsors in a recital.\Guar...neri? Kabanini?\He's off.\Is it just me or does he stink?\You got this.\You got this!\Kazuhiro Oyama Umena Middle School response:	Well, that was too bad. And he started off so well, too.
context: The winner gets the right to play on a Guarneri owned by the sponsors in a recital.\Guar...neri? Kabanini?\He's off.\Is it just me or does he stink?\You got this.\You got this!\Kazuhiro Oyama Umena Middle School\Well, that was too bad. And he started off so well, too. response:	He made two or three mistakes.
context: Guar...neri? Kabanini?\He's off.\Is it just me or does he stink?\You got this.\You got this!\Kazuhiro Oyama Umena Middle School\Well, that was too bad. And he started off so well, too.\He made two or three mistakes. response:	Is he one of Mr. Sato's students?
context: He's off.\Is it just me or does he stink?\You got this.\You got this!\Kazuhiro Oyama Umena Middle School\Well, that was too bad. And he started off so well, too.\He made two or three mistakes.\Is he one of Mr. Sato's students? response:	No wonder, then.
context: Is it just me or does he stink?\You got this.\You got this!\Kazuhiro Oyama Umena Middle School\Well, that was too bad. And he started off so well, too.\He made two or three mistakes.\Is he one of Mr. Sato's students?\No wonder, then. response:	Midway through, he started flailing with his bow. Guess he panicked.
context: You got this.\You got this!\Kazuhiro Oyama Umena Middle School\Well, that was too bad. And he started off so well, too.\He made two or three mistakes.\Is he one of Mr. Sato's students?\No wonder, then.\Midway through, he started flailing with his bow. Guess he panicked. response:	Head Judge
context: You got this!\Kazuhiro Oyama Umena Middle School\Well, that was too bad. And he started off so well, too.\He made two or three mistakes.\Is he one of Mr. Sato's students?\No wonder, then.\Midway through, he started flailing with his bow. Guess he panicked.\Head Judge response:	Still, what consistency. That was raw, but the overall level was high. He played it well.
context: Kazuhiro Oyama Umena Middle School\Well, that was too bad. And he started off so well, too.\He made two or three mistakes.\Is he one of Mr. Sato's students?\No wonder, then.\Midway through, he started flailing with his bow. Guess he panicked.\Head Judge\Still, what consistency. That was raw, but the overall level was high. He played it well. response:	You're absolutely right, Mr. Kazama!
context: Well, that was too bad. And he started off so well, too.\He made two or three mistakes.\Is he one of Mr. Sato's students?\No wonder, then.\Midway through, he started flailing with his bow. Guess he panicked.\Head Judge\Still, what consistency. That was raw, but the overall level was high. He played it well.\You're absolutely right, Mr. Kazama! response:	Well, it got interesting after he messed up. At this rate I'm going to fall asleep.
context: He made two or three mistakes.\Is he one of Mr. Sato's students?\No wonder, then.\Midway through, he started flailing with his bow. Guess he panicked.\Head Judge\Still, what consistency. That was raw, but the overall level was high. He played it well.\You're absolutely right, Mr. Kazama!\Well, it got interesting after he messed up. At this rate I'm going to fall asleep. response:	Now, then, who's next?
context: Is he one of Mr. Sato's students?\No wonder, then.\Midway through, he started flailing with his bow. Guess he panicked.\Head Judge\Still, what consistency. That was raw, but the overall level was high. He played it well.\You're absolutely right, Mr. Kazama!\Well, it got interesting after he messed up. At this rate I'm going to fall asleep.\Now, then, who's next? response:	Hey! Kao-chan's up next!
context: No wonder, then.\Midway through, he started flailing with his bow. Guess he panicked.\Head Judge\Still, what consistency. That was raw, but the overall level was high. He played it well.\You're absolutely right, Mr. Kazama!\Well, it got interesting after he messed up. At this rate I'm going to fall asleep.\Now, then, who's next?\Hey! Kao-chan's up next! response:	Hey, wake up, Watari!
context: Midway through, he started flailing with his bow. Guess he panicked.\Head Judge\Still, what consistency. That was raw, but the overall level was high. He played it well.\You're absolutely right, Mr. Kazama!\Well, it got interesting after he messed up. At this rate I'm going to fall asleep.\Now, then, who's next?\Hey! Kao-chan's up next!\Hey, wake up, Watari! response:	Oh, crap, I messed up...
context: Head Judge\Still, what consistency. That was raw, but the overall level was high. He played it well.\You're absolutely right, Mr. Kazama!\Well, it got interesting after he messed up. At this rate I'm going to fall asleep.\Now, then, who's next?\Hey! Kao-chan's up next!\Hey, wake up, Watari!\Oh, crap, I messed up... response:	- Kao-chan looks so pretty!
context: Still, what consistency. That was raw, but the overall level was high. He played it well.\You're absolutely right, Mr. Kazama!\Well, it got interesting after he messed up. At this rate I'm going to fall asleep.\Now, then, who's next?\Hey! Kao-chan's up next!\Hey, wake up, Watari!\Oh, crap, I messed up...\- Kao-chan looks so pretty! response:	- I've been waiting for this, yo!
context: You're absolutely right, Mr. Kazama!\Well, it got interesting after he messed up. At this rate I'm going to fall asleep.\Now, then, who's next?\Hey! Kao-chan's up next!\Hey, wake up, Watari!\Oh, crap, I messed up...\- Kao-chan looks so pretty!\- I've been waiting for this, yo! response:	This is making me nervous.
context: Well, it got interesting after he messed up. At this rate I'm going to fall asleep.\Now, then, who's next?\Hey! Kao-chan's up next!\Hey, wake up, Watari!\Oh, crap, I messed up...\- Kao-chan looks so pretty!\- I've been waiting for this, yo!\This is making me nervous. response:	My music...
context: Now, then, who's next?\Hey! Kao-chan's up next!\Hey, wake up, Watari!\Oh, crap, I messed up...\- Kao-chan looks so pretty!\- I've been waiting for this, yo!\This is making me nervous.\My music... response:	Will it reach them?
context: Hey! Kao-chan's up next!\Hey, wake up, Watari!\Oh, crap, I messed up...\- Kao-chan looks so pretty!\- I've been waiting for this, yo!\This is making me nervous.\My music...\Will it reach them? response:	Elohim, Essaim... Elohim, Essaim... I implore you...
context: Hey, wake up, Watari!\Oh, crap, I messed up...\- Kao-chan looks so pretty!\- I've been waiting for this, yo!\This is making me nervous.\My music...\Will it reach them?\Elohim, Essaim... Elohim, Essaim... I implore you... response:	So cute!
context: Oh, crap, I messed up...\- Kao-chan looks so pretty!\- I've been waiting for this, yo!\This is making me nervous.\My music...\Will it reach them?\Elohim, Essaim... Elohim, Essaim... I implore you...\So cute! response:	Is this...
context: - Kao-chan looks so pretty!\- I've been waiting for this, yo!\This is making me nervous.\My music...\Will it reach them?\Elohim, Essaim... Elohim, Essaim... I implore you...\So cute!\Is this... response:	This is the same song, right?
context: - I've been waiting for this, yo!\This is making me nervous.\My music...\Will it reach them?\Elohim, Essaim... Elohim, Essaim... I implore you...\So cute!\Is this...\This is the same song, right? response:	No question, it's the set piece, the Kreutzer.
context: This is making me nervous.\My music...\Will it reach them?\Elohim, Essaim... Elohim, Essaim... I implore you...\So cute!\Is this...\This is the same song, right?\No question, it's the set piece, the Kreutzer. response:	But...
context: My music...\Will it reach them?\Elohim, Essaim... Elohim, Essaim... I implore you...\So cute!\Is this...\This is the same song, right?\No question, it's the set piece, the Kreutzer.\But... response:	This is blasphemy! Both the tempo and the dynamics are all over the place!
context: Will it reach them?\Elohim, Essaim... Elohim, Essaim... I implore you...\So cute!\Is this...\This is the same song, right?\No question, it's the set piece, the Kreutzer.\But...\This is blasphemy! Both the tempo and the dynamics are all over the place! response:	She's even ignoring the pianist and going off on her own!
context: Elohim, Essaim... Elohim, Essaim... I implore you...\So cute!\Is this...\This is the same song, right?\No question, it's the set piece, the Kreutzer.\But...\This is blasphemy! Both the tempo and the dynamics are all over the place!\She's even ignoring the pianist and going off on her own! response:	She might as well be picking a fight with the composer!
context: So cute!\Is this...\This is the same song, right?\No question, it's the set piece, the Kreutzer.\But...\This is blasphemy! Both the tempo and the dynamics are all over the place!\She's even ignoring the pianist and going off on her own!\She might as well be picking a fight with the composer! response:	It's the Kreutzer... but this piece is no longer Beethoven's.
context: Is this...\This is the same song, right?\No question, it's the set piece, the Kreutzer.\But...\This is blasphemy! Both the tempo and the dynamics are all over the place!\She's even ignoring the pianist and going off on her own!\She might as well be picking a fight with the composer!\It's the Kreutzer... but this piece is no longer Beethoven's. response:	This piece...
context: This is the same song, right?\No question, it's the set piece, the Kreutzer.\But...\This is blasphemy! Both the tempo and the dynamics are all over the place!\She's even ignoring the pianist and going off on her own!\She might as well be picking a fight with the composer!\It's the Kreutzer... but this piece is no longer Beethoven's.\This piece... response:	There's no denying that she owns it.
