context: Chise... response:	Chise...
context: Losing a branch doesn't hurt a tree.\Elias, pitiful child...\You say you don't want to be pitied,\but forgive me for pitying you regardless.\She has left you, hasn't she?\Chise... Why?\You were the one who said you'd stay with me until I was done with you.\You're very much human, but the way you love is like us. response:	You shouldn't fight with your spouse,
context: Elias, pitiful child...\You say you don't want to be pitied,\but forgive me for pitying you regardless.\She has left you, hasn't she?\Chise... Why?\You were the one who said you'd stay with me until I was done with you.\You're very much human, but the way you love is like us.\You shouldn't fight with your spouse, response:	though at times it may be necessary.
context: You say you don't want to be pitied,\but forgive me for pitying you regardless.\She has left you, hasn't she?\Chise... Why?\You were the one who said you'd stay with me until I was done with you.\You're very much human, but the way you love is like us.\You shouldn't fight with your spouse,\though at times it may be necessary. response:	My king, you too?
context: but forgive me for pitying you regardless.\She has left you, hasn't she?\Chise... Why?\You were the one who said you'd stay with me until I was done with you.\You're very much human, but the way you love is like us.\You shouldn't fight with your spouse,\though at times it may be necessary.\My king, you too? response:	If you're going to chase after her, we'll both help you, my beloved child.
context: She has left you, hasn't she?\Chise... Why?\You were the one who said you'd stay with me until I was done with you.\You're very much human, but the way you love is like us.\You shouldn't fight with your spouse,\though at times it may be necessary.\My king, you too?\If you're going to chase after her, we'll both help you, my beloved child. response:	My.
context: Chise... Why?\You were the one who said you'd stay with me until I was done with you.\You're very much human, but the way you love is like us.\You shouldn't fight with your spouse,\though at times it may be necessary.\My king, you too?\If you're going to chase after her, we'll both help you, my beloved child.\My. response:	It takes only an instant for a human to die.
context: You were the one who said you'd stay with me until I was done with you.\You're very much human, but the way you love is like us.\You shouldn't fight with your spouse,\though at times it may be necessary.\My king, you too?\If you're going to chase after her, we'll both help you, my beloved child.\My.\It takes only an instant for a human to die. response:	Titania's brief lovers died the moment she took her eyes off of them.
context: You're very much human, but the way you love is like us.\You shouldn't fight with your spouse,\though at times it may be necessary.\My king, you too?\If you're going to chase after her, we'll both help you, my beloved child.\My.\It takes only an instant for a human to die.\Titania's brief lovers died the moment she took her eyes off of them. response:	So...
context: You shouldn't fight with your spouse,\though at times it may be necessary.\My king, you too?\If you're going to chase after her, we'll both help you, my beloved child.\My.\It takes only an instant for a human to die.\Titania's brief lovers died the moment she took her eyes off of them.\So... response:	When you next catch her,
context: though at times it may be necessary.\My king, you too?\If you're going to chase after her, we'll both help you, my beloved child.\My.\It takes only an instant for a human to die.\Titania's brief lovers died the moment she took her eyes off of them.\So...\When you next catch her, response:	you must keep her from going outside, so that she won't escape.
context: My king, you too?\If you're going to chase after her, we'll both help you, my beloved child.\My.\It takes only an instant for a human to die.\Titania's brief lovers died the moment she took her eyes off of them.\So...\When you next catch her,\you must keep her from going outside, so that she won't escape. response:	It will be all right. We'll find her and bring her back to you.
context: If you're going to chase after her, we'll both help you, my beloved child.\My.\It takes only an instant for a human to die.\Titania's brief lovers died the moment she took her eyes off of them.\So...\When you next catch her,\you must keep her from going outside, so that she won't escape.\It will be all right. We'll find her and bring her back to you. response:	So don't you worry.
context: My.\It takes only an instant for a human to die.\Titania's brief lovers died the moment she took her eyes off of them.\So...\When you next catch her,\you must keep her from going outside, so that she won't escape.\It will be all right. We'll find her and bring her back to you.\So don't you worry. response:	Just stay here.
context: It takes only an instant for a human to die.\Titania's brief lovers died the moment she took her eyes off of them.\So...\When you next catch her,\you must keep her from going outside, so that she won't escape.\It will be all right. We'll find her and bring her back to you.\So don't you worry.\Just stay here. response:	And we'll all live in the land of endless youth.
context: Titania's brief lovers died the moment she took her eyes off of them.\So...\When you next catch her,\you must keep her from going outside, so that she won't escape.\It will be all right. We'll find her and bring her back to you.\So don't you worry.\Just stay here.\And we'll all live in the land of endless youth. response:	No...
context: So...\When you next catch her,\you must keep her from going outside, so that she won't escape.\It will be all right. We'll find her and bring her back to you.\So don't you worry.\Just stay here.\And we'll all live in the land of endless youth.\No... response:	Not that.
context: When you next catch her,\you must keep her from going outside, so that she won't escape.\It will be all right. We'll find her and bring her back to you.\So don't you worry.\Just stay here.\And we'll all live in the land of endless youth.\No...\Not that. response:	She thinks the way I do.
context: you must keep her from going outside, so that she won't escape.\It will be all right. We'll find her and bring her back to you.\So don't you worry.\Just stay here.\And we'll all live in the land of endless youth.\No...\Not that.\She thinks the way I do. response:	You were no different.
context: It will be all right. We'll find her and bring her back to you.\So don't you worry.\Just stay here.\And we'll all live in the land of endless youth.\No...\Not that.\She thinks the way I do.\You were no different. response:	It can't be this way.
context: So don't you worry.\Just stay here.\And we'll all live in the land of endless youth.\No...\Not that.\She thinks the way I do.\You were no different.\It can't be this way. response:	But that's the way we are.
context: Just stay here.\And we'll all live in the land of endless youth.\No...\Not that.\She thinks the way I do.\You were no different.\It can't be this way.\But that's the way we are. response:	It's part of who you are, too.
context: And we'll all live in the land of endless youth.\No...\Not that.\She thinks the way I do.\You were no different.\It can't be this way.\But that's the way we are.\It's part of who you are, too. response:	You can't be the only one who changes the way you love.
context: No...\Not that.\She thinks the way I do.\You were no different.\It can't be this way.\But that's the way we are.\It's part of who you are, too.\You can't be the only one who changes the way you love. response:	Still,
context: Not that.\She thinks the way I do.\You were no different.\It can't be this way.\But that's the way we are.\It's part of who you are, too.\You can't be the only one who changes the way you love.\Still, response:	in order to live with her...
context: She thinks the way I do.\You were no different.\It can't be this way.\But that's the way we are.\It's part of who you are, too.\You can't be the only one who changes the way you love.\Still,\in order to live with her... response:	If Chise will touch me again...
context: You were no different.\It can't be this way.\But that's the way we are.\It's part of who you are, too.\You can't be the only one who changes the way you love.\Still,\in order to live with her...\If Chise will touch me again... response:	I have to rethink my ways.
context: It can't be this way.\But that's the way we are.\It's part of who you are, too.\You can't be the only one who changes the way you love.\Still,\in order to live with her...\If Chise will touch me again...\I have to rethink my ways. response:	Ruth, do you know where Chise is?
context: But that's the way we are.\It's part of who you are, too.\You can't be the only one who changes the way you love.\Still,\in order to live with her...\If Chise will touch me again...\I have to rethink my ways.\Ruth, do you know where Chise is? response:	She's rejecting me.
context: It's part of who you are, too.\You can't be the only one who changes the way you love.\Still,\in order to live with her...\If Chise will touch me again...\I have to rethink my ways.\Ruth, do you know where Chise is?\She's rejecting me. response:	I can't get close to her.
context: You can't be the only one who changes the way you love.\Still,\in order to live with her...\If Chise will touch me again...\I have to rethink my ways.\Ruth, do you know where Chise is?\She's rejecting me.\I can't get close to her. response:	Oh, dear.
context: Still,\in order to live with her...\If Chise will touch me again...\I have to rethink my ways.\Ruth, do you know where Chise is?\She's rejecting me.\I can't get close to her.\Oh, dear. response:	Why do you think I bothered to extend my branches, boys?
context: in order to live with her...\If Chise will touch me again...\I have to rethink my ways.\Ruth, do you know where Chise is?\She's rejecting me.\I can't get close to her.\Oh, dear.\Why do you think I bothered to extend my branches, boys? response:	The branches of my body extend to the goddess Morrigan.
context: If Chise will touch me again...\I have to rethink my ways.\Ruth, do you know where Chise is?\She's rejecting me.\I can't get close to her.\Oh, dear.\Why do you think I bothered to extend my branches, boys?\The branches of my body extend to the goddess Morrigan. response:	They sprout in all places.
context: I have to rethink my ways.\Ruth, do you know where Chise is?\She's rejecting me.\I can't get close to her.\Oh, dear.\Why do you think I bothered to extend my branches, boys?\The branches of my body extend to the goddess Morrigan.\They sprout in all places. response:	You may not like it, but you're still my beloved children.
context: Ruth, do you know where Chise is?\She's rejecting me.\I can't get close to her.\Oh, dear.\Why do you think I bothered to extend my branches, boys?\The branches of my body extend to the goddess Morrigan.\They sprout in all places.\You may not like it, but you're still my beloved children. response:	To atone for my inability to keep from pitying you, I shall give you my assistance.
context: She's rejecting me.\I can't get close to her.\Oh, dear.\Why do you think I bothered to extend my branches, boys?\The branches of my body extend to the goddess Morrigan.\They sprout in all places.\You may not like it, but you're still my beloved children.\To atone for my inability to keep from pitying you, I shall give you my assistance. response:	Wrap your thorns around my branches.
context: I can't get close to her.\Oh, dear.\Why do you think I bothered to extend my branches, boys?\The branches of my body extend to the goddess Morrigan.\They sprout in all places.\You may not like it, but you're still my beloved children.\To atone for my inability to keep from pitying you, I shall give you my assistance.\Wrap your thorns around my branches. response:	Let's bring your mate home.
context: Oh, dear.\Why do you think I bothered to extend my branches, boys?\The branches of my body extend to the goddess Morrigan.\They sprout in all places.\You may not like it, but you're still my beloved children.\To atone for my inability to keep from pitying you, I shall give you my assistance.\Wrap your thorns around my branches.\Let's bring your mate home. response:	Alice?
context: Why do you think I bothered to extend my branches, boys?\The branches of my body extend to the goddess Morrigan.\They sprout in all places.\You may not like it, but you're still my beloved children.\To atone for my inability to keep from pitying you, I shall give you my assistance.\Wrap your thorns around my branches.\Let's bring your mate home.\Alice? response:	I just got the shivers.
context: The branches of my body extend to the goddess Morrigan.\They sprout in all places.\You may not like it, but you're still my beloved children.\To atone for my inability to keep from pitying you, I shall give you my assistance.\Wrap your thorns around my branches.\Let's bring your mate home.\Alice?\I just got the shivers. response:	Damn it!
context: They sprout in all places.\You may not like it, but you're still my beloved children.\To atone for my inability to keep from pitying you, I shall give you my assistance.\Wrap your thorns around my branches.\Let's bring your mate home.\Alice?\I just got the shivers.\Damn it! response:	That queen really doesn't know how to ask for a favor.
context: You may not like it, but you're still my beloved children.\To atone for my inability to keep from pitying you, I shall give you my assistance.\Wrap your thorns around my branches.\Let's bring your mate home.\Alice?\I just got the shivers.\Damn it!\That queen really doesn't know how to ask for a favor. response:	Deposit the massage fee here, please.
context: To atone for my inability to keep from pitying you, I shall give you my assistance.\Wrap your thorns around my branches.\Let's bring your mate home.\Alice?\I just got the shivers.\Damn it!\That queen really doesn't know how to ask for a favor.\Deposit the massage fee here, please. response:	Thank you.
context: Wrap your thorns around my branches.\Let's bring your mate home.\Alice?\I just got the shivers.\Damn it!\That queen really doesn't know how to ask for a favor.\Deposit the massage fee here, please.\Thank you. response:	Marielle.
context: Let's bring your mate home.\Alice?\I just got the shivers.\Damn it!\That queen really doesn't know how to ask for a favor.\Deposit the massage fee here, please.\Thank you.\Marielle. response:	Phyllis?
context: Alice?\I just got the shivers.\Damn it!\That queen really doesn't know how to ask for a favor.\Deposit the massage fee here, please.\Thank you.\Marielle.\Phyllis? response:	Why...
context: I just got the shivers.\Damn it!\That queen really doesn't know how to ask for a favor.\Deposit the massage fee here, please.\Thank you.\Marielle.\Phyllis?\Why... response:	What did you tell those two?
context: Damn it!\That queen really doesn't know how to ask for a favor.\Deposit the massage fee here, please.\Thank you.\Marielle.\Phyllis?\Why...\What did you tell those two? response:	H-How do you know?
context: That queen really doesn't know how to ask for a favor.\Deposit the massage fee here, please.\Thank you.\Marielle.\Phyllis?\Why...\What did you tell those two?\H-How do you know? response:	Have you forgotten our code?
context: Deposit the massage fee here, please.\Thank you.\Marielle.\Phyllis?\Why...\What did you tell those two?\H-How do you know?\Have you forgotten our code? response:	We must never harm people.
context: Thank you.\Marielle.\Phyllis?\Why...\What did you tell those two?\H-How do you know?\Have you forgotten our code?\We must never harm people. response:	That we must know the ways of hurting them, in order that we don't.
context: Marielle.\Phyllis?\Why...\What did you tell those two?\H-How do you know?\Have you forgotten our code?\We must never harm people.\That we must know the ways of hurting them, in order that we don't. response:	How much of a saint do you have to be?!
context: Phyllis?\Why...\What did you tell those two?\H-How do you know?\Have you forgotten our code?\We must never harm people.\That we must know the ways of hurting them, in order that we don't.\How much of a saint do you have to be?! response:	Quit worrying about some strangers and care more for yourself!
context: Why...\What did you tell those two?\H-How do you know?\Have you forgotten our code?\We must never harm people.\That we must know the ways of hurting them, in order that we don't.\How much of a saint do you have to be?!\Quit worrying about some strangers and care more for yourself! response:	Just give up on me.
context: What did you tell those two?\H-How do you know?\Have you forgotten our code?\We must never harm people.\That we must know the ways of hurting them, in order that we don't.\How much of a saint do you have to be?!\Quit worrying about some strangers and care more for yourself!\Just give up on me. response:	I'll leave the coven, too.
context: H-How do you know?\Have you forgotten our code?\We must never harm people.\That we must know the ways of hurting them, in order that we don't.\How much of a saint do you have to be?!\Quit worrying about some strangers and care more for yourself!\Just give up on me.\I'll leave the coven, too. response:	You'll be better off without a troublemaker like me.
context: Have you forgotten our code?\We must never harm people.\That we must know the ways of hurting them, in order that we don't.\How much of a saint do you have to be?!\Quit worrying about some strangers and care more for yourself!\Just give up on me.\I'll leave the coven, too.\You'll be better off without a troublemaker like me. response:	You're still a child if you think you're the only one who is lonely.
context: We must never harm people.\That we must know the ways of hurting them, in order that we don't.\How much of a saint do you have to be?!\Quit worrying about some strangers and care more for yourself!\Just give up on me.\I'll leave the coven, too.\You'll be better off without a troublemaker like me.\You're still a child if you think you're the only one who is lonely. response:	Do what needs to be done.
context: That we must know the ways of hurting them, in order that we don't.\How much of a saint do you have to be?!\Quit worrying about some strangers and care more for yourself!\Just give up on me.\I'll leave the coven, too.\You'll be better off without a troublemaker like me.\You're still a child if you think you're the only one who is lonely.\Do what needs to be done. response:	If you were the one who created the opportunity, it's your duty to help them.
context: How much of a saint do you have to be?!\Quit worrying about some strangers and care more for yourself!\Just give up on me.\I'll leave the coven, too.\You'll be better off without a troublemaker like me.\You're still a child if you think you're the only one who is lonely.\Do what needs to be done.\If you were the one who created the opportunity, it's your duty to help them. response:	What do you mean by...
context: Quit worrying about some strangers and care more for yourself!\Just give up on me.\I'll leave the coven, too.\You'll be better off without a troublemaker like me.\You're still a child if you think you're the only one who is lonely.\Do what needs to be done.\If you were the one who created the opportunity, it's your duty to help them.\What do you mean by... response:	Oh, hell!
context: Just give up on me.\I'll leave the coven, too.\You'll be better off without a troublemaker like me.\You're still a child if you think you're the only one who is lonely.\Do what needs to be done.\If you were the one who created the opportunity, it's your duty to help them.\What do you mean by...\Oh, hell! response:	It hurts...
context: I'll leave the coven, too.\You'll be better off without a troublemaker like me.\You're still a child if you think you're the only one who is lonely.\Do what needs to be done.\If you were the one who created the opportunity, it's your duty to help them.\What do you mean by...\Oh, hell!\It hurts... response:	It hurts...
context: You'll be better off without a troublemaker like me.\You're still a child if you think you're the only one who is lonely.\Do what needs to be done.\If you were the one who created the opportunity, it's your duty to help them.\What do you mean by...\Oh, hell!\It hurts...\It hurts... response:	Help me.
context: You're still a child if you think you're the only one who is lonely.\Do what needs to be done.\If you were the one who created the opportunity, it's your duty to help them.\What do you mean by...\Oh, hell!\It hurts...\It hurts...\Help me. response:	Help me.
context: Do what needs to be done.\If you were the one who created the opportunity, it's your duty to help them.\What do you mean by...\Oh, hell!\It hurts...\It hurts...\Help me.\Help me. response:	It's that lowly gravedigger's brat.
context: If you were the one who created the opportunity, it's your duty to help them.\What do you mean by...\Oh, hell!\It hurts...\It hurts...\Help me.\Help me.\It's that lowly gravedigger's brat. response:	I heard he talks to the dead.
context: What do you mean by...\Oh, hell!\It hurts...\It hurts...\Help me.\Help me.\It's that lowly gravedigger's brat.\I heard he talks to the dead. response:	He's a witch.
context: Oh, hell!\It hurts...\It hurts...\Help me.\Help me.\It's that lowly gravedigger's brat.\I heard he talks to the dead.\He's a witch. response:	He's tainted. Don't go near him.
context: It hurts...\It hurts...\Help me.\Help me.\It's that lowly gravedigger's brat.\I heard he talks to the dead.\He's a witch.\He's tainted. Don't go near him. response:	I'm scared.
context: It hurts...\Help me.\Help me.\It's that lowly gravedigger's brat.\I heard he talks to the dead.\He's a witch.\He's tainted. Don't go near him.\I'm scared. response:	I heard that he uses some twisted sorcery.
context: Help me.\Help me.\It's that lowly gravedigger's brat.\I heard he talks to the dead.\He's a witch.\He's tainted. Don't go near him.\I'm scared.\I heard that he uses some twisted sorcery. response:	He reeks. Stay away.
context: Help me.\It's that lowly gravedigger's brat.\I heard he talks to the dead.\He's a witch.\He's tainted. Don't go near him.\I'm scared.\I heard that he uses some twisted sorcery.\He reeks. Stay away. response:	Don't look.
context: It's that lowly gravedigger's brat.\I heard he talks to the dead.\He's a witch.\He's tainted. Don't go near him.\I'm scared.\I heard that he uses some twisted sorcery.\He reeks. Stay away.\Don't look. response:	Help me.
context: I heard he talks to the dead.\He's a witch.\He's tainted. Don't go near him.\I'm scared.\I heard that he uses some twisted sorcery.\He reeks. Stay away.\Don't look.\Help me. response:	Is someone there?
context: He's a witch.\He's tainted. Don't go near him.\I'm scared.\I heard that he uses some twisted sorcery.\He reeks. Stay away.\Don't look.\Help me.\Is someone there? response:	Help me.
context: He's tainted. Don't go near him.\I'm scared.\I heard that he uses some twisted sorcery.\He reeks. Stay away.\Don't look.\Help me.\Is someone there?\Help me. response:	Help me.
context: I'm scared.\I heard that he uses some twisted sorcery.\He reeks. Stay away.\Don't look.\Help me.\Is someone there?\Help me.\Help me. response:	Are you awake?
context: I heard that he uses some twisted sorcery.\He reeks. Stay away.\Don't look.\Help me.\Is someone there?\Help me.\Help me.\Are you awake? response:	I'm impressed.
context: He reeks. Stay away.\Don't look.\Help me.\Is someone there?\Help me.\Help me.\Are you awake?\I'm impressed. response:	How did you...
context: Don't look.\Help me.\Is someone there?\Help me.\Help me.\Are you awake?\I'm impressed.\How did you... response:	I'm Joseph.
context: Help me.\Is someone there?\Help me.\Help me.\Are you awake?\I'm impressed.\How did you...\I'm Joseph. response:	And you?
context: Is someone there?\Help me.\Help me.\Are you awake?\I'm impressed.\How did you...\I'm Joseph.\And you? response:	Cartaphilus.
context: Help me.\Help me.\Are you awake?\I'm impressed.\How did you...\I'm Joseph.\And you?\Cartaphilus. response:	Cartaphilus?
context: Help me.\Are you awake?\I'm impressed.\How did you...\I'm Joseph.\And you?\Cartaphilus.\Cartaphilus? response:	It hurts.
context: Are you awake?\I'm impressed.\How did you...\I'm Joseph.\And you?\Cartaphilus.\Cartaphilus?\It hurts. response:	Help me.
context: I'm impressed.\How did you...\I'm Joseph.\And you?\Cartaphilus.\Cartaphilus?\It hurts.\Help me. response:	Help me,
context: How did you...\I'm Joseph.\And you?\Cartaphilus.\Cartaphilus?\It hurts.\Help me.\Help me, response:	please.
context: I'm Joseph.\And you?\Cartaphilus.\Cartaphilus?\It hurts.\Help me.\Help me,\please. response:	Me?
context: And you?\Cartaphilus.\Cartaphilus?\It hurts.\Help me.\Help me,\please.\Me? response:	Sure.
context: Cartaphilus.\Cartaphilus?\It hurts.\Help me.\Help me,\please.\Me?\Sure. response:	You can count on me!
context: Cartaphilus?\It hurts.\Help me.\Help me,\please.\Me?\Sure.\You can count on me! response:	Mom!
context: It hurts.\Help me.\Help me,\please.\Me?\Sure.\You can count on me!\Mom! response:	I'm home!
context: Help me.\Help me,\please.\Me?\Sure.\You can count on me!\Mom!\I'm home! response:	I'll help you.
context: Help me,\please.\Me?\Sure.\You can count on me!\Mom!\I'm home!\I'll help you. response:	I will.
context: please.\Me?\Sure.\You can count on me!\Mom!\I'm home!\I'll help you.\I will. response:	Only me.
context: Me?\Sure.\You can count on me!\Mom!\I'm home!\I'll help you.\I will.\Only me. response:	You gravedigger's brat.
context: Sure.\You can count on me!\Mom!\I'm home!\I'll help you.\I will.\Only me.\You gravedigger's brat. response:	Stand up.
context: You can count on me!\Mom!\I'm home!\I'll help you.\I will.\Only me.\You gravedigger's brat.\Stand up. response:	You're a witch's child, aren't you?
context: Mom!\I'm home!\I'll help you.\I will.\Only me.\You gravedigger's brat.\Stand up.\You're a witch's child, aren't you? response:	Joseph...
context: I'm home!\I'll help you.\I will.\Only me.\You gravedigger's brat.\Stand up.\You're a witch's child, aren't you?\Joseph... response:	When you get better,
context: I'll help you.\I will.\Only me.\You gravedigger's brat.\Stand up.\You're a witch's child, aren't you?\Joseph...\When you get better, response:	let's leave this stupid village and travel together.
context: I will.\Only me.\You gravedigger's brat.\Stand up.\You're a witch's child, aren't you?\Joseph...\When you get better,\let's leave this stupid village and travel together. response:	And let's live happily together.
context: Only me.\You gravedigger's brat.\Stand up.\You're a witch's child, aren't you?\Joseph...\When you get better,\let's leave this stupid village and travel together.\And let's live happily together. response:	Okay?
context: You gravedigger's brat.\Stand up.\You're a witch's child, aren't you?\Joseph...\When you get better,\let's leave this stupid village and travel together.\And let's live happily together.\Okay? response:	When you're better.
context: Stand up.\You're a witch's child, aren't you?\Joseph...\When you get better,\let's leave this stupid village and travel together.\And let's live happily together.\Okay?\When you're better. response:	Hurry.
context: You're a witch's child, aren't you?\Joseph...\When you get better,\let's leave this stupid village and travel together.\And let's live happily together.\Okay?\When you're better.\Hurry. response:	Get better soon.
context: Joseph...\When you get better,\let's leave this stupid village and travel together.\And let's live happily together.\Okay?\When you're better.\Hurry.\Get better soon. response:	Why?!
context: When you get better,\let's leave this stupid village and travel together.\And let's live happily together.\Okay?\When you're better.\Hurry.\Get better soon.\Why?! response:	Why?
context: let's leave this stupid village and travel together.\And let's live happily together.\Okay?\When you're better.\Hurry.\Get better soon.\Why?!\Why? response:	Why?!
context: And let's live happily together.\Okay?\When you're better.\Hurry.\Get better soon.\Why?!\Why?\Why?! response:	Why do you neither get better nor worse?!
context: Okay?\When you're better.\Hurry.\Get better soon.\Why?!\Why?\Why?!\Why do you neither get better nor worse?! response:	I've tried everything!
context: When you're better.\Hurry.\Get better soon.\Why?!\Why?\Why?!\Why do you neither get better nor worse?!\I've tried everything! response:	I, we...
context: Hurry.\Get better soon.\Why?!\Why?\Why?!\Why do you neither get better nor worse?!\I've tried everything!\I, we... response:	When are we going to...
context: Get better soon.\Why?!\Why?\Why?!\Why do you neither get better nor worse?!\I've tried everything!\I, we...\When are we going to... response:	I wanted to help you.
context: Why?!\Why?\Why?!\Why do you neither get better nor worse?!\I've tried everything!\I, we...\When are we going to...\I wanted to help you. response:	No one else has ever asked a foul gravedigger like me to help them.
context: Why?\Why?!\Why do you neither get better nor worse?!\I've tried everything!\I, we...\When are we going to...\I wanted to help you.\No one else has ever asked a foul gravedigger like me to help them. response:	Joseph...
context: Why?!\Why do you neither get better nor worse?!\I've tried everything!\I, we...\When are we going to...\I wanted to help you.\No one else has ever asked a foul gravedigger like me to help them.\Joseph... response:	That's why I...
context: Why do you neither get better nor worse?!\I've tried everything!\I, we...\When are we going to...\I wanted to help you.\No one else has ever asked a foul gravedigger like me to help them.\Joseph...\That's why I... response:	I just want to live a good life.
context: I've tried everything!\I, we...\When are we going to...\I wanted to help you.\No one else has ever asked a foul gravedigger like me to help them.\Joseph...\That's why I...\I just want to live a good life. response:	Oh, I know.
context: I, we...\When are we going to...\I wanted to help you.\No one else has ever asked a foul gravedigger like me to help them.\Joseph...\That's why I...\I just want to live a good life.\Oh, I know. response:	How did I not notice something so simple?
context: When are we going to...\I wanted to help you.\No one else has ever asked a foul gravedigger like me to help them.\Joseph...\That's why I...\I just want to live a good life.\Oh, I know.\How did I not notice something so simple? response:	You don't die.
context: I wanted to help you.\No one else has ever asked a foul gravedigger like me to help them.\Joseph...\That's why I...\I just want to live a good life.\Oh, I know.\How did I not notice something so simple?\You don't die. response:	You don't die, no matter what.
context: No one else has ever asked a foul gravedigger like me to help them.\Joseph...\That's why I...\I just want to live a good life.\Oh, I know.\How did I not notice something so simple?\You don't die.\You don't die, no matter what. response:	We just have to become one.
context: Joseph...\That's why I...\I just want to live a good life.\Oh, I know.\How did I not notice something so simple?\You don't die.\You don't die, no matter what.\We just have to become one. response:	Cartaphilus, let's be saved together.
context: That's why I...\I just want to live a good life.\Oh, I know.\How did I not notice something so simple?\You don't die.\You don't die, no matter what.\We just have to become one.\Cartaphilus, let's be saved together. response:	Together.
context: I just want to live a good life.\Oh, I know.\How did I not notice something so simple?\You don't die.\You don't die, no matter what.\We just have to become one.\Cartaphilus, let's be saved together.\Together. response:	It hurts...
context: Oh, I know.\How did I not notice something so simple?\You don't die.\You don't die, no matter what.\We just have to become one.\Cartaphilus, let's be saved together.\Together.\It hurts... response:	Joseph...
