context: -OP- response:	-ED-
context: Well done, Pages! Thank you for your good work!\Principal?\What's going on...?\Did you think I'd allow demons over mid-class to enter the Academy?\Doctors, please tend to the wounded.\You can't...\Surprise! I can!\This training camp was your Esquire exam at the same time! response:	During the camp, teachers were observing and testing you.
context: Principal?\What's going on...?\Did you think I'd allow demons over mid-class to enter the Academy?\Doctors, please tend to the wounded.\You can't...\Surprise! I can!\This training camp was your Esquire exam at the same time!\During the camp, teachers were observing and testing you. response:	I'll decide your final grades after reading their reports.
context: What's going on...?\Did you think I'd allow demons over mid-class to enter the Academy?\Doctors, please tend to the wounded.\You can't...\Surprise! I can!\This training camp was your Esquire exam at the same time!\During the camp, teachers were observing and testing you.\I'll decide your final grades after reading their reports. response:	Wait for the announcement,'kay?
context: Did you think I'd allow demons over mid-class to enter the Academy?\Doctors, please tend to the wounded.\You can't...\Surprise! I can!\This training camp was your Esquire exam at the same time!\During the camp, teachers were observing and testing you.\I'll decide your final grades after reading their reports.\Wait for the announcement,'kay? response:	Damn it!
context: Doctors, please tend to the wounded.\You can't...\Surprise! I can!\This training camp was your Esquire exam at the same time!\During the camp, teachers were observing and testing you.\I'll decide your final grades after reading their reports.\Wait for the announcement,'kay?\Damn it! response:	I can't believe it was a surprise exam...
context: You can't...\Surprise! I can!\This training camp was your Esquire exam at the same time!\During the camp, teachers were observing and testing you.\I'll decide your final grades after reading their reports.\Wait for the announcement,'kay?\Damn it!\I can't believe it was a surprise exam... response:	They had us completely fooled...
context: Surprise! I can!\This training camp was your Esquire exam at the same time!\During the camp, teachers were observing and testing you.\I'll decide your final grades after reading their reports.\Wait for the announcement,'kay?\Damn it!\I can't believe it was a surprise exam...\They had us completely fooled... response:	We should've considered it...
context: This training camp was your Esquire exam at the same time!\During the camp, teachers were observing and testing you.\I'll decide your final grades after reading their reports.\Wait for the announcement,'kay?\Damn it!\I can't believe it was a surprise exam...\They had us completely fooled...\We should've considered it... response:	Will I be all right?
context: During the camp, teachers were observing and testing you.\I'll decide your final grades after reading their reports.\Wait for the announcement,'kay?\Damn it!\I can't believe it was a surprise exam...\They had us completely fooled...\We should've considered it...\Will I be all right? response:	It's pointless to worry about that now.
context: I'll decide your final grades after reading their reports.\Wait for the announcement,'kay?\Damn it!\I can't believe it was a surprise exam...\They had us completely fooled...\We should've considered it...\Will I be all right?\It's pointless to worry about that now. response:	Compared to you and Shima,
context: Wait for the announcement,'kay?\Damn it!\I can't believe it was a surprise exam...\They had us completely fooled...\We should've considered it...\Will I be all right?\It's pointless to worry about that now.\Compared to you and Shima, response:	I did hardly anything worth mentioning!
context: Damn it!\I can't believe it was a surprise exam...\They had us completely fooled...\We should've considered it...\Will I be all right?\It's pointless to worry about that now.\Compared to you and Shima,\I did hardly anything worth mentioning! response:	You guys will be fine.
context: I can't believe it was a surprise exam...\They had us completely fooled...\We should've considered it...\Will I be all right?\It's pointless to worry about that now.\Compared to you and Shima,\I did hardly anything worth mentioning!\You guys will be fine. response:	Mr. Okumura told us right before the exam.
context: They had us completely fooled...\We should've considered it...\Will I be all right?\It's pointless to worry about that now.\Compared to you and Shima,\I did hardly anything worth mentioning!\You guys will be fine.\Mr. Okumura told us right before the exam. response:	An Exorcist cannot fight alone!
context: We should've considered it...\Will I be all right?\It's pointless to worry about that now.\Compared to you and Shima,\I did hardly anything worth mentioning!\You guys will be fine.\Mr. Okumura told us right before the exam.\An Exorcist cannot fight alone! response:	They tested our qualities for Esquire in a real battle situation...
context: Will I be all right?\It's pointless to worry about that now.\Compared to you and Shima,\I did hardly anything worth mentioning!\You guys will be fine.\Mr. Okumura told us right before the exam.\An Exorcist cannot fight alone!\They tested our qualities for Esquire in a real battle situation... response:	But in that case, I was the worst of all.
context: It's pointless to worry about that now.\Compared to you and Shima,\I did hardly anything worth mentioning!\You guys will be fine.\Mr. Okumura told us right before the exam.\An Exorcist cannot fight alone!\They tested our qualities for Esquire in a real battle situation...\But in that case, I was the worst of all. response:	You'll be fine, I guess.
context: Compared to you and Shima,\I did hardly anything worth mentioning!\You guys will be fine.\Mr. Okumura told us right before the exam.\An Exorcist cannot fight alone!\They tested our qualities for Esquire in a real battle situation...\But in that case, I was the worst of all.\You'll be fine, I guess. response:	Those two just sat back and did absolutely nothing.
context: I did hardly anything worth mentioning!\You guys will be fine.\Mr. Okumura told us right before the exam.\An Exorcist cannot fight alone!\They tested our qualities for Esquire in a real battle situation...\But in that case, I was the worst of all.\You'll be fine, I guess.\Those two just sat back and did absolutely nothing. response:	Don't you have anything to say?
context: You guys will be fine.\Mr. Okumura told us right before the exam.\An Exorcist cannot fight alone!\They tested our qualities for Esquire in a real battle situation...\But in that case, I was the worst of all.\You'll be fine, I guess.\Those two just sat back and did absolutely nothing.\Don't you have anything to say? response:	I did it! I got the Claw of the Scaly Dragon.
context: Mr. Okumura told us right before the exam.\An Exorcist cannot fight alone!\They tested our qualities for Esquire in a real battle situation...\But in that case, I was the worst of all.\You'll be fine, I guess.\Those two just sat back and did absolutely nothing.\Don't you have anything to say?\I did it! I got the Claw of the Scaly Dragon. response:	Shut up, stupid brat! There's nothing I'd want to talk about with you!
context: An Exorcist cannot fight alone!\They tested our qualities for Esquire in a real battle situation...\But in that case, I was the worst of all.\You'll be fine, I guess.\Those two just sat back and did absolutely nothing.\Don't you have anything to say?\I did it! I got the Claw of the Scaly Dragon.\Shut up, stupid brat! There's nothing I'd want to talk about with you! response:	He talked! He was so mysterious all the time.
context: They tested our qualities for Esquire in a real battle situation...\But in that case, I was the worst of all.\You'll be fine, I guess.\Those two just sat back and did absolutely nothing.\Don't you have anything to say?\I did it! I got the Claw of the Scaly Dragon.\Shut up, stupid brat! There's nothing I'd want to talk about with you!\He talked! He was so mysterious all the time. response:	He's so good at ventriloquism!
context: But in that case, I was the worst of all.\You'll be fine, I guess.\Those two just sat back and did absolutely nothing.\Don't you have anything to say?\I did it! I got the Claw of the Scaly Dragon.\Shut up, stupid brat! There's nothing I'd want to talk about with you!\He talked! He was so mysterious all the time.\He's so good at ventriloquism! response:	Damn... Sorry. I woke you up.
context: You'll be fine, I guess.\Those two just sat back and did absolutely nothing.\Don't you have anything to say?\I did it! I got the Claw of the Scaly Dragon.\Shut up, stupid brat! There's nothing I'd want to talk about with you!\He talked! He was so mysterious all the time.\He's so good at ventriloquism!\Damn... Sorry. I woke you up. response:	It's okay, I'm more or less fine by now.
context: Those two just sat back and did absolutely nothing.\Don't you have anything to say?\I did it! I got the Claw of the Scaly Dragon.\Shut up, stupid brat! There's nothing I'd want to talk about with you!\He talked! He was so mysterious all the time.\He's so good at ventriloquism!\Damn... Sorry. I woke you up.\It's okay, I'm more or less fine by now. response:	What were you talking about?
context: Don't you have anything to say?\I did it! I got the Claw of the Scaly Dragon.\Shut up, stupid brat! There's nothing I'd want to talk about with you!\He talked! He was so mysterious all the time.\He's so good at ventriloquism!\Damn... Sorry. I woke you up.\It's okay, I'm more or less fine by now.\What were you talking about? response:	About the exam.
context: I did it! I got the Claw of the Scaly Dragon.\Shut up, stupid brat! There's nothing I'd want to talk about with you!\He talked! He was so mysterious all the time.\He's so good at ventriloquism!\Damn... Sorry. I woke you up.\It's okay, I'm more or less fine by now.\What were you talking about?\About the exam. response:	You'll get the best grade, that's for sure.
context: Shut up, stupid brat! There's nothing I'd want to talk about with you!\He talked! He was so mysterious all the time.\He's so good at ventriloquism!\Damn... Sorry. I woke you up.\It's okay, I'm more or less fine by now.\What were you talking about?\About the exam.\You'll get the best grade, that's for sure. response:	I don't even want to imagine what would have happened without you there.
context: He talked! He was so mysterious all the time.\He's so good at ventriloquism!\Damn... Sorry. I woke you up.\It's okay, I'm more or less fine by now.\What were you talking about?\About the exam.\You'll get the best grade, that's for sure.\I don't even want to imagine what would have happened without you there. response:	Thanks a lot.
context: He's so good at ventriloquism!\Damn... Sorry. I woke you up.\It's okay, I'm more or less fine by now.\What were you talking about?\About the exam.\You'll get the best grade, that's for sure.\I don't even want to imagine what would have happened without you there.\Thanks a lot. response:	Huh? That... no! I should thank you!
context: Damn... Sorry. I woke you up.\It's okay, I'm more or less fine by now.\What were you talking about?\About the exam.\You'll get the best grade, that's for sure.\I don't even want to imagine what would have happened without you there.\Thanks a lot.\Huh? That... no! I should thank you! response:	You'll pass, that's for sure.
context: It's okay, I'm more or less fine by now.\What were you talking about?\About the exam.\You'll get the best grade, that's for sure.\I don't even want to imagine what would have happened without you there.\Thanks a lot.\Huh? That... no! I should thank you!\You'll pass, that's for sure. response:	Or we all are failing.
context: What were you talking about?\About the exam.\You'll get the best grade, that's for sure.\I don't even want to imagine what would have happened without you there.\Thanks a lot.\Huh? That... no! I should thank you!\You'll pass, that's for sure.\Or we all are failing. response:	By the way, Okumura, how did you defeat that Ghoul?
context: About the exam.\You'll get the best grade, that's for sure.\I don't even want to imagine what would have happened without you there.\Thanks a lot.\Huh? That... no! I should thank you!\You'll pass, that's for sure.\Or we all are failing.\By the way, Okumura, how did you defeat that Ghoul? response:	Well I just... slashed it with this...
context: You'll get the best grade, that's for sure.\I don't even want to imagine what would have happened without you there.\Thanks a lot.\Huh? That... no! I should thank you!\You'll pass, that's for sure.\Or we all are failing.\By the way, Okumura, how did you defeat that Ghoul?\Well I just... slashed it with this... response:	Amazing! You're really fit for a Knight!
context: I don't even want to imagine what would have happened without you there.\Thanks a lot.\Huh? That... no! I should thank you!\You'll pass, that's for sure.\Or we all are failing.\By the way, Okumura, how did you defeat that Ghoul?\Well I just... slashed it with this...\Amazing! You're really fit for a Knight! response:	Slashed it with that? Would it hurt to be more specific?
context: Thanks a lot.\Huh? That... no! I should thank you!\You'll pass, that's for sure.\Or we all are failing.\By the way, Okumura, how did you defeat that Ghoul?\Well I just... slashed it with this...\Amazing! You're really fit for a Knight!\Slashed it with that? Would it hurt to be more specific? response:	You're the greatest mystery.
context: Huh? That... no! I should thank you!\You'll pass, that's for sure.\Or we all are failing.\By the way, Okumura, how did you defeat that Ghoul?\Well I just... slashed it with this...\Amazing! You're really fit for a Knight!\Slashed it with that? Would it hurt to be more specific?\You're the greatest mystery. response:	Yeah, just look at me, I'm a great mistake!
context: You'll pass, that's for sure.\Or we all are failing.\By the way, Okumura, how did you defeat that Ghoul?\Well I just... slashed it with this...\Amazing! You're really fit for a Knight!\Slashed it with that? Would it hurt to be more specific?\You're the greatest mystery.\Yeah, just look at me, I'm a great mistake! response:	Hey, a mistake?
context: Or we all are failing.\By the way, Okumura, how did you defeat that Ghoul?\Well I just... slashed it with this...\Amazing! You're really fit for a Knight!\Slashed it with that? Would it hurt to be more specific?\You're the greatest mystery.\Yeah, just look at me, I'm a great mistake!\Hey, a mistake? response:	Mistletoe... Mistilteinn...
context: By the way, Okumura, how did you defeat that Ghoul?\Well I just... slashed it with this...\Amazing! You're really fit for a Knight!\Slashed it with that? Would it hurt to be more specific?\You're the greatest mystery.\Yeah, just look at me, I'm a great mistake!\Hey, a mistake?\Mistletoe... Mistilteinn... response:	You mean mysterious?
context: Well I just... slashed it with this...\Amazing! You're really fit for a Knight!\Slashed it with that? Would it hurt to be more specific?\You're the greatest mystery.\Yeah, just look at me, I'm a great mistake!\Hey, a mistake?\Mistletoe... Mistilteinn...\You mean mysterious? response:	He's just a Page but he defeated a mid-class demon without support.
context: Amazing! You're really fit for a Knight!\Slashed it with that? Would it hurt to be more specific?\You're the greatest mystery.\Yeah, just look at me, I'm a great mistake!\Hey, a mistake?\Mistletoe... Mistilteinn...\You mean mysterious?\He's just a Page but he defeated a mid-class demon without support. response:	And with a sword? Impossible.
context: Slashed it with that? Would it hurt to be more specific?\You're the greatest mystery.\Yeah, just look at me, I'm a great mistake!\Hey, a mistake?\Mistletoe... Mistilteinn...\You mean mysterious?\He's just a Page but he defeated a mid-class demon without support.\And with a sword? Impossible. response:	He really is a mystery.
context: You're the greatest mystery.\Yeah, just look at me, I'm a great mistake!\Hey, a mistake?\Mistletoe... Mistilteinn...\You mean mysterious?\He's just a Page but he defeated a mid-class demon without support.\And with a sword? Impossible.\He really is a mystery. response:	Professor Neuhaus.
context: Yeah, just look at me, I'm a great mistake!\Hey, a mistake?\Mistletoe... Mistilteinn...\You mean mysterious?\He's just a Page but he defeated a mid-class demon without support.\And with a sword? Impossible.\He really is a mystery.\Professor Neuhaus. response:	May we talk?
context: Hey, a mistake?\Mistletoe... Mistilteinn...\You mean mysterious?\He's just a Page but he defeated a mid-class demon without support.\And with a sword? Impossible.\He really is a mystery.\Professor Neuhaus.\May we talk? response:	What do you want?
context: Mistletoe... Mistilteinn...\You mean mysterious?\He's just a Page but he defeated a mid-class demon without support.\And with a sword? Impossible.\He really is a mystery.\Professor Neuhaus.\May we talk?\What do you want? response:	Your actions yesterday clearly deviated from the arrangements of the exam.
context: You mean mysterious?\He's just a Page but he defeated a mid-class demon without support.\And with a sword? Impossible.\He really is a mystery.\Professor Neuhaus.\May we talk?\What do you want?\Your actions yesterday clearly deviated from the arrangements of the exam. response:	What are your intentions?
context: He's just a Page but he defeated a mid-class demon without support.\And with a sword? Impossible.\He really is a mystery.\Professor Neuhaus.\May we talk?\What do you want?\Your actions yesterday clearly deviated from the arrangements of the exam.\What are your intentions? response:	True, there were other teachers on the watch,
context: And with a sword? Impossible.\He really is a mystery.\Professor Neuhaus.\May we talk?\What do you want?\Your actions yesterday clearly deviated from the arrangements of the exam.\What are your intentions?\True, there were other teachers on the watch, response:	but independently putting a student in danger like that
context: He really is a mystery.\Professor Neuhaus.\May we talk?\What do you want?\Your actions yesterday clearly deviated from the arrangements of the exam.\What are your intentions?\True, there were other teachers on the watch,\but independently putting a student in danger like that response:	risked the exam itself.
context: Professor Neuhaus.\May we talk?\What do you want?\Your actions yesterday clearly deviated from the arrangements of the exam.\What are your intentions?\True, there were other teachers on the watch,\but independently putting a student in danger like that\risked the exam itself. response:	Also...
context: May we talk?\What do you want?\Your actions yesterday clearly deviated from the arrangements of the exam.\What are your intentions?\True, there were other teachers on the watch,\but independently putting a student in danger like that\risked the exam itself.\Also... response:	You tried to make Rin Okumura use his powers in front of other students.
context: What do you want?\Your actions yesterday clearly deviated from the arrangements of the exam.\What are your intentions?\True, there were other teachers on the watch,\but independently putting a student in danger like that\risked the exam itself.\Also...\You tried to make Rin Okumura use his powers in front of other students. response:	Only a selected few teachers know about him.
context: Your actions yesterday clearly deviated from the arrangements of the exam.\What are your intentions?\True, there were other teachers on the watch,\but independently putting a student in danger like that\risked the exam itself.\Also...\You tried to make Rin Okumura use his powers in front of other students.\Only a selected few teachers know about him. response:	Sir Pheles should have briefed you on that.
context: What are your intentions?\True, there were other teachers on the watch,\but independently putting a student in danger like that\risked the exam itself.\Also...\You tried to make Rin Okumura use his powers in front of other students.\Only a selected few teachers know about him.\Sir Pheles should have briefed you on that. response:	I acted as I was ordered by Sir Pheles.
context: True, there were other teachers on the watch,\but independently putting a student in danger like that\risked the exam itself.\Also...\You tried to make Rin Okumura use his powers in front of other students.\Only a selected few teachers know about him.\Sir Pheles should have briefed you on that.\I acted as I was ordered by Sir Pheles. response:	Try to kill him, he told me.
context: but independently putting a student in danger like that\risked the exam itself.\Also...\You tried to make Rin Okumura use his powers in front of other students.\Only a selected few teachers know about him.\Sir Pheles should have briefed you on that.\I acted as I was ordered by Sir Pheles.\Try to kill him, he told me. response:	What?
context: risked the exam itself.\Also...\You tried to make Rin Okumura use his powers in front of other students.\Only a selected few teachers know about him.\Sir Pheles should have briefed you on that.\I acted as I was ordered by Sir Pheles.\Try to kill him, he told me.\What? response:	Just as you're acting as the brake to his powers,
context: Also...\You tried to make Rin Okumura use his powers in front of other students.\Only a selected few teachers know about him.\Sir Pheles should have briefed you on that.\I acted as I was ordered by Sir Pheles.\Try to kill him, he told me.\What?\Just as you're acting as the brake to his powers, response:	I was chosen as the accelerator.
context: You tried to make Rin Okumura use his powers in front of other students.\Only a selected few teachers know about him.\Sir Pheles should have briefed you on that.\I acted as I was ordered by Sir Pheles.\Try to kill him, he told me.\What?\Just as you're acting as the brake to his powers,\I was chosen as the accelerator. response:	It was to understand Rin Okumura's powers as much as possible.
context: Only a selected few teachers know about him.\Sir Pheles should have briefed you on that.\I acted as I was ordered by Sir Pheles.\Try to kill him, he told me.\What?\Just as you're acting as the brake to his powers,\I was chosen as the accelerator.\It was to understand Rin Okumura's powers as much as possible. response:	What do you mean?
context: Sir Pheles should have briefed you on that.\I acted as I was ordered by Sir Pheles.\Try to kill him, he told me.\What?\Just as you're acting as the brake to his powers,\I was chosen as the accelerator.\It was to understand Rin Okumura's powers as much as possible.\What do you mean? response:	I mean what I said.
context: I acted as I was ordered by Sir Pheles.\Try to kill him, he told me.\What?\Just as you're acting as the brake to his powers,\I was chosen as the accelerator.\It was to understand Rin Okumura's powers as much as possible.\What do you mean?\I mean what I said. response:	The demon was examined to find out if he's fit for use as a weapon of the Order.
context: Try to kill him, he told me.\What?\Just as you're acting as the brake to his powers,\I was chosen as the accelerator.\It was to understand Rin Okumura's powers as much as possible.\What do you mean?\I mean what I said.\The demon was examined to find out if he's fit for use as a weapon of the Order. response:	You little genius of an Exorcist are always so busy.
context: What?\Just as you're acting as the brake to his powers,\I was chosen as the accelerator.\It was to understand Rin Okumura's powers as much as possible.\What do you mean?\I mean what I said.\The demon was examined to find out if he's fit for use as a weapon of the Order.\You little genius of an Exorcist are always so busy. response:	At least share the burden of watching over a demon.
context: Just as you're acting as the brake to his powers,\I was chosen as the accelerator.\It was to understand Rin Okumura's powers as much as possible.\What do you mean?\I mean what I said.\The demon was examined to find out if he's fit for use as a weapon of the Order.\You little genius of an Exorcist are always so busy.\At least share the burden of watching over a demon. response:	My brother is in relatively good control of his powers and emotions.
context: I was chosen as the accelerator.\It was to understand Rin Okumura's powers as much as possible.\What do you mean?\I mean what I said.\The demon was examined to find out if he's fit for use as a weapon of the Order.\You little genius of an Exorcist are always so busy.\At least share the burden of watching over a demon.\My brother is in relatively good control of his powers and emotions. response:	At least for now.
context: It was to understand Rin Okumura's powers as much as possible.\What do you mean?\I mean what I said.\The demon was examined to find out if he's fit for use as a weapon of the Order.\You little genius of an Exorcist are always so busy.\At least share the burden of watching over a demon.\My brother is in relatively good control of his powers and emotions.\At least for now. response:	You should have seen that yesterday.
context: What do you mean?\I mean what I said.\The demon was examined to find out if he's fit for use as a weapon of the Order.\You little genius of an Exorcist are always so busy.\At least share the burden of watching over a demon.\My brother is in relatively good control of his powers and emotions.\At least for now.\You should have seen that yesterday. response:	Don't underestimate his abilities.
context: I mean what I said.\The demon was examined to find out if he's fit for use as a weapon of the Order.\You little genius of an Exorcist are always so busy.\At least share the burden of watching over a demon.\My brother is in relatively good control of his powers and emotions.\At least for now.\You should have seen that yesterday.\Don't underestimate his abilities. response:	Come on, it's not like I'd actually kill him.
context: The demon was examined to find out if he's fit for use as a weapon of the Order.\You little genius of an Exorcist are always so busy.\At least share the burden of watching over a demon.\My brother is in relatively good control of his powers and emotions.\At least for now.\You should have seen that yesterday.\Don't underestimate his abilities.\Come on, it's not like I'd actually kill him. response:	You can relax.
context: You little genius of an Exorcist are always so busy.\At least share the burden of watching over a demon.\My brother is in relatively good control of his powers and emotions.\At least for now.\You should have seen that yesterday.\Don't underestimate his abilities.\Come on, it's not like I'd actually kill him.\You can relax. response:	Yesterday was tough, wasn't it, Ni?
context: At least share the burden of watching over a demon.\My brother is in relatively good control of his powers and emotions.\At least for now.\You should have seen that yesterday.\Don't underestimate his abilities.\Come on, it's not like I'd actually kill him.\You can relax.\Yesterday was tough, wasn't it, Ni? response:	Thank you.
context: My brother is in relatively good control of his powers and emotions.\At least for now.\You should have seen that yesterday.\Don't underestimate his abilities.\Come on, it's not like I'd actually kill him.\You can relax.\Yesterday was tough, wasn't it, Ni?\Thank you. response:	But thanks anyway.
context: At least for now.\You should have seen that yesterday.\Don't underestimate his abilities.\Come on, it's not like I'd actually kill him.\You can relax.\Yesterday was tough, wasn't it, Ni?\Thank you.\But thanks anyway. response:	Thanks a lot.
context: You should have seen that yesterday.\Don't underestimate his abilities.\Come on, it's not like I'd actually kill him.\You can relax.\Yesterday was tough, wasn't it, Ni?\Thank you.\But thanks anyway.\Thanks a lot. response:	Good evening, Shiemi.
context: Don't underestimate his abilities.\Come on, it's not like I'd actually kill him.\You can relax.\Yesterday was tough, wasn't it, Ni?\Thank you.\But thanks anyway.\Thanks a lot.\Good evening, Shiemi. response:	Yuki!
context: Come on, it's not like I'd actually kill him.\You can relax.\Yesterday was tough, wasn't it, Ni?\Thank you.\But thanks anyway.\Thanks a lot.\Good evening, Shiemi.\Yuki! response:	Sorry to disturb you this late. Is the Manager here?
context: You can relax.\Yesterday was tough, wasn't it, Ni?\Thank you.\But thanks anyway.\Thanks a lot.\Good evening, Shiemi.\Yuki!\Sorry to disturb you this late. Is the Manager here? response:	She went to stock up so I'm taking care of the shop.
context: Yesterday was tough, wasn't it, Ni?\Thank you.\But thanks anyway.\Thanks a lot.\Good evening, Shiemi.\Yuki!\Sorry to disturb you this late. Is the Manager here?\She went to stock up so I'm taking care of the shop. response:	Can I help you with anything?
context: Thank you.\But thanks anyway.\Thanks a lot.\Good evening, Shiemi.\Yuki!\Sorry to disturb you this late. Is the Manager here?\She went to stock up so I'm taking care of the shop.\Can I help you with anything? response:	Aah! It's just the two of us! Aah!
context: But thanks anyway.\Thanks a lot.\Good evening, Shiemi.\Yuki!\Sorry to disturb you this late. Is the Manager here?\She went to stock up so I'm taking care of the shop.\Can I help you with anything?\Aah! It's just the two of us! Aah! response:	I wanted to talk about your future.
context: Thanks a lot.\Good evening, Shiemi.\Yuki!\Sorry to disturb you this late. Is the Manager here?\She went to stock up so I'm taking care of the shop.\Can I help you with anything?\Aah! It's just the two of us! Aah!\I wanted to talk about your future. response:	Do you have some time?
context: Good evening, Shiemi.\Yuki!\Sorry to disturb you this late. Is the Manager here?\She went to stock up so I'm taking care of the shop.\Can I help you with anything?\Aah! It's just the two of us! Aah!\I wanted to talk about your future.\Do you have some time? response:	I didn't enter the cram school determined to become an Exorcist like the others,
context: Yuki!\Sorry to disturb you this late. Is the Manager here?\She went to stock up so I'm taking care of the shop.\Can I help you with anything?\Aah! It's just the two of us! Aah!\I wanted to talk about your future.\Do you have some time?\I didn't enter the cram school determined to become an Exorcist like the others, response:	so I didn't really know what to choose...
context: Sorry to disturb you this late. Is the Manager here?\She went to stock up so I'm taking care of the shop.\Can I help you with anything?\Aah! It's just the two of us! Aah!\I wanted to talk about your future.\Do you have some time?\I didn't enter the cram school determined to become an Exorcist like the others,\so I didn't really know what to choose... response:	It's embarrassing to be so half-hearted about it.
context: She went to stock up so I'm taking care of the shop.\Can I help you with anything?\Aah! It's just the two of us! Aah!\I wanted to talk about your future.\Do you have some time?\I didn't enter the cram school determined to become an Exorcist like the others,\so I didn't really know what to choose...\It's embarrassing to be so half-hearted about it. response:	Shiemi, do you remember our first meeting?
context: Can I help you with anything?\Aah! It's just the two of us! Aah!\I wanted to talk about your future.\Do you have some time?\I didn't enter the cram school determined to become an Exorcist like the others,\so I didn't really know what to choose...\It's embarrassing to be so half-hearted about it.\Shiemi, do you remember our first meeting? response:	I had just become an Exorcist,
context: Aah! It's just the two of us! Aah!\I wanted to talk about your future.\Do you have some time?\I didn't enter the cram school determined to become an Exorcist like the others,\so I didn't really know what to choose...\It's embarrassing to be so half-hearted about it.\Shiemi, do you remember our first meeting?\I had just become an Exorcist, response:	and I was so nervous.
context: I wanted to talk about your future.\Do you have some time?\I didn't enter the cram school determined to become an Exorcist like the others,\so I didn't really know what to choose...\It's embarrassing to be so half-hearted about it.\Shiemi, do you remember our first meeting?\I had just become an Exorcist,\and I was so nervous. response:	Don't freak out. Where will you end up if you're already so anxious?
context: Do you have some time?\I didn't enter the cram school determined to become an Exorcist like the others,\so I didn't really know what to choose...\It's embarrassing to be so half-hearted about it.\Shiemi, do you remember our first meeting?\I had just become an Exorcist,\and I was so nervous.\Don't freak out. Where will you end up if you're already so anxious? response:	It's just a supply store.
context: I didn't enter the cram school determined to become an Exorcist like the others,\so I didn't really know what to choose...\It's embarrassing to be so half-hearted about it.\Shiemi, do you remember our first meeting?\I had just become an Exorcist,\and I was so nervous.\Don't freak out. Where will you end up if you're already so anxious?\It's just a supply store. response:	Yes!
context: so I didn't really know what to choose...\It's embarrassing to be so half-hearted about it.\Shiemi, do you remember our first meeting?\I had just become an Exorcist,\and I was so nervous.\Don't freak out. Where will you end up if you're already so anxious?\It's just a supply store.\Yes! response:	Hey, Manager!
context: It's embarrassing to be so half-hearted about it.\Shiemi, do you remember our first meeting?\I had just become an Exorcist,\and I was so nervous.\Don't freak out. Where will you end up if you're already so anxious?\It's just a supply store.\Yes!\Hey, Manager! response:	I told you about Yukio earlier and today I brought him with me. He's an Exorcist from today!
context: Shiemi, do you remember our first meeting?\I had just become an Exorcist,\and I was so nervous.\Don't freak out. Where will you end up if you're already so anxious?\It's just a supply store.\Yes!\Hey, Manager!\I told you about Yukio earlier and today I brought him with me. He's an Exorcist from today! response:	He's not even 14 yet, so take good care of him for me.
context: I had just become an Exorcist,\and I was so nervous.\Don't freak out. Where will you end up if you're already so anxious?\It's just a supply store.\Yes!\Hey, Manager!\I told you about Yukio earlier and today I brought him with me. He's an Exorcist from today!\He's not even 14 yet, so take good care of him for me. response:	Nice to meet you!
context: and I was so nervous.\Don't freak out. Where will you end up if you're already so anxious?\It's just a supply store.\Yes!\Hey, Manager!\I told you about Yukio earlier and today I brought him with me. He's an Exorcist from today!\He's not even 14 yet, so take good care of him for me.\Nice to meet you! response:	Oh my! Nice to meet you, too!
context: Don't freak out. Where will you end up if you're already so anxious?\It's just a supply store.\Yes!\Hey, Manager!\I told you about Yukio earlier and today I brought him with me. He's an Exorcist from today!\He's not even 14 yet, so take good care of him for me.\Nice to meet you!\Oh my! Nice to meet you, too! response:	So young and yet so splendid!
