context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: J Pokemon! J\It's hard work trying to become a Pokemon Master\and our heroes haven't had much rest or relaxation.\But now they're in luck.\They've come to town on the same day the carnival has arrived.\Huh-uh-uh. Look at all of those beautiful girls.\And check out all of the rides and shows.\All right. Let's show these people how to really party. response:	Yeah.
context: It's hard work trying to become a Pokemon Master\and our heroes haven't had much rest or relaxation.\But now they're in luck.\They've come to town on the same day the carnival has arrived.\Huh-uh-uh. Look at all of those beautiful girls.\And check out all of the rides and shows.\All right. Let's show these people how to really party.\Yeah. response:	- Let's boogie. - Yahoo!
context: and our heroes haven't had much rest or relaxation.\But now they're in luck.\They've come to town on the same day the carnival has arrived.\Huh-uh-uh. Look at all of those beautiful girls.\And check out all of the rides and shows.\All right. Let's show these people how to really party.\Yeah.\- Let's boogie. - Yahoo! response:	What's wrong, Misty? Don't you want to party with us?
context: But now they're in luck.\They've come to town on the same day the carnival has arrived.\Huh-uh-uh. Look at all of those beautiful girls.\And check out all of the rides and shows.\All right. Let's show these people how to really party.\Yeah.\- Let's boogie. - Yahoo!\What's wrong, Misty? Don't you want to party with us? response:	-Uh, we'll just party over here, okay? -Pika-pi!
context: They've come to town on the same day the carnival has arrived.\Huh-uh-uh. Look at all of those beautiful girls.\And check out all of the rides and shows.\All right. Let's show these people how to really party.\Yeah.\- Let's boogie. - Yahoo!\What's wrong, Misty? Don't you want to party with us?\-Uh, we'll just party over here, okay? -Pika-pi! response:	See you guys later.
context: Huh-uh-uh. Look at all of those beautiful girls.\And check out all of the rides and shows.\All right. Let's show these people how to really party.\Yeah.\- Let's boogie. - Yahoo!\What's wrong, Misty? Don't you want to party with us?\-Uh, we'll just party over here, okay? -Pika-pi!\See you guys later. response:	Woo-hoo!
context: And check out all of the rides and shows.\All right. Let's show these people how to really party.\Yeah.\- Let's boogie. - Yahoo!\What's wrong, Misty? Don't you want to party with us?\-Uh, we'll just party over here, okay? -Pika-pi!\See you guys later.\Woo-hoo! response:	-Whoa! -Pika.
context: All right. Let's show these people how to really party.\Yeah.\- Let's boogie. - Yahoo!\What's wrong, Misty? Don't you want to party with us?\-Uh, we'll just party over here, okay? -Pika-pi!\See you guys later.\Woo-hoo!\-Whoa! -Pika. response:	Well, that one was great, wasn't it?
context: Yeah.\- Let's boogie. - Yahoo!\What's wrong, Misty? Don't you want to party with us?\-Uh, we'll just party over here, okay? -Pika-pi!\See you guys later.\Woo-hoo!\-Whoa! -Pika.\Well, that one was great, wasn't it? response:	Which one do you want to ride next?
context: - Let's boogie. - Yahoo!\What's wrong, Misty? Don't you want to party with us?\-Uh, we'll just party over here, okay? -Pika-pi!\See you guys later.\Woo-hoo!\-Whoa! -Pika.\Well, that one was great, wasn't it?\Which one do you want to ride next? response:	I've had it. I quit!
context: What's wrong, Misty? Don't you want to party with us?\-Uh, we'll just party over here, okay? -Pika-pi!\See you guys later.\Woo-hoo!\-Whoa! -Pika.\Well, that one was great, wasn't it?\Which one do you want to ride next?\I've had it. I quit! response:	Please don't leave me. I promise to pay you as soon as I can.
context: -Uh, we'll just party over here, okay? -Pika-pi!\See you guys later.\Woo-hoo!\-Whoa! -Pika.\Well, that one was great, wasn't it?\Which one do you want to ride next?\I've had it. I quit!\Please don't leave me. I promise to pay you as soon as I can. response:	Then pay me right now.
context: See you guys later.\Woo-hoo!\-Whoa! -Pika.\Well, that one was great, wasn't it?\Which one do you want to ride next?\I've had it. I quit!\Please don't leave me. I promise to pay you as soon as I can.\Then pay me right now. response:	I can't just now,
context: Woo-hoo!\-Whoa! -Pika.\Well, that one was great, wasn't it?\Which one do you want to ride next?\I've had it. I quit!\Please don't leave me. I promise to pay you as soon as I can.\Then pay me right now.\I can't just now, response:	but I promise, as soon as I get some paying customers, I'll pay you.
context: -Whoa! -Pika.\Well, that one was great, wasn't it?\Which one do you want to ride next?\I've had it. I quit!\Please don't leave me. I promise to pay you as soon as I can.\Then pay me right now.\I can't just now,\but I promise, as soon as I get some paying customers, I'll pay you. response:	Exeggcute...
context: Well, that one was great, wasn't it?\Which one do you want to ride next?\I've had it. I quit!\Please don't leave me. I promise to pay you as soon as I can.\Then pay me right now.\I can't just now,\but I promise, as soon as I get some paying customers, I'll pay you.\Exeggcute... response:	And just who do you think is going to come watch your lousy show?
context: Which one do you want to ride next?\I've had it. I quit!\Please don't leave me. I promise to pay you as soon as I can.\Then pay me right now.\I can't just now,\but I promise, as soon as I get some paying customers, I'll pay you.\Exeggcute...\And just who do you think is going to come watch your lousy show? response:	They'll come, I promise.
context: I've had it. I quit!\Please don't leave me. I promise to pay you as soon as I can.\Then pay me right now.\I can't just now,\but I promise, as soon as I get some paying customers, I'll pay you.\Exeggcute...\And just who do you think is going to come watch your lousy show?\They'll come, I promise. response:	I've heard your promises before.
context: Please don't leave me. I promise to pay you as soon as I can.\Then pay me right now.\I can't just now,\but I promise, as soon as I get some paying customers, I'll pay you.\Exeggcute...\And just who do you think is going to come watch your lousy show?\They'll come, I promise.\I've heard your promises before. response:	Ow!
context: Then pay me right now.\I can't just now,\but I promise, as soon as I get some paying customers, I'll pay you.\Exeggcute...\And just who do you think is going to come watch your lousy show?\They'll come, I promise.\I've heard your promises before.\Ow! response:	Huh! Goodbye.
context: I can't just now,\but I promise, as soon as I get some paying customers, I'll pay you.\Exeggcute...\And just who do you think is going to come watch your lousy show?\They'll come, I promise.\I've heard your promises before.\Ow!\Huh! Goodbye. response:	Don't leave. I need you.
context: but I promise, as soon as I get some paying customers, I'll pay you.\Exeggcute...\And just who do you think is going to come watch your lousy show?\They'll come, I promise.\I've heard your promises before.\Ow!\Huh! Goodbye.\Don't leave. I need you. response:	Excuse me. Are you all right, sir?
context: Exeggcute...\And just who do you think is going to come watch your lousy show?\They'll come, I promise.\I've heard your promises before.\Ow!\Huh! Goodbye.\Don't leave. I need you.\Excuse me. Are you all right, sir? response:	You're a kind person, aren't you?
context: And just who do you think is going to come watch your lousy show?\They'll come, I promise.\I've heard your promises before.\Ow!\Huh! Goodbye.\Don't leave. I need you.\Excuse me. Are you all right, sir?\You're a kind person, aren't you? response:	Well, no, not especially.
context: They'll come, I promise.\I've heard your promises before.\Ow!\Huh! Goodbye.\Don't leave. I need you.\Excuse me. Are you all right, sir?\You're a kind person, aren't you?\Well, no, not especially. response:	And such a beautiful girl.
context: I've heard your promises before.\Ow!\Huh! Goodbye.\Don't leave. I need you.\Excuse me. Are you all right, sir?\You're a kind person, aren't you?\Well, no, not especially.\And such a beautiful girl. response:	You'd help me out, wouldn't you?
context: Ow!\Huh! Goodbye.\Don't leave. I need you.\Excuse me. Are you all right, sir?\You're a kind person, aren't you?\Well, no, not especially.\And such a beautiful girl.\You'd help me out, wouldn't you? response:	I need your help so badly, and you'd be so perfect.
context: Huh! Goodbye.\Don't leave. I need you.\Excuse me. Are you all right, sir?\You're a kind person, aren't you?\Well, no, not especially.\And such a beautiful girl.\You'd help me out, wouldn't you?\I need your help so badly, and you'd be so perfect. response:	Oh, pull yourself together.
context: Don't leave. I need you.\Excuse me. Are you all right, sir?\You're a kind person, aren't you?\Well, no, not especially.\And such a beautiful girl.\You'd help me out, wouldn't you?\I need your help so badly, and you'd be so perfect.\Oh, pull yourself together. response:	You're the only one who can help me now.
context: Excuse me. Are you all right, sir?\You're a kind person, aren't you?\Well, no, not especially.\And such a beautiful girl.\You'd help me out, wouldn't you?\I need your help so badly, and you'd be so perfect.\Oh, pull yourself together.\You're the only one who can help me now. response:	-Uh... -Please, just listen.
context: You're a kind person, aren't you?\Well, no, not especially.\And such a beautiful girl.\You'd help me out, wouldn't you?\I need your help so badly, and you'd be so perfect.\Oh, pull yourself together.\You're the only one who can help me now.\-Uh... -Please, just listen. response:	Uh, okay.
context: Well, no, not especially.\And such a beautiful girl.\You'd help me out, wouldn't you?\I need your help so badly, and you'd be so perfect.\Oh, pull yourself together.\You're the only one who can help me now.\-Uh... -Please, just listen.\Uh, okay. response:	Keep an open mind.
context: And such a beautiful girl.\You'd help me out, wouldn't you?\I need your help so badly, and you'd be so perfect.\Oh, pull yourself together.\You're the only one who can help me now.\-Uh... -Please, just listen.\Uh, okay.\Keep an open mind. response:	Uh-huh.
context: You'd help me out, wouldn't you?\I need your help so badly, and you'd be so perfect.\Oh, pull yourself together.\You're the only one who can help me now.\-Uh... -Please, just listen.\Uh, okay.\Keep an open mind.\Uh-huh. response:	I'd like you to become the assistant in my act.
context: I need your help so badly, and you'd be so perfect.\Oh, pull yourself together.\You're the only one who can help me now.\-Uh... -Please, just listen.\Uh, okay.\Keep an open mind.\Uh-huh.\I'd like you to become the assistant in my act. response:	-What? -
context: Oh, pull yourself together.\You're the only one who can help me now.\-Uh... -Please, just listen.\Uh, okay.\Keep an open mind.\Uh-huh.\I'd like you to become the assistant in my act.\-What? - response:	I'm a magician. Melvin's the name.
context: You're the only one who can help me now.\-Uh... -Please, just listen.\Uh, okay.\Keep an open mind.\Uh-huh.\I'd like you to become the assistant in my act.\-What? -\I'm a magician. Melvin's the name. response:	Hi.
context: -Uh... -Please, just listen.\Uh, okay.\Keep an open mind.\Uh-huh.\I'd like you to become the assistant in my act.\-What? -\I'm a magician. Melvin's the name.\Hi. response:	For you.
context: Uh, okay.\Keep an open mind.\Uh-huh.\I'd like you to become the assistant in my act.\-What? -\I'm a magician. Melvin's the name.\Hi.\For you. response:	Oh. Ha.
context: Keep an open mind.\Uh-huh.\I'd like you to become the assistant in my act.\-What? -\I'm a magician. Melvin's the name.\Hi.\For you.\Oh. Ha. response:	I'm not very famous yet, but I'm working really hard on my magic act.
context: Uh-huh.\I'd like you to become the assistant in my act.\-What? -\I'm a magician. Melvin's the name.\Hi.\For you.\Oh. Ha.\I'm not very famous yet, but I'm working really hard on my magic act. response:	My dream is to have my own Las Vegas showroom
context: I'd like you to become the assistant in my act.\-What? -\I'm a magician. Melvin's the name.\Hi.\For you.\Oh. Ha.\I'm not very famous yet, but I'm working really hard on my magic act.\My dream is to have my own Las Vegas showroom response:	and perform my magic act before thousands of cheering fans.
context: -What? -\I'm a magician. Melvin's the name.\Hi.\For you.\Oh. Ha.\I'm not very famous yet, but I'm working really hard on my magic act.\My dream is to have my own Las Vegas showroom\and perform my magic act before thousands of cheering fans. response:	Won't you help me make my dream come true?
context: I'm a magician. Melvin's the name.\Hi.\For you.\Oh. Ha.\I'm not very famous yet, but I'm working really hard on my magic act.\My dream is to have my own Las Vegas showroom\and perform my magic act before thousands of cheering fans.\Won't you help me make my dream come true? response:	I'll help you. But just for today.
context: Hi.\For you.\Oh. Ha.\I'm not very famous yet, but I'm working really hard on my magic act.\My dream is to have my own Las Vegas showroom\and perform my magic act before thousands of cheering fans.\Won't you help me make my dream come true?\I'll help you. But just for today. response:	Thank you so much.
context: For you.\Oh. Ha.\I'm not very famous yet, but I'm working really hard on my magic act.\My dream is to have my own Las Vegas showroom\and perform my magic act before thousands of cheering fans.\Won't you help me make my dream come true?\I'll help you. But just for today.\Thank you so much. response:	Ladies and gentlemen, thank you for coming.
context: Oh. Ha.\I'm not very famous yet, but I'm working really hard on my magic act.\My dream is to have my own Las Vegas showroom\and perform my magic act before thousands of cheering fans.\Won't you help me make my dream come true?\I'll help you. But just for today.\Thank you so much.\Ladies and gentlemen, thank you for coming. response:	Allow me to introduce myself.
context: I'm not very famous yet, but I'm working really hard on my magic act.\My dream is to have my own Las Vegas showroom\and perform my magic act before thousands of cheering fans.\Won't you help me make my dream come true?\I'll help you. But just for today.\Thank you so much.\Ladies and gentlemen, thank you for coming.\Allow me to introduce myself. response:	I am Melvin the Magician Magnificent.
context: My dream is to have my own Las Vegas showroom\and perform my magic act before thousands of cheering fans.\Won't you help me make my dream come true?\I'll help you. But just for today.\Thank you so much.\Ladies and gentlemen, thank you for coming.\Allow me to introduce myself.\I am Melvin the Magician Magnificent. response:	At least the crowd's small, so nobody will see me.
context: and perform my magic act before thousands of cheering fans.\Won't you help me make my dream come true?\I'll help you. But just for today.\Thank you so much.\Ladies and gentlemen, thank you for coming.\Allow me to introduce myself.\I am Melvin the Magician Magnificent.\At least the crowd's small, so nobody will see me. response:	Misty?
context: Won't you help me make my dream come true?\I'll help you. But just for today.\Thank you so much.\Ladies and gentlemen, thank you for coming.\Allow me to introduce myself.\I am Melvin the Magician Magnificent.\At least the crowd's small, so nobody will see me.\Misty? response:	What are you doing up there? Are you part of the show?
context: I'll help you. But just for today.\Thank you so much.\Ladies and gentlemen, thank you for coming.\Allow me to introduce myself.\I am Melvin the Magician Magnificent.\At least the crowd's small, so nobody will see me.\Misty?\What are you doing up there? Are you part of the show? response:	Pika-pi.
context: Thank you so much.\Ladies and gentlemen, thank you for coming.\Allow me to introduce myself.\I am Melvin the Magician Magnificent.\At least the crowd's small, so nobody will see me.\Misty?\What are you doing up there? Are you part of the show?\Pika-pi. response:	What are you two doing here?
context: Ladies and gentlemen, thank you for coming.\Allow me to introduce myself.\I am Melvin the Magician Magnificent.\At least the crowd's small, so nobody will see me.\Misty?\What are you doing up there? Are you part of the show?\Pika-pi.\What are you two doing here? response:	That's a real cute outfit, Misty.
context: Allow me to introduce myself.\I am Melvin the Magician Magnificent.\At least the crowd's small, so nobody will see me.\Misty?\What are you doing up there? Are you part of the show?\Pika-pi.\What are you two doing here?\That's a real cute outfit, Misty. response:	Come on. Hurry it up.
context: I am Melvin the Magician Magnificent.\At least the crowd's small, so nobody will see me.\Misty?\What are you doing up there? Are you part of the show?\Pika-pi.\What are you two doing here?\That's a real cute outfit, Misty.\Come on. Hurry it up. response:	- Start the show. -Yes, yes, of course.
context: At least the crowd's small, so nobody will see me.\Misty?\What are you doing up there? Are you part of the show?\Pika-pi.\What are you two doing here?\That's a real cute outfit, Misty.\Come on. Hurry it up.\- Start the show. -Yes, yes, of course. response:	Thank you for your patience.
context: Misty?\What are you doing up there? Are you part of the show?\Pika-pi.\What are you two doing here?\That's a real cute outfit, Misty.\Come on. Hurry it up.\- Start the show. -Yes, yes, of course.\Thank you for your patience. response:	Please allow me to present my magical Pokemon, Exeggcute.
context: What are you doing up there? Are you part of the show?\Pika-pi.\What are you two doing here?\That's a real cute outfit, Misty.\Come on. Hurry it up.\- Start the show. -Yes, yes, of course.\Thank you for your patience.\Please allow me to present my magical Pokemon, Exeggcute. response:	Exeggcute!
context: Pika-pi.\What are you two doing here?\That's a real cute outfit, Misty.\Come on. Hurry it up.\- Start the show. -Yes, yes, of course.\Thank you for your patience.\Please allow me to present my magical Pokemon, Exeggcute.\Exeggcute! response:	Exeggcute.
context: What are you two doing here?\That's a real cute outfit, Misty.\Come on. Hurry it up.\- Start the show. -Yes, yes, of course.\Thank you for your patience.\Please allow me to present my magical Pokemon, Exeggcute.\Exeggcute!\Exeggcute. response:	Exeggcute, an egg Pokemon.
context: That's a real cute outfit, Misty.\Come on. Hurry it up.\- Start the show. -Yes, yes, of course.\Thank you for your patience.\Please allow me to present my magical Pokemon, Exeggcute.\Exeggcute!\Exeggcute.\Exeggcute, an egg Pokemon. response:	Although it resembles an egg,
context: Come on. Hurry it up.\- Start the show. -Yes, yes, of course.\Thank you for your patience.\Please allow me to present my magical Pokemon, Exeggcute.\Exeggcute!\Exeggcute.\Exeggcute, an egg Pokemon.\Although it resembles an egg, response:	it is known to be more closely related to the seed of a plant.
context: - Start the show. -Yes, yes, of course.\Thank you for your patience.\Please allow me to present my magical Pokemon, Exeggcute.\Exeggcute!\Exeggcute.\Exeggcute, an egg Pokemon.\Although it resembles an egg,\it is known to be more closely related to the seed of a plant. response:	Now it's time for some Exeggcute juggling.
context: Thank you for your patience.\Please allow me to present my magical Pokemon, Exeggcute.\Exeggcute!\Exeggcute.\Exeggcute, an egg Pokemon.\Although it resembles an egg,\it is known to be more closely related to the seed of a plant.\Now it's time for some Exeggcute juggling. response:	This is magic?
context: Please allow me to present my magical Pokemon, Exeggcute.\Exeggcute!\Exeggcute.\Exeggcute, an egg Pokemon.\Although it resembles an egg,\it is known to be more closely related to the seed of a plant.\Now it's time for some Exeggcute juggling.\This is magic? response:	We don't want juggling!
context: Exeggcute!\Exeggcute.\Exeggcute, an egg Pokemon.\Although it resembles an egg,\it is known to be more closely related to the seed of a plant.\Now it's time for some Exeggcute juggling.\This is magic?\We don't want juggling! response:	Boring.
context: Exeggcute.\Exeggcute, an egg Pokemon.\Although it resembles an egg,\it is known to be more closely related to the seed of a plant.\Now it's time for some Exeggcute juggling.\This is magic?\We don't want juggling!\Boring. response:	- We want to see some magic! - Yeah, do a trick, will you?
context: Exeggcute, an egg Pokemon.\Although it resembles an egg,\it is known to be more closely related to the seed of a plant.\Now it's time for some Exeggcute juggling.\This is magic?\We don't want juggling!\Boring.\- We want to see some magic! - Yeah, do a trick, will you? response:	Hold on. The best part is coming up.
context: Although it resembles an egg,\it is known to be more closely related to the seed of a plant.\Now it's time for some Exeggcute juggling.\This is magic?\We don't want juggling!\Boring.\- We want to see some magic! - Yeah, do a trick, will you?\Hold on. The best part is coming up. response:	My Pokemon and I are going to do some great magic tricks now,
context: it is known to be more closely related to the seed of a plant.\Now it's time for some Exeggcute juggling.\This is magic?\We don't want juggling!\Boring.\- We want to see some magic! - Yeah, do a trick, will you?\Hold on. The best part is coming up.\My Pokemon and I are going to do some great magic tricks now, response:	which will summaze and apprise you.
context: Now it's time for some Exeggcute juggling.\This is magic?\We don't want juggling!\Boring.\- We want to see some magic! - Yeah, do a trick, will you?\Hold on. The best part is coming up.\My Pokemon and I are going to do some great magic tricks now,\which will summaze and apprise you. response:	Uh, don't you mean surprise and amaze?
context: This is magic?\We don't want juggling!\Boring.\- We want to see some magic! - Yeah, do a trick, will you?\Hold on. The best part is coming up.\My Pokemon and I are going to do some great magic tricks now,\which will summaze and apprise you.\Uh, don't you mean surprise and amaze? response:	That's right. See, that's why we make such a great team.
context: We don't want juggling!\Boring.\- We want to see some magic! - Yeah, do a trick, will you?\Hold on. The best part is coming up.\My Pokemon and I are going to do some great magic tricks now,\which will summaze and apprise you.\Uh, don't you mean surprise and amaze?\That's right. See, that's why we make such a great team. response:	Yeah, right.
context: Boring.\- We want to see some magic! - Yeah, do a trick, will you?\Hold on. The best part is coming up.\My Pokemon and I are going to do some great magic tricks now,\which will summaze and apprise you.\Uh, don't you mean surprise and amaze?\That's right. See, that's why we make such a great team.\Yeah, right. response:	Exeggcute! Exeggcute! Exeggcute...
context: - We want to see some magic! - Yeah, do a trick, will you?\Hold on. The best part is coming up.\My Pokemon and I are going to do some great magic tricks now,\which will summaze and apprise you.\Uh, don't you mean surprise and amaze?\That's right. See, that's why we make such a great team.\Yeah, right.\Exeggcute! Exeggcute! Exeggcute... response:	Raging fire.
context: Hold on. The best part is coming up.\My Pokemon and I are going to do some great magic tricks now,\which will summaze and apprise you.\Uh, don't you mean surprise and amaze?\That's right. See, that's why we make such a great team.\Yeah, right.\Exeggcute! Exeggcute! Exeggcute...\Raging fire. response:	- That was pathetic. - You're the worst!
context: My Pokemon and I are going to do some great magic tricks now,\which will summaze and apprise you.\Uh, don't you mean surprise and amaze?\That's right. See, that's why we make such a great team.\Yeah, right.\Exeggcute! Exeggcute! Exeggcute...\Raging fire.\- That was pathetic. - You're the worst! response:	Just one more try.
context: which will summaze and apprise you.\Uh, don't you mean surprise and amaze?\That's right. See, that's why we make such a great team.\Yeah, right.\Exeggcute! Exeggcute! Exeggcute...\Raging fire.\- That was pathetic. - You're the worst!\Just one more try. response:	- Oh! -Fire! Fire! And fire!
context: Uh, don't you mean surprise and amaze?\That's right. See, that's why we make such a great team.\Yeah, right.\Exeggcute! Exeggcute! Exeggcute...\Raging fire.\- That was pathetic. - You're the worst!\Just one more try.\- Oh! -Fire! Fire! And fire! response:	Ah!
context: That's right. See, that's why we make such a great team.\Yeah, right.\Exeggcute! Exeggcute! Exeggcute...\Raging fire.\- That was pathetic. - You're the worst!\Just one more try.\- Oh! -Fire! Fire! And fire!\Ah! response:	Ah!
context: Yeah, right.\Exeggcute! Exeggcute! Exeggcute...\Raging fire.\- That was pathetic. - You're the worst!\Just one more try.\- Oh! -Fire! Fire! And fire!\Ah!\Ah! response:	Hey! Be careful, Melvin!
context: Exeggcute! Exeggcute! Exeggcute...\Raging fire.\- That was pathetic. - You're the worst!\Just one more try.\- Oh! -Fire! Fire! And fire!\Ah!\Ah!\Hey! Be careful, Melvin! response:	I can't believe it. It never worked before.
context: Raging fire.\- That was pathetic. - You're the worst!\Just one more try.\- Oh! -Fire! Fire! And fire!\Ah!\Ah!\Hey! Be careful, Melvin!\I can't believe it. It never worked before. response:	Fire!
context: - That was pathetic. - You're the worst!\Just one more try.\- Oh! -Fire! Fire! And fire!\Ah!\Ah!\Hey! Be careful, Melvin!\I can't believe it. It never worked before.\Fire! response:	- Hey, what is this? - What's going on?
context: Just one more try.\- Oh! -Fire! Fire! And fire!\Ah!\Ah!\Hey! Be careful, Melvin!\I can't believe it. It never worked before.\Fire!\- Hey, what is this? - What's going on? response:	Pika, pika?
context: - Oh! -Fire! Fire! And fire!\Ah!\Ah!\Hey! Be careful, Melvin!\I can't believe it. It never worked before.\Fire!\- Hey, what is this? - What's going on?\Pika, pika? response:	-I want my money back! -You're the worst!
context: Ah!\Ah!\Hey! Be careful, Melvin!\I can't believe it. It never worked before.\Fire!\- Hey, what is this? - What's going on?\Pika, pika?\-I want my money back! -You're the worst! response:	-Rip-off. -Yeah.
context: Ah!\Hey! Be careful, Melvin!\I can't believe it. It never worked before.\Fire!\- Hey, what is this? - What's going on?\Pika, pika?\-I want my money back! -You're the worst!\-Rip-off. -Yeah. response:	Wait. Don't go. The best part is just about to start.
context: Hey! Be careful, Melvin!\I can't believe it. It never worked before.\Fire!\- Hey, what is this? - What's going on?\Pika, pika?\-I want my money back! -You're the worst!\-Rip-off. -Yeah.\Wait. Don't go. The best part is just about to start. response:	Ow!
context: I can't believe it. It never worked before.\Fire!\- Hey, what is this? - What's going on?\Pika, pika?\-I want my money back! -You're the worst!\-Rip-off. -Yeah.\Wait. Don't go. The best part is just about to start.\Ow! response:	-That hurts. -Exeggcute! Exeggcute
context: Fire!\- Hey, what is this? - What's going on?\Pika, pika?\-I want my money back! -You're the worst!\-Rip-off. -Yeah.\Wait. Don't go. The best part is just about to start.\Ow!\-That hurts. -Exeggcute! Exeggcute response:	-Oh. -Pika.
context: - Hey, what is this? - What's going on?\Pika, pika?\-I want my money back! -You're the worst!\-Rip-off. -Yeah.\Wait. Don't go. The best part is just about to start.\Ow!\-That hurts. -Exeggcute! Exeggcute\-Oh. -Pika. response:	Get out! You're fired!
context: Pika, pika?\-I want my money back! -You're the worst!\-Rip-off. -Yeah.\Wait. Don't go. The best part is just about to start.\Ow!\-That hurts. -Exeggcute! Exeggcute\-Oh. -Pika.\Get out! You're fired! response:	Give me another chance.
context: -I want my money back! -You're the worst!\-Rip-off. -Yeah.\Wait. Don't go. The best part is just about to start.\Ow!\-That hurts. -Exeggcute! Exeggcute\-Oh. -Pika.\Get out! You're fired!\Give me another chance. response:	Are you kidding?
