context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: J Gotta catch them all Pokemon J\Ash and his friends arrive in Mossgreen Village.\It's a quaint, cute place,\but it's so small it doesn't even have its own Pokemon Gym.\There's no use stopping here if they don't have a Gym.\- We don't have any choice. -Huh?\We have a big problem. Check out our potion and antidote bag.\Huh? It's empty. response:	I'd say this is a good time to stock up on supplies.
context: Ash and his friends arrive in Mossgreen Village.\It's a quaint, cute place,\but it's so small it doesn't even have its own Pokemon Gym.\There's no use stopping here if they don't have a Gym.\- We don't have any choice. -Huh?\We have a big problem. Check out our potion and antidote bag.\Huh? It's empty.\I'd say this is a good time to stock up on supplies. response:	Might as well grab a bite to eat, too.
context: It's a quaint, cute place,\but it's so small it doesn't even have its own Pokemon Gym.\There's no use stopping here if they don't have a Gym.\- We don't have any choice. -Huh?\We have a big problem. Check out our potion and antidote bag.\Huh? It's empty.\I'd say this is a good time to stock up on supplies.\Might as well grab a bite to eat, too. response:	I'm dying for a cheeseburger.
context: but it's so small it doesn't even have its own Pokemon Gym.\There's no use stopping here if they don't have a Gym.\- We don't have any choice. -Huh?\We have a big problem. Check out our potion and antidote bag.\Huh? It's empty.\I'd say this is a good time to stock up on supplies.\Might as well grab a bite to eat, too.\I'm dying for a cheeseburger. response:	No way. I want to eat in a nice restaurant.
context: There's no use stopping here if they don't have a Gym.\- We don't have any choice. -Huh?\We have a big problem. Check out our potion and antidote bag.\Huh? It's empty.\I'd say this is a good time to stock up on supplies.\Might as well grab a bite to eat, too.\I'm dying for a cheeseburger.\No way. I want to eat in a nice restaurant. response:	- Cheeseburgers are nice. - Are not.
context: - We don't have any choice. -Huh?\We have a big problem. Check out our potion and antidote bag.\Huh? It's empty.\I'd say this is a good time to stock up on supplies.\Might as well grab a bite to eat, too.\I'm dying for a cheeseburger.\No way. I want to eat in a nice restaurant.\- Cheeseburgers are nice. - Are not. response:	Will you two cut it out?
context: We have a big problem. Check out our potion and antidote bag.\Huh? It's empty.\I'd say this is a good time to stock up on supplies.\Might as well grab a bite to eat, too.\I'm dying for a cheeseburger.\No way. I want to eat in a nice restaurant.\- Cheeseburgers are nice. - Are not.\Will you two cut it out? response:	-Come on, let's go. -Fine with me.
context: Huh? It's empty.\I'd say this is a good time to stock up on supplies.\Might as well grab a bite to eat, too.\I'm dying for a cheeseburger.\No way. I want to eat in a nice restaurant.\- Cheeseburgers are nice. - Are not.\Will you two cut it out?\-Come on, let's go. -Fine with me. response:	-Come on, Pikachu. -Pika.
context: I'd say this is a good time to stock up on supplies.\Might as well grab a bite to eat, too.\I'm dying for a cheeseburger.\No way. I want to eat in a nice restaurant.\- Cheeseburgers are nice. - Are not.\Will you two cut it out?\-Come on, let's go. -Fine with me.\-Come on, Pikachu. -Pika. response:	Say, what's that rustling in those bushes?
context: Might as well grab a bite to eat, too.\I'm dying for a cheeseburger.\No way. I want to eat in a nice restaurant.\- Cheeseburgers are nice. - Are not.\Will you two cut it out?\-Come on, let's go. -Fine with me.\-Come on, Pikachu. -Pika.\Say, what's that rustling in those bushes? response:	It looks like those brats are heading into town.
context: I'm dying for a cheeseburger.\No way. I want to eat in a nice restaurant.\- Cheeseburgers are nice. - Are not.\Will you two cut it out?\-Come on, let's go. -Fine with me.\-Come on, Pikachu. -Pika.\Say, what's that rustling in those bushes?\It looks like those brats are heading into town. response:	Let's sneak ahead of them.
context: No way. I want to eat in a nice restaurant.\- Cheeseburgers are nice. - Are not.\Will you two cut it out?\-Come on, let's go. -Fine with me.\-Come on, Pikachu. -Pika.\Say, what's that rustling in those bushes?\It looks like those brats are heading into town.\Let's sneak ahead of them. response:	-Wait. Aren't we forgetting something? -Forgetting what?
context: - Cheeseburgers are nice. - Are not.\Will you two cut it out?\-Come on, let's go. -Fine with me.\-Come on, Pikachu. -Pika.\Say, what's that rustling in those bushes?\It looks like those brats are heading into town.\Let's sneak ahead of them.\-Wait. Aren't we forgetting something? -Forgetting what? response:	Hey, Meowth, catnap's over.
context: Will you two cut it out?\-Come on, let's go. -Fine with me.\-Come on, Pikachu. -Pika.\Say, what's that rustling in those bushes?\It looks like those brats are heading into town.\Let's sneak ahead of them.\-Wait. Aren't we forgetting something? -Forgetting what?\Hey, Meowth, catnap's over. response:	Get up before I lose my... Ooh. Huh.
context: -Come on, let's go. -Fine with me.\-Come on, Pikachu. -Pika.\Say, what's that rustling in those bushes?\It looks like those brats are heading into town.\Let's sneak ahead of them.\-Wait. Aren't we forgetting something? -Forgetting what?\Hey, Meowth, catnap's over.\Get up before I lose my... Ooh. Huh. response:	Argh!
context: -Come on, Pikachu. -Pika.\Say, what's that rustling in those bushes?\It looks like those brats are heading into town.\Let's sneak ahead of them.\-Wait. Aren't we forgetting something? -Forgetting what?\Hey, Meowth, catnap's over.\Get up before I lose my... Ooh. Huh.\Argh! response:	He's burning up!
context: Say, what's that rustling in those bushes?\It looks like those brats are heading into town.\Let's sneak ahead of them.\-Wait. Aren't we forgetting something? -Forgetting what?\Hey, Meowth, catnap's over.\Get up before I lose my... Ooh. Huh.\Argh!\He's burning up! response:	Ah. l don't feel so great.
context: It looks like those brats are heading into town.\Let's sneak ahead of them.\-Wait. Aren't we forgetting something? -Forgetting what?\Hey, Meowth, catnap's over.\Get up before I lose my... Ooh. Huh.\Argh!\He's burning up!\Ah. l don't feel so great. response:	Too bad we can't wait around for you to chill out.
context: Let's sneak ahead of them.\-Wait. Aren't we forgetting something? -Forgetting what?\Hey, Meowth, catnap's over.\Get up before I lose my... Ooh. Huh.\Argh!\He's burning up!\Ah. l don't feel so great.\Too bad we can't wait around for you to chill out. response:	-Hold on. -Hmm?
context: -Wait. Aren't we forgetting something? -Forgetting what?\Hey, Meowth, catnap's over.\Get up before I lose my... Ooh. Huh.\Argh!\He's burning up!\Ah. l don't feel so great.\Too bad we can't wait around for you to chill out.\-Hold on. -Hmm? response:	If we leave Meowth here, he could collapse from that fever.
context: Hey, Meowth, catnap's over.\Get up before I lose my... Ooh. Huh.\Argh!\He's burning up!\Ah. l don't feel so great.\Too bad we can't wait around for you to chill out.\-Hold on. -Hmm?\If we leave Meowth here, he could collapse from that fever. response:	Don't worry. He's still got eight more lives left.
context: Get up before I lose my... Ooh. Huh.\Argh!\He's burning up!\Ah. l don't feel so great.\Too bad we can't wait around for you to chill out.\-Hold on. -Hmm?\If we leave Meowth here, he could collapse from that fever.\Don't worry. He's still got eight more lives left. response:	That's a good point.
context: Argh!\He's burning up!\Ah. l don't feel so great.\Too bad we can't wait around for you to chill out.\-Hold on. -Hmm?\If we leave Meowth here, he could collapse from that fever.\Don't worry. He's still got eight more lives left.\That's a good point. response:	This time we're going to nab that Pikachu.
context: He's burning up!\Ah. l don't feel so great.\Too bad we can't wait around for you to chill out.\-Hold on. -Hmm?\If we leave Meowth here, he could collapse from that fever.\Don't worry. He's still got eight more lives left.\That's a good point.\This time we're going to nab that Pikachu. response:	-Pikachu for me and you. Let's go. - Hold it!
context: Ah. l don't feel so great.\Too bad we can't wait around for you to chill out.\-Hold on. -Hmm?\If we leave Meowth here, he could collapse from that fever.\Don't worry. He's still got eight more lives left.\That's a good point.\This time we're going to nab that Pikachu.\-Pikachu for me and you. Let's go. - Hold it! response:	-Hmm? -Huh?
context: Too bad we can't wait around for you to chill out.\-Hold on. -Hmm?\If we leave Meowth here, he could collapse from that fever.\Don't worry. He's still got eight more lives left.\That's a good point.\This time we're going to nab that Pikachu.\-Pikachu for me and you. Let's go. - Hold it!\-Hmm? -Huh? response:	Oh, you poor thing. You're so hot.
context: -Hold on. -Hmm?\If we leave Meowth here, he could collapse from that fever.\Don't worry. He's still got eight more lives left.\That's a good point.\This time we're going to nab that Pikachu.\-Pikachu for me and you. Let's go. - Hold it!\-Hmm? -Huh?\Oh, you poor thing. You're so hot. response:	How could you even think of abandoning your Pokemon
context: If we leave Meowth here, he could collapse from that fever.\Don't worry. He's still got eight more lives left.\That's a good point.\This time we're going to nab that Pikachu.\-Pikachu for me and you. Let's go. - Hold it!\-Hmm? -Huh?\Oh, you poor thing. You're so hot.\How could you even think of abandoning your Pokemon response:	when it's overheated like this, you irresponsible trainers?
context: Don't worry. He's still got eight more lives left.\That's a good point.\This time we're going to nab that Pikachu.\-Pikachu for me and you. Let's go. - Hold it!\-Hmm? -Huh?\Oh, you poor thing. You're so hot.\How could you even think of abandoning your Pokemon\when it's overheated like this, you irresponsible trainers? response:	-Huh? -Hmm?
context: That's a good point.\This time we're going to nab that Pikachu.\-Pikachu for me and you. Let's go. - Hold it!\-Hmm? -Huh?\Oh, you poor thing. You're so hot.\How could you even think of abandoning your Pokemon\when it's overheated like this, you irresponsible trainers?\-Huh? -Hmm? response:	-Does she think... -That we're Meowth's trainers?
context: This time we're going to nab that Pikachu.\-Pikachu for me and you. Let's go. - Hold it!\-Hmm? -Huh?\Oh, you poor thing. You're so hot.\How could you even think of abandoning your Pokemon\when it's overheated like this, you irresponsible trainers?\-Huh? -Hmm?\-Does she think... -That we're Meowth's trainers? response:	Why are you laughing?
context: -Pikachu for me and you. Let's go. - Hold it!\-Hmm? -Huh?\Oh, you poor thing. You're so hot.\How could you even think of abandoning your Pokemon\when it's overheated like this, you irresponsible trainers?\-Huh? -Hmm?\-Does she think... -That we're Meowth's trainers?\Why are you laughing? response:	You must be joking if you think we'd ever be the trainers of that thing.
context: -Hmm? -Huh?\Oh, you poor thing. You're so hot.\How could you even think of abandoning your Pokemon\when it's overheated like this, you irresponsible trainers?\-Huh? -Hmm?\-Does she think... -That we're Meowth's trainers?\Why are you laughing?\You must be joking if you think we'd ever be the trainers of that thing. response:	Don't you recognize superheroes when you see them?
context: Oh, you poor thing. You're so hot.\How could you even think of abandoning your Pokemon\when it's overheated like this, you irresponsible trainers?\-Huh? -Hmm?\-Does she think... -That we're Meowth's trainers?\Why are you laughing?\You must be joking if you think we'd ever be the trainers of that thing.\Don't you recognize superheroes when you see them? response:	You're superheroes?
context: How could you even think of abandoning your Pokemon\when it's overheated like this, you irresponsible trainers?\-Huh? -Hmm?\-Does she think... -That we're Meowth's trainers?\Why are you laughing?\You must be joking if you think we'd ever be the trainers of that thing.\Don't you recognize superheroes when you see them?\You're superheroes? response:	Sometimes we both go undercover.
context: when it's overheated like this, you irresponsible trainers?\-Huh? -Hmm?\-Does she think... -That we're Meowth's trainers?\Why are you laughing?\You must be joking if you think we'd ever be the trainers of that thing.\Don't you recognize superheroes when you see them?\You're superheroes?\Sometimes we both go undercover. response:	But our enemies soon discover.
context: -Huh? -Hmm?\-Does she think... -That we're Meowth's trainers?\Why are you laughing?\You must be joking if you think we'd ever be the trainers of that thing.\Don't you recognize superheroes when you see them?\You're superheroes?\Sometimes we both go undercover.\But our enemies soon discover. response:	We're the Team Rocket super squad.
context: -Does she think... -That we're Meowth's trainers?\Why are you laughing?\You must be joking if you think we'd ever be the trainers of that thing.\Don't you recognize superheroes when you see them?\You're superheroes?\Sometimes we both go undercover.\But our enemies soon discover.\We're the Team Rocket super squad. response:	You're super losers if you'd leave a sick Pokemon!
context: Why are you laughing?\You must be joking if you think we'd ever be the trainers of that thing.\Don't you recognize superheroes when you see them?\You're superheroes?\Sometimes we both go undercover.\But our enemies soon discover.\We're the Team Rocket super squad.\You're super losers if you'd leave a sick Pokemon! response:	-I guess you're right. -We are sorry.
context: You must be joking if you think we'd ever be the trainers of that thing.\Don't you recognize superheroes when you see them?\You're superheroes?\Sometimes we both go undercover.\But our enemies soon discover.\We're the Team Rocket super squad.\You're super losers if you'd leave a sick Pokemon!\-I guess you're right. -We are sorry. response:	Don't worry. I'll make something to cool you down.
context: Don't you recognize superheroes when you see them?\You're superheroes?\Sometimes we both go undercover.\But our enemies soon discover.\We're the Team Rocket super squad.\You're super losers if you'd leave a sick Pokemon!\-I guess you're right. -We are sorry.\Don't worry. I'll make something to cool you down. response:	Meowth.
context: You're superheroes?\Sometimes we both go undercover.\But our enemies soon discover.\We're the Team Rocket super squad.\You're super losers if you'd leave a sick Pokemon!\-I guess you're right. -We are sorry.\Don't worry. I'll make something to cool you down.\Meowth. response:	-Hmm. -Hmm.
context: Sometimes we both go undercover.\But our enemies soon discover.\We're the Team Rocket super squad.\You're super losers if you'd leave a sick Pokemon!\-I guess you're right. -We are sorry.\Don't worry. I'll make something to cool you down.\Meowth.\-Hmm. -Hmm. response:	-Here, drink this. -Thank you.
context: But our enemies soon discover.\We're the Team Rocket super squad.\You're super losers if you'd leave a sick Pokemon!\-I guess you're right. -We are sorry.\Don't worry. I'll make something to cool you down.\Meowth.\-Hmm. -Hmm.\-Here, drink this. -Thank you. response:	-Whoa. -Amazing.
context: We're the Team Rocket super squad.\You're super losers if you'd leave a sick Pokemon!\-I guess you're right. -We are sorry.\Don't worry. I'll make something to cool you down.\Meowth.\-Hmm. -Hmm.\-Here, drink this. -Thank you.\-Whoa. -Amazing. response:	It'll be fine now.
context: You're super losers if you'd leave a sick Pokemon!\-I guess you're right. -We are sorry.\Don't worry. I'll make something to cool you down.\Meowth.\-Hmm. -Hmm.\-Here, drink this. -Thank you.\-Whoa. -Amazing.\It'll be fine now. response:	Just give it one of these pills after each meal.
context: -I guess you're right. -We are sorry.\Don't worry. I'll make something to cool you down.\Meowth.\-Hmm. -Hmm.\-Here, drink this. -Thank you.\-Whoa. -Amazing.\It'll be fine now.\Just give it one of these pills after each meal. response:	-Uh, sure. -See you later.
context: Don't worry. I'll make something to cool you down.\Meowth.\-Hmm. -Hmm.\-Here, drink this. -Thank you.\-Whoa. -Amazing.\It'll be fine now.\Just give it one of these pills after each meal.\-Uh, sure. -See you later. response:	Ah, she really cared about me.
context: Meowth.\-Hmm. -Hmm.\-Here, drink this. -Thank you.\-Whoa. -Amazing.\It'll be fine now.\Just give it one of these pills after each meal.\-Uh, sure. -See you later.\Ah, she really cared about me. response:	Meowth's turning red again.
context: -Hmm. -Hmm.\-Here, drink this. -Thank you.\-Whoa. -Amazing.\It'll be fine now.\Just give it one of these pills after each meal.\-Uh, sure. -See you later.\Ah, she really cared about me.\Meowth's turning red again. response:	-Maybe it's getting sick again. -I'm not sick.
context: -Here, drink this. -Thank you.\-Whoa. -Amazing.\It'll be fine now.\Just give it one of these pills after each meal.\-Uh, sure. -See you later.\Ah, she really cared about me.\Meowth's turning red again.\-Maybe it's getting sick again. -I'm not sick. response:	-He's back... -To normal.
context: -Whoa. -Amazing.\It'll be fine now.\Just give it one of these pills after each meal.\-Uh, sure. -See you later.\Ah, she really cared about me.\Meowth's turning red again.\-Maybe it's getting sick again. -I'm not sick.\-He's back... -To normal. response:	Oh.
context: It'll be fine now.\Just give it one of these pills after each meal.\-Uh, sure. -See you later.\Ah, she really cared about me.\Meowth's turning red again.\-Maybe it's getting sick again. -I'm not sick.\-He's back... -To normal.\Oh. response:	Is anybody home? Hello?
context: Just give it one of these pills after each meal.\-Uh, sure. -See you later.\Ah, she really cared about me.\Meowth's turning red again.\-Maybe it's getting sick again. -I'm not sick.\-He's back... -To normal.\Oh.\Is anybody home? Hello? response:	Excuse me.
context: -Uh, sure. -See you later.\Ah, she really cared about me.\Meowth's turning red again.\-Maybe it's getting sick again. -I'm not sick.\-He's back... -To normal.\Oh.\Is anybody home? Hello?\Excuse me. response:	We'd like to buy some potions and antidotes.
context: Ah, she really cared about me.\Meowth's turning red again.\-Maybe it's getting sick again. -I'm not sick.\-He's back... -To normal.\Oh.\Is anybody home? Hello?\Excuse me.\We'd like to buy some potions and antidotes. response:	Got some snakeroot that'll cure insomnia and grow hair on your nose and tongue.
context: Meowth's turning red again.\-Maybe it's getting sick again. -I'm not sick.\-He's back... -To normal.\Oh.\Is anybody home? Hello?\Excuse me.\We'd like to buy some potions and antidotes.\Got some snakeroot that'll cure insomnia and grow hair on your nose and tongue. response:	-Grow hair on your nose and tongue? -Uh, does it come in a no-hair formula?
context: -Maybe it's getting sick again. -I'm not sick.\-He's back... -To normal.\Oh.\Is anybody home? Hello?\Excuse me.\We'd like to buy some potions and antidotes.\Got some snakeroot that'll cure insomnia and grow hair on your nose and tongue.\-Grow hair on your nose and tongue? -Uh, does it come in a no-hair formula? response:	Grandma, I've asked you before not to frighten the customers.
context: -He's back... -To normal.\Oh.\Is anybody home? Hello?\Excuse me.\We'd like to buy some potions and antidotes.\Got some snakeroot that'll cure insomnia and grow hair on your nose and tongue.\-Grow hair on your nose and tongue? -Uh, does it come in a no-hair formula?\Grandma, I've asked you before not to frighten the customers. response:	I didn't mean to scare anyone.
context: Oh.\Is anybody home? Hello?\Excuse me.\We'd like to buy some potions and antidotes.\Got some snakeroot that'll cure insomnia and grow hair on your nose and tongue.\-Grow hair on your nose and tongue? -Uh, does it come in a no-hair formula?\Grandma, I've asked you before not to frighten the customers.\I didn't mean to scare anyone. response:	I know, but we're here to help trainers with our miracle potions,
context: Is anybody home? Hello?\Excuse me.\We'd like to buy some potions and antidotes.\Got some snakeroot that'll cure insomnia and grow hair on your nose and tongue.\-Grow hair on your nose and tongue? -Uh, does it come in a no-hair formula?\Grandma, I've asked you before not to frighten the customers.\I didn't mean to scare anyone.\I know, but we're here to help trainers with our miracle potions, response:	-not scare them away. - Huh?
context: Excuse me.\We'd like to buy some potions and antidotes.\Got some snakeroot that'll cure insomnia and grow hair on your nose and tongue.\-Grow hair on your nose and tongue? -Uh, does it come in a no-hair formula?\Grandma, I've asked you before not to frighten the customers.\I didn't mean to scare anyone.\I know, but we're here to help trainers with our miracle potions,\-not scare them away. - Huh? response:	Uh, my name's Brock. Are you the owner of this Pokemon pharmacy?
context: We'd like to buy some potions and antidotes.\Got some snakeroot that'll cure insomnia and grow hair on your nose and tongue.\-Grow hair on your nose and tongue? -Uh, does it come in a no-hair formula?\Grandma, I've asked you before not to frighten the customers.\I didn't mean to scare anyone.\I know, but we're here to help trainers with our miracle potions,\-not scare them away. - Huh?\Uh, my name's Brock. Are you the owner of this Pokemon pharmacy? response:	Yes, with my grandma.
context: Got some snakeroot that'll cure insomnia and grow hair on your nose and tongue.\-Grow hair on your nose and tongue? -Uh, does it come in a no-hair formula?\Grandma, I've asked you before not to frighten the customers.\I didn't mean to scare anyone.\I know, but we're here to help trainers with our miracle potions,\-not scare them away. - Huh?\Uh, my name's Brock. Are you the owner of this Pokemon pharmacy?\Yes, with my grandma. response:	I'm interested in Pokemon potions. If you're not doing anything tonight,
context: -Grow hair on your nose and tongue? -Uh, does it come in a no-hair formula?\Grandma, I've asked you before not to frighten the customers.\I didn't mean to scare anyone.\I know, but we're here to help trainers with our miracle potions,\-not scare them away. - Huh?\Uh, my name's Brock. Are you the owner of this Pokemon pharmacy?\Yes, with my grandma.\I'm interested in Pokemon potions. If you're not doing anything tonight, response:	maybe we could have dinner together and talk about them.
context: Grandma, I've asked you before not to frighten the customers.\I didn't mean to scare anyone.\I know, but we're here to help trainers with our miracle potions,\-not scare them away. - Huh?\Uh, my name's Brock. Are you the owner of this Pokemon pharmacy?\Yes, with my grandma.\I'm interested in Pokemon potions. If you're not doing anything tonight,\maybe we could have dinner together and talk about them. response:	Hm. Are all three of you Pokemon trainers?
context: I didn't mean to scare anyone.\I know, but we're here to help trainers with our miracle potions,\-not scare them away. - Huh?\Uh, my name's Brock. Are you the owner of this Pokemon pharmacy?\Yes, with my grandma.\I'm interested in Pokemon potions. If you're not doing anything tonight,\maybe we could have dinner together and talk about them.\Hm. Are all three of you Pokemon trainers? response:	-Uh, well- -Instead of dinner,
context: I know, but we're here to help trainers with our miracle potions,\-not scare them away. - Huh?\Uh, my name's Brock. Are you the owner of this Pokemon pharmacy?\Yes, with my grandma.\I'm interested in Pokemon potions. If you're not doing anything tonight,\maybe we could have dinner together and talk about them.\Hm. Are all three of you Pokemon trainers?\-Uh, well- -Instead of dinner, response:	how about a Pokemon battle?
context: -not scare them away. - Huh?\Uh, my name's Brock. Are you the owner of this Pokemon pharmacy?\Yes, with my grandma.\I'm interested in Pokemon potions. If you're not doing anything tonight,\maybe we could have dinner together and talk about them.\Hm. Are all three of you Pokemon trainers?\-Uh, well- -Instead of dinner,\how about a Pokemon battle? response:	-Huh? -Okay, you can battle with me.
context: Uh, my name's Brock. Are you the owner of this Pokemon pharmacy?\Yes, with my grandma.\I'm interested in Pokemon potions. If you're not doing anything tonight,\maybe we could have dinner together and talk about them.\Hm. Are all three of you Pokemon trainers?\-Uh, well- -Instead of dinner,\how about a Pokemon battle?\-Huh? -Okay, you can battle with me. response:	That's great. We can battle out back.
context: Yes, with my grandma.\I'm interested in Pokemon potions. If you're not doing anything tonight,\maybe we could have dinner together and talk about them.\Hm. Are all three of you Pokemon trainers?\-Uh, well- -Instead of dinner,\how about a Pokemon battle?\-Huh? -Okay, you can battle with me.\That's great. We can battle out back. response:	-To protect the world from devastation. -To unite all peoples within our nation.
context: I'm interested in Pokemon potions. If you're not doing anything tonight,\maybe we could have dinner together and talk about them.\Hm. Are all three of you Pokemon trainers?\-Uh, well- -Instead of dinner,\how about a Pokemon battle?\-Huh? -Okay, you can battle with me.\That's great. We can battle out back.\-To protect the world from devastation. -To unite all peoples within our nation. response:	Yeah, well, unite all people after that girl comes out.
context: maybe we could have dinner together and talk about them.\Hm. Are all three of you Pokemon trainers?\-Uh, well- -Instead of dinner,\how about a Pokemon battle?\-Huh? -Okay, you can battle with me.\That's great. We can battle out back.\-To protect the world from devastation. -To unite all peoples within our nation.\Yeah, well, unite all people after that girl comes out. response:	- What girl? - Who do you mean?
context: Hm. Are all three of you Pokemon trainers?\-Uh, well- -Instead of dinner,\how about a Pokemon battle?\-Huh? -Okay, you can battle with me.\That's great. We can battle out back.\-To protect the world from devastation. -To unite all peoples within our nation.\Yeah, well, unite all people after that girl comes out.\- What girl? - Who do you mean? response:	That's her. It's the nice nurse.
context: -Uh, well- -Instead of dinner,\how about a Pokemon battle?\-Huh? -Okay, you can battle with me.\That's great. We can battle out back.\-To protect the world from devastation. -To unite all peoples within our nation.\Yeah, well, unite all people after that girl comes out.\- What girl? - Who do you mean?\That's her. It's the nice nurse. response:	Now, wait, Meowth.
context: how about a Pokemon battle?\-Huh? -Okay, you can battle with me.\That's great. We can battle out back.\-To protect the world from devastation. -To unite all peoples within our nation.\Yeah, well, unite all people after that girl comes out.\- What girl? - Who do you mean?\That's her. It's the nice nurse.\Now, wait, Meowth. response:	Don't forget our mission is to capture Pikachu.
context: -Huh? -Okay, you can battle with me.\That's great. We can battle out back.\-To protect the world from devastation. -To unite all peoples within our nation.\Yeah, well, unite all people after that girl comes out.\- What girl? - Who do you mean?\That's her. It's the nice nurse.\Now, wait, Meowth.\Don't forget our mission is to capture Pikachu. response:	-Huh? -She's captured my heart.
context: That's great. We can battle out back.\-To protect the world from devastation. -To unite all peoples within our nation.\Yeah, well, unite all people after that girl comes out.\- What girl? - Who do you mean?\That's her. It's the nice nurse.\Now, wait, Meowth.\Don't forget our mission is to capture Pikachu.\-Huh? -She's captured my heart. response:	Paras, Paras, Paras.
context: -To protect the world from devastation. -To unite all peoples within our nation.\Yeah, well, unite all people after that girl comes out.\- What girl? - Who do you mean?\That's her. It's the nice nurse.\Now, wait, Meowth.\Don't forget our mission is to capture Pikachu.\-Huh? -She's captured my heart.\Paras, Paras, Paras. response:	This Paras will be your opponent.
