context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: To put it simply, it's a friggin' awesome festival!\Understand now?\I see!\Or not at all!\That was a bit too simple.\Finral, explain this festival in more detail.\Huh? U-Uh, sure...\But I have seniority... response:	As you all know, the Wizard King awards stars
context: Understand now?\I see!\Or not at all!\That was a bit too simple.\Finral, explain this festival in more detail.\Huh? U-Uh, sure...\But I have seniority...\As you all know, the Wizard King awards stars response:	to Magic Knights Squads to recognize their achievements.
context: I see!\Or not at all!\That was a bit too simple.\Finral, explain this festival in more detail.\Huh? U-Uh, sure...\But I have seniority...\As you all know, the Wizard King awards stars\to Magic Knights Squads to recognize their achievements. response:	All of the squads compete to see who can get the most stars.
context: Or not at all!\That was a bit too simple.\Finral, explain this festival in more detail.\Huh? U-Uh, sure...\But I have seniority...\As you all know, the Wizard King awards stars\to Magic Knights Squads to recognize their achievements.\All of the squads compete to see who can get the most stars. response:	Then they announce the number of stars won in a year
context: That was a bit too simple.\Finral, explain this festival in more detail.\Huh? U-Uh, sure...\But I have seniority...\As you all know, the Wizard King awards stars\to Magic Knights Squads to recognize their achievements.\All of the squads compete to see who can get the most stars.\Then they announce the number of stars won in a year response:	and determine the top squad for that year. That's what this festival is.
context: Finral, explain this festival in more detail.\Huh? U-Uh, sure...\But I have seniority...\As you all know, the Wizard King awards stars\to Magic Knights Squads to recognize their achievements.\All of the squads compete to see who can get the most stars.\Then they announce the number of stars won in a year\and determine the top squad for that year. That's what this festival is. response:	Heck yeah! Let's shoot for number one!
context: Huh? U-Uh, sure...\But I have seniority...\As you all know, the Wizard King awards stars\to Magic Knights Squads to recognize their achievements.\All of the squads compete to see who can get the most stars.\Then they announce the number of stars won in a year\and determine the top squad for that year. That's what this festival is.\Heck yeah! Let's shoot for number one! response:	Considering how much trouble our squad causes each year,
context: But I have seniority...\As you all know, the Wizard King awards stars\to Magic Knights Squads to recognize their achievements.\All of the squads compete to see who can get the most stars.\Then they announce the number of stars won in a year\and determine the top squad for that year. That's what this festival is.\Heck yeah! Let's shoot for number one!\Considering how much trouble our squad causes each year, response:	I'm sure we're always fighting for last place.
context: As you all know, the Wizard King awards stars\to Magic Knights Squads to recognize their achievements.\All of the squads compete to see who can get the most stars.\Then they announce the number of stars won in a year\and determine the top squad for that year. That's what this festival is.\Heck yeah! Let's shoot for number one!\Considering how much trouble our squad causes each year,\I'm sure we're always fighting for last place. response:	Nope!
context: to Magic Knights Squads to recognize their achievements.\All of the squads compete to see who can get the most stars.\Then they announce the number of stars won in a year\and determine the top squad for that year. That's what this festival is.\Heck yeah! Let's shoot for number one!\Considering how much trouble our squad causes each year,\I'm sure we're always fighting for last place.\Nope! response:	Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50
context: All of the squads compete to see who can get the most stars.\Then they announce the number of stars won in a year\and determine the top squad for that year. That's what this festival is.\Heck yeah! Let's shoot for number one!\Considering how much trouble our squad causes each year,\I'm sure we're always fighting for last place.\Nope!\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50 response:	We're dead last, without contest.
context: Then they announce the number of stars won in a year\and determine the top squad for that year. That's what this festival is.\Heck yeah! Let's shoot for number one!\Considering how much trouble our squad causes each year,\I'm sure we're always fighting for last place.\Nope!\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\We're dead last, without contest. response:	I mean, we're the only squad in the negative.
context: and determine the top squad for that year. That's what this festival is.\Heck yeah! Let's shoot for number one!\Considering how much trouble our squad causes each year,\I'm sure we're always fighting for last place.\Nope!\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\We're dead last, without contest.\I mean, we're the only squad in the negative. response:	What?! We're causing way too much trouble, then!
context: Heck yeah! Let's shoot for number one!\Considering how much trouble our squad causes each year,\I'm sure we're always fighting for last place.\Nope!\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\We're dead last, without contest.\I mean, we're the only squad in the negative.\What?! We're causing way too much trouble, then! response:	Also, this festival is held in full view of the public,
context: Considering how much trouble our squad causes each year,\I'm sure we're always fighting for last place.\Nope!\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\We're dead last, without contest.\I mean, we're the only squad in the negative.\What?! We're causing way too much trouble, then!\Also, this festival is held in full view of the public, response:	and is the biggest, most-loved festival of the year.
context: I'm sure we're always fighting for last place.\Nope!\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\We're dead last, without contest.\I mean, we're the only squad in the negative.\What?! We're causing way too much trouble, then!\Also, this festival is held in full view of the public,\and is the biggest, most-loved festival of the year. response:	And it's called...
context: Nope!\Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\We're dead last, without contest.\I mean, we're the only squad in the negative.\What?! We're causing way too much trouble, then!\Also, this festival is held in full view of the public,\and is the biggest, most-loved festival of the year.\And it's called... response:	The
context: Last Year's Star Numbers 1: Golden Dawn 96 2: Crimson Lion Kings 93 3: Silver Eagles 88 4: Purple Orcas 74 5: Blue Rose Knights 72 6: Green Praying Mantises 65 7: Aqua Deer 53 8: Coral Peacocks 51 9: Black Bulls -50\We're dead last, without contest.\I mean, we're the only squad in the negative.\What?! We're causing way too much trouble, then!\Also, this festival is held in full view of the public,\and is the biggest, most-loved festival of the year.\And it's called...\The response:	Raging Bull
context: We're dead last, without contest.\I mean, we're the only squad in the negative.\What?! We're causing way too much trouble, then!\Also, this festival is held in full view of the public,\and is the biggest, most-loved festival of the year.\And it's called...\The\Raging Bull response:	Star
context: I mean, we're the only squad in the negative.\What?! We're causing way too much trouble, then!\Also, this festival is held in full view of the public,\and is the biggest, most-loved festival of the year.\And it's called...\The\Raging Bull\Star response:	Festival
context: What?! We're causing way too much trouble, then!\Also, this festival is held in full view of the public,\and is the biggest, most-loved festival of the year.\And it's called...\The\Raging Bull\Star\Festival response:	Festival
context: Also, this festival is held in full view of the public,\and is the biggest, most-loved festival of the year.\And it's called...\The\Raging Bull\Star\Festival\Festival response:	The Star Festival
context: and is the biggest, most-loved festival of the year.\And it's called...\The\Raging Bull\Star\Festival\Festival\The Star Festival response:	Festival
context: And it's called...\The\Raging Bull\Star\Festival\Festival\The Star Festival\Festival response:	Whoo! Mister Yami!
context: The\Raging Bull\Star\Festival\Festival\The Star Festival\Festival\Whoo! Mister Yami! response:	He's really into this! Captain Yami is surprisingly into this!
context: Raging Bull\Star\Festival\Festival\The Star Festival\Festival\Whoo! Mister Yami!\He's really into this! Captain Yami is surprisingly into this! response:	Right. I can never get into this stupid festival, but let's go.
context: Star\Festival\Festival\The Star Festival\Festival\Whoo! Mister Yami!\He's really into this! Captain Yami is surprisingly into this!\Right. I can never get into this stupid festival, but let's go. response:	Yet you're dressed like that?
context: Festival\Festival\The Star Festival\Festival\Whoo! Mister Yami!\He's really into this! Captain Yami is surprisingly into this!\Right. I can never get into this stupid festival, but let's go.\Yet you're dressed like that? response:	I'll go with you, Mister Yami!
context: Festival\The Star Festival\Festival\Whoo! Mister Yami!\He's really into this! Captain Yami is surprisingly into this!\Right. I can never get into this stupid festival, but let's go.\Yet you're dressed like that?\I'll go with you, Mister Yami! response:	Festival! Festival! Festival! Festival!
context: The Star Festival\Festival\Whoo! Mister Yami!\He's really into this! Captain Yami is surprisingly into this!\Right. I can never get into this stupid festival, but let's go.\Yet you're dressed like that?\I'll go with you, Mister Yami!\Festival! Festival! Festival! Festival! response:	Girls! Girls! Girls! Girls!
context: Festival\Whoo! Mister Yami!\He's really into this! Captain Yami is surprisingly into this!\Right. I can never get into this stupid festival, but let's go.\Yet you're dressed like that?\I'll go with you, Mister Yami!\Festival! Festival! Festival! Festival!\Girls! Girls! Girls! Girls! response:	Oh, sorry to interrupt, but Finral...
context: Whoo! Mister Yami!\He's really into this! Captain Yami is surprisingly into this!\Right. I can never get into this stupid festival, but let's go.\Yet you're dressed like that?\I'll go with you, Mister Yami!\Festival! Festival! Festival! Festival!\Girls! Girls! Girls! Girls!\Oh, sorry to interrupt, but Finral... response:	Girls! Girls! Girls... hm?
context: He's really into this! Captain Yami is surprisingly into this!\Right. I can never get into this stupid festival, but let's go.\Yet you're dressed like that?\I'll go with you, Mister Yami!\Festival! Festival! Festival! Festival!\Girls! Girls! Girls! Girls!\Oh, sorry to interrupt, but Finral...\Girls! Girls! Girls... hm? response:	There are some people I'd like you to bring with us.
context: Right. I can never get into this stupid festival, but let's go.\Yet you're dressed like that?\I'll go with you, Mister Yami!\Festival! Festival! Festival! Festival!\Girls! Girls! Girls! Girls!\Oh, sorry to interrupt, but Finral...\Girls! Girls! Girls... hm?\There are some people I'd like you to bring with us. response:	This is awesome!
context: Yet you're dressed like that?\I'll go with you, Mister Yami!\Festival! Festival! Festival! Festival!\Girls! Girls! Girls! Girls!\Oh, sorry to interrupt, but Finral...\Girls! Girls! Girls... hm?\There are some people I'd like you to bring with us.\This is awesome! response:	All right! Go live it up, you dumbasses!
context: I'll go with you, Mister Yami!\Festival! Festival! Festival! Festival!\Girls! Girls! Girls! Girls!\Oh, sorry to interrupt, but Finral...\Girls! Girls! Girls... hm?\There are some people I'd like you to bring with us.\This is awesome!\All right! Go live it up, you dumbasses! response:	Raging Bull
context: Festival! Festival! Festival! Festival!\Girls! Girls! Girls! Girls!\Oh, sorry to interrupt, but Finral...\Girls! Girls! Girls... hm?\There are some people I'd like you to bring with us.\This is awesome!\All right! Go live it up, you dumbasses!\Raging Bull response:	Festival
context: Girls! Girls! Girls! Girls!\Oh, sorry to interrupt, but Finral...\Girls! Girls! Girls... hm?\There are some people I'd like you to bring with us.\This is awesome!\All right! Go live it up, you dumbasses!\Raging Bull\Festival response:	There's still time before they announce the rankings!
context: Oh, sorry to interrupt, but Finral...\Girls! Girls! Girls... hm?\There are some people I'd like you to bring with us.\This is awesome!\All right! Go live it up, you dumbasses!\Raging Bull\Festival\There's still time before they announce the rankings! response:	Woohoo! I'm drinking tonight!
context: Girls! Girls! Girls... hm?\There are some people I'd like you to bring with us.\This is awesome!\All right! Go live it up, you dumbasses!\Raging Bull\Festival\There's still time before they announce the rankings!\Woohoo! I'm drinking tonight! response:	I'm gonna go get some food, too.
context: There are some people I'd like you to bring with us.\This is awesome!\All right! Go live it up, you dumbasses!\Raging Bull\Festival\There's still time before they announce the rankings!\Woohoo! I'm drinking tonight!\I'm gonna go get some food, too. response:	I wonder what I should get for Marie.
context: This is awesome!\All right! Go live it up, you dumbasses!\Raging Bull\Festival\There's still time before they announce the rankings!\Woohoo! I'm drinking tonight!\I'm gonna go get some food, too.\I wonder what I should get for Marie. response:	I wonder if there's anyone strong around.
context: All right! Go live it up, you dumbasses!\Raging Bull\Festival\There's still time before they announce the rankings!\Woohoo! I'm drinking tonight!\I'm gonna go get some food, too.\I wonder what I should get for Marie.\I wonder if there's anyone strong around. response:	Hey...
context: Raging Bull\Festival\There's still time before they announce the rankings!\Woohoo! I'm drinking tonight!\I'm gonna go get some food, too.\I wonder what I should get for Marie.\I wonder if there's anyone strong around.\Hey... response:	Where'd you buy that funny-looking mask?
context: Festival\There's still time before they announce the rankings!\Woohoo! I'm drinking tonight!\I'm gonna go get some food, too.\I wonder what I should get for Marie.\I wonder if there's anyone strong around.\Hey...\Where'd you buy that funny-looking mask? response:	This is my face.
context: There's still time before they announce the rankings!\Woohoo! I'm drinking tonight!\I'm gonna go get some food, too.\I wonder what I should get for Marie.\I wonder if there's anyone strong around.\Hey...\Where'd you buy that funny-looking mask?\This is my face. response:	Stop that!
context: Woohoo! I'm drinking tonight!\I'm gonna go get some food, too.\I wonder what I should get for Marie.\I wonder if there's anyone strong around.\Hey...\Where'd you buy that funny-looking mask?\This is my face.\Stop that! response:	I'm super excited!
context: I'm gonna go get some food, too.\I wonder what I should get for Marie.\I wonder if there's anyone strong around.\Hey...\Where'd you buy that funny-looking mask?\This is my face.\Stop that!\I'm super excited! response:	I wish I could show this to everyone back in Hage!
context: I wonder what I should get for Marie.\I wonder if there's anyone strong around.\Hey...\Where'd you buy that funny-looking mask?\This is my face.\Stop that!\I'm super excited!\I wish I could show this to everyone back in Hage! response:	Don't get so excited that you end up getting lost.
context: I wonder if there's anyone strong around.\Hey...\Where'd you buy that funny-looking mask?\This is my face.\Stop that!\I'm super excited!\I wish I could show this to everyone back in Hage!\Don't get so excited that you end up getting lost. response:	W-Well, I guess I'd better go around with you.
context: Hey...\Where'd you buy that funny-looking mask?\This is my face.\Stop that!\I'm super excited!\I wish I could show this to everyone back in Hage!\Don't get so excited that you end up getting lost.\W-Well, I guess I'd better go around with you. response:	Hey!
context: Where'd you buy that funny-looking mask?\This is my face.\Stop that!\I'm super excited!\I wish I could show this to everyone back in Hage!\Don't get so excited that you end up getting lost.\W-Well, I guess I'd better go around with you.\Hey! response:	Oh, there they are!
context: This is my face.\Stop that!\I'm super excited!\I wish I could show this to everyone back in Hage!\Don't get so excited that you end up getting lost.\W-Well, I guess I'd better go around with you.\Hey!\Oh, there they are! response:	Kahono! Kiato!
context: Stop that!\I'm super excited!\I wish I could show this to everyone back in Hage!\Don't get so excited that you end up getting lost.\W-Well, I guess I'd better go around with you.\Hey!\Oh, there they are!\Kahono! Kiato! response:	I've missed you guys!
context: I'm super excited!\I wish I could show this to everyone back in Hage!\Don't get so excited that you end up getting lost.\W-Well, I guess I'd better go around with you.\Hey!\Oh, there they are!\Kahono! Kiato!\I've missed you guys! response:	Asta! You're looking great!
context: I wish I could show this to everyone back in Hage!\Don't get so excited that you end up getting lost.\W-Well, I guess I'd better go around with you.\Hey!\Oh, there they are!\Kahono! Kiato!\I've missed you guys!\Asta! You're looking great! response:	Yeah!
context: Don't get so excited that you end up getting lost.\W-Well, I guess I'd better go around with you.\Hey!\Oh, there they are!\Kahono! Kiato!\I've missed you guys!\Asta! You're looking great!\Yeah! response:	What brings you here, though?
context: W-Well, I guess I'd better go around with you.\Hey!\Oh, there they are!\Kahono! Kiato!\I've missed you guys!\Asta! You're looking great!\Yeah!\What brings you here, though? response:	I had Finral bring them over.
context: Hey!\Oh, there they are!\Kahono! Kiato!\I've missed you guys!\Asta! You're looking great!\Yeah!\What brings you here, though?\I had Finral bring them over. response:	Always happy to help out one of my adorable juniors.
context: Oh, there they are!\Kahono! Kiato!\I've missed you guys!\Asta! You're looking great!\Yeah!\What brings you here, though?\I had Finral bring them over.\Always happy to help out one of my adorable juniors. response:	Now, if you'll excuse me, I've got some ka yute girls waiting for me.
context: Kahono! Kiato!\I've missed you guys!\Asta! You're looking great!\Yeah!\What brings you here, though?\I had Finral bring them over.\Always happy to help out one of my adorable juniors.\Now, if you'll excuse me, I've got some ka yute girls waiting for me. response:	Flirty, flirty, flirt!
context: I've missed you guys!\Asta! You're looking great!\Yeah!\What brings you here, though?\I had Finral bring them over.\Always happy to help out one of my adorable juniors.\Now, if you'll excuse me, I've got some ka yute girls waiting for me.\Flirty, flirty, flirt! response:	So this is what a festival in a surface city is like!
context: Asta! You're looking great!\Yeah!\What brings you here, though?\I had Finral bring them over.\Always happy to help out one of my adorable juniors.\Now, if you'll excuse me, I've got some ka yute girls waiting for me.\Flirty, flirty, flirt!\So this is what a festival in a surface city is like! response:	It's amazing!
context: Yeah!\What brings you here, though?\I had Finral bring them over.\Always happy to help out one of my adorable juniors.\Now, if you'll excuse me, I've got some ka yute girls waiting for me.\Flirty, flirty, flirt!\So this is what a festival in a surface city is like!\It's amazing! response:	I'm already grateful enough that you guys saved the Underwater Temple
context: What brings you here, though?\I had Finral bring them over.\Always happy to help out one of my adorable juniors.\Now, if you'll excuse me, I've got some ka yute girls waiting for me.\Flirty, flirty, flirt!\So this is what a festival in a surface city is like!\It's amazing!\I'm already grateful enough that you guys saved the Underwater Temple response:	from those terrifying Eye of the Midnight Sun guys.
context: I had Finral bring them over.\Always happy to help out one of my adorable juniors.\Now, if you'll excuse me, I've got some ka yute girls waiting for me.\Flirty, flirty, flirt!\So this is what a festival in a surface city is like!\It's amazing!\I'm already grateful enough that you guys saved the Underwater Temple\from those terrifying Eye of the Midnight Sun guys. response:	Thanks for inviting us, Asta.
context: Always happy to help out one of my adorable juniors.\Now, if you'll excuse me, I've got some ka yute girls waiting for me.\Flirty, flirty, flirt!\So this is what a festival in a surface city is like!\It's amazing!\I'm already grateful enough that you guys saved the Underwater Temple\from those terrifying Eye of the Midnight Sun guys.\Thanks for inviting us, Asta. response:	And there's my beautiful goddess!
context: Now, if you'll excuse me, I've got some ka yute girls waiting for me.\Flirty, flirty, flirt!\So this is what a festival in a surface city is like!\It's amazing!\I'm already grateful enough that you guys saved the Underwater Temple\from those terrifying Eye of the Midnight Sun guys.\Thanks for inviting us, Asta.\And there's my beautiful goddess! response:	Kahono, you still can't talk, so don't get too excited.
context: Flirty, flirty, flirt!\So this is what a festival in a surface city is like!\It's amazing!\I'm already grateful enough that you guys saved the Underwater Temple\from those terrifying Eye of the Midnight Sun guys.\Thanks for inviting us, Asta.\And there's my beautiful goddess!\Kahono, you still can't talk, so don't get too excited. response:	I'm sure Kahono really wants to sing.
context: So this is what a festival in a surface city is like!\It's amazing!\I'm already grateful enough that you guys saved the Underwater Temple\from those terrifying Eye of the Midnight Sun guys.\Thanks for inviting us, Asta.\And there's my beautiful goddess!\Kahono, you still can't talk, so don't get too excited.\I'm sure Kahono really wants to sing. response:	And I...
context: It's amazing!\I'm already grateful enough that you guys saved the Underwater Temple\from those terrifying Eye of the Midnight Sun guys.\Thanks for inviting us, Asta.\And there's my beautiful goddess!\Kahono, you still can't talk, so don't get too excited.\I'm sure Kahono really wants to sing.\And I... response:	Kiato, did you bring your leg?
context: I'm already grateful enough that you guys saved the Underwater Temple\from those terrifying Eye of the Midnight Sun guys.\Thanks for inviting us, Asta.\And there's my beautiful goddess!\Kahono, you still can't talk, so don't get too excited.\I'm sure Kahono really wants to sing.\And I...\Kiato, did you bring your leg? response:	Huh? Yeah...
context: from those terrifying Eye of the Midnight Sun guys.\Thanks for inviting us, Asta.\And there's my beautiful goddess!\Kahono, you still can't talk, so don't get too excited.\I'm sure Kahono really wants to sing.\And I...\Kiato, did you bring your leg?\Huh? Yeah... response:	We preserved it with water magic. Why do you ask?
context: Thanks for inviting us, Asta.\And there's my beautiful goddess!\Kahono, you still can't talk, so don't get too excited.\I'm sure Kahono really wants to sing.\And I...\Kiato, did you bring your leg?\Huh? Yeah...\We preserved it with water magic. Why do you ask? response:	Good.
context: And there's my beautiful goddess!\Kahono, you still can't talk, so don't get too excited.\I'm sure Kahono really wants to sing.\And I...\Kiato, did you bring your leg?\Huh? Yeah...\We preserved it with water magic. Why do you ask?\Good. response:	In that case...
context: Kahono, you still can't talk, so don't get too excited.\I'm sure Kahono really wants to sing.\And I...\Kiato, did you bring your leg?\Huh? Yeah...\We preserved it with water magic. Why do you ask?\Good.\In that case... response:	My leg!
context: I'm sure Kahono really wants to sing.\And I...\Kiato, did you bring your leg?\Huh? Yeah...\We preserved it with water magic. Why do you ask?\Good.\In that case...\My leg! response:	Awesome! We got secret witch spells from the Queen of Witches,
context: And I...\Kiato, did you bring your leg?\Huh? Yeah...\We preserved it with water magic. Why do you ask?\Good.\In that case...\My leg!\Awesome! We got secret witch spells from the Queen of Witches, response:	and that was one of her healing spells!
context: Kiato, did you bring your leg?\Huh? Yeah...\We preserved it with water magic. Why do you ask?\Good.\In that case...\My leg!\Awesome! We got secret witch spells from the Queen of Witches,\and that was one of her healing spells! response:	This is amazing!
context: Huh? Yeah...\We preserved it with water magic. Why do you ask?\Good.\In that case...\My leg!\Awesome! We got secret witch spells from the Queen of Witches,\and that was one of her healing spells!\This is amazing! response:	I can dance! Just like before!
context: We preserved it with water magic. Why do you ask?\Good.\In that case...\My leg!\Awesome! We got secret witch spells from the Queen of Witches,\and that was one of her healing spells!\This is amazing!\I can dance! Just like before! response:	No...elle?
context: Good.\In that case...\My leg!\Awesome! We got secret witch spells from the Queen of Witches,\and that was one of her healing spells!\This is amazing!\I can dance! Just like before!\No...elle? response:	My voice... I can talk!
context: In that case...\My leg!\Awesome! We got secret witch spells from the Queen of Witches,\and that was one of her healing spells!\This is amazing!\I can dance! Just like before!\No...elle?\My voice... I can talk! response:	sing again!
context: My leg!\Awesome! We got secret witch spells from the Queen of Witches,\and that was one of her healing spells!\This is amazing!\I can dance! Just like before!\No...elle?\My voice... I can talk!\sing again! response:	Noelle!
context: Awesome! We got secret witch spells from the Queen of Witches,\and that was one of her healing spells!\This is amazing!\I can dance! Just like before!\No...elle?\My voice... I can talk!\sing again!\Noelle! response:	Thank you!
context: and that was one of her healing spells!\This is amazing!\I can dance! Just like before!\No...elle?\My voice... I can talk!\sing again!\Noelle!\Thank you! response:	Kahono!
