context: Why did you... kill her? response:	She was pregnant...
context: They can't wait for us to be done!\We have to get out of here first!\Stay back!\Are you sure you don't want me to fight?\I'm sorry...\There's no mistake.\The Corpseless brought the Corpses here.\The damned jinxes. response:	I don't want the Corpseless here.
context: We have to get out of here first!\Stay back!\Are you sure you don't want me to fight?\I'm sorry...\There's no mistake.\The Corpseless brought the Corpses here.\The damned jinxes.\I don't want the Corpseless here. response:	We should be throwing them off the train!
context: Stay back!\Are you sure you don't want me to fight?\I'm sorry...\There's no mistake.\The Corpseless brought the Corpses here.\The damned jinxes.\I don't want the Corpseless here.\We should be throwing them off the train! response:	This has all failed so miserably.
context: Are you sure you don't want me to fight?\I'm sorry...\There's no mistake.\The Corpseless brought the Corpses here.\The damned jinxes.\I don't want the Corpseless here.\We should be throwing them off the train!\This has all failed so miserably. response:	That's not true.
context: I'm sorry...\There's no mistake.\The Corpseless brought the Corpses here.\The damned jinxes.\I don't want the Corpseless here.\We should be throwing them off the train!\This has all failed so miserably.\That's not true. response:	Don't worry, there are no bite marks.
context: There's no mistake.\The Corpseless brought the Corpses here.\The damned jinxes.\I don't want the Corpseless here.\We should be throwing them off the train!\This has all failed so miserably.\That's not true.\Don't worry, there are no bite marks. response:	Thank you.
context: The Corpseless brought the Corpses here.\The damned jinxes.\I don't want the Corpseless here.\We should be throwing them off the train!\This has all failed so miserably.\That's not true.\Don't worry, there are no bite marks.\Thank you. response:	I wish I could have a sweet bun...
context: The damned jinxes.\I don't want the Corpseless here.\We should be throwing them off the train!\This has all failed so miserably.\That's not true.\Don't worry, there are no bite marks.\Thank you.\I wish I could have a sweet bun... response:	Is Ayame-sama here?!
context: I don't want the Corpseless here.\We should be throwing them off the train!\This has all failed so miserably.\That's not true.\Don't worry, there are no bite marks.\Thank you.\I wish I could have a sweet bun...\Is Ayame-sama here?! response:	I do not see her.
context: We should be throwing them off the train!\This has all failed so miserably.\That's not true.\Don't worry, there are no bite marks.\Thank you.\I wish I could have a sweet bun...\Is Ayame-sama here?!\I do not see her. response:	I shall be there shortly!
context: This has all failed so miserably.\That's not true.\Don't worry, there are no bite marks.\Thank you.\I wish I could have a sweet bun...\Is Ayame-sama here?!\I do not see her.\I shall be there shortly! response:	What now?
context: That's not true.\Don't worry, there are no bite marks.\Thank you.\I wish I could have a sweet bun...\Is Ayame-sama here?!\I do not see her.\I shall be there shortly!\What now? response:	Be strong.
context: Don't worry, there are no bite marks.\Thank you.\I wish I could have a sweet bun...\Is Ayame-sama here?!\I do not see her.\I shall be there shortly!\What now?\Be strong. response:	How are you going to take responsibility for this unmitigated disaster?
context: Thank you.\I wish I could have a sweet bun...\Is Ayame-sama here?!\I do not see her.\I shall be there shortly!\What now?\Be strong.\How are you going to take responsibility for this unmitigated disaster? response:	This is what happens when you trust the Corpseless!
context: I wish I could have a sweet bun...\Is Ayame-sama here?!\I do not see her.\I shall be there shortly!\What now?\Be strong.\How are you going to take responsibility for this unmitigated disaster?\This is what happens when you trust the Corpseless! response:	Watch your tongue!
context: Is Ayame-sama here?!\I do not see her.\I shall be there shortly!\What now?\Be strong.\How are you going to take responsibility for this unmitigated disaster?\This is what happens when you trust the Corpseless!\Watch your tongue! response:	You are addressing the Yomokawa heir!
context: I do not see her.\I shall be there shortly!\What now?\Be strong.\How are you going to take responsibility for this unmitigated disaster?\This is what happens when you trust the Corpseless!\Watch your tongue!\You are addressing the Yomokawa heir! response:	The people are uneasy.
context: I shall be there shortly!\What now?\Be strong.\How are you going to take responsibility for this unmitigated disaster?\This is what happens when you trust the Corpseless!\Watch your tongue!\You are addressing the Yomokawa heir!\The people are uneasy. response:	They feel it may be too dangerous to leave the Iron Fortress in your hands.
context: What now?\Be strong.\How are you going to take responsibility for this unmitigated disaster?\This is what happens when you trust the Corpseless!\Watch your tongue!\You are addressing the Yomokawa heir!\The people are uneasy.\They feel it may be too dangerous to leave the Iron Fortress in your hands. response:	You bastard!
context: Be strong.\How are you going to take responsibility for this unmitigated disaster?\This is what happens when you trust the Corpseless!\Watch your tongue!\You are addressing the Yomokawa heir!\The people are uneasy.\They feel it may be too dangerous to leave the Iron Fortress in your hands.\You bastard! response:	How dare you!
context: How are you going to take responsibility for this unmitigated disaster?\This is what happens when you trust the Corpseless!\Watch your tongue!\You are addressing the Yomokawa heir!\The people are uneasy.\They feel it may be too dangerous to leave the Iron Fortress in your hands.\You bastard!\How dare you! response:	Indeed...
context: This is what happens when you trust the Corpseless!\Watch your tongue!\You are addressing the Yomokawa heir!\The people are uneasy.\They feel it may be too dangerous to leave the Iron Fortress in your hands.\You bastard!\How dare you!\Indeed... response:	Yes, it may be true that I am lacking.
context: Watch your tongue!\You are addressing the Yomokawa heir!\The people are uneasy.\They feel it may be too dangerous to leave the Iron Fortress in your hands.\You bastard!\How dare you!\Indeed...\Yes, it may be true that I am lacking. response:	Ayame-sama.
context: You are addressing the Yomokawa heir!\The people are uneasy.\They feel it may be too dangerous to leave the Iron Fortress in your hands.\You bastard!\How dare you!\Indeed...\Yes, it may be true that I am lacking.\Ayame-sama. response:	So you will admit to it.
context: The people are uneasy.\They feel it may be too dangerous to leave the Iron Fortress in your hands.\You bastard!\How dare you!\Indeed...\Yes, it may be true that I am lacking.\Ayame-sama.\So you will admit to it. response:	Then please hand over the master key.
context: They feel it may be too dangerous to leave the Iron Fortress in your hands.\You bastard!\How dare you!\Indeed...\Yes, it may be true that I am lacking.\Ayame-sama.\So you will admit to it.\Then please hand over the master key. response:	We will be taking control of the Iron Fortress now.
context: You bastard!\How dare you!\Indeed...\Yes, it may be true that I am lacking.\Ayame-sama.\So you will admit to it.\Then please hand over the master key.\We will be taking control of the Iron Fortress now. response:	Engineer!
context: How dare you!\Indeed...\Yes, it may be true that I am lacking.\Ayame-sama.\So you will admit to it.\Then please hand over the master key.\We will be taking control of the Iron Fortress now.\Engineer! response:	Change course for the mountains.
context: Indeed...\Yes, it may be true that I am lacking.\Ayame-sama.\So you will admit to it.\Then please hand over the master key.\We will be taking control of the Iron Fortress now.\Engineer!\Change course for the mountains. response:	The mountains are dangerous!
context: Yes, it may be true that I am lacking.\Ayame-sama.\So you will admit to it.\Then please hand over the master key.\We will be taking control of the Iron Fortress now.\Engineer!\Change course for the mountains.\The mountains are dangerous! response:	It's surrounded by high ground, and more vulnerable to Corpses attacks!
context: Ayame-sama.\So you will admit to it.\Then please hand over the master key.\We will be taking control of the Iron Fortress now.\Engineer!\Change course for the mountains.\The mountains are dangerous!\It's surrounded by high ground, and more vulnerable to Corpses attacks! response:	It's the faster way to Diamond Citadel.
context: So you will admit to it.\Then please hand over the master key.\We will be taking control of the Iron Fortress now.\Engineer!\Change course for the mountains.\The mountains are dangerous!\It's surrounded by high ground, and more vulnerable to Corpses attacks!\It's the faster way to Diamond Citadel. response:	So much for Corpseless ...
context: Then please hand over the master key.\We will be taking control of the Iron Fortress now.\Engineer!\Change course for the mountains.\The mountains are dangerous!\It's surrounded by high ground, and more vulnerable to Corpses attacks!\It's the faster way to Diamond Citadel.\So much for Corpseless ... response:	Some Corpseless I am...
context: We will be taking control of the Iron Fortress now.\Engineer!\Change course for the mountains.\The mountains are dangerous!\It's surrounded by high ground, and more vulnerable to Corpses attacks!\It's the faster way to Diamond Citadel.\So much for Corpseless ...\Some Corpseless I am... response:	In the end I'm just a Corpse!
context: Engineer!\Change course for the mountains.\The mountains are dangerous!\It's surrounded by high ground, and more vulnerable to Corpses attacks!\It's the faster way to Diamond Citadel.\So much for Corpseless ...\Some Corpseless I am...\In the end I'm just a Corpse! response:	You're hungry, aren't you?
context: Change course for the mountains.\The mountains are dangerous!\It's surrounded by high ground, and more vulnerable to Corpses attacks!\It's the faster way to Diamond Citadel.\So much for Corpseless ...\Some Corpseless I am...\In the end I'm just a Corpse!\You're hungry, aren't you? response:	I'm starving too.
context: The mountains are dangerous!\It's surrounded by high ground, and more vulnerable to Corpses attacks!\It's the faster way to Diamond Citadel.\So much for Corpseless ...\Some Corpseless I am...\In the end I'm just a Corpse!\You're hungry, aren't you?\I'm starving too. response:	Stop!
context: It's surrounded by high ground, and more vulnerable to Corpses attacks!\It's the faster way to Diamond Citadel.\So much for Corpseless ...\Some Corpseless I am...\In the end I'm just a Corpse!\You're hungry, aren't you?\I'm starving too.\Stop! response:	Takumi!
context: It's the faster way to Diamond Citadel.\So much for Corpseless ...\Some Corpseless I am...\In the end I'm just a Corpse!\You're hungry, aren't you?\I'm starving too.\Stop!\Takumi! response:	We dont want any Corpseless lovers!
context: So much for Corpseless ...\Some Corpseless I am...\In the end I'm just a Corpse!\You're hungry, aren't you?\I'm starving too.\Stop!\Takumi!\We dont want any Corpseless lovers! response:	Did you forget you got saved by these Corpseless s?
context: Some Corpseless I am...\In the end I'm just a Corpse!\You're hungry, aren't you?\I'm starving too.\Stop!\Takumi!\We dont want any Corpseless lovers!\Did you forget you got saved by these Corpseless s? response:	Why me too?
context: In the end I'm just a Corpse!\You're hungry, aren't you?\I'm starving too.\Stop!\Takumi!\We dont want any Corpseless lovers!\Did you forget you got saved by these Corpseless s?\Why me too? response:	Hurry up and get inside now!
context: You're hungry, aren't you?\I'm starving too.\Stop!\Takumi!\We dont want any Corpseless lovers!\Did you forget you got saved by these Corpseless s?\Why me too?\Hurry up and get inside now! response:	You've got to be kidding me.
context: I'm starving too.\Stop!\Takumi!\We dont want any Corpseless lovers!\Did you forget you got saved by these Corpseless s?\Why me too?\Hurry up and get inside now!\You've got to be kidding me. response:	Stay back, Takumi!
context: Stop!\Takumi!\We dont want any Corpseless lovers!\Did you forget you got saved by these Corpseless s?\Why me too?\Hurry up and get inside now!\You've got to be kidding me.\Stay back, Takumi! response:	I might be a Corpse!
context: Takumi!\We dont want any Corpseless lovers!\Did you forget you got saved by these Corpseless s?\Why me too?\Hurry up and get inside now!\You've got to be kidding me.\Stay back, Takumi!\I might be a Corpse! response:	Seems like it.
context: We dont want any Corpseless lovers!\Did you forget you got saved by these Corpseless s?\Why me too?\Hurry up and get inside now!\You've got to be kidding me.\Stay back, Takumi!\I might be a Corpse!\Seems like it. response:	I heard you attacked Ayame-sama.
context: Did you forget you got saved by these Corpseless s?\Why me too?\Hurry up and get inside now!\You've got to be kidding me.\Stay back, Takumi!\I might be a Corpse!\Seems like it.\I heard you attacked Ayame-sama. response:	You dog.
context: Why me too?\Hurry up and get inside now!\You've got to be kidding me.\Stay back, Takumi!\I might be a Corpse!\Seems like it.\I heard you attacked Ayame-sama.\You dog. response:	Pervert.
context: Hurry up and get inside now!\You've got to be kidding me.\Stay back, Takumi!\I might be a Corpse!\Seems like it.\I heard you attacked Ayame-sama.\You dog.\Pervert. response:	Why?!
context: You've got to be kidding me.\Stay back, Takumi!\I might be a Corpse!\Seems like it.\I heard you attacked Ayame-sama.\You dog.\Pervert.\Why?! response:	Here, I brought you this.
context: Stay back, Takumi!\I might be a Corpse!\Seems like it.\I heard you attacked Ayame-sama.\You dog.\Pervert.\Why?!\Here, I brought you this. response:	You're not going to let them order you around, are you?
context: I might be a Corpse!\Seems like it.\I heard you attacked Ayame-sama.\You dog.\Pervert.\Why?!\Here, I brought you this.\You're not going to let them order you around, are you? response:	Takumi...
context: Seems like it.\I heard you attacked Ayame-sama.\You dog.\Pervert.\Why?!\Here, I brought you this.\You're not going to let them order you around, are you?\Takumi... response:	This is perfect.
context: I heard you attacked Ayame-sama.\You dog.\Pervert.\Why?!\Here, I brought you this.\You're not going to let them order you around, are you?\Takumi...\This is perfect. response:	We were just getting hungry.
context: You dog.\Pervert.\Why?!\Here, I brought you this.\You're not going to let them order you around, are you?\Takumi...\This is perfect.\We were just getting hungry. response:	Right, Ikoma?
context: Pervert.\Why?!\Here, I brought you this.\You're not going to let them order you around, are you?\Takumi...\This is perfect.\We were just getting hungry.\Right, Ikoma? response:	Huh?
context: Why?!\Here, I brought you this.\You're not going to let them order you around, are you?\Takumi...\This is perfect.\We were just getting hungry.\Right, Ikoma?\Huh? response:	Hey!
context: Here, I brought you this.\You're not going to let them order you around, are you?\Takumi...\This is perfect.\We were just getting hungry.\Right, Ikoma?\Huh?\Hey! response:	Maybe I'll ask you.
context: You're not going to let them order you around, are you?\Takumi...\This is perfect.\We were just getting hungry.\Right, Ikoma?\Huh?\Hey!\Maybe I'll ask you. response:	Stop it!
context: Takumi...\This is perfect.\We were just getting hungry.\Right, Ikoma?\Huh?\Hey!\Maybe I'll ask you.\Stop it! response:	I'm trying to give people the choice.
context: This is perfect.\We were just getting hungry.\Right, Ikoma?\Huh?\Hey!\Maybe I'll ask you.\Stop it!\I'm trying to give people the choice. response:	What was that?
context: We were just getting hungry.\Right, Ikoma?\Huh?\Hey!\Maybe I'll ask you.\Stop it!\I'm trying to give people the choice.\What was that? response:	It's from outside.
context: Right, Ikoma?\Huh?\Hey!\Maybe I'll ask you.\Stop it!\I'm trying to give people the choice.\What was that?\It's from outside. response:	They're going to disconnect our car!
context: Huh?\Hey!\Maybe I'll ask you.\Stop it!\I'm trying to give people the choice.\What was that?\It's from outside.\They're going to disconnect our car! response:	Hey, there's people here!
context: Hey!\Maybe I'll ask you.\Stop it!\I'm trying to give people the choice.\What was that?\It's from outside.\They're going to disconnect our car!\Hey, there's people here! response:	Shut up, traitor!
context: Maybe I'll ask you.\Stop it!\I'm trying to give people the choice.\What was that?\It's from outside.\They're going to disconnect our car!\Hey, there's people here!\Shut up, traitor! response:	Anybody who sides with the Corpses aren't human!
context: Stop it!\I'm trying to give people the choice.\What was that?\It's from outside.\They're going to disconnect our car!\Hey, there's people here!\Shut up, traitor!\Anybody who sides with the Corpses aren't human! response:	They're all cowards.
context: I'm trying to give people the choice.\What was that?\It's from outside.\They're going to disconnect our car!\Hey, there's people here!\Shut up, traitor!\Anybody who sides with the Corpses aren't human!\They're all cowards. response:	Just as brother said.
context: What was that?\It's from outside.\They're going to disconnect our car!\Hey, there's people here!\Shut up, traitor!\Anybody who sides with the Corpses aren't human!\They're all cowards.\Just as brother said. response:	Stop!
context: It's from outside.\They're going to disconnect our car!\Hey, there's people here!\Shut up, traitor!\Anybody who sides with the Corpses aren't human!\They're all cowards.\Just as brother said.\Stop! response:	What was that?
context: They're going to disconnect our car!\Hey, there's people here!\Shut up, traitor!\Anybody who sides with the Corpses aren't human!\They're all cowards.\Just as brother said.\Stop!\What was that? response:	It can't be!
context: Hey, there's people here!\Shut up, traitor!\Anybody who sides with the Corpses aren't human!\They're all cowards.\Just as brother said.\Stop!\What was that?\It can't be! response:	Corpse s!
context: Shut up, traitor!\Anybody who sides with the Corpses aren't human!\They're all cowards.\Just as brother said.\Stop!\What was that?\It can't be!\Corpse s! response:	It's the Corpses!
context: Anybody who sides with the Corpses aren't human!\They're all cowards.\Just as brother said.\Stop!\What was that?\It can't be!\Corpse s!\It's the Corpses! response:	Oh, my God!
context: They're all cowards.\Just as brother said.\Stop!\What was that?\It can't be!\Corpse s!\It's the Corpses!\Oh, my God! response:	Open this door!
context: Just as brother said.\Stop!\What was that?\It can't be!\Corpse s!\It's the Corpses!\Oh, my God!\Open this door! response:	It's a Bizarro.
context: Stop!\What was that?\It can't be!\Corpse s!\It's the Corpses!\Oh, my God!\Open this door!\It's a Bizarro. response:	What?
context: What was that?\It can't be!\Corpse s!\It's the Corpses!\Oh, my God!\Open this door!\It's a Bizarro.\What? response:	It's learned how to fight from experience
context: It can't be!\Corpse s!\It's the Corpses!\Oh, my God!\Open this door!\It's a Bizarro.\What?\It's learned how to fight from experience response:	They're formidable.
context: Corpse s!\It's the Corpses!\Oh, my God!\Open this door!\It's a Bizarro.\What?\It's learned how to fight from experience\They're formidable. response:	Move.
context: It's the Corpses!\Oh, my God!\Open this door!\It's a Bizarro.\What?\It's learned how to fight from experience\They're formidable.\Move. response:	Damn it, this won't work.
context: Oh, my God!\Open this door!\It's a Bizarro.\What?\It's learned how to fight from experience\They're formidable.\Move.\Damn it, this won't work. response:	It's the Corpses!
context: Open this door!\It's a Bizarro.\What?\It's learned how to fight from experience\They're formidable.\Move.\Damn it, this won't work.\It's the Corpses! response:	Save us!
context: It's a Bizarro.\What?\It's learned how to fight from experience\They're formidable.\Move.\Damn it, this won't work.\It's the Corpses!\Save us! response:	Help-
context: What?\It's learned how to fight from experience\They're formidable.\Move.\Damn it, this won't work.\It's the Corpses!\Save us!\Help- response:	It's the Corpses!
context: It's learned how to fight from experience\They're formidable.\Move.\Damn it, this won't work.\It's the Corpses!\Save us!\Help-\It's the Corpses! response:	Corpses are inside!
context: They're formidable.\Move.\Damn it, this won't work.\It's the Corpses!\Save us!\Help-\It's the Corpses!\Corpses are inside! response:	Co -
context: Move.\Damn it, this won't work.\It's the Corpses!\Save us!\Help-\It's the Corpses!\Corpses are inside!\Co - response:	The seventh car and back have been taken over!
context: Damn it, this won't work.\It's the Corpses!\Save us!\Help-\It's the Corpses!\Corpses are inside!\Co -\The seventh car and back have been taken over! response:	The Corpses have invaded the train cars?!
context: It's the Corpses!\Save us!\Help-\It's the Corpses!\Corpses are inside!\Co -\The seventh car and back have been taken over!\The Corpses have invaded the train cars?! response:	Isn't there some way to disconnect the cars without the master key?
context: Save us!\Help-\It's the Corpses!\Corpses are inside!\Co -\The seventh car and back have been taken over!\The Corpses have invaded the train cars?!\Isn't there some way to disconnect the cars without the master key? response:	You're not going to save them?!
context: Help-\It's the Corpses!\Corpses are inside!\Co -\The seventh car and back have been taken over!\The Corpses have invaded the train cars?!\Isn't there some way to disconnect the cars without the master key?\You're not going to save them?! response:	Sometimes it's necessary to simply minimize casualties!
context: It's the Corpses!\Corpses are inside!\Co -\The seventh car and back have been taken over!\The Corpses have invaded the train cars?!\Isn't there some way to disconnect the cars without the master key?\You're not going to save them?!\Sometimes it's necessary to simply minimize casualties! response:	Leave it to me.
context: Corpses are inside!\Co -\The seventh car and back have been taken over!\The Corpses have invaded the train cars?!\Isn't there some way to disconnect the cars without the master key?\You're not going to save them?!\Sometimes it's necessary to simply minimize casualties!\Leave it to me. response:	We will take care of this.
context: Co -\The seventh car and back have been taken over!\The Corpses have invaded the train cars?!\Isn't there some way to disconnect the cars without the master key?\You're not going to save them?!\Sometimes it's necessary to simply minimize casualties!\Leave it to me.\We will take care of this. response:	No, I will go as well.
context: The seventh car and back have been taken over!\The Corpses have invaded the train cars?!\Isn't there some way to disconnect the cars without the master key?\You're not going to save them?!\Sometimes it's necessary to simply minimize casualties!\Leave it to me.\We will take care of this.\No, I will go as well. response:	We are heading to the rear cars.
context: The Corpses have invaded the train cars?!\Isn't there some way to disconnect the cars without the master key?\You're not going to save them?!\Sometimes it's necessary to simply minimize casualties!\Leave it to me.\We will take care of this.\No, I will go as well.\We are heading to the rear cars. response:	I ask those who are able to follow me!
context: Isn't there some way to disconnect the cars without the master key?\You're not going to save them?!\Sometimes it's necessary to simply minimize casualties!\Leave it to me.\We will take care of this.\No, I will go as well.\We are heading to the rear cars.\I ask those who are able to follow me! response:	Send everyone without weapons to the front!
context: You're not going to save them?!\Sometimes it's necessary to simply minimize casualties!\Leave it to me.\We will take care of this.\No, I will go as well.\We are heading to the rear cars.\I ask those who are able to follow me!\Send everyone without weapons to the front! response:	We need to stop the Corpses!
context: Sometimes it's necessary to simply minimize casualties!\Leave it to me.\We will take care of this.\No, I will go as well.\We are heading to the rear cars.\I ask those who are able to follow me!\Send everyone without weapons to the front!\We need to stop the Corpses! response:	Let's go, Nameless.
context: Leave it to me.\We will take care of this.\No, I will go as well.\We are heading to the rear cars.\I ask those who are able to follow me!\Send everyone without weapons to the front!\We need to stop the Corpses!\Let's go, Nameless. response:	We'll exit from the service hatch and go after it.
context: We will take care of this.\No, I will go as well.\We are heading to the rear cars.\I ask those who are able to follow me!\Send everyone without weapons to the front!\We need to stop the Corpses!\Let's go, Nameless.\We'll exit from the service hatch and go after it. response:	You want to go outside?
context: No, I will go as well.\We are heading to the rear cars.\I ask those who are able to follow me!\Send everyone without weapons to the front!\We need to stop the Corpses!\Let's go, Nameless.\We'll exit from the service hatch and go after it.\You want to go outside? response:	It's our only option.
context: We are heading to the rear cars.\I ask those who are able to follow me!\Send everyone without weapons to the front!\We need to stop the Corpses!\Let's go, Nameless.\We'll exit from the service hatch and go after it.\You want to go outside?\It's our only option. response:	We are... stopping the Bizarro ourselves!
context: I ask those who are able to follow me!\Send everyone without weapons to the front!\We need to stop the Corpses!\Let's go, Nameless.\We'll exit from the service hatch and go after it.\You want to go outside?\It's our only option.\We are... stopping the Bizarro ourselves! response:	Fire!
context: Send everyone without weapons to the front!\We need to stop the Corpses!\Let's go, Nameless.\We'll exit from the service hatch and go after it.\You want to go outside?\It's our only option.\We are... stopping the Bizarro ourselves!\Fire! response:	Kurusu, go get your sword!
context: We need to stop the Corpses!\Let's go, Nameless.\We'll exit from the service hatch and go after it.\You want to go outside?\It's our only option.\We are... stopping the Bizarro ourselves!\Fire!\Kurusu, go get your sword! response:	What?
context: Let's go, Nameless.\We'll exit from the service hatch and go after it.\You want to go outside?\It's our only option.\We are... stopping the Bizarro ourselves!\Fire!\Kurusu, go get your sword!\What? response:	You saw how the Corpseless fought.
context: We'll exit from the service hatch and go after it.\You want to go outside?\It's our only option.\We are... stopping the Bizarro ourselves!\Fire!\Kurusu, go get your sword!\What?\You saw how the Corpseless fought. response:	Close combat is possible.
context: You want to go outside?\It's our only option.\We are... stopping the Bizarro ourselves!\Fire!\Kurusu, go get your sword!\What?\You saw how the Corpseless fought.\Close combat is possible. response:	As long as you're a trained Knight!
context: It's our only option.\We are... stopping the Bizarro ourselves!\Fire!\Kurusu, go get your sword!\What?\You saw how the Corpseless fought.\Close combat is possible.\As long as you're a trained Knight! response:	Hold your position!
context: We are... stopping the Bizarro ourselves!\Fire!\Kurusu, go get your sword!\What?\You saw how the Corpseless fought.\Close combat is possible.\As long as you're a trained Knight!\Hold your position! response:	Well, I said that...
context: Fire!\Kurusu, go get your sword!\What?\You saw how the Corpseless fought.\Close combat is possible.\As long as you're a trained Knight!\Hold your position!\Well, I said that... response:	Damn it.
context: Kurusu, go get your sword!\What?\You saw how the Corpseless fought.\Close combat is possible.\As long as you're a trained Knight!\Hold your position!\Well, I said that...\Damn it. response:	We'll go as soon as we clear the tunnel!
context: What?\You saw how the Corpseless fought.\Close combat is possible.\As long as you're a trained Knight!\Hold your position!\Well, I said that...\Damn it.\We'll go as soon as we clear the tunnel! response:	You wouldn't do that.
context: You saw how the Corpseless fought.\Close combat is possible.\As long as you're a trained Knight!\Hold your position!\Well, I said that...\Damn it.\We'll go as soon as we clear the tunnel!\You wouldn't do that. response:	We'll be passing in and out of tunnels for a while.
context: Close combat is possible.\As long as you're a trained Knight!\Hold your position!\Well, I said that...\Damn it.\We'll go as soon as we clear the tunnel!\You wouldn't do that.\We'll be passing in and out of tunnels for a while. response:	Unless you actually want to get your head lopped off.
