context: ED response:	Hmm?
context: Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\What if she forgets her lines?\Anon in live chat response:	Damn she's cute, too bad she has a boyfriend.
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend. response:	Anon in live chat
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat response:	She said Schwarz!
context: Anon in live chat\That's wrong?\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: That's wrong?\Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: Anon in live chat\What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: What if she forgets her lines?\Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: Anon in live chat\Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: Damn she's cute, too bad she has a boyfriend.\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	She said Schwarz!
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz! response:	Anon in live chat
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat response:	That's wrong?
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong? response:	Anon in live chat
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat response:	It's supposed to be Weiss!
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss! response:	Anon in live chat
context: It's supposed to be Weiss!\Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat response:	There go her dreams.
context: Anon in live chat\She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams. response:	Good morning.
context: She said Schwarz!\Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Good morning. response:	Good morning.
context: Anon in live chat\That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Good morning.\Good morning. response:	My goodness... Sit properly while you eat, won't you?
context: That's wrong?\Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Good morning.\Good morning.\My goodness... Sit properly while you eat, won't you? response:	That's bad manners.
context: Anon in live chat\It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Good morning.\Good morning.\My goodness... Sit properly while you eat, won't you?\That's bad manners. response:	There's a number of news items to discuss this morning,
context: It's supposed to be Weiss!\Anon in live chat\There go her dreams.\Good morning.\Good morning.\My goodness... Sit properly while you eat, won't you?\That's bad manners.\There's a number of news items to discuss this morning, response:	but this is the headline that caught my attention.
context: Anon in live chat\There go her dreams.\Good morning.\Good morning.\My goodness... Sit properly while you eat, won't you?\That's bad manners.\There's a number of news items to discuss this morning,\but this is the headline that caught my attention. response:	The miraculous pure love of voice actress, Azukyun
context: There go her dreams.\Good morning.\Good morning.\My goodness... Sit properly while you eat, won't you?\That's bad manners.\There's a number of news items to discuss this morning,\but this is the headline that caught my attention.\The miraculous pure love of voice actress, Azukyun response:	Listeners Cry Over her Purity of Love
context: Good morning.\Good morning.\My goodness... Sit properly while you eat, won't you?\That's bad manners.\There's a number of news items to discuss this morning,\but this is the headline that caught my attention.\The miraculous pure love of voice actress, Azukyun\Listeners Cry Over her Purity of Love response:	Fans of Azukyun shed farewell tears over her marriage announcement
context: Good morning.\My goodness... Sit properly while you eat, won't you?\That's bad manners.\There's a number of news items to discuss this morning,\but this is the headline that caught my attention.\The miraculous pure love of voice actress, Azukyun\Listeners Cry Over her Purity of Love\Fans of Azukyun shed farewell tears over her marriage announcement response:	Her boyfriend, the popular manga artist Mashiro Moritaka (24), also called live on the phone
context: My goodness... Sit properly while you eat, won't you?\That's bad manners.\There's a number of news items to discuss this morning,\but this is the headline that caught my attention.\The miraculous pure love of voice actress, Azukyun\Listeners Cry Over her Purity of Love\Fans of Azukyun shed farewell tears over her marriage announcement\Her boyfriend, the popular manga artist Mashiro Moritaka (24), also called live on the phone response:	Revelation on the Radio
context: That's bad manners.\There's a number of news items to discuss this morning,\but this is the headline that caught my attention.\The miraculous pure love of voice actress, Azukyun\Listeners Cry Over her Purity of Love\Fans of Azukyun shed farewell tears over her marriage announcement\Her boyfriend, the popular manga artist Mashiro Moritaka (24), also called live on the phone\Revelation on the Radio response:	and her confession over the radio.
context: There's a number of news items to discuss this morning,\but this is the headline that caught my attention.\The miraculous pure love of voice actress, Azukyun\Listeners Cry Over her Purity of Love\Fans of Azukyun shed farewell tears over her marriage announcement\Her boyfriend, the popular manga artist Mashiro Moritaka (24), also called live on the phone\Revelation on the Radio\and her confession over the radio. response:	Pick Up
context: but this is the headline that caught my attention.\The miraculous pure love of voice actress, Azukyun\Listeners Cry Over her Purity of Love\Fans of Azukyun shed farewell tears over her marriage announcement\Her boyfriend, the popular manga artist Mashiro Moritaka (24), also called live on the phone\Revelation on the Radio\and her confession over the radio.\Pick Up response:	Pick Up
context: The miraculous pure love of voice actress, Azukyun\Listeners Cry Over her Purity of Love\Fans of Azukyun shed farewell tears over her marriage announcement\Her boyfriend, the popular manga artist Mashiro Moritaka (24), also called live on the phone\Revelation on the Radio\and her confession over the radio.\Pick Up\Pick Up response:	The promise they made in middle school not to meet until their dreams were granted
context: Listeners Cry Over her Purity of Love\Fans of Azukyun shed farewell tears over her marriage announcement\Her boyfriend, the popular manga artist Mashiro Moritaka (24), also called live on the phone\Revelation on the Radio\and her confession over the radio.\Pick Up\Pick Up\The promise they made in middle school not to meet until their dreams were granted response:	She's a pretty girl, isn't she?
context: Fans of Azukyun shed farewell tears over her marriage announcement\Her boyfriend, the popular manga artist Mashiro Moritaka (24), also called live on the phone\Revelation on the Radio\and her confession over the radio.\Pick Up\Pick Up\The promise they made in middle school not to meet until their dreams were granted\She's a pretty girl, isn't she? response:	I-I'm going to work.
context: Her boyfriend, the popular manga artist Mashiro Moritaka (24), also called live on the phone\Revelation on the Radio\and her confession over the radio.\Pick Up\Pick Up\The promise they made in middle school not to meet until their dreams were granted\She's a pretty girl, isn't she?\I-I'm going to work. response:	That's pretty early for you.
context: Revelation on the Radio\and her confession over the radio.\Pick Up\Pick Up\The promise they made in middle school not to meet until their dreams were granted\She's a pretty girl, isn't she?\I-I'm going to work.\That's pretty early for you. response:	It's only 8 o'clock.
context: and her confession over the radio.\Pick Up\Pick Up\The promise they made in middle school not to meet until their dreams were granted\She's a pretty girl, isn't she?\I-I'm going to work.\That's pretty early for you.\It's only 8 o'clock. response:	I have to do some stuff first, so I'll be late if I don't go now.
context: Pick Up\Pick Up\The promise they made in middle school not to meet until their dreams were granted\She's a pretty girl, isn't she?\I-I'm going to work.\That's pretty early for you.\It's only 8 o'clock.\I have to do some stuff first, so I'll be late if I don't go now. response:	Thanks for breakfast.
context: Pick Up\The promise they made in middle school not to meet until their dreams were granted\She's a pretty girl, isn't she?\I-I'm going to work.\That's pretty early for you.\It's only 8 o'clock.\I have to do some stuff first, so I'll be late if I don't go now.\Thanks for breakfast. response:	Moritaka.
context: The promise they made in middle school not to meet until their dreams were granted\She's a pretty girl, isn't she?\I-I'm going to work.\That's pretty early for you.\It's only 8 o'clock.\I have to do some stuff first, so I'll be late if I don't go now.\Thanks for breakfast.\Moritaka. response:	I'm not against it.
context: She's a pretty girl, isn't she?\I-I'm going to work.\That's pretty early for you.\It's only 8 o'clock.\I have to do some stuff first, so I'll be late if I don't go now.\Thanks for breakfast.\Moritaka.\I'm not against it. response:	Against what?
context: I-I'm going to work.\That's pretty early for you.\It's only 8 o'clock.\I have to do some stuff first, so I'll be late if I don't go now.\Thanks for breakfast.\Moritaka.\I'm not against it.\Against what? response:	Your marriage with Miho.
context: That's pretty early for you.\It's only 8 o'clock.\I have to do some stuff first, so I'll be late if I don't go now.\Thanks for breakfast.\Moritaka.\I'm not against it.\Against what?\Your marriage with Miho. response:	M-Mom!
context: It's only 8 o'clock.\I have to do some stuff first, so I'll be late if I don't go now.\Thanks for breakfast.\Moritaka.\I'm not against it.\Against what?\Your marriage with Miho.\M-Mom! response:	I won't oppose it either.
context: I have to do some stuff first, so I'll be late if I don't go now.\Thanks for breakfast.\Moritaka.\I'm not against it.\Against what?\Your marriage with Miho.\M-Mom!\I won't oppose it either. response:	N-Not you too, Grandpa!
context: Thanks for breakfast.\Moritaka.\I'm not against it.\Against what?\Your marriage with Miho.\M-Mom!\I won't oppose it either.\N-Not you too, Grandpa! response:	Don't tease me!
context: Moritaka.\I'm not against it.\Against what?\Your marriage with Miho.\M-Mom!\I won't oppose it either.\N-Not you too, Grandpa!\Don't tease me! response:	I'm not.
context: I'm not against it.\Against what?\Your marriage with Miho.\M-Mom!\I won't oppose it either.\N-Not you too, Grandpa!\Don't tease me!\I'm not. response:	You've become a real man, a proper hardworking member of society.
context: Against what?\Your marriage with Miho.\M-Mom!\I won't oppose it either.\N-Not you too, Grandpa!\Don't tease me!\I'm not.\You've become a real man, a proper hardworking member of society. response:	Marriage, huh?
context: Your marriage with Miho.\M-Mom!\I won't oppose it either.\N-Not you too, Grandpa!\Don't tease me!\I'm not.\You've become a real man, a proper hardworking member of society.\Marriage, huh? response:	yu
context: M-Mom!\I won't oppose it either.\N-Not you too, Grandpa!\Don't tease me!\I'm not.\You've become a real man, a proper hardworking member of society.\Marriage, huh?\yu response:	me
context: I won't oppose it either.\N-Not you too, Grandpa!\Don't tease me!\I'm not.\You've become a real man, a proper hardworking member of society.\Marriage, huh?\yu\me response:	yu
context: N-Not you too, Grandpa!\Don't tease me!\I'm not.\You've become a real man, a proper hardworking member of society.\Marriage, huh?\yu\me\yu response:	me
context: Don't tease me!\I'm not.\You've become a real man, a proper hardworking member of society.\Marriage, huh?\yu\me\yu\me response:	yu
context: I'm not.\You've become a real man, a proper hardworking member of society.\Marriage, huh?\yu\me\yu\me\yu response:	me
context: You've become a real man, a proper hardworking member of society.\Marriage, huh?\yu\me\yu\me\yu\me response:	yu
context: Marriage, huh?\yu\me\yu\me\yu\me\yu response:	me
context: yu\me\yu\me\yu\me\yu\me response:	Dreams, dreams, dreams, dreams
context: me\yu\me\yu\me\yu\me\Dreams, dreams, dreams, dreams response:	ka
context: yu\me\yu\me\yu\me\Dreams, dreams, dreams, dreams\ka response:	na
context: me\yu\me\yu\me\Dreams, dreams, dreams, dreams\ka\na response:	ru
context: yu\me\yu\me\Dreams, dreams, dreams, dreams\ka\na\ru response:	ta
context: me\yu\me\Dreams, dreams, dreams, dreams\ka\na\ru\ta response:	bi
context: yu\me\Dreams, dreams, dreams, dreams\ka\na\ru\ta\bi response:	ko
context: me\Dreams, dreams, dreams, dreams\ka\na\ru\ta\bi\ko response:	wa
context: Dreams, dreams, dreams, dreams\ka\na\ru\ta\bi\ko\wa response:	re
context: ka\na\ru\ta\bi\ko\wa\re response:	te
context: na\ru\ta\bi\ko\wa\re\te response:	yu
context: ru\ta\bi\ko\wa\re\te\yu response:	ku
context: ta\bi\ko\wa\re\te\yu\ku response:	yu
context: bi\ko\wa\re\te\yu\ku\yu response:	me
context: ko\wa\re\te\yu\ku\yu\me response:	As soon as I reach my goals, it all falls through again
context: wa\re\te\yu\ku\yu\me\As soon as I reach my goals, it all falls through again response:	na
context: re\te\yu\ku\yu\me\As soon as I reach my goals, it all falls through again\na response:	ze
context: te\yu\ku\yu\me\As soon as I reach my goals, it all falls through again\na\ze response:	so
context: yu\ku\yu\me\As soon as I reach my goals, it all falls through again\na\ze\so response:	re
context: ku\yu\me\As soon as I reach my goals, it all falls through again\na\ze\so\re response:	de
context: yu\me\As soon as I reach my goals, it all falls through again\na\ze\so\re\de response:	mo
context: me\As soon as I reach my goals, it all falls through again\na\ze\so\re\de\mo response:	ma
context: As soon as I reach my goals, it all falls through again\na\ze\so\re\de\mo\ma response:	ta
context: na\ze\so\re\de\mo\ma\ta response:	So why do I run...
context: ze\so\re\de\mo\ma\ta\So why do I run... response:	bo
context: so\re\de\mo\ma\ta\So why do I run...\bo response:	ku
context: re\de\mo\ma\ta\So why do I run...\bo\ku response:	wa
context: de\mo\ma\ta\So why do I run...\bo\ku\wa response:	sa
context: mo\ma\ta\So why do I run...\bo\ku\wa\sa response:	ga
context: ma\ta\So why do I run...\bo\ku\wa\sa\ga response:	su
context: ta\So why do I run...\bo\ku\wa\sa\ga\su response:	ha
context: So why do I run...\bo\ku\wa\sa\ga\su\ha response:	shi
context: bo\ku\wa\sa\ga\su\ha\shi response:	ri
context: ku\wa\sa\ga\su\ha\shi\ri response:	tsu
context: wa\sa\ga\su\ha\shi\ri\tsu response:	zu
context: sa\ga\su\ha\shi\ri\tsu\zu response:	ke
context: ga\su\ha\shi\ri\tsu\zu\ke response:	ru
context: su\ha\shi\ri\tsu\zu\ke\ru response:	hi
context: ha\shi\ri\tsu\zu\ke\ru\hi response:	sa
context: shi\ri\tsu\zu\ke\ru\hi\sa response:	shi
context: ri\tsu\zu\ke\ru\hi\sa\shi response:	bu
context: tsu\zu\ke\ru\hi\sa\shi\bu response:	ri
context: zu\ke\ru\hi\sa\shi\bu\ri response:	ni
context: ke\ru\hi\sa\shi\bu\ri\ni response:	de
context: ru\hi\sa\shi\bu\ri\ni\de response:	atta
context: hi\sa\shi\bu\ri\ni\de\atta response:	We met after such a long time
context: sa\shi\bu\ri\ni\de\atta\We met after such a long time response:	fu
context: shi\bu\ri\ni\de\atta\We met after such a long time\fu response:	ki
context: bu\ri\ni\de\atta\We met after such a long time\fu\ki response:	ka
context: ri\ni\de\atta\We met after such a long time\fu\ki\ka response:	watta?
context: ni\de\atta\We met after such a long time\fu\ki\ka\watta? response:	Has the mood changed for us?
context: de\atta\We met after such a long time\fu\ki\ka\watta?\Has the mood changed for us? response:	tsu
context: atta\We met after such a long time\fu\ki\ka\watta?\Has the mood changed for us?\tsu response:	ki
context: We met after such a long time\fu\ki\ka\watta?\Has the mood changed for us?\tsu\ki response:	hi
context: fu\ki\ka\watta?\Has the mood changed for us?\tsu\ki\hi response:	wa
context: ki\ka\watta?\Has the mood changed for us?\tsu\ki\hi\wa response:	na
context: ka\watta?\Has the mood changed for us?\tsu\ki\hi\wa\na response:	ga
context: watta?\Has the mood changed for us?\tsu\ki\hi\wa\na\ga response:	re
context: Has the mood changed for us?\tsu\ki\hi\wa\na\ga\re response:	ta
context: tsu\ki\hi\wa\na\ga\re\ta response:	da
context: ki\hi\wa\na\ga\re\ta\da response:	rou
context: hi\wa\na\ga\re\ta\da\rou response:	So much time has passed
context: wa\na\ga\re\ta\da\rou\So much time has passed response:	no
context: na\ga\re\ta\da\rou\So much time has passed\no response:	ko
context: ga\re\ta\da\rou\So much time has passed\no\ko response:	ro
context: re\ta\da\rou\So much time has passed\no\ko\ro response:	no
context: ta\da\rou\So much time has passed\no\ko\ro\no response:	ho
context: da\rou\So much time has passed\no\ko\ro\no\ho response:	ga
context: rou\So much time has passed\no\ko\ro\no\ho\ga response:	ta
context: So much time has passed\no\ko\ro\no\ho\ga\ta response:	no
context: no\ko\ro\no\ho\ga\ta\no response:	shi
context: ko\ro\no\ho\ga\ta\no\shi response:	so
context: ro\no\ho\ga\ta\no\shi\so response:	It seemed like more fun back then
context: no\ho\ga\ta\no\shi\so\It seemed like more fun back then response:	ta
context: ho\ga\ta\no\shi\so\It seemed like more fun back then\ta response:	ku
context: ga\ta\no\shi\so\It seemed like more fun back then\ta\ku response:	sa
context: ta\no\shi\so\It seemed like more fun back then\ta\ku\sa response:	na
context: no\shi\so\It seemed like more fun back then\ta\ku\sa\na response:	ku
context: shi\so\It seemed like more fun back then\ta\ku\sa\na\ku response:	shi
context: so\It seemed like more fun back then\ta\ku\sa\na\ku\shi response:	ta
context: It seemed like more fun back then\ta\ku\sa\na\ku\shi\ta response:	We've lost so much
context: ta\ku\sa\na\ku\shi\ta\We've lost so much response:	so
context: ku\sa\na\ku\shi\ta\We've lost so much\so response:	na
context: sa\na\ku\shi\ta\We've lost so much\so\na response:	ko
context: na\ku\shi\ta\We've lost so much\so\na\ko response:	to
context: ku\shi\ta\We've lost so much\so\na\ko\to response:	wa
context: shi\ta\We've lost so much\so\na\ko\to\wa response:	ki
context: ta\We've lost so much\so\na\ko\to\wa\ki response:	zu
context: We've lost so much\so\na\ko\to\wa\ki\zu response:	te
context: so\na\ko\to\wa\ki\zu\te response:	ru
context: na\ko\to\wa\ki\zu\te\ru response:	da
context: ko\to\wa\ki\zu\te\ru\da response:	I already know that, though
context: to\wa\ki\zu\te\ru\da\I already know that, though response:	sa
context: wa\ki\zu\te\ru\da\I already know that, though\sa response:	ke
context: ki\zu\te\ru\da\I already know that, though\sa\ke response:	bi
context: zu\te\ru\da\I already know that, though\sa\ke\bi response:	tsu
context: te\ru\da\I already know that, though\sa\ke\bi\tsu response:	zu
context: ru\da\I already know that, though\sa\ke\bi\tsu\zu response:	ke
context: da\I already know that, though\sa\ke\bi\tsu\zu\ke response:	ro
context: I already know that, though\sa\ke\bi\tsu\zu\ke\ro response:	mo
context: sa\ke\bi\tsu\zu\ke\ro\mo response:	ga
context: ke\bi\tsu\zu\ke\ro\mo\ga response:	ki
context: bi\tsu\zu\ke\ro\mo\ga\ki response:	tsu
context: tsu\zu\ke\ro\mo\ga\ki\tsu response:	zu
context: zu\ke\ro\mo\ga\ki\tsu\zu response:	ke
context: ke\ro\mo\ga\ki\tsu\zu\ke response:	ro
context: ro\mo\ga\ki\tsu\zu\ke\ro response:	Don't stop screaming, don't stop struggling
context: mo\ga\ki\tsu\zu\ke\ro\Don't stop screaming, don't stop struggling response:	da
context: ga\ki\tsu\zu\ke\ro\Don't stop screaming, don't stop struggling\da response:	re
context: ki\tsu\zu\ke\ro\Don't stop screaming, don't stop struggling\da\re response:	no
context: tsu\zu\ke\ro\Don't stop screaming, don't stop struggling\da\re\no response:	ta
context: zu\ke\ro\Don't stop screaming, don't stop struggling\da\re\no\ta response:	me
context: ke\ro\Don't stop screaming, don't stop struggling\da\re\no\ta\me response:	ni
context: ro\Don't stop screaming, don't stop struggling\da\re\no\ta\me\ni response:	na
context: Don't stop screaming, don't stop struggling\da\re\no\ta\me\ni\na response:	ka
context: da\re\no\ta\me\ni\na\ka response:	mou
context: re\no\ta\me\ni\na\ka\mou response:	da
context: no\ta\me\ni\na\ka\mou\da response:	rou?
context: ta\me\ni\na\ka\mou\da\rou? response:	You've done enough for others
context: me\ni\na\ka\mou\da\rou?\You've done enough for others response:	ma
context: ni\na\ka\mou\da\rou?\You've done enough for others\ma response:	da
context: na\ka\mou\da\rou?\You've done enough for others\ma\da response:	tsu
context: ka\mou\da\rou?\You've done enough for others\ma\da\tsu response:	ta
context: mou\da\rou?\You've done enough for others\ma\da\tsu\ta response:	ta
context: da\rou?\You've done enough for others\ma\da\tsu\ta\ta response:	ko
context: rou?\You've done enough for others\ma\da\tsu\ta\ta\ko response:	to
context: You've done enough for others\ma\da\tsu\ta\ta\ko\to response:	ga
context: ma\da\tsu\ta\ta\ko\to\ga response:	ru
context: da\tsu\ta\ta\ko\to\ga\ru response:	ma
context: tsu\ta\ta\ko\to\ga\ru\ma response:	da
context: ta\ta\ko\to\ga\ru\ma\da response:	ma
context: ta\ko\to\ga\ru\ma\da\ma response:	da
context: ko\to\ga\ru\ma\da\ma\da response:	ma
context: to\ga\ru\ma\da\ma\da\ma response:	da
context: ga\ru\ma\da\ma\da\ma\da response:	I still, still have something I haven't told you yet
context: ru\ma\da\ma\da\ma\da\I still, still have something I haven't told you yet response:	yu
context: ma\da\ma\da\ma\da\I still, still have something I haven't told you yet\yu response:	me
context: da\ma\da\ma\da\I still, still have something I haven't told you yet\yu\me response:	no
context: ma\da\ma\da\I still, still have something I haven't told you yet\yu\me\no response:	sa
context: da\ma\da\I still, still have something I haven't told you yet\yu\me\no\sa response:	ki
context: ma\da\I still, still have something I haven't told you yet\yu\me\no\sa\ki response:	ni
context: da\I still, still have something I haven't told you yet\yu\me\no\sa\ki\ni response:	wa
context: I still, still have something I haven't told you yet\yu\me\no\sa\ki\ni\wa response:	yu
context: yu\me\no\sa\ki\ni\wa\yu response:	me
context: me\no\sa\ki\ni\wa\yu\me response:	shi
context: no\sa\ki\ni\wa\yu\me\shi response:	ka
context: sa\ki\ni\wa\yu\me\shi\ka response:	na
context: ki\ni\wa\yu\me\shi\ka\na response:	Beyond each of my dreams lies yet another dream
context: ni\wa\yu\me\shi\ka\na\Beyond each of my dreams lies yet another dream response:	Mic and Script
context: wa\yu\me\shi\ka\na\Beyond each of my dreams lies yet another dream\Mic and Script response:	I was surprised too.
context: yu\me\shi\ka\na\Beyond each of my dreams lies yet another dream\Mic and Script\I was surprised too. response:	It was all over the news when I turned on the TV this morning.
context: me\shi\ka\na\Beyond each of my dreams lies yet another dream\Mic and Script\I was surprised too.\It was all over the news when I turned on the TV this morning. response:	And they called it a pure relationship, right?
context: shi\ka\na\Beyond each of my dreams lies yet another dream\Mic and Script\I was surprised too.\It was all over the news when I turned on the TV this morning.\And they called it a pure relationship, right? response:	Too pure, maybe.
context: ka\na\Beyond each of my dreams lies yet another dream\Mic and Script\I was surprised too.\It was all over the news when I turned on the TV this morning.\And they called it a pure relationship, right?\Too pure, maybe. response:	You're right.
context: na\Beyond each of my dreams lies yet another dream\Mic and Script\I was surprised too.\It was all over the news when I turned on the TV this morning.\And they called it a pure relationship, right?\Too pure, maybe.\You're right. response:	Hey, Saikou.
context: Beyond each of my dreams lies yet another dream\Mic and Script\I was surprised too.\It was all over the news when I turned on the TV this morning.\And they called it a pure relationship, right?\Too pure, maybe.\You're right.\Hey, Saikou. response:	What?! Enough about the news already
context: Mic and Script\I was surprised too.\It was all over the news when I turned on the TV this morning.\And they called it a pure relationship, right?\Too pure, maybe.\You're right.\Hey, Saikou.\What?! Enough about the news already response:	That's not it.
context: I was surprised too.\It was all over the news when I turned on the TV this morning.\And they called it a pure relationship, right?\Too pure, maybe.\You're right.\Hey, Saikou.\What?! Enough about the news already\That's not it. response:	This Month's Favorite Voice Actor Ranking
