context: Translation: JrazyTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any response:	Not like we'll get any
context: Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any response:	Not like we'll get any
context: Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any response:	Not like we'll get any
context: Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any response:	Not like we'll get any
context: Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any response:	Not like we'll get any
context: Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any response:	The Condition
context: Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\The Condition response:	The Condition
context: Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\The Condition\The Condition response:	Girls' Restroom
context: Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\The Condition\The Condition\Girls' Restroom response:	We'll be back soon!
context: Not like we'll get any\Not like we'll get any\Not like we'll get any\Not like we'll get any\The Condition\The Condition\Girls' Restroom\We'll be back soon! response:	We're back!
context: Not like we'll get any\Not like we'll get any\Not like we'll get any\The Condition\The Condition\Girls' Restroom\We'll be back soon!\We're back! response:	Nurse's Office
context: Not like we'll get any\Not like we'll get any\The Condition\The Condition\Girls' Restroom\We'll be back soon!\We're back!\Nurse's Office response:	Next Episode Preview
context: Not like we'll get any\The Condition\The Condition\Girls' Restroom\We'll be back soon!\We're back!\Nurse's Office\Next Episode Preview response:	The Deity Ties Fate
context: The Condition\The Condition\Girls' Restroom\We'll be back soon!\We're back!\Nurse's Office\Next Episode Preview\The Deity Ties Fate response:	Momozono Nanami, a high school girl, has just become a deity.
context: The Condition\Girls' Restroom\We'll be back soon!\We're back!\Nurse's Office\Next Episode Preview\The Deity Ties Fate\Momozono Nanami, a high school girl, has just become a deity. response:	Though some things are better left unexplained,
context: Girls' Restroom\We'll be back soon!\We're back!\Nurse's Office\Next Episode Preview\The Deity Ties Fate\Momozono Nanami, a high school girl, has just become a deity.\Though some things are better left unexplained, response:	to put it simply, being a deity isn't for everyone.
context: We'll be back soon!\We're back!\Nurse's Office\Next Episode Preview\The Deity Ties Fate\Momozono Nanami, a high school girl, has just become a deity.\Though some things are better left unexplained,\to put it simply, being a deity isn't for everyone. response:	And now we present, the second episode!
context: We're back!\Nurse's Office\Next Episode Preview\The Deity Ties Fate\Momozono Nanami, a high school girl, has just become a deity.\Though some things are better left unexplained,\to put it simply, being a deity isn't for everyone.\And now we present, the second episode! response:	Man, what a dream!
context: Nurse's Office\Next Episode Preview\The Deity Ties Fate\Momozono Nanami, a high school girl, has just become a deity.\Though some things are better left unexplained,\to put it simply, being a deity isn't for everyone.\And now we present, the second episode!\Man, what a dream! response:	My father ran away, I got evicted from my house...
context: Next Episode Preview\The Deity Ties Fate\Momozono Nanami, a high school girl, has just become a deity.\Though some things are better left unexplained,\to put it simply, being a deity isn't for everyone.\And now we present, the second episode!\Man, what a dream!\My father ran away, I got evicted from my house... response:	Then I got lost, and some guy gave me his house.
context: The Deity Ties Fate\Momozono Nanami, a high school girl, has just become a deity.\Though some things are better left unexplained,\to put it simply, being a deity isn't for everyone.\And now we present, the second episode!\Man, what a dream!\My father ran away, I got evicted from my house...\Then I got lost, and some guy gave me his house. response:	When I went, it turned out to be a rundown temple.
context: Momozono Nanami, a high school girl, has just become a deity.\Though some things are better left unexplained,\to put it simply, being a deity isn't for everyone.\And now we present, the second episode!\Man, what a dream!\My father ran away, I got evicted from my house...\Then I got lost, and some guy gave me his house.\When I went, it turned out to be a rundown temple. response:	And then they kept saying I was the Earth Deity.
context: Though some things are better left unexplained,\to put it simply, being a deity isn't for everyone.\And now we present, the second episode!\Man, what a dream!\My father ran away, I got evicted from my house...\Then I got lost, and some guy gave me his house.\When I went, it turned out to be a rundown temple.\And then they kept saying I was the Earth Deity. response:	I was like, What?
context: to put it simply, being a deity isn't for everyone.\And now we present, the second episode!\Man, what a dream!\My father ran away, I got evicted from my house...\Then I got lost, and some guy gave me his house.\When I went, it turned out to be a rundown temple.\And then they kept saying I was the Earth Deity.\I was like, What? response:	Then a really rude demon named Tomoe said that he wouldn't accept it,
context: And now we present, the second episode!\Man, what a dream!\My father ran away, I got evicted from my house...\Then I got lost, and some guy gave me his house.\When I went, it turned out to be a rundown temple.\And then they kept saying I was the Earth Deity.\I was like, What?\Then a really rude demon named Tomoe said that he wouldn't accept it, response:	except I ended up kissing that thing and now he's my familiar.
context: Man, what a dream!\My father ran away, I got evicted from my house...\Then I got lost, and some guy gave me his house.\When I went, it turned out to be a rundown temple.\And then they kept saying I was the Earth Deity.\I was like, What?\Then a really rude demon named Tomoe said that he wouldn't accept it,\except I ended up kissing that thing and now he's my familiar. response:	What a dream!
context: My father ran away, I got evicted from my house...\Then I got lost, and some guy gave me his house.\When I went, it turned out to be a rundown temple.\And then they kept saying I was the Earth Deity.\I was like, What?\Then a really rude demon named Tomoe said that he wouldn't accept it,\except I ended up kissing that thing and now he's my familiar.\What a dream! response:	Huh?
context: Then I got lost, and some guy gave me his house.\When I went, it turned out to be a rundown temple.\And then they kept saying I was the Earth Deity.\I was like, What?\Then a really rude demon named Tomoe said that he wouldn't accept it,\except I ended up kissing that thing and now he's my familiar.\What a dream!\Huh? response:	You already did that last episode.
context: When I went, it turned out to be a rundown temple.\And then they kept saying I was the Earth Deity.\I was like, What?\Then a really rude demon named Tomoe said that he wouldn't accept it,\except I ended up kissing that thing and now he's my familiar.\What a dream!\Huh?\You already did that last episode. response:	Where am I?
context: And then they kept saying I was the Earth Deity.\I was like, What?\Then a really rude demon named Tomoe said that he wouldn't accept it,\except I ended up kissing that thing and now he's my familiar.\What a dream!\Huh?\You already did that last episode.\Where am I? response:	The inner sanctuary of the shrine.
context: I was like, What?\Then a really rude demon named Tomoe said that he wouldn't accept it,\except I ended up kissing that thing and now he's my familiar.\What a dream!\Huh?\You already did that last episode.\Where am I?\The inner sanctuary of the shrine. response:	This is your room, Nanami-sama.
context: Then a really rude demon named Tomoe said that he wouldn't accept it,\except I ended up kissing that thing and now he's my familiar.\What a dream!\Huh?\You already did that last episode.\Where am I?\The inner sanctuary of the shrine.\This is your room, Nanami-sama. response:	But it's completely different from yesterday.
context: except I ended up kissing that thing and now he's my familiar.\What a dream!\Huh?\You already did that last episode.\Where am I?\The inner sanctuary of the shrine.\This is your room, Nanami-sama.\But it's completely different from yesterday. response:	I remember it looking like it was going to fall apart.
context: What a dream!\Huh?\You already did that last episode.\Where am I?\The inner sanctuary of the shrine.\This is your room, Nanami-sama.\But it's completely different from yesterday.\I remember it looking like it was going to fall apart. response:	Tomoe-dono gathered all of this for you
context: Huh?\You already did that last episode.\Where am I?\The inner sanctuary of the shrine.\This is your room, Nanami-sama.\But it's completely different from yesterday.\I remember it looking like it was going to fall apart.\Tomoe-dono gathered all of this for you response:	so that you could live more comfortably!
context: You already did that last episode.\Where am I?\The inner sanctuary of the shrine.\This is your room, Nanami-sama.\But it's completely different from yesterday.\I remember it looking like it was going to fall apart.\Tomoe-dono gathered all of this for you\so that you could live more comfortably! response:	Tomoe did?
context: Where am I?\The inner sanctuary of the shrine.\This is your room, Nanami-sama.\But it's completely different from yesterday.\I remember it looking like it was going to fall apart.\Tomoe-dono gathered all of this for you\so that you could live more comfortably!\Tomoe did? response:	Why?
context: The inner sanctuary of the shrine.\This is your room, Nanami-sama.\But it's completely different from yesterday.\I remember it looking like it was going to fall apart.\Tomoe-dono gathered all of this for you\so that you could live more comfortably!\Tomoe did?\Why? response:	Last night, you finally took Tomoe-dono as your familiar!
context: This is your room, Nanami-sama.\But it's completely different from yesterday.\I remember it looking like it was going to fall apart.\Tomoe-dono gathered all of this for you\so that you could live more comfortably!\Tomoe did?\Why?\Last night, you finally took Tomoe-dono as your familiar! response:	It's a familiar's duty to serve his deity!
context: But it's completely different from yesterday.\I remember it looking like it was going to fall apart.\Tomoe-dono gathered all of this for you\so that you could live more comfortably!\Tomoe did?\Why?\Last night, you finally took Tomoe-dono as your familiar!\It's a familiar's duty to serve his deity! response:	I remember now!
context: I remember it looking like it was going to fall apart.\Tomoe-dono gathered all of this for you\so that you could live more comfortably!\Tomoe did?\Why?\Last night, you finally took Tomoe-dono as your familiar!\It's a familiar's duty to serve his deity!\I remember now! response:	That wasn't a dream!
context: Tomoe-dono gathered all of this for you\so that you could live more comfortably!\Tomoe did?\Why?\Last night, you finally took Tomoe-dono as your familiar!\It's a familiar's duty to serve his deity!\I remember now!\That wasn't a dream! response:	I forced a kiss on Tomoe last night!
context: so that you could live more comfortably!\Tomoe did?\Why?\Last night, you finally took Tomoe-dono as your familiar!\It's a familiar's duty to serve his deity!\I remember now!\That wasn't a dream!\I forced a kiss on Tomoe last night! response:	W-Where's Tomoe?
context: Tomoe did?\Why?\Last night, you finally took Tomoe-dono as your familiar!\It's a familiar's duty to serve his deity!\I remember now!\That wasn't a dream!\I forced a kiss on Tomoe last night!\W-Where's Tomoe? response:	Tomoe-dono has been
context: Why?\Last night, you finally took Tomoe-dono as your familiar!\It's a familiar's duty to serve his deity!\I remember now!\That wasn't a dream!\I forced a kiss on Tomoe last night!\W-Where's Tomoe?\Tomoe-dono has been response:	at your side for quite some time.
context: Last night, you finally took Tomoe-dono as your familiar!\It's a familiar's duty to serve his deity!\I remember now!\That wasn't a dream!\I forced a kiss on Tomoe last night!\W-Where's Tomoe?\Tomoe-dono has been\at your side for quite some time. response:	I forced him into being my familiar...
context: It's a familiar's duty to serve his deity!\I remember now!\That wasn't a dream!\I forced a kiss on Tomoe last night!\W-Where's Tomoe?\Tomoe-dono has been\at your side for quite some time.\I forced him into being my familiar... response:	Good morning, Nanami.
context: I remember now!\That wasn't a dream!\I forced a kiss on Tomoe last night!\W-Where's Tomoe?\Tomoe-dono has been\at your side for quite some time.\I forced him into being my familiar...\Good morning, Nanami. response:	Your bedroom was quite a mess,
context: That wasn't a dream!\I forced a kiss on Tomoe last night!\W-Where's Tomoe?\Tomoe-dono has been\at your side for quite some time.\I forced him into being my familiar...\Good morning, Nanami.\Your bedroom was quite a mess, response:	so I cleaned up while you slept.
context: I forced a kiss on Tomoe last night!\W-Where's Tomoe?\Tomoe-dono has been\at your side for quite some time.\I forced him into being my familiar...\Good morning, Nanami.\Your bedroom was quite a mess,\so I cleaned up while you slept. response:	I did what I could think of.
context: W-Where's Tomoe?\Tomoe-dono has been\at your side for quite some time.\I forced him into being my familiar...\Good morning, Nanami.\Your bedroom was quite a mess,\so I cleaned up while you slept.\I did what I could think of. response:	While it was against my will, from here on out, I'm your familiar.
context: Tomoe-dono has been\at your side for quite some time.\I forced him into being my familiar...\Good morning, Nanami.\Your bedroom was quite a mess,\so I cleaned up while you slept.\I did what I could think of.\While it was against my will, from here on out, I'm your familiar. response:	I, Tomoe, am mandated to carry out your orders without qualm should our eyes meet.
context: at your side for quite some time.\I forced him into being my familiar...\Good morning, Nanami.\Your bedroom was quite a mess,\so I cleaned up while you slept.\I did what I could think of.\While it was against my will, from here on out, I'm your familiar.\I, Tomoe, am mandated to carry out your orders without qualm should our eyes meet. response:	Should you be troubled by anything, don't hesitate to come to me.
context: I forced him into being my familiar...\Good morning, Nanami.\Your bedroom was quite a mess,\so I cleaned up while you slept.\I did what I could think of.\While it was against my will, from here on out, I'm your familiar.\I, Tomoe, am mandated to carry out your orders without qualm should our eyes meet.\Should you be troubled by anything, don't hesitate to come to me. response:	This is rather unexpected.
context: Good morning, Nanami.\Your bedroom was quite a mess,\so I cleaned up while you slept.\I did what I could think of.\While it was against my will, from here on out, I'm your familiar.\I, Tomoe, am mandated to carry out your orders without qualm should our eyes meet.\Should you be troubled by anything, don't hesitate to come to me.\This is rather unexpected. response:	I thought you'd be more upset about becoming my familiar.
context: Your bedroom was quite a mess,\so I cleaned up while you slept.\I did what I could think of.\While it was against my will, from here on out, I'm your familiar.\I, Tomoe, am mandated to carry out your orders without qualm should our eyes meet.\Should you be troubled by anything, don't hesitate to come to me.\This is rather unexpected.\I thought you'd be more upset about becoming my familiar. response:	Is that so?
context: so I cleaned up while you slept.\I did what I could think of.\While it was against my will, from here on out, I'm your familiar.\I, Tomoe, am mandated to carry out your orders without qualm should our eyes meet.\Should you be troubled by anything, don't hesitate to come to me.\This is rather unexpected.\I thought you'd be more upset about becoming my familiar.\Is that so? response:	I'm so relieved. You don't seem upset at all!
context: I did what I could think of.\While it was against my will, from here on out, I'm your familiar.\I, Tomoe, am mandated to carry out your orders without qualm should our eyes meet.\Should you be troubled by anything, don't hesitate to come to me.\This is rather unexpected.\I thought you'd be more upset about becoming my familiar.\Is that so?\I'm so relieved. You don't seem upset at all! response:	It would be half-assed of me to be simply upset.
context: While it was against my will, from here on out, I'm your familiar.\I, Tomoe, am mandated to carry out your orders without qualm should our eyes meet.\Should you be troubled by anything, don't hesitate to come to me.\This is rather unexpected.\I thought you'd be more upset about becoming my familiar.\Is that so?\I'm so relieved. You don't seem upset at all!\It would be half-assed of me to be simply upset. response:	Huh?
