context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Our guild was attacked by the official guild Phantom Lord.\Fairy Tail has never gotten along well with them, but...\They beat up Levy's team and kidnapped Lucy!\So an all-out confrontation began!\That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland response:	which we're already wondering!!!
context: Fairy Tail has never gotten along well with them, but...\They beat up Levy's team and kidnapped Lucy!\So an all-out confrontation began!\That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!! response:	This excitement gets my heart racing
context: They beat up Levy's team and kidnapped Lucy!\So an all-out confrontation began!\That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing response:	It's wonderful!
context: So an all-out confrontation began!\That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful! response:	Who am I, I wonder?
context: That's right, we can do it!\Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder? response:	What is real, I wonder?
context: Let's go for even more who-knows-what!!\The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder? response:	Why can't I see tomorrow, I wonder?
context: The door to mystery is right in front of us\The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder? response:	The only part leveling up is my curiosity
context: The whole world's a wonderland\which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity response:	We can't just throw away our daily life together, right?
context: which we're already wondering!!!\This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right? response:	Tell me! S. O. W.
context: This excitement gets my heart racing\It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W. response:	Living itself will be our training!
context: It's wonderful!\Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training! response:	So, we can make it!
context: Who am I, I wonder?\What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it! response:	Let's search for even more who-knows-what!
context: What is real, I wonder?\Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what! response:	We can't be satisfied with just the normal answers
context: Why can't I see tomorrow, I wonder?\The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers response:	This magical wonder life
context: The only part leveling up is my curiosity\We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life response:	Our future is wondering!!!
context: We can't just throw away our daily life together, right?\Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!! response:	We'll do our best living our life
context: Tell me! S. O. W.\Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life response:	the way we want to!
context: Living itself will be our training!\So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to! response:	Let's wondering!!!
context: So, we can make it!\Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!! response:	Fairy Tail!
context: Let's search for even more who-knows-what!\We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!!\Fairy Tail! response:	Lucy Heatfilia!
context: We can't be satisfied with just the normal answers\This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!!\Fairy Tail!\Lucy Heatfilia! response:	Card Magic!
context: This magical wonder life\Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!!\Fairy Tail!\Lucy Heatfilia!\Card Magic! response:	Lighting, Reverse Tower, Lovers!
context: Our future is wondering!!!\We'll do our best living our life\the way we want to!\Let's wondering!!!\Fairy Tail!\Lucy Heatfilia!\Card Magic!\Lighting, Reverse Tower, Lovers! response:	Jolt of Fate!
context: We'll do our best living our life\the way we want to!\Let's wondering!!!\Fairy Tail!\Lucy Heatfilia!\Card Magic!\Lighting, Reverse Tower, Lovers!\Jolt of Fate! response:	Ring Magic...
context: the way we want to!\Let's wondering!!!\Fairy Tail!\Lucy Heatfilia!\Card Magic!\Lighting, Reverse Tower, Lovers!\Jolt of Fate!\Ring Magic... response:	Twister!
context: Let's wondering!!!\Fairy Tail!\Lucy Heatfilia!\Card Magic!\Lighting, Reverse Tower, Lovers!\Jolt of Fate!\Ring Magic...\Twister! response:	Man! Man!
context: Fairy Tail!\Lucy Heatfilia!\Card Magic!\Lighting, Reverse Tower, Lovers!\Jolt of Fate!\Ring Magic...\Twister!\Man! Man! response:	If you're a man, then you're a Man!
context: Lucy Heatfilia!\Card Magic!\Lighting, Reverse Tower, Lovers!\Jolt of Fate!\Ring Magic...\Twister!\Man! Man!\If you're a man, then you're a Man! response:	I don't get it.
context: Card Magic!\Lighting, Reverse Tower, Lovers!\Jolt of Fate!\Ring Magic...\Twister!\Man! Man!\If you're a man, then you're a Man!\I don't get it. response:	What's with that arm?
context: Lighting, Reverse Tower, Lovers!\Jolt of Fate!\Ring Magic...\Twister!\Man! Man!\If you're a man, then you're a Man!\I don't get it.\What's with that arm? response:	It's a Take Over!
context: Jolt of Fate!\Ring Magic...\Twister!\Man! Man!\If you're a man, then you're a Man!\I don't get it.\What's with that arm?\It's a Take Over! response:	His arm's Taken Over by a monster...
context: Ring Magic...\Twister!\Man! Man!\If you're a man, then you're a Man!\I don't get it.\What's with that arm?\It's a Take Over!\His arm's Taken Over by a monster... response:	That's Elfman!
context: Twister!\Man! Man!\If you're a man, then you're a Man!\I don't get it.\What's with that arm?\It's a Take Over!\His arm's Taken Over by a monster...\That's Elfman! response:	The one who absorbs the power of monsters he defeats into his arm...
context: Man! Man!\If you're a man, then you're a Man!\I don't get it.\What's with that arm?\It's a Take Over!\His arm's Taken Over by a monster...\That's Elfman!\The one who absorbs the power of monsters he defeats into his arm... response:	That's...
context: If you're a man, then you're a Man!\I don't get it.\What's with that arm?\It's a Take Over!\His arm's Taken Over by a monster...\That's Elfman!\The one who absorbs the power of monsters he defeats into his arm...\That's... response:	Beast Arm Elfman!
context: I don't get it.\What's with that arm?\It's a Take Over!\His arm's Taken Over by a monster...\That's Elfman!\The one who absorbs the power of monsters he defeats into his arm...\That's...\Beast Arm Elfman! response:	That's...
context: What's with that arm?\It's a Take Over!\His arm's Taken Over by a monster...\That's Elfman!\The one who absorbs the power of monsters he defeats into his arm...\That's...\Beast Arm Elfman!\That's... response:	It's him...
context: It's a Take Over!\His arm's Taken Over by a monster...\That's Elfman!\The one who absorbs the power of monsters he defeats into his arm...\That's...\Beast Arm Elfman!\That's...\It's him... response:	The Iron Dragon Slayer...
context: His arm's Taken Over by a monster...\That's Elfman!\The one who absorbs the power of monsters he defeats into his arm...\That's...\Beast Arm Elfman!\That's...\It's him...\The Iron Dragon Slayer... response:	Iron Gajeel!
context: That's Elfman!\The one who absorbs the power of monsters he defeats into his arm...\That's...\Beast Arm Elfman!\That's...\It's him...\The Iron Dragon Slayer...\Iron Gajeel! response:	How dare you hurt Levy!
context: The one who absorbs the power of monsters he defeats into his arm...\That's...\Beast Arm Elfman!\That's...\It's him...\The Iron Dragon Slayer...\Iron Gajeel!\How dare you hurt Levy! response:	Nab!
context: That's...\Beast Arm Elfman!\That's...\It's him...\The Iron Dragon Slayer...\Iron Gajeel!\How dare you hurt Levy!\Nab! response:	He even took out his own guildmates in that hit!
context: Beast Arm Elfman!\That's...\It's him...\The Iron Dragon Slayer...\Iron Gajeel!\How dare you hurt Levy!\Nab!\He even took out his own guildmates in that hit! response:	Hey there, Trash.
context: That's...\It's him...\The Iron Dragon Slayer...\Iron Gajeel!\How dare you hurt Levy!\Nab!\He even took out his own guildmates in that hit!\Hey there, Trash. response:	The Iron Dragon Slayer, Gajeel the Great, will face you now.
context: It's him...\The Iron Dragon Slayer...\Iron Gajeel!\How dare you hurt Levy!\Nab!\He even took out his own guildmates in that hit!\Hey there, Trash.\The Iron Dragon Slayer, Gajeel the Great, will face you now. response:	Man!
context: The Iron Dragon Slayer...\Iron Gajeel!\How dare you hurt Levy!\Nab!\He even took out his own guildmates in that hit!\Hey there, Trash.\The Iron Dragon Slayer, Gajeel the Great, will face you now.\Man! response:	Maybe I'm trash, but I'm a Man!
context: Iron Gajeel!\How dare you hurt Levy!\Nab!\He even took out his own guildmates in that hit!\Hey there, Trash.\The Iron Dragon Slayer, Gajeel the Great, will face you now.\Man!\Maybe I'm trash, but I'm a Man! response:	Elfman, huh?
context: How dare you hurt Levy!\Nab!\He even took out his own guildmates in that hit!\Hey there, Trash.\The Iron Dragon Slayer, Gajeel the Great, will face you now.\Man!\Maybe I'm trash, but I'm a Man!\Elfman, huh? response:	Not bad.
context: Nab!\He even took out his own guildmates in that hit!\Hey there, Trash.\The Iron Dragon Slayer, Gajeel the Great, will face you now.\Man!\Maybe I'm trash, but I'm a Man!\Elfman, huh?\Not bad. response:	A Man must be strong.
context: He even took out his own guildmates in that hit!\Hey there, Trash.\The Iron Dragon Slayer, Gajeel the Great, will face you now.\Man!\Maybe I'm trash, but I'm a Man!\Elfman, huh?\Not bad.\A Man must be strong. response:	Then how about this?
context: Hey there, Trash.\The Iron Dragon Slayer, Gajeel the Great, will face you now.\Man!\Maybe I'm trash, but I'm a Man!\Elfman, huh?\Not bad.\A Man must be strong.\Then how about this? response:	Damn him... His own comrades?
context: The Iron Dragon Slayer, Gajeel the Great, will face you now.\Man!\Maybe I'm trash, but I'm a Man!\Elfman, huh?\Not bad.\A Man must be strong.\Then how about this?\Damn him... His own comrades? response:	Where do you think you're lookin'?
context: Man!\Maybe I'm trash, but I'm a Man!\Elfman, huh?\Not bad.\A Man must be strong.\Then how about this?\Damn him... His own comrades?\Where do you think you're lookin'? response:	Gajeel!!
context: Maybe I'm trash, but I'm a Man!\Elfman, huh?\Not bad.\A Man must be strong.\Then how about this?\Damn him... His own comrades?\Where do you think you're lookin'?\Gajeel!! response:	Gajeel was blown backwards!
context: Elfman, huh?\Not bad.\A Man must be strong.\Then how about this?\Damn him... His own comrades?\Where do you think you're lookin'?\Gajeel!!\Gajeel was blown backwards! response:	I've never seen that before...
context: Not bad.\A Man must be strong.\Then how about this?\Damn him... His own comrades?\Where do you think you're lookin'?\Gajeel!!\Gajeel was blown backwards!\I've never seen that before... response:	I'm Fairy Tail's Dragon Slayer.
context: A Man must be strong.\Then how about this?\Damn him... His own comrades?\Where do you think you're lookin'?\Gajeel!!\Gajeel was blown backwards!\I've never seen that before...\I'm Fairy Tail's Dragon Slayer. response:	Elfman, give this guy to me.
context: Then how about this?\Damn him... His own comrades?\Where do you think you're lookin'?\Gajeel!!\Gajeel was blown backwards!\I've never seen that before...\I'm Fairy Tail's Dragon Slayer.\Elfman, give this guy to me. response:	Why, you... Not only do you use me as a floor mat,
context: Damn him... His own comrades?\Where do you think you're lookin'?\Gajeel!!\Gajeel was blown backwards!\I've never seen that before...\I'm Fairy Tail's Dragon Slayer.\Elfman, give this guy to me.\Why, you... Not only do you use me as a floor mat, response:	you plan on interfering in our Man-on-Man battle?
context: Where do you think you're lookin'?\Gajeel!!\Gajeel was blown backwards!\I've never seen that before...\I'm Fairy Tail's Dragon Slayer.\Elfman, give this guy to me.\Why, you... Not only do you use me as a floor mat,\you plan on interfering in our Man-on-Man battle? response:	Pillar of the Iron Dragon!
context: Gajeel!!\Gajeel was blown backwards!\I've never seen that before...\I'm Fairy Tail's Dragon Slayer.\Elfman, give this guy to me.\Why, you... Not only do you use me as a floor mat,\you plan on interfering in our Man-on-Man battle?\Pillar of the Iron Dragon! response:	Natsu!
context: Gajeel was blown backwards!\I've never seen that before...\I'm Fairy Tail's Dragon Slayer.\Elfman, give this guy to me.\Why, you... Not only do you use me as a floor mat,\you plan on interfering in our Man-on-Man battle?\Pillar of the Iron Dragon!\Natsu! response:	This guy busted up the guild and hurt Levy and the others...
context: I've never seen that before...\I'm Fairy Tail's Dragon Slayer.\Elfman, give this guy to me.\Why, you... Not only do you use me as a floor mat,\you plan on interfering in our Man-on-Man battle?\Pillar of the Iron Dragon!\Natsu!\This guy busted up the guild and hurt Levy and the others... response:	Eat this!
context: I'm Fairy Tail's Dragon Slayer.\Elfman, give this guy to me.\Why, you... Not only do you use me as a floor mat,\you plan on interfering in our Man-on-Man battle?\Pillar of the Iron Dragon!\Natsu!\This guy busted up the guild and hurt Levy and the others...\Eat this! response:	Ooh, they're havin' fun, aren't they?
context: Elfman, give this guy to me.\Why, you... Not only do you use me as a floor mat,\you plan on interfering in our Man-on-Man battle?\Pillar of the Iron Dragon!\Natsu!\This guy busted up the guild and hurt Levy and the others...\Eat this!\Ooh, they're havin' fun, aren't they? response:	Must be nice being young.
context: Why, you... Not only do you use me as a floor mat,\you plan on interfering in our Man-on-Man battle?\Pillar of the Iron Dragon!\Natsu!\This guy busted up the guild and hurt Levy and the others...\Eat this!\Ooh, they're havin' fun, aren't they?\Must be nice being young. response:	Excellent.
context: you plan on interfering in our Man-on-Man battle?\Pillar of the Iron Dragon!\Natsu!\This guy busted up the guild and hurt Levy and the others...\Eat this!\Ooh, they're havin' fun, aren't they?\Must be nice being young.\Excellent. response:	Natsu! I'll let you have that manly battle!
context: Pillar of the Iron Dragon!\Natsu!\This guy busted up the guild and hurt Levy and the others...\Eat this!\Ooh, they're havin' fun, aren't they?\Must be nice being young.\Excellent.\Natsu! I'll let you have that manly battle! response:	But in return...
context: Natsu!\This guy busted up the guild and hurt Levy and the others...\Eat this!\Ooh, they're havin' fun, aren't they?\Must be nice being young.\Excellent.\Natsu! I'll let you have that manly battle!\But in return... response:	Right! I'll knock him good!
context: This guy busted up the guild and hurt Levy and the others...\Eat this!\Ooh, they're havin' fun, aren't they?\Must be nice being young.\Excellent.\Natsu! I'll let you have that manly battle!\But in return...\Right! I'll knock him good! response:	That didn't affect me.
context: Eat this!\Ooh, they're havin' fun, aren't they?\Must be nice being young.\Excellent.\Natsu! I'll let you have that manly battle!\But in return...\Right! I'll knock him good!\That didn't affect me. response:	Doesn't look like that to me.
context: Ooh, they're havin' fun, aren't they?\Must be nice being young.\Excellent.\Natsu! I'll let you have that manly battle!\But in return...\Right! I'll knock him good!\That didn't affect me.\Doesn't look like that to me. response:	You sure?
context: Must be nice being young.\Excellent.\Natsu! I'll let you have that manly battle!\But in return...\Right! I'll knock him good!\That didn't affect me.\Doesn't look like that to me.\You sure? response:	Hey, now...
context: Excellent.\Natsu! I'll let you have that manly battle!\But in return...\Right! I'll knock him good!\That didn't affect me.\Doesn't look like that to me.\You sure?\Hey, now... response:	That's just nuts.
context: Natsu! I'll let you have that manly battle!\But in return...\Right! I'll knock him good!\That didn't affect me.\Doesn't look like that to me.\You sure?\Hey, now...\That's just nuts. response:	Come on, bring it. You're not affected either, right?
context: But in return...\Right! I'll knock him good!\That didn't affect me.\Doesn't look like that to me.\You sure?\Hey, now...\That's just nuts.\Come on, bring it. You're not affected either, right? response:	You know me pretty good there...
context: Right! I'll knock him good!\That didn't affect me.\Doesn't look like that to me.\You sure?\Hey, now...\That's just nuts.\Come on, bring it. You're not affected either, right?\You know me pretty good there... response:	You're one hot and uncomfortable guy, you know that?
context: That didn't affect me.\Doesn't look like that to me.\You sure?\Hey, now...\That's just nuts.\Come on, bring it. You're not affected either, right?\You know me pretty good there...\You're one hot and uncomfortable guy, you know that? response:	Shut up, you hard-ass.
context: Doesn't look like that to me.\You sure?\Hey, now...\That's just nuts.\Come on, bring it. You're not affected either, right?\You know me pretty good there...\You're one hot and uncomfortable guy, you know that?\Shut up, you hard-ass. response:	I'll crush you!
context: You sure?\Hey, now...\That's just nuts.\Come on, bring it. You're not affected either, right?\You know me pretty good there...\You're one hot and uncomfortable guy, you know that?\Shut up, you hard-ass.\I'll crush you! response:	Don't get ahead of yourself, you scrap-iron bastard!
context: Hey, now...\That's just nuts.\Come on, bring it. You're not affected either, right?\You know me pretty good there...\You're one hot and uncomfortable guy, you know that?\Shut up, you hard-ass.\I'll crush you!\Don't get ahead of yourself, you scrap-iron bastard! response:	Oh? Just as the rumors say... That's some decent power you got there.
context: That's just nuts.\Come on, bring it. You're not affected either, right?\You know me pretty good there...\You're one hot and uncomfortable guy, you know that?\Shut up, you hard-ass.\I'll crush you!\Don't get ahead of yourself, you scrap-iron bastard!\Oh? Just as the rumors say... That's some decent power you got there. response:	Ouchy, ouchy...
context: Come on, bring it. You're not affected either, right?\You know me pretty good there...\You're one hot and uncomfortable guy, you know that?\Shut up, you hard-ass.\I'll crush you!\Don't get ahead of yourself, you scrap-iron bastard!\Oh? Just as the rumors say... That's some decent power you got there.\Ouchy, ouchy... response:	So? Is that all you got, Salamander?
context: You know me pretty good there...\You're one hot and uncomfortable guy, you know that?\Shut up, you hard-ass.\I'll crush you!\Don't get ahead of yourself, you scrap-iron bastard!\Oh? Just as the rumors say... That's some decent power you got there.\Ouchy, ouchy...\So? Is that all you got, Salamander? response:	Don't worry'bout that.
context: You're one hot and uncomfortable guy, you know that?\Shut up, you hard-ass.\I'll crush you!\Don't get ahead of yourself, you scrap-iron bastard!\Oh? Just as the rumors say... That's some decent power you got there.\Ouchy, ouchy...\So? Is that all you got, Salamander?\Don't worry'bout that. response:	This was just a greeting.
context: Shut up, you hard-ass.\I'll crush you!\Don't get ahead of yourself, you scrap-iron bastard!\Oh? Just as the rumors say... That's some decent power you got there.\Ouchy, ouchy...\So? Is that all you got, Salamander?\Don't worry'bout that.\This was just a greeting. response:	Before our Dragon's fight!
context: I'll crush you!\Don't get ahead of yourself, you scrap-iron bastard!\Oh? Just as the rumors say... That's some decent power you got there.\Ouchy, ouchy...\So? Is that all you got, Salamander?\Don't worry'bout that.\This was just a greeting.\Before our Dragon's fight! response:	Heavy...
context: Don't get ahead of yourself, you scrap-iron bastard!\Oh? Just as the rumors say... That's some decent power you got there.\Ouchy, ouchy...\So? Is that all you got, Salamander?\Don't worry'bout that.\This was just a greeting.\Before our Dragon's fight!\Heavy... response:	Now I'm fired up!
context: Oh? Just as the rumors say... That's some decent power you got there.\Ouchy, ouchy...\So? Is that all you got, Salamander?\Don't worry'bout that.\This was just a greeting.\Before our Dragon's fight!\Heavy...\Now I'm fired up! response:	Got a bit of a destructive streak in you, huh?
context: Ouchy, ouchy...\So? Is that all you got, Salamander?\Don't worry'bout that.\This was just a greeting.\Before our Dragon's fight!\Heavy...\Now I'm fired up!\Got a bit of a destructive streak in you, huh? response:	Oh, jeez...
context: So? Is that all you got, Salamander?\Don't worry'bout that.\This was just a greeting.\Before our Dragon's fight!\Heavy...\Now I'm fired up!\Got a bit of a destructive streak in you, huh?\Oh, jeez... response:	It's started.
context: Don't worry'bout that.\This was just a greeting.\Before our Dragon's fight!\Heavy...\Now I'm fired up!\Got a bit of a destructive streak in you, huh?\Oh, jeez...\It's started. response:	This ain't good.
context: This was just a greeting.\Before our Dragon's fight!\Heavy...\Now I'm fired up!\Got a bit of a destructive streak in you, huh?\Oh, jeez...\It's started.\This ain't good. response:	What's going on?
context: Before our Dragon's fight!\Heavy...\Now I'm fired up!\Got a bit of a destructive streak in you, huh?\Oh, jeez...\It's started.\This ain't good.\What's going on? response:	That's master Makarov's anger.
context: Heavy...\Now I'm fired up!\Got a bit of a destructive streak in you, huh?\Oh, jeez...\It's started.\This ain't good.\What's going on?\That's master Makarov's anger. response:	The Giant's Wrath...
context: Now I'm fired up!\Got a bit of a destructive streak in you, huh?\Oh, jeez...\It's started.\This ain't good.\What's going on?\That's master Makarov's anger.\The Giant's Wrath... response:	No one can stop him now.
context: Got a bit of a destructive streak in you, huh?\Oh, jeez...\It's started.\This ain't good.\What's going on?\That's master Makarov's anger.\The Giant's Wrath...\No one can stop him now. response:	The entire guild is shaking!
context: Oh, jeez...\It's started.\This ain't good.\What's going on?\That's master Makarov's anger.\The Giant's Wrath...\No one can stop him now.\The entire guild is shaking! response:	That's the Man, Master Makarov!
context: It's started.\This ain't good.\What's going on?\That's master Makarov's anger.\The Giant's Wrath...\No one can stop him now.\The entire guild is shaking!\That's the Man, Master Makarov! response:	Prepare yourselves! As long as our master is here, we cannot lose!
context: This ain't good.\What's going on?\That's master Makarov's anger.\The Giant's Wrath...\No one can stop him now.\The entire guild is shaking!\That's the Man, Master Makarov!\Prepare yourselves! As long as our master is here, we cannot lose! response:	Jose!
context: What's going on?\That's master Makarov's anger.\The Giant's Wrath...\No one can stop him now.\The entire guild is shaking!\That's the Man, Master Makarov!\Prepare yourselves! As long as our master is here, we cannot lose!\Jose! response:	Well, well...
context: That's master Makarov's anger.\The Giant's Wrath...\No one can stop him now.\The entire guild is shaking!\That's the Man, Master Makarov!\Prepare yourselves! As long as our master is here, we cannot lose!\Jose!\Well, well... response:	What is the meaning of this?
context: The Giant's Wrath...\No one can stop him now.\The entire guild is shaking!\That's the Man, Master Makarov!\Prepare yourselves! As long as our master is here, we cannot lose!\Jose!\Well, well...\What is the meaning of this? response:	Answer me!
context: No one can stop him now.\The entire guild is shaking!\That's the Man, Master Makarov!\Prepare yourselves! As long as our master is here, we cannot lose!\Jose!\Well, well...\What is the meaning of this?\Answer me! response:	It has been a while, Makarov-san.
context: The entire guild is shaking!\That's the Man, Master Makarov!\Prepare yourselves! As long as our master is here, we cannot lose!\Jose!\Well, well...\What is the meaning of this?\Answer me!\It has been a while, Makarov-san. response:	Not since the regular meeting six years ago?
context: That's the Man, Master Makarov!\Prepare yourselves! As long as our master is here, we cannot lose!\Jose!\Well, well...\What is the meaning of this?\Answer me!\It has been a while, Makarov-san.\Not since the regular meeting six years ago? response:	I'm afraid I made a fool of myself then.
context: Prepare yourselves! As long as our master is here, we cannot lose!\Jose!\Well, well...\What is the meaning of this?\Answer me!\It has been a while, Makarov-san.\Not since the regular meeting six years ago?\I'm afraid I made a fool of myself then. response:	Liquor really does me in.
context: Jose!\Well, well...\What is the meaning of this?\Answer me!\It has been a while, Makarov-san.\Not since the regular meeting six years ago?\I'm afraid I made a fool of myself then.\Liquor really does me in. response:	I did not come here to chat, Jose!
context: Well, well...\What is the meaning of this?\Answer me!\It has been a while, Makarov-san.\Not since the regular meeting six years ago?\I'm afraid I made a fool of myself then.\Liquor really does me in.\I did not come here to chat, Jose! response:	You're just a thought-projection?
context: What is the meaning of this?\Answer me!\It has been a while, Makarov-san.\Not since the regular meeting six years ago?\I'm afraid I made a fool of myself then.\Liquor really does me in.\I did not come here to chat, Jose!\You're just a thought-projection? response:	Damn you! You ran from the guild?
context: Answer me!\It has been a while, Makarov-san.\Not since the regular meeting six years ago?\I'm afraid I made a fool of myself then.\Liquor really does me in.\I did not come here to chat, Jose!\You're just a thought-projection?\Damn you! You ran from the guild? response:	A battle between two of the 10 Great Wizard Saints would surely cause a cataclysm.
context: It has been a while, Makarov-san.\Not since the regular meeting six years ago?\I'm afraid I made a fool of myself then.\Liquor really does me in.\I did not come here to chat, Jose!\You're just a thought-projection?\Damn you! You ran from the guild?\A battle between two of the 10 Great Wizard Saints would surely cause a cataclysm. response:	I would prefer a simple, sensible victory.
context: Not since the regular meeting six years ago?\I'm afraid I made a fool of myself then.\Liquor really does me in.\I did not come here to chat, Jose!\You're just a thought-projection?\Damn you! You ran from the guild?\A battle between two of the 10 Great Wizard Saints would surely cause a cataclysm.\I would prefer a simple, sensible victory. response:	Where are you?
context: I'm afraid I made a fool of myself then.\Liquor really does me in.\I did not come here to chat, Jose!\You're just a thought-projection?\Damn you! You ran from the guild?\A battle between two of the 10 Great Wizard Saints would surely cause a cataclysm.\I would prefer a simple, sensible victory.\Where are you? response:	Come and fight me fair and square!
context: Liquor really does me in.\I did not come here to chat, Jose!\You're just a thought-projection?\Damn you! You ran from the guild?\A battle between two of the 10 Great Wizard Saints would surely cause a cataclysm.\I would prefer a simple, sensible victory.\Where are you?\Come and fight me fair and square! response:	Lucy?
