context: Opening 1st Frame response:	Signs
context: The retake campaign might've failed, meaning lots of people from Wall Rose could be evacuating here.\But then we're bound to have another food shortage...\What if the Titan that sided with humans joins up with the Rose refugees,\and they attack us together?\This is huge news! A Titan has sided with us!\We might even be able to retake Wall Maria!\Say it!\Say it! He's our savior! response:	Savior, huh?
context: But then we're bound to have another food shortage...\What if the Titan that sided with humans joins up with the Rose refugees,\and they attack us together?\This is huge news! A Titan has sided with us!\We might even be able to retake Wall Maria!\Say it!\Say it! He's our savior!\Savior, huh? response:	The common folk are always so irresponsible.
context: What if the Titan that sided with humans joins up with the Rose refugees,\and they attack us together?\This is huge news! A Titan has sided with us!\We might even be able to retake Wall Maria!\Say it!\Say it! He's our savior!\Savior, huh?\The common folk are always so irresponsible. response:	They might even try to using him to incite rebellion against the Inner District.
context: and they attack us together?\This is huge news! A Titan has sided with us!\We might even be able to retake Wall Maria!\Say it!\Say it! He's our savior!\Savior, huh?\The common folk are always so irresponsible.\They might even try to using him to incite rebellion against the Inner District. response:	As the Police, we must dispose of Eren Jaeger before that can happen.
context: This is huge news! A Titan has sided with us!\We might even be able to retake Wall Maria!\Say it!\Say it! He's our savior!\Savior, huh?\The common folk are always so irresponsible.\They might even try to using him to incite rebellion against the Inner District.\As the Police, we must dispose of Eren Jaeger before that can happen. response:	We won't let those freaks at the Recon Corps get their hands on him.
context: We might even be able to retake Wall Maria!\Say it!\Say it! He's our savior!\Savior, huh?\The common folk are always so irresponsible.\They might even try to using him to incite rebellion against the Inner District.\As the Police, we must dispose of Eren Jaeger before that can happen.\We won't let those freaks at the Recon Corps get their hands on him. response:	Attention!
context: Say it!\Say it! He's our savior!\Savior, huh?\The common folk are always so irresponsible.\They might even try to using him to incite rebellion against the Inner District.\As the Police, we must dispose of Eren Jaeger before that can happen.\We won't let those freaks at the Recon Corps get their hands on him.\Attention! response:	Salute the Supreme Commander!
context: Say it! He's our savior!\Savior, huh?\The common folk are always so irresponsible.\They might even try to using him to incite rebellion against the Inner District.\As the Police, we must dispose of Eren Jaeger before that can happen.\We won't let those freaks at the Recon Corps get their hands on him.\Attention!\Salute the Supreme Commander! response:	It's hot.
context: Savior, huh?\The common folk are always so irresponsible.\They might even try to using him to incite rebellion against the Inner District.\As the Police, we must dispose of Eren Jaeger before that can happen.\We won't let those freaks at the Recon Corps get their hands on him.\Attention!\Salute the Supreme Commander!\It's hot. response:	Commander Pixis,
context: The common folk are always so irresponsible.\They might even try to using him to incite rebellion against the Inner District.\As the Police, we must dispose of Eren Jaeger before that can happen.\We won't let those freaks at the Recon Corps get their hands on him.\Attention!\Salute the Supreme Commander!\It's hot.\Commander Pixis, response:	some people consider it inappropriate for you, as Commander of the Garrison,
context: They might even try to using him to incite rebellion against the Inner District.\As the Police, we must dispose of Eren Jaeger before that can happen.\We won't let those freaks at the Recon Corps get their hands on him.\Attention!\Salute the Supreme Commander!\It's hot.\Commander Pixis,\some people consider it inappropriate for you, as Commander of the Garrison, response:	to be conversing privately with someone like me from the Recon Corps.
context: As the Police, we must dispose of Eren Jaeger before that can happen.\We won't let those freaks at the Recon Corps get their hands on him.\Attention!\Salute the Supreme Commander!\It's hot.\Commander Pixis,\some people consider it inappropriate for you, as Commander of the Garrison,\to be conversing privately with someone like me from the Recon Corps. response:	Hm, you're as stiff as they say.
context: We won't let those freaks at the Recon Corps get their hands on him.\Attention!\Salute the Supreme Commander!\It's hot.\Commander Pixis,\some people consider it inappropriate for you, as Commander of the Garrison,\to be conversing privately with someone like me from the Recon Corps.\Hm, you're as stiff as they say. response:	We merely ran into each other by chance during our morning walks.
context: Attention!\Salute the Supreme Commander!\It's hot.\Commander Pixis,\some people consider it inappropriate for you, as Commander of the Garrison,\to be conversing privately with someone like me from the Recon Corps.\Hm, you're as stiff as they say.\We merely ran into each other by chance during our morning walks. response:	Now that we're already walking, we might as well chat.
context: Salute the Supreme Commander!\It's hot.\Commander Pixis,\some people consider it inappropriate for you, as Commander of the Garrison,\to be conversing privately with someone like me from the Recon Corps.\Hm, you're as stiff as they say.\We merely ran into each other by chance during our morning walks.\Now that we're already walking, we might as well chat. response:	Have you heard that the Police are also after Eren Jaeger?
context: It's hot.\Commander Pixis,\some people consider it inappropriate for you, as Commander of the Garrison,\to be conversing privately with someone like me from the Recon Corps.\Hm, you're as stiff as they say.\We merely ran into each other by chance during our morning walks.\Now that we're already walking, we might as well chat.\Have you heard that the Police are also after Eren Jaeger? response:	Yes. They sent word yesterday.
context: Commander Pixis,\some people consider it inappropriate for you, as Commander of the Garrison,\to be conversing privately with someone like me from the Recon Corps.\Hm, you're as stiff as they say.\We merely ran into each other by chance during our morning walks.\Now that we're already walking, we might as well chat.\Have you heard that the Police are also after Eren Jaeger?\Yes. They sent word yesterday. response:	A trial will be held.
context: some people consider it inappropriate for you, as Commander of the Garrison,\to be conversing privately with someone like me from the Recon Corps.\Hm, you're as stiff as they say.\We merely ran into each other by chance during our morning walks.\Now that we're already walking, we might as well chat.\Have you heard that the Police are also after Eren Jaeger?\Yes. They sent word yesterday.\A trial will be held. response:	The decision about whether the Police or the Recon Corps get Eren
context: to be conversing privately with someone like me from the Recon Corps.\Hm, you're as stiff as they say.\We merely ran into each other by chance during our morning walks.\Now that we're already walking, we might as well chat.\Have you heard that the Police are also after Eren Jaeger?\Yes. They sent word yesterday.\A trial will be held.\The decision about whether the Police or the Recon Corps get Eren response:	has been entrusted to Zacklay.
context: Hm, you're as stiff as they say.\We merely ran into each other by chance during our morning walks.\Now that we're already walking, we might as well chat.\Have you heard that the Police are also after Eren Jaeger?\Yes. They sent word yesterday.\A trial will be held.\The decision about whether the Police or the Recon Corps get Eren\has been entrusted to Zacklay. response:	Zacklay?
context: We merely ran into each other by chance during our morning walks.\Now that we're already walking, we might as well chat.\Have you heard that the Police are also after Eren Jaeger?\Yes. They sent word yesterday.\A trial will be held.\The decision about whether the Police or the Recon Corps get Eren\has been entrusted to Zacklay.\Zacklay? response:	Do you mean Supreme Commander Dallis Zacklay?
context: Now that we're already walking, we might as well chat.\Have you heard that the Police are also after Eren Jaeger?\Yes. They sent word yesterday.\A trial will be held.\The decision about whether the Police or the Recon Corps get Eren\has been entrusted to Zacklay.\Zacklay?\Do you mean Supreme Commander Dallis Zacklay? response:	He's the man in charge of all three forces: the Military Police, the Garrison, and the Recon Corps.
context: Have you heard that the Police are also after Eren Jaeger?\Yes. They sent word yesterday.\A trial will be held.\The decision about whether the Police or the Recon Corps get Eren\has been entrusted to Zacklay.\Zacklay?\Do you mean Supreme Commander Dallis Zacklay?\He's the man in charge of all three forces: the Military Police, the Garrison, and the Recon Corps. response:	the cost-benefit analysis.
context: Yes. They sent word yesterday.\A trial will be held.\The decision about whether the Police or the Recon Corps get Eren\has been entrusted to Zacklay.\Zacklay?\Do you mean Supreme Commander Dallis Zacklay?\He's the man in charge of all three forces: the Military Police, the Garrison, and the Recon Corps.\the cost-benefit analysis. response:	That is, whether it's profitable or harmful to mankind overall.
context: A trial will be held.\The decision about whether the Police or the Recon Corps get Eren\has been entrusted to Zacklay.\Zacklay?\Do you mean Supreme Commander Dallis Zacklay?\He's the man in charge of all three forces: the Military Police, the Garrison, and the Recon Corps.\the cost-benefit analysis.\That is, whether it's profitable or harmful to mankind overall. response:	Which means he wouldn't hesitate to execute Eren right on the spot,
context: The decision about whether the Police or the Recon Corps get Eren\has been entrusted to Zacklay.\Zacklay?\Do you mean Supreme Commander Dallis Zacklay?\He's the man in charge of all three forces: the Military Police, the Garrison, and the Recon Corps.\the cost-benefit analysis.\That is, whether it's profitable or harmful to mankind overall.\Which means he wouldn't hesitate to execute Eren right on the spot, response:	if that were the verdict.
context: has been entrusted to Zacklay.\Zacklay?\Do you mean Supreme Commander Dallis Zacklay?\He's the man in charge of all three forces: the Military Police, the Garrison, and the Recon Corps.\the cost-benefit analysis.\That is, whether it's profitable or harmful to mankind overall.\Which means he wouldn't hesitate to execute Eren right on the spot,\if that were the verdict. response:	I don't want to let him kill Eren.
context: Zacklay?\Do you mean Supreme Commander Dallis Zacklay?\He's the man in charge of all three forces: the Military Police, the Garrison, and the Recon Corps.\the cost-benefit analysis.\That is, whether it's profitable or harmful to mankind overall.\Which means he wouldn't hesitate to execute Eren right on the spot,\if that were the verdict.\I don't want to let him kill Eren. response:	But unfortunately, more than a few in my Garrison fear Eren's powers.
context: Do you mean Supreme Commander Dallis Zacklay?\He's the man in charge of all three forces: the Military Police, the Garrison, and the Recon Corps.\the cost-benefit analysis.\That is, whether it's profitable or harmful to mankind overall.\Which means he wouldn't hesitate to execute Eren right on the spot,\if that were the verdict.\I don't want to let him kill Eren.\But unfortunately, more than a few in my Garrison fear Eren's powers. response:	All I can do is to argue my case against the Police.
context: He's the man in charge of all three forces: the Military Police, the Garrison, and the Recon Corps.\the cost-benefit analysis.\That is, whether it's profitable or harmful to mankind overall.\Which means he wouldn't hesitate to execute Eren right on the spot,\if that were the verdict.\I don't want to let him kill Eren.\But unfortunately, more than a few in my Garrison fear Eren's powers.\All I can do is to argue my case against the Police. response:	Do you think you can win?
context: the cost-benefit analysis.\That is, whether it's profitable or harmful to mankind overall.\Which means he wouldn't hesitate to execute Eren right on the spot,\if that were the verdict.\I don't want to let him kill Eren.\But unfortunately, more than a few in my Garrison fear Eren's powers.\All I can do is to argue my case against the Police.\Do you think you can win? response:	Yes.
context: That is, whether it's profitable or harmful to mankind overall.\Which means he wouldn't hesitate to execute Eren right on the spot,\if that were the verdict.\I don't want to let him kill Eren.\But unfortunately, more than a few in my Garrison fear Eren's powers.\All I can do is to argue my case against the Police.\Do you think you can win?\Yes. response:	I have also prepared a proposition,
context: Which means he wouldn't hesitate to execute Eren right on the spot,\if that were the verdict.\I don't want to let him kill Eren.\But unfortunately, more than a few in my Garrison fear Eren's powers.\All I can do is to argue my case against the Police.\Do you think you can win?\Yes.\I have also prepared a proposition, response:	but its viability depends greatly on the way the trial progresses.
context: if that were the verdict.\I don't want to let him kill Eren.\But unfortunately, more than a few in my Garrison fear Eren's powers.\All I can do is to argue my case against the Police.\Do you think you can win?\Yes.\I have also prepared a proposition,\but its viability depends greatly on the way the trial progresses. response:	So you're planning to go in cold?
context: I don't want to let him kill Eren.\But unfortunately, more than a few in my Garrison fear Eren's powers.\All I can do is to argue my case against the Police.\Do you think you can win?\Yes.\I have also prepared a proposition,\but its viability depends greatly on the way the trial progresses.\So you're planning to go in cold? response:	We of the Recon Corps are used to getting chills from our work outside the Walls.
context: But unfortunately, more than a few in my Garrison fear Eren's powers.\All I can do is to argue my case against the Police.\Do you think you can win?\Yes.\I have also prepared a proposition,\but its viability depends greatly on the way the trial progresses.\So you're planning to go in cold?\We of the Recon Corps are used to getting chills from our work outside the Walls. response:	You aren't as stiff as you seem.
context: All I can do is to argue my case against the Police.\Do you think you can win?\Yes.\I have also prepared a proposition,\but its viability depends greatly on the way the trial progresses.\So you're planning to go in cold?\We of the Recon Corps are used to getting chills from our work outside the Walls.\You aren't as stiff as you seem. response:	Thank you for such a nice stroll, Colonel Smith.
context: Do you think you can win?\Yes.\I have also prepared a proposition,\but its viability depends greatly on the way the trial progresses.\So you're planning to go in cold?\We of the Recon Corps are used to getting chills from our work outside the Walls.\You aren't as stiff as you seem.\Thank you for such a nice stroll, Colonel Smith. response:	Eren's being put on trial? For what?
context: Yes.\I have also prepared a proposition,\but its viability depends greatly on the way the trial progresses.\So you're planning to go in cold?\We of the Recon Corps are used to getting chills from our work outside the Walls.\You aren't as stiff as you seem.\Thank you for such a nice stroll, Colonel Smith.\Eren's being put on trial? For what? response:	I don't know the details.
context: I have also prepared a proposition,\but its viability depends greatly on the way the trial progresses.\So you're planning to go in cold?\We of the Recon Corps are used to getting chills from our work outside the Walls.\You aren't as stiff as you seem.\Thank you for such a nice stroll, Colonel Smith.\Eren's being put on trial? For what?\I don't know the details. response:	I think it's about deciding how to deal with Eren.
context: but its viability depends greatly on the way the trial progresses.\So you're planning to go in cold?\We of the Recon Corps are used to getting chills from our work outside the Walls.\You aren't as stiff as you seem.\Thank you for such a nice stroll, Colonel Smith.\Eren's being put on trial? For what?\I don't know the details.\I think it's about deciding how to deal with Eren. response:	What does that mean?
context: So you're planning to go in cold?\We of the Recon Corps are used to getting chills from our work outside the Walls.\You aren't as stiff as you seem.\Thank you for such a nice stroll, Colonel Smith.\Eren's being put on trial? For what?\I don't know the details.\I think it's about deciding how to deal with Eren.\What does that mean? response:	They're probably deciding whether he lives or dies.
context: We of the Recon Corps are used to getting chills from our work outside the Walls.\You aren't as stiff as you seem.\Thank you for such a nice stroll, Colonel Smith.\Eren's being put on trial? For what?\I don't know the details.\I think it's about deciding how to deal with Eren.\What does that mean?\They're probably deciding whether he lives or dies. response:	Mikasa Ackerman! Armin Arlert!
context: You aren't as stiff as you seem.\Thank you for such a nice stroll, Colonel Smith.\Eren's being put on trial? For what?\I don't know the details.\I think it's about deciding how to deal with Eren.\What does that mean?\They're probably deciding whether he lives or dies.\Mikasa Ackerman! Armin Arlert! response:	Are you here?
context: Thank you for such a nice stroll, Colonel Smith.\Eren's being put on trial? For what?\I don't know the details.\I think it's about deciding how to deal with Eren.\What does that mean?\They're probably deciding whether he lives or dies.\Mikasa Ackerman! Armin Arlert!\Are you here? response:	Yes, sir!
context: Eren's being put on trial? For what?\I don't know the details.\I think it's about deciding how to deal with Eren.\What does that mean?\They're probably deciding whether he lives or dies.\Mikasa Ackerman! Armin Arlert!\Are you here?\Yes, sir! response:	You have been ordered to appear at the trial this afternoon as witnesses!
context: I don't know the details.\I think it's about deciding how to deal with Eren.\What does that mean?\They're probably deciding whether he lives or dies.\Mikasa Ackerman! Armin Arlert!\Are you here?\Yes, sir!\You have been ordered to appear at the trial this afternoon as witnesses! response:	Excuse me. May I use the toilet?
context: I think it's about deciding how to deal with Eren.\What does that mean?\They're probably deciding whether he lives or dies.\Mikasa Ackerman! Armin Arlert!\Are you here?\Yes, sir!\You have been ordered to appear at the trial this afternoon as witnesses!\Excuse me. May I use the toilet? response:	You just went earlier.
context: What does that mean?\They're probably deciding whether he lives or dies.\Mikasa Ackerman! Armin Arlert!\Are you here?\Yes, sir!\You have been ordered to appear at the trial this afternoon as witnesses!\Excuse me. May I use the toilet?\You just went earlier. response:	Can I get some water?
context: They're probably deciding whether he lives or dies.\Mikasa Ackerman! Armin Arlert!\Are you here?\Yes, sir!\You have been ordered to appear at the trial this afternoon as witnesses!\Excuse me. May I use the toilet?\You just went earlier.\Can I get some water? response:	Hey! Understand the situation you're in.
context: Mikasa Ackerman! Armin Arlert!\Are you here?\Yes, sir!\You have been ordered to appear at the trial this afternoon as witnesses!\Excuse me. May I use the toilet?\You just went earlier.\Can I get some water?\Hey! Understand the situation you're in. response:	Damn monster.
context: Are you here?\Yes, sir!\You have been ordered to appear at the trial this afternoon as witnesses!\Excuse me. May I use the toilet?\You just went earlier.\Can I get some water?\Hey! Understand the situation you're in.\Damn monster. response:	Monster? I guess they're not wrong about that.
context: Yes, sir!\You have been ordered to appear at the trial this afternoon as witnesses!\Excuse me. May I use the toilet?\You just went earlier.\Can I get some water?\Hey! Understand the situation you're in.\Damn monster.\Monster? I guess they're not wrong about that. response:	Am I so scary that they need to restrain me this much?
context: You have been ordered to appear at the trial this afternoon as witnesses!\Excuse me. May I use the toilet?\You just went earlier.\Can I get some water?\Hey! Understand the situation you're in.\Damn monster.\Monster? I guess they're not wrong about that.\Am I so scary that they need to restrain me this much? response:	I shouldn't be that surprised. I don't really understand all this myself.
context: Excuse me. May I use the toilet?\You just went earlier.\Can I get some water?\Hey! Understand the situation you're in.\Damn monster.\Monster? I guess they're not wrong about that.\Am I so scary that they need to restrain me this much?\I shouldn't be that surprised. I don't really understand all this myself. response:	I should just be happy that I haven't been killed yet.
context: You just went earlier.\Can I get some water?\Hey! Understand the situation you're in.\Damn monster.\Monster? I guess they're not wrong about that.\Am I so scary that they need to restrain me this much?\I shouldn't be that surprised. I don't really understand all this myself.\I should just be happy that I haven't been killed yet. response:	Wait a minute.
context: Can I get some water?\Hey! Understand the situation you're in.\Damn monster.\Monster? I guess they're not wrong about that.\Am I so scary that they need to restrain me this much?\I shouldn't be that surprised. I don't really understand all this myself.\I should just be happy that I haven't been killed yet.\Wait a minute. response:	Those two weren't scared of me at all.
context: Hey! Understand the situation you're in.\Damn monster.\Monster? I guess they're not wrong about that.\Am I so scary that they need to restrain me this much?\I shouldn't be that surprised. I don't really understand all this myself.\I should just be happy that I haven't been killed yet.\Wait a minute.\Those two weren't scared of me at all. response:	What are they doing now?
context: Damn monster.\Monster? I guess they're not wrong about that.\Am I so scary that they need to restrain me this much?\I shouldn't be that surprised. I don't really understand all this myself.\I should just be happy that I haven't been killed yet.\Wait a minute.\Those two weren't scared of me at all.\What are they doing now? response:	What happened to everybody else?
context: Monster? I guess they're not wrong about that.\Am I so scary that they need to restrain me this much?\I shouldn't be that surprised. I don't really understand all this myself.\I should just be happy that I haven't been killed yet.\Wait a minute.\Those two weren't scared of me at all.\What are they doing now?\What happened to everybody else? response:	Be patient for a little longer.
context: Am I so scary that they need to restrain me this much?\I shouldn't be that surprised. I don't really understand all this myself.\I should just be happy that I haven't been killed yet.\Wait a minute.\Those two weren't scared of me at all.\What are they doing now?\What happened to everybody else?\Be patient for a little longer. response:	We'll try to sort things out.
context: I shouldn't be that surprised. I don't really understand all this myself.\I should just be happy that I haven't been killed yet.\Wait a minute.\Those two weren't scared of me at all.\What are they doing now?\What happened to everybody else?\Be patient for a little longer.\We'll try to sort things out. response:	How many days have passed since then?
context: I should just be happy that I haven't been killed yet.\Wait a minute.\Those two weren't scared of me at all.\What are they doing now?\What happened to everybody else?\Be patient for a little longer.\We'll try to sort things out.\How many days have passed since then? response:	What's going on outside?
context: Wait a minute.\Those two weren't scared of me at all.\What are they doing now?\What happened to everybody else?\Be patient for a little longer.\We'll try to sort things out.\How many days have passed since then?\What's going on outside? response:	I won't have to live my whole life like this, right?
context: Those two weren't scared of me at all.\What are they doing now?\What happened to everybody else?\Be patient for a little longer.\We'll try to sort things out.\How many days have passed since then?\What's going on outside?\I won't have to live my whole life like this, right? response:	So you're Eren, huh?
context: What are they doing now?\What happened to everybody else?\Be patient for a little longer.\We'll try to sort things out.\How many days have passed since then?\What's going on outside?\I won't have to live my whole life like this, right?\So you're Eren, huh? response:	You okay? Feeling filthy?
context: What happened to everybody else?\Be patient for a little longer.\We'll try to sort things out.\How many days have passed since then?\What's going on outside?\I won't have to live my whole life like this, right?\So you're Eren, huh?\You okay? Feeling filthy? response:	Sorry for making you wait for so long.
context: Be patient for a little longer.\We'll try to sort things out.\How many days have passed since then?\What's going on outside?\I won't have to live my whole life like this, right?\So you're Eren, huh?\You okay? Feeling filthy?\Sorry for making you wait for so long. response:	You can finally leave this place.
context: We'll try to sort things out.\How many days have passed since then?\What's going on outside?\I won't have to live my whole life like this, right?\So you're Eren, huh?\You okay? Feeling filthy?\Sorry for making you wait for so long.\You can finally leave this place. response:	Though you'll have to wear these.
context: How many days have passed since then?\What's going on outside?\I won't have to live my whole life like this, right?\So you're Eren, huh?\You okay? Feeling filthy?\Sorry for making you wait for so long.\You can finally leave this place.\Though you'll have to wear these. response:	I'm from the Recon Corps. Major Hanji Zoe.
context: What's going on outside?\I won't have to live my whole life like this, right?\So you're Eren, huh?\You okay? Feeling filthy?\Sorry for making you wait for so long.\You can finally leave this place.\Though you'll have to wear these.\I'm from the Recon Corps. Major Hanji Zoe. response:	He's fellow Major Mike Zacharias.
context: I won't have to live my whole life like this, right?\So you're Eren, huh?\You okay? Feeling filthy?\Sorry for making you wait for so long.\You can finally leave this place.\Though you'll have to wear these.\I'm from the Recon Corps. Major Hanji Zoe.\He's fellow Major Mike Zacharias. response:	Um...
context: So you're Eren, huh?\You okay? Feeling filthy?\Sorry for making you wait for so long.\You can finally leave this place.\Though you'll have to wear these.\I'm from the Recon Corps. Major Hanji Zoe.\He's fellow Major Mike Zacharias.\Um... response:	Ah, he just has this habit of sniffing people at their first meeting, then laughing like that.
context: You okay? Feeling filthy?\Sorry for making you wait for so long.\You can finally leave this place.\Though you'll have to wear these.\I'm from the Recon Corps. Major Hanji Zoe.\He's fellow Major Mike Zacharias.\Um...\Ah, he just has this habit of sniffing people at their first meeting, then laughing like that. response:	I wouldn't read much into it though.
context: Sorry for making you wait for so long.\You can finally leave this place.\Though you'll have to wear these.\I'm from the Recon Corps. Major Hanji Zoe.\He's fellow Major Mike Zacharias.\Um...\Ah, he just has this habit of sniffing people at their first meeting, then laughing like that.\I wouldn't read much into it though. response:	He's skilled enough to become a major, after all.
context: You can finally leave this place.\Though you'll have to wear these.\I'm from the Recon Corps. Major Hanji Zoe.\He's fellow Major Mike Zacharias.\Um...\Ah, he just has this habit of sniffing people at their first meeting, then laughing like that.\I wouldn't read much into it though.\He's skilled enough to become a major, after all. response:	Oh, we chatted all the time away. We're already here.
context: Though you'll have to wear these.\I'm from the Recon Corps. Major Hanji Zoe.\He's fellow Major Mike Zacharias.\Um...\Ah, he just has this habit of sniffing people at their first meeting, then laughing like that.\I wouldn't read much into it though.\He's skilled enough to become a major, after all.\Oh, we chatted all the time away. We're already here. response:	Well, I guess you're better off without an explanation too.
context: I'm from the Recon Corps. Major Hanji Zoe.\He's fellow Major Mike Zacharias.\Um...\Ah, he just has this habit of sniffing people at their first meeting, then laughing like that.\I wouldn't read much into it though.\He's skilled enough to become a major, after all.\Oh, we chatted all the time away. We're already here.\Well, I guess you're better off without an explanation too. response:	We don't have a choice
context: He's fellow Major Mike Zacharias.\Um...\Ah, he just has this habit of sniffing people at their first meeting, then laughing like that.\I wouldn't read much into it though.\He's skilled enough to become a major, after all.\Oh, we chatted all the time away. We're already here.\Well, I guess you're better off without an explanation too.\We don't have a choice response:	but to trust you blindly.
