context: Catch your breath. response:	East, huh?
context: What can they do?\Can they live as one with the land?\Adventurers create nothing.\They simply fight and shed blood.\What's wrong?\That looks bad.\We have to tell the village.\Here you go! response:	The Big Bath Akihabara Town Baths
context: Can they live as one with the land?\Adventurers create nothing.\They simply fight and shed blood.\What's wrong?\That looks bad.\We have to tell the village.\Here you go!\The Big Bath Akihabara Town Baths response:	Oh, my...
context: Adventurers create nothing.\They simply fight and shed blood.\What's wrong?\That looks bad.\We have to tell the village.\Here you go!\The Big Bath Akihabara Town Baths\Oh, my... response:	Next time, we should all come together.
context: They simply fight and shed blood.\What's wrong?\That looks bad.\We have to tell the village.\Here you go!\The Big Bath Akihabara Town Baths\Oh, my...\Next time, we should all come together. response:	An Invitation from Eastal
context: What's wrong?\That looks bad.\We have to tell the village.\Here you go!\The Big Bath Akihabara Town Baths\Oh, my...\Next time, we should all come together.\An Invitation from Eastal response:	An Invitation from Eastal.
context: That looks bad.\We have to tell the village.\Here you go!\The Big Bath Akihabara Town Baths\Oh, my...\Next time, we should all come together.\An Invitation from Eastal\An Invitation from Eastal. response:	Go!
context: We have to tell the village.\Here you go!\The Big Bath Akihabara Town Baths\Oh, my...\Next time, we should all come together.\An Invitation from Eastal\An Invitation from Eastal.\Go! response:	Head-splitter!
context: Here you go!\The Big Bath Akihabara Town Baths\Oh, my...\Next time, we should all come together.\An Invitation from Eastal\An Invitation from Eastal.\Go!\Head-splitter! response:	I did it!
context: The Big Bath Akihabara Town Baths\Oh, my...\Next time, we should all come together.\An Invitation from Eastal\An Invitation from Eastal.\Go!\Head-splitter!\I did it! response:	Huh?
context: Oh, my...\Next time, we should all come together.\An Invitation from Eastal\An Invitation from Eastal.\Go!\Head-splitter!\I did it!\Huh? response:	I can't move!
context: Next time, we should all come together.\An Invitation from Eastal\An Invitation from Eastal.\Go!\Head-splitter!\I did it!\Huh?\I can't move! response:	I'm in trouble!
context: An Invitation from Eastal\An Invitation from Eastal.\Go!\Head-splitter!\I did it!\Huh?\I can't move!\I'm in trouble! response:	Purification Barrier!
context: An Invitation from Eastal.\Go!\Head-splitter!\I did it!\Huh?\I can't move!\I'm in trouble!\Purification Barrier! response:	Death
context: Go!\Head-splitter!\I did it!\Huh?\I can't move!\I'm in trouble!\Purification Barrier!\Death response:	Assassinate!
context: Head-splitter!\I did it!\Huh?\I can't move!\I'm in trouble!\Purification Barrier!\Death\Assassinate! response:	Aura Saber!
context: I did it!\Huh?\I can't move!\I'm in trouble!\Purification Barrier!\Death\Assassinate!\Aura Saber! response:	I'm sorry, I...
context: Huh?\I can't move!\I'm in trouble!\Purification Barrier!\Death\Assassinate!\Aura Saber!\I'm sorry, I... response:	Samurai have a long cool down.
context: I can't move!\I'm in trouble!\Purification Barrier!\Death\Assassinate!\Aura Saber!\I'm sorry, I...\Samurai have a long cool down. response:	And sometimes, after casting a spell, they can't move afterward.
context: I'm in trouble!\Purification Barrier!\Death\Assassinate!\Aura Saber!\I'm sorry, I...\Samurai have a long cool down.\And sometimes, after casting a spell, they can't move afterward. response:	Did you forget?
context: Purification Barrier!\Death\Assassinate!\Aura Saber!\I'm sorry, I...\Samurai have a long cool down.\And sometimes, after casting a spell, they can't move afterward.\Did you forget? response:	I knew it in my head, but I just...
context: Death\Assassinate!\Aura Saber!\I'm sorry, I...\Samurai have a long cool down.\And sometimes, after casting a spell, they can't move afterward.\Did you forget?\I knew it in my head, but I just... response:	Shiro asked us to look after you guys,
context: Assassinate!\Aura Saber!\I'm sorry, I...\Samurai have a long cool down.\And sometimes, after casting a spell, they can't move afterward.\Did you forget?\I knew it in my head, but I just...\Shiro asked us to look after you guys, response:	so we'll be cracking down on ya!
context: Aura Saber!\I'm sorry, I...\Samurai have a long cool down.\And sometimes, after casting a spell, they can't move afterward.\Did you forget?\I knew it in my head, but I just...\Shiro asked us to look after you guys,\so we'll be cracking down on ya! response:	Thank you, teacher!
context: I'm sorry, I...\Samurai have a long cool down.\And sometimes, after casting a spell, they can't move afterward.\Did you forget?\I knew it in my head, but I just...\Shiro asked us to look after you guys,\so we'll be cracking down on ya!\Thank you, teacher! response:	Thank you!
context: Samurai have a long cool down.\And sometimes, after casting a spell, they can't move afterward.\Did you forget?\I knew it in my head, but I just...\Shiro asked us to look after you guys,\so we'll be cracking down on ya!\Thank you, teacher!\Thank you! response:	Good!
context: And sometimes, after casting a spell, they can't move afterward.\Did you forget?\I knew it in my head, but I just...\Shiro asked us to look after you guys,\so we'll be cracking down on ya!\Thank you, teacher!\Thank you!\Good! response:	First, Tohya, as men, we can talk about p
context: Did you forget?\I knew it in my head, but I just...\Shiro asked us to look after you guys,\so we'll be cracking down on ya!\Thank you, teacher!\Thank you!\Good!\First, Tohya, as men, we can talk about p response:	P?
context: I knew it in my head, but I just...\Shiro asked us to look after you guys,\so we'll be cracking down on ya!\Thank you, teacher!\Thank you!\Good!\First, Tohya, as men, we can talk about p\P? response:	Nothing.
context: Shiro asked us to look after you guys,\so we'll be cracking down on ya!\Thank you, teacher!\Thank you!\Good!\First, Tohya, as men, we can talk about p\P?\Nothing. response:	Don't worry about it.
context: so we'll be cracking down on ya!\Thank you, teacher!\Thank you!\Good!\First, Tohya, as men, we can talk about p\P?\Nothing.\Don't worry about it. response:	Uh...
context: Thank you, teacher!\Thank you!\Good!\First, Tohya, as men, we can talk about p\P?\Nothing.\Don't worry about it.\Uh... response:	I said we'd crack down on you...
context: Thank you!\Good!\First, Tohya, as men, we can talk about p\P?\Nothing.\Don't worry about it.\Uh...\I said we'd crack down on you... response:	But we can't teach you much about shrine priest techniques.
context: Good!\First, Tohya, as men, we can talk about p\P?\Nothing.\Don't worry about it.\Uh...\I said we'd crack down on you...\But we can't teach you much about shrine priest techniques. response:	That's okay.
context: First, Tohya, as men, we can talk about p\P?\Nothing.\Don't worry about it.\Uh...\I said we'd crack down on you...\But we can't teach you much about shrine priest techniques.\That's okay. response:	He told me everything I need to know.
context: P?\Nothing.\Don't worry about it.\Uh...\I said we'd crack down on you...\But we can't teach you much about shrine priest techniques.\That's okay.\He told me everything I need to know. response:	Shiroe Memo
context: Nothing.\Don't worry about it.\Uh...\I said we'd crack down on you...\But we can't teach you much about shrine priest techniques.\That's okay.\He told me everything I need to know.\Shiroe Memo response:	Shiroe?
context: Don't worry about it.\Uh...\I said we'd crack down on you...\But we can't teach you much about shrine priest techniques.\That's okay.\He told me everything I need to know.\Shiroe Memo\Shiroe? response:	Chief?
context: Uh...\I said we'd crack down on you...\But we can't teach you much about shrine priest techniques.\That's okay.\He told me everything I need to know.\Shiroe Memo\Shiroe?\Chief? response:	Were you up all night again?
context: I said we'd crack down on you...\But we can't teach you much about shrine priest techniques.\That's okay.\He told me everything I need to know.\Shiroe Memo\Shiroe?\Chief?\Were you up all night again? response:	No, I slept a little.
context: But we can't teach you much about shrine priest techniques.\That's okay.\He told me everything I need to know.\Shiroe Memo\Shiroe?\Chief?\Were you up all night again?\No, I slept a little. response:	It's a nice day.
context: That's okay.\He told me everything I need to know.\Shiroe Memo\Shiroe?\Chief?\Were you up all night again?\No, I slept a little.\It's a nice day. response:	You should go out for a change of pace.
context: He told me everything I need to know.\Shiroe Memo\Shiroe?\Chief?\Were you up all night again?\No, I slept a little.\It's a nice day.\You should go out for a change of pace. response:	Akihabara is changing so quickly.
context: Shiroe Memo\Shiroe?\Chief?\Were you up all night again?\No, I slept a little.\It's a nice day.\You should go out for a change of pace.\Akihabara is changing so quickly. response:	Steam Engine-Equipped Vessel Ocypete
context: Shiroe?\Chief?\Were you up all night again?\No, I slept a little.\It's a nice day.\You should go out for a change of pace.\Akihabara is changing so quickly.\Steam Engine-Equipped Vessel Ocypete response:	Under Construction!?
context: Chief?\Were you up all night again?\No, I slept a little.\It's a nice day.\You should go out for a change of pace.\Akihabara is changing so quickly.\Steam Engine-Equipped Vessel Ocypete\Under Construction!? response:	I'd love to, but I have more things I need to look into.
context: Were you up all night again?\No, I slept a little.\It's a nice day.\You should go out for a change of pace.\Akihabara is changing so quickly.\Steam Engine-Equipped Vessel Ocypete\Under Construction!?\I'd love to, but I have more things I need to look into. response:	You mean a way to get home?
context: No, I slept a little.\It's a nice day.\You should go out for a change of pace.\Akihabara is changing so quickly.\Steam Engine-Equipped Vessel Ocypete\Under Construction!?\I'd love to, but I have more things I need to look into.\You mean a way to get home? response:	That, too...
context: It's a nice day.\You should go out for a change of pace.\Akihabara is changing so quickly.\Steam Engine-Equipped Vessel Ocypete\Under Construction!?\I'd love to, but I have more things I need to look into.\You mean a way to get home?\That, too... response:	But if we're to live in this world, even if only for a while,
context: You should go out for a change of pace.\Akihabara is changing so quickly.\Steam Engine-Equipped Vessel Ocypete\Under Construction!?\I'd love to, but I have more things I need to look into.\You mean a way to get home?\That, too...\But if we're to live in this world, even if only for a while, response:	we'll need knowledge and information.
context: Akihabara is changing so quickly.\Steam Engine-Equipped Vessel Ocypete\Under Construction!?\I'd love to, but I have more things I need to look into.\You mean a way to get home?\That, too...\But if we're to live in this world, even if only for a while,\we'll need knowledge and information. response:	What is this?
context: Steam Engine-Equipped Vessel Ocypete\Under Construction!?\I'd love to, but I have more things I need to look into.\You mean a way to get home?\That, too...\But if we're to live in this world, even if only for a while,\we'll need knowledge and information.\What is this? response:	If a cook prepares food himself,
context: Under Construction!?\I'd love to, but I have more things I need to look into.\You mean a way to get home?\That, too...\But if we're to live in this world, even if only for a while,\we'll need knowledge and information.\What is this?\If a cook prepares food himself, response:	or a crafter creates something himself,
context: I'd love to, but I have more things I need to look into.\You mean a way to get home?\That, too...\But if we're to live in this world, even if only for a while,\we'll need knowledge and information.\What is this?\If a cook prepares food himself,\or a crafter creates something himself, response:	they can make things that didn't exist in the world of Elder Tale.
context: You mean a way to get home?\That, too...\But if we're to live in this world, even if only for a while,\we'll need knowledge and information.\What is this?\If a cook prepares food himself,\or a crafter creates something himself,\they can make things that didn't exist in the world of Elder Tale. response:	So you're trying to see if you can use your scribing skill for anything?
context: That, too...\But if we're to live in this world, even if only for a while,\we'll need knowledge and information.\What is this?\If a cook prepares food himself,\or a crafter creates something himself,\they can make things that didn't exist in the world of Elder Tale.\So you're trying to see if you can use your scribing skill for anything? response:	I was able to draw up a simple contract.
context: But if we're to live in this world, even if only for a while,\we'll need knowledge and information.\What is this?\If a cook prepares food himself,\or a crafter creates something himself,\they can make things that didn't exist in the world of Elder Tale.\So you're trying to see if you can use your scribing skill for anything?\I was able to draw up a simple contract. response:	I wonder if I could use it for other things...
context: we'll need knowledge and information.\What is this?\If a cook prepares food himself,\or a crafter creates something himself,\they can make things that didn't exist in the world of Elder Tale.\So you're trying to see if you can use your scribing skill for anything?\I was able to draw up a simple contract.\I wonder if I could use it for other things... response:	Henrietta?
context: What is this?\If a cook prepares food himself,\or a crafter creates something himself,\they can make things that didn't exist in the world of Elder Tale.\So you're trying to see if you can use your scribing skill for anything?\I was able to draw up a simple contract.\I wonder if I could use it for other things...\Henrietta? response:	Shiroe!
context: If a cook prepares food himself,\or a crafter creates something himself,\they can make things that didn't exist in the world of Elder Tale.\So you're trying to see if you can use your scribing skill for anything?\I was able to draw up a simple contract.\I wonder if I could use it for other things...\Henrietta?\Shiroe! response:	I can't handle this anymore!
context: or a crafter creates something himself,\they can make things that didn't exist in the world of Elder Tale.\So you're trying to see if you can use your scribing skill for anything?\I was able to draw up a simple contract.\I wonder if I could use it for other things...\Henrietta?\Shiroe!\I can't handle this anymore! response:	Save me!
context: they can make things that didn't exist in the world of Elder Tale.\So you're trying to see if you can use your scribing skill for anything?\I was able to draw up a simple contract.\I wonder if I could use it for other things...\Henrietta?\Shiroe!\I can't handle this anymore!\Save me! response:	Huh?
context: So you're trying to see if you can use your scribing skill for anything?\I was able to draw up a simple contract.\I wonder if I could use it for other things...\Henrietta?\Shiroe!\I can't handle this anymore!\Save me!\Huh? response:	I want to eat! I want to eat!
context: I was able to draw up a simple contract.\I wonder if I could use it for other things...\Henrietta?\Shiroe!\I can't handle this anymore!\Save me!\Huh?\I want to eat! I want to eat! response:	She called all of you, too?
context: I wonder if I could use it for other things...\Henrietta?\Shiroe!\I can't handle this anymore!\Save me!\Huh?\I want to eat! I want to eat!\She called all of you, too? response:	Yup!
context: Henrietta?\Shiroe!\I can't handle this anymore!\Save me!\Huh?\I want to eat! I want to eat!\She called all of you, too?\Yup! response:	Yeah.
context: Shiroe!\I can't handle this anymore!\Save me!\Huh?\I want to eat! I want to eat!\She called all of you, too?\Yup!\Yeah. response:	What's going on?
context: I can't handle this anymore!\Save me!\Huh?\I want to eat! I want to eat!\She called all of you, too?\Yup!\Yeah.\What's going on? response:	Well, you see...
context: Save me!\Huh?\I want to eat! I want to eat!\She called all of you, too?\Yup!\Yeah.\What's going on?\Well, you see... response:	It's summer.
context: Huh?\I want to eat! I want to eat!\She called all of you, too?\Yup!\Yeah.\What's going on?\Well, you see...\It's summer. response:	Summer has come to this world!
context: I want to eat! I want to eat!\She called all of you, too?\Yup!\Yeah.\What's going on?\Well, you see...\It's summer.\Summer has come to this world! response:	And summer is all about the beach.
context: She called all of you, too?\Yup!\Yeah.\What's going on?\Well, you see...\It's summer.\Summer has come to this world!\And summer is all about the beach. response:	Snow cones, watermelon, ramen, and curry rice at the beach, right?
context: Yup!\Yeah.\What's going on?\Well, you see...\It's summer.\Summer has come to this world!\And summer is all about the beach.\Snow cones, watermelon, ramen, and curry rice at the beach, right? response:	I want to eat! I want to eat!
context: Yeah.\What's going on?\Well, you see...\It's summer.\Summer has come to this world!\And summer is all about the beach.\Snow cones, watermelon, ramen, and curry rice at the beach, right?\I want to eat! I want to eat! response:	Stop this!
context: What's going on?\Well, you see...\It's summer.\Summer has come to this world!\And summer is all about the beach.\Snow cones, watermelon, ramen, and curry rice at the beach, right?\I want to eat! I want to eat!\Stop this! response:	The Crescent Moon Alliance is one of the Round Table's eleven guilds.
context: Well, you see...\It's summer.\Summer has come to this world!\And summer is all about the beach.\Snow cones, watermelon, ramen, and curry rice at the beach, right?\I want to eat! I want to eat!\Stop this!\The Crescent Moon Alliance is one of the Round Table's eleven guilds. response:	And you're its guild master!
context: It's summer.\Summer has come to this world!\And summer is all about the beach.\Snow cones, watermelon, ramen, and curry rice at the beach, right?\I want to eat! I want to eat!\Stop this!\The Crescent Moon Alliance is one of the Round Table's eleven guilds.\And you're its guild master! response:	Akihabara still has a lot of problems.
context: Summer has come to this world!\And summer is all about the beach.\Snow cones, watermelon, ramen, and curry rice at the beach, right?\I want to eat! I want to eat!\Stop this!\The Crescent Moon Alliance is one of the Round Table's eleven guilds.\And you're its guild master!\Akihabara still has a lot of problems. response:	We can't leave it right now, can we?
context: And summer is all about the beach.\Snow cones, watermelon, ramen, and curry rice at the beach, right?\I want to eat! I want to eat!\Stop this!\The Crescent Moon Alliance is one of the Round Table's eleven guilds.\And you're its guild master!\Akihabara still has a lot of problems.\We can't leave it right now, can we? response:	I've worked really hard!
context: Snow cones, watermelon, ramen, and curry rice at the beach, right?\I want to eat! I want to eat!\Stop this!\The Crescent Moon Alliance is one of the Round Table's eleven guilds.\And you're its guild master!\Akihabara still has a lot of problems.\We can't leave it right now, can we?\I've worked really hard! response:	I'm still working really hard!
context: I want to eat! I want to eat!\Stop this!\The Crescent Moon Alliance is one of the Round Table's eleven guilds.\And you're its guild master!\Akihabara still has a lot of problems.\We can't leave it right now, can we?\I've worked really hard!\I'm still working really hard! response:	Can't I have
context: Stop this!\The Crescent Moon Alliance is one of the Round Table's eleven guilds.\And you're its guild master!\Akihabara still has a lot of problems.\We can't leave it right now, can we?\I've worked really hard!\I'm still working really hard!\Can't I have response:	some fun once in a while?
context: The Crescent Moon Alliance is one of the Round Table's eleven guilds.\And you're its guild master!\Akihabara still has a lot of problems.\We can't leave it right now, can we?\I've worked really hard!\I'm still working really hard!\Can't I have\some fun once in a while? response:	Come down, Marie!
context: And you're its guild master!\Akihabara still has a lot of problems.\We can't leave it right now, can we?\I've worked really hard!\I'm still working really hard!\Can't I have\some fun once in a while?\Come down, Marie! response:	It appears the lady is the one who needs a change of pace.
context: Akihabara still has a lot of problems.\We can't leave it right now, can we?\I've worked really hard!\I'm still working really hard!\Can't I have\some fun once in a while?\Come down, Marie!\It appears the lady is the one who needs a change of pace. response:	That's dangerous!
context: We can't leave it right now, can we?\I've worked really hard!\I'm still working really hard!\Can't I have\some fun once in a while?\Come down, Marie!\It appears the lady is the one who needs a change of pace.\That's dangerous! response:	The beach, huh?
context: I've worked really hard!\I'm still working really hard!\Can't I have\some fun once in a while?\Come down, Marie!\It appears the lady is the one who needs a change of pace.\That's dangerous!\The beach, huh? response:	What's this?
context: I'm still working really hard!\Can't I have\some fun once in a while?\Come down, Marie!\It appears the lady is the one who needs a change of pace.\That's dangerous!\The beach, huh?\What's this? response:	A new quest?
context: Can't I have\some fun once in a while?\Come down, Marie!\It appears the lady is the one who needs a change of pace.\That's dangerous!\The beach, huh?\What's this?\A new quest? response:	Round Table-Sponsored Training Camp for New Players?
context: some fun once in a while?\Come down, Marie!\It appears the lady is the one who needs a change of pace.\That's dangerous!\The beach, huh?\What's this?\A new quest?\Round Table-Sponsored Training Camp for New Players? response:	A summer training camp for new players under level 40?
context: Come down, Marie!\It appears the lady is the one who needs a change of pace.\That's dangerous!\The beach, huh?\What's this?\A new quest?\Round Table-Sponsored Training Camp for New Players?\A summer training camp for new players under level 40? response:	It's here!
context: It appears the lady is the one who needs a change of pace.\That's dangerous!\The beach, huh?\What's this?\A new quest?\Round Table-Sponsored Training Camp for New Players?\A summer training camp for new players under level 40?\It's here! response:	This is the stage that's been set for me!
context: That's dangerous!\The beach, huh?\What's this?\A new quest?\Round Table-Sponsored Training Camp for New Players?\A summer training camp for new players under level 40?\It's here!\This is the stage that's been set for me! response:	At last, it's time for everyone to learn
context: The beach, huh?\What's this?\A new quest?\Round Table-Sponsored Training Camp for New Players?\A summer training camp for new players under level 40?\It's here!\This is the stage that's been set for me!\At last, it's time for everyone to learn response:	the magnificent name of Rundel Haus Code!
context: What's this?\A new quest?\Round Table-Sponsored Training Camp for New Players?\A summer training camp for new players under level 40?\It's here!\This is the stage that's been set for me!\At last, it's time for everyone to learn\the magnificent name of Rundel Haus Code! response:	This is a great idea!
context: A new quest?\Round Table-Sponsored Training Camp for New Players?\A summer training camp for new players under level 40?\It's here!\This is the stage that's been set for me!\At last, it's time for everyone to learn\the magnificent name of Rundel Haus Code!\This is a great idea! response:	It's the perfect excuse for a vacation.
context: Round Table-Sponsored Training Camp for New Players?\A summer training camp for new players under level 40?\It's here!\This is the stage that's been set for me!\At last, it's time for everyone to learn\the magnificent name of Rundel Haus Code!\This is a great idea!\It's the perfect excuse for a vacation. response:	The beach! Training camp!
context: A summer training camp for new players under level 40?\It's here!\This is the stage that's been set for me!\At last, it's time for everyone to learn\the magnificent name of Rundel Haus Code!\This is a great idea!\It's the perfect excuse for a vacation.\The beach! Training camp! response:	Marie!
context: It's here!\This is the stage that's been set for me!\At last, it's time for everyone to learn\the magnificent name of Rundel Haus Code!\This is a great idea!\It's the perfect excuse for a vacation.\The beach! Training camp!\Marie! response:	The Round Table was talking about training new players.
context: This is the stage that's been set for me!\At last, it's time for everyone to learn\the magnificent name of Rundel Haus Code!\This is a great idea!\It's the perfect excuse for a vacation.\The beach! Training camp!\Marie!\The Round Table was talking about training new players. response:	Two birds with one stone.
context: At last, it's time for everyone to learn\the magnificent name of Rundel Haus Code!\This is a great idea!\It's the perfect excuse for a vacation.\The beach! Training camp!\Marie!\The Round Table was talking about training new players.\Two birds with one stone. response:	For Dark Shiroe, coming up with a plan like this is no big deal.
context: the magnificent name of Rundel Haus Code!\This is a great idea!\It's the perfect excuse for a vacation.\The beach! Training camp!\Marie!\The Round Table was talking about training new players.\Two birds with one stone.\For Dark Shiroe, coming up with a plan like this is no big deal. response:	Dark Shiroe?
context: This is a great idea!\It's the perfect excuse for a vacation.\The beach! Training camp!\Marie!\The Round Table was talking about training new players.\Two birds with one stone.\For Dark Shiroe, coming up with a plan like this is no big deal.\Dark Shiroe? response:	He's a good Dark Shiroe!
context: It's the perfect excuse for a vacation.\The beach! Training camp!\Marie!\The Round Table was talking about training new players.\Two birds with one stone.\For Dark Shiroe, coming up with a plan like this is no big deal.\Dark Shiroe?\He's a good Dark Shiroe! response:	And you, as well, Naotsugu!
context: The beach! Training camp!\Marie!\The Round Table was talking about training new players.\Two birds with one stone.\For Dark Shiroe, coming up with a plan like this is no big deal.\Dark Shiroe?\He's a good Dark Shiroe!\And you, as well, Naotsugu! response:	As well?
context: Marie!\The Round Table was talking about training new players.\Two birds with one stone.\For Dark Shiroe, coming up with a plan like this is no big deal.\Dark Shiroe?\He's a good Dark Shiroe!\And you, as well, Naotsugu!\As well? response:	Will you be going, Serara?
context: The Round Table was talking about training new players.\Two birds with one stone.\For Dark Shiroe, coming up with a plan like this is no big deal.\Dark Shiroe?\He's a good Dark Shiroe!\And you, as well, Naotsugu!\As well?\Will you be going, Serara? response:	Yes.
context: Two birds with one stone.\For Dark Shiroe, coming up with a plan like this is no big deal.\Dark Shiroe?\He's a good Dark Shiroe!\And you, as well, Naotsugu!\As well?\Will you be going, Serara?\Yes. response:	Um...
context: For Dark Shiroe, coming up with a plan like this is no big deal.\Dark Shiroe?\He's a good Dark Shiroe!\And you, as well, Naotsugu!\As well?\Will you be going, Serara?\Yes.\Um... response:	What about you?
context: Dark Shiroe?\He's a good Dark Shiroe!\And you, as well, Naotsugu!\As well?\Will you be going, Serara?\Yes.\Um...\What about you? response:	I shall attend as one of the trainers.
context: He's a good Dark Shiroe!\And you, as well, Naotsugu!\As well?\Will you be going, Serara?\Yes.\Um...\What about you?\I shall attend as one of the trainers. response:	She's so obvious.
context: And you, as well, Naotsugu!\As well?\Will you be going, Serara?\Yes.\Um...\What about you?\I shall attend as one of the trainers.\She's so obvious. response:	Meow?
context: As well?\Will you be going, Serara?\Yes.\Um...\What about you?\I shall attend as one of the trainers.\She's so obvious.\Meow? response:	Shiroe and all his friends will be there.
context: Will you be going, Serara?\Yes.\Um...\What about you?\I shall attend as one of the trainers.\She's so obvious.\Meow?\Shiroe and all his friends will be there. response:	Yeah.
context: Yes.\Um...\What about you?\I shall attend as one of the trainers.\She's so obvious.\Meow?\Shiroe and all his friends will be there.\Yeah. response:	We'll have to do our best.
context: Um...\What about you?\I shall attend as one of the trainers.\She's so obvious.\Meow?\Shiroe and all his friends will be there.\Yeah.\We'll have to do our best. response:	Part of me always blamed myself...
context: What about you?\I shall attend as one of the trainers.\She's so obvious.\Meow?\Shiroe and all his friends will be there.\Yeah.\We'll have to do our best.\Part of me always blamed myself... response:	For not being able to do anything for Tohya.
context: I shall attend as one of the trainers.\She's so obvious.\Meow?\Shiroe and all his friends will be there.\Yeah.\We'll have to do our best.\Part of me always blamed myself...\For not being able to do anything for Tohya. response:	I thought I couldn't do anything.
context: She's so obvious.\Meow?\Shiroe and all his friends will be there.\Yeah.\We'll have to do our best.\Part of me always blamed myself...\For not being able to do anything for Tohya.\I thought I couldn't do anything. response:	But that's over.
context: Meow?\Shiroe and all his friends will be there.\Yeah.\We'll have to do our best.\Part of me always blamed myself...\For not being able to do anything for Tohya.\I thought I couldn't do anything.\But that's over. response:	I must make Shiroe think he did the right thing
context: Shiroe and all his friends will be there.\Yeah.\We'll have to do our best.\Part of me always blamed myself...\For not being able to do anything for Tohya.\I thought I couldn't do anything.\But that's over.\I must make Shiroe think he did the right thing response:	when he saved me.
context: Yeah.\We'll have to do our best.\Part of me always blamed myself...\For not being able to do anything for Tohya.\I thought I couldn't do anything.\But that's over.\I must make Shiroe think he did the right thing\when he saved me. response:	Nothing's biting today.
context: We'll have to do our best.\Part of me always blamed myself...\For not being able to do anything for Tohya.\I thought I couldn't do anything.\But that's over.\I must make Shiroe think he did the right thing\when he saved me.\Nothing's biting today. response:	What's going on?
context: Part of me always blamed myself...\For not being able to do anything for Tohya.\I thought I couldn't do anything.\But that's over.\I must make Shiroe think he did the right thing\when he saved me.\Nothing's biting today.\What's going on? response:	So this is where the training camp will be held, my lord?
context: For not being able to do anything for Tohya.\I thought I couldn't do anything.\But that's over.\I must make Shiroe think he did the right thing\when he saved me.\Nothing's biting today.\What's going on?\So this is where the training camp will be held, my lord? response:	The town of Choushi, in the Zantleaf region.
context: I thought I couldn't do anything.\But that's over.\I must make Shiroe think he did the right thing\when he saved me.\Nothing's biting today.\What's going on?\So this is where the training camp will be held, my lord?\The town of Choushi, in the Zantleaf region. response:	Karashin has already gone and looked at the area,
context: But that's over.\I must make Shiroe think he did the right thing\when he saved me.\Nothing's biting today.\What's going on?\So this is where the training camp will be held, my lord?\The town of Choushi, in the Zantleaf region.\Karashin has already gone and looked at the area, response:	and has spoken to the People of the Land there.
context: I must make Shiroe think he did the right thing\when he saved me.\Nothing's biting today.\What's going on?\So this is where the training camp will be held, my lord?\The town of Choushi, in the Zantleaf region.\Karashin has already gone and looked at the area,\and has spoken to the People of the Land there. response:	That's my boy.
context: when he saved me.\Nothing's biting today.\What's going on?\So this is where the training camp will be held, my lord?\The town of Choushi, in the Zantleaf region.\Karashin has already gone and looked at the area,\and has spoken to the People of the Land there.\That's my boy. response:	Shouryuu, of our guild,
context: Nothing's biting today.\What's going on?\So this is where the training camp will be held, my lord?\The town of Choushi, in the Zantleaf region.\Karashin has already gone and looked at the area,\and has spoken to the People of the Land there.\That's my boy.\Shouryuu, of our guild, response:	and Rezarick, from the Black Swords, will be participating as trainers.
