context: The biggest reason I chose that job was because, response:	unlike working in sales, I get weekends off.
context: I'm a broken rose\Oh baby, help me from frozen pain\With your smile, your eyes, and sing me, just for me\I wanna need your love\I'm a broken rose\I wanna need your love\Kyosuke, have you ever been unfaithful to your partner?\You did it? With Sachiko? response:	The defendant shall just answer the question!
context: Oh baby, help me from frozen pain\With your smile, your eyes, and sing me, just for me\I wanna need your love\I'm a broken rose\I wanna need your love\Kyosuke, have you ever been unfaithful to your partner?\You did it? With Sachiko?\The defendant shall just answer the question! response:	The defendant would be you.
context: With your smile, your eyes, and sing me, just for me\I wanna need your love\I'm a broken rose\I wanna need your love\Kyosuke, have you ever been unfaithful to your partner?\You did it? With Sachiko?\The defendant shall just answer the question!\The defendant would be you. response:	I've never been unfaithful to my partner.
context: I wanna need your love\I'm a broken rose\I wanna need your love\Kyosuke, have you ever been unfaithful to your partner?\You did it? With Sachiko?\The defendant shall just answer the question!\The defendant would be you.\I've never been unfaithful to my partner. response:	You liar!
context: I'm a broken rose\I wanna need your love\Kyosuke, have you ever been unfaithful to your partner?\You did it? With Sachiko?\The defendant shall just answer the question!\The defendant would be you.\I've never been unfaithful to my partner.\You liar! response:	During our senior year,
context: I wanna need your love\Kyosuke, have you ever been unfaithful to your partner?\You did it? With Sachiko?\The defendant shall just answer the question!\The defendant would be you.\I've never been unfaithful to my partner.\You liar!\During our senior year, response:	you're the dumbass who fooled around with several girls at the same time!
context: Kyosuke, have you ever been unfaithful to your partner?\You did it? With Sachiko?\The defendant shall just answer the question!\The defendant would be you.\I've never been unfaithful to my partner.\You liar!\During our senior year,\you're the dumbass who fooled around with several girls at the same time! response:	Was I?
context: You did it? With Sachiko?\The defendant shall just answer the question!\The defendant would be you.\I've never been unfaithful to my partner.\You liar!\During our senior year,\you're the dumbass who fooled around with several girls at the same time!\Was I? response:	Don't play stupid with me!
context: The defendant shall just answer the question!\The defendant would be you.\I've never been unfaithful to my partner.\You liar!\During our senior year,\you're the dumbass who fooled around with several girls at the same time!\Was I?\Don't play stupid with me! response:	I know it all! There's that college girl you met at the club,
context: The defendant would be you.\I've never been unfaithful to my partner.\You liar!\During our senior year,\you're the dumbass who fooled around with several girls at the same time!\Was I?\Don't play stupid with me!\I know it all! There's that college girl you met at the club, response:	the nurse from the hospital you were taken to after that bike accident...
context: I've never been unfaithful to my partner.\You liar!\During our senior year,\you're the dumbass who fooled around with several girls at the same time!\Was I?\Don't play stupid with me!\I know it all! There's that college girl you met at the club,\the nurse from the hospital you were taken to after that bike accident... response:	And Tamura's sister from class six.
context: You liar!\During our senior year,\you're the dumbass who fooled around with several girls at the same time!\Was I?\Don't play stupid with me!\I know it all! There's that college girl you met at the club,\the nurse from the hospital you were taken to after that bike accident...\And Tamura's sister from class six. response:	You have a pretty good memory. I didn't know you were that jealous.
context: During our senior year,\you're the dumbass who fooled around with several girls at the same time!\Was I?\Don't play stupid with me!\I know it all! There's that college girl you met at the club,\the nurse from the hospital you were taken to after that bike accident...\And Tamura's sister from class six.\You have a pretty good memory. I didn't know you were that jealous. response:	Anyway!
context: you're the dumbass who fooled around with several girls at the same time!\Was I?\Don't play stupid with me!\I know it all! There's that college girl you met at the club,\the nurse from the hospital you were taken to after that bike accident...\And Tamura's sister from class six.\You have a pretty good memory. I didn't know you were that jealous.\Anyway! response:	There's no way a cruel man
context: Was I?\Don't play stupid with me!\I know it all! There's that college girl you met at the club,\the nurse from the hospital you were taken to after that bike accident...\And Tamura's sister from class six.\You have a pretty good memory. I didn't know you were that jealous.\Anyway!\There's no way a cruel man response:	with such a past record would not cheat on his partner!
context: Don't play stupid with me!\I know it all! There's that college girl you met at the club,\the nurse from the hospital you were taken to after that bike accident...\And Tamura's sister from class six.\You have a pretty good memory. I didn't know you were that jealous.\Anyway!\There's no way a cruel man\with such a past record would not cheat on his partner! response:	Are you that desperate for a partner in crime?
context: I know it all! There's that college girl you met at the club,\the nurse from the hospital you were taken to after that bike accident...\And Tamura's sister from class six.\You have a pretty good memory. I didn't know you were that jealous.\Anyway!\There's no way a cruel man\with such a past record would not cheat on his partner!\Are you that desperate for a partner in crime? response:	But that really brings back memories.
context: the nurse from the hospital you were taken to after that bike accident...\And Tamura's sister from class six.\You have a pretty good memory. I didn't know you were that jealous.\Anyway!\There's no way a cruel man\with such a past record would not cheat on his partner!\Are you that desperate for a partner in crime?\But that really brings back memories. response:	Those days were the peak of my popularity in my life.
context: And Tamura's sister from class six.\You have a pretty good memory. I didn't know you were that jealous.\Anyway!\There's no way a cruel man\with such a past record would not cheat on his partner!\Are you that desperate for a partner in crime?\But that really brings back memories.\Those days were the peak of my popularity in my life. response:	My popularity with the girls has plummeted as of late.
context: You have a pretty good memory. I didn't know you were that jealous.\Anyway!\There's no way a cruel man\with such a past record would not cheat on his partner!\Are you that desperate for a partner in crime?\But that really brings back memories.\Those days were the peak of my popularity in my life.\My popularity with the girls has plummeted as of late. response:	Then if you were still popular, you'd fool around, right?
context: Anyway!\There's no way a cruel man\with such a past record would not cheat on his partner!\Are you that desperate for a partner in crime?\But that really brings back memories.\Those days were the peak of my popularity in my life.\My popularity with the girls has plummeted as of late.\Then if you were still popular, you'd fool around, right? response:	I wouldn't.
context: There's no way a cruel man\with such a past record would not cheat on his partner!\Are you that desperate for a partner in crime?\But that really brings back memories.\Those days were the peak of my popularity in my life.\My popularity with the girls has plummeted as of late.\Then if you were still popular, you'd fool around, right?\I wouldn't. response:	Why not? Because you're afraid of Junko?
context: with such a past record would not cheat on his partner!\Are you that desperate for a partner in crime?\But that really brings back memories.\Those days were the peak of my popularity in my life.\My popularity with the girls has plummeted as of late.\Then if you were still popular, you'd fool around, right?\I wouldn't.\Why not? Because you're afraid of Junko? response:	Well sure, it's natural to be afraid of Junko,
context: Are you that desperate for a partner in crime?\But that really brings back memories.\Those days were the peak of my popularity in my life.\My popularity with the girls has plummeted as of late.\Then if you were still popular, you'd fool around, right?\I wouldn't.\Why not? Because you're afraid of Junko?\Well sure, it's natural to be afraid of Junko, response:	being a former delinquent in school and all.
context: But that really brings back memories.\Those days were the peak of my popularity in my life.\My popularity with the girls has plummeted as of late.\Then if you were still popular, you'd fool around, right?\I wouldn't.\Why not? Because you're afraid of Junko?\Well sure, it's natural to be afraid of Junko,\being a former delinquent in school and all. response:	Because I'm afraid of losing Junko.
context: Those days were the peak of my popularity in my life.\My popularity with the girls has plummeted as of late.\Then if you were still popular, you'd fool around, right?\I wouldn't.\Why not? Because you're afraid of Junko?\Well sure, it's natural to be afraid of Junko,\being a former delinquent in school and all.\Because I'm afraid of losing Junko. response:	Check please.
context: My popularity with the girls has plummeted as of late.\Then if you were still popular, you'd fool around, right?\I wouldn't.\Why not? Because you're afraid of Junko?\Well sure, it's natural to be afraid of Junko,\being a former delinquent in school and all.\Because I'm afraid of losing Junko.\Check please. response:	Right away.
context: Then if you were still popular, you'd fool around, right?\I wouldn't.\Why not? Because you're afraid of Junko?\Well sure, it's natural to be afraid of Junko,\being a former delinquent in school and all.\Because I'm afraid of losing Junko.\Check please.\Right away. response:	There's a woman there who totally pisses me off!
context: I wouldn't.\Why not? Because you're afraid of Junko?\Well sure, it's natural to be afraid of Junko,\being a former delinquent in school and all.\Because I'm afraid of losing Junko.\Check please.\Right away.\There's a woman there who totally pisses me off! response:	What do you call them? You know, like, a spinster?
context: Why not? Because you're afraid of Junko?\Well sure, it's natural to be afraid of Junko,\being a former delinquent in school and all.\Because I'm afraid of losing Junko.\Check please.\Right away.\There's a woman there who totally pisses me off!\What do you call them? You know, like, a spinster? response:	Miss Komatsu, you can't even make a decent cup of tea.
context: Well sure, it's natural to be afraid of Junko,\being a former delinquent in school and all.\Because I'm afraid of losing Junko.\Check please.\Right away.\There's a woman there who totally pisses me off!\What do you call them? You know, like, a spinster?\Miss Komatsu, you can't even make a decent cup of tea. response:	You'll never make a good wife.
context: being a former delinquent in school and all.\Because I'm afraid of losing Junko.\Check please.\Right away.\There's a woman there who totally pisses me off!\What do you call them? You know, like, a spinster?\Miss Komatsu, you can't even make a decent cup of tea.\You'll never make a good wife. response:	She's the one who can't find a husband, that thirty-eight year old bitch, Sakagami!
context: Because I'm afraid of losing Junko.\Check please.\Right away.\There's a woman there who totally pisses me off!\What do you call them? You know, like, a spinster?\Miss Komatsu, you can't even make a decent cup of tea.\You'll never make a good wife.\She's the one who can't find a husband, that thirty-eight year old bitch, Sakagami! response:	What's wrong, Shoji? You seem to be under the weather today.
context: Check please.\Right away.\There's a woman there who totally pisses me off!\What do you call them? You know, like, a spinster?\Miss Komatsu, you can't even make a decent cup of tea.\You'll never make a good wife.\She's the one who can't find a husband, that thirty-eight year old bitch, Sakagami!\What's wrong, Shoji? You seem to be under the weather today. response:	Well, you know, I wish you wouldn't say stuff like bitch.
context: Right away.\There's a woman there who totally pisses me off!\What do you call them? You know, like, a spinster?\Miss Komatsu, you can't even make a decent cup of tea.\You'll never make a good wife.\She's the one who can't find a husband, that thirty-eight year old bitch, Sakagami!\What's wrong, Shoji? You seem to be under the weather today.\Well, you know, I wish you wouldn't say stuff like bitch. response:	Did you pick that up from your foul-mouthed roommate?
context: There's a woman there who totally pisses me off!\What do you call them? You know, like, a spinster?\Miss Komatsu, you can't even make a decent cup of tea.\You'll never make a good wife.\She's the one who can't find a husband, that thirty-eight year old bitch, Sakagami!\What's wrong, Shoji? You seem to be under the weather today.\Well, you know, I wish you wouldn't say stuff like bitch.\Did you pick that up from your foul-mouthed roommate? response:	But she really pisses me off!
context: What do you call them? You know, like, a spinster?\Miss Komatsu, you can't even make a decent cup of tea.\You'll never make a good wife.\She's the one who can't find a husband, that thirty-eight year old bitch, Sakagami!\What's wrong, Shoji? You seem to be under the weather today.\Well, you know, I wish you wouldn't say stuff like bitch.\Did you pick that up from your foul-mouthed roommate?\But she really pisses me off! response:	It's only a small publishing company, but they have a ton of little side jobs!
context: Miss Komatsu, you can't even make a decent cup of tea.\You'll never make a good wife.\She's the one who can't find a husband, that thirty-eight year old bitch, Sakagami!\What's wrong, Shoji? You seem to be under the weather today.\Well, you know, I wish you wouldn't say stuff like bitch.\Did you pick that up from your foul-mouthed roommate?\But she really pisses me off!\It's only a small publishing company, but they have a ton of little side jobs! response:	They speak down at me, I've gotta work overtime
context: You'll never make a good wife.\She's the one who can't find a husband, that thirty-eight year old bitch, Sakagami!\What's wrong, Shoji? You seem to be under the weather today.\Well, you know, I wish you wouldn't say stuff like bitch.\Did you pick that up from your foul-mouthed roommate?\But she really pisses me off!\It's only a small publishing company, but they have a ton of little side jobs!\They speak down at me, I've gotta work overtime response:	and I even had to come in both days this weekend
context: She's the one who can't find a husband, that thirty-eight year old bitch, Sakagami!\What's wrong, Shoji? You seem to be under the weather today.\Well, you know, I wish you wouldn't say stuff like bitch.\Did you pick that up from your foul-mouthed roommate?\But she really pisses me off!\It's only a small publishing company, but they have a ton of little side jobs!\They speak down at me, I've gotta work overtime\and I even had to come in both days this weekend response:	because of the approaching deadline!
context: What's wrong, Shoji? You seem to be under the weather today.\Well, you know, I wish you wouldn't say stuff like bitch.\Did you pick that up from your foul-mouthed roommate?\But she really pisses me off!\It's only a small publishing company, but they have a ton of little side jobs!\They speak down at me, I've gotta work overtime\and I even had to come in both days this weekend\because of the approaching deadline! response:	So much for weekends off. I hate it. I wanna quit!
context: Well, you know, I wish you wouldn't say stuff like bitch.\Did you pick that up from your foul-mouthed roommate?\But she really pisses me off!\It's only a small publishing company, but they have a ton of little side jobs!\They speak down at me, I've gotta work overtime\and I even had to come in both days this weekend\because of the approaching deadline!\So much for weekends off. I hate it. I wanna quit! response:	Then quit.
context: Did you pick that up from your foul-mouthed roommate?\But she really pisses me off!\It's only a small publishing company, but they have a ton of little side jobs!\They speak down at me, I've gotta work overtime\and I even had to come in both days this weekend\because of the approaching deadline!\So much for weekends off. I hate it. I wanna quit!\Then quit. response:	Don't say it so casually!
context: But she really pisses me off!\It's only a small publishing company, but they have a ton of little side jobs!\They speak down at me, I've gotta work overtime\and I even had to come in both days this weekend\because of the approaching deadline!\So much for weekends off. I hate it. I wanna quit!\Then quit.\Don't say it so casually! response:	You just said you wanted to quit.
context: It's only a small publishing company, but they have a ton of little side jobs!\They speak down at me, I've gotta work overtime\and I even had to come in both days this weekend\because of the approaching deadline!\So much for weekends off. I hate it. I wanna quit!\Then quit.\Don't say it so casually!\You just said you wanted to quit. response:	But it's not that easy. I haven't even worked there for a week yet,
context: They speak down at me, I've gotta work overtime\and I even had to come in both days this weekend\because of the approaching deadline!\So much for weekends off. I hate it. I wanna quit!\Then quit.\Don't say it so casually!\You just said you wanted to quit.\But it's not that easy. I haven't even worked there for a week yet, response:	and if I quit, there's no guarantee that I'd find another job right away.
context: and I even had to come in both days this weekend\because of the approaching deadline!\So much for weekends off. I hate it. I wanna quit!\Then quit.\Don't say it so casually!\You just said you wanted to quit.\But it's not that easy. I haven't even worked there for a week yet,\and if I quit, there's no guarantee that I'd find another job right away. response:	And I can't make a living unless I work.
context: because of the approaching deadline!\So much for weekends off. I hate it. I wanna quit!\Then quit.\Don't say it so casually!\You just said you wanted to quit.\But it's not that easy. I haven't even worked there for a week yet,\and if I quit, there's no guarantee that I'd find another job right away.\And I can't make a living unless I work. response:	Then you've got no choice.
context: So much for weekends off. I hate it. I wanna quit!\Then quit.\Don't say it so casually!\You just said you wanted to quit.\But it's not that easy. I haven't even worked there for a week yet,\and if I quit, there's no guarantee that I'd find another job right away.\And I can't make a living unless I work.\Then you've got no choice. response:	Well, it's easy for you, Shoji.
context: Then quit.\Don't say it so casually!\You just said you wanted to quit.\But it's not that easy. I haven't even worked there for a week yet,\and if I quit, there's no guarantee that I'd find another job right away.\And I can't make a living unless I work.\Then you've got no choice.\Well, it's easy for you, Shoji. response:	Bottom line, you're a carefree college student,
context: Don't say it so casually!\You just said you wanted to quit.\But it's not that easy. I haven't even worked there for a week yet,\and if I quit, there's no guarantee that I'd find another job right away.\And I can't make a living unless I work.\Then you've got no choice.\Well, it's easy for you, Shoji.\Bottom line, you're a carefree college student, response:	and your parents pay for your basic needs.
context: You just said you wanted to quit.\But it's not that easy. I haven't even worked there for a week yet,\and if I quit, there's no guarantee that I'd find another job right away.\And I can't make a living unless I work.\Then you've got no choice.\Well, it's easy for you, Shoji.\Bottom line, you're a carefree college student,\and your parents pay for your basic needs. response:	If you hadn't bought that computer, and you watch your expenses closer,
context: But it's not that easy. I haven't even worked there for a week yet,\and if I quit, there's no guarantee that I'd find another job right away.\And I can't make a living unless I work.\Then you've got no choice.\Well, it's easy for you, Shoji.\Bottom line, you're a carefree college student,\and your parents pay for your basic needs.\If you hadn't bought that computer, and you watch your expenses closer, response:	you'd have no problem getting by on what you get, right?
context: and if I quit, there's no guarantee that I'd find another job right away.\And I can't make a living unless I work.\Then you've got no choice.\Well, it's easy for you, Shoji.\Bottom line, you're a carefree college student,\and your parents pay for your basic needs.\If you hadn't bought that computer, and you watch your expenses closer,\you'd have no problem getting by on what you get, right? response:	That was awful. Why am I like that?
context: And I can't make a living unless I work.\Then you've got no choice.\Well, it's easy for you, Shoji.\Bottom line, you're a carefree college student,\and your parents pay for your basic needs.\If you hadn't bought that computer, and you watch your expenses closer,\you'd have no problem getting by on what you get, right?\That was awful. Why am I like that? response:	Why can't I be a nice, cute girl in front of Shoji?
context: Then you've got no choice.\Well, it's easy for you, Shoji.\Bottom line, you're a carefree college student,\and your parents pay for your basic needs.\If you hadn't bought that computer, and you watch your expenses closer,\you'd have no problem getting by on what you get, right?\That was awful. Why am I like that?\Why can't I be a nice, cute girl in front of Shoji? response:	Unless he asks me to go home with him, we won't be able to make up.
context: Well, it's easy for you, Shoji.\Bottom line, you're a carefree college student,\and your parents pay for your basic needs.\If you hadn't bought that computer, and you watch your expenses closer,\you'd have no problem getting by on what you get, right?\That was awful. Why am I like that?\Why can't I be a nice, cute girl in front of Shoji?\Unless he asks me to go home with him, we won't be able to make up. response:	Wanna come up? Nana's probably still at work.
context: Bottom line, you're a carefree college student,\and your parents pay for your basic needs.\If you hadn't bought that computer, and you watch your expenses closer,\you'd have no problem getting by on what you get, right?\That was awful. Why am I like that?\Why can't I be a nice, cute girl in front of Shoji?\Unless he asks me to go home with him, we won't be able to make up.\Wanna come up? Nana's probably still at work. response:	No, it's okay. You have to get up early tomorrow to get to work.
context: and your parents pay for your basic needs.\If you hadn't bought that computer, and you watch your expenses closer,\you'd have no problem getting by on what you get, right?\That was awful. Why am I like that?\Why can't I be a nice, cute girl in front of Shoji?\Unless he asks me to go home with him, we won't be able to make up.\Wanna come up? Nana's probably still at work.\No, it's okay. You have to get up early tomorrow to get to work. response:	Good night.
context: If you hadn't bought that computer, and you watch your expenses closer,\you'd have no problem getting by on what you get, right?\That was awful. Why am I like that?\Why can't I be a nice, cute girl in front of Shoji?\Unless he asks me to go home with him, we won't be able to make up.\Wanna come up? Nana's probably still at work.\No, it's okay. You have to get up early tomorrow to get to work.\Good night. response:	You're mad at me, so don't try to force a smile.
context: you'd have no problem getting by on what you get, right?\That was awful. Why am I like that?\Why can't I be a nice, cute girl in front of Shoji?\Unless he asks me to go home with him, we won't be able to make up.\Wanna come up? Nana's probably still at work.\No, it's okay. You have to get up early tomorrow to get to work.\Good night.\You're mad at me, so don't try to force a smile. response:	Unless you're direct with me, how am I supposed to apologize?
context: That was awful. Why am I like that?\Why can't I be a nice, cute girl in front of Shoji?\Unless he asks me to go home with him, we won't be able to make up.\Wanna come up? Nana's probably still at work.\No, it's okay. You have to get up early tomorrow to get to work.\Good night.\You're mad at me, so don't try to force a smile.\Unless you're direct with me, how am I supposed to apologize? response:	Miss Komatsu!
context: Why can't I be a nice, cute girl in front of Shoji?\Unless he asks me to go home with him, we won't be able to make up.\Wanna come up? Nana's probably still at work.\No, it's okay. You have to get up early tomorrow to get to work.\Good night.\You're mad at me, so don't try to force a smile.\Unless you're direct with me, how am I supposed to apologize?\Miss Komatsu! response:	How long is it taking you to sort those postcards?
context: Unless he asks me to go home with him, we won't be able to make up.\Wanna come up? Nana's probably still at work.\No, it's okay. You have to get up early tomorrow to get to work.\Good night.\You're mad at me, so don't try to force a smile.\Unless you're direct with me, how am I supposed to apologize?\Miss Komatsu!\How long is it taking you to sort those postcards? response:	You really are slow!
context: Wanna come up? Nana's probably still at work.\No, it's okay. You have to get up early tomorrow to get to work.\Good night.\You're mad at me, so don't try to force a smile.\Unless you're direct with me, how am I supposed to apologize?\Miss Komatsu!\How long is it taking you to sort those postcards?\You really are slow! response:	Yes, excuse me Ms. Sakagami.
context: No, it's okay. You have to get up early tomorrow to get to work.\Good night.\You're mad at me, so don't try to force a smile.\Unless you're direct with me, how am I supposed to apologize?\Miss Komatsu!\How long is it taking you to sort those postcards?\You really are slow!\Yes, excuse me Ms. Sakagami. response:	- this woman is a breath of fresh air - the editor in chief hire
context: Good night.\You're mad at me, so don't try to force a smile.\Unless you're direct with me, how am I supposed to apologize?\Miss Komatsu!\How long is it taking you to sort those postcards?\You really are slow!\Yes, excuse me Ms. Sakagami.\- this woman is a breath of fresh air - the editor in chief hire response:	- the way she's direct about everything... - such a useless girl?
context: You're mad at me, so don't try to force a smile.\Unless you're direct with me, how am I supposed to apologize?\Miss Komatsu!\How long is it taking you to sort those postcards?\You really are slow!\Yes, excuse me Ms. Sakagami.\- this woman is a breath of fresh air - the editor in chief hire\- the way she's direct about everything... - such a useless girl? response:	although she still pisses me off.
context: Unless you're direct with me, how am I supposed to apologize?\Miss Komatsu!\How long is it taking you to sort those postcards?\You really are slow!\Yes, excuse me Ms. Sakagami.\- this woman is a breath of fresh air - the editor in chief hire\- the way she's direct about everything... - such a useless girl?\although she still pisses me off. response:	The publishing company where I started working is located on
context: Miss Komatsu!\How long is it taking you to sort those postcards?\You really are slow!\Yes, excuse me Ms. Sakagami.\- this woman is a breath of fresh air - the editor in chief hire\- the way she's direct about everything... - such a useless girl?\although she still pisses me off.\The publishing company where I started working is located on response:	a floor of a multi-tenant building, in the heart of the big city.
context: How long is it taking you to sort those postcards?\You really are slow!\Yes, excuse me Ms. Sakagami.\- this woman is a breath of fresh air - the editor in chief hire\- the way she's direct about everything... - such a useless girl?\although she still pisses me off.\The publishing company where I started working is located on\a floor of a multi-tenant building, in the heart of the big city. response:	A small company that issues information magazines targeted at
context: You really are slow!\Yes, excuse me Ms. Sakagami.\- this woman is a breath of fresh air - the editor in chief hire\- the way she's direct about everything... - such a useless girl?\although she still pisses me off.\The publishing company where I started working is located on\a floor of a multi-tenant building, in the heart of the big city.\A small company that issues information magazines targeted at response:	young men and women in their late teens and early twenties.
context: Yes, excuse me Ms. Sakagami.\- this woman is a breath of fresh air - the editor in chief hire\- the way she's direct about everything... - such a useless girl?\although she still pisses me off.\The publishing company where I started working is located on\a floor of a multi-tenant building, in the heart of the big city.\A small company that issues information magazines targeted at\young men and women in their late teens and early twenties. response:	Since I'm the same age group as those targeted,
context: - this woman is a breath of fresh air - the editor in chief hire\- the way she's direct about everything... - such a useless girl?\although she still pisses me off.\The publishing company where I started working is located on\a floor of a multi-tenant building, in the heart of the big city.\A small company that issues information magazines targeted at\young men and women in their late teens and early twenties.\Since I'm the same age group as those targeted, response:	I came into this job thinking this would be the perfect workplace for me.
context: - the way she's direct about everything... - such a useless girl?\although she still pisses me off.\The publishing company where I started working is located on\a floor of a multi-tenant building, in the heart of the big city.\A small company that issues information magazines targeted at\young men and women in their late teens and early twenties.\Since I'm the same age group as those targeted,\I came into this job thinking this would be the perfect workplace for me. response:	But my job here consists of...
context: although she still pisses me off.\The publishing company where I started working is located on\a floor of a multi-tenant building, in the heart of the big city.\A small company that issues information magazines targeted at\young men and women in their late teens and early twenties.\Since I'm the same age group as those targeted,\I came into this job thinking this would be the perfect workplace for me.\But my job here consists of... response:	cleaning, serving tea, taking copies, delivering manuscripts, and etc...
context: The publishing company where I started working is located on\a floor of a multi-tenant building, in the heart of the big city.\A small company that issues information magazines targeted at\young men and women in their late teens and early twenties.\Since I'm the same age group as those targeted,\I came into this job thinking this would be the perfect workplace for me.\But my job here consists of...\cleaning, serving tea, taking copies, delivering manuscripts, and etc... response:	None of this has anything to do with the magazine itself.
context: a floor of a multi-tenant building, in the heart of the big city.\A small company that issues information magazines targeted at\young men and women in their late teens and early twenties.\Since I'm the same age group as those targeted,\I came into this job thinking this would be the perfect workplace for me.\But my job here consists of...\cleaning, serving tea, taking copies, delivering manuscripts, and etc...\None of this has anything to do with the magazine itself. response:	Just simple jobs that anyone can do. But so much of it with no end in sight.
context: A small company that issues information magazines targeted at\young men and women in their late teens and early twenties.\Since I'm the same age group as those targeted,\I came into this job thinking this would be the perfect workplace for me.\But my job here consists of...\cleaning, serving tea, taking copies, delivering manuscripts, and etc...\None of this has anything to do with the magazine itself.\Just simple jobs that anyone can do. But so much of it with no end in sight. response:	Ow, my feet hurt... From tomorrow, I'm wearing lower heels.
context: young men and women in their late teens and early twenties.\Since I'm the same age group as those targeted,\I came into this job thinking this would be the perfect workplace for me.\But my job here consists of...\cleaning, serving tea, taking copies, delivering manuscripts, and etc...\None of this has anything to do with the magazine itself.\Just simple jobs that anyone can do. But so much of it with no end in sight.\Ow, my feet hurt... From tomorrow, I'm wearing lower heels. response:	Editor in chief.
