context: Late Night Show response:	Late Night Show
context: Tsubaki is camellia in Japanese.\I am Tsubaki...\This is a free fansub. Not for sale or rent.\It's the Autumn of Art!... Not!\There's about 3 months until Autumn...\This is sudden, but we'll do art!\Funny Haikus!\We'll hold a funny Haiku competition! response:	We'll hold a funny Haiku competition!
context: I am Tsubaki...\This is a free fansub. Not for sale or rent.\It's the Autumn of Art!... Not!\There's about 3 months until Autumn...\This is sudden, but we'll do art!\Funny Haikus!\We'll hold a funny Haiku competition!\We'll hold a funny Haiku competition! response:	Something's come up Class Canceled
context: This is a free fansub. Not for sale or rent.\It's the Autumn of Art!... Not!\There's about 3 months until Autumn...\This is sudden, but we'll do art!\Funny Haikus!\We'll hold a funny Haiku competition!\We'll hold a funny Haiku competition!\Something's come up Class Canceled response:	The Demon Blade Masamune...
context: It's the Autumn of Art!... Not!\There's about 3 months until Autumn...\This is sudden, but we'll do art!\Funny Haikus!\We'll hold a funny Haiku competition!\We'll hold a funny Haiku competition!\Something's come up Class Canceled\The Demon Blade Masamune... response:	At this rate, he too will become a Kishin...
context: There's about 3 months until Autumn...\This is sudden, but we'll do art!\Funny Haikus!\We'll hold a funny Haiku competition!\We'll hold a funny Haiku competition!\Something's come up Class Canceled\The Demon Blade Masamune...\At this rate, he too will become a Kishin... response:	Do you really want to do this?
context: This is sudden, but we'll do art!\Funny Haikus!\We'll hold a funny Haiku competition!\We'll hold a funny Haiku competition!\Something's come up Class Canceled\The Demon Blade Masamune...\At this rate, he too will become a Kishin...\Do you really want to do this? response:	It'll be a hard battle...
context: Funny Haikus!\We'll hold a funny Haiku competition!\We'll hold a funny Haiku competition!\Something's come up Class Canceled\The Demon Blade Masamune...\At this rate, he too will become a Kishin...\Do you really want to do this?\It'll be a hard battle... response:	I will stop the Demon Blade Masamune with my own hands.
context: We'll hold a funny Haiku competition!\We'll hold a funny Haiku competition!\Something's come up Class Canceled\The Demon Blade Masamune...\At this rate, he too will become a Kishin...\Do you really want to do this?\It'll be a hard battle...\I will stop the Demon Blade Masamune with my own hands. response:	What about Black Star?
context: We'll hold a funny Haiku competition!\Something's come up Class Canceled\The Demon Blade Masamune...\At this rate, he too will become a Kishin...\Do you really want to do this?\It'll be a hard battle...\I will stop the Demon Blade Masamune with my own hands.\What about Black Star? response:	I haven't told him everything yet...
context: Something's come up Class Canceled\The Demon Blade Masamune...\At this rate, he too will become a Kishin...\Do you really want to do this?\It'll be a hard battle...\I will stop the Demon Blade Masamune with my own hands.\What about Black Star?\I haven't told him everything yet... response:	But, he said he'll put the fate of his soul in my hands.
context: The Demon Blade Masamune...\At this rate, he too will become a Kishin...\Do you really want to do this?\It'll be a hard battle...\I will stop the Demon Blade Masamune with my own hands.\What about Black Star?\I haven't told him everything yet...\But, he said he'll put the fate of his soul in my hands. response:	But, he said he'll put the fate of his soul in my hands.
context: At this rate, he too will become a Kishin...\Do you really want to do this?\It'll be a hard battle...\I will stop the Demon Blade Masamune with my own hands.\What about Black Star?\I haven't told him everything yet...\But, he said he'll put the fate of his soul in my hands.\But, he said he'll put the fate of his soul in my hands. response:	Is that so?
context: Do you really want to do this?\It'll be a hard battle...\I will stop the Demon Blade Masamune with my own hands.\What about Black Star?\I haven't told him everything yet...\But, he said he'll put the fate of his soul in my hands.\But, he said he'll put the fate of his soul in my hands.\Is that so? response:	You've got a good partner, don't you?
context: It'll be a hard battle...\I will stop the Demon Blade Masamune with my own hands.\What about Black Star?\I haven't told him everything yet...\But, he said he'll put the fate of his soul in my hands.\But, he said he'll put the fate of his soul in my hands.\Is that so?\You've got a good partner, don't you? response:	Yes!
context: I will stop the Demon Blade Masamune with my own hands.\What about Black Star?\I haven't told him everything yet...\But, he said he'll put the fate of his soul in my hands.\But, he said he'll put the fate of his soul in my hands.\Is that so?\You've got a good partner, don't you?\Yes! response:	Demon Blade Masamune
context: What about Black Star?\I haven't told him everything yet...\But, he said he'll put the fate of his soul in my hands.\But, he said he'll put the fate of his soul in my hands.\Is that so?\You've got a good partner, don't you?\Yes!\Demon Blade Masamune response:	Break
context: I haven't told him everything yet...\But, he said he'll put the fate of his soul in my hands.\But, he said he'll put the fate of his soul in my hands.\Is that so?\You've got a good partner, don't you?\Yes!\Demon Blade Masamune\Break response:	through the dependent spirit.
context: But, he said he'll put the fate of his soul in my hands.\But, he said he'll put the fate of his soul in my hands.\Is that so?\You've got a good partner, don't you?\Yes!\Demon Blade Masamune\Break\through the dependent spirit. response:	A heart that sings to the rain?
context: But, he said he'll put the fate of his soul in my hands.\Is that so?\You've got a good partner, don't you?\Yes!\Demon Blade Masamune\Break\through the dependent spirit.\A heart that sings to the rain? response:	Demon Blade Masamune!
context: Is that so?\You've got a good partner, don't you?\Yes!\Demon Blade Masamune\Break\through the dependent spirit.\A heart that sings to the rain?\Demon Blade Masamune! response:	Break Through The Dependent Spirit.
context: You've got a good partner, don't you?\Yes!\Demon Blade Masamune\Break\through the dependent spirit.\A heart that sings to the rain?\Demon Blade Masamune!\Break Through The Dependent Spirit. response:	A Heart That Sings To The Rain?
context: Yes!\Demon Blade Masamune\Break\through the dependent spirit.\A heart that sings to the rain?\Demon Blade Masamune!\Break Through The Dependent Spirit.\A Heart That Sings To The Rain? response:	Geez...
context: Demon Blade Masamune\Break\through the dependent spirit.\A heart that sings to the rain?\Demon Blade Masamune!\Break Through The Dependent Spirit.\A Heart That Sings To The Rain?\Geez... response:	What is Dr. Stein doing?
context: Break\through the dependent spirit.\A heart that sings to the rain?\Demon Blade Masamune!\Break Through The Dependent Spirit.\A Heart That Sings To The Rain?\Geez...\What is Dr. Stein doing? response:	He's not on strike, is he?
context: through the dependent spirit.\A heart that sings to the rain?\Demon Blade Masamune!\Break Through The Dependent Spirit.\A Heart That Sings To The Rain?\Geez...\What is Dr. Stein doing?\He's not on strike, is he? response:	What's wrong with that?
context: A heart that sings to the rain?\Demon Blade Masamune!\Break Through The Dependent Spirit.\A Heart That Sings To The Rain?\Geez...\What is Dr. Stein doing?\He's not on strike, is he?\What's wrong with that? response:	It's been a while since we had a cool morning.
context: Demon Blade Masamune!\Break Through The Dependent Spirit.\A Heart That Sings To The Rain?\Geez...\What is Dr. Stein doing?\He's not on strike, is he?\What's wrong with that?\It's been a while since we had a cool morning. response:	And the energetic idiot ain't here either.
context: Break Through The Dependent Spirit.\A Heart That Sings To The Rain?\Geez...\What is Dr. Stein doing?\He's not on strike, is he?\What's wrong with that?\It's been a while since we had a cool morning.\And the energetic idiot ain't here either. response:	You mean Black Star?
context: A Heart That Sings To The Rain?\Geez...\What is Dr. Stein doing?\He's not on strike, is he?\What's wrong with that?\It's been a while since we had a cool morning.\And the energetic idiot ain't here either.\You mean Black Star? response:	Now that you mention it, Tsubaki-chan, too...
context: Geez...\What is Dr. Stein doing?\He's not on strike, is he?\What's wrong with that?\It's been a while since we had a cool morning.\And the energetic idiot ain't here either.\You mean Black Star?\Now that you mention it, Tsubaki-chan, too... response:	Maka, haven't you heard?
context: What is Dr. Stein doing?\He's not on strike, is he?\What's wrong with that?\It's been a while since we had a cool morning.\And the energetic idiot ain't here either.\You mean Black Star?\Now that you mention it, Tsubaki-chan, too...\Maka, haven't you heard? response:	Huh, what?
context: He's not on strike, is he?\What's wrong with that?\It's been a while since we had a cool morning.\And the energetic idiot ain't here either.\You mean Black Star?\Now that you mention it, Tsubaki-chan, too...\Maka, haven't you heard?\Huh, what? response:	We heard it earlier at the teacher's lounge.
context: What's wrong with that?\It's been a while since we had a cool morning.\And the energetic idiot ain't here either.\You mean Black Star?\Now that you mention it, Tsubaki-chan, too...\Maka, haven't you heard?\Huh, what?\We heard it earlier at the teacher's lounge. response:	The teachers were saying...
context: It's been a while since we had a cool morning.\And the energetic idiot ain't here either.\You mean Black Star?\Now that you mention it, Tsubaki-chan, too...\Maka, haven't you heard?\Huh, what?\We heard it earlier at the teacher's lounge.\The teachers were saying... response:	Working on it
context: And the energetic idiot ain't here either.\You mean Black Star?\Now that you mention it, Tsubaki-chan, too...\Maka, haven't you heard?\Huh, what?\We heard it earlier at the teacher's lounge.\The teachers were saying...\Working on it response:	A Demon Blade?
context: You mean Black Star?\Now that you mention it, Tsubaki-chan, too...\Maka, haven't you heard?\Huh, what?\We heard it earlier at the teacher's lounge.\The teachers were saying...\Working on it\A Demon Blade? response:	I wonder if it'll work out okay...
context: Now that you mention it, Tsubaki-chan, too...\Maka, haven't you heard?\Huh, what?\We heard it earlier at the teacher's lounge.\The teachers were saying...\Working on it\A Demon Blade?\I wonder if it'll work out okay... response:	A Demon Blade... seems to be close to turning into a Kishin.
context: Maka, haven't you heard?\Huh, what?\We heard it earlier at the teacher's lounge.\The teachers were saying...\Working on it\A Demon Blade?\I wonder if it'll work out okay...\A Demon Blade... seems to be close to turning into a Kishin. response:	A Demon Blade... seems to be close to turning into a Kishin.
context: Huh, what?\We heard it earlier at the teacher's lounge.\The teachers were saying...\Working on it\A Demon Blade?\I wonder if it'll work out okay...\A Demon Blade... seems to be close to turning into a Kishin.\A Demon Blade... seems to be close to turning into a Kishin. response:	What's up with this village?
context: We heard it earlier at the teacher's lounge.\The teachers were saying...\Working on it\A Demon Blade?\I wonder if it'll work out okay...\A Demon Blade... seems to be close to turning into a Kishin.\A Demon Blade... seems to be close to turning into a Kishin.\What's up with this village? response:	This is Hari, the Shin Village.
context: The teachers were saying...\Working on it\A Demon Blade?\I wonder if it'll work out okay...\A Demon Blade... seems to be close to turning into a Kishin.\A Demon Blade... seems to be close to turning into a Kishin.\What's up with this village?\This is Hari, the Shin Village. response:	This is Hari, the Shin Village.
context: Working on it\A Demon Blade?\I wonder if it'll work out okay...\A Demon Blade... seems to be close to turning into a Kishin.\A Demon Blade... seems to be close to turning into a Kishin.\What's up with this village?\This is Hari, the Shin Village.\This is Hari, the Shin Village. response:	Why would a poor village like this become a Demon Blade's target?
context: A Demon Blade?\I wonder if it'll work out okay...\A Demon Blade... seems to be close to turning into a Kishin.\A Demon Blade... seems to be close to turning into a Kishin.\What's up with this village?\This is Hari, the Shin Village.\This is Hari, the Shin Village.\Why would a poor village like this become a Demon Blade's target? response:	I don't know.
context: I wonder if it'll work out okay...\A Demon Blade... seems to be close to turning into a Kishin.\A Demon Blade... seems to be close to turning into a Kishin.\What's up with this village?\This is Hari, the Shin Village.\This is Hari, the Shin Village.\Why would a poor village like this become a Demon Blade's target?\I don't know. response:	It seems the Demon Blade only targets scared souls, so...
context: A Demon Blade... seems to be close to turning into a Kishin.\A Demon Blade... seems to be close to turning into a Kishin.\What's up with this village?\This is Hari, the Shin Village.\This is Hari, the Shin Village.\Why would a poor village like this become a Demon Blade's target?\I don't know.\It seems the Demon Blade only targets scared souls, so... response:	You know, Black Star...
context: A Demon Blade... seems to be close to turning into a Kishin.\What's up with this village?\This is Hari, the Shin Village.\This is Hari, the Shin Village.\Why would a poor village like this become a Demon Blade's target?\I don't know.\It seems the Demon Blade only targets scared souls, so...\You know, Black Star... response:	There is something I haven't yet mentioned about the Demon Blade...
context: What's up with this village?\This is Hari, the Shin Village.\This is Hari, the Shin Village.\Why would a poor village like this become a Demon Blade's target?\I don't know.\It seems the Demon Blade only targets scared souls, so...\You know, Black Star...\There is something I haven't yet mentioned about the Demon Blade... response:	Huh?
context: This is Hari, the Shin Village.\This is Hari, the Shin Village.\Why would a poor village like this become a Demon Blade's target?\I don't know.\It seems the Demon Blade only targets scared souls, so...\You know, Black Star...\There is something I haven't yet mentioned about the Demon Blade...\Huh? response:	Woah!
context: This is Hari, the Shin Village.\Why would a poor village like this become a Demon Blade's target?\I don't know.\It seems the Demon Blade only targets scared souls, so...\You know, Black Star...\There is something I haven't yet mentioned about the Demon Blade...\Huh?\Woah! response:	What's that?
context: Why would a poor village like this become a Demon Blade's target?\I don't know.\It seems the Demon Blade only targets scared souls, so...\You know, Black Star...\There is something I haven't yet mentioned about the Demon Blade...\Huh?\Woah!\What's that? response:	Black Star!
context: I don't know.\It seems the Demon Blade only targets scared souls, so...\You know, Black Star...\There is something I haven't yet mentioned about the Demon Blade...\Huh?\Woah!\What's that?\Black Star! response:	Black Star, on stage!
context: It seems the Demon Blade only targets scared souls, so...\You know, Black Star...\There is something I haven't yet mentioned about the Demon Blade...\Huh?\Woah!\What's that?\Black Star!\Black Star, on stage! response:	Don't break it.
context: You know, Black Star...\There is something I haven't yet mentioned about the Demon Blade...\Huh?\Woah!\What's that?\Black Star!\Black Star, on stage!\Don't break it. response:	A star like me has come to this stinkin' hick town!
context: There is something I haven't yet mentioned about the Demon Blade...\Huh?\Woah!\What's that?\Black Star!\Black Star, on stage!\Don't break it.\A star like me has come to this stinkin' hick town! response:	Now, Black Star!
context: Huh?\Woah!\What's that?\Black Star!\Black Star, on stage!\Don't break it.\A star like me has come to this stinkin' hick town!\Now, Black Star! response:	Hey, punk!
context: Woah!\What's that?\Black Star!\Black Star, on stage!\Don't break it.\A star like me has come to this stinkin' hick town!\Now, Black Star!\Hey, punk! response:	Huh?
context: What's that?\Black Star!\Black Star, on stage!\Don't break it.\A star like me has come to this stinkin' hick town!\Now, Black Star!\Hey, punk!\Huh? response:	Stepping on this...
context: Black Star!\Black Star, on stage!\Don't break it.\A star like me has come to this stinkin' hick town!\Now, Black Star!\Hey, punk!\Huh?\Stepping on this... response:	Geezer, are you the Demon Blade?
context: Black Star, on stage!\Don't break it.\A star like me has come to this stinkin' hick town!\Now, Black Star!\Hey, punk!\Huh?\Stepping on this...\Geezer, are you the Demon Blade? response:	Geezer, are you the Demon Blade?
context: Don't break it.\A star like me has come to this stinkin' hick town!\Now, Black Star!\Hey, punk!\Huh?\Stepping on this...\Geezer, are you the Demon Blade?\Geezer, are you the Demon Blade? response:	Black Star...
context: A star like me has come to this stinkin' hick town!\Now, Black Star!\Hey, punk!\Huh?\Stepping on this...\Geezer, are you the Demon Blade?\Geezer, are you the Demon Blade?\Black Star... response:	Aiming for old men out of the blue?
context: Now, Black Star!\Hey, punk!\Huh?\Stepping on this...\Geezer, are you the Demon Blade?\Geezer, are you the Demon Blade?\Black Star...\Aiming for old men out of the blue? response:	City folk sure are scary...
context: Hey, punk!\Huh?\Stepping on this...\Geezer, are you the Demon Blade?\Geezer, are you the Demon Blade?\Black Star...\Aiming for old men out of the blue?\City folk sure are scary... response:	Don't be violent to the elderly...
context: Huh?\Stepping on this...\Geezer, are you the Demon Blade?\Geezer, are you the Demon Blade?\Black Star...\Aiming for old men out of the blue?\City folk sure are scary...\Don't be violent to the elderly... response:	What the heck're ya sayin'?
context: Stepping on this...\Geezer, are you the Demon Blade?\Geezer, are you the Demon Blade?\Black Star...\Aiming for old men out of the blue?\City folk sure are scary...\Don't be violent to the elderly...\What the heck're ya sayin'? response:	Day or night, I'm still good at it!
context: Geezer, are you the Demon Blade?\Geezer, are you the Demon Blade?\Black Star...\Aiming for old men out of the blue?\City folk sure are scary...\Don't be violent to the elderly...\What the heck're ya sayin'?\Day or night, I'm still good at it! response:	There, you see? There's no doubt he's the one!
context: Geezer, are you the Demon Blade?\Black Star...\Aiming for old men out of the blue?\City folk sure are scary...\Don't be violent to the elderly...\What the heck're ya sayin'?\Day or night, I'm still good at it!\There, you see? There's no doubt he's the one! response:	There's no mistake he's not the one...
context: Black Star...\Aiming for old men out of the blue?\City folk sure are scary...\Don't be violent to the elderly...\What the heck're ya sayin'?\Day or night, I'm still good at it!\There, you see? There's no doubt he's the one!\There's no mistake he's not the one... response:	What's up?
context: Aiming for old men out of the blue?\City folk sure are scary...\Don't be violent to the elderly...\What the heck're ya sayin'?\Day or night, I'm still good at it!\There, you see? There's no doubt he's the one!\There's no mistake he's not the one...\What's up? response:	A guest of grandpa's?
context: City folk sure are scary...\Don't be violent to the elderly...\What the heck're ya sayin'?\Day or night, I'm still good at it!\There, you see? There's no doubt he's the one!\There's no mistake he's not the one...\What's up?\A guest of grandpa's? response:	Are you the Demon Blade?
context: Don't be violent to the elderly...\What the heck're ya sayin'?\Day or night, I'm still good at it!\There, you see? There's no doubt he's the one!\There's no mistake he's not the one...\What's up?\A guest of grandpa's?\Are you the Demon Blade? response:	It's not him either!
context: What the heck're ya sayin'?\Day or night, I'm still good at it!\There, you see? There's no doubt he's the one!\There's no mistake he's not the one...\What's up?\A guest of grandpa's?\Are you the Demon Blade?\It's not him either! response:	My... a friend of Ryoku's?
context: Day or night, I'm still good at it!\There, you see? There's no doubt he's the one!\There's no mistake he's not the one...\What's up?\A guest of grandpa's?\Are you the Demon Blade?\It's not him either!\My... a friend of Ryoku's? response:	Could it be... you?
context: There, you see? There's no doubt he's the one!\There's no mistake he's not the one...\What's up?\A guest of grandpa's?\Are you the Demon Blade?\It's not him either!\My... a friend of Ryoku's?\Could it be... you? response:	Don't pick fights with everyone!
context: There's no mistake he's not the one...\What's up?\A guest of grandpa's?\Are you the Demon Blade?\It's not him either!\My... a friend of Ryoku's?\Could it be... you?\Don't pick fights with everyone! response:	What's up with that kid?
context: What's up?\A guest of grandpa's?\Are you the Demon Blade?\It's not him either!\My... a friend of Ryoku's?\Could it be... you?\Don't pick fights with everyone!\What's up with that kid? response:	Doesn't she look suspicious?
context: A guest of grandpa's?\Are you the Demon Blade?\It's not him either!\My... a friend of Ryoku's?\Could it be... you?\Don't pick fights with everyone!\What's up with that kid?\Doesn't she look suspicious? response:	If it has come to this,
context: Are you the Demon Blade?\It's not him either!\My... a friend of Ryoku's?\Could it be... you?\Don't pick fights with everyone!\What's up with that kid?\Doesn't she look suspicious?\If it has come to this, response:	You can't do that, Black Star! Calm down!
context: It's not him either!\My... a friend of Ryoku's?\Could it be... you?\Don't pick fights with everyone!\What's up with that kid?\Doesn't she look suspicious?\If it has come to this,\You can't do that, Black Star! Calm down! response:	What do you want from this village?
context: My... a friend of Ryoku's?\Could it be... you?\Don't pick fights with everyone!\What's up with that kid?\Doesn't she look suspicious?\If it has come to this,\You can't do that, Black Star! Calm down!\What do you want from this village? response:	Have you come back to kill us?
context: Could it be... you?\Don't pick fights with everyone!\What's up with that kid?\Doesn't she look suspicious?\If it has come to this,\You can't do that, Black Star! Calm down!\What do you want from this village?\Have you come back to kill us? response:	That tattoo on your shoulder...
context: Don't pick fights with everyone!\What's up with that kid?\Doesn't she look suspicious?\If it has come to this,\You can't do that, Black Star! Calm down!\What do you want from this village?\Have you come back to kill us?\That tattoo on your shoulder... response:	Hoshizoku can be translated to Star Clan.
context: What's up with that kid?\Doesn't she look suspicious?\If it has come to this,\You can't do that, Black Star! Calm down!\What do you want from this village?\Have you come back to kill us?\That tattoo on your shoulder...\Hoshizoku can be translated to Star Clan. response:	Are you a survivor from the Hoshizoku?
context: Doesn't she look suspicious?\If it has come to this,\You can't do that, Black Star! Calm down!\What do you want from this village?\Have you come back to kill us?\That tattoo on your shoulder...\Hoshizoku can be translated to Star Clan.\Are you a survivor from the Hoshizoku? response:	Hoshizoku?
context: If it has come to this,\You can't do that, Black Star! Calm down!\What do you want from this village?\Have you come back to kill us?\That tattoo on your shoulder...\Hoshizoku can be translated to Star Clan.\Are you a survivor from the Hoshizoku?\Hoshizoku? response:	Hoshizoku?
context: You can't do that, Black Star! Calm down!\What do you want from this village?\Have you come back to kill us?\That tattoo on your shoulder...\Hoshizoku can be translated to Star Clan.\Are you a survivor from the Hoshizoku?\Hoshizoku?\Hoshizoku? response:	Did he say Hoshizoku?
context: What do you want from this village?\Have you come back to kill us?\That tattoo on your shoulder...\Hoshizoku can be translated to Star Clan.\Are you a survivor from the Hoshizoku?\Hoshizoku?\Hoshizoku?\Did he say Hoshizoku? response:	Why did he come here?
context: Have you come back to kill us?\That tattoo on your shoulder...\Hoshizoku can be translated to Star Clan.\Are you a survivor from the Hoshizoku?\Hoshizoku?\Hoshizoku?\Did he say Hoshizoku?\Why did he come here? response:	Money?
context: That tattoo on your shoulder...\Hoshizoku can be translated to Star Clan.\Are you a survivor from the Hoshizoku?\Hoshizoku?\Hoshizoku?\Did he say Hoshizoku?\Why did he come here?\Money? response:	You from Hoshizoku do anything for money, right?
context: Hoshizoku can be translated to Star Clan.\Are you a survivor from the Hoshizoku?\Hoshizoku?\Hoshizoku?\Did he say Hoshizoku?\Why did he come here?\Money?\You from Hoshizoku do anything for money, right? response:	Take that and leave right away!
context: Are you a survivor from the Hoshizoku?\Hoshizoku?\Hoshizoku?\Did he say Hoshizoku?\Why did he come here?\Money?\You from Hoshizoku do anything for money, right?\Take that and leave right away! response:	This village, too?
context: Hoshizoku?\Hoshizoku?\Did he say Hoshizoku?\Why did he come here?\Money?\You from Hoshizoku do anything for money, right?\Take that and leave right away!\This village, too? response:	Crap!
context: Hoshizoku?\Did he say Hoshizoku?\Why did he come here?\Money?\You from Hoshizoku do anything for money, right?\Take that and leave right away!\This village, too?\Crap! response:	Dammit... it's started to pour.
context: Did he say Hoshizoku?\Why did he come here?\Money?\You from Hoshizoku do anything for money, right?\Take that and leave right away!\This village, too?\Crap!\Dammit... it's started to pour. response:	Dammit... it's started to pour.
context: Why did he come here?\Money?\You from Hoshizoku do anything for money, right?\Take that and leave right away!\This village, too?\Crap!\Dammit... it's started to pour.\Dammit... it's started to pour. response:	Unlike Maka, I can't sense Soul Feedback...
context: Money?\You from Hoshizoku do anything for money, right?\Take that and leave right away!\This village, too?\Crap!\Dammit... it's started to pour.\Dammit... it's started to pour.\Unlike Maka, I can't sense Soul Feedback... response:	If I'm to find the Demon Blade's presence, I can only rely on my five senses...
context: You from Hoshizoku do anything for money, right?\Take that and leave right away!\This village, too?\Crap!\Dammit... it's started to pour.\Dammit... it's started to pour.\Unlike Maka, I can't sense Soul Feedback...\If I'm to find the Demon Blade's presence, I can only rely on my five senses... response:	But in this rain, you know...
context: Take that and leave right away!\This village, too?\Crap!\Dammit... it's started to pour.\Dammit... it's started to pour.\Unlike Maka, I can't sense Soul Feedback...\If I'm to find the Demon Blade's presence, I can only rely on my five senses...\But in this rain, you know... response:	My senses are dull.
context: This village, too?\Crap!\Dammit... it's started to pour.\Dammit... it's started to pour.\Unlike Maka, I can't sense Soul Feedback...\If I'm to find the Demon Blade's presence, I can only rely on my five senses...\But in this rain, you know...\My senses are dull. response:	Are you wondering about earlier?
context: Crap!\Dammit... it's started to pour.\Dammit... it's started to pour.\Unlike Maka, I can't sense Soul Feedback...\If I'm to find the Demon Blade's presence, I can only rely on my five senses...\But in this rain, you know...\My senses are dull.\Are you wondering about earlier? response:	No...
context: Dammit... it's started to pour.\Dammit... it's started to pour.\Unlike Maka, I can't sense Soul Feedback...\If I'm to find the Demon Blade's presence, I can only rely on my five senses...\But in this rain, you know...\My senses are dull.\Are you wondering about earlier?\No... response:	It's not like that...
context: Dammit... it's started to pour.\Unlike Maka, I can't sense Soul Feedback...\If I'm to find the Demon Blade's presence, I can only rely on my five senses...\But in this rain, you know...\My senses are dull.\Are you wondering about earlier?\No...\It's not like that... response:	I don't like telling long stories.
context: Unlike Maka, I can't sense Soul Feedback...\If I'm to find the Demon Blade's presence, I can only rely on my five senses...\But in this rain, you know...\My senses are dull.\Are you wondering about earlier?\No...\It's not like that...\I don't like telling long stories. response:	Yes.
context: If I'm to find the Demon Blade's presence, I can only rely on my five senses...\But in this rain, you know...\My senses are dull.\Are you wondering about earlier?\No...\It's not like that...\I don't like telling long stories.\Yes. response:	I'll stop looking like I want to hear about it.
context: But in this rain, you know...\My senses are dull.\Are you wondering about earlier?\No...\It's not like that...\I don't like telling long stories.\Yes.\I'll stop looking like I want to hear about it. response:	It's already happened before, right?
context: My senses are dull.\Are you wondering about earlier?\No...\It's not like that...\I don't like telling long stories.\Yes.\I'll stop looking like I want to hear about it.\It's already happened before, right? response:	An old man's attacked out of the blue when he saw this tattoo, right?
context: Are you wondering about earlier?\No...\It's not like that...\I don't like telling long stories.\Yes.\I'll stop looking like I want to hear about it.\It's already happened before, right?\An old man's attacked out of the blue when he saw this tattoo, right? response:	Yes.
