context: Osawa-ningyou response:	Innocent girl
context: Hey,\I don't know if you remember,\but thank you for picking up my forms a while ago.\I was just doing what anyone would.\I'm a little embarrassed, now that you mention it.\She's so friendly.\And so girly.\She's the manifestation of my idea of the perfect girl. response:	The more I look at her, the more she's
context: I don't know if you remember,\but thank you for picking up my forms a while ago.\I was just doing what anyone would.\I'm a little embarrassed, now that you mention it.\She's so friendly.\And so girly.\She's the manifestation of my idea of the perfect girl.\The more I look at her, the more she's response:	like a doll.
context: but thank you for picking up my forms a while ago.\I was just doing what anyone would.\I'm a little embarrassed, now that you mention it.\She's so friendly.\And so girly.\She's the manifestation of my idea of the perfect girl.\The more I look at her, the more she's\like a doll. response:	Huh? Did I say that out loud?
context: I was just doing what anyone would.\I'm a little embarrassed, now that you mention it.\She's so friendly.\And so girly.\She's the manifestation of my idea of the perfect girl.\The more I look at her, the more she's\like a doll.\Huh? Did I say that out loud? response:	No, I said it.
context: I'm a little embarrassed, now that you mention it.\She's so friendly.\And so girly.\She's the manifestation of my idea of the perfect girl.\The more I look at her, the more she's\like a doll.\Huh? Did I say that out loud?\No, I said it. response:	Kuronuma Sawako-chan, right?
context: She's so friendly.\And so girly.\She's the manifestation of my idea of the perfect girl.\The more I look at her, the more she's\like a doll.\Huh? Did I say that out loud?\No, I said it.\Kuronuma Sawako-chan, right? response:	My real name...
context: And so girly.\She's the manifestation of my idea of the perfect girl.\The more I look at her, the more she's\like a doll.\Huh? Did I say that out loud?\No, I said it.\Kuronuma Sawako-chan, right?\My real name... response:	Waitdoll?
context: She's the manifestation of my idea of the perfect girl.\The more I look at her, the more she's\like a doll.\Huh? Did I say that out loud?\No, I said it.\Kuronuma Sawako-chan, right?\My real name...\Waitdoll? response:	I remember when you dropped your forms,
context: The more I look at her, the more she's\like a doll.\Huh? Did I say that out loud?\No, I said it.\Kuronuma Sawako-chan, right?\My real name...\Waitdoll?\I remember when you dropped your forms, response:	because I remember thinking you were like a doll.
context: like a doll.\Huh? Did I say that out loud?\No, I said it.\Kuronuma Sawako-chan, right?\My real name...\Waitdoll?\I remember when you dropped your forms,\because I remember thinking you were like a doll. response:	Like a doll...
context: Huh? Did I say that out loud?\No, I said it.\Kuronuma Sawako-chan, right?\My real name...\Waitdoll?\I remember when you dropped your forms,\because I remember thinking you were like a doll.\Like a doll... response:	Like a doll...
context: No, I said it.\Kuronuma Sawako-chan, right?\My real name...\Waitdoll?\I remember when you dropped your forms,\because I remember thinking you were like a doll.\Like a doll...\Like a doll... response:	Like a doll...
context: Kuronuma Sawako-chan, right?\My real name...\Waitdoll?\I remember when you dropped your forms,\because I remember thinking you were like a doll.\Like a doll...\Like a doll...\Like a doll... response:	Like a doll...
context: My real name...\Waitdoll?\I remember when you dropped your forms,\because I remember thinking you were like a doll.\Like a doll...\Like a doll...\Like a doll...\Like a doll... response:	Kurumi, let's go to the field, we're going to be late.
context: Waitdoll?\I remember when you dropped your forms,\because I remember thinking you were like a doll.\Like a doll...\Like a doll...\Like a doll...\Like a doll...\Kurumi, let's go to the field, we're going to be late. response:	Okay.
context: I remember when you dropped your forms,\because I remember thinking you were like a doll.\Like a doll...\Like a doll...\Like a doll...\Like a doll...\Kurumi, let's go to the field, we're going to be late.\Okay. response:	I'll see you later.
context: because I remember thinking you were like a doll.\Like a doll...\Like a doll...\Like a doll...\Like a doll...\Kurumi, let's go to the field, we're going to be late.\Okay.\I'll see you later. response:	Ow.
context: Like a doll...\Like a doll...\Like a doll...\Like a doll...\Kurumi, let's go to the field, we're going to be late.\Okay.\I'll see you later.\Ow. response:	Like one of those dolls that grow hair.
context: Like a doll...\Like a doll...\Like a doll...\Kurumi, let's go to the field, we're going to be late.\Okay.\I'll see you later.\Ow.\Like one of those dolls that grow hair. response:	Like a doll.
context: Like a doll...\Like a doll...\Kurumi, let's go to the field, we're going to be late.\Okay.\I'll see you later.\Ow.\Like one of those dolls that grow hair.\Like a doll. response:	That's the first time anyone's said that about me.
context: Like a doll...\Kurumi, let's go to the field, we're going to be late.\Okay.\I'll see you later.\Ow.\Like one of those dolls that grow hair.\Like a doll.\That's the first time anyone's said that about me. response:	Did something happen, Sadako?
context: Kurumi, let's go to the field, we're going to be late.\Okay.\I'll see you later.\Ow.\Like one of those dolls that grow hair.\Like a doll.\That's the first time anyone's said that about me.\Did something happen, Sadako? response:	You're so out of it.
context: Okay.\I'll see you later.\Ow.\Like one of those dolls that grow hair.\Like a doll.\That's the first time anyone's said that about me.\Did something happen, Sadako?\You're so out of it. response:	I uh...
context: I'll see you later.\Ow.\Like one of those dolls that grow hair.\Like a doll.\That's the first time anyone's said that about me.\Did something happen, Sadako?\You're so out of it.\I uh... response:	I just received a compliment, for once.
context: Ow.\Like one of those dolls that grow hair.\Like a doll.\That's the first time anyone's said that about me.\Did something happen, Sadako?\You're so out of it.\I uh...\I just received a compliment, for once. response:	What'd they say?
context: Like one of those dolls that grow hair.\Like a doll.\That's the first time anyone's said that about me.\Did something happen, Sadako?\You're so out of it.\I uh...\I just received a compliment, for once.\What'd they say? response:	That I'm like a doll.
context: Like a doll.\That's the first time anyone's said that about me.\Did something happen, Sadako?\You're so out of it.\I uh...\I just received a compliment, for once.\What'd they say?\That I'm like a doll. response:	Do you think it was a compliment?
context: That's the first time anyone's said that about me.\Did something happen, Sadako?\You're so out of it.\I uh...\I just received a compliment, for once.\What'd they say?\That I'm like a doll.\Do you think it was a compliment? response:	No way, can't be.
context: Did something happen, Sadako?\You're so out of it.\I uh...\I just received a compliment, for once.\What'd they say?\That I'm like a doll.\Do you think it was a compliment?\No way, can't be. response:	It's so hot.
context: You're so out of it.\I uh...\I just received a compliment, for once.\What'd they say?\That I'm like a doll.\Do you think it was a compliment?\No way, can't be.\It's so hot. response:	I think we can win.
context: I uh...\I just received a compliment, for once.\What'd they say?\That I'm like a doll.\Do you think it was a compliment?\No way, can't be.\It's so hot.\I think we can win. response:	We totally can.
context: I just received a compliment, for once.\What'd they say?\That I'm like a doll.\Do you think it was a compliment?\No way, can't be.\It's so hot.\I think we can win.\We totally can. response:	You think?
context: What'd they say?\That I'm like a doll.\Do you think it was a compliment?\No way, can't be.\It's so hot.\I think we can win.\We totally can.\You think? response:	He looks different without his vest.
context: That I'm like a doll.\Do you think it was a compliment?\No way, can't be.\It's so hot.\I think we can win.\We totally can.\You think?\He looks different without his vest. response:	How are the girls?
context: Do you think it was a compliment?\No way, can't be.\It's so hot.\I think we can win.\We totally can.\You think?\He looks different without his vest.\How are the girls? response:	Not bad.
context: No way, can't be.\It's so hot.\I think we can win.\We totally can.\You think?\He looks different without his vest.\How are the girls?\Not bad. response:	Sadako's sort of evolved too.
context: It's so hot.\I think we can win.\We totally can.\You think?\He looks different without his vest.\How are the girls?\Not bad.\Sadako's sort of evolved too. response:	Oh, evolved!
context: I think we can win.\We totally can.\You think?\He looks different without his vest.\How are the girls?\Not bad.\Sadako's sort of evolved too.\Oh, evolved! response:	Seriously?
context: We totally can.\You think?\He looks different without his vest.\How are the girls?\Not bad.\Sadako's sort of evolved too.\Oh, evolved!\Seriously? response:	Nice.
context: You think?\He looks different without his vest.\How are the girls?\Not bad.\Sadako's sort of evolved too.\Oh, evolved!\Seriously?\Nice. response:	Um...
context: He looks different without his vest.\How are the girls?\Not bad.\Sadako's sort of evolved too.\Oh, evolved!\Seriously?\Nice.\Um... response:	Oh yeah.
context: How are the girls?\Not bad.\Sadako's sort of evolved too.\Oh, evolved!\Seriously?\Nice.\Um...\Oh yeah. response:	Kurumi-san came to meet you earlier.
context: Not bad.\Sadako's sort of evolved too.\Oh, evolved!\Seriously?\Nice.\Um...\Oh yeah.\Kurumi-san came to meet you earlier. response:	Really? Thanks.
context: Sadako's sort of evolved too.\Oh, evolved!\Seriously?\Nice.\Um...\Oh yeah.\Kurumi-san came to meet you earlier.\Really? Thanks. response:	I wonder if it's about the sports day committee.
context: Oh, evolved!\Seriously?\Nice.\Um...\Oh yeah.\Kurumi-san came to meet you earlier.\Really? Thanks.\I wonder if it's about the sports day committee. response:	Oh, Kurumi-san's a member too.
context: Seriously?\Nice.\Um...\Oh yeah.\Kurumi-san came to meet you earlier.\Really? Thanks.\I wonder if it's about the sports day committee.\Oh, Kurumi-san's a member too. response:	You met Kurumi?
context: Nice.\Um...\Oh yeah.\Kurumi-san came to meet you earlier.\Really? Thanks.\I wonder if it's about the sports day committee.\Oh, Kurumi-san's a member too.\You met Kurumi? response:	Yeah, after I parted with you, Yoshida-san.
context: Um...\Oh yeah.\Kurumi-san came to meet you earlier.\Really? Thanks.\I wonder if it's about the sports day committee.\Oh, Kurumi-san's a member too.\You met Kurumi?\Yeah, after I parted with you, Yoshida-san. response:	There you go again, Yoshida-san.”
context: Oh yeah.\Kurumi-san came to meet you earlier.\Really? Thanks.\I wonder if it's about the sports day committee.\Oh, Kurumi-san's a member too.\You met Kurumi?\Yeah, after I parted with you, Yoshida-san.\There you go again, Yoshida-san.” response:	C-C-C-Chizu-chan.
context: Kurumi-san came to meet you earlier.\Really? Thanks.\I wonder if it's about the sports day committee.\Oh, Kurumi-san's a member too.\You met Kurumi?\Yeah, after I parted with you, Yoshida-san.\There you go again, Yoshida-san.”\C-C-C-Chizu-chan. response:	Then again, we're both calling her Sadako.
context: Really? Thanks.\I wonder if it's about the sports day committee.\Oh, Kurumi-san's a member too.\You met Kurumi?\Yeah, after I parted with you, Yoshida-san.\There you go again, Yoshida-san.”\C-C-C-Chizu-chan.\Then again, we're both calling her Sadako. response:	Oh yeah.
context: I wonder if it's about the sports day committee.\Oh, Kurumi-san's a member too.\You met Kurumi?\Yeah, after I parted with you, Yoshida-san.\There you go again, Yoshida-san.”\C-C-C-Chizu-chan.\Then again, we're both calling her Sadako.\Oh yeah. response:	It's hard to start using different names, isn't it?
context: Oh, Kurumi-san's a member too.\You met Kurumi?\Yeah, after I parted with you, Yoshida-san.\There you go again, Yoshida-san.”\C-C-C-Chizu-chan.\Then again, we're both calling her Sadako.\Oh yeah.\It's hard to start using different names, isn't it? response:	It is, right? Sadako?
context: You met Kurumi?\Yeah, after I parted with you, Yoshida-san.\There you go again, Yoshida-san.”\C-C-C-Chizu-chan.\Then again, we're both calling her Sadako.\Oh yeah.\It's hard to start using different names, isn't it?\It is, right? Sadako? response:	Well, I guess we don't really have to change.
context: Yeah, after I parted with you, Yoshida-san.\There you go again, Yoshida-san.”\C-C-C-Chizu-chan.\Then again, we're both calling her Sadako.\Oh yeah.\It's hard to start using different names, isn't it?\It is, right? Sadako?\Well, I guess we don't really have to change. response:	Kuronuma Sawako-chan, right?
context: There you go again, Yoshida-san.”\C-C-C-Chizu-chan.\Then again, we're both calling her Sadako.\Oh yeah.\It's hard to start using different names, isn't it?\It is, right? Sadako?\Well, I guess we don't really have to change.\Kuronuma Sawako-chan, right? response:	Oh yeah, I should try calling her by name.
context: C-C-C-Chizu-chan.\Then again, we're both calling her Sadako.\Oh yeah.\It's hard to start using different names, isn't it?\It is, right? Sadako?\Well, I guess we don't really have to change.\Kuronuma Sawako-chan, right?\Oh yeah, I should try calling her by name. response:	Kurumi-chan.
context: Then again, we're both calling her Sadako.\Oh yeah.\It's hard to start using different names, isn't it?\It is, right? Sadako?\Well, I guess we don't really have to change.\Kuronuma Sawako-chan, right?\Oh yeah, I should try calling her by name.\Kurumi-chan. response:	Oh yeah, Ryu,
context: Oh yeah.\It's hard to start using different names, isn't it?\It is, right? Sadako?\Well, I guess we don't really have to change.\Kuronuma Sawako-chan, right?\Oh yeah, I should try calling her by name.\Kurumi-chan.\Oh yeah, Ryu, response:	do you remember Sadako's full name?
context: It's hard to start using different names, isn't it?\It is, right? Sadako?\Well, I guess we don't really have to change.\Kuronuma Sawako-chan, right?\Oh yeah, I should try calling her by name.\Kurumi-chan.\Oh yeah, Ryu,\do you remember Sadako's full name? response:	Kuroyama Takako?
context: It is, right? Sadako?\Well, I guess we don't really have to change.\Kuronuma Sawako-chan, right?\Oh yeah, I should try calling her by name.\Kurumi-chan.\Oh yeah, Ryu,\do you remember Sadako's full name?\Kuroyama Takako? response:	So close, Ryu, so close.
context: Well, I guess we don't really have to change.\Kuronuma Sawako-chan, right?\Oh yeah, I should try calling her by name.\Kurumi-chan.\Oh yeah, Ryu,\do you remember Sadako's full name?\Kuroyama Takako?\So close, Ryu, so close. response:	Not bad for Ryu, though.
context: Kuronuma Sawako-chan, right?\Oh yeah, I should try calling her by name.\Kurumi-chan.\Oh yeah, Ryu,\do you remember Sadako's full name?\Kuroyama Takako?\So close, Ryu, so close.\Not bad for Ryu, though. response:	I thought I got it right.
context: Oh yeah, I should try calling her by name.\Kurumi-chan.\Oh yeah, Ryu,\do you remember Sadako's full name?\Kuroyama Takako?\So close, Ryu, so close.\Not bad for Ryu, though.\I thought I got it right. response:	I'm Kuronuma.
context: Kurumi-chan.\Oh yeah, Ryu,\do you remember Sadako's full name?\Kuroyama Takako?\So close, Ryu, so close.\Not bad for Ryu, though.\I thought I got it right.\I'm Kuronuma. response:	Nice to meet you.
context: Oh yeah, Ryu,\do you remember Sadako's full name?\Kuroyama Takako?\So close, Ryu, so close.\Not bad for Ryu, though.\I thought I got it right.\I'm Kuronuma.\Nice to meet you. response:	Show him how it's done, Kazehaya.
context: do you remember Sadako's full name?\Kuroyama Takako?\So close, Ryu, so close.\Not bad for Ryu, though.\I thought I got it right.\I'm Kuronuma.\Nice to meet you.\Show him how it's done, Kazehaya. response:	Come on, teach Ryu.
context: Kuroyama Takako?\So close, Ryu, so close.\Not bad for Ryu, though.\I thought I got it right.\I'm Kuronuma.\Nice to meet you.\Show him how it's done, Kazehaya.\Come on, teach Ryu. response:	Kuronuma Sawako.
context: So close, Ryu, so close.\Not bad for Ryu, though.\I thought I got it right.\I'm Kuronuma.\Nice to meet you.\Show him how it's done, Kazehaya.\Come on, teach Ryu.\Kuronuma Sawako. response:	Nice.
context: Not bad for Ryu, though.\I thought I got it right.\I'm Kuronuma.\Nice to meet you.\Show him how it's done, Kazehaya.\Come on, teach Ryu.\Kuronuma Sawako.\Nice. response:	Now try calling her by first name only.
context: I thought I got it right.\I'm Kuronuma.\Nice to meet you.\Show him how it's done, Kazehaya.\Come on, teach Ryu.\Kuronuma Sawako.\Nice.\Now try calling her by first name only. response:	Why?
context: I'm Kuronuma.\Nice to meet you.\Show him how it's done, Kazehaya.\Come on, teach Ryu.\Kuronuma Sawako.\Nice.\Now try calling her by first name only.\Why? response:	Practice.
context: Nice to meet you.\Show him how it's done, Kazehaya.\Come on, teach Ryu.\Kuronuma Sawako.\Nice.\Now try calling her by first name only.\Why?\Practice. response:	To get her used to being called Sawako, to get us used to calling her Sawako.
context: Show him how it's done, Kazehaya.\Come on, teach Ryu.\Kuronuma Sawako.\Nice.\Now try calling her by first name only.\Why?\Practice.\To get her used to being called Sawako, to get us used to calling her Sawako. response:	It's for Sawako's sake, you know.
context: Come on, teach Ryu.\Kuronuma Sawako.\Nice.\Now try calling her by first name only.\Why?\Practice.\To get her used to being called Sawako, to get us used to calling her Sawako.\It's for Sawako's sake, you know. response:	Sa
context: Kuronuma Sawako.\Nice.\Now try calling her by first name only.\Why?\Practice.\To get her used to being called Sawako, to get us used to calling her Sawako.\It's for Sawako's sake, you know.\Sa response:	How could I?!
context: Nice.\Now try calling her by first name only.\Why?\Practice.\To get her used to being called Sawako, to get us used to calling her Sawako.\It's for Sawako's sake, you know.\Sa\How could I?! response:	Of course you can't.
context: Now try calling her by first name only.\Why?\Practice.\To get her used to being called Sawako, to get us used to calling her Sawako.\It's for Sawako's sake, you know.\Sa\How could I?!\Of course you can't. response:	I was just kidding.
context: Why?\Practice.\To get her used to being called Sawako, to get us used to calling her Sawako.\It's for Sawako's sake, you know.\Sa\How could I?!\Of course you can't.\I was just kidding. response:	I'm so nervous.
context: Practice.\To get her used to being called Sawako, to get us used to calling her Sawako.\It's for Sawako's sake, you know.\Sa\How could I?!\Of course you can't.\I was just kidding.\I'm so nervous. response:	That made me so nervous.
context: To get her used to being called Sawako, to get us used to calling her Sawako.\It's for Sawako's sake, you know.\Sa\How could I?!\Of course you can't.\I was just kidding.\I'm so nervous.\That made me so nervous. response:	My heart
context: It's for Sawako's sake, you know.\Sa\How could I?!\Of course you can't.\I was just kidding.\I'm so nervous.\That made me so nervous.\My heart response:	But really, I think I've been nervous a lot recently.
context: Sa\How could I?!\Of course you can't.\I was just kidding.\I'm so nervous.\That made me so nervous.\My heart\But really, I think I've been nervous a lot recently. response:	More so than I used to be.
context: How could I?!\Of course you can't.\I was just kidding.\I'm so nervous.\That made me so nervous.\My heart\But really, I think I've been nervous a lot recently.\More so than I used to be. response:	Hey, it's Kazehaya.
context: Of course you can't.\I was just kidding.\I'm so nervous.\That made me so nervous.\My heart\But really, I think I've been nervous a lot recently.\More so than I used to be.\Hey, it's Kazehaya. response:	Oh yeah.
context: I was just kidding.\I'm so nervous.\That made me so nervous.\My heart\But really, I think I've been nervous a lot recently.\More so than I used to be.\Hey, it's Kazehaya.\Oh yeah. response:	Who's that girl he's talking to? She's cute.
context: I'm so nervous.\That made me so nervous.\My heart\But really, I think I've been nervous a lot recently.\More so than I used to be.\Hey, it's Kazehaya.\Oh yeah.\Who's that girl he's talking to? She's cute. response:	Seriously, you'd say that in front of your girlfriend?
context: That made me so nervous.\My heart\But really, I think I've been nervous a lot recently.\More so than I used to be.\Hey, it's Kazehaya.\Oh yeah.\Who's that girl he's talking to? She's cute.\Seriously, you'd say that in front of your girlfriend? response:	You two wouldn't be much of a match.
context: My heart\But really, I think I've been nervous a lot recently.\More so than I used to be.\Hey, it's Kazehaya.\Oh yeah.\Who's that girl he's talking to? She's cute.\Seriously, you'd say that in front of your girlfriend?\You two wouldn't be much of a match. response:	See, they're a perfect match.
context: But really, I think I've been nervous a lot recently.\More so than I used to be.\Hey, it's Kazehaya.\Oh yeah.\Who's that girl he's talking to? She's cute.\Seriously, you'd say that in front of your girlfriend?\You two wouldn't be much of a match.\See, they're a perfect match. response:	Well yeah, but...
context: More so than I used to be.\Hey, it's Kazehaya.\Oh yeah.\Who's that girl he's talking to? She's cute.\Seriously, you'd say that in front of your girlfriend?\You two wouldn't be much of a match.\See, they're a perfect match.\Well yeah, but... response:	Oh yeah.
context: Hey, it's Kazehaya.\Oh yeah.\Who's that girl he's talking to? She's cute.\Seriously, you'd say that in front of your girlfriend?\You two wouldn't be much of a match.\See, they're a perfect match.\Well yeah, but...\Oh yeah. response:	Oh yeah, the CDs.
context: Oh yeah.\Who's that girl he's talking to? She's cute.\Seriously, you'd say that in front of your girlfriend?\You two wouldn't be much of a match.\See, they're a perfect match.\Well yeah, but...\Oh yeah.\Oh yeah, the CDs. response:	Shoot, I forgot. Sorry.
context: Who's that girl he's talking to? She's cute.\Seriously, you'd say that in front of your girlfriend?\You two wouldn't be much of a match.\See, they're a perfect match.\Well yeah, but...\Oh yeah.\Oh yeah, the CDs.\Shoot, I forgot. Sorry. response:	Just making sure.
context: Seriously, you'd say that in front of your girlfriend?\You two wouldn't be much of a match.\See, they're a perfect match.\Well yeah, but...\Oh yeah.\Oh yeah, the CDs.\Shoot, I forgot. Sorry.\Just making sure. response:	Maybe I should learn from her.
context: You two wouldn't be much of a match.\See, they're a perfect match.\Well yeah, but...\Oh yeah.\Oh yeah, the CDs.\Shoot, I forgot. Sorry.\Just making sure.\Maybe I should learn from her. response:	Fluffy, fluffy...
context: See, they're a perfect match.\Well yeah, but...\Oh yeah.\Oh yeah, the CDs.\Shoot, I forgot. Sorry.\Just making sure.\Maybe I should learn from her.\Fluffy, fluffy... response:	So fluffy.
context: Well yeah, but...\Oh yeah.\Oh yeah, the CDs.\Shoot, I forgot. Sorry.\Just making sure.\Maybe I should learn from her.\Fluffy, fluffy...\So fluffy. response:	Do you think a perm would look good on me?
