context: Forth springs Thought! response:	Separate Paths
context: motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky response:	anata ijou no hito ni deaenai
context: If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai response:	I'll never find anyone like you again
context: kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again response:	tsuki ni aragau nagai furea
context: I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea response:	A long flare reaches out against the moon
context: taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon response:	hajimaru mo sezu owaru monogatari
context: I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari response:	The story ends before it could even begin
context: sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin response:	kizutsukiuru yawarakasa
context: And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa response:	So soft, so fragile
context: anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile response:	tojikometa senritsu kanaderu hodo
context: I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo response:	I will call up the melody locked away
context: tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away response:	utau hodo kowareru hodo ni
context: A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni response:	And sing it until I destroy myself
context: hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself response:	anata ga koishii
context: The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii response:	That's how much I love you
context: kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you response:	Mikono...
context: So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you\Mikono... response:	The circle of life turns.
context: tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you\Mikono...\The circle of life turns. response:	Our souls are born over and over.
context: I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you\Mikono...\The circle of life turns.\Our souls are born over and over. response:	They experience grief over and over.
context: utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you\Mikono...\The circle of life turns.\Our souls are born over and over.\They experience grief over and over. response:	And that grief goes to the arms of God in Heaven.
context: And sing it until I destroy myself\anata ga koishii\That's how much I love you\Mikono...\The circle of life turns.\Our souls are born over and over.\They experience grief over and over.\And that grief goes to the arms of God in Heaven. response:	This is...
context: anata ga koishii\That's how much I love you\Mikono...\The circle of life turns.\Our souls are born over and over.\They experience grief over and over.\And that grief goes to the arms of God in Heaven.\This is... response:	That is the beautiful law of the world.
context: That's how much I love you\Mikono...\The circle of life turns.\Our souls are born over and over.\They experience grief over and over.\And that grief goes to the arms of God in Heaven.\This is...\That is the beautiful law of the world. response:	Unfortunately, his soul has left the realm of law for something higher.
context: Mikono...\The circle of life turns.\Our souls are born over and over.\They experience grief over and over.\And that grief goes to the arms of God in Heaven.\This is...\That is the beautiful law of the world.\Unfortunately, his soul has left the realm of law for something higher. response:	For we do not have the last son's body.
context: The circle of life turns.\Our souls are born over and over.\They experience grief over and over.\And that grief goes to the arms of God in Heaven.\This is...\That is the beautiful law of the world.\Unfortunately, his soul has left the realm of law for something higher.\For we do not have the last son's body. response:	I say to you that Altair must not die
context: Our souls are born over and over.\They experience grief over and over.\And that grief goes to the arms of God in Heaven.\This is...\That is the beautiful law of the world.\Unfortunately, his soul has left the realm of law for something higher.\For we do not have the last son's body.\I say to you that Altair must not die response:	without seeing even a glimpse of its future.
context: They experience grief over and over.\And that grief goes to the arms of God in Heaven.\This is...\That is the beautiful law of the world.\Unfortunately, his soul has left the realm of law for something higher.\For we do not have the last son's body.\I say to you that Altair must not die\without seeing even a glimpse of its future. response:	We have nothing to fear.
context: And that grief goes to the arms of God in Heaven.\This is...\That is the beautiful law of the world.\Unfortunately, his soul has left the realm of law for something higher.\For we do not have the last son's body.\I say to you that Altair must not die\without seeing even a glimpse of its future.\We have nothing to fear. response:	The last son has shown us the way.
context: This is...\That is the beautiful law of the world.\Unfortunately, his soul has left the realm of law for something higher.\For we do not have the last son's body.\I say to you that Altair must not die\without seeing even a glimpse of its future.\We have nothing to fear.\The last son has shown us the way. response:	He has shown us that we live in a time of miracles!
context: That is the beautiful law of the world.\Unfortunately, his soul has left the realm of law for something higher.\For we do not have the last son's body.\I say to you that Altair must not die\without seeing even a glimpse of its future.\We have nothing to fear.\The last son has shown us the way.\He has shown us that we live in a time of miracles! response:	That's ridiculous.
context: Unfortunately, his soul has left the realm of law for something higher.\For we do not have the last son's body.\I say to you that Altair must not die\without seeing even a glimpse of its future.\We have nothing to fear.\The last son has shown us the way.\He has shown us that we live in a time of miracles!\That's ridiculous. response:	Altair has no future. Its days are numbered.
context: For we do not have the last son's body.\I say to you that Altair must not die\without seeing even a glimpse of its future.\We have nothing to fear.\The last son has shown us the way.\He has shown us that we live in a time of miracles!\That's ridiculous.\Altair has no future. Its days are numbered. response:	And Ianthe's power is becoming unstable.
context: I say to you that Altair must not die\without seeing even a glimpse of its future.\We have nothing to fear.\The last son has shown us the way.\He has shown us that we live in a time of miracles!\That's ridiculous.\Altair has no future. Its days are numbered.\And Ianthe's power is becoming unstable. response:	You can't keep them in the dark forever.
context: without seeing even a glimpse of its future.\We have nothing to fear.\The last son has shown us the way.\He has shown us that we live in a time of miracles!\That's ridiculous.\Altair has no future. Its days are numbered.\And Ianthe's power is becoming unstable.\You can't keep them in the dark forever. response:	Mikage! What do you think you're doing?
context: We have nothing to fear.\The last son has shown us the way.\He has shown us that we live in a time of miracles!\That's ridiculous.\Altair has no future. Its days are numbered.\And Ianthe's power is becoming unstable.\You can't keep them in the dark forever.\Mikage! What do you think you're doing? response:	Just spreading the great news to the flock.
context: The last son has shown us the way.\He has shown us that we live in a time of miracles!\That's ridiculous.\Altair has no future. Its days are numbered.\And Ianthe's power is becoming unstable.\You can't keep them in the dark forever.\Mikage! What do you think you're doing?\Just spreading the great news to the flock. response:	You sacrificed Jin for this?
context: He has shown us that we live in a time of miracles!\That's ridiculous.\Altair has no future. Its days are numbered.\And Ianthe's power is becoming unstable.\You can't keep them in the dark forever.\Mikage! What do you think you're doing?\Just spreading the great news to the flock.\You sacrificed Jin for this? response:	He gave much to the world of Altair.
context: That's ridiculous.\Altair has no future. Its days are numbered.\And Ianthe's power is becoming unstable.\You can't keep them in the dark forever.\Mikage! What do you think you're doing?\Just spreading the great news to the flock.\You sacrificed Jin for this?\He gave much to the world of Altair. response:	His life was a fair price to pay.
context: Altair has no future. Its days are numbered.\And Ianthe's power is becoming unstable.\You can't keep them in the dark forever.\Mikage! What do you think you're doing?\Just spreading the great news to the flock.\You sacrificed Jin for this?\He gave much to the world of Altair.\His life was a fair price to pay. response:	What do you mean?
context: And Ianthe's power is becoming unstable.\You can't keep them in the dark forever.\Mikage! What do you think you're doing?\Just spreading the great news to the flock.\You sacrificed Jin for this?\He gave much to the world of Altair.\His life was a fair price to pay.\What do you mean? response:	We were able to deal a great blow to the Rare Iguras' nest.
context: You can't keep them in the dark forever.\Mikage! What do you think you're doing?\Just spreading the great news to the flock.\You sacrificed Jin for this?\He gave much to the world of Altair.\His life was a fair price to pay.\What do you mean?\We were able to deal a great blow to the Rare Iguras' nest. response:	We obtained a great deal of direct data on the true Eve candidates.
context: Mikage! What do you think you're doing?\Just spreading the great news to the flock.\You sacrificed Jin for this?\He gave much to the world of Altair.\His life was a fair price to pay.\What do you mean?\We were able to deal a great blow to the Rare Iguras' nest.\We obtained a great deal of direct data on the true Eve candidates. response:	And the reborn Wings of the Sun finally revealed itself.
context: Just spreading the great news to the flock.\You sacrificed Jin for this?\He gave much to the world of Altair.\His life was a fair price to pay.\What do you mean?\We were able to deal a great blow to the Rare Iguras' nest.\We obtained a great deal of direct data on the true Eve candidates.\And the reborn Wings of the Sun finally revealed itself. response:	Jin's soul would be filled with joy if it knew what it brought us.
context: You sacrificed Jin for this?\He gave much to the world of Altair.\His life was a fair price to pay.\What do you mean?\We were able to deal a great blow to the Rare Iguras' nest.\We obtained a great deal of direct data on the true Eve candidates.\And the reborn Wings of the Sun finally revealed itself.\Jin's soul would be filled with joy if it knew what it brought us. response:	Perhaps it will be reborn in the first of Altair's new generation.
context: He gave much to the world of Altair.\His life was a fair price to pay.\What do you mean?\We were able to deal a great blow to the Rare Iguras' nest.\We obtained a great deal of direct data on the true Eve candidates.\And the reborn Wings of the Sun finally revealed itself.\Jin's soul would be filled with joy if it knew what it brought us.\Perhaps it will be reborn in the first of Altair's new generation. response:	So that's what you really wanted.
context: His life was a fair price to pay.\What do you mean?\We were able to deal a great blow to the Rare Iguras' nest.\We obtained a great deal of direct data on the true Eve candidates.\And the reborn Wings of the Sun finally revealed itself.\Jin's soul would be filled with joy if it knew what it brought us.\Perhaps it will be reborn in the first of Altair's new generation.\So that's what you really wanted. response:	Jin, what I... what Altair has done can never be forgiven.
context: What do you mean?\We were able to deal a great blow to the Rare Iguras' nest.\We obtained a great deal of direct data on the true Eve candidates.\And the reborn Wings of the Sun finally revealed itself.\Jin's soul would be filled with joy if it knew what it brought us.\Perhaps it will be reborn in the first of Altair's new generation.\So that's what you really wanted.\Jin, what I... what Altair has done can never be forgiven. response:	We'll be taking them to the graveyard in Neo-Stanley.
context: We were able to deal a great blow to the Rare Iguras' nest.\We obtained a great deal of direct data on the true Eve candidates.\And the reborn Wings of the Sun finally revealed itself.\Jin's soul would be filled with joy if it knew what it brought us.\Perhaps it will be reborn in the first of Altair's new generation.\So that's what you really wanted.\Jin, what I... what Altair has done can never be forgiven.\We'll be taking them to the graveyard in Neo-Stanley. response:	The boat will arrive at 2:00. I want everyone there.
context: We obtained a great deal of direct data on the true Eve candidates.\And the reborn Wings of the Sun finally revealed itself.\Jin's soul would be filled with joy if it knew what it brought us.\Perhaps it will be reborn in the first of Altair's new generation.\So that's what you really wanted.\Jin, what I... what Altair has done can never be forgiven.\We'll be taking them to the graveyard in Neo-Stanley.\The boat will arrive at 2:00. I want everyone there. response:	Where's Yunoha?
context: And the reborn Wings of the Sun finally revealed itself.\Jin's soul would be filled with joy if it knew what it brought us.\Perhaps it will be reborn in the first of Altair's new generation.\So that's what you really wanted.\Jin, what I... what Altair has done can never be forgiven.\We'll be taking them to the graveyard in Neo-Stanley.\The boat will arrive at 2:00. I want everyone there.\Where's Yunoha? response:	She won't come out of her room.
context: Jin's soul would be filled with joy if it knew what it brought us.\Perhaps it will be reborn in the first of Altair's new generation.\So that's what you really wanted.\Jin, what I... what Altair has done can never be forgiven.\We'll be taking them to the graveyard in Neo-Stanley.\The boat will arrive at 2:00. I want everyone there.\Where's Yunoha?\She won't come out of her room. response:	Or turn visible.
context: Perhaps it will be reborn in the first of Altair's new generation.\So that's what you really wanted.\Jin, what I... what Altair has done can never be forgiven.\We'll be taking them to the graveyard in Neo-Stanley.\The boat will arrive at 2:00. I want everyone there.\Where's Yunoha?\She won't come out of her room.\Or turn visible. response:	Oh...
context: So that's what you really wanted.\Jin, what I... what Altair has done can never be forgiven.\We'll be taking them to the graveyard in Neo-Stanley.\The boat will arrive at 2:00. I want everyone there.\Where's Yunoha?\She won't come out of her room.\Or turn visible.\Oh... response:	Is she going to shut herself in forever?
context: Jin, what I... what Altair has done can never be forgiven.\We'll be taking them to the graveyard in Neo-Stanley.\The boat will arrive at 2:00. I want everyone there.\Where's Yunoha?\She won't come out of her room.\Or turn visible.\Oh...\Is she going to shut herself in forever? response:	I know how she feels, though.
context: We'll be taking them to the graveyard in Neo-Stanley.\The boat will arrive at 2:00. I want everyone there.\Where's Yunoha?\She won't come out of her room.\Or turn visible.\Oh...\Is she going to shut herself in forever?\I know how she feels, though. response:	If I lost someone I loved, I'd...
context: The boat will arrive at 2:00. I want everyone there.\Where's Yunoha?\She won't come out of her room.\Or turn visible.\Oh...\Is she going to shut herself in forever?\I know how she feels, though.\If I lost someone I loved, I'd... response:	Yunoha...
context: Where's Yunoha?\She won't come out of her room.\Or turn visible.\Oh...\Is she going to shut herself in forever?\I know how she feels, though.\If I lost someone I loved, I'd...\Yunoha... response:	Mikono Suzushiro.
context: She won't come out of her room.\Or turn visible.\Oh...\Is she going to shut herself in forever?\I know how she feels, though.\If I lost someone I loved, I'd...\Yunoha...\Mikono Suzushiro. response:	High Commander Fudo?
context: Or turn visible.\Oh...\Is she going to shut herself in forever?\I know how she feels, though.\If I lost someone I loved, I'd...\Yunoha...\Mikono Suzushiro.\High Commander Fudo? response:	I don't like him at all...
context: Oh...\Is she going to shut herself in forever?\I know how she feels, though.\If I lost someone I loved, I'd...\Yunoha...\Mikono Suzushiro.\High Commander Fudo?\I don't like him at all... response:	Bring Yunoha Thrul out of her room.
context: Is she going to shut herself in forever?\I know how she feels, though.\If I lost someone I loved, I'd...\Yunoha...\Mikono Suzushiro.\High Commander Fudo?\I don't like him at all...\Bring Yunoha Thrul out of her room. response:	I want to leave her alone for now.
context: I know how she feels, though.\If I lost someone I loved, I'd...\Yunoha...\Mikono Suzushiro.\High Commander Fudo?\I don't like him at all...\Bring Yunoha Thrul out of her room.\I want to leave her alone for now. response:	This school's duty is to foster Union, a positive bond that connects people together.
context: If I lost someone I loved, I'd...\Yunoha...\Mikono Suzushiro.\High Commander Fudo?\I don't like him at all...\Bring Yunoha Thrul out of her room.\I want to leave her alone for now.\This school's duty is to foster Union, a positive bond that connects people together. response:	None can be allowed to drown selfishly alone in their own sorrow.
context: Yunoha...\Mikono Suzushiro.\High Commander Fudo?\I don't like him at all...\Bring Yunoha Thrul out of her room.\I want to leave her alone for now.\This school's duty is to foster Union, a positive bond that connects people together.\None can be allowed to drown selfishly alone in their own sorrow. response:	How can you call that selfish?
context: Mikono Suzushiro.\High Commander Fudo?\I don't like him at all...\Bring Yunoha Thrul out of her room.\I want to leave her alone for now.\This school's duty is to foster Union, a positive bond that connects people together.\None can be allowed to drown selfishly alone in their own sorrow.\How can you call that selfish? response:	Have you forgotten Yunoha's Element power? The power to disappear.
context: High Commander Fudo?\I don't like him at all...\Bring Yunoha Thrul out of her room.\I want to leave her alone for now.\This school's duty is to foster Union, a positive bond that connects people together.\None can be allowed to drown selfishly alone in their own sorrow.\How can you call that selfish?\Have you forgotten Yunoha's Element power? The power to disappear. response:	In the wake of Jin Muso's death, her power may go out of control...
context: I don't like him at all...\Bring Yunoha Thrul out of her room.\I want to leave her alone for now.\This school's duty is to foster Union, a positive bond that connects people together.\None can be allowed to drown selfishly alone in their own sorrow.\How can you call that selfish?\Have you forgotten Yunoha's Element power? The power to disappear.\In the wake of Jin Muso's death, her power may go out of control... response:	and she could erase herself.
context: Bring Yunoha Thrul out of her room.\I want to leave her alone for now.\This school's duty is to foster Union, a positive bond that connects people together.\None can be allowed to drown selfishly alone in their own sorrow.\How can you call that selfish?\Have you forgotten Yunoha's Element power? The power to disappear.\In the wake of Jin Muso's death, her power may go out of control...\and she could erase herself. response:	You haven't changed.
context: I want to leave her alone for now.\This school's duty is to foster Union, a positive bond that connects people together.\None can be allowed to drown selfishly alone in their own sorrow.\How can you call that selfish?\Have you forgotten Yunoha's Element power? The power to disappear.\In the wake of Jin Muso's death, her power may go out of control...\and she could erase herself.\You haven't changed. response:	Yunoha, may I come in?
context: This school's duty is to foster Union, a positive bond that connects people together.\None can be allowed to drown selfishly alone in their own sorrow.\How can you call that selfish?\Have you forgotten Yunoha's Element power? The power to disappear.\In the wake of Jin Muso's death, her power may go out of control...\and she could erase herself.\You haven't changed.\Yunoha, may I come in? response:	Mikono...
context: None can be allowed to drown selfishly alone in their own sorrow.\How can you call that selfish?\Have you forgotten Yunoha's Element power? The power to disappear.\In the wake of Jin Muso's death, her power may go out of control...\and she could erase herself.\You haven't changed.\Yunoha, may I come in?\Mikono... response:	I thought you might need something to drink.
context: How can you call that selfish?\Have you forgotten Yunoha's Element power? The power to disappear.\In the wake of Jin Muso's death, her power may go out of control...\and she could erase herself.\You haven't changed.\Yunoha, may I come in?\Mikono...\I thought you might need something to drink. response:	I'm sorry.
context: Have you forgotten Yunoha's Element power? The power to disappear.\In the wake of Jin Muso's death, her power may go out of control...\and she could erase herself.\You haven't changed.\Yunoha, may I come in?\Mikono...\I thought you might need something to drink.\I'm sorry. response:	You don't have to if you don't want to.
context: In the wake of Jin Muso's death, her power may go out of control...\and she could erase herself.\You haven't changed.\Yunoha, may I come in?\Mikono...\I thought you might need something to drink.\I'm sorry.\You don't have to if you don't want to. response:	I'll just leave it here.
context: and she could erase herself.\You haven't changed.\Yunoha, may I come in?\Mikono...\I thought you might need something to drink.\I'm sorry.\You don't have to if you don't want to.\I'll just leave it here. response:	Yunoha's aura is getting fainter.
context: You haven't changed.\Yunoha, may I come in?\Mikono...\I thought you might need something to drink.\I'm sorry.\You don't have to if you don't want to.\I'll just leave it here.\Yunoha's aura is getting fainter. response:	But what can I possibly say?
context: Yunoha, may I come in?\Mikono...\I thought you might need something to drink.\I'm sorry.\You don't have to if you don't want to.\I'll just leave it here.\Yunoha's aura is getting fainter.\But what can I possibly say? response:	Jin asked me...
context: Mikono...\I thought you might need something to drink.\I'm sorry.\You don't have to if you don't want to.\I'll just leave it here.\Yunoha's aura is getting fainter.\But what can I possibly say?\Jin asked me... response:	He asked me to go with him.
context: I thought you might need something to drink.\I'm sorry.\You don't have to if you don't want to.\I'll just leave it here.\Yunoha's aura is getting fainter.\But what can I possibly say?\Jin asked me...\He asked me to go with him. response:	If only I'd gone, Jin wouldn't...
context: I'm sorry.\You don't have to if you don't want to.\I'll just leave it here.\Yunoha's aura is getting fainter.\But what can I possibly say?\Jin asked me...\He asked me to go with him.\If only I'd gone, Jin wouldn't... response:	Oh no... it's getting even fainter now...
context: You don't have to if you don't want to.\I'll just leave it here.\Yunoha's aura is getting fainter.\But what can I possibly say?\Jin asked me...\He asked me to go with him.\If only I'd gone, Jin wouldn't...\Oh no... it's getting even fainter now... response:	She's really going to disappear.
context: I'll just leave it here.\Yunoha's aura is getting fainter.\But what can I possibly say?\Jin asked me...\He asked me to go with him.\If only I'd gone, Jin wouldn't...\Oh no... it's getting even fainter now...\She's really going to disappear. response:	Come, Yunoha.
context: Yunoha's aura is getting fainter.\But what can I possibly say?\Jin asked me...\He asked me to go with him.\If only I'd gone, Jin wouldn't...\Oh no... it's getting even fainter now...\She's really going to disappear.\Come, Yunoha. response:	Come with us.
context: But what can I possibly say?\Jin asked me...\He asked me to go with him.\If only I'd gone, Jin wouldn't...\Oh no... it's getting even fainter now...\She's really going to disappear.\Come, Yunoha.\Come with us. response:	I can't! I don't want to!
context: Jin asked me...\He asked me to go with him.\If only I'd gone, Jin wouldn't...\Oh no... it's getting even fainter now...\She's really going to disappear.\Come, Yunoha.\Come with us.\I can't! I don't want to! response:	I don't want to... to say goodbye to Jin!
context: He asked me to go with him.\If only I'd gone, Jin wouldn't...\Oh no... it's getting even fainter now...\She's really going to disappear.\Come, Yunoha.\Come with us.\I can't! I don't want to!\I don't want to... to say goodbye to Jin! response:	Then don't say goodbye.
context: If only I'd gone, Jin wouldn't...\Oh no... it's getting even fainter now...\She's really going to disappear.\Come, Yunoha.\Come with us.\I can't! I don't want to!\I don't want to... to say goodbye to Jin!\Then don't say goodbye. response:	I don't want to say goodbye to you, or to Jin either!
context: Oh no... it's getting even fainter now...\She's really going to disappear.\Come, Yunoha.\Come with us.\I can't! I don't want to!\I don't want to... to say goodbye to Jin!\Then don't say goodbye.\I don't want to say goodbye to you, or to Jin either! response:	I love you, Yunoha. You're a precious friend to me.
context: She's really going to disappear.\Come, Yunoha.\Come with us.\I can't! I don't want to!\I don't want to... to say goodbye to Jin!\Then don't say goodbye.\I don't want to say goodbye to you, or to Jin either!\I love you, Yunoha. You're a precious friend to me. response:	Please...
context: Come, Yunoha.\Come with us.\I can't! I don't want to!\I don't want to... to say goodbye to Jin!\Then don't say goodbye.\I don't want to say goodbye to you, or to Jin either!\I love you, Yunoha. You're a precious friend to me.\Please... response:	Jin...
context: Come with us.\I can't! I don't want to!\I don't want to... to say goodbye to Jin!\Then don't say goodbye.\I don't want to say goodbye to you, or to Jin either!\I love you, Yunoha. You're a precious friend to me.\Please...\Jin... response:	Mother, you're on Jin's world?
context: I can't! I don't want to!\I don't want to... to say goodbye to Jin!\Then don't say goodbye.\I don't want to say goodbye to you, or to Jin either!\I love you, Yunoha. You're a precious friend to me.\Please...\Jin...\Mother, you're on Jin's world? response:	At last.
context: I don't want to... to say goodbye to Jin!\Then don't say goodbye.\I don't want to say goodbye to you, or to Jin either!\I love you, Yunoha. You're a precious friend to me.\Please...\Jin...\Mother, you're on Jin's world?\At last. response:	At last the students are learning how grateful they should be to the place we put our lives on the line for,
context: Then don't say goodbye.\I don't want to say goodbye to you, or to Jin either!\I love you, Yunoha. You're a precious friend to me.\Please...\Jin...\Mother, you're on Jin's world?\At last.\At last the students are learning how grateful they should be to the place we put our lives on the line for, response:	and the classmates we've lost.
context: I don't want to say goodbye to you, or to Jin either!\I love you, Yunoha. You're a precious friend to me.\Please...\Jin...\Mother, you're on Jin's world?\At last.\At last the students are learning how grateful they should be to the place we put our lives on the line for,\and the classmates we've lost. response:	What the hell! We're talking about peoples' lives -
context: I love you, Yunoha. You're a precious friend to me.\Please...\Jin...\Mother, you're on Jin's world?\At last.\At last the students are learning how grateful they should be to the place we put our lives on the line for,\and the classmates we've lost.\What the hell! We're talking about peoples' lives - response:	I'm sorry.
