context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	Are you ready, Shinji?
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you ready, Shinji? response:	Yes.
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you ready, Shinji?\Yes. response:	Release the final safety lock!
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you ready, Shinji?\Yes.\Release the final safety lock! response:	Release the final safety lock!
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you ready, Shinji?\Yes.\Release the final safety lock!\Release the final safety lock! response:	Evangelion Unit 01, lift off!
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you ready, Shinji?\Yes.\Release the final safety lock!\Release the final safety lock!\Evangelion Unit 01, lift off! response:	Shinji, just concentrate on walking right now.
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you ready, Shinji?\Yes.\Release the final safety lock!\Release the final safety lock!\Evangelion Unit 01, lift off!\Shinji, just concentrate on walking right now. response:	Walk...
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Are you ready, Shinji?\Yes.\Release the final safety lock!\Release the final safety lock!\Evangelion Unit 01, lift off!\Shinji, just concentrate on walking right now.\Walk... response:	It walked!
context: Are you ready, Shinji?\Yes.\Release the final safety lock!\Release the final safety lock!\Evangelion Unit 01, lift off!\Shinji, just concentrate on walking right now.\Walk...\It walked! response:	Walk...
context: Yes.\Release the final safety lock!\Release the final safety lock!\Evangelion Unit 01, lift off!\Shinji, just concentrate on walking right now.\Walk...\It walked!\Walk... response:	Shinji, are you okay?
context: Release the final safety lock!\Release the final safety lock!\Evangelion Unit 01, lift off!\Shinji, just concentrate on walking right now.\Walk...\It walked!\Walk...\Shinji, are you okay? response:	Hurry! Get up!
context: Release the final safety lock!\Evangelion Unit 01, lift off!\Shinji, just concentrate on walking right now.\Walk...\It walked!\Walk...\Shinji, are you okay?\Hurry! Get up! response:	Shinji, calm down! That's not your arm!
context: Evangelion Unit 01, lift off!\Shinji, just concentrate on walking right now.\Walk...\It walked!\Walk...\Shinji, are you okay?\Hurry! Get up!\Shinji, calm down! That's not your arm! response:	What's going on with the Eva's defense system?
context: Shinji, just concentrate on walking right now.\Walk...\It walked!\Walk...\Shinji, are you okay?\Hurry! Get up!\Shinji, calm down! That's not your arm!\What's going on with the Eva's defense system? response:	The signal's not working!
context: Walk...\It walked!\Walk...\Shinji, are you okay?\Hurry! Get up!\Shinji, calm down! That's not your arm!\What's going on with the Eva's defense system?\The signal's not working! response:	The field's not unfolding!
context: It walked!\Walk...\Shinji, are you okay?\Hurry! Get up!\Shinji, calm down! That's not your arm!\What's going on with the Eva's defense system?\The signal's not working!\The field's not unfolding! response:	Have we failed?
context: Walk...\Shinji, are you okay?\Hurry! Get up!\Shinji, calm down! That's not your arm!\What's going on with the Eva's defense system?\The signal's not working!\The field's not unfolding!\Have we failed? response:	Left arm damaged!
context: Shinji, are you okay?\Hurry! Get up!\Shinji, calm down! That's not your arm!\What's going on with the Eva's defense system?\The signal's not working!\The field's not unfolding!\Have we failed?\Left arm damaged! response:	The circuits have snapped!
context: Hurry! Get up!\Shinji, calm down! That's not your arm!\What's going on with the Eva's defense system?\The signal's not working!\The field's not unfolding!\Have we failed?\Left arm damaged!\The circuits have snapped! response:	The circuits have snapped!
context: Shinji, calm down! That's not your arm!\What's going on with the Eva's defense system?\The signal's not working!\The field's not unfolding!\Have we failed?\Left arm damaged!\The circuits have snapped!\The circuits have snapped! response:	Shinji, dodge!
context: What's going on with the Eva's defense system?\The signal's not working!\The field's not unfolding!\Have we failed?\Left arm damaged!\The circuits have snapped!\The circuits have snapped!\Shinji, dodge! response:	There's a crack on the front of the brain case!
context: The signal's not working!\The field's not unfolding!\Have we failed?\Left arm damaged!\The circuits have snapped!\The circuits have snapped!\Shinji, dodge!\There's a crack on the front of the brain case! response:	The armor won't last much longer!
context: The field's not unfolding!\Have we failed?\Left arm damaged!\The circuits have snapped!\The circuits have snapped!\Shinji, dodge!\There's a crack on the front of the brain case!\The armor won't last much longer! response:	The head's been damaged! Extent of damage, unknown!
context: Have we failed?\Left arm damaged!\The circuits have snapped!\The circuits have snapped!\Shinji, dodge!\There's a crack on the front of the brain case!\The armor won't last much longer!\The head's been damaged! Extent of damage, unknown! response:	The control nerves are breaking off!
context: Left arm damaged!\The circuits have snapped!\The circuits have snapped!\Shinji, dodge!\There's a crack on the front of the brain case!\The armor won't last much longer!\The head's been damaged! Extent of damage, unknown!\The control nerves are breaking off! response:	We're not getting any readings on the pilot!
context: The circuits have snapped!\The circuits have snapped!\Shinji, dodge!\There's a crack on the front of the brain case!\The armor won't last much longer!\The head's been damaged! Extent of damage, unknown!\The control nerves are breaking off!\We're not getting any readings on the pilot! response:	Shinji!
context: The circuits have snapped!\Shinji, dodge!\There's a crack on the front of the brain case!\The armor won't last much longer!\The head's been damaged! Extent of damage, unknown!\The control nerves are breaking off!\We're not getting any readings on the pilot!\Shinji! response:	This ceiling is unfamiliar.
context: Shinji, dodge!\There's a crack on the front of the brain case!\The armor won't last much longer!\The head's been damaged! Extent of damage, unknown!\The control nerves are breaking off!\We're not getting any readings on the pilot!\Shinji!\This ceiling is unfamiliar. response:	So, the Angels have returned?
context: There's a crack on the front of the brain case!\The armor won't last much longer!\The head's been damaged! Extent of damage, unknown!\The control nerves are breaking off!\We're not getting any readings on the pilot!\Shinji!\This ceiling is unfamiliar.\So, the Angels have returned? response:	It's so sudden.
context: The armor won't last much longer!\The head's been damaged! Extent of damage, unknown!\The control nerves are breaking off!\We're not getting any readings on the pilot!\Shinji!\This ceiling is unfamiliar.\So, the Angels have returned?\It's so sudden. response:	It's the same as it was fifteen years ago.
context: The head's been damaged! Extent of damage, unknown!\The control nerves are breaking off!\We're not getting any readings on the pilot!\Shinji!\This ceiling is unfamiliar.\So, the Angels have returned?\It's so sudden.\It's the same as it was fifteen years ago. response:	A disaster comes as it will, without warning.
context: The control nerves are breaking off!\We're not getting any readings on the pilot!\Shinji!\This ceiling is unfamiliar.\So, the Angels have returned?\It's so sudden.\It's the same as it was fifteen years ago.\A disaster comes as it will, without warning. response:	On the positive side, our previous investments will not go to waste.
context: We're not getting any readings on the pilot!\Shinji!\This ceiling is unfamiliar.\So, the Angels have returned?\It's so sudden.\It's the same as it was fifteen years ago.\A disaster comes as it will, without warning.\On the positive side, our previous investments will not go to waste. response:	You can't be sure about that yet.
context: Shinji!\This ceiling is unfamiliar.\So, the Angels have returned?\It's so sudden.\It's the same as it was fifteen years ago.\A disaster comes as it will, without warning.\On the positive side, our previous investments will not go to waste.\You can't be sure about that yet. response:	If it doesn't pay off, it's a waste all the same.
context: This ceiling is unfamiliar.\So, the Angels have returned?\It's so sudden.\It's the same as it was fifteen years ago.\A disaster comes as it will, without warning.\On the positive side, our previous investments will not go to waste.\You can't be sure about that yet.\If it doesn't pay off, it's a waste all the same. response:	Correct. Now that the Angels have become common knowledge,
context: So, the Angels have returned?\It's so sudden.\It's the same as it was fifteen years ago.\A disaster comes as it will, without warning.\On the positive side, our previous investments will not go to waste.\You can't be sure about that yet.\If it doesn't pay off, it's a waste all the same.\Correct. Now that the Angels have become common knowledge, response:	we have to manipulate the information to avoid trouble.
context: It's so sudden.\It's the same as it was fifteen years ago.\A disaster comes as it will, without warning.\On the positive side, our previous investments will not go to waste.\You can't be sure about that yet.\If it doesn't pay off, it's a waste all the same.\Correct. Now that the Angels have become common knowledge,\we have to manipulate the information to avoid trouble. response:	NERV must take care of these matters quickly.
context: It's the same as it was fifteen years ago.\A disaster comes as it will, without warning.\On the positive side, our previous investments will not go to waste.\You can't be sure about that yet.\If it doesn't pay off, it's a waste all the same.\Correct. Now that the Angels have become common knowledge,\we have to manipulate the information to avoid trouble.\NERV must take care of these matters quickly. response:	It's already been taken care of. You may rest assure of that.
context: A disaster comes as it will, without warning.\On the positive side, our previous investments will not go to waste.\You can't be sure about that yet.\If it doesn't pay off, it's a waste all the same.\Correct. Now that the Angels have become common knowledge,\we have to manipulate the information to avoid trouble.\NERV must take care of these matters quickly.\It's already been taken care of. You may rest assure of that. response:	In regards to the declaration of the state of emergency,
context: On the positive side, our previous investments will not go to waste.\You can't be sure about that yet.\If it doesn't pay off, it's a waste all the same.\Correct. Now that the Angels have become common knowledge,\we have to manipulate the information to avoid trouble.\NERV must take care of these matters quickly.\It's already been taken care of. You may rest assure of that.\In regards to the declaration of the state of emergency, response:	government officials have announced...
context: You can't be sure about that yet.\If it doesn't pay off, it's a waste all the same.\Correct. Now that the Angels have become common knowledge,\we have to manipulate the information to avoid trouble.\NERV must take care of these matters quickly.\It's already been taken care of. You may rest assure of that.\In regards to the declaration of the state of emergency,\government officials have announced... response:	This incident was...
context: If it doesn't pay off, it's a waste all the same.\Correct. Now that the Angels have become common knowledge,\we have to manipulate the information to avoid trouble.\NERV must take care of these matters quickly.\It's already been taken care of. You may rest assure of that.\In regards to the declaration of the state of emergency,\government officials have announced...\This incident was... response:	UN forces in Japan...
context: Correct. Now that the Angels have become common knowledge,\we have to manipulate the information to avoid trouble.\NERV must take care of these matters quickly.\It's already been taken care of. You may rest assure of that.\In regards to the declaration of the state of emergency,\government officials have announced...\This incident was...\UN forces in Japan... response:	Public scenario B-22, as we thought. UN forces in Japan...
context: we have to manipulate the information to avoid trouble.\NERV must take care of these matters quickly.\It's already been taken care of. You may rest assure of that.\In regards to the declaration of the state of emergency,\government officials have announced...\This incident was...\UN forces in Japan...\Public scenario B-22, as we thought. UN forces in Japan... response:	So, we're hushing up the truth again? No, there's no threat of contamination from the center of the explosion.
context: NERV must take care of these matters quickly.\It's already been taken care of. You may rest assure of that.\In regards to the declaration of the state of emergency,\government officials have announced...\This incident was...\UN forces in Japan...\Public scenario B-22, as we thought. UN forces in Japan...\So, we're hushing up the truth again? No, there's no threat of contamination from the center of the explosion. response:	But at least our Public Relation people are thrilled. No, there's no threat of contamination from the center of the explosion.
context: It's already been taken care of. You may rest assure of that.\In regards to the declaration of the state of emergency,\government officials have announced...\This incident was...\UN forces in Japan...\Public scenario B-22, as we thought. UN forces in Japan...\So, we're hushing up the truth again? No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. No, there's no threat of contamination from the center of the explosion. response:	But at least our Public Relation people are thrilled. The only Angel samples collected were adhered to the Eva.
context: In regards to the declaration of the state of emergency,\government officials have announced...\This incident was...\UN forces in Japan...\Public scenario B-22, as we thought. UN forces in Japan...\So, we're hushing up the truth again? No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. The only Angel samples collected were adhered to the Eva. response:	Now that they've finally got something to do. The only Angel samples collected were adhered to the Eva.
context: government officials have announced...\This incident was...\UN forces in Japan...\Public scenario B-22, as we thought. UN forces in Japan...\So, we're hushing up the truth again? No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. The only Angel samples collected were adhered to the Eva.\Now that they've finally got something to do. The only Angel samples collected were adhered to the Eva. response:	We're being pretty casual about it. The only Angel samples collected were adhered to the Eva.
context: This incident was...\UN forces in Japan...\Public scenario B-22, as we thought. UN forces in Japan...\So, we're hushing up the truth again? No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. The only Angel samples collected were adhered to the Eva.\Now that they've finally got something to do. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. The only Angel samples collected were adhered to the Eva. response:	We're being pretty casual about it. Correct, as in the model simulation, approximately 99.9 of it evaporated.
context: UN forces in Japan...\Public scenario B-22, as we thought. UN forces in Japan...\So, we're hushing up the truth again? No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. The only Angel samples collected were adhered to the Eva.\Now that they've finally got something to do. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. Correct, as in the model simulation, approximately 99.9 of it evaporated. response:	I don't think so. I think we're all scared to death. Correct, as in the model simulation, approximately 99.9 of it evaporated.
context: Public scenario B-22, as we thought. UN forces in Japan...\So, we're hushing up the truth again? No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. The only Angel samples collected were adhered to the Eva.\Now that they've finally got something to do. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. Correct, as in the model simulation, approximately 99.9 of it evaporated.\I don't think so. I think we're all scared to death. Correct, as in the model simulation, approximately 99.9 of it evaporated. response:	Correct, as in the model simulation, approximately 99.9 of it evaporated.
context: So, we're hushing up the truth again? No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. The only Angel samples collected were adhered to the Eva.\Now that they've finally got something to do. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. Correct, as in the model simulation, approximately 99.9 of it evaporated.\I don't think so. I think we're all scared to death. Correct, as in the model simulation, approximately 99.9 of it evaporated.\Correct, as in the model simulation, approximately 99.9 of it evaporated. response:	Of course we are.
context: But at least our Public Relation people are thrilled. No, there's no threat of contamination from the center of the explosion.\But at least our Public Relation people are thrilled. The only Angel samples collected were adhered to the Eva.\Now that they've finally got something to do. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. Correct, as in the model simulation, approximately 99.9 of it evaporated.\I don't think so. I think we're all scared to death. Correct, as in the model simulation, approximately 99.9 of it evaporated.\Correct, as in the model simulation, approximately 99.9 of it evaporated.\Of course we are. response:	Well, we must acknowledge that.
context: But at least our Public Relation people are thrilled. The only Angel samples collected were adhered to the Eva.\Now that they've finally got something to do. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. Correct, as in the model simulation, approximately 99.9 of it evaporated.\I don't think so. I think we're all scared to death. Correct, as in the model simulation, approximately 99.9 of it evaporated.\Correct, as in the model simulation, approximately 99.9 of it evaporated.\Of course we are.\Well, we must acknowledge that. response:	Speaking of which, Mr. Ikari,
context: Now that they've finally got something to do. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. Correct, as in the model simulation, approximately 99.9 of it evaporated.\I don't think so. I think we're all scared to death. Correct, as in the model simulation, approximately 99.9 of it evaporated.\Correct, as in the model simulation, approximately 99.9 of it evaporated.\Of course we are.\Well, we must acknowledge that.\Speaking of which, Mr. Ikari, response:	isn't there a better way to utilize NERV and Eva?
context: We're being pretty casual about it. The only Angel samples collected were adhered to the Eva.\We're being pretty casual about it. Correct, as in the model simulation, approximately 99.9 of it evaporated.\I don't think so. I think we're all scared to death. Correct, as in the model simulation, approximately 99.9 of it evaporated.\Correct, as in the model simulation, approximately 99.9 of it evaporated.\Of course we are.\Well, we must acknowledge that.\Speaking of which, Mr. Ikari,\isn't there a better way to utilize NERV and Eva? response:	We're referring to the repair costs for Unit 01,
context: We're being pretty casual about it. Correct, as in the model simulation, approximately 99.9 of it evaporated.\I don't think so. I think we're all scared to death. Correct, as in the model simulation, approximately 99.9 of it evaporated.\Correct, as in the model simulation, approximately 99.9 of it evaporated.\Of course we are.\Well, we must acknowledge that.\Speaking of which, Mr. Ikari,\isn't there a better way to utilize NERV and Eva?\We're referring to the repair costs for Unit 01, response:	which when added to the costs for Unit 00,
context: I don't think so. I think we're all scared to death. Correct, as in the model simulation, approximately 99.9 of it evaporated.\Correct, as in the model simulation, approximately 99.9 of it evaporated.\Of course we are.\Well, we must acknowledge that.\Speaking of which, Mr. Ikari,\isn't there a better way to utilize NERV and Eva?\We're referring to the repair costs for Unit 01,\which when added to the costs for Unit 00, response:	are enough to bankrupt an entire country.
context: Correct, as in the model simulation, approximately 99.9 of it evaporated.\Of course we are.\Well, we must acknowledge that.\Speaking of which, Mr. Ikari,\isn't there a better way to utilize NERV and Eva?\We're referring to the repair costs for Unit 01,\which when added to the costs for Unit 00,\are enough to bankrupt an entire country. response:	We also understand that you gave that particular toy to your son, didn't you?
context: Of course we are.\Well, we must acknowledge that.\Speaking of which, Mr. Ikari,\isn't there a better way to utilize NERV and Eva?\We're referring to the repair costs for Unit 01,\which when added to the costs for Unit 00,\are enough to bankrupt an entire country.\We also understand that you gave that particular toy to your son, didn't you? response:	Manpower, time and money.
context: Well, we must acknowledge that.\Speaking of which, Mr. Ikari,\isn't there a better way to utilize NERV and Eva?\We're referring to the repair costs for Unit 01,\which when added to the costs for Unit 00,\are enough to bankrupt an entire country.\We also understand that you gave that particular toy to your son, didn't you?\Manpower, time and money. response:	How much more will be wasted by you and your family?
context: Speaking of which, Mr. Ikari,\isn't there a better way to utilize NERV and Eva?\We're referring to the repair costs for Unit 01,\which when added to the costs for Unit 00,\are enough to bankrupt an entire country.\We also understand that you gave that particular toy to your son, didn't you?\Manpower, time and money.\How much more will be wasted by you and your family? response:	And that is not your only responsibility.
context: isn't there a better way to utilize NERV and Eva?\We're referring to the repair costs for Unit 01,\which when added to the costs for Unit 00,\are enough to bankrupt an entire country.\We also understand that you gave that particular toy to your son, didn't you?\Manpower, time and money.\How much more will be wasted by you and your family?\And that is not your only responsibility. response:	The Human Enhancement Project,
context: We're referring to the repair costs for Unit 01,\which when added to the costs for Unit 00,\are enough to bankrupt an entire country.\We also understand that you gave that particular toy to your son, didn't you?\Manpower, time and money.\How much more will be wasted by you and your family?\And that is not your only responsibility.\The Human Enhancement Project, response:	that should be your top priority.
