context: Ange Kuroki. Age: 15. response:	AHSMB's Shadow
context: Excuse me...\Uh, Officer Ange?\Whoa!\S-sorry! I didn't mean to startle you.\N-no, I'm sorry!\I tend to get lost in my own world when I'm concentrating.\I-I know!\You were like that on the battlefield yesterday... response:	I'm sorry!
context: Uh, Officer Ange?\Whoa!\S-sorry! I didn't mean to startle you.\N-no, I'm sorry!\I tend to get lost in my own world when I'm concentrating.\I-I know!\You were like that on the battlefield yesterday...\I'm sorry! response:	I said a bunch of rude things back there.
context: Whoa!\S-sorry! I didn't mean to startle you.\N-no, I'm sorry!\I tend to get lost in my own world when I'm concentrating.\I-I know!\You were like that on the battlefield yesterday...\I'm sorry!\I said a bunch of rude things back there. response:	Uh, hey! Don't worry about it!
context: S-sorry! I didn't mean to startle you.\N-no, I'm sorry!\I tend to get lost in my own world when I'm concentrating.\I-I know!\You were like that on the battlefield yesterday...\I'm sorry!\I said a bunch of rude things back there.\Uh, hey! Don't worry about it! response:	I'm sorry!
context: N-no, I'm sorry!\I tend to get lost in my own world when I'm concentrating.\I-I know!\You were like that on the battlefield yesterday...\I'm sorry!\I said a bunch of rude things back there.\Uh, hey! Don't worry about it!\I'm sorry! response:	Say, Officer Ange?
context: I tend to get lost in my own world when I'm concentrating.\I-I know!\You were like that on the battlefield yesterday...\I'm sorry!\I said a bunch of rude things back there.\Uh, hey! Don't worry about it!\I'm sorry!\Say, Officer Ange? response:	Please quit calling me that!
context: I-I know!\You were like that on the battlefield yesterday...\I'm sorry!\I said a bunch of rude things back there.\Uh, hey! Don't worry about it!\I'm sorry!\Say, Officer Ange?\Please quit calling me that! response:	I'm younger than you...
context: You were like that on the battlefield yesterday...\I'm sorry!\I said a bunch of rude things back there.\Uh, hey! Don't worry about it!\I'm sorry!\Say, Officer Ange?\Please quit calling me that!\I'm younger than you... response:	Uh, th-then how about Officer Kuroki?
context: I'm sorry!\I said a bunch of rude things back there.\Uh, hey! Don't worry about it!\I'm sorry!\Say, Officer Ange?\Please quit calling me that!\I'm younger than you...\Uh, th-then how about Officer Kuroki? response:	No, not that either...
context: I said a bunch of rude things back there.\Uh, hey! Don't worry about it!\I'm sorry!\Say, Officer Ange?\Please quit calling me that!\I'm younger than you...\Uh, th-then how about Officer Kuroki?\No, not that either... response:	Then how about Angie?
context: Uh, hey! Don't worry about it!\I'm sorry!\Say, Officer Ange?\Please quit calling me that!\I'm younger than you...\Uh, th-then how about Officer Kuroki?\No, not that either...\Then how about Angie? response:	Don't you ever call me that!
context: I'm sorry!\Say, Officer Ange?\Please quit calling me that!\I'm younger than you...\Uh, th-then how about Officer Kuroki?\No, not that either...\Then how about Angie?\Don't you ever call me that! response:	Then what should I call you?!
context: Say, Officer Ange?\Please quit calling me that!\I'm younger than you...\Uh, th-then how about Officer Kuroki?\No, not that either...\Then how about Angie?\Don't you ever call me that!\Then what should I call you?! response:	By my name without any titles...
context: Please quit calling me that!\I'm younger than you...\Uh, th-then how about Officer Kuroki?\No, not that either...\Then how about Angie?\Don't you ever call me that!\Then what should I call you?!\By my name without any titles... response:	Y-you won't get upset?
context: I'm younger than you...\Uh, th-then how about Officer Kuroki?\No, not that either...\Then how about Angie?\Don't you ever call me that!\Then what should I call you?!\By my name without any titles...\Y-you won't get upset? response:	I'll be fine!
context: Uh, th-then how about Officer Kuroki?\No, not that either...\Then how about Angie?\Don't you ever call me that!\Then what should I call you?!\By my name without any titles...\Y-you won't get upset?\I'll be fine! response:	I think...
context: No, not that either...\Then how about Angie?\Don't you ever call me that!\Then what should I call you?!\By my name without any titles...\Y-you won't get upset?\I'll be fine!\I think... response:	Okay, Ange.
context: Then how about Angie?\Don't you ever call me that!\Then what should I call you?!\By my name without any titles...\Y-you won't get upset?\I'll be fine!\I think...\Okay, Ange. response:	Thanks!
context: Don't you ever call me that!\Then what should I call you?!\By my name without any titles...\Y-you won't get upset?\I'll be fine!\I think...\Okay, Ange.\Thanks! response:	Um, how may I help you?
context: Then what should I call you?!\By my name without any titles...\Y-you won't get upset?\I'll be fine!\I think...\Okay, Ange.\Thanks!\Um, how may I help you? response:	What was I doing here...?
context: By my name without any titles...\Y-you won't get upset?\I'll be fine!\I think...\Okay, Ange.\Thanks!\Um, how may I help you?\What was I doing here...? response:	No point in asking me!
context: Y-you won't get upset?\I'll be fine!\I think...\Okay, Ange.\Thanks!\Um, how may I help you?\What was I doing here...?\No point in asking me! response:	Oh, now I remember!
context: I'll be fine!\I think...\Okay, Ange.\Thanks!\Um, how may I help you?\What was I doing here...?\No point in asking me!\Oh, now I remember! response:	I came to invite you to train with us!
context: I think...\Okay, Ange.\Thanks!\Um, how may I help you?\What was I doing here...?\No point in asking me!\Oh, now I remember!\I came to invite you to train with us! response:	We have morning training!
context: Okay, Ange.\Thanks!\Um, how may I help you?\What was I doing here...?\No point in asking me!\Oh, now I remember!\I came to invite you to train with us!\We have morning training! response:	Training?
context: Thanks!\Um, how may I help you?\What was I doing here...?\No point in asking me!\Oh, now I remember!\I came to invite you to train with us!\We have morning training!\Training? response:	You want me to train with you?
context: Um, how may I help you?\What was I doing here...?\No point in asking me!\Oh, now I remember!\I came to invite you to train with us!\We have morning training!\Training?\You want me to train with you? response:	Uh, I guess you don't want to?
context: What was I doing here...?\No point in asking me!\Oh, now I remember!\I came to invite you to train with us!\We have morning training!\Training?\You want me to train with you?\Uh, I guess you don't want to? response:	Even at school, I always trained by myself.
context: No point in asking me!\Oh, now I remember!\I came to invite you to train with us!\We have morning training!\Training?\You want me to train with you?\Uh, I guess you don't want to?\Even at school, I always trained by myself. response:	And you're handling Black 6's maintenance alone?
context: Oh, now I remember!\I came to invite you to train with us!\We have morning training!\Training?\You want me to train with you?\Uh, I guess you don't want to?\Even at school, I always trained by myself.\And you're handling Black 6's maintenance alone? response:	Right. It's less stressful this way.
context: I came to invite you to train with us!\We have morning training!\Training?\You want me to train with you?\Uh, I guess you don't want to?\Even at school, I always trained by myself.\And you're handling Black 6's maintenance alone?\Right. It's less stressful this way. response:	Plus it helps me memorize the unit's frame.
context: We have morning training!\Training?\You want me to train with you?\Uh, I guess you don't want to?\Even at school, I always trained by myself.\And you're handling Black 6's maintenance alone?\Right. It's less stressful this way.\Plus it helps me memorize the unit's frame. response:	But we're a team, so we really should train together.
context: Training?\You want me to train with you?\Uh, I guess you don't want to?\Even at school, I always trained by myself.\And you're handling Black 6's maintenance alone?\Right. It's less stressful this way.\Plus it helps me memorize the unit's frame.\But we're a team, so we really should train together. response:	I will if it's an order!
context: You want me to train with you?\Uh, I guess you don't want to?\Even at school, I always trained by myself.\And you're handling Black 6's maintenance alone?\Right. It's less stressful this way.\Plus it helps me memorize the unit's frame.\But we're a team, so we really should train together.\I will if it's an order! response:	I-I've been meaning to ask you, Officer Ange.
context: Uh, I guess you don't want to?\Even at school, I always trained by myself.\And you're handling Black 6's maintenance alone?\Right. It's less stressful this way.\Plus it helps me memorize the unit's frame.\But we're a team, so we really should train together.\I will if it's an order!\I-I've been meaning to ask you, Officer Ange. response:	But, um, are you a guy or a-
context: Even at school, I always trained by myself.\And you're handling Black 6's maintenance alone?\Right. It's less stressful this way.\Plus it helps me memorize the unit's frame.\But we're a team, so we really should train together.\I will if it's an order!\I-I've been meaning to ask you, Officer Ange.\But, um, are you a guy or a- response:	I have to get changed, so please go on ahead!
context: And you're handling Black 6's maintenance alone?\Right. It's less stressful this way.\Plus it helps me memorize the unit's frame.\But we're a team, so we really should train together.\I will if it's an order!\I-I've been meaning to ask you, Officer Ange.\But, um, are you a guy or a-\I have to get changed, so please go on ahead! response:	So you never asked if Ange is a guy or a girl?
context: Right. It's less stressful this way.\Plus it helps me memorize the unit's frame.\But we're a team, so we really should train together.\I will if it's an order!\I-I've been meaning to ask you, Officer Ange.\But, um, are you a guy or a-\I have to get changed, so please go on ahead!\So you never asked if Ange is a guy or a girl? response:	Yeah... It's hard to work that into the conversation...
context: Plus it helps me memorize the unit's frame.\But we're a team, so we really should train together.\I will if it's an order!\I-I've been meaning to ask you, Officer Ange.\But, um, are you a guy or a-\I have to get changed, so please go on ahead!\So you never asked if Ange is a guy or a girl?\Yeah... It's hard to work that into the conversation... response:	I'm afraid I'll accidentally step
context: But we're a team, so we really should train together.\I will if it's an order!\I-I've been meaning to ask you, Officer Ange.\But, um, are you a guy or a-\I have to get changed, so please go on ahead!\So you never asked if Ange is a guy or a girl?\Yeah... It's hard to work that into the conversation...\I'm afraid I'll accidentally step response:	on a landmine and set him off like yesterday.
context: I will if it's an order!\I-I've been meaning to ask you, Officer Ange.\But, um, are you a guy or a-\I have to get changed, so please go on ahead!\So you never asked if Ange is a guy or a girl?\Yeah... It's hard to work that into the conversation...\I'm afraid I'll accidentally step\on a landmine and set him off like yesterday. response:	Haven't you been through something like that once before?
context: I-I've been meaning to ask you, Officer Ange.\But, um, are you a guy or a-\I have to get changed, so please go on ahead!\So you never asked if Ange is a guy or a girl?\Yeah... It's hard to work that into the conversation...\I'm afraid I'll accidentally step\on a landmine and set him off like yesterday.\Haven't you been through something like that once before? response:	Do you have any good ideas or suggestions?
context: But, um, are you a guy or a-\I have to get changed, so please go on ahead!\So you never asked if Ange is a guy or a girl?\Yeah... It's hard to work that into the conversation...\I'm afraid I'll accidentally step\on a landmine and set him off like yesterday.\Haven't you been through something like that once before?\Do you have any good ideas or suggestions? response:	Don't look at me...
context: I have to get changed, so please go on ahead!\So you never asked if Ange is a guy or a girl?\Yeah... It's hard to work that into the conversation...\I'm afraid I'll accidentally step\on a landmine and set him off like yesterday.\Haven't you been through something like that once before?\Do you have any good ideas or suggestions?\Don't look at me... response:	Isn't Ange a funny, vivacious girl?
context: So you never asked if Ange is a guy or a girl?\Yeah... It's hard to work that into the conversation...\I'm afraid I'll accidentally step\on a landmine and set him off like yesterday.\Haven't you been through something like that once before?\Do you have any good ideas or suggestions?\Don't look at me...\Isn't Ange a funny, vivacious girl? response:	I'm dying to become friends with her so I can
context: Yeah... It's hard to work that into the conversation...\I'm afraid I'll accidentally step\on a landmine and set him off like yesterday.\Haven't you been through something like that once before?\Do you have any good ideas or suggestions?\Don't look at me...\Isn't Ange a funny, vivacious girl?\I'm dying to become friends with her so I can response:	go to her room and have sleepovers!
context: I'm afraid I'll accidentally step\on a landmine and set him off like yesterday.\Haven't you been through something like that once before?\Do you have any good ideas or suggestions?\Don't look at me...\Isn't Ange a funny, vivacious girl?\I'm dying to become friends with her so I can\go to her room and have sleepovers! response:	Only if Ange is a girl, right?
context: on a landmine and set him off like yesterday.\Haven't you been through something like that once before?\Do you have any good ideas or suggestions?\Don't look at me...\Isn't Ange a funny, vivacious girl?\I'm dying to become friends with her so I can\go to her room and have sleepovers!\Only if Ange is a girl, right? response:	Didn't you call her a hot guy just yesterday?
context: Haven't you been through something like that once before?\Do you have any good ideas or suggestions?\Don't look at me...\Isn't Ange a funny, vivacious girl?\I'm dying to become friends with her so I can\go to her room and have sleepovers!\Only if Ange is a girl, right?\Didn't you call her a hot guy just yesterday? response:	I did?
context: Do you have any good ideas or suggestions?\Don't look at me...\Isn't Ange a funny, vivacious girl?\I'm dying to become friends with her so I can\go to her room and have sleepovers!\Only if Ange is a girl, right?\Didn't you call her a hot guy just yesterday?\I did? response:	So I was thinking, why don't we show him
context: Don't look at me...\Isn't Ange a funny, vivacious girl?\I'm dying to become friends with her so I can\go to her room and have sleepovers!\Only if Ange is a girl, right?\Didn't you call her a hot guy just yesterday?\I did?\So I was thinking, why don't we show him response:	that video Randy gave us a while back?
context: Isn't Ange a funny, vivacious girl?\I'm dying to become friends with her so I can\go to her room and have sleepovers!\Only if Ange is a girl, right?\Didn't you call her a hot guy just yesterday?\I did?\So I was thinking, why don't we show him\that video Randy gave us a while back? response:	Good idea!
context: I'm dying to become friends with her so I can\go to her room and have sleepovers!\Only if Ange is a girl, right?\Didn't you call her a hot guy just yesterday?\I did?\So I was thinking, why don't we show him\that video Randy gave us a while back?\Good idea! response:	We could figure out Ange's gender based on his reaction.
context: go to her room and have sleepovers!\Only if Ange is a girl, right?\Didn't you call her a hot guy just yesterday?\I did?\So I was thinking, why don't we show him\that video Randy gave us a while back?\Good idea!\We could figure out Ange's gender based on his reaction. response:	Yep! I think it's pretty normal
context: Only if Ange is a girl, right?\Didn't you call her a hot guy just yesterday?\I did?\So I was thinking, why don't we show him\that video Randy gave us a while back?\Good idea!\We could figure out Ange's gender based on his reaction.\Yep! I think it's pretty normal response:	for guys our age to be interested in sex.
context: Didn't you call her a hot guy just yesterday?\I did?\So I was thinking, why don't we show him\that video Randy gave us a while back?\Good idea!\We could figure out Ange's gender based on his reaction.\Yep! I think it's pretty normal\for guys our age to be interested in sex. response:	How could you say that with a straight face?
context: I did?\So I was thinking, why don't we show him\that video Randy gave us a while back?\Good idea!\We could figure out Ange's gender based on his reaction.\Yep! I think it's pretty normal\for guys our age to be interested in sex.\How could you say that with a straight face? response:	If we're going through with this,
context: So I was thinking, why don't we show him\that video Randy gave us a while back?\Good idea!\We could figure out Ange's gender based on his reaction.\Yep! I think it's pretty normal\for guys our age to be interested in sex.\How could you say that with a straight face?\If we're going through with this, response:	let's borrow something more inten-
context: that video Randy gave us a while back?\Good idea!\We could figure out Ange's gender based on his reaction.\Yep! I think it's pretty normal\for guys our age to be interested in sex.\How could you say that with a straight face?\If we're going through with this,\let's borrow something more inten- response:	Scum balls!
context: Good idea!\We could figure out Ange's gender based on his reaction.\Yep! I think it's pretty normal\for guys our age to be interested in sex.\How could you say that with a straight face?\If we're going through with this,\let's borrow something more inten-\Scum balls! response:	I forgot how good her hearing was...
context: We could figure out Ange's gender based on his reaction.\Yep! I think it's pretty normal\for guys our age to be interested in sex.\How could you say that with a straight face?\If we're going through with this,\let's borrow something more inten-\Scum balls!\I forgot how good her hearing was... response:	Sorry!
context: Yep! I think it's pretty normal\for guys our age to be interested in sex.\How could you say that with a straight face?\If we're going through with this,\let's borrow something more inten-\Scum balls!\I forgot how good her hearing was...\Sorry! response:	I didn't mean to take so long.
context: for guys our age to be interested in sex.\How could you say that with a straight face?\If we're going through with this,\let's borrow something more inten-\Scum balls!\I forgot how good her hearing was...\Sorry!\I didn't mean to take so long. response:	Ange!
context: How could you say that with a straight face?\If we're going through with this,\let's borrow something more inten-\Scum balls!\I forgot how good her hearing was...\Sorry!\I didn't mean to take so long.\Ange! response:	I still can't tell if Ange is a guy or a girl...
context: If we're going through with this,\let's borrow something more inten-\Scum balls!\I forgot how good her hearing was...\Sorry!\I didn't mean to take so long.\Ange!\I still can't tell if Ange is a guy or a girl... response:	Well, this is our chance to show off and shine!
context: let's borrow something more inten-\Scum balls!\I forgot how good her hearing was...\Sorry!\I didn't mean to take so long.\Ange!\I still can't tell if Ange is a guy or a girl...\Well, this is our chance to show off and shine! response:	What's the matter? We've only run 10km.
context: Scum balls!\I forgot how good her hearing was...\Sorry!\I didn't mean to take so long.\Ange!\I still can't tell if Ange is a guy or a girl...\Well, this is our chance to show off and shine!\What's the matter? We've only run 10km. response:	But we've got 3G pressing down on us!
context: I forgot how good her hearing was...\Sorry!\I didn't mean to take so long.\Ange!\I still can't tell if Ange is a guy or a girl...\Well, this is our chance to show off and shine!\What's the matter? We've only run 10km.\But we've got 3G pressing down on us! response:	What are your heart and lungs made out of?!
context: Sorry!\I didn't mean to take so long.\Ange!\I still can't tell if Ange is a guy or a girl...\Well, this is our chance to show off and shine!\What's the matter? We've only run 10km.\But we've got 3G pressing down on us!\What are your heart and lungs made out of?! response:	Hang in there, Ange!
context: I didn't mean to take so long.\Ange!\I still can't tell if Ange is a guy or a girl...\Well, this is our chance to show off and shine!\What's the matter? We've only run 10km.\But we've got 3G pressing down on us!\What are your heart and lungs made out of?!\Hang in there, Ange! response:	Asagi is really good at this, so don't let your guard down.
context: Ange!\I still can't tell if Ange is a guy or a girl...\Well, this is our chance to show off and shine!\What's the matter? We've only run 10km.\But we've got 3G pressing down on us!\What are your heart and lungs made out of?!\Hang in there, Ange!\Asagi is really good at this, so don't let your guard down. response:	Right! I'll do my best.
context: I still can't tell if Ange is a guy or a girl...\Well, this is our chance to show off and shine!\What's the matter? We've only run 10km.\But we've got 3G pressing down on us!\What are your heart and lungs made out of?!\Hang in there, Ange!\Asagi is really good at this, so don't let your guard down.\Right! I'll do my best. response:	Okay! Ready, go!
context: Well, this is our chance to show off and shine!\What's the matter? We've only run 10km.\But we've got 3G pressing down on us!\What are your heart and lungs made out of?!\Hang in there, Ange!\Asagi is really good at this, so don't let your guard down.\Right! I'll do my best.\Okay! Ready, go! response:	First I need to set up my formation.
context: What's the matter? We've only run 10km.\But we've got 3G pressing down on us!\What are your heart and lungs made out of?!\Hang in there, Ange!\Asagi is really good at this, so don't let your guard down.\Right! I'll do my best.\Okay! Ready, go!\First I need to set up my formation. response:	Game over!
context: But we've got 3G pressing down on us!\What are your heart and lungs made out of?!\Hang in there, Ange!\Asagi is really good at this, so don't let your guard down.\Right! I'll do my best.\Okay! Ready, go!\First I need to set up my formation.\Game over! response:	Ange wins!
context: What are your heart and lungs made out of?!\Hang in there, Ange!\Asagi is really good at this, so don't let your guard down.\Right! I'll do my best.\Okay! Ready, go!\First I need to set up my formation.\Game over!\Ange wins! response:	I don't believe it!
context: Hang in there, Ange!\Asagi is really good at this, so don't let your guard down.\Right! I'll do my best.\Okay! Ready, go!\First I need to set up my formation.\Game over!\Ange wins!\I don't believe it! response:	She actually beat Asagi in a simulation.
context: Asagi is really good at this, so don't let your guard down.\Right! I'll do my best.\Okay! Ready, go!\First I need to set up my formation.\Game over!\Ange wins!\I don't believe it!\She actually beat Asagi in a simulation. response:	She concentrated her fire, broke through his central forces,
context: Right! I'll do my best.\Okay! Ready, go!\First I need to set up my formation.\Game over!\Ange wins!\I don't believe it!\She actually beat Asagi in a simulation.\She concentrated her fire, broke through his central forces, response:	attacked from behind and annihilated the surrounding forces.
context: Okay! Ready, go!\First I need to set up my formation.\Game over!\Ange wins!\I don't believe it!\She actually beat Asagi in a simulation.\She concentrated her fire, broke through his central forces,\attacked from behind and annihilated the surrounding forces. response:	The speed of the maneuver determined its success.
context: First I need to set up my formation.\Game over!\Ange wins!\I don't believe it!\She actually beat Asagi in a simulation.\She concentrated her fire, broke through his central forces,\attacked from behind and annihilated the surrounding forces.\The speed of the maneuver determined its success. response:	Sorry! I got caught in the heat of the battle.
context: Game over!\Ange wins!\I don't believe it!\She actually beat Asagi in a simulation.\She concentrated her fire, broke through his central forces,\attacked from behind and annihilated the surrounding forces.\The speed of the maneuver determined its success.\Sorry! I got caught in the heat of the battle. response:	I accidentally went all out.
context: Ange wins!\I don't believe it!\She actually beat Asagi in a simulation.\She concentrated her fire, broke through his central forces,\attacked from behind and annihilated the surrounding forces.\The speed of the maneuver determined its success.\Sorry! I got caught in the heat of the battle.\I accidentally went all out. response:	Ow, ow, ow, ow...
context: I don't believe it!\She actually beat Asagi in a simulation.\She concentrated her fire, broke through his central forces,\attacked from behind and annihilated the surrounding forces.\The speed of the maneuver determined its success.\Sorry! I got caught in the heat of the battle.\I accidentally went all out.\Ow, ow, ow, ow... response:	This is my current baby!
context: She actually beat Asagi in a simulation.\She concentrated her fire, broke through his central forces,\attacked from behind and annihilated the surrounding forces.\The speed of the maneuver determined its success.\Sorry! I got caught in the heat of the battle.\I accidentally went all out.\Ow, ow, ow, ow...\This is my current baby! response:	It's the Scissorhands 16401,
context: She concentrated her fire, broke through his central forces,\attacked from behind and annihilated the surrounding forces.\The speed of the maneuver determined its success.\Sorry! I got caught in the heat of the battle.\I accidentally went all out.\Ow, ow, ow, ow...\This is my current baby!\It's the Scissorhands 16401, response:	a prototype made by the GDF's Development Team!
context: attacked from behind and annihilated the surrounding forces.\The speed of the maneuver determined its success.\Sorry! I got caught in the heat of the battle.\I accidentally went all out.\Ow, ow, ow, ow...\This is my current baby!\It's the Scissorhands 16401,\a prototype made by the GDF's Development Team! response:	They equipped it with a totally new energy unit type that has beautiful
context: The speed of the maneuver determined its success.\Sorry! I got caught in the heat of the battle.\I accidentally went all out.\Ow, ow, ow, ow...\This is my current baby!\It's the Scissorhands 16401,\a prototype made by the GDF's Development Team!\They equipped it with a totally new energy unit type that has beautiful response:	mechanical functionality that prioritizes practicality.
context: Sorry! I got caught in the heat of the battle.\I accidentally went all out.\Ow, ow, ow, ow...\This is my current baby!\It's the Scissorhands 16401,\a prototype made by the GDF's Development Team!\They equipped it with a totally new energy unit type that has beautiful\mechanical functionality that prioritizes practicality. response:	As you can see, that gave it a fresh new design!
context: I accidentally went all out.\Ow, ow, ow, ow...\This is my current baby!\It's the Scissorhands 16401,\a prototype made by the GDF's Development Team!\They equipped it with a totally new energy unit type that has beautiful\mechanical functionality that prioritizes practicality.\As you can see, that gave it a fresh new design! response:	And it applies the same idea behind how the AHSMB work!
context: Ow, ow, ow, ow...\This is my current baby!\It's the Scissorhands 16401,\a prototype made by the GDF's Development Team!\They equipped it with a totally new energy unit type that has beautiful\mechanical functionality that prioritizes practicality.\As you can see, that gave it a fresh new design!\And it applies the same idea behind how the AHSMB work! response:	Just like my Gold 4, you can attach
context: This is my current baby!\It's the Scissorhands 16401,\a prototype made by the GDF's Development Team!\They equipped it with a totally new energy unit type that has beautiful\mechanical functionality that prioritizes practicality.\As you can see, that gave it a fresh new design!\And it applies the same idea behind how the AHSMB work!\Just like my Gold 4, you can attach response:	a bunch of stuff to this hottie's core block.
context: It's the Scissorhands 16401,\a prototype made by the GDF's Development Team!\They equipped it with a totally new energy unit type that has beautiful\mechanical functionality that prioritizes practicality.\As you can see, that gave it a fresh new design!\And it applies the same idea behind how the AHSMB work!\Just like my Gold 4, you can attach\a bunch of stuff to this hottie's core block. response:	Naturally, you can use it as a sniper rifle or as an assault rifle.
context: a prototype made by the GDF's Development Team!\They equipped it with a totally new energy unit type that has beautiful\mechanical functionality that prioritizes practicality.\As you can see, that gave it a fresh new design!\And it applies the same idea behind how the AHSMB work!\Just like my Gold 4, you can attach\a bunch of stuff to this hottie's core block.\Naturally, you can use it as a sniper rifle or as an assault rifle. response:	It also functions as a missile launcher, a laser gun,
context: They equipped it with a totally new energy unit type that has beautiful\mechanical functionality that prioritizes practicality.\As you can see, that gave it a fresh new design!\And it applies the same idea behind how the AHSMB work!\Just like my Gold 4, you can attach\a bunch of stuff to this hottie's core block.\Naturally, you can use it as a sniper rifle or as an assault rifle.\It also functions as a missile launcher, a laser gun, response:	a taser grenade launcher, a phonon maser and a high-performance air rifle!
context: mechanical functionality that prioritizes practicality.\As you can see, that gave it a fresh new design!\And it applies the same idea behind how the AHSMB work!\Just like my Gold 4, you can attach\a bunch of stuff to this hottie's core block.\Naturally, you can use it as a sniper rifle or as an assault rifle.\It also functions as a missile launcher, a laser gun,\a taser grenade launcher, a phonon maser and a high-performance air rifle! response:	It kills me when I think
context: As you can see, that gave it a fresh new design!\And it applies the same idea behind how the AHSMB work!\Just like my Gold 4, you can attach\a bunch of stuff to this hottie's core block.\Naturally, you can use it as a sniper rifle or as an assault rifle.\It also functions as a missile launcher, a laser gun,\a taser grenade launcher, a phonon maser and a high-performance air rifle!\It kills me when I think response:	about how I coulda shined if I had this puppy with me
