context: hajimete no kimochi my first feelings response:	shonbori no mune ni upon my downhearted chest
context: kowareru omoiwa these trembling feelings are\maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe response:	Lingering winter
context: maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Lingering winter response:	We celebrated the new year, then January passed and it became February.
context: sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Lingering winter\We celebrated the new year, then January passed and it became February. response:	The world keeps moving on so fast that I can't believe I left my house only a month and a half ago.
context: soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Lingering winter\We celebrated the new year, then January passed and it became February.\The world keeps moving on so fast that I can't believe I left my house only a month and a half ago. response:	During that time, I tried to concentrate only on my work.
context: tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Lingering winter\We celebrated the new year, then January passed and it became February.\The world keeps moving on so fast that I can't believe I left my house only a month and a half ago.\During that time, I tried to concentrate only on my work. response:	The most popular is probably Italian.
context: bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Lingering winter\We celebrated the new year, then January passed and it became February.\The world keeps moving on so fast that I can't believe I left my house only a month and a half ago.\During that time, I tried to concentrate only on my work.\The most popular is probably Italian. response:	For Chinese food, the turntable...
context: kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Lingering winter\We celebrated the new year, then January passed and it became February.\The world keeps moving on so fast that I can't believe I left my house only a month and a half ago.\During that time, I tried to concentrate only on my work.\The most popular is probably Italian.\For Chinese food, the turntable... response:	In reality, work was the only thing I had.
context: ikiga tomarisou desu I can't breathe\Lingering winter\We celebrated the new year, then January passed and it became February.\The world keeps moving on so fast that I can't believe I left my house only a month and a half ago.\During that time, I tried to concentrate only on my work.\The most popular is probably Italian.\For Chinese food, the turntable...\In reality, work was the only thing I had. response:	In order not to think of unnecessary things...
context: Lingering winter\We celebrated the new year, then January passed and it became February.\The world keeps moving on so fast that I can't believe I left my house only a month and a half ago.\During that time, I tried to concentrate only on my work.\The most popular is probably Italian.\For Chinese food, the turntable...\In reality, work was the only thing I had.\In order not to think of unnecessary things... response:	But...
context: We celebrated the new year, then January passed and it became February.\The world keeps moving on so fast that I can't believe I left my house only a month and a half ago.\During that time, I tried to concentrate only on my work.\The most popular is probably Italian.\For Chinese food, the turntable...\In reality, work was the only thing I had.\In order not to think of unnecessary things...\But... response:	Hello!
context: The world keeps moving on so fast that I can't believe I left my house only a month and a half ago.\During that time, I tried to concentrate only on my work.\The most popular is probably Italian.\For Chinese food, the turntable...\In reality, work was the only thing I had.\In order not to think of unnecessary things...\But...\Hello! response:	Hi, we've been waiting for you.
context: During that time, I tried to concentrate only on my work.\The most popular is probably Italian.\For Chinese food, the turntable...\In reality, work was the only thing I had.\In order not to think of unnecessary things...\But...\Hello!\Hi, we've been waiting for you. response:	I'm sorry I was late.
context: The most popular is probably Italian.\For Chinese food, the turntable...\In reality, work was the only thing I had.\In order not to think of unnecessary things...\But...\Hello!\Hi, we've been waiting for you.\I'm sorry I was late. response:	Not at all.
context: For Chinese food, the turntable...\In reality, work was the only thing I had.\In order not to think of unnecessary things...\But...\Hello!\Hi, we've been waiting for you.\I'm sorry I was late.\Not at all. response:	It wasn't something so easily done.
context: In reality, work was the only thing I had.\In order not to think of unnecessary things...\But...\Hello!\Hi, we've been waiting for you.\I'm sorry I was late.\Not at all.\It wasn't something so easily done. response:	Hey.
context: In order not to think of unnecessary things...\But...\Hello!\Hi, we've been waiting for you.\I'm sorry I was late.\Not at all.\It wasn't something so easily done.\Hey. response:	I'll lend you taxi money, so...
context: But...\Hello!\Hi, we've been waiting for you.\I'm sorry I was late.\Not at all.\It wasn't something so easily done.\Hey.\I'll lend you taxi money, so... response:	Koshiro-san, it's cold.
context: Hello!\Hi, we've been waiting for you.\I'm sorry I was late.\Not at all.\It wasn't something so easily done.\Hey.\I'll lend you taxi money, so...\Koshiro-san, it's cold. response:	But in the end, what I think about at the end of the day is...
context: Hi, we've been waiting for you.\I'm sorry I was late.\Not at all.\It wasn't something so easily done.\Hey.\I'll lend you taxi money, so...\Koshiro-san, it's cold.\But in the end, what I think about at the end of the day is... response:	Brother, how are you?
context: I'm sorry I was late.\Not at all.\It wasn't something so easily done.\Hey.\I'll lend you taxi money, so...\Koshiro-san, it's cold.\But in the end, what I think about at the end of the day is...\Brother, how are you? response:	Good morning!
context: Not at all.\It wasn't something so easily done.\Hey.\I'll lend you taxi money, so...\Koshiro-san, it's cold.\But in the end, what I think about at the end of the day is...\Brother, how are you?\Good morning! response:	Are you eating properly?
context: It wasn't something so easily done.\Hey.\I'll lend you taxi money, so...\Koshiro-san, it's cold.\But in the end, what I think about at the end of the day is...\Brother, how are you?\Good morning!\Are you eating properly? response:	Have you been healthy?
context: Hey.\I'll lend you taxi money, so...\Koshiro-san, it's cold.\But in the end, what I think about at the end of the day is...\Brother, how are you?\Good morning!\Are you eating properly?\Have you been healthy? response:	I've thought about my feelings, your feelings, and many things since then.
context: I'll lend you taxi money, so...\Koshiro-san, it's cold.\But in the end, what I think about at the end of the day is...\Brother, how are you?\Good morning!\Are you eating properly?\Have you been healthy?\I've thought about my feelings, your feelings, and many things since then. response:	Another day that has nothing to do with me is coming again.
context: Koshiro-san, it's cold.\But in the end, what I think about at the end of the day is...\Brother, how are you?\Good morning!\Are you eating properly?\Have you been healthy?\I've thought about my feelings, your feelings, and many things since then.\Another day that has nothing to do with me is coming again. response:	You don't have a true love, do you, Nanoka?
context: But in the end, what I think about at the end of the day is...\Brother, how are you?\Good morning!\Are you eating properly?\Have you been healthy?\I've thought about my feelings, your feelings, and many things since then.\Another day that has nothing to do with me is coming again.\You don't have a true love, do you, Nanoka? response:	Right?
context: Brother, how are you?\Good morning!\Are you eating properly?\Have you been healthy?\I've thought about my feelings, your feelings, and many things since then.\Another day that has nothing to do with me is coming again.\You don't have a true love, do you, Nanoka?\Right? response:	Hey Nanoka.
context: Good morning!\Are you eating properly?\Have you been healthy?\I've thought about my feelings, your feelings, and many things since then.\Another day that has nothing to do with me is coming again.\You don't have a true love, do you, Nanoka?\Right?\Hey Nanoka. response:	What are you worried about?
context: Are you eating properly?\Have you been healthy?\I've thought about my feelings, your feelings, and many things since then.\Another day that has nothing to do with me is coming again.\You don't have a true love, do you, Nanoka?\Right?\Hey Nanoka.\What are you worried about? response:	You haven't been looking too well recently.
context: Have you been healthy?\I've thought about my feelings, your feelings, and many things since then.\Another day that has nothing to do with me is coming again.\You don't have a true love, do you, Nanoka?\Right?\Hey Nanoka.\What are you worried about?\You haven't been looking too well recently. response:	Last time you said you'd sleep over, but you suddenly went home.
context: I've thought about my feelings, your feelings, and many things since then.\Another day that has nothing to do with me is coming again.\You don't have a true love, do you, Nanoka?\Right?\Hey Nanoka.\What are you worried about?\You haven't been looking too well recently.\Last time you said you'd sleep over, but you suddenly went home. response:	Something seems wrong.
context: Another day that has nothing to do with me is coming again.\You don't have a true love, do you, Nanoka?\Right?\Hey Nanoka.\What are you worried about?\You haven't been looking too well recently.\Last time you said you'd sleep over, but you suddenly went home.\Something seems wrong. response:	What is it?
context: You don't have a true love, do you, Nanoka?\Right?\Hey Nanoka.\What are you worried about?\You haven't been looking too well recently.\Last time you said you'd sleep over, but you suddenly went home.\Something seems wrong.\What is it? response:	Did something happen?
context: Right?\Hey Nanoka.\What are you worried about?\You haven't been looking too well recently.\Last time you said you'd sleep over, but you suddenly went home.\Something seems wrong.\What is it?\Did something happen? response:	Nothing happened.
context: Hey Nanoka.\What are you worried about?\You haven't been looking too well recently.\Last time you said you'd sleep over, but you suddenly went home.\Something seems wrong.\What is it?\Did something happen?\Nothing happened. response:	Don't worry.
context: What are you worried about?\You haven't been looking too well recently.\Last time you said you'd sleep over, but you suddenly went home.\Something seems wrong.\What is it?\Did something happen?\Nothing happened.\Don't worry. response:	You don't have to hide it!
context: You haven't been looking too well recently.\Last time you said you'd sleep over, but you suddenly went home.\Something seems wrong.\What is it?\Did something happen?\Nothing happened.\Don't worry.\You don't have to hide it! response:	If there's something making you suffer or troubling you,
context: Last time you said you'd sleep over, but you suddenly went home.\Something seems wrong.\What is it?\Did something happen?\Nothing happened.\Don't worry.\You don't have to hide it!\If there's something making you suffer or troubling you, response:	you know you can tell me anything!
context: Something seems wrong.\What is it?\Did something happen?\Nothing happened.\Don't worry.\You don't have to hide it!\If there's something making you suffer or troubling you,\you know you can tell me anything! response:	If there's anything I can do, I'll help you!
context: What is it?\Did something happen?\Nothing happened.\Don't worry.\You don't have to hide it!\If there's something making you suffer or troubling you,\you know you can tell me anything!\If there's anything I can do, I'll help you! response:	I don't think you'd understand, Futaba-chan.
context: Did something happen?\Nothing happened.\Don't worry.\You don't have to hide it!\If there's something making you suffer or troubling you,\you know you can tell me anything!\If there's anything I can do, I'll help you!\I don't think you'd understand, Futaba-chan. response:	Probably...
context: Nothing happened.\Don't worry.\You don't have to hide it!\If there's something making you suffer or troubling you,\you know you can tell me anything!\If there's anything I can do, I'll help you!\I don't think you'd understand, Futaba-chan.\Probably... response:	I'm sorry.
context: Don't worry.\You don't have to hide it!\If there's something making you suffer or troubling you,\you know you can tell me anything!\If there's anything I can do, I'll help you!\I don't think you'd understand, Futaba-chan.\Probably...\I'm sorry. response:	What's that?
context: You don't have to hide it!\If there's something making you suffer or troubling you,\you know you can tell me anything!\If there's anything I can do, I'll help you!\I don't think you'd understand, Futaba-chan.\Probably...\I'm sorry.\What's that? response:	You won't tell me anything, so how am I supposed to understand?
context: If there's something making you suffer or troubling you,\you know you can tell me anything!\If there's anything I can do, I'll help you!\I don't think you'd understand, Futaba-chan.\Probably...\I'm sorry.\What's that?\You won't tell me anything, so how am I supposed to understand? response:	But even if I think about it by myself,
context: you know you can tell me anything!\If there's anything I can do, I'll help you!\I don't think you'd understand, Futaba-chan.\Probably...\I'm sorry.\What's that?\You won't tell me anything, so how am I supposed to understand?\But even if I think about it by myself, response:	I'm not able to find an answer.
context: If there's anything I can do, I'll help you!\I don't think you'd understand, Futaba-chan.\Probably...\I'm sorry.\What's that?\You won't tell me anything, so how am I supposed to understand?\But even if I think about it by myself,\I'm not able to find an answer. response:	Please take care of me tonight too.
context: I don't think you'd understand, Futaba-chan.\Probably...\I'm sorry.\What's that?\You won't tell me anything, so how am I supposed to understand?\But even if I think about it by myself,\I'm not able to find an answer.\Please take care of me tonight too. response:	You know...
context: Probably...\I'm sorry.\What's that?\You won't tell me anything, so how am I supposed to understand?\But even if I think about it by myself,\I'm not able to find an answer.\Please take care of me tonight too.\You know... response:	I don't mind you staying over, but what are you going to do about a change of clothes and stuff?
context: I'm sorry.\What's that?\You won't tell me anything, so how am I supposed to understand?\But even if I think about it by myself,\I'm not able to find an answer.\Please take care of me tonight too.\You know...\I don't mind you staying over, but what are you going to do about a change of clothes and stuff? response:	I'll go home first and get them.
context: What's that?\You won't tell me anything, so how am I supposed to understand?\But even if I think about it by myself,\I'm not able to find an answer.\Please take care of me tonight too.\You know...\I don't mind you staying over, but what are you going to do about a change of clothes and stuff?\I'll go home first and get them. response:	Then why don't you just sleep at your own home?
context: You won't tell me anything, so how am I supposed to understand?\But even if I think about it by myself,\I'm not able to find an answer.\Please take care of me tonight too.\You know...\I don't mind you staying over, but what are you going to do about a change of clothes and stuff?\I'll go home first and get them.\Then why don't you just sleep at your own home? response:	But your place is closer to the office,
context: But even if I think about it by myself,\I'm not able to find an answer.\Please take care of me tonight too.\You know...\I don't mind you staying over, but what are you going to do about a change of clothes and stuff?\I'll go home first and get them.\Then why don't you just sleep at your own home?\But your place is closer to the office, response:	so I'll be able to sleep in more in the morning.
context: I'm not able to find an answer.\Please take care of me tonight too.\You know...\I don't mind you staying over, but what are you going to do about a change of clothes and stuff?\I'll go home first and get them.\Then why don't you just sleep at your own home?\But your place is closer to the office,\so I'll be able to sleep in more in the morning. response:	Jeez.
context: Please take care of me tonight too.\You know...\I don't mind you staying over, but what are you going to do about a change of clothes and stuff?\I'll go home first and get them.\Then why don't you just sleep at your own home?\But your place is closer to the office,\so I'll be able to sleep in more in the morning.\Jeez. response:	That's why I went to the front of my brother's office a couple of times and..
context: You know...\I don't mind you staying over, but what are you going to do about a change of clothes and stuff?\I'll go home first and get them.\Then why don't you just sleep at your own home?\But your place is closer to the office,\so I'll be able to sleep in more in the morning.\Jeez.\That's why I went to the front of my brother's office a couple of times and.. response:	I also tried going to my brother's house.
context: I don't mind you staying over, but what are you going to do about a change of clothes and stuff?\I'll go home first and get them.\Then why don't you just sleep at your own home?\But your place is closer to the office,\so I'll be able to sleep in more in the morning.\Jeez.\That's why I went to the front of my brother's office a couple of times and..\I also tried going to my brother's house. response:	But...
context: I'll go home first and get them.\Then why don't you just sleep at your own home?\But your place is closer to the office,\so I'll be able to sleep in more in the morning.\Jeez.\That's why I went to the front of my brother's office a couple of times and..\I also tried going to my brother's house.\But... response:	Let's promise.
context: Then why don't you just sleep at your own home?\But your place is closer to the office,\so I'll be able to sleep in more in the morning.\Jeez.\That's why I went to the front of my brother's office a couple of times and..\I also tried going to my brother's house.\But...\Let's promise. response:	Today is the last day.
context: But your place is closer to the office,\so I'll be able to sleep in more in the morning.\Jeez.\That's why I went to the front of my brother's office a couple of times and..\I also tried going to my brother's house.\But...\Let's promise.\Today is the last day. response:	We won't meet again.
context: so I'll be able to sleep in more in the morning.\Jeez.\That's why I went to the front of my brother's office a couple of times and..\I also tried going to my brother's house.\But...\Let's promise.\Today is the last day.\We won't meet again. response:	I remember my brother's words and
context: Jeez.\That's why I went to the front of my brother's office a couple of times and..\I also tried going to my brother's house.\But...\Let's promise.\Today is the last day.\We won't meet again.\I remember my brother's words and response:	I restrained myself.
context: That's why I went to the front of my brother's office a couple of times and..\I also tried going to my brother's house.\But...\Let's promise.\Today is the last day.\We won't meet again.\I remember my brother's words and\I restrained myself. response:	Thank you for the food.
context: I also tried going to my brother's house.\But...\Let's promise.\Today is the last day.\We won't meet again.\I remember my brother's words and\I restrained myself.\Thank you for the food. response:	You're not going to eat any more?
context: But...\Let's promise.\Today is the last day.\We won't meet again.\I remember my brother's words and\I restrained myself.\Thank you for the food.\You're not going to eat any more? response:	Your appetite has gone down recently.
context: Let's promise.\Today is the last day.\We won't meet again.\I remember my brother's words and\I restrained myself.\Thank you for the food.\You're not going to eat any more?\Your appetite has gone down recently. response:	Yeah, I'm full.
context: Today is the last day.\We won't meet again.\I remember my brother's words and\I restrained myself.\Thank you for the food.\You're not going to eat any more?\Your appetite has gone down recently.\Yeah, I'm full. response:	But brother...
context: We won't meet again.\I remember my brother's words and\I restrained myself.\Thank you for the food.\You're not going to eat any more?\Your appetite has gone down recently.\Yeah, I'm full.\But brother... response:	I can't lie about my own feelings.
context: I remember my brother's words and\I restrained myself.\Thank you for the food.\You're not going to eat any more?\Your appetite has gone down recently.\Yeah, I'm full.\But brother...\I can't lie about my own feelings. response:	Brother, I still...
context: I restrained myself.\Thank you for the food.\You're not going to eat any more?\Your appetite has gone down recently.\Yeah, I'm full.\But brother...\I can't lie about my own feelings.\Brother, I still... response:	That idiot!
context: Thank you for the food.\You're not going to eat any more?\Your appetite has gone down recently.\Yeah, I'm full.\But brother...\I can't lie about my own feelings.\Brother, I still...\That idiot! response:	I told him to wake me up at six!
context: You're not going to eat any more?\Your appetite has gone down recently.\Yeah, I'm full.\But brother...\I can't lie about my own feelings.\Brother, I still...\That idiot!\I told him to wake me up at six! response:	I slept in a weird position, so my whole body aches.
context: Your appetite has gone down recently.\Yeah, I'm full.\But brother...\I can't lie about my own feelings.\Brother, I still...\That idiot!\I told him to wake me up at six!\I slept in a weird position, so my whole body aches. response:	You slept over again?
context: Yeah, I'm full.\But brother...\I can't lie about my own feelings.\Brother, I still...\That idiot!\I told him to wake me up at six!\I slept in a weird position, so my whole body aches.\You slept over again? response:	Poor Koshiro-san.
context: But brother...\I can't lie about my own feelings.\Brother, I still...\That idiot!\I told him to wake me up at six!\I slept in a weird position, so my whole body aches.\You slept over again?\Poor Koshiro-san. response:	Are you picking a fight with me?
context: I can't lie about my own feelings.\Brother, I still...\That idiot!\I told him to wake me up at six!\I slept in a weird position, so my whole body aches.\You slept over again?\Poor Koshiro-san.\Are you picking a fight with me? response:	If you keep on being his constant guest, he won't have any time to bring in girls!
context: Brother, I still...\That idiot!\I told him to wake me up at six!\I slept in a weird position, so my whole body aches.\You slept over again?\Poor Koshiro-san.\Are you picking a fight with me?\If you keep on being his constant guest, he won't have any time to bring in girls! response:	I'm a girl too!
context: That idiot!\I told him to wake me up at six!\I slept in a weird position, so my whole body aches.\You slept over again?\Poor Koshiro-san.\Are you picking a fight with me?\If you keep on being his constant guest, he won't have any time to bring in girls!\I'm a girl too! response:	Is that your reason for being his constant guest?
context: I told him to wake me up at six!\I slept in a weird position, so my whole body aches.\You slept over again?\Poor Koshiro-san.\Are you picking a fight with me?\If you keep on being his constant guest, he won't have any time to bring in girls!\I'm a girl too!\Is that your reason for being his constant guest? response:	You think?
context: I slept in a weird position, so my whole body aches.\You slept over again?\Poor Koshiro-san.\Are you picking a fight with me?\If you keep on being his constant guest, he won't have any time to bring in girls!\I'm a girl too!\Is that your reason for being his constant guest?\You think? response:	I wonder why?
context: You slept over again?\Poor Koshiro-san.\Are you picking a fight with me?\If you keep on being his constant guest, he won't have any time to bring in girls!\I'm a girl too!\Is that your reason for being his constant guest?\You think?\I wonder why? response:	What?
context: Poor Koshiro-san.\Are you picking a fight with me?\If you keep on being his constant guest, he won't have any time to bring in girls!\I'm a girl too!\Is that your reason for being his constant guest?\You think?\I wonder why?\What? response:	Why he suddenly started living on his own.
context: Are you picking a fight with me?\If you keep on being his constant guest, he won't have any time to bring in girls!\I'm a girl too!\Is that your reason for being his constant guest?\You think?\I wonder why?\What?\Why he suddenly started living on his own. response:	I'm sure he has his reasons.
context: If you keep on being his constant guest, he won't have any time to bring in girls!\I'm a girl too!\Is that your reason for being his constant guest?\You think?\I wonder why?\What?\Why he suddenly started living on his own.\I'm sure he has his reasons. response:	Like within his house.
context: I'm a girl too!\Is that your reason for being his constant guest?\You think?\I wonder why?\What?\Why he suddenly started living on his own.\I'm sure he has his reasons.\Like within his house. response:	Maybe he...!
context: Is that your reason for being his constant guest?\You think?\I wonder why?\What?\Why he suddenly started living on his own.\I'm sure he has his reasons.\Like within his house.\Maybe he...! response:	Sniffed Nanoka-san's underwear and got disowned!
context: You think?\I wonder why?\What?\Why he suddenly started living on his own.\I'm sure he has his reasons.\Like within his house.\Maybe he...!\Sniffed Nanoka-san's underwear and got disowned! response:	He's not you.
context: I wonder why?\What?\Why he suddenly started living on his own.\I'm sure he has his reasons.\Like within his house.\Maybe he...!\Sniffed Nanoka-san's underwear and got disowned!\He's not you. response:	What kind of facial expression would they make, if I told them that was exactly the reason?
context: What?\Why he suddenly started living on his own.\I'm sure he has his reasons.\Like within his house.\Maybe he...!\Sniffed Nanoka-san's underwear and got disowned!\He's not you.\What kind of facial expression would they make, if I told them that was exactly the reason? response:	I sniffed her underwear, I thought of her and masturbated.
context: Why he suddenly started living on his own.\I'm sure he has his reasons.\Like within his house.\Maybe he...!\Sniffed Nanoka-san's underwear and got disowned!\He's not you.\What kind of facial expression would they make, if I told them that was exactly the reason?\I sniffed her underwear, I thought of her and masturbated. response:	And in the end I embraced her.
context: I'm sure he has his reasons.\Like within his house.\Maybe he...!\Sniffed Nanoka-san's underwear and got disowned!\He's not you.\What kind of facial expression would they make, if I told them that was exactly the reason?\I sniffed her underwear, I thought of her and masturbated.\And in the end I embraced her. response:	I left my house in order to cut off that part of myself,
context: Like within his house.\Maybe he...!\Sniffed Nanoka-san's underwear and got disowned!\He's not you.\What kind of facial expression would they make, if I told them that was exactly the reason?\I sniffed her underwear, I thought of her and masturbated.\And in the end I embraced her.\I left my house in order to cut off that part of myself, response:	but I'm just thinking about her anyway.
context: Maybe he...!\Sniffed Nanoka-san's underwear and got disowned!\He's not you.\What kind of facial expression would they make, if I told them that was exactly the reason?\I sniffed her underwear, I thought of her and masturbated.\And in the end I embraced her.\I left my house in order to cut off that part of myself,\but I'm just thinking about her anyway. response:	What would you think if you found out about this part of me?
context: Sniffed Nanoka-san's underwear and got disowned!\He's not you.\What kind of facial expression would they make, if I told them that was exactly the reason?\I sniffed her underwear, I thought of her and masturbated.\And in the end I embraced her.\I left my house in order to cut off that part of myself,\but I'm just thinking about her anyway.\What would you think if you found out about this part of me? response:	Don't frown like that!
context: He's not you.\What kind of facial expression would they make, if I told them that was exactly the reason?\I sniffed her underwear, I thought of her and masturbated.\And in the end I embraced her.\I left my house in order to cut off that part of myself,\but I'm just thinking about her anyway.\What would you think if you found out about this part of me?\Don't frown like that! response:	I didn't intend to.
context: What kind of facial expression would they make, if I told them that was exactly the reason?\I sniffed her underwear, I thought of her and masturbated.\And in the end I embraced her.\I left my house in order to cut off that part of myself,\but I'm just thinking about her anyway.\What would you think if you found out about this part of me?\Don't frown like that!\I didn't intend to. response:	Everyone forgets things.
context: I sniffed her underwear, I thought of her and masturbated.\And in the end I embraced her.\I left my house in order to cut off that part of myself,\but I'm just thinking about her anyway.\What would you think if you found out about this part of me?\Don't frown like that!\I didn't intend to.\Everyone forgets things. response:	Yeah.
context: And in the end I embraced her.\I left my house in order to cut off that part of myself,\but I'm just thinking about her anyway.\What would you think if you found out about this part of me?\Don't frown like that!\I didn't intend to.\Everyone forgets things.\Yeah. response:	I'll leave right after I find my pass.
context: I left my house in order to cut off that part of myself,\but I'm just thinking about her anyway.\What would you think if you found out about this part of me?\Don't frown like that!\I didn't intend to.\Everyone forgets things.\Yeah.\I'll leave right after I find my pass. response:	I'm not saying don't come.
context: but I'm just thinking about her anyway.\What would you think if you found out about this part of me?\Don't frown like that!\I didn't intend to.\Everyone forgets things.\Yeah.\I'll leave right after I find my pass.\I'm not saying don't come. response:	I'd be more considerate if you had a girlfriend or something.
context: What would you think if you found out about this part of me?\Don't frown like that!\I didn't intend to.\Everyone forgets things.\Yeah.\I'll leave right after I find my pass.\I'm not saying don't come.\I'd be more considerate if you had a girlfriend or something. response:	Koshiro...
context: Don't frown like that!\I didn't intend to.\Everyone forgets things.\Yeah.\I'll leave right after I find my pass.\I'm not saying don't come.\I'd be more considerate if you had a girlfriend or something.\Koshiro... response:	It's not like you're not interested in women, right?
context: I didn't intend to.\Everyone forgets things.\Yeah.\I'll leave right after I find my pass.\I'm not saying don't come.\I'd be more considerate if you had a girlfriend or something.\Koshiro...\It's not like you're not interested in women, right? response:	Because I haven't heard any romance rumours.
context: Everyone forgets things.\Yeah.\I'll leave right after I find my pass.\I'm not saying don't come.\I'd be more considerate if you had a girlfriend or something.\Koshiro...\It's not like you're not interested in women, right?\Because I haven't heard any romance rumours. response:	I was talking with Odagiri today too, but...
context: Yeah.\I'll leave right after I find my pass.\I'm not saying don't come.\I'd be more considerate if you had a girlfriend or something.\Koshiro...\It's not like you're not interested in women, right?\Because I haven't heard any romance rumours.\I was talking with Odagiri today too, but... response:	Ah, wait a second, I'm going to go buy some cigarettes.
context: I'll leave right after I find my pass.\I'm not saying don't come.\I'd be more considerate if you had a girlfriend or something.\Koshiro...\It's not like you're not interested in women, right?\Because I haven't heard any romance rumours.\I was talking with Odagiri today too, but...\Ah, wait a second, I'm going to go buy some cigarettes. response:	What is she saying?
context: I'm not saying don't come.\I'd be more considerate if you had a girlfriend or something.\Koshiro...\It's not like you're not interested in women, right?\Because I haven't heard any romance rumours.\I was talking with Odagiri today too, but...\Ah, wait a second, I'm going to go buy some cigarettes.\What is she saying? response:	Hey, isn't that Nanoka-ch-
