context: J Like no one ever was J response:	J To catch them is my real test To train them is my cause J
context: I will journey to gain the wisdom of Pokemon training,\and I hereby declare to the Pokemon of the world,\I will be a Pokemon Master.\-Pokemon Master! That's what I'll- Ash, get to bed!\It's 11 o'clock and you should be asleep.\But tomorrow I begin my Pokemon journey. I can't sleep.\Well, if you can't sleep, you should at least get ready for tomorrow.\-Here. Watch this. - Good evening, Pallet. response:	Tomorrow's the big day for the newest class of Pokemon students.
context: and I hereby declare to the Pokemon of the world,\I will be a Pokemon Master.\-Pokemon Master! That's what I'll- Ash, get to bed!\It's 11 o'clock and you should be asleep.\But tomorrow I begin my Pokemon journey. I can't sleep.\Well, if you can't sleep, you should at least get ready for tomorrow.\-Here. Watch this. - Good evening, Pallet.\Tomorrow's the big day for the newest class of Pokemon students. response:	I'd like to introduce you to Bulbasaur, Charmander and Squirtle.
context: I will be a Pokemon Master.\-Pokemon Master! That's what I'll- Ash, get to bed!\It's 11 o'clock and you should be asleep.\But tomorrow I begin my Pokemon journey. I can't sleep.\Well, if you can't sleep, you should at least get ready for tomorrow.\-Here. Watch this. - Good evening, Pallet.\Tomorrow's the big day for the newest class of Pokemon students.\I'd like to introduce you to Bulbasaur, Charmander and Squirtle. response:	Each one is available for new trainees. Which one shall you choose?
context: -Pokemon Master! That's what I'll- Ash, get to bed!\It's 11 o'clock and you should be asleep.\But tomorrow I begin my Pokemon journey. I can't sleep.\Well, if you can't sleep, you should at least get ready for tomorrow.\-Here. Watch this. - Good evening, Pallet.\Tomorrow's the big day for the newest class of Pokemon students.\I'd like to introduce you to Bulbasaur, Charmander and Squirtle.\Each one is available for new trainees. Which one shall you choose? response:	-Go to bed when this is done. -All right, I'm going.
context: It's 11 o'clock and you should be asleep.\But tomorrow I begin my Pokemon journey. I can't sleep.\Well, if you can't sleep, you should at least get ready for tomorrow.\-Here. Watch this. - Good evening, Pallet.\Tomorrow's the big day for the newest class of Pokemon students.\I'd like to introduce you to Bulbasaur, Charmander and Squirtle.\Each one is available for new trainees. Which one shall you choose?\-Go to bed when this is done. -All right, I'm going. response:	-And change into your pajamas, okay? -I'm going.
context: But tomorrow I begin my Pokemon journey. I can't sleep.\Well, if you can't sleep, you should at least get ready for tomorrow.\-Here. Watch this. - Good evening, Pallet.\Tomorrow's the big day for the newest class of Pokemon students.\I'd like to introduce you to Bulbasaur, Charmander and Squirtle.\Each one is available for new trainees. Which one shall you choose?\-Go to bed when this is done. -All right, I'm going.\-And change into your pajamas, okay? -I'm going. response:	POKEMON I CHOOSE YOU!
context: Well, if you can't sleep, you should at least get ready for tomorrow.\-Here. Watch this. - Good evening, Pallet.\Tomorrow's the big day for the newest class of Pokemon students.\I'd like to introduce you to Bulbasaur, Charmander and Squirtle.\Each one is available for new trainees. Which one shall you choose?\-Go to bed when this is done. -All right, I'm going.\-And change into your pajamas, okay? -I'm going.\POKEMON I CHOOSE YOU! response:	Raising Bulbasaur. That'd be really simple.
context: -Here. Watch this. - Good evening, Pallet.\Tomorrow's the big day for the newest class of Pokemon students.\I'd like to introduce you to Bulbasaur, Charmander and Squirtle.\Each one is available for new trainees. Which one shall you choose?\-Go to bed when this is done. -All right, I'm going.\-And change into your pajamas, okay? -I'm going.\POKEMON I CHOOSE YOU!\Raising Bulbasaur. That'd be really simple. response:	It's perfect for beginners.
context: Tomorrow's the big day for the newest class of Pokemon students.\I'd like to introduce you to Bulbasaur, Charmander and Squirtle.\Each one is available for new trainees. Which one shall you choose?\-Go to bed when this is done. -All right, I'm going.\-And change into your pajamas, okay? -I'm going.\POKEMON I CHOOSE YOU!\Raising Bulbasaur. That'd be really simple.\It's perfect for beginners. response:	I choose you, Bulbasaur!
context: I'd like to introduce you to Bulbasaur, Charmander and Squirtle.\Each one is available for new trainees. Which one shall you choose?\-Go to bed when this is done. -All right, I'm going.\-And change into your pajamas, okay? -I'm going.\POKEMON I CHOOSE YOU!\Raising Bulbasaur. That'd be really simple.\It's perfect for beginners.\I choose you, Bulbasaur! response:	Then there's Squirtle.
context: Each one is available for new trainees. Which one shall you choose?\-Go to bed when this is done. -All right, I'm going.\-And change into your pajamas, okay? -I'm going.\POKEMON I CHOOSE YOU!\Raising Bulbasaur. That'd be really simple.\It's perfect for beginners.\I choose you, Bulbasaur!\Then there's Squirtle. response:	I choose you, Squirtle!
context: -Go to bed when this is done. -All right, I'm going.\-And change into your pajamas, okay? -I'm going.\POKEMON I CHOOSE YOU!\Raising Bulbasaur. That'd be really simple.\It's perfect for beginners.\I choose you, Bulbasaur!\Then there's Squirtle.\I choose you, Squirtle! response:	Choose it or lose it.
context: -And change into your pajamas, okay? -I'm going.\POKEMON I CHOOSE YOU!\Raising Bulbasaur. That'd be really simple.\It's perfect for beginners.\I choose you, Bulbasaur!\Then there's Squirtle.\I choose you, Squirtle!\Choose it or lose it. response:	Oh, hold on.
context: POKEMON I CHOOSE YOU!\Raising Bulbasaur. That'd be really simple.\It's perfect for beginners.\I choose you, Bulbasaur!\Then there's Squirtle.\I choose you, Squirtle!\Choose it or lose it.\Oh, hold on. response:	Charmander. Those in the know say that's the best way to go.
context: Raising Bulbasaur. That'd be really simple.\It's perfect for beginners.\I choose you, Bulbasaur!\Then there's Squirtle.\I choose you, Squirtle!\Choose it or lose it.\Oh, hold on.\Charmander. Those in the know say that's the best way to go. response:	I choose you, Charmander!
context: It's perfect for beginners.\I choose you, Bulbasaur!\Then there's Squirtle.\I choose you, Squirtle!\Choose it or lose it.\Oh, hold on.\Charmander. Those in the know say that's the best way to go.\I choose you, Charmander! response:	Ah!
context: I choose you, Bulbasaur!\Then there's Squirtle.\I choose you, Squirtle!\Choose it or lose it.\Oh, hold on.\Charmander. Those in the know say that's the best way to go.\I choose you, Charmander!\Ah! response:	Oh, no! What time is it?
context: Then there's Squirtle.\I choose you, Squirtle!\Choose it or lose it.\Oh, hold on.\Charmander. Those in the know say that's the best way to go.\I choose you, Charmander!\Ah!\Oh, no! What time is it? response:	Squirtle, Bulbasaur, Charmander. Anyone's fine.
context: I choose you, Squirtle!\Choose it or lose it.\Oh, hold on.\Charmander. Those in the know say that's the best way to go.\I choose you, Charmander!\Ah!\Oh, no! What time is it?\Squirtle, Bulbasaur, Charmander. Anyone's fine. response:	Just, please, save one for me.
context: Choose it or lose it.\Oh, hold on.\Charmander. Those in the know say that's the best way to go.\I choose you, Charmander!\Ah!\Oh, no! What time is it?\Squirtle, Bulbasaur, Charmander. Anyone's fine.\Just, please, save one for me. response:	Gary, Gary, he's our man.
context: Oh, hold on.\Charmander. Those in the know say that's the best way to go.\I choose you, Charmander!\Ah!\Oh, no! What time is it?\Squirtle, Bulbasaur, Charmander. Anyone's fine.\Just, please, save one for me.\Gary, Gary, he's our man. response:	If he can't do it, no one can!
context: Charmander. Those in the know say that's the best way to go.\I choose you, Charmander!\Ah!\Oh, no! What time is it?\Squirtle, Bulbasaur, Charmander. Anyone's fine.\Just, please, save one for me.\Gary, Gary, he's our man.\If he can't do it, no one can! response:	Oh, sorry. Excuse me!
context: I choose you, Charmander!\Ah!\Oh, no! What time is it?\Squirtle, Bulbasaur, Charmander. Anyone's fine.\Just, please, save one for me.\Gary, Gary, he's our man.\If he can't do it, no one can!\Oh, sorry. Excuse me! response:	Hey, watch where you're going! Well, you must be Ash.
context: Ah!\Oh, no! What time is it?\Squirtle, Bulbasaur, Charmander. Anyone's fine.\Just, please, save one for me.\Gary, Gary, he's our man.\If he can't do it, no one can!\Oh, sorry. Excuse me!\Hey, watch where you're going! Well, you must be Ash. response:	Better late than never, I guess. At least you get the chance to meet me.
context: Oh, no! What time is it?\Squirtle, Bulbasaur, Charmander. Anyone's fine.\Just, please, save one for me.\Gary, Gary, he's our man.\If he can't do it, no one can!\Oh, sorry. Excuse me!\Hey, watch where you're going! Well, you must be Ash.\Better late than never, I guess. At least you get the chance to meet me. response:	Gary?
context: Squirtle, Bulbasaur, Charmander. Anyone's fine.\Just, please, save one for me.\Gary, Gary, he's our man.\If he can't do it, no one can!\Oh, sorry. Excuse me!\Hey, watch where you're going! Well, you must be Ash.\Better late than never, I guess. At least you get the chance to meet me.\Gary? response:	-Mr. Gary to you. Show some respect. -Huh?
context: Just, please, save one for me.\Gary, Gary, he's our man.\If he can't do it, no one can!\Oh, sorry. Excuse me!\Hey, watch where you're going! Well, you must be Ash.\Better late than never, I guess. At least you get the chance to meet me.\Gary?\-Mr. Gary to you. Show some respect. -Huh? response:	Well, Ash, you snooze, you lose and you're way behind right from the start.
context: Gary, Gary, he's our man.\If he can't do it, no one can!\Oh, sorry. Excuse me!\Hey, watch where you're going! Well, you must be Ash.\Better late than never, I guess. At least you get the chance to meet me.\Gary?\-Mr. Gary to you. Show some respect. -Huh?\Well, Ash, you snooze, you lose and you're way behind right from the start. response:	I've got a Pokemon and you don't.
context: If he can't do it, no one can!\Oh, sorry. Excuse me!\Hey, watch where you're going! Well, you must be Ash.\Better late than never, I guess. At least you get the chance to meet me.\Gary?\-Mr. Gary to you. Show some respect. -Huh?\Well, Ash, you snooze, you lose and you're way behind right from the start.\I've got a Pokemon and you don't. response:	You got your first Pokemon?
context: Oh, sorry. Excuse me!\Hey, watch where you're going! Well, you must be Ash.\Better late than never, I guess. At least you get the chance to meet me.\Gary?\-Mr. Gary to you. Show some respect. -Huh?\Well, Ash, you snooze, you lose and you're way behind right from the start.\I've got a Pokemon and you don't.\You got your first Pokemon? response:	That's right, loser. And it's right inside this Poke Ball.
context: Hey, watch where you're going! Well, you must be Ash.\Better late than never, I guess. At least you get the chance to meet me.\Gary?\-Mr. Gary to you. Show some respect. -Huh?\Well, Ash, you snooze, you lose and you're way behind right from the start.\I've got a Pokemon and you don't.\You got your first Pokemon?\That's right, loser. And it's right inside this Poke Ball. response:	Let's go, Gary. Let's go! Yeah, yeah!
context: Better late than never, I guess. At least you get the chance to meet me.\Gary?\-Mr. Gary to you. Show some respect. -Huh?\Well, Ash, you snooze, you lose and you're way behind right from the start.\I've got a Pokemon and you don't.\You got your first Pokemon?\That's right, loser. And it's right inside this Poke Ball.\Let's go, Gary. Let's go! Yeah, yeah! response:	Thank you, fans. Thank you all for this great honor.
context: Gary?\-Mr. Gary to you. Show some respect. -Huh?\Well, Ash, you snooze, you lose and you're way behind right from the start.\I've got a Pokemon and you don't.\You got your first Pokemon?\That's right, loser. And it's right inside this Poke Ball.\Let's go, Gary. Let's go! Yeah, yeah!\Thank you, fans. Thank you all for this great honor. response:	I promise you that I will become a Pokemon Master
context: -Mr. Gary to you. Show some respect. -Huh?\Well, Ash, you snooze, you lose and you're way behind right from the start.\I've got a Pokemon and you don't.\You got your first Pokemon?\That's right, loser. And it's right inside this Poke Ball.\Let's go, Gary. Let's go! Yeah, yeah!\Thank you, fans. Thank you all for this great honor.\I promise you that I will become a Pokemon Master response:	and make the town of Pallet known all around the world!
context: Well, Ash, you snooze, you lose and you're way behind right from the start.\I've got a Pokemon and you don't.\You got your first Pokemon?\That's right, loser. And it's right inside this Poke Ball.\Let's go, Gary. Let's go! Yeah, yeah!\Thank you, fans. Thank you all for this great honor.\I promise you that I will become a Pokemon Master\and make the town of Pallet known all around the world! response:	-Excuse me. -Yeah?
context: I've got a Pokemon and you don't.\You got your first Pokemon?\That's right, loser. And it's right inside this Poke Ball.\Let's go, Gary. Let's go! Yeah, yeah!\Thank you, fans. Thank you all for this great honor.\I promise you that I will become a Pokemon Master\and make the town of Pallet known all around the world!\-Excuse me. -Yeah? response:	I was just wondering if you could tell me what kind of Pokemon you got.
context: You got your first Pokemon?\That's right, loser. And it's right inside this Poke Ball.\Let's go, Gary. Let's go! Yeah, yeah!\Thank you, fans. Thank you all for this great honor.\I promise you that I will become a Pokemon Master\and make the town of Pallet known all around the world!\-Excuse me. -Yeah?\I was just wondering if you could tell me what kind of Pokemon you got. response:	None of your business.
context: That's right, loser. And it's right inside this Poke Ball.\Let's go, Gary. Let's go! Yeah, yeah!\Thank you, fans. Thank you all for this great honor.\I promise you that I will become a Pokemon Master\and make the town of Pallet known all around the world!\-Excuse me. -Yeah?\I was just wondering if you could tell me what kind of Pokemon you got.\None of your business. response:	If you showed up on time, you would have seen that
context: Let's go, Gary. Let's go! Yeah, yeah!\Thank you, fans. Thank you all for this great honor.\I promise you that I will become a Pokemon Master\and make the town of Pallet known all around the world!\-Excuse me. -Yeah?\I was just wondering if you could tell me what kind of Pokemon you got.\None of your business.\If you showed up on time, you would have seen that response:	I got the best Pokemon from Professor Oak.
context: Thank you, fans. Thank you all for this great honor.\I promise you that I will become a Pokemon Master\and make the town of Pallet known all around the world!\-Excuse me. -Yeah?\I was just wondering if you could tell me what kind of Pokemon you got.\None of your business.\If you showed up on time, you would have seen that\I got the best Pokemon from Professor Oak. response:	It's good to have a grandfather in the Pokemon business, isn't it?
context: I promise you that I will become a Pokemon Master\and make the town of Pallet known all around the world!\-Excuse me. -Yeah?\I was just wondering if you could tell me what kind of Pokemon you got.\None of your business.\If you showed up on time, you would have seen that\I got the best Pokemon from Professor Oak.\It's good to have a grandfather in the Pokemon business, isn't it? response:	Thank you for coming out to see history in the making!
context: and make the town of Pallet known all around the world!\-Excuse me. -Yeah?\I was just wondering if you could tell me what kind of Pokemon you got.\None of your business.\If you showed up on time, you would have seen that\I got the best Pokemon from Professor Oak.\It's good to have a grandfather in the Pokemon business, isn't it?\Thank you for coming out to see history in the making! response:	Now I, Gary Oak, am off to learn the ways of the Pokemon trainer!
context: -Excuse me. -Yeah?\I was just wondering if you could tell me what kind of Pokemon you got.\None of your business.\If you showed up on time, you would have seen that\I got the best Pokemon from Professor Oak.\It's good to have a grandfather in the Pokemon business, isn't it?\Thank you for coming out to see history in the making!\Now I, Gary Oak, am off to learn the ways of the Pokemon trainer! response:	I'll show you.
context: I was just wondering if you could tell me what kind of Pokemon you got.\None of your business.\If you showed up on time, you would have seen that\I got the best Pokemon from Professor Oak.\It's good to have a grandfather in the Pokemon business, isn't it?\Thank you for coming out to see history in the making!\Now I, Gary Oak, am off to learn the ways of the Pokemon trainer!\I'll show you. response:	So you decided to show up after all.
context: None of your business.\If you showed up on time, you would have seen that\I got the best Pokemon from Professor Oak.\It's good to have a grandfather in the Pokemon business, isn't it?\Thank you for coming out to see history in the making!\Now I, Gary Oak, am off to learn the ways of the Pokemon trainer!\I'll show you.\So you decided to show up after all. response:	Oh, Professor Oak. Where's my Pokemon?
context: If you showed up on time, you would have seen that\I got the best Pokemon from Professor Oak.\It's good to have a grandfather in the Pokemon business, isn't it?\Thank you for coming out to see history in the making!\Now I, Gary Oak, am off to learn the ways of the Pokemon trainer!\I'll show you.\So you decided to show up after all.\Oh, Professor Oak. Where's my Pokemon? response:	-Your Pokemon? -Yes, I'm ready.
context: I got the best Pokemon from Professor Oak.\It's good to have a grandfather in the Pokemon business, isn't it?\Thank you for coming out to see history in the making!\Now I, Gary Oak, am off to learn the ways of the Pokemon trainer!\I'll show you.\So you decided to show up after all.\Oh, Professor Oak. Where's my Pokemon?\-Your Pokemon? -Yes, I'm ready. response:	You look like you're ready for bed, not for Pokemon training.
context: It's good to have a grandfather in the Pokemon business, isn't it?\Thank you for coming out to see history in the making!\Now I, Gary Oak, am off to learn the ways of the Pokemon trainer!\I'll show you.\So you decided to show up after all.\Oh, Professor Oak. Where's my Pokemon?\-Your Pokemon? -Yes, I'm ready.\You look like you're ready for bed, not for Pokemon training. response:	I hope you don't think you're going to train in your pajamas.
context: Thank you for coming out to see history in the making!\Now I, Gary Oak, am off to learn the ways of the Pokemon trainer!\I'll show you.\So you decided to show up after all.\Oh, Professor Oak. Where's my Pokemon?\-Your Pokemon? -Yes, I'm ready.\You look like you're ready for bed, not for Pokemon training.\I hope you don't think you're going to train in your pajamas. response:	Oh, no, Professor. I got messed up this morning,
context: Now I, Gary Oak, am off to learn the ways of the Pokemon trainer!\I'll show you.\So you decided to show up after all.\Oh, Professor Oak. Where's my Pokemon?\-Your Pokemon? -Yes, I'm ready.\You look like you're ready for bed, not for Pokemon training.\I hope you don't think you're going to train in your pajamas.\Oh, no, Professor. I got messed up this morning, response:	and I was a little late, but believe me, I'm ready for a Pokemon.
context: I'll show you.\So you decided to show up after all.\Oh, Professor Oak. Where's my Pokemon?\-Your Pokemon? -Yes, I'm ready.\You look like you're ready for bed, not for Pokemon training.\I hope you don't think you're going to train in your pajamas.\Oh, no, Professor. I got messed up this morning,\and I was a little late, but believe me, I'm ready for a Pokemon. response:	I thought about it a lot and it took me a long time
context: So you decided to show up after all.\Oh, Professor Oak. Where's my Pokemon?\-Your Pokemon? -Yes, I'm ready.\You look like you're ready for bed, not for Pokemon training.\I hope you don't think you're going to train in your pajamas.\Oh, no, Professor. I got messed up this morning,\and I was a little late, but believe me, I'm ready for a Pokemon.\I thought about it a lot and it took me a long time response:	but I finally decided to choose Squirtle. Oh!
context: Oh, Professor Oak. Where's my Pokemon?\-Your Pokemon? -Yes, I'm ready.\You look like you're ready for bed, not for Pokemon training.\I hope you don't think you're going to train in your pajamas.\Oh, no, Professor. I got messed up this morning,\and I was a little late, but believe me, I'm ready for a Pokemon.\I thought about it a lot and it took me a long time\but I finally decided to choose Squirtle. Oh! response:	Already taken by someone who was on time.
context: -Your Pokemon? -Yes, I'm ready.\You look like you're ready for bed, not for Pokemon training.\I hope you don't think you're going to train in your pajamas.\Oh, no, Professor. I got messed up this morning,\and I was a little late, but believe me, I'm ready for a Pokemon.\I thought about it a lot and it took me a long time\but I finally decided to choose Squirtle. Oh!\Already taken by someone who was on time. response:	Oh, I wish I hadn't overslept.
