context: OP response:	ED
context: Okay.\By the way, Eclair.\Hm?\Though this isn't brand new,\will you still accept it?\Well, I'll just keep it for now.\Thanks.\So, it looks like you've given everyone a little something. response:	Yup.
context: By the way, Eclair.\Hm?\Though this isn't brand new,\will you still accept it?\Well, I'll just keep it for now.\Thanks.\So, it looks like you've given everyone a little something.\Yup. response:	I gave both Lady d'Arquien and the Leader of Knights a memento coin from my wallet.
context: Hm?\Though this isn't brand new,\will you still accept it?\Well, I'll just keep it for now.\Thanks.\So, it looks like you've given everyone a little something.\Yup.\I gave both Lady d'Arquien and the Leader of Knights a memento coin from my wallet. response:	I gave Yuki my cell phone strap, and what's left...
context: Though this isn't brand new,\will you still accept it?\Well, I'll just keep it for now.\Thanks.\So, it looks like you've given everyone a little something.\Yup.\I gave both Lady d'Arquien and the Leader of Knights a memento coin from my wallet.\I gave Yuki my cell phone strap, and what's left... response:	It's as if you're giving parting gifts.
context: will you still accept it?\Well, I'll just keep it for now.\Thanks.\So, it looks like you've given everyone a little something.\Yup.\I gave both Lady d'Arquien and the Leader of Knights a memento coin from my wallet.\I gave Yuki my cell phone strap, and what's left...\It's as if you're giving parting gifts. response:	I'm not very pleased.
context: Well, I'll just keep it for now.\Thanks.\So, it looks like you've given everyone a little something.\Yup.\I gave both Lady d'Arquien and the Leader of Knights a memento coin from my wallet.\I gave Yuki my cell phone strap, and what's left...\It's as if you're giving parting gifts.\I'm not very pleased. response:	Really?
context: Thanks.\So, it looks like you've given everyone a little something.\Yup.\I gave both Lady d'Arquien and the Leader of Knights a memento coin from my wallet.\I gave Yuki my cell phone strap, and what's left...\It's as if you're giving parting gifts.\I'm not very pleased.\Really? response:	Yes!
context: So, it looks like you've given everyone a little something.\Yup.\I gave both Lady d'Arquien and the Leader of Knights a memento coin from my wallet.\I gave Yuki my cell phone strap, and what's left...\It's as if you're giving parting gifts.\I'm not very pleased.\Really?\Yes! response:	It must be true. Once you're deported, you can't come back to Flonyard.
context: Yup.\I gave both Lady d'Arquien and the Leader of Knights a memento coin from my wallet.\I gave Yuki my cell phone strap, and what's left...\It's as if you're giving parting gifts.\I'm not very pleased.\Really?\Yes!\It must be true. Once you're deported, you can't come back to Flonyard. response:	Huh?
context: I gave both Lady d'Arquien and the Leader of Knights a memento coin from my wallet.\I gave Yuki my cell phone strap, and what's left...\It's as if you're giving parting gifts.\I'm not very pleased.\Really?\Yes!\It must be true. Once you're deported, you can't come back to Flonyard.\Huh? response:	Yeah...
context: I gave Yuki my cell phone strap, and what's left...\It's as if you're giving parting gifts.\I'm not very pleased.\Really?\Yes!\It must be true. Once you're deported, you can't come back to Flonyard.\Huh?\Yeah... response:	It's like... I'll lose all my memories.
context: It's as if you're giving parting gifts.\I'm not very pleased.\Really?\Yes!\It must be true. Once you're deported, you can't come back to Flonyard.\Huh?\Yeah...\It's like... I'll lose all my memories. response:	Memories about the days I had here.
context: I'm not very pleased.\Really?\Yes!\It must be true. Once you're deported, you can't come back to Flonyard.\Huh?\Yeah...\It's like... I'll lose all my memories.\Memories about the days I had here. response:	When did you notice?
context: Really?\Yes!\It must be true. Once you're deported, you can't come back to Flonyard.\Huh?\Yeah...\It's like... I'll lose all my memories.\Memories about the days I had here.\When did you notice? response:	Anyone would have guessed from Rico's expression.
context: Yes!\It must be true. Once you're deported, you can't come back to Flonyard.\Huh?\Yeah...\It's like... I'll lose all my memories.\Memories about the days I had here.\When did you notice?\Anyone would have guessed from Rico's expression. response:	I see.
context: It must be true. Once you're deported, you can't come back to Flonyard.\Huh?\Yeah...\It's like... I'll lose all my memories.\Memories about the days I had here.\When did you notice?\Anyone would have guessed from Rico's expression.\I see. response:	Well, I heard it was real easy for you to come here.
context: Huh?\Yeah...\It's like... I'll lose all my memories.\Memories about the days I had here.\When did you notice?\Anyone would have guessed from Rico's expression.\I see.\Well, I heard it was real easy for you to come here. response:	Who knew it'd end up like this when you went back.
context: Yeah...\It's like... I'll lose all my memories.\Memories about the days I had here.\When did you notice?\Anyone would have guessed from Rico's expression.\I see.\Well, I heard it was real easy for you to come here.\Who knew it'd end up like this when you went back. response:	This is stupid.
context: It's like... I'll lose all my memories.\Memories about the days I had here.\When did you notice?\Anyone would have guessed from Rico's expression.\I see.\Well, I heard it was real easy for you to come here.\Who knew it'd end up like this when you went back.\This is stupid. response:	Well, I won't forget everything that happened here in Flonyard,
context: Memories about the days I had here.\When did you notice?\Anyone would have guessed from Rico's expression.\I see.\Well, I heard it was real easy for you to come here.\Who knew it'd end up like this when you went back.\This is stupid.\Well, I won't forget everything that happened here in Flonyard, response:	or all that I've gone through with everyone.
context: When did you notice?\Anyone would have guessed from Rico's expression.\I see.\Well, I heard it was real easy for you to come here.\Who knew it'd end up like this when you went back.\This is stupid.\Well, I won't forget everything that happened here in Flonyard,\or all that I've gone through with everyone. response:	I'll remember the captain who easily gets angry but forgives instantly, who is strong and straightforward.
context: Anyone would have guessed from Rico's expression.\I see.\Well, I heard it was real easy for you to come here.\Who knew it'd end up like this when you went back.\This is stupid.\Well, I won't forget everything that happened here in Flonyard,\or all that I've gone through with everyone.\I'll remember the captain who easily gets angry but forgives instantly, who is strong and straightforward. response:	All that I've experienced with you, Eclair...
context: I see.\Well, I heard it was real easy for you to come here.\Who knew it'd end up like this when you went back.\This is stupid.\Well, I won't forget everything that happened here in Flonyard,\or all that I've gone through with everyone.\I'll remember the captain who easily gets angry but forgives instantly, who is strong and straightforward.\All that I've experienced with you, Eclair... response:	I'm not confident I'll remember you, though.
context: Well, I heard it was real easy for you to come here.\Who knew it'd end up like this when you went back.\This is stupid.\Well, I won't forget everything that happened here in Flonyard,\or all that I've gone through with everyone.\I'll remember the captain who easily gets angry but forgives instantly, who is strong and straightforward.\All that I've experienced with you, Eclair...\I'm not confident I'll remember you, though. response:	The training. The battles. The diplomacy.
context: Who knew it'd end up like this when you went back.\This is stupid.\Well, I won't forget everything that happened here in Flonyard,\or all that I've gone through with everyone.\I'll remember the captain who easily gets angry but forgives instantly, who is strong and straightforward.\All that I've experienced with you, Eclair...\I'm not confident I'll remember you, though.\The training. The battles. The diplomacy. response:	I'm busy every day.
context: This is stupid.\Well, I won't forget everything that happened here in Flonyard,\or all that I've gone through with everyone.\I'll remember the captain who easily gets angry but forgives instantly, who is strong and straightforward.\All that I've experienced with you, Eclair...\I'm not confident I'll remember you, though.\The training. The battles. The diplomacy.\I'm busy every day. response:	I'll feel so lonely.
context: Well, I won't forget everything that happened here in Flonyard,\or all that I've gone through with everyone.\I'll remember the captain who easily gets angry but forgives instantly, who is strong and straightforward.\All that I've experienced with you, Eclair...\I'm not confident I'll remember you, though.\The training. The battles. The diplomacy.\I'm busy every day.\I'll feel so lonely. response:	If being forgotten makes you lonely,
context: or all that I've gone through with everyone.\I'll remember the captain who easily gets angry but forgives instantly, who is strong and straightforward.\All that I've experienced with you, Eclair...\I'm not confident I'll remember you, though.\The training. The battles. The diplomacy.\I'm busy every day.\I'll feel so lonely.\If being forgotten makes you lonely, response:	if you don't want to be forgotten,
context: I'll remember the captain who easily gets angry but forgives instantly, who is strong and straightforward.\All that I've experienced with you, Eclair...\I'm not confident I'll remember you, though.\The training. The battles. The diplomacy.\I'm busy every day.\I'll feel so lonely.\If being forgotten makes you lonely,\if you don't want to be forgotten, response:	then no matter what happens, don't forget all of us,
context: All that I've experienced with you, Eclair...\I'm not confident I'll remember you, though.\The training. The battles. The diplomacy.\I'm busy every day.\I'll feel so lonely.\If being forgotten makes you lonely,\if you don't want to be forgotten,\then no matter what happens, don't forget all of us, response:	and then... come back as soon as you can.
context: I'm not confident I'll remember you, though.\The training. The battles. The diplomacy.\I'm busy every day.\I'll feel so lonely.\If being forgotten makes you lonely,\if you don't want to be forgotten,\then no matter what happens, don't forget all of us,\and then... come back as soon as you can. response:	Right. I will.
context: The training. The battles. The diplomacy.\I'm busy every day.\I'll feel so lonely.\If being forgotten makes you lonely,\if you don't want to be forgotten,\then no matter what happens, don't forget all of us,\and then... come back as soon as you can.\Right. I will. response:	Sink...
context: I'm busy every day.\I'll feel so lonely.\If being forgotten makes you lonely,\if you don't want to be forgotten,\then no matter what happens, don't forget all of us,\and then... come back as soon as you can.\Right. I will.\Sink... response:	Princess!
context: I'll feel so lonely.\If being forgotten makes you lonely,\if you don't want to be forgotten,\then no matter what happens, don't forget all of us,\and then... come back as soon as you can.\Right. I will.\Sink...\Princess! response:	Hey, Tatsumaki. You came too?
context: If being forgotten makes you lonely,\if you don't want to be forgotten,\then no matter what happens, don't forget all of us,\and then... come back as soon as you can.\Right. I will.\Sink...\Princess!\Hey, Tatsumaki. You came too? response:	Yup, he wanted to see you off too.
context: if you don't want to be forgotten,\then no matter what happens, don't forget all of us,\and then... come back as soon as you can.\Right. I will.\Sink...\Princess!\Hey, Tatsumaki. You came too?\Yup, he wanted to see you off too. response:	Really?
context: then no matter what happens, don't forget all of us,\and then... come back as soon as you can.\Right. I will.\Sink...\Princess!\Hey, Tatsumaki. You came too?\Yup, he wanted to see you off too.\Really? response:	Only Sink and I can be here during the moment of deportation.
context: and then... come back as soon as you can.\Right. I will.\Sink...\Princess!\Hey, Tatsumaki. You came too?\Yup, he wanted to see you off too.\Really?\Only Sink and I can be here during the moment of deportation. response:	Tatsumaki, why don't you bid Sink goodbye right now?
context: Right. I will.\Sink...\Princess!\Hey, Tatsumaki. You came too?\Yup, he wanted to see you off too.\Really?\Only Sink and I can be here during the moment of deportation.\Tatsumaki, why don't you bid Sink goodbye right now? response:	Yeah, thank you too, Tatsumaki.
context: Sink...\Princess!\Hey, Tatsumaki. You came too?\Yup, he wanted to see you off too.\Really?\Only Sink and I can be here during the moment of deportation.\Tatsumaki, why don't you bid Sink goodbye right now?\Yeah, thank you too, Tatsumaki. response:	While waiting for you, I completed the ceremony's preparations.
context: Princess!\Hey, Tatsumaki. You came too?\Yup, he wanted to see you off too.\Really?\Only Sink and I can be here during the moment of deportation.\Tatsumaki, why don't you bid Sink goodbye right now?\Yeah, thank you too, Tatsumaki.\While waiting for you, I completed the ceremony's preparations. response:	When the time comes, it'll be the opposite of how you came.
context: Hey, Tatsumaki. You came too?\Yup, he wanted to see you off too.\Really?\Only Sink and I can be here during the moment of deportation.\Tatsumaki, why don't you bid Sink goodbye right now?\Yeah, thank you too, Tatsumaki.\While waiting for you, I completed the ceremony's preparations.\When the time comes, it'll be the opposite of how you came. response:	You'll ascend to the sky from here,
context: Yup, he wanted to see you off too.\Really?\Only Sink and I can be here during the moment of deportation.\Tatsumaki, why don't you bid Sink goodbye right now?\Yeah, thank you too, Tatsumaki.\While waiting for you, I completed the ceremony's preparations.\When the time comes, it'll be the opposite of how you came.\You'll ascend to the sky from here, response:	and then you'll return to your homeworld.
context: Really?\Only Sink and I can be here during the moment of deportation.\Tatsumaki, why don't you bid Sink goodbye right now?\Yeah, thank you too, Tatsumaki.\While waiting for you, I completed the ceremony's preparations.\When the time comes, it'll be the opposite of how you came.\You'll ascend to the sky from here,\and then you'll return to your homeworld. response:	I see.
context: Only Sink and I can be here during the moment of deportation.\Tatsumaki, why don't you bid Sink goodbye right now?\Yeah, thank you too, Tatsumaki.\While waiting for you, I completed the ceremony's preparations.\When the time comes, it'll be the opposite of how you came.\You'll ascend to the sky from here,\and then you'll return to your homeworld.\I see. response:	It should be just a short while ago that I summoned you,
context: Tatsumaki, why don't you bid Sink goodbye right now?\Yeah, thank you too, Tatsumaki.\While waiting for you, I completed the ceremony's preparations.\When the time comes, it'll be the opposite of how you came.\You'll ascend to the sky from here,\and then you'll return to your homeworld.\I see.\It should be just a short while ago that I summoned you, response:	yet it feels like it's been so long.
context: Yeah, thank you too, Tatsumaki.\While waiting for you, I completed the ceremony's preparations.\When the time comes, it'll be the opposite of how you came.\You'll ascend to the sky from here,\and then you'll return to your homeworld.\I see.\It should be just a short while ago that I summoned you,\yet it feels like it's been so long. response:	I met you here, and you became our hero.
context: While waiting for you, I completed the ceremony's preparations.\When the time comes, it'll be the opposite of how you came.\You'll ascend to the sky from here,\and then you'll return to your homeworld.\I see.\It should be just a short while ago that I summoned you,\yet it feels like it's been so long.\I met you here, and you became our hero. response:	So much has happened, but most importantly,
