context: I say yes response:	Stay with me
context: Lets change any future into hope\Don't touch! S\Touch me S\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses response:	Touch me because I'm tired Hey, lend me your shoulder
context: Don't touch! S\Touch me S\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder response:	I love you, its a lie
context: Touch me S\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie response:	I hate you, thats a lie, too
context: Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too response:	Nay nay nay, its useless, its a misunderstanding
context: Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding response:	So I wont say, I love you”
context: You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you” response:	Non non non, because I absolutely wont forgive you
context: Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you response:	If you go to somewhere else
context: Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else response:	But
context: Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But response:	The truth is, I want to be by your side more than anyone else
context: I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else response:	Lets go take a walk in chains of love!
context: I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love! response:	The Oath of Wind and Water
context: Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Oath of Wind and Water response:	The Oath of Wind and Water
context: So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Oath of Wind and Water\The Oath of Wind and Water response:	Next Time
context: Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Oath of Wind and Water\The Oath of Wind and Water\Next Time response:	Sword of the Holy Man
context: If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Oath of Wind and Water\The Oath of Wind and Water\Next Time\Sword of the Holy Man response:	Three years earlier
context: But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Oath of Wind and Water\The Oath of Wind and Water\Next Time\Sword of the Holy Man\Three years earlier response:	Henrietta.
context: The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Oath of Wind and Water\The Oath of Wind and Water\Next Time\Sword of the Holy Man\Three years earlier\Henrietta. response:	Wales-sama.
context: Lets go take a walk in chains of love!\The Oath of Wind and Water\The Oath of Wind and Water\Next Time\Sword of the Holy Man\Three years earlier\Henrietta.\Wales-sama. response:	The Ruby of Wind, passed down through the Albion Kingdom, and...
context: The Oath of Wind and Water\The Oath of Wind and Water\Next Time\Sword of the Holy Man\Three years earlier\Henrietta.\Wales-sama.\The Ruby of Wind, passed down through the Albion Kingdom, and... response:	Water and wind create a rainbow.
context: The Oath of Wind and Water\Next Time\Sword of the Holy Man\Three years earlier\Henrietta.\Wales-sama.\The Ruby of Wind, passed down through the Albion Kingdom, and...\Water and wind create a rainbow. response:	A rainbow between the two royal families.
context: Next Time\Sword of the Holy Man\Three years earlier\Henrietta.\Wales-sama.\The Ruby of Wind, passed down through the Albion Kingdom, and...\Water and wind create a rainbow.\A rainbow between the two royal families. response:	Let there be a rainbow between us,
context: Sword of the Holy Man\Three years earlier\Henrietta.\Wales-sama.\The Ruby of Wind, passed down through the Albion Kingdom, and...\Water and wind create a rainbow.\A rainbow between the two royal families.\Let there be a rainbow between us, response:	those who are in the midst of forbidden love.
context: Three years earlier\Henrietta.\Wales-sama.\The Ruby of Wind, passed down through the Albion Kingdom, and...\Water and wind create a rainbow.\A rainbow between the two royal families.\Let there be a rainbow between us,\those who are in the midst of forbidden love. response:	Wales-sama.
context: Henrietta.\Wales-sama.\The Ruby of Wind, passed down through the Albion Kingdom, and...\Water and wind create a rainbow.\A rainbow between the two royal families.\Let there be a rainbow between us,\those who are in the midst of forbidden love.\Wales-sama. response:	Wales-sama.
context: Wales-sama.\The Ruby of Wind, passed down through the Albion Kingdom, and...\Water and wind create a rainbow.\A rainbow between the two royal families.\Let there be a rainbow between us,\those who are in the midst of forbidden love.\Wales-sama.\Wales-sama. response:	The spirit that lives in Lagdorian Lake is also called the Spirit of Oath.
context: The Ruby of Wind, passed down through the Albion Kingdom, and...\Water and wind create a rainbow.\A rainbow between the two royal families.\Let there be a rainbow between us,\those who are in the midst of forbidden love.\Wales-sama.\Wales-sama.\The spirit that lives in Lagdorian Lake is also called the Spirit of Oath. response:	I have been told that an oath made here cannot be torn apart.
context: Water and wind create a rainbow.\A rainbow between the two royal families.\Let there be a rainbow between us,\those who are in the midst of forbidden love.\Wales-sama.\Wales-sama.\The spirit that lives in Lagdorian Lake is also called the Spirit of Oath.\I have been told that an oath made here cannot be torn apart. response:	That is a fairy tale, Henrietta.
context: A rainbow between the two royal families.\Let there be a rainbow between us,\those who are in the midst of forbidden love.\Wales-sama.\Wales-sama.\The spirit that lives in Lagdorian Lake is also called the Spirit of Oath.\I have been told that an oath made here cannot be torn apart.\That is a fairy tale, Henrietta. response:	I believe it.
context: Let there be a rainbow between us,\those who are in the midst of forbidden love.\Wales-sama.\Wales-sama.\The spirit that lives in Lagdorian Lake is also called the Spirit of Oath.\I have been told that an oath made here cannot be torn apart.\That is a fairy tale, Henrietta.\I believe it. response:	I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.
context: those who are in the midst of forbidden love.\Wales-sama.\Wales-sama.\The spirit that lives in Lagdorian Lake is also called the Spirit of Oath.\I have been told that an oath made here cannot be torn apart.\That is a fairy tale, Henrietta.\I believe it.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water. response:	I will love Prince Wales for all eternity.
context: Wales-sama.\Wales-sama.\The spirit that lives in Lagdorian Lake is also called the Spirit of Oath.\I have been told that an oath made here cannot be torn apart.\That is a fairy tale, Henrietta.\I believe it.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Prince Wales for all eternity. response:	Henrietta...
context: Wales-sama.\The spirit that lives in Lagdorian Lake is also called the Spirit of Oath.\I have been told that an oath made here cannot be torn apart.\That is a fairy tale, Henrietta.\I believe it.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Prince Wales for all eternity.\Henrietta... response:	Well, will you please swear your love, too?
context: The spirit that lives in Lagdorian Lake is also called the Spirit of Oath.\I have been told that an oath made here cannot be torn apart.\That is a fairy tale, Henrietta.\I believe it.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Prince Wales for all eternity.\Henrietta...\Well, will you please swear your love, too? response:	I, Prince Wales of the Albion Kingdom, hereby make an oath to the Spirit of Water.
context: I have been told that an oath made here cannot be torn apart.\That is a fairy tale, Henrietta.\I believe it.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Prince Wales for all eternity.\Henrietta...\Well, will you please swear your love, too?\I, Prince Wales of the Albion Kingdom, hereby make an oath to the Spirit of Water. response:	To walk along the side of this Lagdorian Lake while holding Princess Henrietta of Tristain's hand...
context: That is a fairy tale, Henrietta.\I believe it.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Prince Wales for all eternity.\Henrietta...\Well, will you please swear your love, too?\I, Prince Wales of the Albion Kingdom, hereby make an oath to the Spirit of Water.\To walk along the side of this Lagdorian Lake while holding Princess Henrietta of Tristain's hand... response:	Wales-sama...
context: I believe it.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Prince Wales for all eternity.\Henrietta...\Well, will you please swear your love, too?\I, Prince Wales of the Albion Kingdom, hereby make an oath to the Spirit of Water.\To walk along the side of this Lagdorian Lake while holding Princess Henrietta of Tristain's hand...\Wales-sama... response:	You are no longer in this world...
context: I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Prince Wales for all eternity.\Henrietta...\Well, will you please swear your love, too?\I, Prince Wales of the Albion Kingdom, hereby make an oath to the Spirit of Water.\To walk along the side of this Lagdorian Lake while holding Princess Henrietta of Tristain's hand...\Wales-sama...\You are no longer in this world... response:	I cannot believe that...
context: I will love Prince Wales for all eternity.\Henrietta...\Well, will you please swear your love, too?\I, Prince Wales of the Albion Kingdom, hereby make an oath to the Spirit of Water.\To walk along the side of this Lagdorian Lake while holding Princess Henrietta of Tristain's hand...\Wales-sama...\You are no longer in this world...\I cannot believe that... response:	How could I live in a world where you don't exist?
context: Henrietta...\Well, will you please swear your love, too?\I, Prince Wales of the Albion Kingdom, hereby make an oath to the Spirit of Water.\To walk along the side of this Lagdorian Lake while holding Princess Henrietta of Tristain's hand...\Wales-sama...\You are no longer in this world...\I cannot believe that...\How could I live in a world where you don't exist? response:	A rainbow can only exist in the sky in the presence of both water and wind.
context: Well, will you please swear your love, too?\I, Prince Wales of the Albion Kingdom, hereby make an oath to the Spirit of Water.\To walk along the side of this Lagdorian Lake while holding Princess Henrietta of Tristain's hand...\Wales-sama...\You are no longer in this world...\I cannot believe that...\How could I live in a world where you don't exist?\A rainbow can only exist in the sky in the presence of both water and wind. response:	What is happening?
context: I, Prince Wales of the Albion Kingdom, hereby make an oath to the Spirit of Water.\To walk along the side of this Lagdorian Lake while holding Princess Henrietta of Tristain's hand...\Wales-sama...\You are no longer in this world...\I cannot believe that...\How could I live in a world where you don't exist?\A rainbow can only exist in the sky in the presence of both water and wind.\What is happening? response:	Henrietta.
context: To walk along the side of this Lagdorian Lake while holding Princess Henrietta of Tristain's hand...\Wales-sama...\You are no longer in this world...\I cannot believe that...\How could I live in a world where you don't exist?\A rainbow can only exist in the sky in the presence of both water and wind.\What is happening?\Henrietta. response:	W-Who is this?
context: Wales-sama...\You are no longer in this world...\I cannot believe that...\How could I live in a world where you don't exist?\A rainbow can only exist in the sky in the presence of both water and wind.\What is happening?\Henrietta.\W-Who is this? response:	You insolent man, coming to the Queen's room after dark.
context: You are no longer in this world...\I cannot believe that...\How could I live in a world where you don't exist?\A rainbow can only exist in the sky in the presence of both water and wind.\What is happening?\Henrietta.\W-Who is this?\You insolent man, coming to the Queen's room after dark. response:	It is me, Henrietta.
context: I cannot believe that...\How could I live in a world where you don't exist?\A rainbow can only exist in the sky in the presence of both water and wind.\What is happening?\Henrietta.\W-Who is this?\You insolent man, coming to the Queen's room after dark.\It is me, Henrietta. response:	It is Wales.
context: How could I live in a world where you don't exist?\A rainbow can only exist in the sky in the presence of both water and wind.\What is happening?\Henrietta.\W-Who is this?\You insolent man, coming to the Queen's room after dark.\It is me, Henrietta.\It is Wales. response:	Wales?
context: A rainbow can only exist in the sky in the presence of both water and wind.\What is happening?\Henrietta.\W-Who is this?\You insolent man, coming to the Queen's room after dark.\It is me, Henrietta.\It is Wales.\Wales? response:	Open the window for me, my dear Henrietta.
context: What is happening?\Henrietta.\W-Who is this?\You insolent man, coming to the Queen's room after dark.\It is me, Henrietta.\It is Wales.\Wales?\Open the window for me, my dear Henrietta. response:	Wales-sama?
context: Henrietta.\W-Who is this?\You insolent man, coming to the Queen's room after dark.\It is me, Henrietta.\It is Wales.\Wales?\Open the window for me, my dear Henrietta.\Wales-sama? response:	That cannot be.
context: W-Who is this?\You insolent man, coming to the Queen's room after dark.\It is me, Henrietta.\It is Wales.\Wales?\Open the window for me, my dear Henrietta.\Wales-sama?\That cannot be. response:	How?
context: You insolent man, coming to the Queen's room after dark.\It is me, Henrietta.\It is Wales.\Wales?\Open the window for me, my dear Henrietta.\Wales-sama?\That cannot be.\How? response:	You should be dead...
context: It is me, Henrietta.\It is Wales.\Wales?\Open the window for me, my dear Henrietta.\Wales-sama?\That cannot be.\How?\You should be dead... response:	I am not dead, for I am alive before you.
context: It is Wales.\Wales?\Open the window for me, my dear Henrietta.\Wales-sama?\That cannot be.\How?\You should be dead...\I am not dead, for I am alive before you. response:	The one who died was my double.
context: Wales?\Open the window for me, my dear Henrietta.\Wales-sama?\That cannot be.\How?\You should be dead...\I am not dead, for I am alive before you.\The one who died was my double. response:	It cannot be...
context: Open the window for me, my dear Henrietta.\Wales-sama?\That cannot be.\How?\You should be dead...\I am not dead, for I am alive before you.\The one who died was my double.\It cannot be... response:	Then I shall show you the proof that I am really me.
context: Wales-sama?\That cannot be.\How?\You should be dead...\I am not dead, for I am alive before you.\The one who died was my double.\It cannot be...\Then I shall show you the proof that I am really me. response:	On that windy night...
context: That cannot be.\How?\You should be dead...\I am not dead, for I am alive before you.\The one who died was my double.\It cannot be...\Then I shall show you the proof that I am really me.\On that windy night... response:	The oath between the water...
context: How?\You should be dead...\I am not dead, for I am alive before you.\The one who died was my double.\It cannot be...\Then I shall show you the proof that I am really me.\On that windy night...\The oath between the water... response:	Wales-sama...
context: You should be dead...\I am not dead, for I am alive before you.\The one who died was my double.\It cannot be...\Then I shall show you the proof that I am really me.\On that windy night...\The oath between the water...\Wales-sama... response:	You were alive...
context: I am not dead, for I am alive before you.\The one who died was my double.\It cannot be...\Then I shall show you the proof that I am really me.\On that windy night...\The oath between the water...\Wales-sama...\You were alive... response:	You are alive.
context: The one who died was my double.\It cannot be...\Then I shall show you the proof that I am really me.\On that windy night...\The oath between the water...\Wales-sama...\You were alive...\You are alive. response:	I have come for you, Henrietta.
context: It cannot be...\Then I shall show you the proof that I am really me.\On that windy night...\The oath between the water...\Wales-sama...\You were alive...\You are alive.\I have come for you, Henrietta. response:	I want you to come with me.
context: Then I shall show you the proof that I am really me.\On that windy night...\The oath between the water...\Wales-sama...\You were alive...\You are alive.\I have come for you, Henrietta.\I want you to come with me. response:	Go with you?
context: On that windy night...\The oath between the water...\Wales-sama...\You were alive...\You are alive.\I have come for you, Henrietta.\I want you to come with me.\Go with you? response:	To Albion!
context: The oath between the water...\Wales-sama...\You were alive...\You are alive.\I have come for you, Henrietta.\I want you to come with me.\Go with you?\To Albion! response:	You cannot go.
context: Wales-sama...\You were alive...\You are alive.\I have come for you, Henrietta.\I want you to come with me.\Go with you?\To Albion!\You cannot go. response:	If you go to Albion now, they will definitely kill you.
context: You were alive...\You are alive.\I have come for you, Henrietta.\I want you to come with me.\Go with you?\To Albion!\You cannot go.\If you go to Albion now, they will definitely kill you. response:	Still, I must return.
context: You are alive.\I have come for you, Henrietta.\I want you to come with me.\Go with you?\To Albion!\You cannot go.\If you go to Albion now, they will definitely kill you.\Still, I must return. response:	It is my duty as a prince.
context: I have come for you, Henrietta.\I want you to come with me.\Go with you?\To Albion!\You cannot go.\If you go to Albion now, they will definitely kill you.\Still, I must return.\It is my duty as a prince. response:	Please do not go.
context: I want you to come with me.\Go with you?\To Albion!\You cannot go.\If you go to Albion now, they will definitely kill you.\Still, I must return.\It is my duty as a prince.\Please do not go. response:	Please stay in this kingdom with me.
context: Go with you?\To Albion!\You cannot go.\If you go to Albion now, they will definitely kill you.\Still, I must return.\It is my duty as a prince.\Please do not go.\Please stay in this kingdom with me. response:	I love you, Henrietta.
context: To Albion!\You cannot go.\If you go to Albion now, they will definitely kill you.\Still, I must return.\It is my duty as a prince.\Please do not go.\Please stay in this kingdom with me.\I love you, Henrietta. response:	So, please come with me.
context: You cannot go.\If you go to Albion now, they will definitely kill you.\Still, I must return.\It is my duty as a prince.\Please do not go.\Please stay in this kingdom with me.\I love you, Henrietta.\So, please come with me. response:	I love you, Henrietta.
context: If you go to Albion now, they will definitely kill you.\Still, I must return.\It is my duty as a prince.\Please do not go.\Please stay in this kingdom with me.\I love you, Henrietta.\So, please come with me.\I love you, Henrietta. response:	I love you.
context: Still, I must return.\It is my duty as a prince.\Please do not go.\Please stay in this kingdom with me.\I love you, Henrietta.\So, please come with me.\I love you, Henrietta.\I love you. response:	What's the story behind this?
context: It is my duty as a prince.\Please do not go.\Please stay in this kingdom with me.\I love you, Henrietta.\So, please come with me.\I love you, Henrietta.\I love you.\What's the story behind this? response:	The Princess got kidnapped?
context: Please do not go.\Please stay in this kingdom with me.\I love you, Henrietta.\So, please come with me.\I love you, Henrietta.\I love you.\What's the story behind this?\The Princess got kidnapped? response:	It is my fault.
context: Please stay in this kingdom with me.\I love you, Henrietta.\So, please come with me.\I love you, Henrietta.\I love you.\What's the story behind this?\The Princess got kidnapped?\It is my fault. response:	So, where's the Princess?
context: I love you, Henrietta.\So, please come with me.\I love you, Henrietta.\I love you.\What's the story behind this?\The Princess got kidnapped?\It is my fault.\So, where's the Princess? response:	My subordinates are currently on the chase.
context: So, please come with me.\I love you, Henrietta.\I love you.\What's the story behind this?\The Princess got kidnapped?\It is my fault.\So, where's the Princess?\My subordinates are currently on the chase. response:	The ruffian who kidnapped Her Highness is headed towards Lagdorian Lake.
context: I love you, Henrietta.\I love you.\What's the story behind this?\The Princess got kidnapped?\It is my fault.\So, where's the Princess?\My subordinates are currently on the chase.\The ruffian who kidnapped Her Highness is headed towards Lagdorian Lake. response:	Lagdorian Lake?
context: I love you.\What's the story behind this?\The Princess got kidnapped?\It is my fault.\So, where's the Princess?\My subordinates are currently on the chase.\The ruffian who kidnapped Her Highness is headed towards Lagdorian Lake.\Lagdorian Lake? response:	At any rate, we cannot publicise this event.
context: What's the story behind this?\The Princess got kidnapped?\It is my fault.\So, where's the Princess?\My subordinates are currently on the chase.\The ruffian who kidnapped Her Highness is headed towards Lagdorian Lake.\Lagdorian Lake?\At any rate, we cannot publicise this event. response:	We must save Her Highness with only my Musketeer Force and you two.
context: The Princess got kidnapped?\It is my fault.\So, where's the Princess?\My subordinates are currently on the chase.\The ruffian who kidnapped Her Highness is headed towards Lagdorian Lake.\Lagdorian Lake?\At any rate, we cannot publicise this event.\We must save Her Highness with only my Musketeer Force and you two. response:	You will cooperate, won't you?
context: It is my fault.\So, where's the Princess?\My subordinates are currently on the chase.\The ruffian who kidnapped Her Highness is headed towards Lagdorian Lake.\Lagdorian Lake?\At any rate, we cannot publicise this event.\We must save Her Highness with only my Musketeer Force and you two.\You will cooperate, won't you? response:	Of course.
context: So, where's the Princess?\My subordinates are currently on the chase.\The ruffian who kidnapped Her Highness is headed towards Lagdorian Lake.\Lagdorian Lake?\At any rate, we cannot publicise this event.\We must save Her Highness with only my Musketeer Force and you two.\You will cooperate, won't you?\Of course. response:	The crisis involved the Princess, so we can't overlook this.
context: My subordinates are currently on the chase.\The ruffian who kidnapped Her Highness is headed towards Lagdorian Lake.\Lagdorian Lake?\At any rate, we cannot publicise this event.\We must save Her Highness with only my Musketeer Force and you two.\You will cooperate, won't you?\Of course.\The crisis involved the Princess, so we can't overlook this. response:	Thank you for your assistance.
context: The ruffian who kidnapped Her Highness is headed towards Lagdorian Lake.\Lagdorian Lake?\At any rate, we cannot publicise this event.\We must save Her Highness with only my Musketeer Force and you two.\You will cooperate, won't you?\Of course.\The crisis involved the Princess, so we can't overlook this.\Thank you for your assistance. response:	It's still under repair, do you hear?!
context: Lagdorian Lake?\At any rate, we cannot publicise this event.\We must save Her Highness with only my Musketeer Force and you two.\You will cooperate, won't you?\Of course.\The crisis involved the Princess, so we can't overlook this.\Thank you for your assistance.\It's still under repair, do you hear?! response:	Oh yeah, Colbert-sensei.
context: At any rate, we cannot publicise this event.\We must save Her Highness with only my Musketeer Force and you two.\You will cooperate, won't you?\Of course.\The crisis involved the Princess, so we can't overlook this.\Thank you for your assistance.\It's still under repair, do you hear?!\Oh yeah, Colbert-sensei. response:	What about the thing I asked you before?
context: We must save Her Highness with only my Musketeer Force and you two.\You will cooperate, won't you?\Of course.\The crisis involved the Princess, so we can't overlook this.\Thank you for your assistance.\It's still under repair, do you hear?!\Oh yeah, Colbert-sensei.\What about the thing I asked you before? response:	If you mean the acceleration unit that uses gunpowder, I had it installed.
context: You will cooperate, won't you?\Of course.\The crisis involved the Princess, so we can't overlook this.\Thank you for your assistance.\It's still under repair, do you hear?!\Oh yeah, Colbert-sensei.\What about the thing I asked you before?\If you mean the acceleration unit that uses gunpowder, I had it installed. response:	This should let you take off even with a short runway.
context: Of course.\The crisis involved the Princess, so we can't overlook this.\Thank you for your assistance.\It's still under repair, do you hear?!\Oh yeah, Colbert-sensei.\What about the thing I asked you before?\If you mean the acceleration unit that uses gunpowder, I had it installed.\This should let you take off even with a short runway. response:	However...
context: The crisis involved the Princess, so we can't overlook this.\Thank you for your assistance.\It's still under repair, do you hear?!\Oh yeah, Colbert-sensei.\What about the thing I asked you before?\If you mean the acceleration unit that uses gunpowder, I had it installed.\This should let you take off even with a short runway.\However... response:	Geez, it's no time for chitchat!
context: Thank you for your assistance.\It's still under repair, do you hear?!\Oh yeah, Colbert-sensei.\What about the thing I asked you before?\If you mean the acceleration unit that uses gunpowder, I had it installed.\This should let you take off even with a short runway.\However...\Geez, it's no time for chitchat! response:	The Princess is in danger!
context: It's still under repair, do you hear?!\Oh yeah, Colbert-sensei.\What about the thing I asked you before?\If you mean the acceleration unit that uses gunpowder, I had it installed.\This should let you take off even with a short runway.\However...\Geez, it's no time for chitchat!\The Princess is in danger! response:	We need to catch up with Agnes fast!
context: Oh yeah, Colbert-sensei.\What about the thing I asked you before?\If you mean the acceleration unit that uses gunpowder, I had it installed.\This should let you take off even with a short runway.\However...\Geez, it's no time for chitchat!\The Princess is in danger!\We need to catch up with Agnes fast! response:	We'll head out now.
context: What about the thing I asked you before?\If you mean the acceleration unit that uses gunpowder, I had it installed.\This should let you take off even with a short runway.\However...\Geez, it's no time for chitchat!\The Princess is in danger!\We need to catch up with Agnes fast!\We'll head out now. response:	But...
context: If you mean the acceleration unit that uses gunpowder, I had it installed.\This should let you take off even with a short runway.\However...\Geez, it's no time for chitchat!\The Princess is in danger!\We need to catch up with Agnes fast!\We'll head out now.\But... response:	We'll crash!
context: This should let you take off even with a short runway.\However...\Geez, it's no time for chitchat!\The Princess is in danger!\We need to catch up with Agnes fast!\We'll head out now.\But...\We'll crash! response:	There they go.
context: However...\Geez, it's no time for chitchat!\The Princess is in danger!\We need to catch up with Agnes fast!\We'll head out now.\But...\We'll crash!\There they go. response:	Will they really be all right?
context: Geez, it's no time for chitchat!\The Princess is in danger!\We need to catch up with Agnes fast!\We'll head out now.\But...\We'll crash!\There they go.\Will they really be all right? response:	With all these parts left behind...
context: The Princess is in danger!\We need to catch up with Agnes fast!\We'll head out now.\But...\We'll crash!\There they go.\Will they really be all right?\With all these parts left behind... response:	Geez, what's with the racket so early in the morning?
