context: HALF response:	TS
context: I know... but...\With Alleluia and Kyrie's Third Engines inoperative,\I must be strong enough by myself.\I have to... become stronger.\What was that for?!\That's enough! Get some rest.\My IFOs aren't meant to be piloted by sleep-deprived kids!\Mr. Alex... response:	Hey! Ao!
context: With Alleluia and Kyrie's Third Engines inoperative,\I must be strong enough by myself.\I have to... become stronger.\What was that for?!\That's enough! Get some rest.\My IFOs aren't meant to be piloted by sleep-deprived kids!\Mr. Alex...\Hey! Ao! response:	The new parts have come in!
context: I must be strong enough by myself.\I have to... become stronger.\What was that for?!\That's enough! Get some rest.\My IFOs aren't meant to be piloted by sleep-deprived kids!\Mr. Alex...\Hey! Ao!\The new parts have come in! response:	We've been getting by with Kyrie's spare parts up till now,
context: I have to... become stronger.\What was that for?!\That's enough! Get some rest.\My IFOs aren't meant to be piloted by sleep-deprived kids!\Mr. Alex...\Hey! Ao!\The new parts have come in!\We've been getting by with Kyrie's spare parts up till now, response:	but Nirvash will be back in top shape for the next mission!
context: What was that for?!\That's enough! Get some rest.\My IFOs aren't meant to be piloted by sleep-deprived kids!\Mr. Alex...\Hey! Ao!\The new parts have come in!\We've been getting by with Kyrie's spare parts up till now,\but Nirvash will be back in top shape for the next mission! response:	We'll be counting on you, Ace!
context: That's enough! Get some rest.\My IFOs aren't meant to be piloted by sleep-deprived kids!\Mr. Alex...\Hey! Ao!\The new parts have come in!\We've been getting by with Kyrie's spare parts up till now,\but Nirvash will be back in top shape for the next mission!\We'll be counting on you, Ace! response:	You're still up working, Chief?
context: My IFOs aren't meant to be piloted by sleep-deprived kids!\Mr. Alex...\Hey! Ao!\The new parts have come in!\We've been getting by with Kyrie's spare parts up till now,\but Nirvash will be back in top shape for the next mission!\We'll be counting on you, Ace!\You're still up working, Chief? response:	Well, something was bothering me.
context: Mr. Alex...\Hey! Ao!\The new parts have come in!\We've been getting by with Kyrie's spare parts up till now,\but Nirvash will be back in top shape for the next mission!\We'll be counting on you, Ace!\You're still up working, Chief?\Well, something was bothering me. response:	Doesn't it bother you too? Secrets, that is.
context: Hey! Ao!\The new parts have come in!\We've been getting by with Kyrie's spare parts up till now,\but Nirvash will be back in top shape for the next mission!\We'll be counting on you, Ace!\You're still up working, Chief?\Well, something was bothering me.\Doesn't it bother you too? Secrets, that is. response:	Indeed. Since the battle near Ogasawara,
context: The new parts have come in!\We've been getting by with Kyrie's spare parts up till now,\but Nirvash will be back in top shape for the next mission!\We'll be counting on you, Ace!\You're still up working, Chief?\Well, something was bothering me.\Doesn't it bother you too? Secrets, that is.\Indeed. Since the battle near Ogasawara, response:	emergences have been becoming more frequent.
context: We've been getting by with Kyrie's spare parts up till now,\but Nirvash will be back in top shape for the next mission!\We'll be counting on you, Ace!\You're still up working, Chief?\Well, something was bothering me.\Doesn't it bother you too? Secrets, that is.\Indeed. Since the battle near Ogasawara,\emergences have been becoming more frequent. response:	That's not all.
context: but Nirvash will be back in top shape for the next mission!\We'll be counting on you, Ace!\You're still up working, Chief?\Well, something was bothering me.\Doesn't it bother you too? Secrets, that is.\Indeed. Since the battle near Ogasawara,\emergences have been becoming more frequent.\That's not all. response:	Since the battle at Arizona, Secrets have started to resemble humans more and more.
context: We'll be counting on you, Ace!\You're still up working, Chief?\Well, something was bothering me.\Doesn't it bother you too? Secrets, that is.\Indeed. Since the battle near Ogasawara,\emergences have been becoming more frequent.\That's not all.\Since the battle at Arizona, Secrets have started to resemble humans more and more. response:	Then there's the signal Georg had observed.
context: You're still up working, Chief?\Well, something was bothering me.\Doesn't it bother you too? Secrets, that is.\Indeed. Since the battle near Ogasawara,\emergences have been becoming more frequent.\That's not all.\Since the battle at Arizona, Secrets have started to resemble humans more and more.\Then there's the signal Georg had observed. response:	That was
context: Well, something was bothering me.\Doesn't it bother you too? Secrets, that is.\Indeed. Since the battle near Ogasawara,\emergences have been becoming more frequent.\That's not all.\Since the battle at Arizona, Secrets have started to resemble humans more and more.\Then there's the signal Georg had observed.\That was response:	The unknown signal I had detected during the battle of Ogasawara
context: Doesn't it bother you too? Secrets, that is.\Indeed. Since the battle near Ogasawara,\emergences have been becoming more frequent.\That's not all.\Since the battle at Arizona, Secrets have started to resemble humans more and more.\Then there's the signal Georg had observed.\That was\The unknown signal I had detected during the battle of Ogasawara response:	has been detected in seven further incidents since then.
context: Indeed. Since the battle near Ogasawara,\emergences have been becoming more frequent.\That's not all.\Since the battle at Arizona, Secrets have started to resemble humans more and more.\Then there's the signal Georg had observed.\That was\The unknown signal I had detected during the battle of Ogasawara\has been detected in seven further incidents since then. response:	The analysis is not yet complete.
context: emergences have been becoming more frequent.\That's not all.\Since the battle at Arizona, Secrets have started to resemble humans more and more.\Then there's the signal Georg had observed.\That was\The unknown signal I had detected during the battle of Ogasawara\has been detected in seven further incidents since then.\The analysis is not yet complete. response:	However, according to measurements, the signal gain is increasing.
context: That's not all.\Since the battle at Arizona, Secrets have started to resemble humans more and more.\Then there's the signal Georg had observed.\That was\The unknown signal I had detected during the battle of Ogasawara\has been detected in seven further incidents since then.\The analysis is not yet complete.\However, according to measurements, the signal gain is increasing. response:	What's your opinion, Christophe? The Japanese Government's
context: Since the battle at Arizona, Secrets have started to resemble humans more and more.\Then there's the signal Georg had observed.\That was\The unknown signal I had detected during the battle of Ogasawara\has been detected in seven further incidents since then.\The analysis is not yet complete.\However, according to measurements, the signal gain is increasing.\What's your opinion, Christophe? The Japanese Government's response:	That nonsense?
context: Then there's the signal Georg had observed.\That was\The unknown signal I had detected during the battle of Ogasawara\has been detected in seven further incidents since then.\The analysis is not yet complete.\However, according to measurements, the signal gain is increasing.\What's your opinion, Christophe? The Japanese Government's\That nonsense? response:	That the Scub is an invader of our universe,
context: That was\The unknown signal I had detected during the battle of Ogasawara\has been detected in seven further incidents since then.\The analysis is not yet complete.\However, according to measurements, the signal gain is increasing.\What's your opinion, Christophe? The Japanese Government's\That nonsense?\That the Scub is an invader of our universe, response:	and Secrets are the immune system that eradicates foreign objects?
context: The unknown signal I had detected during the battle of Ogasawara\has been detected in seven further incidents since then.\The analysis is not yet complete.\However, according to measurements, the signal gain is increasing.\What's your opinion, Christophe? The Japanese Government's\That nonsense?\That the Scub is an invader of our universe,\and Secrets are the immune system that eradicates foreign objects? response:	It might be rubbish, but the fact is that they've pricked the ears of many countries around the world.
context: has been detected in seven further incidents since then.\The analysis is not yet complete.\However, according to measurements, the signal gain is increasing.\What's your opinion, Christophe? The Japanese Government's\That nonsense?\That the Scub is an invader of our universe,\and Secrets are the immune system that eradicates foreign objects?\It might be rubbish, but the fact is that they've pricked the ears of many countries around the world. response:	It's all currently under investigation.
context: The analysis is not yet complete.\However, according to measurements, the signal gain is increasing.\What's your opinion, Christophe? The Japanese Government's\That nonsense?\That the Scub is an invader of our universe,\and Secrets are the immune system that eradicates foreign objects?\It might be rubbish, but the fact is that they've pricked the ears of many countries around the world.\It's all currently under investigation. response:	I'll keep you informed of any developments.
context: However, according to measurements, the signal gain is increasing.\What's your opinion, Christophe? The Japanese Government's\That nonsense?\That the Scub is an invader of our universe,\and Secrets are the immune system that eradicates foreign objects?\It might be rubbish, but the fact is that they've pricked the ears of many countries around the world.\It's all currently under investigation.\I'll keep you informed of any developments. response:	I'll be counting on you.
context: What's your opinion, Christophe? The Japanese Government's\That nonsense?\That the Scub is an invader of our universe,\and Secrets are the immune system that eradicates foreign objects?\It might be rubbish, but the fact is that they've pricked the ears of many countries around the world.\It's all currently under investigation.\I'll keep you informed of any developments.\I'll be counting on you. response:	In any case, be it Scub or Secret, we'll be the ones dictating which one represents justice.
context: That nonsense?\That the Scub is an invader of our universe,\and Secrets are the immune system that eradicates foreign objects?\It might be rubbish, but the fact is that they've pricked the ears of many countries around the world.\It's all currently under investigation.\I'll keep you informed of any developments.\I'll be counting on you.\In any case, be it Scub or Secret, we'll be the ones dictating which one represents justice. response:	I have one more question for you.
context: That the Scub is an invader of our universe,\and Secrets are the immune system that eradicates foreign objects?\It might be rubbish, but the fact is that they've pricked the ears of many countries around the world.\It's all currently under investigation.\I'll keep you informed of any developments.\I'll be counting on you.\In any case, be it Scub or Secret, we'll be the ones dictating which one represents justice.\I have one more question for you. response:	Where do you stockpile all the Quartz that you gather?
context: and Secrets are the immune system that eradicates foreign objects?\It might be rubbish, but the fact is that they've pricked the ears of many countries around the world.\It's all currently under investigation.\I'll keep you informed of any developments.\I'll be counting on you.\In any case, be it Scub or Secret, we'll be the ones dictating which one represents justice.\I have one more question for you.\Where do you stockpile all the Quartz that you gather? response:	So you haven't discovered anything...
context: It might be rubbish, but the fact is that they've pricked the ears of many countries around the world.\It's all currently under investigation.\I'll keep you informed of any developments.\I'll be counting on you.\In any case, be it Scub or Secret, we'll be the ones dictating which one represents justice.\I have one more question for you.\Where do you stockpile all the Quartz that you gather?\So you haven't discovered anything... response:	Even after sending an agent in to infiltrate and investigate us.
context: It's all currently under investigation.\I'll keep you informed of any developments.\I'll be counting on you.\In any case, be it Scub or Secret, we'll be the ones dictating which one represents justice.\I have one more question for you.\Where do you stockpile all the Quartz that you gather?\So you haven't discovered anything...\Even after sending an agent in to infiltrate and investigate us. response:	You are aware that we can pressure people even higher than you, right?
context: I'll keep you informed of any developments.\I'll be counting on you.\In any case, be it Scub or Secret, we'll be the ones dictating which one represents justice.\I have one more question for you.\Where do you stockpile all the Quartz that you gather?\So you haven't discovered anything...\Even after sending an agent in to infiltrate and investigate us.\You are aware that we can pressure people even higher than you, right? response:	The Big Blue World is merely one of our stockholders.
context: I'll be counting on you.\In any case, be it Scub or Secret, we'll be the ones dictating which one represents justice.\I have one more question for you.\Where do you stockpile all the Quartz that you gather?\So you haven't discovered anything...\Even after sending an agent in to infiltrate and investigate us.\You are aware that we can pressure people even higher than you, right?\The Big Blue World is merely one of our stockholders. response:	I don't recall ever taking orders from them.
context: In any case, be it Scub or Secret, we'll be the ones dictating which one represents justice.\I have one more question for you.\Where do you stockpile all the Quartz that you gather?\So you haven't discovered anything...\Even after sending an agent in to infiltrate and investigate us.\You are aware that we can pressure people even higher than you, right?\The Big Blue World is merely one of our stockholders.\I don't recall ever taking orders from them. response:	We are currently undergoing medical screenings.
context: I have one more question for you.\Where do you stockpile all the Quartz that you gather?\So you haven't discovered anything...\Even after sending an agent in to infiltrate and investigate us.\You are aware that we can pressure people even higher than you, right?\The Big Blue World is merely one of our stockholders.\I don't recall ever taking orders from them.\We are currently undergoing medical screenings. response:	All staff: please confirm your schedules and follow your superiors' directions.
context: Where do you stockpile all the Quartz that you gather?\So you haven't discovered anything...\Even after sending an agent in to infiltrate and investigate us.\You are aware that we can pressure people even higher than you, right?\The Big Blue World is merely one of our stockholders.\I don't recall ever taking orders from them.\We are currently undergoing medical screenings.\All staff: please confirm your schedules and follow your superiors' directions. response:	Anything wrong with your body? Vertigo? Nausea?
context: So you haven't discovered anything...\Even after sending an agent in to infiltrate and investigate us.\You are aware that we can pressure people even higher than you, right?\The Big Blue World is merely one of our stockholders.\I don't recall ever taking orders from them.\We are currently undergoing medical screenings.\All staff: please confirm your schedules and follow your superiors' directions.\Anything wrong with your body? Vertigo? Nausea? response:	Nothing really...
context: Even after sending an agent in to infiltrate and investigate us.\You are aware that we can pressure people even higher than you, right?\The Big Blue World is merely one of our stockholders.\I don't recall ever taking orders from them.\We are currently undergoing medical screenings.\All staff: please confirm your schedules and follow your superiors' directions.\Anything wrong with your body? Vertigo? Nausea?\Nothing really... response:	Umm...
context: You are aware that we can pressure people even higher than you, right?\The Big Blue World is merely one of our stockholders.\I don't recall ever taking orders from them.\We are currently undergoing medical screenings.\All staff: please confirm your schedules and follow your superiors' directions.\Anything wrong with your body? Vertigo? Nausea?\Nothing really...\Umm... response:	Mama Hannah, it's time for the shuttle.
context: The Big Blue World is merely one of our stockholders.\I don't recall ever taking orders from them.\We are currently undergoing medical screenings.\All staff: please confirm your schedules and follow your superiors' directions.\Anything wrong with your body? Vertigo? Nausea?\Nothing really...\Umm...\Mama Hannah, it's time for the shuttle. response:	I got it.
context: I don't recall ever taking orders from them.\We are currently undergoing medical screenings.\All staff: please confirm your schedules and follow your superiors' directions.\Anything wrong with your body? Vertigo? Nausea?\Nothing really...\Umm...\Mama Hannah, it's time for the shuttle.\I got it. response:	Send me the data once you're done.
context: We are currently undergoing medical screenings.\All staff: please confirm your schedules and follow your superiors' directions.\Anything wrong with your body? Vertigo? Nausea?\Nothing really...\Umm...\Mama Hannah, it's time for the shuttle.\I got it.\Send me the data once you're done. response:	Yes ma'am.
context: All staff: please confirm your schedules and follow your superiors' directions.\Anything wrong with your body? Vertigo? Nausea?\Nothing really...\Umm...\Mama Hannah, it's time for the shuttle.\I got it.\Send me the data once you're done.\Yes ma'am. response:	What's wrong?
context: Anything wrong with your body? Vertigo? Nausea?\Nothing really...\Umm...\Mama Hannah, it's time for the shuttle.\I got it.\Send me the data once you're done.\Yes ma'am.\What's wrong? response:	No...
context: Nothing really...\Umm...\Mama Hannah, it's time for the shuttle.\I got it.\Send me the data once you're done.\Yes ma'am.\What's wrong?\No... response:	It's nothing.
context: Umm...\Mama Hannah, it's time for the shuttle.\I got it.\Send me the data once you're done.\Yes ma'am.\What's wrong?\No...\It's nothing. response:	It's pretty rare for Mama Hannah to come all the way down from space.
context: Mama Hannah, it's time for the shuttle.\I got it.\Send me the data once you're done.\Yes ma'am.\What's wrong?\No...\It's nothing.\It's pretty rare for Mama Hannah to come all the way down from space. response:	Well, you know, it must be true.
context: I got it.\Send me the data once you're done.\Yes ma'am.\What's wrong?\No...\It's nothing.\It's pretty rare for Mama Hannah to come all the way down from space.\Well, you know, it must be true. response:	We've heard all the rumors.
context: Send me the data once you're done.\Yes ma'am.\What's wrong?\No...\It's nothing.\It's pretty rare for Mama Hannah to come all the way down from space.\Well, you know, it must be true.\We've heard all the rumors. response:	All his abnormalities are a result of the genes inherited from his mother.
context: Yes ma'am.\What's wrong?\No...\It's nothing.\It's pretty rare for Mama Hannah to come all the way down from space.\Well, you know, it must be true.\We've heard all the rumors.\All his abnormalities are a result of the genes inherited from his mother. response:	Eureka must be really pretty.
context: What's wrong?\No...\It's nothing.\It's pretty rare for Mama Hannah to come all the way down from space.\Well, you know, it must be true.\We've heard all the rumors.\All his abnormalities are a result of the genes inherited from his mother.\Eureka must be really pretty. response:	I wonder if Ao's taking after her.
context: No...\It's nothing.\It's pretty rare for Mama Hannah to come all the way down from space.\Well, you know, it must be true.\We've heard all the rumors.\All his abnormalities are a result of the genes inherited from his mother.\Eureka must be really pretty.\I wonder if Ao's taking after her. response:	Ao's been acting all strange since she came along.
context: It's nothing.\It's pretty rare for Mama Hannah to come all the way down from space.\Well, you know, it must be true.\We've heard all the rumors.\All his abnormalities are a result of the genes inherited from his mother.\Eureka must be really pretty.\I wonder if Ao's taking after her.\Ao's been acting all strange since she came along. response:	By the way, Elena, weren't you acting weird the other day when Eureka appeared?
context: It's pretty rare for Mama Hannah to come all the way down from space.\Well, you know, it must be true.\We've heard all the rumors.\All his abnormalities are a result of the genes inherited from his mother.\Eureka must be really pretty.\I wonder if Ao's taking after her.\Ao's been acting all strange since she came along.\By the way, Elena, weren't you acting weird the other day when Eureka appeared? response:	What was that all about?
context: Well, you know, it must be true.\We've heard all the rumors.\All his abnormalities are a result of the genes inherited from his mother.\Eureka must be really pretty.\I wonder if Ao's taking after her.\Ao's been acting all strange since she came along.\By the way, Elena, weren't you acting weird the other day when Eureka appeared?\What was that all about? response:	That's classified information.
context: We've heard all the rumors.\All his abnormalities are a result of the genes inherited from his mother.\Eureka must be really pretty.\I wonder if Ao's taking after her.\Ao's been acting all strange since she came along.\By the way, Elena, weren't you acting weird the other day when Eureka appeared?\What was that all about?\That's classified information. response:	I'm done.
context: All his abnormalities are a result of the genes inherited from his mother.\Eureka must be really pretty.\I wonder if Ao's taking after her.\Ao's been acting all strange since she came along.\By the way, Elena, weren't you acting weird the other day when Eureka appeared?\What was that all about?\That's classified information.\I'm done. response:	You're next, Chloe.
context: Eureka must be really pretty.\I wonder if Ao's taking after her.\Ao's been acting all strange since she came along.\By the way, Elena, weren't you acting weird the other day when Eureka appeared?\What was that all about?\That's classified information.\I'm done.\You're next, Chloe. response:	I know what you're doing.
context: I wonder if Ao's taking after her.\Ao's been acting all strange since she came along.\By the way, Elena, weren't you acting weird the other day when Eureka appeared?\What was that all about?\That's classified information.\I'm done.\You're next, Chloe.\I know what you're doing. response:	You called for company-wide medical screening, but your goal was just Ao, right?
context: Ao's been acting all strange since she came along.\By the way, Elena, weren't you acting weird the other day when Eureka appeared?\What was that all about?\That's classified information.\I'm done.\You're next, Chloe.\I know what you're doing.\You called for company-wide medical screening, but your goal was just Ao, right? response:	I don't know what you're talking about.
context: By the way, Elena, weren't you acting weird the other day when Eureka appeared?\What was that all about?\That's classified information.\I'm done.\You're next, Chloe.\I know what you're doing.\You called for company-wide medical screening, but your goal was just Ao, right?\I don't know what you're talking about. response:	What did you talk about with Eureka?
context: What was that all about?\That's classified information.\I'm done.\You're next, Chloe.\I know what you're doing.\You called for company-wide medical screening, but your goal was just Ao, right?\I don't know what you're talking about.\What did you talk about with Eureka? response:	Was it something about the effects of trapar on the human body?
context: That's classified information.\I'm done.\You're next, Chloe.\I know what you're doing.\You called for company-wide medical screening, but your goal was just Ao, right?\I don't know what you're talking about.\What did you talk about with Eureka?\Was it something about the effects of trapar on the human body? response:	Even if...
context: I'm done.\You're next, Chloe.\I know what you're doing.\You called for company-wide medical screening, but your goal was just Ao, right?\I don't know what you're talking about.\What did you talk about with Eureka?\Was it something about the effects of trapar on the human body?\Even if... response:	Even if she irreversibly changed his world,
context: You're next, Chloe.\I know what you're doing.\You called for company-wide medical screening, but your goal was just Ao, right?\I don't know what you're talking about.\What did you talk about with Eureka?\Was it something about the effects of trapar on the human body?\Even if...\Even if she irreversibly changed his world, response:	all mothers in the world will still sympathize with her.
context: I know what you're doing.\You called for company-wide medical screening, but your goal was just Ao, right?\I don't know what you're talking about.\What did you talk about with Eureka?\Was it something about the effects of trapar on the human body?\Even if...\Even if she irreversibly changed his world,\all mothers in the world will still sympathize with her. response:	Don't you think so?
context: You called for company-wide medical screening, but your goal was just Ao, right?\I don't know what you're talking about.\What did you talk about with Eureka?\Was it something about the effects of trapar on the human body?\Even if...\Even if she irreversibly changed his world,\all mothers in the world will still sympathize with her.\Don't you think so? response:	Well...
context: I don't know what you're talking about.\What did you talk about with Eureka?\Was it something about the effects of trapar on the human body?\Even if...\Even if she irreversibly changed his world,\all mothers in the world will still sympathize with her.\Don't you think so?\Well... response:	Does that mean she's...
context: What did you talk about with Eureka?\Was it something about the effects of trapar on the human body?\Even if...\Even if she irreversibly changed his world,\all mothers in the world will still sympathize with her.\Don't you think so?\Well...\Does that mean she's... response:	Have you got what I asked for?
context: Was it something about the effects of trapar on the human body?\Even if...\Even if she irreversibly changed his world,\all mothers in the world will still sympathize with her.\Don't you think so?\Well...\Does that mean she's...\Have you got what I asked for? response:	Sleeping pills, right?
context: Even if...\Even if she irreversibly changed his world,\all mothers in the world will still sympathize with her.\Don't you think so?\Well...\Does that mean she's...\Have you got what I asked for?\Sleeping pills, right? response:	It doesn't have any side effects, but don't overdose on them.
context: Even if she irreversibly changed his world,\all mothers in the world will still sympathize with her.\Don't you think so?\Well...\Does that mean she's...\Have you got what I asked for?\Sleeping pills, right?\It doesn't have any side effects, but don't overdose on them. response:	How much do I owe you?
context: all mothers in the world will still sympathize with her.\Don't you think so?\Well...\Does that mean she's...\Have you got what I asked for?\Sleeping pills, right?\It doesn't have any side effects, but don't overdose on them.\How much do I owe you? response:	Forget it.
context: Don't you think so?\Well...\Does that mean she's...\Have you got what I asked for?\Sleeping pills, right?\It doesn't have any side effects, but don't overdose on them.\How much do I owe you?\Forget it. response:	You're my pal from the same island.
context: Well...\Does that mean she's...\Have you got what I asked for?\Sleeping pills, right?\It doesn't have any side effects, but don't overdose on them.\How much do I owe you?\Forget it.\You're my pal from the same island. response:	Thanks.
context: Does that mean she's...\Have you got what I asked for?\Sleeping pills, right?\It doesn't have any side effects, but don't overdose on them.\How much do I owe you?\Forget it.\You're my pal from the same island.\Thanks. response:	I would've had to go get a prescription
context: Have you got what I asked for?\Sleeping pills, right?\It doesn't have any side effects, but don't overdose on them.\How much do I owe you?\Forget it.\You're my pal from the same island.\Thanks.\I would've had to go get a prescription response:	It's not your body that's keeping you awake, right?
context: Sleeping pills, right?\It doesn't have any side effects, but don't overdose on them.\How much do I owe you?\Forget it.\You're my pal from the same island.\Thanks.\I would've had to go get a prescription\It's not your body that's keeping you awake, right? response:	Eureka said it too.
context: It doesn't have any side effects, but don't overdose on them.\How much do I owe you?\Forget it.\You're my pal from the same island.\Thanks.\I would've had to go get a prescription\It's not your body that's keeping you awake, right?\Eureka said it too. response:	She said that the Secrets are not the enemy.
context: How much do I owe you?\Forget it.\You're my pal from the same island.\Thanks.\I would've had to go get a prescription\It's not your body that's keeping you awake, right?\Eureka said it too.\She said that the Secrets are not the enemy. response:	Aren't you just worried about that?
context: Forget it.\You're my pal from the same island.\Thanks.\I would've had to go get a prescription\It's not your body that's keeping you awake, right?\Eureka said it too.\She said that the Secrets are not the enemy.\Aren't you just worried about that? response:	Don't get the wrong ideas.
context: You're my pal from the same island.\Thanks.\I would've had to go get a prescription\It's not your body that's keeping you awake, right?\Eureka said it too.\She said that the Secrets are not the enemy.\Aren't you just worried about that?\Don't get the wrong ideas. response:	Well then, let me make the introductions once again.
context: Thanks.\I would've had to go get a prescription\It's not your body that's keeping you awake, right?\Eureka said it too.\She said that the Secrets are not the enemy.\Aren't you just worried about that?\Don't get the wrong ideas.\Well then, let me make the introductions once again. response:	We secured this on Japanese territory.
context: I would've had to go get a prescription\It's not your body that's keeping you awake, right?\Eureka said it too.\She said that the Secrets are not the enemy.\Aren't you just worried about that?\Don't get the wrong ideas.\Well then, let me make the introductions once again.\We secured this on Japanese territory. response:	This is a Secret.
context: It's not your body that's keeping you awake, right?\Eureka said it too.\She said that the Secrets are not the enemy.\Aren't you just worried about that?\Don't get the wrong ideas.\Well then, let me make the introductions once again.\We secured this on Japanese territory.\This is a Secret. response:	A real one?
context: Eureka said it too.\She said that the Secrets are not the enemy.\Aren't you just worried about that?\Don't get the wrong ideas.\Well then, let me make the introductions once again.\We secured this on Japanese territory.\This is a Secret.\A real one? response:	Is it some sort of a life form? Or...
context: She said that the Secrets are not the enemy.\Aren't you just worried about that?\Don't get the wrong ideas.\Well then, let me make the introductions once again.\We secured this on Japanese territory.\This is a Secret.\A real one?\Is it some sort of a life form? Or... response:	Both organic and inorganic matter are present in its body.
context: Aren't you just worried about that?\Don't get the wrong ideas.\Well then, let me make the introductions once again.\We secured this on Japanese territory.\This is a Secret.\A real one?\Is it some sort of a life form? Or...\Both organic and inorganic matter are present in its body. response:	Not even infrared or x-rays allow us to peek at its inner structure.
context: Don't get the wrong ideas.\Well then, let me make the introductions once again.\We secured this on Japanese territory.\This is a Secret.\A real one?\Is it some sort of a life form? Or...\Both organic and inorganic matter are present in its body.\Not even infrared or x-rays allow us to peek at its inner structure. response:	We're unable to tell if it's a machine or a life form.
