context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: This is completely different from what we heard!\Why the hell are we training like this? Why are we in a temple?!\Didn't the seniors say that Seika's outdoor education is a paradise?!\And where is this dress-wearing beauty who's resting in a nearby villa?!\No normal person would reside in a mountain like this!\But what about stories the seniors told us?!\All of them are lies.\Seems like Seika Seniors traditionally deceive the 2nd years. response:	Deceive?
context: Why the hell are we training like this? Why are we in a temple?!\Didn't the seniors say that Seika's outdoor education is a paradise?!\And where is this dress-wearing beauty who's resting in a nearby villa?!\No normal person would reside in a mountain like this!\But what about stories the seniors told us?!\All of them are lies.\Seems like Seika Seniors traditionally deceive the 2nd years.\Deceive? response:	I'm not sure when it started, but the outdoor education bored the seniors to death,
context: Didn't the seniors say that Seika's outdoor education is a paradise?!\And where is this dress-wearing beauty who's resting in a nearby villa?!\No normal person would reside in a mountain like this!\But what about stories the seniors told us?!\All of them are lies.\Seems like Seika Seniors traditionally deceive the 2nd years.\Deceive?\I'm not sure when it started, but the outdoor education bored the seniors to death, response:	so they took it out on the juniors by lying to them.
context: And where is this dress-wearing beauty who's resting in a nearby villa?!\No normal person would reside in a mountain like this!\But what about stories the seniors told us?!\All of them are lies.\Seems like Seika Seniors traditionally deceive the 2nd years.\Deceive?\I'm not sure when it started, but the outdoor education bored the seniors to death,\so they took it out on the juniors by lying to them. response:	Outdoor education? It was fantastic!
context: No normal person would reside in a mountain like this!\But what about stories the seniors told us?!\All of them are lies.\Seems like Seika Seniors traditionally deceive the 2nd years.\Deceive?\I'm not sure when it started, but the outdoor education bored the seniors to death,\so they took it out on the juniors by lying to them.\Outdoor education? It was fantastic! response:	Senpai, you look a little worn out.
context: But what about stories the seniors told us?!\All of them are lies.\Seems like Seika Seniors traditionally deceive the 2nd years.\Deceive?\I'm not sure when it started, but the outdoor education bored the seniors to death,\so they took it out on the juniors by lying to them.\Outdoor education? It was fantastic!\Senpai, you look a little worn out. response:	It was so much fun I lost weight!
context: All of them are lies.\Seems like Seika Seniors traditionally deceive the 2nd years.\Deceive?\I'm not sure when it started, but the outdoor education bored the seniors to death,\so they took it out on the juniors by lying to them.\Outdoor education? It was fantastic!\Senpai, you look a little worn out.\It was so much fun I lost weight! response:	You guys should look forward to it next year! It's fantastic! Seriously!
context: Seems like Seika Seniors traditionally deceive the 2nd years.\Deceive?\I'm not sure when it started, but the outdoor education bored the seniors to death,\so they took it out on the juniors by lying to them.\Outdoor education? It was fantastic!\Senpai, you look a little worn out.\It was so much fun I lost weight!\You guys should look forward to it next year! It's fantastic! Seriously! response:	Then the deceived juniors did the same to their juniors, and it became an endless cycle.
context: Deceive?\I'm not sure when it started, but the outdoor education bored the seniors to death,\so they took it out on the juniors by lying to them.\Outdoor education? It was fantastic!\Senpai, you look a little worn out.\It was so much fun I lost weight!\You guys should look forward to it next year! It's fantastic! Seriously!\Then the deceived juniors did the same to their juniors, and it became an endless cycle. response:	This... is just horrible!
context: I'm not sure when it started, but the outdoor education bored the seniors to death,\so they took it out on the juniors by lying to them.\Outdoor education? It was fantastic!\Senpai, you look a little worn out.\It was so much fun I lost weight!\You guys should look forward to it next year! It's fantastic! Seriously!\Then the deceived juniors did the same to their juniors, and it became an endless cycle.\This... is just horrible! response:	Our dreams,
context: so they took it out on the juniors by lying to them.\Outdoor education? It was fantastic!\Senpai, you look a little worn out.\It was so much fun I lost weight!\You guys should look forward to it next year! It's fantastic! Seriously!\Then the deceived juniors did the same to their juniors, and it became an endless cycle.\This... is just horrible!\Our dreams, response:	and our hopes,
context: Outdoor education? It was fantastic!\Senpai, you look a little worn out.\It was so much fun I lost weight!\You guys should look forward to it next year! It's fantastic! Seriously!\Then the deceived juniors did the same to their juniors, and it became an endless cycle.\This... is just horrible!\Our dreams,\and our hopes, response:	are completely crushed!
context: Senpai, you look a little worn out.\It was so much fun I lost weight!\You guys should look forward to it next year! It's fantastic! Seriously!\Then the deceived juniors did the same to their juniors, and it became an endless cycle.\This... is just horrible!\Our dreams,\and our hopes,\are completely crushed! response:	Stop whining!
context: It was so much fun I lost weight!\You guys should look forward to it next year! It's fantastic! Seriously!\Then the deceived juniors did the same to their juniors, and it became an endless cycle.\This... is just horrible!\Our dreams,\and our hopes,\are completely crushed!\Stop whining! response:	This is a time for learning! We're not here to play!
context: You guys should look forward to it next year! It's fantastic! Seriously!\Then the deceived juniors did the same to their juniors, and it became an endless cycle.\This... is just horrible!\Our dreams,\and our hopes,\are completely crushed!\Stop whining!\This is a time for learning! We're not here to play! response:	Get your asses to work now!
context: Then the deceived juniors did the same to their juniors, and it became an endless cycle.\This... is just horrible!\Our dreams,\and our hopes,\are completely crushed!\Stop whining!\This is a time for learning! We're not here to play!\Get your asses to work now! response:	Misaki-chan!
context: This... is just horrible!\Our dreams,\and our hopes,\are completely crushed!\Stop whining!\This is a time for learning! We're not here to play!\Get your asses to work now!\Misaki-chan! response:	He finally appeared, that sensational transfer student!
context: Our dreams,\and our hopes,\are completely crushed!\Stop whining!\This is a time for learning! We're not here to play!\Get your asses to work now!\Misaki-chan!\He finally appeared, that sensational transfer student! response:	He's looking cheerful today!
context: and our hopes,\are completely crushed!\Stop whining!\This is a time for learning! We're not here to play!\Get your asses to work now!\Misaki-chan!\He finally appeared, that sensational transfer student!\He's looking cheerful today! response:	Is he going to confess again?
context: are completely crushed!\Stop whining!\This is a time for learning! We're not here to play!\Get your asses to work now!\Misaki-chan!\He finally appeared, that sensational transfer student!\He's looking cheerful today!\Is he going to confess again? response:	Let's play!
context: Stop whining!\This is a time for learning! We're not here to play!\Get your asses to work now!\Misaki-chan!\He finally appeared, that sensational transfer student!\He's looking cheerful today!\Is he going to confess again?\Let's play! response:	It's not free period now. Get back to your post.
context: This is a time for learning! We're not here to play!\Get your asses to work now!\Misaki-chan!\He finally appeared, that sensational transfer student!\He's looking cheerful today!\Is he going to confess again?\Let's play!\It's not free period now. Get back to your post. response:	You're so cold, Prez!
context: Get your asses to work now!\Misaki-chan!\He finally appeared, that sensational transfer student!\He's looking cheerful today!\Is he going to confess again?\Let's play!\It's not free period now. Get back to your post.\You're so cold, Prez! response:	Seems like I'm losing my edge nowadays.
context: Misaki-chan!\He finally appeared, that sensational transfer student!\He's looking cheerful today!\Is he going to confess again?\Let's play!\It's not free period now. Get back to your post.\You're so cold, Prez!\Seems like I'm losing my edge nowadays. response:	Stop it, Usui!
context: He finally appeared, that sensational transfer student!\He's looking cheerful today!\Is he going to confess again?\Let's play!\It's not free period now. Get back to your post.\You're so cold, Prez!\Seems like I'm losing my edge nowadays.\Stop it, Usui! response:	Prez, save me!
context: He's looking cheerful today!\Is he going to confess again?\Let's play!\It's not free period now. Get back to your post.\You're so cold, Prez!\Seems like I'm losing my edge nowadays.\Stop it, Usui!\Prez, save me! response:	What are you guys doing?
context: Is he going to confess again?\Let's play!\It's not free period now. Get back to your post.\You're so cold, Prez!\Seems like I'm losing my edge nowadays.\Stop it, Usui!\Prez, save me!\What are you guys doing? response:	We're just cleaning up together.
context: Let's play!\It's not free period now. Get back to your post.\You're so cold, Prez!\Seems like I'm losing my edge nowadays.\Stop it, Usui!\Prez, save me!\What are you guys doing?\We're just cleaning up together. response:	He's lying! He's dragging me around everywhere!
context: It's not free period now. Get back to your post.\You're so cold, Prez!\Seems like I'm losing my edge nowadays.\Stop it, Usui!\Prez, save me!\What are you guys doing?\We're just cleaning up together.\He's lying! He's dragging me around everywhere! response:	Got it. I'll handle that pervert myself.
context: You're so cold, Prez!\Seems like I'm losing my edge nowadays.\Stop it, Usui!\Prez, save me!\What are you guys doing?\We're just cleaning up together.\He's lying! He's dragging me around everywhere!\Got it. I'll handle that pervert myself. response:	Geez, really...
context: Seems like I'm losing my edge nowadays.\Stop it, Usui!\Prez, save me!\What are you guys doing?\We're just cleaning up together.\He's lying! He's dragging me around everywhere!\Got it. I'll handle that pervert myself.\Geez, really... response:	I can't take my eyes off of you for a second.
context: Stop it, Usui!\Prez, save me!\What are you guys doing?\We're just cleaning up together.\He's lying! He's dragging me around everywhere!\Got it. I'll handle that pervert myself.\Geez, really...\I can't take my eyes off of you for a second. response:	Let's use this chance to escape!
context: Prez, save me!\What are you guys doing?\We're just cleaning up together.\He's lying! He's dragging me around everywhere!\Got it. I'll handle that pervert myself.\Geez, really...\I can't take my eyes off of you for a second.\Let's use this chance to escape! response:	Hinata, come with us!
context: What are you guys doing?\We're just cleaning up together.\He's lying! He's dragging me around everywhere!\Got it. I'll handle that pervert myself.\Geez, really...\I can't take my eyes off of you for a second.\Let's use this chance to escape!\Hinata, come with us! response:	What's that?
context: We're just cleaning up together.\He's lying! He's dragging me around everywhere!\Got it. I'll handle that pervert myself.\Geez, really...\I can't take my eyes off of you for a second.\Let's use this chance to escape!\Hinata, come with us!\What's that? response:	I'm just sulking a bit due to jealousy.
context: He's lying! He's dragging me around everywhere!\Got it. I'll handle that pervert myself.\Geez, really...\I can't take my eyes off of you for a second.\Let's use this chance to escape!\Hinata, come with us!\What's that?\I'm just sulking a bit due to jealousy. response:	Is that wrong?
context: Got it. I'll handle that pervert myself.\Geez, really...\I can't take my eyes off of you for a second.\Let's use this chance to escape!\Hinata, come with us!\What's that?\I'm just sulking a bit due to jealousy.\Is that wrong? response:	Of course it is!
context: Geez, really...\I can't take my eyes off of you for a second.\Let's use this chance to escape!\Hinata, come with us!\What's that?\I'm just sulking a bit due to jealousy.\Is that wrong?\Of course it is! response:	That's no reason to skip your tasks and make fun of Yukimura!
context: I can't take my eyes off of you for a second.\Let's use this chance to escape!\Hinata, come with us!\What's that?\I'm just sulking a bit due to jealousy.\Is that wrong?\Of course it is!\That's no reason to skip your tasks and make fun of Yukimura! response:	Eh? I think it is, though.
context: Let's use this chance to escape!\Hinata, come with us!\What's that?\I'm just sulking a bit due to jealousy.\Is that wrong?\Of course it is!\That's no reason to skip your tasks and make fun of Yukimura!\Eh? I think it is, though. response:	Whatever, just get to work!
context: Hinata, come with us!\What's that?\I'm just sulking a bit due to jealousy.\Is that wrong?\Of course it is!\That's no reason to skip your tasks and make fun of Yukimura!\Eh? I think it is, though.\Whatever, just get to work! response:	Damn, why does he always end up leading the conversation?
context: What's that?\I'm just sulking a bit due to jealousy.\Is that wrong?\Of course it is!\That's no reason to skip your tasks and make fun of Yukimura!\Eh? I think it is, though.\Whatever, just get to work!\Damn, why does he always end up leading the conversation? response:	Huh? Misaki?
context: I'm just sulking a bit due to jealousy.\Is that wrong?\Of course it is!\That's no reason to skip your tasks and make fun of Yukimura!\Eh? I think it is, though.\Whatever, just get to work!\Damn, why does he always end up leading the conversation?\Huh? Misaki? response:	You're fast at this!
context: Is that wrong?\Of course it is!\That's no reason to skip your tasks and make fun of Yukimura!\Eh? I think it is, though.\Whatever, just get to work!\Damn, why does he always end up leading the conversation?\Huh? Misaki?\You're fast at this! response:	Man, I'm beat from all the preachings and cleaning!
context: Of course it is!\That's no reason to skip your tasks and make fun of Yukimura!\Eh? I think it is, though.\Whatever, just get to work!\Damn, why does he always end up leading the conversation?\Huh? Misaki?\You're fast at this!\Man, I'm beat from all the preachings and cleaning! response:	Still, we're lucky that we're preparing dinner.
context: That's no reason to skip your tasks and make fun of Yukimura!\Eh? I think it is, though.\Whatever, just get to work!\Damn, why does he always end up leading the conversation?\Huh? Misaki?\You're fast at this!\Man, I'm beat from all the preachings and cleaning!\Still, we're lucky that we're preparing dinner. response:	The guys still have to meditate under the waterfall.
context: Eh? I think it is, though.\Whatever, just get to work!\Damn, why does he always end up leading the conversation?\Huh? Misaki?\You're fast at this!\Man, I'm beat from all the preachings and cleaning!\Still, we're lucky that we're preparing dinner.\The guys still have to meditate under the waterfall. response:	Please wash the rice if you're free!
context: Whatever, just get to work!\Damn, why does he always end up leading the conversation?\Huh? Misaki?\You're fast at this!\Man, I'm beat from all the preachings and cleaning!\Still, we're lucky that we're preparing dinner.\The guys still have to meditate under the waterfall.\Please wash the rice if you're free! response:	Also, please gather the vegetable waste over there!
context: Damn, why does he always end up leading the conversation?\Huh? Misaki?\You're fast at this!\Man, I'm beat from all the preachings and cleaning!\Still, we're lucky that we're preparing dinner.\The guys still have to meditate under the waterfall.\Please wash the rice if you're free!\Also, please gather the vegetable waste over there! response:	Got it!
context: Huh? Misaki?\You're fast at this!\Man, I'm beat from all the preachings and cleaning!\Still, we're lucky that we're preparing dinner.\The guys still have to meditate under the waterfall.\Please wash the rice if you're free!\Also, please gather the vegetable waste over there!\Got it! response:	Misaki's really amazing! She can take command so easily!
context: You're fast at this!\Man, I'm beat from all the preachings and cleaning!\Still, we're lucky that we're preparing dinner.\The guys still have to meditate under the waterfall.\Please wash the rice if you're free!\Also, please gather the vegetable waste over there!\Got it!\Misaki's really amazing! She can take command so easily! response:	Really? Thanks for the compliment.
context: Man, I'm beat from all the preachings and cleaning!\Still, we're lucky that we're preparing dinner.\The guys still have to meditate under the waterfall.\Please wash the rice if you're free!\Also, please gather the vegetable waste over there!\Got it!\Misaki's really amazing! She can take command so easily!\Really? Thanks for the compliment. response:	I never thought of washing the tableware beforehand!
context: Still, we're lucky that we're preparing dinner.\The guys still have to meditate under the waterfall.\Please wash the rice if you're free!\Also, please gather the vegetable waste over there!\Got it!\Misaki's really amazing! She can take command so easily!\Really? Thanks for the compliment.\I never thought of washing the tableware beforehand! response:	I guess we never noticed how dirty they were before.
context: The guys still have to meditate under the waterfall.\Please wash the rice if you're free!\Also, please gather the vegetable waste over there!\Got it!\Misaki's really amazing! She can take command so easily!\Really? Thanks for the compliment.\I never thought of washing the tableware beforehand!\I guess we never noticed how dirty they were before. response:	Oh, it's just...
context: Please wash the rice if you're free!\Also, please gather the vegetable waste over there!\Got it!\Misaki's really amazing! She can take command so easily!\Really? Thanks for the compliment.\I never thought of washing the tableware beforehand!\I guess we never noticed how dirty they were before.\Oh, it's just... response:	Just what?
context: Also, please gather the vegetable waste over there!\Got it!\Misaki's really amazing! She can take command so easily!\Really? Thanks for the compliment.\I never thought of washing the tableware beforehand!\I guess we never noticed how dirty they were before.\Oh, it's just...\Just what? response:	Oh, nothing!
context: Got it!\Misaki's really amazing! She can take command so easily!\Really? Thanks for the compliment.\I never thought of washing the tableware beforehand!\I guess we never noticed how dirty they were before.\Oh, it's just...\Just what?\Oh, nothing! response:	Never mind that, what about Hinata?
context: Misaki's really amazing! She can take command so easily!\Really? Thanks for the compliment.\I never thought of washing the tableware beforehand!\I guess we never noticed how dirty they were before.\Oh, it's just...\Just what?\Oh, nothing!\Never mind that, what about Hinata? response:	What's this, all of a sudden?!
context: Really? Thanks for the compliment.\I never thought of washing the tableware beforehand!\I guess we never noticed how dirty they were before.\Oh, it's just...\Just what?\Oh, nothing!\Never mind that, what about Hinata?\What's this, all of a sudden?! response:	Well, I was curious about it the whole time.
context: I never thought of washing the tableware beforehand!\I guess we never noticed how dirty they were before.\Oh, it's just...\Just what?\Oh, nothing!\Never mind that, what about Hinata?\What's this, all of a sudden?!\Well, I was curious about it the whole time. response:	Sakura's main objective right now is to talk about your love life.
context: I guess we never noticed how dirty they were before.\Oh, it's just...\Just what?\Oh, nothing!\Never mind that, what about Hinata?\What's this, all of a sudden?!\Well, I was curious about it the whole time.\Sakura's main objective right now is to talk about your love life. response:	This is the perfect opportunity, isn't it?
context: Oh, it's just...\Just what?\Oh, nothing!\Never mind that, what about Hinata?\What's this, all of a sudden?!\Well, I was curious about it the whole time.\Sakura's main objective right now is to talk about your love life.\This is the perfect opportunity, isn't it? response:	And Hinata appeared at just the right time!
