context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: There was probably no need to keep the promise faithfully anymore.\Wolf and Best Clothes\I'm getting awfully tired of these countryside roads.\Aren't you?\You're a peddler?\If you head south for half a day, there's a small village in the mountains.\I just came back from selling salt there.\So, all of that's salt? response:	No.
context: Wolf and Best Clothes\I'm getting awfully tired of these countryside roads.\Aren't you?\You're a peddler?\If you head south for half a day, there's a small village in the mountains.\I just came back from selling salt there.\So, all of that's salt?\No. response:	This is fur.
context: I'm getting awfully tired of these countryside roads.\Aren't you?\You're a peddler?\If you head south for half a day, there's a small village in the mountains.\I just came back from selling salt there.\So, all of that's salt?\No.\This is fur. response:	It's just a stack of wheat.
context: Aren't you?\You're a peddler?\If you head south for half a day, there's a small village in the mountains.\I just came back from selling salt there.\So, all of that's salt?\No.\This is fur.\It's just a stack of wheat. response:	It's strong in the heat and cold.
context: You're a peddler?\If you head south for half a day, there's a small village in the mountains.\I just came back from selling salt there.\So, all of that's salt?\No.\This is fur.\It's just a stack of wheat.\It's strong in the heat and cold. response:	What's going on?
context: If you head south for half a day, there's a small village in the mountains.\I just came back from selling salt there.\So, all of that's salt?\No.\This is fur.\It's just a stack of wheat.\It's strong in the heat and cold.\What's going on? response:	Since when has it become this daunting?
context: I just came back from selling salt there.\So, all of that's salt?\No.\This is fur.\It's just a stack of wheat.\It's strong in the heat and cold.\What's going on?\Since when has it become this daunting? response:	Truth be told, a pagan festival is about to start in a village to the south.
context: So, all of that's salt?\No.\This is fur.\It's just a stack of wheat.\It's strong in the heat and cold.\What's going on?\Since when has it become this daunting?\Truth be told, a pagan festival is about to start in a village to the south. response:	Pagan?
context: No.\This is fur.\It's just a stack of wheat.\It's strong in the heat and cold.\What's going on?\Since when has it become this daunting?\Truth be told, a pagan festival is about to start in a village to the south.\Pagan? response:	They don't believe in the one and absolute God.
context: This is fur.\It's just a stack of wheat.\It's strong in the heat and cold.\What's going on?\Since when has it become this daunting?\Truth be told, a pagan festival is about to start in a village to the south.\Pagan?\They don't believe in the one and absolute God. response:	They're an outrageous folk.
context: It's just a stack of wheat.\It's strong in the heat and cold.\What's going on?\Since when has it become this daunting?\Truth be told, a pagan festival is about to start in a village to the south.\Pagan?\They don't believe in the one and absolute God.\They're an outrageous folk. response:	I think the law enforcement should use their power more like they did in the past.
context: It's strong in the heat and cold.\What's going on?\Since when has it become this daunting?\Truth be told, a pagan festival is about to start in a village to the south.\Pagan?\They don't believe in the one and absolute God.\They're an outrageous folk.\I think the law enforcement should use their power more like they did in the past. response:	It seems they're just not as devoted.
context: What's going on?\Since when has it become this daunting?\Truth be told, a pagan festival is about to start in a village to the south.\Pagan?\They don't believe in the one and absolute God.\They're an outrageous folk.\I think the law enforcement should use their power more like they did in the past.\It seems they're just not as devoted. response:	The pagans are probably using some cheap trick.
context: Since when has it become this daunting?\Truth be told, a pagan festival is about to start in a village to the south.\Pagan?\They don't believe in the one and absolute God.\They're an outrageous folk.\I think the law enforcement should use their power more like they did in the past.\It seems they're just not as devoted.\The pagans are probably using some cheap trick. response:	Pagans, huh?
context: Truth be told, a pagan festival is about to start in a village to the south.\Pagan?\They don't believe in the one and absolute God.\They're an outrageous folk.\I think the law enforcement should use their power more like they did in the past.\It seems they're just not as devoted.\The pagans are probably using some cheap trick.\Pagans, huh? response:	The people of Pasroe?
context: Pagan?\They don't believe in the one and absolute God.\They're an outrageous folk.\I think the law enforcement should use their power more like they did in the past.\It seems they're just not as devoted.\The pagans are probably using some cheap trick.\Pagans, huh?\The people of Pasroe? response:	Hey, Lawrence.
context: They don't believe in the one and absolute God.\They're an outrageous folk.\I think the law enforcement should use their power more like they did in the past.\It seems they're just not as devoted.\The pagans are probably using some cheap trick.\Pagans, huh?\The people of Pasroe?\Hey, Lawrence. response:	Boy, I'm really surprised.
context: They're an outrageous folk.\I think the law enforcement should use their power more like they did in the past.\It seems they're just not as devoted.\The pagans are probably using some cheap trick.\Pagans, huh?\The people of Pasroe?\Hey, Lawrence.\Boy, I'm really surprised. response:	I didn't think there was a different method for harvesting.
context: I think the law enforcement should use their power more like they did in the past.\It seems they're just not as devoted.\The pagans are probably using some cheap trick.\Pagans, huh?\The people of Pasroe?\Hey, Lawrence.\Boy, I'm really surprised.\I didn't think there was a different method for harvesting. response:	It's all thanks to the Count.
context: It seems they're just not as devoted.\The pagans are probably using some cheap trick.\Pagans, huh?\The people of Pasroe?\Hey, Lawrence.\Boy, I'm really surprised.\I didn't think there was a different method for harvesting.\It's all thanks to the Count. response:	We can't rely on the wolf anymore.
context: The pagans are probably using some cheap trick.\Pagans, huh?\The people of Pasroe?\Hey, Lawrence.\Boy, I'm really surprised.\I didn't think there was a different method for harvesting.\It's all thanks to the Count.\We can't rely on the wolf anymore. response:	Hey, we can't say bad things. It's a god, after all.
context: Pagans, huh?\The people of Pasroe?\Hey, Lawrence.\Boy, I'm really surprised.\I didn't think there was a different method for harvesting.\It's all thanks to the Count.\We can't rely on the wolf anymore.\Hey, we can't say bad things. It's a god, after all. response:	Oh, Lawrence!
context: The people of Pasroe?\Hey, Lawrence.\Boy, I'm really surprised.\I didn't think there was a different method for harvesting.\It's all thanks to the Count.\We can't rely on the wolf anymore.\Hey, we can't say bad things. It's a god, after all.\Oh, Lawrence! response:	Hello! It's been such a while!
context: Hey, Lawrence.\Boy, I'm really surprised.\I didn't think there was a different method for harvesting.\It's all thanks to the Count.\We can't rely on the wolf anymore.\Hey, we can't say bad things. It's a god, after all.\Oh, Lawrence!\Hello! It's been such a while! response:	No, no, you came at a really great time.
context: Boy, I'm really surprised.\I didn't think there was a different method for harvesting.\It's all thanks to the Count.\We can't rely on the wolf anymore.\Hey, we can't say bad things. It's a god, after all.\Oh, Lawrence!\Hello! It's been such a while!\No, no, you came at a really great time. response:	Tomorrow is the harvest festival.
context: I didn't think there was a different method for harvesting.\It's all thanks to the Count.\We can't rely on the wolf anymore.\Hey, we can't say bad things. It's a god, after all.\Oh, Lawrence!\Hello! It's been such a while!\No, no, you came at a really great time.\Tomorrow is the harvest festival. response:	Tomorrow? I thought it had already begun.
context: It's all thanks to the Count.\We can't rely on the wolf anymore.\Hey, we can't say bad things. It's a god, after all.\Oh, Lawrence!\Hello! It's been such a while!\No, no, you came at a really great time.\Tomorrow is the harvest festival.\Tomorrow? I thought it had already begun. response:	Actually, we're just a bit ahead here.
context: We can't rely on the wolf anymore.\Hey, we can't say bad things. It's a god, after all.\Oh, Lawrence!\Hello! It's been such a while!\No, no, you came at a really great time.\Tomorrow is the harvest festival.\Tomorrow? I thought it had already begun.\Actually, we're just a bit ahead here. response:	How about a cup?
context: Hey, we can't say bad things. It's a god, after all.\Oh, Lawrence!\Hello! It's been such a while!\No, no, you came at a really great time.\Tomorrow is the harvest festival.\Tomorrow? I thought it had already begun.\Actually, we're just a bit ahead here.\How about a cup? response:	Hey, hey, don't drag Lawrence into this one!
context: Oh, Lawrence!\Hello! It's been such a while!\No, no, you came at a really great time.\Tomorrow is the harvest festival.\Tomorrow? I thought it had already begun.\Actually, we're just a bit ahead here.\How about a cup?\Hey, hey, don't drag Lawrence into this one! response:	Well, forgive my rudeness!
context: Hello! It's been such a while!\No, no, you came at a really great time.\Tomorrow is the harvest festival.\Tomorrow? I thought it had already begun.\Actually, we're just a bit ahead here.\How about a cup?\Hey, hey, don't drag Lawrence into this one!\Well, forgive my rudeness! response:	By the way, do you know where Chloe is?
context: No, no, you came at a really great time.\Tomorrow is the harvest festival.\Tomorrow? I thought it had already begun.\Actually, we're just a bit ahead here.\How about a cup?\Hey, hey, don't drag Lawrence into this one!\Well, forgive my rudeness!\By the way, do you know where Chloe is? response:	Chloe?
context: Tomorrow is the harvest festival.\Tomorrow? I thought it had already begun.\Actually, we're just a bit ahead here.\How about a cup?\Hey, hey, don't drag Lawrence into this one!\Well, forgive my rudeness!\By the way, do you know where Chloe is?\Chloe? response:	I see, so that's what it's about, huh?
context: Tomorrow? I thought it had already begun.\Actually, we're just a bit ahead here.\How about a cup?\Hey, hey, don't drag Lawrence into this one!\Well, forgive my rudeness!\By the way, do you know where Chloe is?\Chloe?\I see, so that's what it's about, huh? response:	No, she's just my merchant apprentice, after all.
context: Actually, we're just a bit ahead here.\How about a cup?\Hey, hey, don't drag Lawrence into this one!\Well, forgive my rudeness!\By the way, do you know where Chloe is?\Chloe?\I see, so that's what it's about, huh?\No, she's just my merchant apprentice, after all. response:	I just thought we'd have a drink
context: How about a cup?\Hey, hey, don't drag Lawrence into this one!\Well, forgive my rudeness!\By the way, do you know where Chloe is?\Chloe?\I see, so that's what it's about, huh?\No, she's just my merchant apprentice, after all.\I just thought we'd have a drink response:	and talk about trade while we were at it.
context: Hey, hey, don't drag Lawrence into this one!\Well, forgive my rudeness!\By the way, do you know where Chloe is?\Chloe?\I see, so that's what it's about, huh?\No, she's just my merchant apprentice, after all.\I just thought we'd have a drink\and talk about trade while we were at it. response:	Well, that's not good.
context: Well, forgive my rudeness!\By the way, do you know where Chloe is?\Chloe?\I see, so that's what it's about, huh?\No, she's just my merchant apprentice, after all.\I just thought we'd have a drink\and talk about trade while we were at it.\Well, that's not good. response:	That place is the final spot for the harvest this year.
context: By the way, do you know where Chloe is?\Chloe?\I see, so that's what it's about, huh?\No, she's just my merchant apprentice, after all.\I just thought we'd have a drink\and talk about trade while we were at it.\Well, that's not good.\That place is the final spot for the harvest this year. response:	She might be the one to become Horo for the festival.
context: Chloe?\I see, so that's what it's about, huh?\No, she's just my merchant apprentice, after all.\I just thought we'd have a drink\and talk about trade while we were at it.\Well, that's not good.\That place is the final spot for the harvest this year.\She might be the one to become Horo for the festival. response:	Over there! That's where the wolf lies!
context: I see, so that's what it's about, huh?\No, she's just my merchant apprentice, after all.\I just thought we'd have a drink\and talk about trade while we were at it.\Well, that's not good.\That place is the final spot for the harvest this year.\She might be the one to become Horo for the festival.\Over there! That's where the wolf lies! response:	So who's going to catch the wolf in the end? Just who? Who?
context: No, she's just my merchant apprentice, after all.\I just thought we'd have a drink\and talk about trade while we were at it.\Well, that's not good.\That place is the final spot for the harvest this year.\She might be the one to become Horo for the festival.\Over there! That's where the wolf lies!\So who's going to catch the wolf in the end? Just who? Who? response:	Chloe!
context: I just thought we'd have a drink\and talk about trade while we were at it.\Well, that's not good.\That place is the final spot for the harvest this year.\She might be the one to become Horo for the festival.\Over there! That's where the wolf lies!\So who's going to catch the wolf in the end? Just who? Who?\Chloe! response:	Lawrence!
context: and talk about trade while we were at it.\Well, that's not good.\That place is the final spot for the harvest this year.\She might be the one to become Horo for the festival.\Over there! That's where the wolf lies!\So who's going to catch the wolf in the end? Just who? Who?\Chloe!\Lawrence! response:	You came!
context: Well, that's not good.\That place is the final spot for the harvest this year.\She might be the one to become Horo for the festival.\Over there! That's where the wolf lies!\So who's going to catch the wolf in the end? Just who? Who?\Chloe!\Lawrence!\You came! response:	Horo will escape if you look away!
context: That place is the final spot for the harvest this year.\She might be the one to become Horo for the festival.\Over there! That's where the wolf lies!\So who's going to catch the wolf in the end? Just who? Who?\Chloe!\Lawrence!\You came!\Horo will escape if you look away! response:	It's the last stack of wheat.
context: She might be the one to become Horo for the festival.\Over there! That's where the wolf lies!\So who's going to catch the wolf in the end? Just who? Who?\Chloe!\Lawrence!\You came!\Horo will escape if you look away!\It's the last stack of wheat. response:	Did your greed hide the wheat stack?
context: Over there! That's where the wolf lies!\So who's going to catch the wolf in the end? Just who? Who?\Chloe!\Lawrence!\You came!\Horo will escape if you look away!\It's the last stack of wheat.\Did your greed hide the wheat stack? response:	Check it well, or Horo will escape!
context: So who's going to catch the wolf in the end? Just who? Who?\Chloe!\Lawrence!\You came!\Horo will escape if you look away!\It's the last stack of wheat.\Did your greed hide the wheat stack?\Check it well, or Horo will escape! response:	So, who caught the wolf? Who?
context: Chloe!\Lawrence!\You came!\Horo will escape if you look away!\It's the last stack of wheat.\Did your greed hide the wheat stack?\Check it well, or Horo will escape!\So, who caught the wolf? Who? response:	It was Chloe! Chloe! Chloe!
context: Lawrence!\You came!\Horo will escape if you look away!\It's the last stack of wheat.\Did your greed hide the wheat stack?\Check it well, or Horo will escape!\So, who caught the wolf? Who?\It was Chloe! Chloe! Chloe! response:	Horo the wolf appeared! Catch her! Catch her!
context: You came!\Horo will escape if you look away!\It's the last stack of wheat.\Did your greed hide the wheat stack?\Check it well, or Horo will escape!\So, who caught the wolf? Who?\It was Chloe! Chloe! Chloe!\Horo the wolf appeared! Catch her! Catch her! response:	She headed that way!
context: Horo will escape if you look away!\It's the last stack of wheat.\Did your greed hide the wheat stack?\Check it well, or Horo will escape!\So, who caught the wolf? Who?\It was Chloe! Chloe! Chloe!\Horo the wolf appeared! Catch her! Catch her!\She headed that way! response:	Catch her, Lawrence!
context: It's the last stack of wheat.\Did your greed hide the wheat stack?\Check it well, or Horo will escape!\So, who caught the wolf? Who?\It was Chloe! Chloe! Chloe!\Horo the wolf appeared! Catch her! Catch her!\She headed that way!\Catch her, Lawrence! response:	It's been a while, so treat me tonight, okay?
context: Did your greed hide the wheat stack?\Check it well, or Horo will escape!\So, who caught the wolf? Who?\It was Chloe! Chloe! Chloe!\Horo the wolf appeared! Catch her! Catch her!\She headed that way!\Catch her, Lawrence!\It's been a while, so treat me tonight, okay? response:	What do you mean, treat me tonight?
context: Check it well, or Horo will escape!\So, who caught the wolf? Who?\It was Chloe! Chloe! Chloe!\Horo the wolf appeared! Catch her! Catch her!\She headed that way!\Catch her, Lawrence!\It's been a while, so treat me tonight, okay?\What do you mean, treat me tonight? response:	You'll be in there for a week!
context: So, who caught the wolf? Who?\It was Chloe! Chloe! Chloe!\Horo the wolf appeared! Catch her! Catch her!\She headed that way!\Catch her, Lawrence!\It's been a while, so treat me tonight, okay?\What do you mean, treat me tonight?\You'll be in there for a week! response:	Thanks to you, a new trade route has opened up for us.
context: It was Chloe! Chloe! Chloe!\Horo the wolf appeared! Catch her! Catch her!\She headed that way!\Catch her, Lawrence!\It's been a while, so treat me tonight, okay?\What do you mean, treat me tonight?\You'll be in there for a week!\Thanks to you, a new trade route has opened up for us. response:	It sounds like Chloe's doing well as the village's merchant.
context: Horo the wolf appeared! Catch her! Catch her!\She headed that way!\Catch her, Lawrence!\It's been a while, so treat me tonight, okay?\What do you mean, treat me tonight?\You'll be in there for a week!\Thanks to you, a new trade route has opened up for us.\It sounds like Chloe's doing well as the village's merchant. response:	Yes, she's doing really well.
context: She headed that way!\Catch her, Lawrence!\It's been a while, so treat me tonight, okay?\What do you mean, treat me tonight?\You'll be in there for a week!\Thanks to you, a new trade route has opened up for us.\It sounds like Chloe's doing well as the village's merchant.\Yes, she's doing really well. response:	This village will continue to prosper.
context: Catch her, Lawrence!\It's been a while, so treat me tonight, okay?\What do you mean, treat me tonight?\You'll be in there for a week!\Thanks to you, a new trade route has opened up for us.\It sounds like Chloe's doing well as the village's merchant.\Yes, she's doing really well.\This village will continue to prosper. response:	Thoreni silver coins?
context: It's been a while, so treat me tonight, okay?\What do you mean, treat me tonight?\You'll be in there for a week!\Thanks to you, a new trade route has opened up for us.\It sounds like Chloe's doing well as the village's merchant.\Yes, she's doing really well.\This village will continue to prosper.\Thoreni silver coins? response:	I haven't seen these in this area, though.
context: What do you mean, treat me tonight?\You'll be in there for a week!\Thanks to you, a new trade route has opened up for us.\It sounds like Chloe's doing well as the village's merchant.\Yes, she's doing really well.\This village will continue to prosper.\Thoreni silver coins?\I haven't seen these in this area, though. response:	We can say goodbye to those dark, rusty silver coins.
context: You'll be in there for a week!\Thanks to you, a new trade route has opened up for us.\It sounds like Chloe's doing well as the village's merchant.\Yes, she's doing really well.\This village will continue to prosper.\Thoreni silver coins?\I haven't seen these in this area, though.\We can say goodbye to those dark, rusty silver coins. response:	We'll see the day when we rub shoulders with people in the big city soon.
context: Thanks to you, a new trade route has opened up for us.\It sounds like Chloe's doing well as the village's merchant.\Yes, she's doing really well.\This village will continue to prosper.\Thoreni silver coins?\I haven't seen these in this area, though.\We can say goodbye to those dark, rusty silver coins.\We'll see the day when we rub shoulders with people in the big city soon. response:	No, we still have a long way to go.
context: It sounds like Chloe's doing well as the village's merchant.\Yes, she's doing really well.\This village will continue to prosper.\Thoreni silver coins?\I haven't seen these in this area, though.\We can say goodbye to those dark, rusty silver coins.\We'll see the day when we rub shoulders with people in the big city soon.\No, we still have a long way to go. response:	It's all thanks to the new feudal lord, Count Eirin Dotte.
context: Yes, she's doing really well.\This village will continue to prosper.\Thoreni silver coins?\I haven't seen these in this area, though.\We can say goodbye to those dark, rusty silver coins.\We'll see the day when we rub shoulders with people in the big city soon.\No, we still have a long way to go.\It's all thanks to the new feudal lord, Count Eirin Dotte. response:	There's no need to pray to the wolf anymore.
context: This village will continue to prosper.\Thoreni silver coins?\I haven't seen these in this area, though.\We can say goodbye to those dark, rusty silver coins.\We'll see the day when we rub shoulders with people in the big city soon.\No, we still have a long way to go.\It's all thanks to the new feudal lord, Count Eirin Dotte.\There's no need to pray to the wolf anymore. response:	We can overcome droughts and storms thanks to our own abilities now.
context: Thoreni silver coins?\I haven't seen these in this area, though.\We can say goodbye to those dark, rusty silver coins.\We'll see the day when we rub shoulders with people in the big city soon.\No, we still have a long way to go.\It's all thanks to the new feudal lord, Count Eirin Dotte.\There's no need to pray to the wolf anymore.\We can overcome droughts and storms thanks to our own abilities now. response:	Rather than Thoreni silver coins, we'll be making Rumio gold coins!
context: I haven't seen these in this area, though.\We can say goodbye to those dark, rusty silver coins.\We'll see the day when we rub shoulders with people in the big city soon.\No, we still have a long way to go.\It's all thanks to the new feudal lord, Count Eirin Dotte.\There's no need to pray to the wolf anymore.\We can overcome droughts and storms thanks to our own abilities now.\Rather than Thoreni silver coins, we'll be making Rumio gold coins! response:	I hope for your patronage when that time comes.
context: We can say goodbye to those dark, rusty silver coins.\We'll see the day when we rub shoulders with people in the big city soon.\No, we still have a long way to go.\It's all thanks to the new feudal lord, Count Eirin Dotte.\There's no need to pray to the wolf anymore.\We can overcome droughts and storms thanks to our own abilities now.\Rather than Thoreni silver coins, we'll be making Rumio gold coins!\I hope for your patronage when that time comes. response:	Outsiders will just be treated as a nuisance.
context: We'll see the day when we rub shoulders with people in the big city soon.\No, we still have a long way to go.\It's all thanks to the new feudal lord, Count Eirin Dotte.\There's no need to pray to the wolf anymore.\We can overcome droughts and storms thanks to our own abilities now.\Rather than Thoreni silver coins, we'll be making Rumio gold coins!\I hope for your patronage when that time comes.\Outsiders will just be treated as a nuisance. response:	Even so, talking about Rumio gold coins is taking it too far.
context: No, we still have a long way to go.\It's all thanks to the new feudal lord, Count Eirin Dotte.\There's no need to pray to the wolf anymore.\We can overcome droughts and storms thanks to our own abilities now.\Rather than Thoreni silver coins, we'll be making Rumio gold coins!\I hope for your patronage when that time comes.\Outsiders will just be treated as a nuisance.\Even so, talking about Rumio gold coins is taking it too far. response:	Well then...
context: It's all thanks to the new feudal lord, Count Eirin Dotte.\There's no need to pray to the wolf anymore.\We can overcome droughts and storms thanks to our own abilities now.\Rather than Thoreni silver coins, we'll be making Rumio gold coins!\I hope for your patronage when that time comes.\Outsiders will just be treated as a nuisance.\Even so, talking about Rumio gold coins is taking it too far.\Well then... response:	Guess I'll sleep.
context: There's no need to pray to the wolf anymore.\We can overcome droughts and storms thanks to our own abilities now.\Rather than Thoreni silver coins, we'll be making Rumio gold coins!\I hope for your patronage when that time comes.\Outsiders will just be treated as a nuisance.\Even so, talking about Rumio gold coins is taking it too far.\Well then...\Guess I'll sleep. response:	This can't be real.
context: We can overcome droughts and storms thanks to our own abilities now.\Rather than Thoreni silver coins, we'll be making Rumio gold coins!\I hope for your patronage when that time comes.\Outsiders will just be treated as a nuisance.\Even so, talking about Rumio gold coins is taking it too far.\Well then...\Guess I'll sleep.\This can't be real. response:	Hey...
context: Rather than Thoreni silver coins, we'll be making Rumio gold coins!\I hope for your patronage when that time comes.\Outsiders will just be treated as a nuisance.\Even so, talking about Rumio gold coins is taking it too far.\Well then...\Guess I'll sleep.\This can't be real.\Hey... response:	You...
context: I hope for your patronage when that time comes.\Outsiders will just be treated as a nuisance.\Even so, talking about Rumio gold coins is taking it too far.\Well then...\Guess I'll sleep.\This can't be real.\Hey...\You... response:	W-Wake up!
context: Outsiders will just be treated as a nuisance.\Even so, talking about Rumio gold coins is taking it too far.\Well then...\Guess I'll sleep.\This can't be real.\Hey...\You...\W-Wake up! response:	What are you doing in my wagon?
context: Even so, talking about Rumio gold coins is taking it too far.\Well then...\Guess I'll sleep.\This can't be real.\Hey...\You...\W-Wake up!\What are you doing in my wagon? response:	I told you to wake up!
