context: Heh... response:	Next Ep Preview
context: Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\This year's Christmas is a bit special\Even though it's not a white Christmas\The illumination of the stardust\Look, it's snowing\It's glittering and shining, everyone is happy\It's flickering and twinkling, everyone is dreaming response:	Now it's Christmas, there are lots of smiles
context: I promise you a Holy, Holy, Night\This year's Christmas is a bit special\Even though it's not a white Christmas\The illumination of the stardust\Look, it's snowing\It's glittering and shining, everyone is happy\It's flickering and twinkling, everyone is dreaming\Now it's Christmas, there are lots of smiles response:	I've given you a party night
context: This year's Christmas is a bit special\Even though it's not a white Christmas\The illumination of the stardust\Look, it's snowing\It's glittering and shining, everyone is happy\It's flickering and twinkling, everyone is dreaming\Now it's Christmas, there are lots of smiles\I've given you a party night response:	Now it's Christmas, there are lots of wishes
context: Even though it's not a white Christmas\The illumination of the stardust\Look, it's snowing\It's glittering and shining, everyone is happy\It's flickering and twinkling, everyone is dreaming\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes response:	I promise you a Holy, Holy, Night
context: The illumination of the stardust\Look, it's snowing\It's glittering and shining, everyone is happy\It's flickering and twinkling, everyone is dreaming\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night response:	lone ly christ mas ja tsu ma ra na i
context: Look, it's snowing\It's glittering and shining, everyone is happy\It's flickering and twinkling, everyone is dreaming\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\lone ly christ mas ja tsu ma ra na i response:	Now it's Christmas, there are lots of smiles
context: It's glittering and shining, everyone is happy\It's flickering and twinkling, everyone is dreaming\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\lone ly christ mas ja tsu ma ra na i\Now it's Christmas, there are lots of smiles response:	I've given you a party night
context: It's flickering and twinkling, everyone is dreaming\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\lone ly christ mas ja tsu ma ra na i\Now it's Christmas, there are lots of smiles\I've given you a party night response:	Now it's Christmas, there are lots of wishes
context: Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\lone ly christ mas ja tsu ma ra na i\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes response:	I promise you a Holy, Holy, Night
context: I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\lone ly christ mas ja tsu ma ra na i\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night response:	This year's Christmas is surely special
context: Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\lone ly christ mas ja tsu ma ra na i\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\This year's Christmas is surely special response:	A lonely Christmas is boring
context: I promise you a Holy, Holy, Night\lone ly christ mas ja tsu ma ra na i\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\This year's Christmas is surely special\A lonely Christmas is boring response:	A smile is an illumination
context: lone ly christ mas ja tsu ma ra na i\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\This year's Christmas is surely special\A lonely Christmas is boring\A smile is an illumination response:	Look, I'll decorate it
context: Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\This year's Christmas is surely special\A lonely Christmas is boring\A smile is an illumination\Look, I'll decorate it response:	It's swaying and flickering, everyone is holding hands
context: I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\This year's Christmas is surely special\A lonely Christmas is boring\A smile is an illumination\Look, I'll decorate it\It's swaying and flickering, everyone is holding hands response:	It's sparkling and twinkling, everyone is looking up at the stars
context: Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\This year's Christmas is surely special\A lonely Christmas is boring\A smile is an illumination\Look, I'll decorate it\It's swaying and flickering, everyone is holding hands\It's sparkling and twinkling, everyone is looking up at the stars response:	Now it's Christmas, there are lots of smiles
context: I promise you a Holy, Holy, Night\This year's Christmas is surely special\A lonely Christmas is boring\A smile is an illumination\Look, I'll decorate it\It's swaying and flickering, everyone is holding hands\It's sparkling and twinkling, everyone is looking up at the stars\Now it's Christmas, there are lots of smiles response:	I've given you a party night
context: This year's Christmas is surely special\A lonely Christmas is boring\A smile is an illumination\Look, I'll decorate it\It's swaying and flickering, everyone is holding hands\It's sparkling and twinkling, everyone is looking up at the stars\Now it's Christmas, there are lots of smiles\I've given you a party night response:	Now it's Christmas, there are lots of wishes
context: A lonely Christmas is boring\A smile is an illumination\Look, I'll decorate it\It's swaying and flickering, everyone is holding hands\It's sparkling and twinkling, everyone is looking up at the stars\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes response:	I promise you a Holy, Holy, Night
context: A smile is an illumination\Look, I'll decorate it\It's swaying and flickering, everyone is holding hands\It's sparkling and twinkling, everyone is looking up at the stars\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night response:	Holy Night Party
context: Look, I'll decorate it\It's swaying and flickering, everyone is holding hands\It's sparkling and twinkling, everyone is looking up at the stars\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\Holy Night Party response:	Santa Claus
context: It's swaying and flickering, everyone is holding hands\It's sparkling and twinkling, everyone is looking up at the stars\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\Holy Night Party\Santa Claus response:	Kushieda
context: It's sparkling and twinkling, everyone is looking up at the stars\Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\Holy Night Party\Santa Claus\Kushieda response:	Next Episode Preview
context: Now it's Christmas, there are lots of smiles\I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\Holy Night Party\Santa Claus\Kushieda\Next Episode Preview response:	Always, like this
context: I've given you a party night\Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\Holy Night Party\Santa Claus\Kushieda\Next Episode Preview\Always, like this response:	Your call can not be connected at the moment.
context: Now it's Christmas, there are lots of wishes\I promise you a Holy, Holy, Night\Holy Night Party\Santa Claus\Kushieda\Next Episode Preview\Always, like this\Your call can not be connected at the moment. response:	Please leave a message after the beep.
context: I promise you a Holy, Holy, Night\Holy Night Party\Santa Claus\Kushieda\Next Episode Preview\Always, like this\Your call can not be connected at the moment.\Please leave a message after the beep. response:	U-Uh, Kushieda?
context: Holy Night Party\Santa Claus\Kushieda\Next Episode Preview\Always, like this\Your call can not be connected at the moment.\Please leave a message after the beep.\U-Uh, Kushieda? response:	It's about tonight's party...
context: Santa Claus\Kushieda\Next Episode Preview\Always, like this\Your call can not be connected at the moment.\Please leave a message after the beep.\U-Uh, Kushieda?\It's about tonight's party... response:	Ryuuji, you there?
context: Kushieda\Next Episode Preview\Always, like this\Your call can not be connected at the moment.\Please leave a message after the beep.\U-Uh, Kushieda?\It's about tonight's party...\Ryuuji, you there? response:	I'll call you back later.
context: Next Episode Preview\Always, like this\Your call can not be connected at the moment.\Please leave a message after the beep.\U-Uh, Kushieda?\It's about tonight's party...\Ryuuji, you there?\I'll call you back later. response:	Hey, open your window, Ryuuji!
context: Always, like this\Your call can not be connected at the moment.\Please leave a message after the beep.\U-Uh, Kushieda?\It's about tonight's party...\Ryuuji, you there?\I'll call you back later.\Hey, open your window, Ryuuji! response:	You have to come no matter what, okay?
context: Your call can not be connected at the moment.\Please leave a message after the beep.\U-Uh, Kushieda?\It's about tonight's party...\Ryuuji, you there?\I'll call you back later.\Hey, open your window, Ryuuji!\You have to come no matter what, okay? response:	It'll definitely be fun! Bye!
context: Please leave a message after the beep.\U-Uh, Kushieda?\It's about tonight's party...\Ryuuji, you there?\I'll call you back later.\Hey, open your window, Ryuuji!\You have to come no matter what, okay?\It'll definitely be fun! Bye! response:	Hey, Ryuuji!
context: U-Uh, Kushieda?\It's about tonight's party...\Ryuuji, you there?\I'll call you back later.\Hey, open your window, Ryuuji!\You have to come no matter what, okay?\It'll definitely be fun! Bye!\Hey, Ryuuji! response:	You're so slow!
context: It's about tonight's party...\Ryuuji, you there?\I'll call you back later.\Hey, open your window, Ryuuji!\You have to come no matter what, okay?\It'll definitely be fun! Bye!\Hey, Ryuuji!\You're so slow! response:	What were you doing?
context: Ryuuji, you there?\I'll call you back later.\Hey, open your window, Ryuuji!\You have to come no matter what, okay?\It'll definitely be fun! Bye!\Hey, Ryuuji!\You're so slow!\What were you doing? response:	No, what are you do -
context: I'll call you back later.\Hey, open your window, Ryuuji!\You have to come no matter what, okay?\It'll definitely be fun! Bye!\Hey, Ryuuji!\You're so slow!\What were you doing?\No, what are you do - response:	Catch this.
context: Hey, open your window, Ryuuji!\You have to come no matter what, okay?\It'll definitely be fun! Bye!\Hey, Ryuuji!\You're so slow!\What were you doing?\No, what are you do -\Catch this. response:	Why did you do that out of the blue?!
context: You have to come no matter what, okay?\It'll definitely be fun! Bye!\Hey, Ryuuji!\You're so slow!\What were you doing?\No, what are you do -\Catch this.\Why did you do that out of the blue?! response:	You're so viole -
context: It'll definitely be fun! Bye!\Hey, Ryuuji!\You're so slow!\What were you doing?\No, what are you do -\Catch this.\Why did you do that out of the blue?!\You're so viole - response:	Whatever. Just open it.
context: Hey, Ryuuji!\You're so slow!\What were you doing?\No, what are you do -\Catch this.\Why did you do that out of the blue?!\You're so viole -\Whatever. Just open it. response:	Huh?
context: You're so slow!\What were you doing?\No, what are you do -\Catch this.\Why did you do that out of the blue?!\You're so viole -\Whatever. Just open it.\Huh? response:	You'll understand when you open it.
context: What were you doing?\No, what are you do -\Catch this.\Why did you do that out of the blue?!\You're so viole -\Whatever. Just open it.\Huh?\You'll understand when you open it. response:	I have to get ready, so I'll come over in half an hour.
context: No, what are you do -\Catch this.\Why did you do that out of the blue?!\You're so viole -\Whatever. Just open it.\Huh?\You'll understand when you open it.\I have to get ready, so I'll come over in half an hour. response:	Later.
context: Catch this.\Why did you do that out of the blue?!\You're so viole -\Whatever. Just open it.\Huh?\You'll understand when you open it.\I have to get ready, so I'll come over in half an hour.\Later. response:	Hey!
context: Why did you do that out of the blue?!\You're so viole -\Whatever. Just open it.\Huh?\You'll understand when you open it.\I have to get ready, so I'll come over in half an hour.\Later.\Hey! response:	What's going on? What's going on?
context: You're so viole -\Whatever. Just open it.\Huh?\You'll understand when you open it.\I have to get ready, so I'll come over in half an hour.\Later.\Hey!\What's going on? What's going on? response:	Coming!
context: Whatever. Just open it.\Huh?\You'll understand when you open it.\I have to get ready, so I'll come over in half an hour.\Later.\Hey!\What's going on? What's going on?\Coming! response:	Wow! You look so cute, Taiga-chan!
context: Huh?\You'll understand when you open it.\I have to get ready, so I'll come over in half an hour.\Later.\Hey!\What's going on? What's going on?\Coming!\Wow! You look so cute, Taiga-chan! response:	Ryuu-chan, come over here and check her out!
context: You'll understand when you open it.\I have to get ready, so I'll come over in half an hour.\Later.\Hey!\What's going on? What's going on?\Coming!\Wow! You look so cute, Taiga-chan!\Ryuu-chan, come over here and check her out! response:	O-Okay...
context: I have to get ready, so I'll come over in half an hour.\Later.\Hey!\What's going on? What's going on?\Coming!\Wow! You look so cute, Taiga-chan!\Ryuu-chan, come over here and check her out!\O-Okay... response:	Ryuu-chan, you look amazing!
context: Later.\Hey!\What's going on? What's going on?\Coming!\Wow! You look so cute, Taiga-chan!\Ryuu-chan, come over here and check her out!\O-Okay...\Ryuu-chan, you look amazing! response:	That's good, it's the perfect size.
context: Hey!\What's going on? What's going on?\Coming!\Wow! You look so cute, Taiga-chan!\Ryuu-chan, come over here and check her out!\O-Okay...\Ryuu-chan, you look amazing!\That's good, it's the perfect size. response:	I-Is it okay for me to borrow these clothes from you?
context: What's going on? What's going on?\Coming!\Wow! You look so cute, Taiga-chan!\Ryuu-chan, come over here and check her out!\O-Okay...\Ryuu-chan, you look amazing!\That's good, it's the perfect size.\I-Is it okay for me to borrow these clothes from you? response:	You're not borrowing.
context: Coming!\Wow! You look so cute, Taiga-chan!\Ryuu-chan, come over here and check her out!\O-Okay...\Ryuu-chan, you look amazing!\That's good, it's the perfect size.\I-Is it okay for me to borrow these clothes from you?\You're not borrowing. response:	They're yours now.
context: Wow! You look so cute, Taiga-chan!\Ryuu-chan, come over here and check her out!\O-Okay...\Ryuu-chan, you look amazing!\That's good, it's the perfect size.\I-Is it okay for me to borrow these clothes from you?\You're not borrowing.\They're yours now. response:	Mine?!
context: Ryuu-chan, come over here and check her out!\O-Okay...\Ryuu-chan, you look amazing!\That's good, it's the perfect size.\I-Is it okay for me to borrow these clothes from you?\You're not borrowing.\They're yours now.\Mine?! response:	The name R. Aisaka is sown inside!
context: O-Okay...\Ryuu-chan, you look amazing!\That's good, it's the perfect size.\I-Is it okay for me to borrow these clothes from you?\You're not borrowing.\They're yours now.\Mine?!\The name R. Aisaka is sown inside! response:	Isn't this is your father's?
context: Ryuu-chan, you look amazing!\That's good, it's the perfect size.\I-Is it okay for me to borrow these clothes from you?\You're not borrowing.\They're yours now.\Mine?!\The name R. Aisaka is sown inside!\Isn't this is your father's? response:	He just sort of left it because it didn't fit him, so it's okay.
context: That's good, it's the perfect size.\I-Is it okay for me to borrow these clothes from you?\You're not borrowing.\They're yours now.\Mine?!\The name R. Aisaka is sown inside!\Isn't this is your father's?\He just sort of left it because it didn't fit him, so it's okay. response:	Just take it.
context: I-Is it okay for me to borrow these clothes from you?\You're not borrowing.\They're yours now.\Mine?!\The name R. Aisaka is sown inside!\Isn't this is your father's?\He just sort of left it because it didn't fit him, so it's okay.\Just take it. response:	Wearing his cast-offs? Are you messing with me?
context: You're not borrowing.\They're yours now.\Mine?!\The name R. Aisaka is sown inside!\Isn't this is your father's?\He just sort of left it because it didn't fit him, so it's okay.\Just take it.\Wearing his cast-offs? Are you messing with me? response:	If you don't want it, I'll just throw it away.
context: They're yours now.\Mine?!\The name R. Aisaka is sown inside!\Isn't this is your father's?\He just sort of left it because it didn't fit him, so it's okay.\Just take it.\Wearing his cast-offs? Are you messing with me?\If you don't want it, I'll just throw it away. response:	These small chores really suit you.
context: Mine?!\The name R. Aisaka is sown inside!\Isn't this is your father's?\He just sort of left it because it didn't fit him, so it's okay.\Just take it.\Wearing his cast-offs? Are you messing with me?\If you don't want it, I'll just throw it away.\These small chores really suit you. response:	You were the one who told me to take it.
context: The name R. Aisaka is sown inside!\Isn't this is your father's?\He just sort of left it because it didn't fit him, so it's okay.\Just take it.\Wearing his cast-offs? Are you messing with me?\If you don't want it, I'll just throw it away.\These small chores really suit you.\You were the one who told me to take it. response:	D-Destroy the evidence!
context: Isn't this is your father's?\He just sort of left it because it didn't fit him, so it's okay.\Just take it.\Wearing his cast-offs? Are you messing with me?\If you don't want it, I'll just throw it away.\These small chores really suit you.\You were the one who told me to take it.\D-Destroy the evidence! response:	How can you say something like that when you can't even say your name?
context: He just sort of left it because it didn't fit him, so it's okay.\Just take it.\Wearing his cast-offs? Are you messing with me?\If you don't want it, I'll just throw it away.\These small chores really suit you.\You were the one who told me to take it.\D-Destroy the evidence!\How can you say something like that when you can't even say your name? response:	All right!
context: Just take it.\Wearing his cast-offs? Are you messing with me?\If you don't want it, I'll just throw it away.\These small chores really suit you.\You were the one who told me to take it.\D-Destroy the evidence!\How can you say something like that when you can't even say your name?\All right! response:	Magical Girl Ya-chan will cast some magic on you two!
context: Wearing his cast-offs? Are you messing with me?\If you don't want it, I'll just throw it away.\These small chores really suit you.\You were the one who told me to take it.\D-Destroy the evidence!\How can you say something like that when you can't even say your name?\All right!\Magical Girl Ya-chan will cast some magic on you two! response:	Magic?
context: If you don't want it, I'll just throw it away.\These small chores really suit you.\You were the one who told me to take it.\D-Destroy the evidence!\How can you say something like that when you can't even say your name?\All right!\Magical Girl Ya-chan will cast some magic on you two!\Magic? response:	Now don't go too wild.
context: These small chores really suit you.\You were the one who told me to take it.\D-Destroy the evidence!\How can you say something like that when you can't even say your name?\All right!\Magical Girl Ya-chan will cast some magic on you two!\Magic?\Now don't go too wild. response:	Once the party starts,
context: You were the one who told me to take it.\D-Destroy the evidence!\How can you say something like that when you can't even say your name?\All right!\Magical Girl Ya-chan will cast some magic on you two!\Magic?\Now don't go too wild.\Once the party starts, response:	this will smell really good mixed in with your scent.
context: D-Destroy the evidence!\How can you say something like that when you can't even say your name?\All right!\Magical Girl Ya-chan will cast some magic on you two!\Magic?\Now don't go too wild.\Once the party starts,\this will smell really good mixed in with your scent. response:	And you, Ryuu-chan...
context: How can you say something like that when you can't even say your name?\All right!\Magical Girl Ya-chan will cast some magic on you two!\Magic?\Now don't go too wild.\Once the party starts,\this will smell really good mixed in with your scent.\And you, Ryuu-chan... response:	Here.
context: All right!\Magical Girl Ya-chan will cast some magic on you two!\Magic?\Now don't go too wild.\Once the party starts,\this will smell really good mixed in with your scent.\And you, Ryuu-chan...\Here. response:	This is...
context: Magical Girl Ya-chan will cast some magic on you two!\Magic?\Now don't go too wild.\Once the party starts,\this will smell really good mixed in with your scent.\And you, Ryuu-chan...\Here.\This is... response:	Is this my father's -
context: Magic?\Now don't go too wild.\Once the party starts,\this will smell really good mixed in with your scent.\And you, Ryuu-chan...\Here.\This is...\Is this my father's - response:	Nope.
context: Now don't go too wild.\Once the party starts,\this will smell really good mixed in with your scent.\And you, Ryuu-chan...\Here.\This is...\Is this my father's -\Nope. response:	A long time ago, when I ran away from home,
context: Once the party starts,\this will smell really good mixed in with your scent.\And you, Ryuu-chan...\Here.\This is...\Is this my father's -\Nope.\A long time ago, when I ran away from home, response:	I took a few valuable things with me.
context: this will smell really good mixed in with your scent.\And you, Ryuu-chan...\Here.\This is...\Is this my father's -\Nope.\A long time ago, when I ran away from home,\I took a few valuable things with me. response:	That means this is my grandfather's.
context: And you, Ryuu-chan...\Here.\This is...\Is this my father's -\Nope.\A long time ago, when I ran away from home,\I took a few valuable things with me.\That means this is my grandfather's. response:	Correct!
context: Here.\This is...\Is this my father's -\Nope.\A long time ago, when I ran away from home,\I took a few valuable things with me.\That means this is my grandfather's.\Correct! response:	S-Stolen goods?
context: This is...\Is this my father's -\Nope.\A long time ago, when I ran away from home,\I took a few valuable things with me.\That means this is my grandfather's.\Correct!\S-Stolen goods? response:	Hey, you'll a catch a cold like this.
context: Is this my father's -\Nope.\A long time ago, when I ran away from home,\I took a few valuable things with me.\That means this is my grandfather's.\Correct!\S-Stolen goods?\Hey, you'll a catch a cold like this. response:	Write down your name and class when you enter!
context: Nope.\A long time ago, when I ran away from home,\I took a few valuable things with me.\That means this is my grandfather's.\Correct!\S-Stolen goods?\Hey, you'll a catch a cold like this.\Write down your name and class when you enter! response:	Wow, there are a lot of people.
context: A long time ago, when I ran away from home,\I took a few valuable things with me.\That means this is my grandfather's.\Correct!\S-Stolen goods?\Hey, you'll a catch a cold like this.\Write down your name and class when you enter!\Wow, there are a lot of people. response:	Just how many are here?
context: I took a few valuable things with me.\That means this is my grandfather's.\Correct!\S-Stolen goods?\Hey, you'll a catch a cold like this.\Write down your name and class when you enter!\Wow, there are a lot of people.\Just how many are here? response:	It doesn't matter. There's only one important thing...
context: That means this is my grandfather's.\Correct!\S-Stolen goods?\Hey, you'll a catch a cold like this.\Write down your name and class when you enter!\Wow, there are a lot of people.\Just how many are here?\It doesn't matter. There's only one important thing... response:	There's something you have to do tonight, get it?
context: Correct!\S-Stolen goods?\Hey, you'll a catch a cold like this.\Write down your name and class when you enter!\Wow, there are a lot of people.\Just how many are here?\It doesn't matter. There's only one important thing...\There's something you have to do tonight, get it? response:	Y-Yeah...
context: S-Stolen goods?\Hey, you'll a catch a cold like this.\Write down your name and class when you enter!\Wow, there are a lot of people.\Just how many are here?\It doesn't matter. There's only one important thing...\There's something you have to do tonight, get it?\Y-Yeah... response:	Oh! Yuri-chan-sensei, you dressed up!
context: Hey, you'll a catch a cold like this.\Write down your name and class when you enter!\Wow, there are a lot of people.\Just how many are here?\It doesn't matter. There's only one important thing...\There's something you have to do tonight, get it?\Y-Yeah...\Oh! Yuri-chan-sensei, you dressed up! response:	So the reason you're not coming to the party is because you have a date.
