context: Oh! response:	Cafe
context: I feel bad since the folks in the home were looking forward to it.\You want us to?\Is that all right?\Of course!\You're the pride of our shopping district.\All right!\Leave it to me.\So that's how things turned out. response:	Are you sure?
context: You want us to?\Is that all right?\Of course!\You're the pride of our shopping district.\All right!\Leave it to me.\So that's how things turned out.\Are you sure? response:	Of course!
context: Is that all right?\Of course!\You're the pride of our shopping district.\All right!\Leave it to me.\So that's how things turned out.\Are you sure?\Of course! response:	I'd like to help out too, but right now I've got work...
context: Of course!\You're the pride of our shopping district.\All right!\Leave it to me.\So that's how things turned out.\Are you sure?\Of course!\I'd like to help out too, but right now I've got work... response:	Just leave it to me
context: You're the pride of our shopping district.\All right!\Leave it to me.\So that's how things turned out.\Are you sure?\Of course!\I'd like to help out too, but right now I've got work...\Just leave it to me response:	and focus on your work, Miss Kobayashi.
context: All right!\Leave it to me.\So that's how things turned out.\Are you sure?\Of course!\I'd like to help out too, but right now I've got work...\Just leave it to me\and focus on your work, Miss Kobayashi. response:	If you say so.
context: Leave it to me.\So that's how things turned out.\Are you sure?\Of course!\I'd like to help out too, but right now I've got work...\Just leave it to me\and focus on your work, Miss Kobayashi.\If you say so. response:	Now's the time to call for help from my reliable friends.
context: So that's how things turned out.\Are you sure?\Of course!\I'd like to help out too, but right now I've got work...\Just leave it to me\and focus on your work, Miss Kobayashi.\If you say so.\Now's the time to call for help from my reliable friends. response:	Everyone, let's do our best!
context: Are you sure?\Of course!\I'd like to help out too, but right now I've got work...\Just leave it to me\and focus on your work, Miss Kobayashi.\If you say so.\Now's the time to call for help from my reliable friends.\Everyone, let's do our best! response:	Yeah!
context: Of course!\I'd like to help out too, but right now I've got work...\Just leave it to me\and focus on your work, Miss Kobayashi.\If you say so.\Now's the time to call for help from my reliable friends.\Everyone, let's do our best!\Yeah! response:	Y-Yeah...
context: I'd like to help out too, but right now I've got work...\Just leave it to me\and focus on your work, Miss Kobayashi.\If you say so.\Now's the time to call for help from my reliable friends.\Everyone, let's do our best!\Yeah!\Y-Yeah... response:	Hey, wait!
context: Just leave it to me\and focus on your work, Miss Kobayashi.\If you say so.\Now's the time to call for help from my reliable friends.\Everyone, let's do our best!\Yeah!\Y-Yeah...\Hey, wait! response:	What is it?
context: and focus on your work, Miss Kobayashi.\If you say so.\Now's the time to call for help from my reliable friends.\Everyone, let's do our best!\Yeah!\Y-Yeah...\Hey, wait!\What is it? response:	I was told I could eat my fill of candy if I came here.
context: If you say so.\Now's the time to call for help from my reliable friends.\Everyone, let's do our best!\Yeah!\Y-Yeah...\Hey, wait!\What is it?\I was told I could eat my fill of candy if I came here. response:	I even made time in my schedule during this busy time of the year!
context: Now's the time to call for help from my reliable friends.\Everyone, let's do our best!\Yeah!\Y-Yeah...\Hey, wait!\What is it?\I was told I could eat my fill of candy if I came here.\I even made time in my schedule during this busy time of the year! response:	I've heard from Miss Kobayashi, Elma,
context: Everyone, let's do our best!\Yeah!\Y-Yeah...\Hey, wait!\What is it?\I was told I could eat my fill of candy if I came here.\I even made time in my schedule during this busy time of the year!\I've heard from Miss Kobayashi, Elma, response:	that you're still useless at work.
context: Yeah!\Y-Yeah...\Hey, wait!\What is it?\I was told I could eat my fill of candy if I came here.\I even made time in my schedule during this busy time of the year!\I've heard from Miss Kobayashi, Elma,\that you're still useless at work. response:	And that they announced you wouldn't be useful in this busy period.
context: Y-Yeah...\Hey, wait!\What is it?\I was told I could eat my fill of candy if I came here.\I even made time in my schedule during this busy time of the year!\I've heard from Miss Kobayashi, Elma,\that you're still useless at work.\And that they announced you wouldn't be useful in this busy period. response:	B-But I can touch type now!
context: Hey, wait!\What is it?\I was told I could eat my fill of candy if I came here.\I even made time in my schedule during this busy time of the year!\I've heard from Miss Kobayashi, Elma,\that you're still useless at work.\And that they announced you wouldn't be useful in this busy period.\B-But I can touch type now! response:	And I can't afford to interfere with this world...
context: What is it?\I was told I could eat my fill of candy if I came here.\I even made time in my schedule during this busy time of the year!\I've heard from Miss Kobayashi, Elma,\that you're still useless at work.\And that they announced you wouldn't be useful in this busy period.\B-But I can touch type now!\And I can't afford to interfere with this world... response:	You're already interfering plenty.
context: I was told I could eat my fill of candy if I came here.\I even made time in my schedule during this busy time of the year!\I've heard from Miss Kobayashi, Elma,\that you're still useless at work.\And that they announced you wouldn't be useful in this busy period.\B-But I can touch type now!\And I can't afford to interfere with this world...\You're already interfering plenty. response:	Umm, where's Kanna-san's mom?
context: I even made time in my schedule during this busy time of the year!\I've heard from Miss Kobayashi, Elma,\that you're still useless at work.\And that they announced you wouldn't be useful in this busy period.\B-But I can touch type now!\And I can't afford to interfere with this world...\You're already interfering plenty.\Umm, where's Kanna-san's mom? response:	Unlike Elma, Miss Kobayashi's busy.
context: I've heard from Miss Kobayashi, Elma,\that you're still useless at work.\And that they announced you wouldn't be useful in this busy period.\B-But I can touch type now!\And I can't afford to interfere with this world...\You're already interfering plenty.\Umm, where's Kanna-san's mom?\Unlike Elma, Miss Kobayashi's busy. response:	So let's do this on our own.
context: that you're still useless at work.\And that they announced you wouldn't be useful in this busy period.\B-But I can touch type now!\And I can't afford to interfere with this world...\You're already interfering plenty.\Umm, where's Kanna-san's mom?\Unlike Elma, Miss Kobayashi's busy.\So let's do this on our own. response:	You heard her.
context: And that they announced you wouldn't be useful in this busy period.\B-But I can touch type now!\And I can't afford to interfere with this world...\You're already interfering plenty.\Umm, where's Kanna-san's mom?\Unlike Elma, Miss Kobayashi's busy.\So let's do this on our own.\You heard her. response:	Boring.
context: B-But I can touch type now!\And I can't afford to interfere with this world...\You're already interfering plenty.\Umm, where's Kanna-san's mom?\Unlike Elma, Miss Kobayashi's busy.\So let's do this on our own.\You heard her.\Boring. response:	I heard something important was going on, but we're just putting on a show for humans?
context: And I can't afford to interfere with this world...\You're already interfering plenty.\Umm, where's Kanna-san's mom?\Unlike Elma, Miss Kobayashi's busy.\So let's do this on our own.\You heard her.\Boring.\I heard something important was going on, but we're just putting on a show for humans? response:	Well, why not?
context: You're already interfering plenty.\Umm, where's Kanna-san's mom?\Unlike Elma, Miss Kobayashi's busy.\So let's do this on our own.\You heard her.\Boring.\I heard something important was going on, but we're just putting on a show for humans?\Well, why not? response:	Let's watch over her.
context: Umm, where's Kanna-san's mom?\Unlike Elma, Miss Kobayashi's busy.\So let's do this on our own.\You heard her.\Boring.\I heard something important was going on, but we're just putting on a show for humans?\Well, why not?\Let's watch over her. response:	Hmph.
context: Unlike Elma, Miss Kobayashi's busy.\So let's do this on our own.\You heard her.\Boring.\I heard something important was going on, but we're just putting on a show for humans?\Well, why not?\Let's watch over her.\Hmph. response:	Show Ideas
context: So let's do this on our own.\You heard her.\Boring.\I heard something important was going on, but we're just putting on a show for humans?\Well, why not?\Let's watch over her.\Hmph.\Show Ideas response:	So?
context: You heard her.\Boring.\I heard something important was going on, but we're just putting on a show for humans?\Well, why not?\Let's watch over her.\Hmph.\Show Ideas\So? response:	What are we doing for this show?
context: Boring.\I heard something important was going on, but we're just putting on a show for humans?\Well, why not?\Let's watch over her.\Hmph.\Show Ideas\So?\What are we doing for this show? response:	It needs to be something the elderly will enjoy.
context: I heard something important was going on, but we're just putting on a show for humans?\Well, why not?\Let's watch over her.\Hmph.\Show Ideas\So?\What are we doing for this show?\It needs to be something the elderly will enjoy. response:	Does anyone have any ideas?
context: Well, why not?\Let's watch over her.\Hmph.\Show Ideas\So?\What are we doing for this show?\It needs to be something the elderly will enjoy.\Does anyone have any ideas? response:	How about an eating contest?
context: Let's watch over her.\Hmph.\Show Ideas\So?\What are we doing for this show?\It needs to be something the elderly will enjoy.\Does anyone have any ideas?\How about an eating contest? response:	You just want to eat.
context: Hmph.\Show Ideas\So?\What are we doing for this show?\It needs to be something the elderly will enjoy.\Does anyone have any ideas?\How about an eating contest?\You just want to eat. response:	A race.
context: Show Ideas\So?\What are we doing for this show?\It needs to be something the elderly will enjoy.\Does anyone have any ideas?\How about an eating contest?\You just want to eat.\A race. response:	They might die.
context: So?\What are we doing for this show?\It needs to be something the elderly will enjoy.\Does anyone have any ideas?\How about an eating contest?\You just want to eat.\A race.\They might die. response:	We could play a VR FPS, FFA.
context: What are we doing for this show?\It needs to be something the elderly will enjoy.\Does anyone have any ideas?\How about an eating contest?\You just want to eat.\A race.\They might die.\We could play a VR FPS, FFA. response:	I'm sorry, could you speak Japanese?
context: It needs to be something the elderly will enjoy.\Does anyone have any ideas?\How about an eating contest?\You just want to eat.\A race.\They might die.\We could play a VR FPS, FFA.\I'm sorry, could you speak Japanese? response:	All of these ideas require the audience to participate, don't they?
context: Does anyone have any ideas?\How about an eating contest?\You just want to eat.\A race.\They might die.\We could play a VR FPS, FFA.\I'm sorry, could you speak Japanese?\All of these ideas require the audience to participate, don't they? response:	You haven't proposed anything yourself!
context: How about an eating contest?\You just want to eat.\A race.\They might die.\We could play a VR FPS, FFA.\I'm sorry, could you speak Japanese?\All of these ideas require the audience to participate, don't they?\You haven't proposed anything yourself! response:	Do either of you have any ideas?
context: You just want to eat.\A race.\They might die.\We could play a VR FPS, FFA.\I'm sorry, could you speak Japanese?\All of these ideas require the audience to participate, don't they?\You haven't proposed anything yourself!\Do either of you have any ideas? response:	I'm okay with anything.
context: A race.\They might die.\We could play a VR FPS, FFA.\I'm sorry, could you speak Japanese?\All of these ideas require the audience to participate, don't they?\You haven't proposed anything yourself!\Do either of you have any ideas?\I'm okay with anything. response:	Then how about a play?
context: They might die.\We could play a VR FPS, FFA.\I'm sorry, could you speak Japanese?\All of these ideas require the audience to participate, don't they?\You haven't proposed anything yourself!\Do either of you have any ideas?\I'm okay with anything.\Then how about a play? response:	A play?
context: We could play a VR FPS, FFA.\I'm sorry, could you speak Japanese?\All of these ideas require the audience to participate, don't they?\You haven't proposed anything yourself!\Do either of you have any ideas?\I'm okay with anything.\Then how about a play?\A play? response:	You mean that thing were humans act on a stone stage?
context: I'm sorry, could you speak Japanese?\All of these ideas require the audience to participate, don't they?\You haven't proposed anything yourself!\Do either of you have any ideas?\I'm okay with anything.\Then how about a play?\A play?\You mean that thing were humans act on a stone stage? response:	Stone stage?
context: All of these ideas require the audience to participate, don't they?\You haven't proposed anything yourself!\Do either of you have any ideas?\I'm okay with anything.\Then how about a play?\A play?\You mean that thing were humans act on a stone stage?\Stone stage? response:	A play sounds great!
context: You haven't proposed anything yourself!\Do either of you have any ideas?\I'm okay with anything.\Then how about a play?\A play?\You mean that thing were humans act on a stone stage?\Stone stage?\A play sounds great! response:	Let's do that.
context: Do either of you have any ideas?\I'm okay with anything.\Then how about a play?\A play?\You mean that thing were humans act on a stone stage?\Stone stage?\A play sounds great!\Let's do that. response:	But what play would we even put on?
context: I'm okay with anything.\Then how about a play?\A play?\You mean that thing were humans act on a stone stage?\Stone stage?\A play sounds great!\Let's do that.\But what play would we even put on? response:	Since it's Christmas, why not The Little Match Girl?
context: Then how about a play?\A play?\You mean that thing were humans act on a stone stage?\Stone stage?\A play sounds great!\Let's do that.\But what play would we even put on?\Since it's Christmas, why not The Little Match Girl? response:	What's that story about?
context: A play?\You mean that thing were humans act on a stone stage?\Stone stage?\A play sounds great!\Let's do that.\But what play would we even put on?\Since it's Christmas, why not The Little Match Girl?\What's that story about? response:	On a cold, cold winter night, a poor little girl is selling matchsticks.
context: You mean that thing were humans act on a stone stage?\Stone stage?\A play sounds great!\Let's do that.\But what play would we even put on?\Since it's Christmas, why not The Little Match Girl?\What's that story about?\On a cold, cold winter night, a poor little girl is selling matchsticks. response:	None of the people passing by will buy any from her.
context: Stone stage?\A play sounds great!\Let's do that.\But what play would we even put on?\Since it's Christmas, why not The Little Match Girl?\What's that story about?\On a cold, cold winter night, a poor little girl is selling matchsticks.\None of the people passing by will buy any from her. response:	So in order to warm her chilled body, she lights one of the matches.
context: A play sounds great!\Let's do that.\But what play would we even put on?\Since it's Christmas, why not The Little Match Girl?\What's that story about?\On a cold, cold winter night, a poor little girl is selling matchsticks.\None of the people passing by will buy any from her.\So in order to warm her chilled body, she lights one of the matches. response:	Then, in the flame, she sees a warm stove and lots of delicious food.
context: Let's do that.\But what play would we even put on?\Since it's Christmas, why not The Little Match Girl?\What's that story about?\On a cold, cold winter night, a poor little girl is selling matchsticks.\None of the people passing by will buy any from her.\So in order to warm her chilled body, she lights one of the matches.\Then, in the flame, she sees a warm stove and lots of delicious food. response:	She lights match after match, and eventually her beloved dead grandmother appears.
context: But what play would we even put on?\Since it's Christmas, why not The Little Match Girl?\What's that story about?\On a cold, cold winter night, a poor little girl is selling matchsticks.\None of the people passing by will buy any from her.\So in order to warm her chilled body, she lights one of the matches.\Then, in the flame, she sees a warm stove and lots of delicious food.\She lights match after match, and eventually her beloved dead grandmother appears. response:	So the little girl continues lighting her matches
context: Since it's Christmas, why not The Little Match Girl?\What's that story about?\On a cold, cold winter night, a poor little girl is selling matchsticks.\None of the people passing by will buy any from her.\So in order to warm her chilled body, she lights one of the matches.\Then, in the flame, she sees a warm stove and lots of delicious food.\She lights match after match, and eventually her beloved dead grandmother appears.\So the little girl continues lighting her matches response:	to keep her grandmother from disappearing,
context: What's that story about?\On a cold, cold winter night, a poor little girl is selling matchsticks.\None of the people passing by will buy any from her.\So in order to warm her chilled body, she lights one of the matches.\Then, in the flame, she sees a warm stove and lots of delicious food.\She lights match after match, and eventually her beloved dead grandmother appears.\So the little girl continues lighting her matches\to keep her grandmother from disappearing, response:	and the grandmother gently hugs the little girl.
context: On a cold, cold winter night, a poor little girl is selling matchsticks.\None of the people passing by will buy any from her.\So in order to warm her chilled body, she lights one of the matches.\Then, in the flame, she sees a warm stove and lots of delicious food.\She lights match after match, and eventually her beloved dead grandmother appears.\So the little girl continues lighting her matches\to keep her grandmother from disappearing,\and the grandmother gently hugs the little girl. response:	Then the little girl ascends to heaven, embraced in her grandmother's warmth.
context: None of the people passing by will buy any from her.\So in order to warm her chilled body, she lights one of the matches.\Then, in the flame, she sees a warm stove and lots of delicious food.\She lights match after match, and eventually her beloved dead grandmother appears.\So the little girl continues lighting her matches\to keep her grandmother from disappearing,\and the grandmother gently hugs the little girl.\Then the little girl ascends to heaven, embraced in her grandmother's warmth. response:	It's a bit of a sad story.
context: So in order to warm her chilled body, she lights one of the matches.\Then, in the flame, she sees a warm stove and lots of delicious food.\She lights match after match, and eventually her beloved dead grandmother appears.\So the little girl continues lighting her matches\to keep her grandmother from disappearing,\and the grandmother gently hugs the little girl.\Then the little girl ascends to heaven, embraced in her grandmother's warmth.\It's a bit of a sad story. response:	It's famous.
context: Then, in the flame, she sees a warm stove and lots of delicious food.\She lights match after match, and eventually her beloved dead grandmother appears.\So the little girl continues lighting her matches\to keep her grandmother from disappearing,\and the grandmother gently hugs the little girl.\Then the little girl ascends to heaven, embraced in her grandmother's warmth.\It's a bit of a sad story.\It's famous. response:	I see.
context: She lights match after match, and eventually her beloved dead grandmother appears.\So the little girl continues lighting her matches\to keep her grandmother from disappearing,\and the grandmother gently hugs the little girl.\Then the little girl ascends to heaven, embraced in her grandmother's warmth.\It's a bit of a sad story.\It's famous.\I see. response:	So what happens to the little girl after she ascends to heaven?
context: So the little girl continues lighting her matches\to keep her grandmother from disappearing,\and the grandmother gently hugs the little girl.\Then the little girl ascends to heaven, embraced in her grandmother's warmth.\It's a bit of a sad story.\It's famous.\I see.\So what happens to the little girl after she ascends to heaven? response:	You idiot. That means she died.
context: to keep her grandmother from disappearing,\and the grandmother gently hugs the little girl.\Then the little girl ascends to heaven, embraced in her grandmother's warmth.\It's a bit of a sad story.\It's famous.\I see.\So what happens to the little girl after she ascends to heaven?\You idiot. That means she died. response:	Oh. So she strangled her own granddaughter.
context: and the grandmother gently hugs the little girl.\Then the little girl ascends to heaven, embraced in her grandmother's warmth.\It's a bit of a sad story.\It's famous.\I see.\So what happens to the little girl after she ascends to heaven?\You idiot. That means she died.\Oh. So she strangled her own granddaughter. response:	Die!
context: Then the little girl ascends to heaven, embraced in her grandmother's warmth.\It's a bit of a sad story.\It's famous.\I see.\So what happens to the little girl after she ascends to heaven?\You idiot. That means she died.\Oh. So she strangled her own granddaughter.\Die! response:	That's not it either!
context: It's a bit of a sad story.\It's famous.\I see.\So what happens to the little girl after she ascends to heaven?\You idiot. That means she died.\Oh. So she strangled her own granddaughter.\Die!\That's not it either! response:	Saikawa, you know so much. I'm amazed.
context: It's famous.\I see.\So what happens to the little girl after she ascends to heaven?\You idiot. That means she died.\Oh. So she strangled her own granddaughter.\Die!\That's not it either!\Saikawa, you know so much. I'm amazed. response:	Well, yeah.
context: I see.\So what happens to the little girl after she ascends to heaven?\You idiot. That means she died.\Oh. So she strangled her own granddaughter.\Die!\That's not it either!\Saikawa, you know so much. I'm amazed.\Well, yeah. response:	Then let's go ahead with The Little Match Girl.
context: So what happens to the little girl after she ascends to heaven?\You idiot. That means she died.\Oh. So she strangled her own granddaughter.\Die!\That's not it either!\Saikawa, you know so much. I'm amazed.\Well, yeah.\Then let's go ahead with The Little Match Girl. response:	Yeah!
context: You idiot. That means she died.\Oh. So she strangled her own granddaughter.\Die!\That's not it either!\Saikawa, you know so much. I'm amazed.\Well, yeah.\Then let's go ahead with The Little Match Girl.\Yeah! response:	Will we be all right?
context: Oh. So she strangled her own granddaughter.\Die!\That's not it either!\Saikawa, you know so much. I'm amazed.\Well, yeah.\Then let's go ahead with The Little Match Girl.\Yeah!\Will we be all right? response:	I'm the director, Fafnir.
context: Die!\That's not it either!\Saikawa, you know so much. I'm amazed.\Well, yeah.\Then let's go ahead with The Little Match Girl.\Yeah!\Will we be all right?\I'm the director, Fafnir. response:	Since I'll be directing, I won't allow half-baked acting.
context: That's not it either!\Saikawa, you know so much. I'm amazed.\Well, yeah.\Then let's go ahead with The Little Match Girl.\Yeah!\Will we be all right?\I'm the director, Fafnir.\Since I'll be directing, I won't allow half-baked acting. response:	I'm the absolute authority here.
context: Saikawa, you know so much. I'm amazed.\Well, yeah.\Then let's go ahead with The Little Match Girl.\Yeah!\Will we be all right?\I'm the director, Fafnir.\Since I'll be directing, I won't allow half-baked acting.\I'm the absolute authority here. response:	I won't accept objections.
context: Well, yeah.\Then let's go ahead with The Little Match Girl.\Yeah!\Will we be all right?\I'm the director, Fafnir.\Since I'll be directing, I won't allow half-baked acting.\I'm the absolute authority here.\I won't accept objections. response:	To be blunt, you're only director by elimination, because you can't act.
context: Then let's go ahead with The Little Match Girl.\Yeah!\Will we be all right?\I'm the director, Fafnir.\Since I'll be directing, I won't allow half-baked acting.\I'm the absolute authority here.\I won't accept objections.\To be blunt, you're only director by elimination, because you can't act. response:	It was a good compromise.
context: Yeah!\Will we be all right?\I'm the director, Fafnir.\Since I'll be directing, I won't allow half-baked acting.\I'm the absolute authority here.\I won't accept objections.\To be blunt, you're only director by elimination, because you can't act.\It was a good compromise. response:	First we need to decide on our lead actor.
context: Will we be all right?\I'm the director, Fafnir.\Since I'll be directing, I won't allow half-baked acting.\I'm the absolute authority here.\I won't accept objections.\To be blunt, you're only director by elimination, because you can't act.\It was a good compromise.\First we need to decide on our lead actor. response:	Each of you try acting out The Little Match Girl.
context: I'm the director, Fafnir.\Since I'll be directing, I won't allow half-baked acting.\I'm the absolute authority here.\I won't accept objections.\To be blunt, you're only director by elimination, because you can't act.\It was a good compromise.\First we need to decide on our lead actor.\Each of you try acting out The Little Match Girl. response:	Number One, Tohru!
context: Since I'll be directing, I won't allow half-baked acting.\I'm the absolute authority here.\I won't accept objections.\To be blunt, you're only director by elimination, because you can't act.\It was a good compromise.\First we need to decide on our lead actor.\Each of you try acting out The Little Match Girl.\Number One, Tohru! response:	Pleasure to meet you.
context: I'm the absolute authority here.\I won't accept objections.\To be blunt, you're only director by elimination, because you can't act.\It was a good compromise.\First we need to decide on our lead actor.\Each of you try acting out The Little Match Girl.\Number One, Tohru!\Pleasure to meet you. response:	Just get started.
context: I won't accept objections.\To be blunt, you're only director by elimination, because you can't act.\It was a good compromise.\First we need to decide on our lead actor.\Each of you try acting out The Little Match Girl.\Number One, Tohru!\Pleasure to meet you.\Just get started. response:	Don't disappoint me.
context: To be blunt, you're only director by elimination, because you can't act.\It was a good compromise.\First we need to decide on our lead actor.\Each of you try acting out The Little Match Girl.\Number One, Tohru!\Pleasure to meet you.\Just get started.\Don't disappoint me. response:	Matches! Need any matches?
context: It was a good compromise.\First we need to decide on our lead actor.\Each of you try acting out The Little Match Girl.\Number One, Tohru!\Pleasure to meet you.\Just get started.\Don't disappoint me.\Matches! Need any matches? response:	Boring.
context: First we need to decide on our lead actor.\Each of you try acting out The Little Match Girl.\Number One, Tohru!\Pleasure to meet you.\Just get started.\Don't disappoint me.\Matches! Need any matches?\Boring. response:	Really?
context: Each of you try acting out The Little Match Girl.\Number One, Tohru!\Pleasure to meet you.\Just get started.\Don't disappoint me.\Matches! Need any matches?\Boring.\Really? response:	Are you able to see them?
context: Number One, Tohru!\Pleasure to meet you.\Just get started.\Don't disappoint me.\Matches! Need any matches?\Boring.\Really?\Are you able to see them? response:	The heartless humans passing before your eyes?
context: Pleasure to meet you.\Just get started.\Don't disappoint me.\Matches! Need any matches?\Boring.\Really?\Are you able to see them?\The heartless humans passing before your eyes? response:	Feel it.
context: Just get started.\Don't disappoint me.\Matches! Need any matches?\Boring.\Really?\Are you able to see them?\The heartless humans passing before your eyes?\Feel it. response:	Then your lines will come to you naturally.
context: Don't disappoint me.\Matches! Need any matches?\Boring.\Really?\Are you able to see them?\The heartless humans passing before your eyes?\Feel it.\Then your lines will come to you naturally. response:	Feel it...?
context: Matches! Need any matches?\Boring.\Really?\Are you able to see them?\The heartless humans passing before your eyes?\Feel it.\Then your lines will come to you naturally.\Feel it...? response:	You foolish, inferior humans!
context: Boring.\Really?\Are you able to see them?\The heartless humans passing before your eyes?\Feel it.\Then your lines will come to you naturally.\Feel it...?\You foolish, inferior humans! response:	How dare you ignore me?!
context: Really?\Are you able to see them?\The heartless humans passing before your eyes?\Feel it.\Then your lines will come to you naturally.\Feel it...?\You foolish, inferior humans!\How dare you ignore me?! response:	You'll pay for that crime with your death!
context: Are you able to see them?\The heartless humans passing before your eyes?\Feel it.\Then your lines will come to you naturally.\Feel it...?\You foolish, inferior humans!\How dare you ignore me?!\You'll pay for that crime with your death! response:	Fail. Next.
context: The heartless humans passing before your eyes?\Feel it.\Then your lines will come to you naturally.\Feel it...?\You foolish, inferior humans!\How dare you ignore me?!\You'll pay for that crime with your death!\Fail. Next. response:	Number Two, Elma. Nice to meet you.
context: Feel it.\Then your lines will come to you naturally.\Feel it...?\You foolish, inferior humans!\How dare you ignore me?!\You'll pay for that crime with your death!\Fail. Next.\Number Two, Elma. Nice to meet you. response:	Matches? Do you need any matches?
context: Then your lines will come to you naturally.\Feel it...?\You foolish, inferior humans!\How dare you ignore me?!\You'll pay for that crime with your death!\Fail. Next.\Number Two, Elma. Nice to meet you.\Matches? Do you need any matches? response:	Nope.
context: Feel it...?\You foolish, inferior humans!\How dare you ignore me?!\You'll pay for that crime with your death!\Fail. Next.\Number Two, Elma. Nice to meet you.\Matches? Do you need any matches?\Nope. response:	Please! At least hear me out!
context: You foolish, inferior humans!\How dare you ignore me?!\You'll pay for that crime with your death!\Fail. Next.\Number Two, Elma. Nice to meet you.\Matches? Do you need any matches?\Nope.\Please! At least hear me out! response:	I can't go back to the office until I've sold them all!
context: How dare you ignore me?!\You'll pay for that crime with your death!\Fail. Next.\Number Two, Elma. Nice to meet you.\Matches? Do you need any matches?\Nope.\Please! At least hear me out!\I can't go back to the office until I've sold them all! response:	What are you doing?
