context: Christmas is just around the corner, huh? response:	Do you guys already have plans?
context: My father won't be home on Christmas Eve, so...\I'll be home...\Uh, I mean, of course I'll be spending it with Honey!\My, how callous!\Hey, since we are here, why don't we throw a Christmas party?\You know, get together and have a blast?\Sure, as long as the event planner's a no-show.\Even though it was my idea? response:	So? What are we gonna do for real?
context: I'll be home...\Uh, I mean, of course I'll be spending it with Honey!\My, how callous!\Hey, since we are here, why don't we throw a Christmas party?\You know, get together and have a blast?\Sure, as long as the event planner's a no-show.\Even though it was my idea?\So? What are we gonna do for real? response:	In our case, we really do have to...
context: Uh, I mean, of course I'll be spending it with Honey!\My, how callous!\Hey, since we are here, why don't we throw a Christmas party?\You know, get together and have a blast?\Sure, as long as the event planner's a no-show.\Even though it was my idea?\So? What are we gonna do for real?\In our case, we really do have to... response:	Ch-Christmas?
context: My, how callous!\Hey, since we are here, why don't we throw a Christmas party?\You know, get together and have a blast?\Sure, as long as the event planner's a no-show.\Even though it was my idea?\So? What are we gonna do for real?\In our case, we really do have to...\Ch-Christmas? response:	Chitoge?
context: Hey, since we are here, why don't we throw a Christmas party?\You know, get together and have a blast?\Sure, as long as the event planner's a no-show.\Even though it was my idea?\So? What are we gonna do for real?\In our case, we really do have to...\Ch-Christmas?\Chitoge? response:	Need
context: You know, get together and have a blast?\Sure, as long as the event planner's a no-show.\Even though it was my idea?\So? What are we gonna do for real?\In our case, we really do have to...\Ch-Christmas?\Chitoge?\Need response:	Your mom's coming back?
context: Sure, as long as the event planner's a no-show.\Even though it was my idea?\So? What are we gonna do for real?\In our case, we really do have to...\Ch-Christmas?\Chitoge?\Need\Your mom's coming back? response:	That's right.
context: Even though it was my idea?\So? What are we gonna do for real?\In our case, we really do have to...\Ch-Christmas?\Chitoge?\Need\Your mom's coming back?\That's right. response:	Every Christmas, my mom comes home,
context: So? What are we gonna do for real?\In our case, we really do have to...\Ch-Christmas?\Chitoge?\Need\Your mom's coming back?\That's right.\Every Christmas, my mom comes home, response:	and it's just the three of us over the holidays,
context: In our case, we really do have to...\Ch-Christmas?\Chitoge?\Need\Your mom's coming back?\That's right.\Every Christmas, my mom comes home,\and it's just the three of us over the holidays, response:	so it doesn't look like I can attend that party.
context: Ch-Christmas?\Chitoge?\Need\Your mom's coming back?\That's right.\Every Christmas, my mom comes home,\and it's just the three of us over the holidays,\so it doesn't look like I can attend that party. response:	Why does that make you hate Christmas?
context: Chitoge?\Need\Your mom's coming back?\That's right.\Every Christmas, my mom comes home,\and it's just the three of us over the holidays,\so it doesn't look like I can attend that party.\Why does that make you hate Christmas? response:	Come to think of it, where is your mom usually?
context: Need\Your mom's coming back?\That's right.\Every Christmas, my mom comes home,\and it's just the three of us over the holidays,\so it doesn't look like I can attend that party.\Why does that make you hate Christmas?\Come to think of it, where is your mom usually? response:	I mean, she doesn't seem to be living with you.
context: Your mom's coming back?\That's right.\Every Christmas, my mom comes home,\and it's just the three of us over the holidays,\so it doesn't look like I can attend that party.\Why does that make you hate Christmas?\Come to think of it, where is your mom usually?\I mean, she doesn't seem to be living with you. response:	She's traveling all over the world.
context: That's right.\Every Christmas, my mom comes home,\and it's just the three of us over the holidays,\so it doesn't look like I can attend that party.\Why does that make you hate Christmas?\Come to think of it, where is your mom usually?\I mean, she doesn't seem to be living with you.\She's traveling all over the world. response:	She's still working as a high-powered female CEO.
context: Every Christmas, my mom comes home,\and it's just the three of us over the holidays,\so it doesn't look like I can attend that party.\Why does that make you hate Christmas?\Come to think of it, where is your mom usually?\I mean, she doesn't seem to be living with you.\She's traveling all over the world.\She's still working as a high-powered female CEO. response:	That mom of mine...
context: and it's just the three of us over the holidays,\so it doesn't look like I can attend that party.\Why does that make you hate Christmas?\Come to think of it, where is your mom usually?\I mean, she doesn't seem to be living with you.\She's traveling all over the world.\She's still working as a high-powered female CEO.\That mom of mine... response:	She owns companies all over the world,
context: so it doesn't look like I can attend that party.\Why does that make you hate Christmas?\Come to think of it, where is your mom usually?\I mean, she doesn't seem to be living with you.\She's traveling all over the world.\She's still working as a high-powered female CEO.\That mom of mine...\She owns companies all over the world, response:	and I've heard that her annual income once topped 10 billion dollars!
context: Why does that make you hate Christmas?\Come to think of it, where is your mom usually?\I mean, she doesn't seem to be living with you.\She's traveling all over the world.\She's still working as a high-powered female CEO.\That mom of mine...\She owns companies all over the world,\and I've heard that her annual income once topped 10 billion dollars! response:	Her schedule's crammed for the next ten years,
context: Come to think of it, where is your mom usually?\I mean, she doesn't seem to be living with you.\She's traveling all over the world.\She's still working as a high-powered female CEO.\That mom of mine...\She owns companies all over the world,\and I've heard that her annual income once topped 10 billion dollars!\Her schedule's crammed for the next ten years, response:	and it's even been said
context: I mean, she doesn't seem to be living with you.\She's traveling all over the world.\She's still working as a high-powered female CEO.\That mom of mine...\She owns companies all over the world,\and I've heard that her annual income once topped 10 billion dollars!\Her schedule's crammed for the next ten years,\and it's even been said response:	that the Nikkei Index fluctuates according to my mom's mood that day.
context: She's traveling all over the world.\She's still working as a high-powered female CEO.\That mom of mine...\She owns companies all over the world,\and I've heard that her annual income once topped 10 billion dollars!\Her schedule's crammed for the next ten years,\and it's even been said\that the Nikkei Index fluctuates according to my mom's mood that day. response:	She seriously sounds like a total badass.
context: She's still working as a high-powered female CEO.\That mom of mine...\She owns companies all over the world,\and I've heard that her annual income once topped 10 billion dollars!\Her schedule's crammed for the next ten years,\and it's even been said\that the Nikkei Index fluctuates according to my mom's mood that day.\She seriously sounds like a total badass. response:	But most incredible of all...
context: That mom of mine...\She owns companies all over the world,\and I've heard that her annual income once topped 10 billion dollars!\Her schedule's crammed for the next ten years,\and it's even been said\that the Nikkei Index fluctuates according to my mom's mood that day.\She seriously sounds like a total badass.\But most incredible of all... response:	She's scary when she gets mad!
context: She owns companies all over the world,\and I've heard that her annual income once topped 10 billion dollars!\Her schedule's crammed for the next ten years,\and it's even been said\that the Nikkei Index fluctuates according to my mom's mood that day.\She seriously sounds like a total badass.\But most incredible of all...\She's scary when she gets mad! response:	Absolutely terrifying!
context: and I've heard that her annual income once topped 10 billion dollars!\Her schedule's crammed for the next ten years,\and it's even been said\that the Nikkei Index fluctuates according to my mom's mood that day.\She seriously sounds like a total badass.\But most incredible of all...\She's scary when she gets mad!\Absolutely terrifying! response:	That scary? Really?
context: Her schedule's crammed for the next ten years,\and it's even been said\that the Nikkei Index fluctuates according to my mom's mood that day.\She seriously sounds like a total badass.\But most incredible of all...\She's scary when she gets mad!\Absolutely terrifying!\That scary? Really? response:	But she sounds like a good mom.
context: and it's even been said\that the Nikkei Index fluctuates according to my mom's mood that day.\She seriously sounds like a total badass.\But most incredible of all...\She's scary when she gets mad!\Absolutely terrifying!\That scary? Really?\But she sounds like a good mom. response:	Spending Christmas with you every year when she's so busy.
context: that the Nikkei Index fluctuates according to my mom's mood that day.\She seriously sounds like a total badass.\But most incredible of all...\She's scary when she gets mad!\Absolutely terrifying!\That scary? Really?\But she sounds like a good mom.\Spending Christmas with you every year when she's so busy. response:	Is she... really?
context: She seriously sounds like a total badass.\But most incredible of all...\She's scary when she gets mad!\Absolutely terrifying!\That scary? Really?\But she sounds like a good mom.\Spending Christmas with you every year when she's so busy.\Is she... really? response:	I'm a little uncomfortable with her.
context: But most incredible of all...\She's scary when she gets mad!\Absolutely terrifying!\That scary? Really?\But she sounds like a good mom.\Spending Christmas with you every year when she's so busy.\Is she... really?\I'm a little uncomfortable with her. response:	Mom had me when she was really young,
context: She's scary when she gets mad!\Absolutely terrifying!\That scary? Really?\But she sounds like a good mom.\Spending Christmas with you every year when she's so busy.\Is she... really?\I'm a little uncomfortable with her.\Mom had me when she was really young, response:	but she's been wrapped up in her work ever since,
context: Absolutely terrifying!\That scary? Really?\But she sounds like a good mom.\Spending Christmas with you every year when she's so busy.\Is she... really?\I'm a little uncomfortable with her.\Mom had me when she was really young,\but she's been wrapped up in her work ever since, response:	so as far back as I can remember, I've only seen her a few times a year.
context: That scary? Really?\But she sounds like a good mom.\Spending Christmas with you every year when she's so busy.\Is she... really?\I'm a little uncomfortable with her.\Mom had me when she was really young,\but she's been wrapped up in her work ever since,\so as far back as I can remember, I've only seen her a few times a year. response:	Honestly, I don't really know how it feels to have a mom.
context: But she sounds like a good mom.\Spending Christmas with you every year when she's so busy.\Is she... really?\I'm a little uncomfortable with her.\Mom had me when she was really young,\but she's been wrapped up in her work ever since,\so as far back as I can remember, I've only seen her a few times a year.\Honestly, I don't really know how it feels to have a mom. response:	Why should I have to tell you all this stuff?!
context: Spending Christmas with you every year when she's so busy.\Is she... really?\I'm a little uncomfortable with her.\Mom had me when she was really young,\but she's been wrapped up in her work ever since,\so as far back as I can remember, I've only seen her a few times a year.\Honestly, I don't really know how it feels to have a mom.\Why should I have to tell you all this stuff?! response:	You're the one who brought it up...
context: Is she... really?\I'm a little uncomfortable with her.\Mom had me when she was really young,\but she's been wrapped up in her work ever since,\so as far back as I can remember, I've only seen her a few times a year.\Honestly, I don't really know how it feels to have a mom.\Why should I have to tell you all this stuff?!\You're the one who brought it up... response:	Dad
context: I'm a little uncomfortable with her.\Mom had me when she was really young,\but she's been wrapped up in her work ever since,\so as far back as I can remember, I've only seen her a few times a year.\Honestly, I don't really know how it feels to have a mom.\Why should I have to tell you all this stuff?!\You're the one who brought it up...\Dad response:	Incoming call
context: Mom had me when she was really young,\but she's been wrapped up in her work ever since,\so as far back as I can remember, I've only seen her a few times a year.\Honestly, I don't really know how it feels to have a mom.\Why should I have to tell you all this stuff?!\You're the one who brought it up...\Dad\Incoming call response:	Huh? It's from Dad.
context: but she's been wrapped up in her work ever since,\so as far back as I can remember, I've only seen her a few times a year.\Honestly, I don't really know how it feels to have a mom.\Why should I have to tell you all this stuff?!\You're the one who brought it up...\Dad\Incoming call\Huh? It's from Dad. response:	What does he want?
context: so as far back as I can remember, I've only seen her a few times a year.\Honestly, I don't really know how it feels to have a mom.\Why should I have to tell you all this stuff?!\You're the one who brought it up...\Dad\Incoming call\Huh? It's from Dad.\What does he want? response:	Whaaat?!
context: Honestly, I don't really know how it feels to have a mom.\Why should I have to tell you all this stuff?!\You're the one who brought it up...\Dad\Incoming call\Huh? It's from Dad.\What does he want?\Whaaat?! response:	What's wrong?
context: Why should I have to tell you all this stuff?!\You're the one who brought it up...\Dad\Incoming call\Huh? It's from Dad.\What does he want?\Whaaat?!\What's wrong? response:	He says Mom's coming home tomorrow.
context: You're the one who brought it up...\Dad\Incoming call\Huh? It's from Dad.\What does he want?\Whaaat?!\What's wrong?\He says Mom's coming home tomorrow. response:	What? But it's not even Christmas yet.
context: Dad\Incoming call\Huh? It's from Dad.\What does he want?\Whaaat?!\What's wrong?\He says Mom's coming home tomorrow.\What? But it's not even Christmas yet. response:	And also...
context: Incoming call\Huh? It's from Dad.\What does he want?\Whaaat?!\What's wrong?\He says Mom's coming home tomorrow.\What? But it's not even Christmas yet.\And also... response:	He wants to introduce you to my mom,
context: Huh? It's from Dad.\What does he want?\Whaaat?!\What's wrong?\He says Mom's coming home tomorrow.\What? But it's not even Christmas yet.\And also...\He wants to introduce you to my mom, response:	so he told me to invite you!
context: What does he want?\Whaaat?!\What's wrong?\He says Mom's coming home tomorrow.\What? But it's not even Christmas yet.\And also...\He wants to introduce you to my mom,\so he told me to invite you! response:	Hey! Where the hell's that wine I ordered?
context: Whaaat?!\What's wrong?\He says Mom's coming home tomorrow.\What? But it's not even Christmas yet.\And also...\He wants to introduce you to my mom,\so he told me to invite you!\Hey! Where the hell's that wine I ordered? response:	How's the decorating going? Is the food ready yet?
context: What's wrong?\He says Mom's coming home tomorrow.\What? But it's not even Christmas yet.\And also...\He wants to introduce you to my mom,\so he told me to invite you!\Hey! Where the hell's that wine I ordered?\How's the decorating going? Is the food ready yet? response:	We're doing it now!
context: He says Mom's coming home tomorrow.\What? But it's not even Christmas yet.\And also...\He wants to introduce you to my mom,\so he told me to invite you!\Hey! Where the hell's that wine I ordered?\How's the decorating going? Is the food ready yet?\We're doing it now! response:	Wow...
context: What? But it's not even Christmas yet.\And also...\He wants to introduce you to my mom,\so he told me to invite you!\Hey! Where the hell's that wine I ordered?\How's the decorating going? Is the food ready yet?\We're doing it now!\Wow... response:	They're unusually nimble today.
context: And also...\He wants to introduce you to my mom,\so he told me to invite you!\Hey! Where the hell's that wine I ordered?\How's the decorating going? Is the food ready yet?\We're doing it now!\Wow...\They're unusually nimble today. response:	Looks like they're on high alert.
context: He wants to introduce you to my mom,\so he told me to invite you!\Hey! Where the hell's that wine I ordered?\How's the decorating going? Is the food ready yet?\We're doing it now!\Wow...\They're unusually nimble today.\Looks like they're on high alert. response:	Hurry the hell up!
context: so he told me to invite you!\Hey! Where the hell's that wine I ordered?\How's the decorating going? Is the food ready yet?\We're doing it now!\Wow...\They're unusually nimble today.\Looks like they're on high alert.\Hurry the hell up! response:	Madam Flower will be arriving soon!
context: Hey! Where the hell's that wine I ordered?\How's the decorating going? Is the food ready yet?\We're doing it now!\Wow...\They're unusually nimble today.\Looks like they're on high alert.\Hurry the hell up!\Madam Flower will be arriving soon! response:	Madam Flower?
context: How's the decorating going? Is the food ready yet?\We're doing it now!\Wow...\They're unusually nimble today.\Looks like they're on high alert.\Hurry the hell up!\Madam Flower will be arriving soon!\Madam Flower? response:	They're talking about my mom.
context: We're doing it now!\Wow...\They're unusually nimble today.\Looks like they're on high alert.\Hurry the hell up!\Madam Flower will be arriving soon!\Madam Flower?\They're talking about my mom. response:	Since Mom's first name is Hana Kirisaki.
context: Wow...\They're unusually nimble today.\Looks like they're on high alert.\Hurry the hell up!\Madam Flower will be arriving soon!\Madam Flower?\They're talking about my mom.\Since Mom's first name is Hana Kirisaki. response:	I see you came dressed in a suit, like I told you.
context: They're unusually nimble today.\Looks like they're on high alert.\Hurry the hell up!\Madam Flower will be arriving soon!\Madam Flower?\They're talking about my mom.\Since Mom's first name is Hana Kirisaki.\I see you came dressed in a suit, like I told you. response:	Do we really need to go this far?
context: Looks like they're on high alert.\Hurry the hell up!\Madam Flower will be arriving soon!\Madam Flower?\They're talking about my mom.\Since Mom's first name is Hana Kirisaki.\I see you came dressed in a suit, like I told you.\Do we really need to go this far? response:	It's just your mom coming home, right?
context: Hurry the hell up!\Madam Flower will be arriving soon!\Madam Flower?\They're talking about my mom.\Since Mom's first name is Hana Kirisaki.\I see you came dressed in a suit, like I told you.\Do we really need to go this far?\It's just your mom coming home, right? response:	Don't be such an idiot!
context: Madam Flower will be arriving soon!\Madam Flower?\They're talking about my mom.\Since Mom's first name is Hana Kirisaki.\I see you came dressed in a suit, like I told you.\Do we really need to go this far?\It's just your mom coming home, right?\Don't be such an idiot! response:	Look, you...
context: Madam Flower?\They're talking about my mom.\Since Mom's first name is Hana Kirisaki.\I see you came dressed in a suit, like I told you.\Do we really need to go this far?\It's just your mom coming home, right?\Don't be such an idiot!\Look, you... response:	try saying or doing something funny in front of Mom!
context: They're talking about my mom.\Since Mom's first name is Hana Kirisaki.\I see you came dressed in a suit, like I told you.\Do we really need to go this far?\It's just your mom coming home, right?\Don't be such an idiot!\Look, you...\try saying or doing something funny in front of Mom! response:	You won't live to tell the tale!
context: Since Mom's first name is Hana Kirisaki.\I see you came dressed in a suit, like I told you.\Do we really need to go this far?\It's just your mom coming home, right?\Don't be such an idiot!\Look, you...\try saying or doing something funny in front of Mom!\You won't live to tell the tale! response:	How scary can she be?
context: I see you came dressed in a suit, like I told you.\Do we really need to go this far?\It's just your mom coming home, right?\Don't be such an idiot!\Look, you...\try saying or doing something funny in front of Mom!\You won't live to tell the tale!\How scary can she be? response:	Be on your best behavior, all right?
context: Do we really need to go this far?\It's just your mom coming home, right?\Don't be such an idiot!\Look, you...\try saying or doing something funny in front of Mom!\You won't live to tell the tale!\How scary can she be?\Be on your best behavior, all right? response:	I'm introducing you to her as my boyfriend, after all.
context: It's just your mom coming home, right?\Don't be such an idiot!\Look, you...\try saying or doing something funny in front of Mom!\You won't live to tell the tale!\How scary can she be?\Be on your best behavior, all right?\I'm introducing you to her as my boyfriend, after all. response:	Yeah, yeah.
context: Don't be such an idiot!\Look, you...\try saying or doing something funny in front of Mom!\You won't live to tell the tale!\How scary can she be?\Be on your best behavior, all right?\I'm introducing you to her as my boyfriend, after all.\Yeah, yeah. response:	Still, no matter how dressed up you get,
context: Look, you...\try saying or doing something funny in front of Mom!\You won't live to tell the tale!\How scary can she be?\Be on your best behavior, all right?\I'm introducing you to her as my boyfriend, after all.\Yeah, yeah.\Still, no matter how dressed up you get, response:	you wear that ribbon no matter what, huh?
context: try saying or doing something funny in front of Mom!\You won't live to tell the tale!\How scary can she be?\Be on your best behavior, all right?\I'm introducing you to her as my boyfriend, after all.\Yeah, yeah.\Still, no matter how dressed up you get,\you wear that ribbon no matter what, huh? response:	You didn't change ribbons like you did the other day, you know?
context: You won't live to tell the tale!\How scary can she be?\Be on your best behavior, all right?\I'm introducing you to her as my boyfriend, after all.\Yeah, yeah.\Still, no matter how dressed up you get,\you wear that ribbon no matter what, huh?\You didn't change ribbons like you did the other day, you know? response:	Well, sure, I have other ribbons, but...
context: How scary can she be?\Be on your best behavior, all right?\I'm introducing you to her as my boyfriend, after all.\Yeah, yeah.\Still, no matter how dressed up you get,\you wear that ribbon no matter what, huh?\You didn't change ribbons like you did the other day, you know?\Well, sure, I have other ribbons, but... response:	But this ribbon is special.
context: Be on your best behavior, all right?\I'm introducing you to her as my boyfriend, after all.\Yeah, yeah.\Still, no matter how dressed up you get,\you wear that ribbon no matter what, huh?\You didn't change ribbons like you did the other day, you know?\Well, sure, I have other ribbons, but...\But this ribbon is special. response:	Because Mom gave it to me years ago.
context: I'm introducing you to her as my boyfriend, after all.\Yeah, yeah.\Still, no matter how dressed up you get,\you wear that ribbon no matter what, huh?\You didn't change ribbons like you did the other day, you know?\Well, sure, I have other ribbons, but...\But this ribbon is special.\Because Mom gave it to me years ago. response:	Hey, Raku! Long time no see.
context: Yeah, yeah.\Still, no matter how dressed up you get,\you wear that ribbon no matter what, huh?\You didn't change ribbons like you did the other day, you know?\Well, sure, I have other ribbons, but...\But this ribbon is special.\Because Mom gave it to me years ago.\Hey, Raku! Long time no see. response:	Oh, hello.
context: Still, no matter how dressed up you get,\you wear that ribbon no matter what, huh?\You didn't change ribbons like you did the other day, you know?\Well, sure, I have other ribbons, but...\But this ribbon is special.\Because Mom gave it to me years ago.\Hey, Raku! Long time no see.\Oh, hello. response:	Sorry to summon you on short notice.
context: you wear that ribbon no matter what, huh?\You didn't change ribbons like you did the other day, you know?\Well, sure, I have other ribbons, but...\But this ribbon is special.\Because Mom gave it to me years ago.\Hey, Raku! Long time no see.\Oh, hello.\Sorry to summon you on short notice. response:	Have you been doing okay?
context: You didn't change ribbons like you did the other day, you know?\Well, sure, I have other ribbons, but...\But this ribbon is special.\Because Mom gave it to me years ago.\Hey, Raku! Long time no see.\Oh, hello.\Sorry to summon you on short notice.\Have you been doing okay? response:	Yes.
context: Well, sure, I have other ribbons, but...\But this ribbon is special.\Because Mom gave it to me years ago.\Hey, Raku! Long time no see.\Oh, hello.\Sorry to summon you on short notice.\Have you been doing okay?\Yes. response:	It's just been so hard, finding time to introduce you to her.
context: But this ribbon is special.\Because Mom gave it to me years ago.\Hey, Raku! Long time no see.\Oh, hello.\Sorry to summon you on short notice.\Have you been doing okay?\Yes.\It's just been so hard, finding time to introduce you to her. response:	Not at all.
context: Because Mom gave it to me years ago.\Hey, Raku! Long time no see.\Oh, hello.\Sorry to summon you on short notice.\Have you been doing okay?\Yes.\It's just been so hard, finding time to introduce you to her.\Not at all. response:	Listen, Daddy has a stomachache all of a sudden!
context: Hey, Raku! Long time no see.\Oh, hello.\Sorry to summon you on short notice.\Have you been doing okay?\Yes.\It's just been so hard, finding time to introduce you to her.\Not at all.\Listen, Daddy has a stomachache all of a sudden! response:	Would you mind taking over from here?
context: Oh, hello.\Sorry to summon you on short notice.\Have you been doing okay?\Yes.\It's just been so hard, finding time to introduce you to her.\Not at all.\Listen, Daddy has a stomachache all of a sudden!\Would you mind taking over from here? response:	You can't do that to me, Dad!
context: Sorry to summon you on short notice.\Have you been doing okay?\Yes.\It's just been so hard, finding time to introduce you to her.\Not at all.\Listen, Daddy has a stomachache all of a sudden!\Would you mind taking over from here?\You can't do that to me, Dad! response:	You stay right here with me!
context: Have you been doing okay?\Yes.\It's just been so hard, finding time to introduce you to her.\Not at all.\Listen, Daddy has a stomachache all of a sudden!\Would you mind taking over from here?\You can't do that to me, Dad!\You stay right here with me! response:	How freaked out are you two?
context: Yes.\It's just been so hard, finding time to introduce you to her.\Not at all.\Listen, Daddy has a stomachache all of a sudden!\Would you mind taking over from here?\You can't do that to me, Dad!\You stay right here with me!\How freaked out are you two? response:	Madam Flower has arrived!
context: It's just been so hard, finding time to introduce you to her.\Not at all.\Listen, Daddy has a stomachache all of a sudden!\Would you mind taking over from here?\You can't do that to me, Dad!\You stay right here with me!\How freaked out are you two?\Madam Flower has arrived! response:	She is here for real, guys!
context: Not at all.\Listen, Daddy has a stomachache all of a sudden!\Would you mind taking over from here?\You can't do that to me, Dad!\You stay right here with me!\How freaked out are you two?\Madam Flower has arrived!\She is here for real, guys! response:	Take your positions, everybody!
context: Listen, Daddy has a stomachache all of a sudden!\Would you mind taking over from here?\You can't do that to me, Dad!\You stay right here with me!\How freaked out are you two?\Madam Flower has arrived!\She is here for real, guys!\Take your positions, everybody! response:	I'm home.
context: Would you mind taking over from here?\You can't do that to me, Dad!\You stay right here with me!\How freaked out are you two?\Madam Flower has arrived!\She is here for real, guys!\Take your positions, everybody!\I'm home. response:	So this is Chitoge's mom?
context: You can't do that to me, Dad!\You stay right here with me!\How freaked out are you two?\Madam Flower has arrived!\She is here for real, guys!\Take your positions, everybody!\I'm home.\So this is Chitoge's mom? response:	She's a real beauty!
context: You stay right here with me!\How freaked out are you two?\Madam Flower has arrived!\She is here for real, guys!\Take your positions, everybody!\I'm home.\So this is Chitoge's mom?\She's a real beauty! response:	I mean, she's got this amazing aura.
context: How freaked out are you two?\Madam Flower has arrived!\She is here for real, guys!\Take your positions, everybody!\I'm home.\So this is Chitoge's mom?\She's a real beauty!\I mean, she's got this amazing aura. response:	But... even if she had Chitoge at a young age...
context: Madam Flower has arrived!\She is here for real, guys!\Take your positions, everybody!\I'm home.\So this is Chitoge's mom?\She's a real beauty!\I mean, she's got this amazing aura.\But... even if she had Chitoge at a young age... response:	If she told me she was her big sister, I'd believe her!
context: She is here for real, guys!\Take your positions, everybody!\I'm home.\So this is Chitoge's mom?\She's a real beauty!\I mean, she's got this amazing aura.\But... even if she had Chitoge at a young age...\If she told me she was her big sister, I'd believe her! response:	Hey, Hana...
context: Take your positions, everybody!\I'm home.\So this is Chitoge's mom?\She's a real beauty!\I mean, she's got this amazing aura.\But... even if she had Chitoge at a young age...\If she told me she was her big sister, I'd believe her!\Hey, Hana... response:	It's been a long time! I've missed you so!
context: I'm home.\So this is Chitoge's mom?\She's a real beauty!\I mean, she's got this amazing aura.\But... even if she had Chitoge at a young age...\If she told me she was her big sister, I'd believe her!\Hey, Hana...\It's been a long time! I've missed you so! response:	Adelt!
context: So this is Chitoge's mom?\She's a real beauty!\I mean, she's got this amazing aura.\But... even if she had Chitoge at a young age...\If she told me she was her big sister, I'd believe her!\Hey, Hana...\It's been a long time! I've missed you so!\Adelt! response:	I'm home, Adelt!
context: She's a real beauty!\I mean, she's got this amazing aura.\But... even if she had Chitoge at a young age...\If she told me she was her big sister, I'd believe her!\Hey, Hana...\It's been a long time! I've missed you so!\Adelt!\I'm home, Adelt! response:	I've missed you, too!
context: I mean, she's got this amazing aura.\But... even if she had Chitoge at a young age...\If she told me she was her big sister, I'd believe her!\Hey, Hana...\It's been a long time! I've missed you so!\Adelt!\I'm home, Adelt!\I've missed you, too! response:	You must be worn out from all that hard work.
context: But... even if she had Chitoge at a young age...\If she told me she was her big sister, I'd believe her!\Hey, Hana...\It's been a long time! I've missed you so!\Adelt!\I'm home, Adelt!\I've missed you, too!\You must be worn out from all that hard work. response:	I think you've lost some weight, haven't you?
context: If she told me she was her big sister, I'd believe her!\Hey, Hana...\It's been a long time! I've missed you so!\Adelt!\I'm home, Adelt!\I've missed you, too!\You must be worn out from all that hard work.\I think you've lost some weight, haven't you? response:	How long can you stay in Japan?
context: Hey, Hana...\It's been a long time! I've missed you so!\Adelt!\I'm home, Adelt!\I've missed you, too!\You must be worn out from all that hard work.\I think you've lost some weight, haven't you?\How long can you stay in Japan? response:	I'll be here till Christmas night.
context: It's been a long time! I've missed you so!\Adelt!\I'm home, Adelt!\I've missed you, too!\You must be worn out from all that hard work.\I think you've lost some weight, haven't you?\How long can you stay in Japan?\I'll be here till Christmas night. response:	Although I'll only have 2 hours and 36 minutes for myself.
context: Adelt!\I'm home, Adelt!\I've missed you, too!\You must be worn out from all that hard work.\I think you've lost some weight, haven't you?\How long can you stay in Japan?\I'll be here till Christmas night.\Although I'll only have 2 hours and 36 minutes for myself. response:	Hey. What's this?
context: I'm home, Adelt!\I've missed you, too!\You must be worn out from all that hard work.\I think you've lost some weight, haven't you?\How long can you stay in Japan?\I'll be here till Christmas night.\Although I'll only have 2 hours and 36 minutes for myself.\Hey. What's this? response:	She actually looks pretty nice.
context: I've missed you, too!\You must be worn out from all that hard work.\I think you've lost some weight, haven't you?\How long can you stay in Japan?\I'll be here till Christmas night.\Although I'll only have 2 hours and 36 minutes for myself.\Hey. What's this?\She actually looks pretty nice. response:	Though you weren't joking about her crazy schedule.
context: You must be worn out from all that hard work.\I think you've lost some weight, haven't you?\How long can you stay in Japan?\I'll be here till Christmas night.\Although I'll only have 2 hours and 36 minutes for myself.\Hey. What's this?\She actually looks pretty nice.\Though you weren't joking about her crazy schedule. response:	Can you take a short break, maybe?
