context: Iron-Reaver, Soul-Stealer! response:	You...
context: before Naraku can is a good thing...\I cannot approve of your seeking the Sacred Jewel...\to use its power to become a complete demon.\That's all.\No matter what anyone says, I'm gonna become a full-fledged demon!\You're wasting your time trying to stop me.\The power of the Sacred Jewel can be used for good or evil.\However, Inuyasha... response:	in all our travels together...
context: I cannot approve of your seeking the Sacred Jewel...\to use its power to become a complete demon.\That's all.\No matter what anyone says, I'm gonna become a full-fledged demon!\You're wasting your time trying to stop me.\The power of the Sacred Jewel can be used for good or evil.\However, Inuyasha...\in all our travels together... response:	we've never heard of anyone finding happiness using that power.
context: to use its power to become a complete demon.\That's all.\No matter what anyone says, I'm gonna become a full-fledged demon!\You're wasting your time trying to stop me.\The power of the Sacred Jewel can be used for good or evil.\However, Inuyasha...\in all our travels together...\we've never heard of anyone finding happiness using that power. response:	I have to conclude the power of the Sacred Jewel is hungry for blood.
context: That's all.\No matter what anyone says, I'm gonna become a full-fledged demon!\You're wasting your time trying to stop me.\The power of the Sacred Jewel can be used for good or evil.\However, Inuyasha...\in all our travels together...\we've never heard of anyone finding happiness using that power.\I have to conclude the power of the Sacred Jewel is hungry for blood. response:	Do you know about the Wolf-Demon Tribe, too?
context: No matter what anyone says, I'm gonna become a full-fledged demon!\You're wasting your time trying to stop me.\The power of the Sacred Jewel can be used for good or evil.\However, Inuyasha...\in all our travels together...\we've never heard of anyone finding happiness using that power.\I have to conclude the power of the Sacred Jewel is hungry for blood.\Do you know about the Wolf-Demon Tribe, too? response:	They live in packs up in the mountains.
context: You're wasting your time trying to stop me.\The power of the Sacred Jewel can be used for good or evil.\However, Inuyasha...\in all our travels together...\we've never heard of anyone finding happiness using that power.\I have to conclude the power of the Sacred Jewel is hungry for blood.\Do you know about the Wolf-Demon Tribe, too?\They live in packs up in the mountains. response:	They think they're supreme Wolf-Demons...
context: The power of the Sacred Jewel can be used for good or evil.\However, Inuyasha...\in all our travels together...\we've never heard of anyone finding happiness using that power.\I have to conclude the power of the Sacred Jewel is hungry for blood.\Do you know about the Wolf-Demon Tribe, too?\They live in packs up in the mountains.\They think they're supreme Wolf-Demons... response:	and bully other demons.
context: However, Inuyasha...\in all our travels together...\we've never heard of anyone finding happiness using that power.\I have to conclude the power of the Sacred Jewel is hungry for blood.\Do you know about the Wolf-Demon Tribe, too?\They live in packs up in the mountains.\They think they're supreme Wolf-Demons...\and bully other demons. response:	Cute little demons like us all left the mountains...
context: in all our travels together...\we've never heard of anyone finding happiness using that power.\I have to conclude the power of the Sacred Jewel is hungry for blood.\Do you know about the Wolf-Demon Tribe, too?\They live in packs up in the mountains.\They think they're supreme Wolf-Demons...\and bully other demons.\Cute little demons like us all left the mountains... response:	because they claimed the territory as their own...
context: we've never heard of anyone finding happiness using that power.\I have to conclude the power of the Sacred Jewel is hungry for blood.\Do you know about the Wolf-Demon Tribe, too?\They live in packs up in the mountains.\They think they're supreme Wolf-Demons...\and bully other demons.\Cute little demons like us all left the mountains...\because they claimed the territory as their own... response:	and control it ruthlessly.
context: I have to conclude the power of the Sacred Jewel is hungry for blood.\Do you know about the Wolf-Demon Tribe, too?\They live in packs up in the mountains.\They think they're supreme Wolf-Demons...\and bully other demons.\Cute little demons like us all left the mountains...\because they claimed the territory as their own...\and control it ruthlessly. response:	You've never heard the name Koga?
context: Do you know about the Wolf-Demon Tribe, too?\They live in packs up in the mountains.\They think they're supreme Wolf-Demons...\and bully other demons.\Cute little demons like us all left the mountains...\because they claimed the territory as their own...\and control it ruthlessly.\You've never heard the name Koga? response:	Hmm... There are many tribes of Wolf-Demons.
context: They live in packs up in the mountains.\They think they're supreme Wolf-Demons...\and bully other demons.\Cute little demons like us all left the mountains...\because they claimed the territory as their own...\and control it ruthlessly.\You've never heard the name Koga?\Hmm... There are many tribes of Wolf-Demons. response:	He claimed that he was the new leader.
context: They think they're supreme Wolf-Demons...\and bully other demons.\Cute little demons like us all left the mountains...\because they claimed the territory as their own...\and control it ruthlessly.\You've never heard the name Koga?\Hmm... There are many tribes of Wolf-Demons.\He claimed that he was the new leader. response:	He must be some upstart kid who took control of a tribe.
context: and bully other demons.\Cute little demons like us all left the mountains...\because they claimed the territory as their own...\and control it ruthlessly.\You've never heard the name Koga?\Hmm... There are many tribes of Wolf-Demons.\He claimed that he was the new leader.\He must be some upstart kid who took control of a tribe. response:	Sango, I brought more firewood.
context: Cute little demons like us all left the mountains...\because they claimed the territory as their own...\and control it ruthlessly.\You've never heard the name Koga?\Hmm... There are many tribes of Wolf-Demons.\He claimed that he was the new leader.\He must be some upstart kid who took control of a tribe.\Sango, I brought more firewood. response:	Thanks, that's plenty.
context: because they claimed the territory as their own...\and control it ruthlessly.\You've never heard the name Koga?\Hmm... There are many tribes of Wolf-Demons.\He claimed that he was the new leader.\He must be some upstart kid who took control of a tribe.\Sango, I brought more firewood.\Thanks, that's plenty. response:	Kagome... Have you seen Kirara?
context: and control it ruthlessly.\You've never heard the name Koga?\Hmm... There are many tribes of Wolf-Demons.\He claimed that he was the new leader.\He must be some upstart kid who took control of a tribe.\Sango, I brought more firewood.\Thanks, that's plenty.\Kagome... Have you seen Kirara? response:	Kirara?
context: You've never heard the name Koga?\Hmm... There are many tribes of Wolf-Demons.\He claimed that he was the new leader.\He must be some upstart kid who took control of a tribe.\Sango, I brought more firewood.\Thanks, that's plenty.\Kagome... Have you seen Kirara?\Kirara? response:	Kirara was walking around outside with Inuyasha.
context: Hmm... There are many tribes of Wolf-Demons.\He claimed that he was the new leader.\He must be some upstart kid who took control of a tribe.\Sango, I brought more firewood.\Thanks, that's plenty.\Kagome... Have you seen Kirara?\Kirara?\Kirara was walking around outside with Inuyasha. response:	With Inuyasha?
context: He claimed that he was the new leader.\He must be some upstart kid who took control of a tribe.\Sango, I brought more firewood.\Thanks, that's plenty.\Kagome... Have you seen Kirara?\Kirara?\Kirara was walking around outside with Inuyasha.\With Inuyasha? response:	That's right... She's been following Inuyasha around quite often lately.
context: He must be some upstart kid who took control of a tribe.\Sango, I brought more firewood.\Thanks, that's plenty.\Kagome... Have you seen Kirara?\Kirara?\Kirara was walking around outside with Inuyasha.\With Inuyasha?\That's right... She's been following Inuyasha around quite often lately. response:	I cannot approve of your seeking the Sacred Jewel...
context: Sango, I brought more firewood.\Thanks, that's plenty.\Kagome... Have you seen Kirara?\Kirara?\Kirara was walking around outside with Inuyasha.\With Inuyasha?\That's right... She's been following Inuyasha around quite often lately.\I cannot approve of your seeking the Sacred Jewel... response:	to use its power to become a complete demon.
context: Thanks, that's plenty.\Kagome... Have you seen Kirara?\Kirara?\Kirara was walking around outside with Inuyasha.\With Inuyasha?\That's right... She's been following Inuyasha around quite often lately.\I cannot approve of your seeking the Sacred Jewel...\to use its power to become a complete demon. response:	Damn! C'mon, concentrate!
context: Kagome... Have you seen Kirara?\Kirara?\Kirara was walking around outside with Inuyasha.\With Inuyasha?\That's right... She's been following Inuyasha around quite often lately.\I cannot approve of your seeking the Sacred Jewel...\to use its power to become a complete demon.\Damn! C'mon, concentrate! response:	All right...
context: Kirara?\Kirara was walking around outside with Inuyasha.\With Inuyasha?\That's right... She's been following Inuyasha around quite often lately.\I cannot approve of your seeking the Sacred Jewel...\to use its power to become a complete demon.\Damn! C'mon, concentrate!\All right... response:	I can see...
context: Kirara was walking around outside with Inuyasha.\With Inuyasha?\That's right... She's been following Inuyasha around quite often lately.\I cannot approve of your seeking the Sacred Jewel...\to use its power to become a complete demon.\Damn! C'mon, concentrate!\All right...\I can see... response:	the whirlpool of demonic energy.
context: With Inuyasha?\That's right... She's been following Inuyasha around quite often lately.\I cannot approve of your seeking the Sacred Jewel...\to use its power to become a complete demon.\Damn! C'mon, concentrate!\All right...\I can see...\the whirlpool of demonic energy. response:	When the vortex of demonic energies collide, the Wind Scar is formed.
context: That's right... She's been following Inuyasha around quite often lately.\I cannot approve of your seeking the Sacred Jewel...\to use its power to become a complete demon.\Damn! C'mon, concentrate!\All right...\I can see...\the whirlpool of demonic energy.\When the vortex of demonic energies collide, the Wind Scar is formed. response:	If I cut through the Wind Scar with the Tetsusaiga...
context: I cannot approve of your seeking the Sacred Jewel...\to use its power to become a complete demon.\Damn! C'mon, concentrate!\All right...\I can see...\the whirlpool of demonic energy.\When the vortex of demonic energies collide, the Wind Scar is formed.\If I cut through the Wind Scar with the Tetsusaiga... response:	I can defeat my enemy with its true power.
context: to use its power to become a complete demon.\Damn! C'mon, concentrate!\All right...\I can see...\the whirlpool of demonic energy.\When the vortex of demonic energies collide, the Wind Scar is formed.\If I cut through the Wind Scar with the Tetsusaiga...\I can defeat my enemy with its true power. response:	How about that, Kirara? Perfect form, huh?
