context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: What is it?\What are those?!\They appear to be the gravity control systems.\The gravity control systems?!\That's impossible!\An analysis by our technical crew concluded that the unexpected firing of the main gun\had affected all of the ship's components, including the Fold System.\After transporting the Macross and the nearby island to Pluto's orbit, response:	the Fold System vanished, forcing us to make a long voyage home.
context: What are those?!\They appear to be the gravity control systems.\The gravity control systems?!\That's impossible!\An analysis by our technical crew concluded that the unexpected firing of the main gun\had affected all of the ship's components, including the Fold System.\After transporting the Macross and the nearby island to Pluto's orbit,\the Fold System vanished, forcing us to make a long voyage home. response:	We quickly docked the Macross
context: They appear to be the gravity control systems.\The gravity control systems?!\That's impossible!\An analysis by our technical crew concluded that the unexpected firing of the main gun\had affected all of the ship's components, including the Fold System.\After transporting the Macross and the nearby island to Pluto's orbit,\the Fold System vanished, forcing us to make a long voyage home.\We quickly docked the Macross response:	with the aircraft carrier Prometheus and the assault ship Daedalus,
context: The gravity control systems?!\That's impossible!\An analysis by our technical crew concluded that the unexpected firing of the main gun\had affected all of the ship's components, including the Fold System.\After transporting the Macross and the nearby island to Pluto's orbit,\the Fold System vanished, forcing us to make a long voyage home.\We quickly docked the Macross\with the aircraft carrier Prometheus and the assault ship Daedalus, response:	then brought the base and various facilities from the island,
context: That's impossible!\An analysis by our technical crew concluded that the unexpected firing of the main gun\had affected all of the ship's components, including the Fold System.\After transporting the Macross and the nearby island to Pluto's orbit,\the Fold System vanished, forcing us to make a long voyage home.\We quickly docked the Macross\with the aircraft carrier Prometheus and the assault ship Daedalus,\then brought the base and various facilities from the island, response:	as well as 50,000-plus refugees we found in the shelters, into the ship itself.
context: An analysis by our technical crew concluded that the unexpected firing of the main gun\had affected all of the ship's components, including the Fold System.\After transporting the Macross and the nearby island to Pluto's orbit,\the Fold System vanished, forcing us to make a long voyage home.\We quickly docked the Macross\with the aircraft carrier Prometheus and the assault ship Daedalus,\then brought the base and various facilities from the island,\as well as 50,000-plus refugees we found in the shelters, into the ship itself. response:	The civilians used materials from the island to rebuild their city
context: had affected all of the ship's components, including the Fold System.\After transporting the Macross and the nearby island to Pluto's orbit,\the Fold System vanished, forcing us to make a long voyage home.\We quickly docked the Macross\with the aircraft carrier Prometheus and the assault ship Daedalus,\then brought the base and various facilities from the island,\as well as 50,000-plus refugees we found in the shelters, into the ship itself.\The civilians used materials from the island to rebuild their city response:	inside the ship's residential areas and went about their daily lives.
context: After transporting the Macross and the nearby island to Pluto's orbit,\the Fold System vanished, forcing us to make a long voyage home.\We quickly docked the Macross\with the aircraft carrier Prometheus and the assault ship Daedalus,\then brought the base and various facilities from the island,\as well as 50,000-plus refugees we found in the shelters, into the ship itself.\The civilians used materials from the island to rebuild their city\inside the ship's residential areas and went about their daily lives. response:	I believe this will provide valuable data for future deep-space voyages.
context: the Fold System vanished, forcing us to make a long voyage home.\We quickly docked the Macross\with the aircraft carrier Prometheus and the assault ship Daedalus,\then brought the base and various facilities from the island,\as well as 50,000-plus refugees we found in the shelters, into the ship itself.\The civilians used materials from the island to rebuild their city\inside the ship's residential areas and went about their daily lives.\I believe this will provide valuable data for future deep-space voyages. response:	On a related note, we learned that the disappearance of the Fold System
context: We quickly docked the Macross\with the aircraft carrier Prometheus and the assault ship Daedalus,\then brought the base and various facilities from the island,\as well as 50,000-plus refugees we found in the shelters, into the ship itself.\The civilians used materials from the island to rebuild their city\inside the ship's residential areas and went about their daily lives.\I believe this will provide valuable data for future deep-space voyages.\On a related note, we learned that the disappearance of the Fold System response:	cut the energy lines to the main gun, rendering it unusable.
context: with the aircraft carrier Prometheus and the assault ship Daedalus,\then brought the base and various facilities from the island,\as well as 50,000-plus refugees we found in the shelters, into the ship itself.\The civilians used materials from the island to rebuild their city\inside the ship's residential areas and went about their daily lives.\I believe this will provide valuable data for future deep-space voyages.\On a related note, we learned that the disappearance of the Fold System\cut the energy lines to the main gun, rendering it unusable. response:	For that reason, the ship had to undergo a Transformation.
context: then brought the base and various facilities from the island,\as well as 50,000-plus refugees we found in the shelters, into the ship itself.\The civilians used materials from the island to rebuild their city\inside the ship's residential areas and went about their daily lives.\I believe this will provide valuable data for future deep-space voyages.\On a related note, we learned that the disappearance of the Fold System\cut the energy lines to the main gun, rendering it unusable.\For that reason, the ship had to undergo a Transformation. response:	Valkyrie squadrons, all units, scramble!
context: as well as 50,000-plus refugees we found in the shelters, into the ship itself.\The civilians used materials from the island to rebuild their city\inside the ship's residential areas and went about their daily lives.\I believe this will provide valuable data for future deep-space voyages.\On a related note, we learned that the disappearance of the Fold System\cut the energy lines to the main gun, rendering it unusable.\For that reason, the ship had to undergo a Transformation.\Valkyrie squadrons, all units, scramble! response:	I repeat, Valkyrie squadrons, all units, scramble!
context: The civilians used materials from the island to rebuild their city\inside the ship's residential areas and went about their daily lives.\I believe this will provide valuable data for future deep-space voyages.\On a related note, we learned that the disappearance of the Fold System\cut the energy lines to the main gun, rendering it unusable.\For that reason, the ship had to undergo a Transformation.\Valkyrie squadrons, all units, scramble!\I repeat, Valkyrie squadrons, all units, scramble! response:	We're going to initiate the ship-wide Transformation!
context: inside the ship's residential areas and went about their daily lives.\I believe this will provide valuable data for future deep-space voyages.\On a related note, we learned that the disappearance of the Fold System\cut the energy lines to the main gun, rendering it unusable.\For that reason, the ship had to undergo a Transformation.\Valkyrie squadrons, all units, scramble!\I repeat, Valkyrie squadrons, all units, scramble!\We're going to initiate the ship-wide Transformation! response:	I regret that the Transformation affected the citizens so badly,
context: I believe this will provide valuable data for future deep-space voyages.\On a related note, we learned that the disappearance of the Fold System\cut the energy lines to the main gun, rendering it unusable.\For that reason, the ship had to undergo a Transformation.\Valkyrie squadrons, all units, scramble!\I repeat, Valkyrie squadrons, all units, scramble!\We're going to initiate the ship-wide Transformation!\I regret that the Transformation affected the citizens so badly, response:	but it allowed us to strike back at our enemy.
context: On a related note, we learned that the disappearance of the Fold System\cut the energy lines to the main gun, rendering it unusable.\For that reason, the ship had to undergo a Transformation.\Valkyrie squadrons, all units, scramble!\I repeat, Valkyrie squadrons, all units, scramble!\We're going to initiate the ship-wide Transformation!\I regret that the Transformation affected the citizens so badly,\but it allowed us to strike back at our enemy. response:	Following that, we were able to modify the process
context: cut the energy lines to the main gun, rendering it unusable.\For that reason, the ship had to undergo a Transformation.\Valkyrie squadrons, all units, scramble!\I repeat, Valkyrie squadrons, all units, scramble!\We're going to initiate the ship-wide Transformation!\I regret that the Transformation affected the citizens so badly,\but it allowed us to strike back at our enemy.\Following that, we were able to modify the process response:	to minimize the damage caused by future Transformations.
context: For that reason, the ship had to undergo a Transformation.\Valkyrie squadrons, all units, scramble!\I repeat, Valkyrie squadrons, all units, scramble!\We're going to initiate the ship-wide Transformation!\I regret that the Transformation affected the citizens so badly,\but it allowed us to strike back at our enemy.\Following that, we were able to modify the process\to minimize the damage caused by future Transformations. response:	Also, for our first counterattack in the rings of Saturn,
context: Valkyrie squadrons, all units, scramble!\I repeat, Valkyrie squadrons, all units, scramble!\We're going to initiate the ship-wide Transformation!\I regret that the Transformation affected the citizens so badly,\but it allowed us to strike back at our enemy.\Following that, we were able to modify the process\to minimize the damage caused by future Transformations.\Also, for our first counterattack in the rings of Saturn, response:	we used residual energy from the Fold System to create the Pinpoint Barrier.
context: I repeat, Valkyrie squadrons, all units, scramble!\We're going to initiate the ship-wide Transformation!\I regret that the Transformation affected the citizens so badly,\but it allowed us to strike back at our enemy.\Following that, we were able to modify the process\to minimize the damage caused by future Transformations.\Also, for our first counterattack in the rings of Saturn,\we used residual energy from the Fold System to create the Pinpoint Barrier. response:	Furthermore, by concentrating the Barrier at the bow of the Daedalus,
context: We're going to initiate the ship-wide Transformation!\I regret that the Transformation affected the citizens so badly,\but it allowed us to strike back at our enemy.\Following that, we were able to modify the process\to minimize the damage caused by future Transformations.\Also, for our first counterattack in the rings of Saturn,\we used residual energy from the Fold System to create the Pinpoint Barrier.\Furthermore, by concentrating the Barrier at the bow of the Daedalus, response:	we developed the Daedalus Attack, which has proven effective against the giant enemy ships.
context: I regret that the Transformation affected the citizens so badly,\but it allowed us to strike back at our enemy.\Following that, we were able to modify the process\to minimize the damage caused by future Transformations.\Also, for our first counterattack in the rings of Saturn,\we used residual energy from the Fold System to create the Pinpoint Barrier.\Furthermore, by concentrating the Barrier at the bow of the Daedalus,\we developed the Daedalus Attack, which has proven effective against the giant enemy ships. response:	Oh, no! I'll never make it!
context: but it allowed us to strike back at our enemy.\Following that, we were able to modify the process\to minimize the damage caused by future Transformations.\Also, for our first counterattack in the rings of Saturn,\we used residual energy from the Fold System to create the Pinpoint Barrier.\Furthermore, by concentrating the Barrier at the bow of the Daedalus,\we developed the Daedalus Attack, which has proven effective against the giant enemy ships.\Oh, no! I'll never make it! response:	Agh, not that way!
context: Following that, we were able to modify the process\to minimize the damage caused by future Transformations.\Also, for our first counterattack in the rings of Saturn,\we used residual energy from the Fold System to create the Pinpoint Barrier.\Furthermore, by concentrating the Barrier at the bow of the Daedalus,\we developed the Daedalus Attack, which has proven effective against the giant enemy ships.\Oh, no! I'll never make it!\Agh, not that way! response:	Currently, I am hastening development of a barrier that can cover the entire ship.
context: to minimize the damage caused by future Transformations.\Also, for our first counterattack in the rings of Saturn,\we used residual energy from the Fold System to create the Pinpoint Barrier.\Furthermore, by concentrating the Barrier at the bow of the Daedalus,\we developed the Daedalus Attack, which has proven effective against the giant enemy ships.\Oh, no! I'll never make it!\Agh, not that way!\Currently, I am hastening development of a barrier that can cover the entire ship. response:	In the eighth month of our voyage, in need of supplies,
context: Also, for our first counterattack in the rings of Saturn,\we used residual energy from the Fold System to create the Pinpoint Barrier.\Furthermore, by concentrating the Barrier at the bow of the Daedalus,\we developed the Daedalus Attack, which has proven effective against the giant enemy ships.\Oh, no! I'll never make it!\Agh, not that way!\Currently, I am hastening development of a barrier that can cover the entire ship.\In the eighth month of our voyage, in need of supplies, response:	we touched down at Mars Base Salla,
context: we used residual energy from the Fold System to create the Pinpoint Barrier.\Furthermore, by concentrating the Barrier at the bow of the Daedalus,\we developed the Daedalus Attack, which has proven effective against the giant enemy ships.\Oh, no! I'll never make it!\Agh, not that way!\Currently, I am hastening development of a barrier that can cover the entire ship.\In the eighth month of our voyage, in need of supplies,\we touched down at Mars Base Salla, response:	where we were trapped by hidden gravity mines that had been planted by the enemy.
context: Furthermore, by concentrating the Barrier at the bow of the Daedalus,\we developed the Daedalus Attack, which has proven effective against the giant enemy ships.\Oh, no! I'll never make it!\Agh, not that way!\Currently, I am hastening development of a barrier that can cover the entire ship.\In the eighth month of our voyage, in need of supplies,\we touched down at Mars Base Salla,\where we were trapped by hidden gravity mines that had been planted by the enemy. response:	Destroid groups 6, 8, and 17 are destroyed.
context: we developed the Daedalus Attack, which has proven effective against the giant enemy ships.\Oh, no! I'll never make it!\Agh, not that way!\Currently, I am hastening development of a barrier that can cover the entire ship.\In the eighth month of our voyage, in need of supplies,\we touched down at Mars Base Salla,\where we were trapped by hidden gravity mines that had been planted by the enemy.\Destroid groups 6, 8, and 17 are destroyed. response:	The rest are heavily damaged.
context: Oh, no! I'll never make it!\Agh, not that way!\Currently, I am hastening development of a barrier that can cover the entire ship.\In the eighth month of our voyage, in need of supplies,\we touched down at Mars Base Salla,\where we were trapped by hidden gravity mines that had been planted by the enemy.\Destroid groups 6, 8, and 17 are destroyed.\The rest are heavily damaged. response:	Hold on. We may be able to disable that trap after all.
context: Agh, not that way!\Currently, I am hastening development of a barrier that can cover the entire ship.\In the eighth month of our voyage, in need of supplies,\we touched down at Mars Base Salla,\where we were trapped by hidden gravity mines that had been planted by the enemy.\Destroid groups 6, 8, and 17 are destroyed.\The rest are heavily damaged.\Hold on. We may be able to disable that trap after all. response:	But how, if it's underground?
context: Currently, I am hastening development of a barrier that can cover the entire ship.\In the eighth month of our voyage, in need of supplies,\we touched down at Mars Base Salla,\where we were trapped by hidden gravity mines that had been planted by the enemy.\Destroid groups 6, 8, and 17 are destroyed.\The rest are heavily damaged.\Hold on. We may be able to disable that trap after all.\But how, if it's underground? response:	The reactor! Salla's reactor is located deep beneath the base!
context: In the eighth month of our voyage, in need of supplies,\we touched down at Mars Base Salla,\where we were trapped by hidden gravity mines that had been planted by the enemy.\Destroid groups 6, 8, and 17 are destroyed.\The rest are heavily damaged.\Hold on. We may be able to disable that trap after all.\But how, if it's underground?\The reactor! Salla's reactor is located deep beneath the base! response:	If we can blow it up...
context: we touched down at Mars Base Salla,\where we were trapped by hidden gravity mines that had been planted by the enemy.\Destroid groups 6, 8, and 17 are destroyed.\The rest are heavily damaged.\Hold on. We may be able to disable that trap after all.\But how, if it's underground?\The reactor! Salla's reactor is located deep beneath the base!\If we can blow it up... response:	One moment, please.
context: where we were trapped by hidden gravity mines that had been planted by the enemy.\Destroid groups 6, 8, and 17 are destroyed.\The rest are heavily damaged.\Hold on. We may be able to disable that trap after all.\But how, if it's underground?\The reactor! Salla's reactor is located deep beneath the base!\If we can blow it up...\One moment, please. response:	It looks like it could work.
context: Destroid groups 6, 8, and 17 are destroyed.\The rest are heavily damaged.\Hold on. We may be able to disable that trap after all.\But how, if it's underground?\The reactor! Salla's reactor is located deep beneath the base!\If we can blow it up...\One moment, please.\It looks like it could work. response:	All right, begin the operation at once!
context: The rest are heavily damaged.\Hold on. We may be able to disable that trap after all.\But how, if it's underground?\The reactor! Salla's reactor is located deep beneath the base!\If we can blow it up...\One moment, please.\It looks like it could work.\All right, begin the operation at once! response:	Have Hayase activate the reactor!
context: Hold on. We may be able to disable that trap after all.\But how, if it's underground?\The reactor! Salla's reactor is located deep beneath the base!\If we can blow it up...\One moment, please.\It looks like it could work.\All right, begin the operation at once!\Have Hayase activate the reactor! response:	Yes, sir!
context: But how, if it's underground?\The reactor! Salla's reactor is located deep beneath the base!\If we can blow it up...\One moment, please.\It looks like it could work.\All right, begin the operation at once!\Have Hayase activate the reactor!\Yes, sir! response:	Reactor is overloading! Danger! Danger!
