context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Some people who claimed to be Erza's old pals\appeared in front of us while we were at Akane beach on vacation.\Long time no see... Sister.\And in no time at all...\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose! response:	When it seems like you'll be blown away by the headwinds,
context: appeared in front of us while we were at Akane beach on vacation.\Long time no see... Sister.\And in no time at all...\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds, response:	grasp this hand, try to take a chance.
context: Long time no see... Sister.\And in no time at all...\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance. response:	Because you're not alone anymore, got it?
context: And in no time at all...\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it? response:	Go forward, more and more!
context: It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more! response:	Don't give up on your awesome dream!
context: I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream! response:	That's right, don't cry!
context: The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry! response:	Move on, my way!
context: Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way! response:	Now, with the light shining down upon you.
context: When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you. response:	Don't even think about something like giving up!
context: grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up! response:	Even if you trade being hurt again for strength.
context: Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength. response:	Your eyes, always looking straight ahead,
context: Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead, response:	can surely see the light!
context: Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light! response:	It still exists? Impossible!
context: That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\It still exists? Impossible! response:	The R-system, that a black-magic cult plotted to construct around ten years ago...
context: Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\It still exists? Impossible!\The R-system, that a black-magic cult plotted to construct around ten years ago... response:	I thought we had destroyed the seven towers ourselves...
context: Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\It still exists? Impossible!\The R-system, that a black-magic cult plotted to construct around ten years ago...\I thought we had destroyed the seven towers ourselves... response:	There was an eighth tower.
context: Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\It still exists? Impossible!\The R-system, that a black-magic cult plotted to construct around ten years ago...\I thought we had destroyed the seven towers ourselves...\There was an eighth tower. response:	In the Ka Elm Sea.
context: Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\It still exists? Impossible!\The R-system, that a black-magic cult plotted to construct around ten years ago...\I thought we had destroyed the seven towers ourselves...\There was an eighth tower.\In the Ka Elm Sea. response:	Looking at it... Could it be complete?
context: Your eyes, always looking straight ahead,\can surely see the light!\It still exists? Impossible!\The R-system, that a black-magic cult plotted to construct around ten years ago...\I thought we had destroyed the seven towers ourselves...\There was an eighth tower.\In the Ka Elm Sea.\Looking at it... Could it be complete? response:	The investigation team went missing right after they sent these pictures.
context: can surely see the light!\It still exists? Impossible!\The R-system, that a black-magic cult plotted to construct around ten years ago...\I thought we had destroyed the seven towers ourselves...\There was an eighth tower.\In the Ka Elm Sea.\Looking at it... Could it be complete?\The investigation team went missing right after they sent these pictures. response:	They're finishing it, I guess...
context: It still exists? Impossible!\The R-system, that a black-magic cult plotted to construct around ten years ago...\I thought we had destroyed the seven towers ourselves...\There was an eighth tower.\In the Ka Elm Sea.\Looking at it... Could it be complete?\The investigation team went missing right after they sent these pictures.\They're finishing it, I guess... response:	Why the R-system now?
context: The R-system, that a black-magic cult plotted to construct around ten years ago...\I thought we had destroyed the seven towers ourselves...\There was an eighth tower.\In the Ka Elm Sea.\Looking at it... Could it be complete?\The investigation team went missing right after they sent these pictures.\They're finishing it, I guess...\Why the R-system now? response:	The Tower of Heaven.
context: I thought we had destroyed the seven towers ourselves...\There was an eighth tower.\In the Ka Elm Sea.\Looking at it... Could it be complete?\The investigation team went missing right after they sent these pictures.\They're finishing it, I guess...\Why the R-system now?\The Tower of Heaven. response:	Not the R-system, the Tower of Heaven.
context: There was an eighth tower.\In the Ka Elm Sea.\Looking at it... Could it be complete?\The investigation team went missing right after they sent these pictures.\They're finishing it, I guess...\Why the R-system now?\The Tower of Heaven.\Not the R-system, the Tower of Heaven. response:	Who cares what we call it?
context: In the Ka Elm Sea.\Looking at it... Could it be complete?\The investigation team went missing right after they sent these pictures.\They're finishing it, I guess...\Why the R-system now?\The Tower of Heaven.\Not the R-system, the Tower of Heaven.\Who cares what we call it? response:	That's forbidden magic!
context: Looking at it... Could it be complete?\The investigation team went missing right after they sent these pictures.\They're finishing it, I guess...\Why the R-system now?\The Tower of Heaven.\Not the R-system, the Tower of Heaven.\Who cares what we call it?\That's forbidden magic! response:	If even its existence were known, it would cause a huge uproar!
context: The investigation team went missing right after they sent these pictures.\They're finishing it, I guess...\Why the R-system now?\The Tower of Heaven.\Not the R-system, the Tower of Heaven.\Who cares what we call it?\That's forbidden magic!\If even its existence were known, it would cause a huge uproar! response:	We must send the military immediately and suppress them!
context: They're finishing it, I guess...\Why the R-system now?\The Tower of Heaven.\Not the R-system, the Tower of Heaven.\Who cares what we call it?\That's forbidden magic!\If even its existence were known, it would cause a huge uproar!\We must send the military immediately and suppress them! response:	But we're up against...
context: Why the R-system now?\The Tower of Heaven.\Not the R-system, the Tower of Heaven.\Who cares what we call it?\That's forbidden magic!\If even its existence were known, it would cause a huge uproar!\We must send the military immediately and suppress them!\But we're up against... response:	Who?
context: The Tower of Heaven.\Not the R-system, the Tower of Heaven.\Who cares what we call it?\That's forbidden magic!\If even its existence were known, it would cause a huge uproar!\We must send the military immediately and suppress them!\But we're up against...\Who? response:	The incident that occurred on Akane beach last night...
context: Not the R-system, the Tower of Heaven.\Who cares what we call it?\That's forbidden magic!\If even its existence were known, it would cause a huge uproar!\We must send the military immediately and suppress them!\But we're up against...\Who?\The incident that occurred on Akane beach last night... response:	According to reports from witness vacationers there,
context: Who cares what we call it?\That's forbidden magic!\If even its existence were known, it would cause a huge uproar!\We must send the military immediately and suppress them!\But we're up against...\Who?\The incident that occurred on Akane beach last night...\According to reports from witness vacationers there, response:	it seems the people occupying the R-system now are not that magical cult.
context: That's forbidden magic!\If even its existence were known, it would cause a huge uproar!\We must send the military immediately and suppress them!\But we're up against...\Who?\The incident that occurred on Akane beach last night...\According to reports from witness vacationers there,\it seems the people occupying the R-system now are not that magical cult. response:	So, wait! Who in the world is it?
context: If even its existence were known, it would cause a huge uproar!\We must send the military immediately and suppress them!\But we're up against...\Who?\The incident that occurred on Akane beach last night...\According to reports from witness vacationers there,\it seems the people occupying the R-system now are not that magical cult.\So, wait! Who in the world is it? response:	It sounds like that person is going by the name of Jellal...
context: We must send the military immediately and suppress them!\But we're up against...\Who?\The incident that occurred on Akane beach last night...\According to reports from witness vacationers there,\it seems the people occupying the R-system now are not that magical cult.\So, wait! Who in the world is it?\It sounds like that person is going by the name of Jellal... response:	Jellal?
context: But we're up against...\Who?\The incident that occurred on Akane beach last night...\According to reports from witness vacationers there,\it seems the people occupying the R-system now are not that magical cult.\So, wait! Who in the world is it?\It sounds like that person is going by the name of Jellal...\Jellal? response:	Your twin brother, right, Siegrain?
context: Who?\The incident that occurred on Akane beach last night...\According to reports from witness vacationers there,\it seems the people occupying the R-system now are not that magical cult.\So, wait! Who in the world is it?\It sounds like that person is going by the name of Jellal...\Jellal?\Your twin brother, right, Siegrain? response:	Yes... I am aware of that.
context: The incident that occurred on Akane beach last night...\According to reports from witness vacationers there,\it seems the people occupying the R-system now are not that magical cult.\So, wait! Who in the world is it?\It sounds like that person is going by the name of Jellal...\Jellal?\Your twin brother, right, Siegrain?\Yes... I am aware of that. response:	Jellal!
context: According to reports from witness vacationers there,\it seems the people occupying the R-system now are not that magical cult.\So, wait! Who in the world is it?\It sounds like that person is going by the name of Jellal...\Jellal?\Your twin brother, right, Siegrain?\Yes... I am aware of that.\Jellal! response:	Hey, do you think the people trapped in the cards were saved?
context: it seems the people occupying the R-system now are not that magical cult.\So, wait! Who in the world is it?\It sounds like that person is going by the name of Jellal...\Jellal?\Your twin brother, right, Siegrain?\Yes... I am aware of that.\Jellal!\Hey, do you think the people trapped in the cards were saved? response:	We alerted the army, so they're probably fine by now.
context: So, wait! Who in the world is it?\It sounds like that person is going by the name of Jellal...\Jellal?\Your twin brother, right, Siegrain?\Yes... I am aware of that.\Jellal!\Hey, do you think the people trapped in the cards were saved?\We alerted the army, so they're probably fine by now. response:	I hope so...
context: It sounds like that person is going by the name of Jellal...\Jellal?\Your twin brother, right, Siegrain?\Yes... I am aware of that.\Jellal!\Hey, do you think the people trapped in the cards were saved?\We alerted the army, so they're probably fine by now.\I hope so... response:	But anyway, where are we?
context: Jellal?\Your twin brother, right, Siegrain?\Yes... I am aware of that.\Jellal!\Hey, do you think the people trapped in the cards were saved?\We alerted the army, so they're probably fine by now.\I hope so...\But anyway, where are we? response:	Perhaps Juvia's group has gotten lost...
context: Your twin brother, right, Siegrain?\Yes... I am aware of that.\Jellal!\Hey, do you think the people trapped in the cards were saved?\We alerted the army, so they're probably fine by now.\I hope so...\But anyway, where are we?\Perhaps Juvia's group has gotten lost... response:	Natsu, are you sure they're in this direction?
context: Yes... I am aware of that.\Jellal!\Hey, do you think the people trapped in the cards were saved?\We alerted the army, so they're probably fine by now.\I hope so...\But anyway, where are we?\Perhaps Juvia's group has gotten lost...\Natsu, are you sure they're in this direction? response:	We're relying on your nose here!
context: Jellal!\Hey, do you think the people trapped in the cards were saved?\We alerted the army, so they're probably fine by now.\I hope so...\But anyway, where are we?\Perhaps Juvia's group has gotten lost...\Natsu, are you sure they're in this direction?\We're relying on your nose here! response:	Get it together, man!
context: Hey, do you think the people trapped in the cards were saved?\We alerted the army, so they're probably fine by now.\I hope so...\But anyway, where are we?\Perhaps Juvia's group has gotten lost...\Natsu, are you sure they're in this direction?\We're relying on your nose here!\Get it together, man! response:	I will not allow you to betray Gray-sama's trust!
context: We alerted the army, so they're probably fine by now.\I hope so...\But anyway, where are we?\Perhaps Juvia's group has gotten lost...\Natsu, are you sure they're in this direction?\We're relying on your nose here!\Get it together, man!\I will not allow you to betray Gray-sama's trust! response:	Damn...
context: I hope so...\But anyway, where are we?\Perhaps Juvia's group has gotten lost...\Natsu, are you sure they're in this direction?\We're relying on your nose here!\Get it together, man!\I will not allow you to betray Gray-sama's trust!\Damn... response:	I can't believe that Erza and Happy were kidnapped while we were knocked out.
context: But anyway, where are we?\Perhaps Juvia's group has gotten lost...\Natsu, are you sure they're in this direction?\We're relying on your nose here!\Get it together, man!\I will not allow you to betray Gray-sama's trust!\Damn...\I can't believe that Erza and Happy were kidnapped while we were knocked out. response:	How pathetic is that?!
context: Perhaps Juvia's group has gotten lost...\Natsu, are you sure they're in this direction?\We're relying on your nose here!\Get it together, man!\I will not allow you to betray Gray-sama's trust!\Damn...\I can't believe that Erza and Happy were kidnapped while we were knocked out.\How pathetic is that?! response:	But how did a wizard as powerful as Erza-san get defeated?
context: Natsu, are you sure they're in this direction?\We're relying on your nose here!\Get it together, man!\I will not allow you to betray Gray-sama's trust!\Damn...\I can't believe that Erza and Happy were kidnapped while we were knocked out.\How pathetic is that?!\But how did a wizard as powerful as Erza-san get defeated? response:	She wasn't defeated!
context: We're relying on your nose here!\Get it together, man!\I will not allow you to betray Gray-sama's trust!\Damn...\I can't believe that Erza and Happy were kidnapped while we were knocked out.\How pathetic is that?!\But how did a wizard as powerful as Erza-san get defeated?\She wasn't defeated! response:	You don't know a damn thing about Erza!
context: Get it together, man!\I will not allow you to betray Gray-sama's trust!\Damn...\I can't believe that Erza and Happy were kidnapped while we were knocked out.\How pathetic is that?!\But how did a wizard as powerful as Erza-san get defeated?\She wasn't defeated!\You don't know a damn thing about Erza! response:	I-I'm sorry!
context: I will not allow you to betray Gray-sama's trust!\Damn...\I can't believe that Erza and Happy were kidnapped while we were knocked out.\How pathetic is that?!\But how did a wizard as powerful as Erza-san get defeated?\She wasn't defeated!\You don't know a damn thing about Erza!\I-I'm sorry! response:	Gray, calm down!
context: Damn...\I can't believe that Erza and Happy were kidnapped while we were knocked out.\How pathetic is that?!\But how did a wizard as powerful as Erza-san get defeated?\She wasn't defeated!\You don't know a damn thing about Erza!\I-I'm sorry!\Gray, calm down! response:	They said they were Erza's old friends.
context: I can't believe that Erza and Happy were kidnapped while we were knocked out.\How pathetic is that?!\But how did a wizard as powerful as Erza-san get defeated?\She wasn't defeated!\You don't know a damn thing about Erza!\I-I'm sorry!\Gray, calm down!\They said they were Erza's old friends. response:	Even we don't know anything about Erza, really...
context: How pathetic is that?!\But how did a wizard as powerful as Erza-san get defeated?\She wasn't defeated!\You don't know a damn thing about Erza!\I-I'm sorry!\Gray, calm down!\They said they were Erza's old friends.\Even we don't know anything about Erza, really... response:	Something feels really dangerous...
context: But how did a wizard as powerful as Erza-san get defeated?\She wasn't defeated!\You don't know a damn thing about Erza!\I-I'm sorry!\Gray, calm down!\They said they were Erza's old friends.\Even we don't know anything about Erza, really...\Something feels really dangerous... response:	The birds...
context: She wasn't defeated!\You don't know a damn thing about Erza!\I-I'm sorry!\Gray, calm down!\They said they were Erza's old friends.\Even we don't know anything about Erza, really...\Something feels really dangerous...\The birds... response:	What in the world is this?
context: You don't know a damn thing about Erza!\I-I'm sorry!\Gray, calm down!\They said they were Erza's old friends.\Even we don't know anything about Erza, really...\Something feels really dangerous...\The birds...\What in the world is this? response:	The fish too?
context: I-I'm sorry!\Gray, calm down!\They said they were Erza's old friends.\Even we don't know anything about Erza, really...\Something feels really dangerous...\The birds...\What in the world is this?\The fish too? response:	This is not normal...
context: Gray, calm down!\They said they were Erza's old friends.\Even we don't know anything about Erza, really...\Something feels really dangerous...\The birds...\What in the world is this?\The fish too?\This is not normal... response:	This wreckage... It's from Fiore military ships!
context: They said they were Erza's old friends.\Even we don't know anything about Erza, really...\Something feels really dangerous...\The birds...\What in the world is this?\The fish too?\This is not normal...\This wreckage... It's from Fiore military ships! response:	I don't like this...
context: Even we don't know anything about Erza, really...\Something feels really dangerous...\The birds...\What in the world is this?\The fish too?\This is not normal...\This wreckage... It's from Fiore military ships!\I don't like this... response:	Hey, look.
context: Something feels really dangerous...\The birds...\What in the world is this?\The fish too?\This is not normal...\This wreckage... It's from Fiore military ships!\I don't like this...\Hey, look. response:	That's the Tower of Heaven?
context: The birds...\What in the world is this?\The fish too?\This is not normal...\This wreckage... It's from Fiore military ships!\I don't like this...\Hey, look.\That's the Tower of Heaven? response:	Water Dome!
context: What in the world is this?\The fish too?\This is not normal...\This wreckage... It's from Fiore military ships!\I don't like this...\Hey, look.\That's the Tower of Heaven?\Water Dome! response:	Let us camouflage ourselves this way and approach.
context: The fish too?\This is not normal...\This wreckage... It's from Fiore military ships!\I don't like this...\Hey, look.\That's the Tower of Heaven?\Water Dome!\Let us camouflage ourselves this way and approach. response:	W-Whoa...
context: This is not normal...\This wreckage... It's from Fiore military ships!\I don't like this...\Hey, look.\That's the Tower of Heaven?\Water Dome!\Let us camouflage ourselves this way and approach.\W-Whoa... response:	You actually completed it?
context: This wreckage... It's from Fiore military ships!\I don't like this...\Hey, look.\That's the Tower of Heaven?\Water Dome!\Let us camouflage ourselves this way and approach.\W-Whoa...\You actually completed it? response:	It's been eight years since then, hasn't it?
context: I don't like this...\Hey, look.\That's the Tower of Heaven?\Water Dome!\Let us camouflage ourselves this way and approach.\W-Whoa...\You actually completed it?\It's been eight years since then, hasn't it? response:	We completed it.
context: Hey, look.\That's the Tower of Heaven?\Water Dome!\Let us camouflage ourselves this way and approach.\W-Whoa...\You actually completed it?\It's been eight years since then, hasn't it?\We completed it. response:	Eight years...
context: That's the Tower of Heaven?\Water Dome!\Let us camouflage ourselves this way and approach.\W-Whoa...\You actually completed it?\It's been eight years since then, hasn't it?\We completed it.\Eight years... response:	You guys have all changed...
context: Water Dome!\Let us camouflage ourselves this way and approach.\W-Whoa...\You actually completed it?\It's been eight years since then, hasn't it?\We completed it.\Eight years...\You guys have all changed... response:	I just can't...
context: Let us camouflage ourselves this way and approach.\W-Whoa...\You actually completed it?\It's been eight years since then, hasn't it?\We completed it.\Eight years...\You guys have all changed...\I just can't... response:	We're almost there, sheesh!
context: W-Whoa...\You actually completed it?\It's been eight years since then, hasn't it?\We completed it.\Eight years...\You guys have all changed...\I just can't...\We're almost there, sheesh! response:	Don't you have any sense of dramatic tension?!
context: You actually completed it?\It's been eight years since then, hasn't it?\We completed it.\Eight years...\You guys have all changed...\I just can't...\We're almost there, sheesh!\Don't you have any sense of dramatic tension?! response:	The ceremony will take place tonight.
context: It's been eight years since then, hasn't it?\We completed it.\Eight years...\You guys have all changed...\I just can't...\We're almost there, sheesh!\Don't you have any sense of dramatic tension?!\The ceremony will take place tonight. response:	Until then, stay right here, Sister.
context: We completed it.\Eight years...\You guys have all changed...\I just can't...\We're almost there, sheesh!\Don't you have any sense of dramatic tension?!\The ceremony will take place tonight.\Until then, stay right here, Sister. response:	Ceremony?
context: Eight years...\You guys have all changed...\I just can't...\We're almost there, sheesh!\Don't you have any sense of dramatic tension?!\The ceremony will take place tonight.\Until then, stay right here, Sister.\Ceremony? response:	You're going to activate the R-system?
context: You guys have all changed...\I just can't...\We're almost there, sheesh!\Don't you have any sense of dramatic tension?!\The ceremony will take place tonight.\Until then, stay right here, Sister.\Ceremony?\You're going to activate the R-system? response:	Too bad, you know? It's your fault for betraying us.
context: I just can't...\We're almost there, sheesh!\Don't you have any sense of dramatic tension?!\The ceremony will take place tonight.\Until then, stay right here, Sister.\Ceremony?\You're going to activate the R-system?\Too bad, you know? It's your fault for betraying us. response:	Jellal is angry. But it's an honor for you.
context: We're almost there, sheesh!\Don't you have any sense of dramatic tension?!\The ceremony will take place tonight.\Until then, stay right here, Sister.\Ceremony?\You're going to activate the R-system?\Too bad, you know? It's your fault for betraying us.\Jellal is angry. But it's an honor for you. response:	You've been chosen as the living sacrifice for the ceremony!
context: Don't you have any sense of dramatic tension?!\The ceremony will take place tonight.\Until then, stay right here, Sister.\Ceremony?\You're going to activate the R-system?\Too bad, you know? It's your fault for betraying us.\Jellal is angry. But it's an honor for you.\You've been chosen as the living sacrifice for the ceremony! response:	I guess I won't get to see you again, Sister.
context: The ceremony will take place tonight.\Until then, stay right here, Sister.\Ceremony?\You're going to activate the R-system?\Too bad, you know? It's your fault for betraying us.\Jellal is angry. But it's an honor for you.\You've been chosen as the living sacrifice for the ceremony!\I guess I won't get to see you again, Sister. response:	But we do it all for paradise...
context: Until then, stay right here, Sister.\Ceremony?\You're going to activate the R-system?\Too bad, you know? It's your fault for betraying us.\Jellal is angry. But it's an honor for you.\You've been chosen as the living sacrifice for the ceremony!\I guess I won't get to see you again, Sister.\But we do it all for paradise... response:	You're shaking?
context: Ceremony?\You're going to activate the R-system?\Too bad, you know? It's your fault for betraying us.\Jellal is angry. But it's an honor for you.\You've been chosen as the living sacrifice for the ceremony!\I guess I won't get to see you again, Sister.\But we do it all for paradise...\You're shaking? response:	Scared of becoming a living sacrifice?
context: You're going to activate the R-system?\Too bad, you know? It's your fault for betraying us.\Jellal is angry. But it's an honor for you.\You've been chosen as the living sacrifice for the ceremony!\I guess I won't get to see you again, Sister.\But we do it all for paradise...\You're shaking?\Scared of becoming a living sacrifice? response:	Or is it because this is the very place...
context: Too bad, you know? It's your fault for betraying us.\Jellal is angry. But it's an honor for you.\You've been chosen as the living sacrifice for the ceremony!\I guess I won't get to see you again, Sister.\But we do it all for paradise...\You're shaking?\Scared of becoming a living sacrifice?\Or is it because this is the very place... response:	You think you can escape so easily, you little brats?
context: Jellal is angry. But it's an honor for you.\You've been chosen as the living sacrifice for the ceremony!\I guess I won't get to see you again, Sister.\But we do it all for paradise...\You're shaking?\Scared of becoming a living sacrifice?\Or is it because this is the very place...\You think you can escape so easily, you little brats? response:	At a time when we need to finish the R-System quicky!
context: You've been chosen as the living sacrifice for the ceremony!\I guess I won't get to see you again, Sister.\But we do it all for paradise...\You're shaking?\Scared of becoming a living sacrifice?\Or is it because this is the very place...\You think you can escape so easily, you little brats?\At a time when we need to finish the R-System quicky! response:	Hold up... At this rate we'd get way behind schedule.
context: I guess I won't get to see you again, Sister.\But we do it all for paradise...\You're shaking?\Scared of becoming a living sacrifice?\Or is it because this is the very place...\You think you can escape so easily, you little brats?\At a time when we need to finish the R-System quicky!\Hold up... At this rate we'd get way behind schedule. response:	I was going to send you all to that room, but...
context: But we do it all for paradise...\You're shaking?\Scared of becoming a living sacrifice?\Or is it because this is the very place...\You think you can escape so easily, you little brats?\At a time when we need to finish the R-System quicky!\Hold up... At this rate we'd get way behind schedule.\I was going to send you all to that room, but... response:	Who is the one who came up with the escape plan? I'll only take that one away.
context: You're shaking?\Scared of becoming a living sacrifice?\Or is it because this is the very place...\You think you can escape so easily, you little brats?\At a time when we need to finish the R-System quicky!\Hold up... At this rate we'd get way behind schedule.\I was going to send you all to that room, but...\Who is the one who came up with the escape plan? I'll only take that one away. response:	Aren't we such nice guys?
context: Scared of becoming a living sacrifice?\Or is it because this is the very place...\You think you can escape so easily, you little brats?\At a time when we need to finish the R-System quicky!\Hold up... At this rate we'd get way behind schedule.\I was going to send you all to that room, but...\Who is the one who came up with the escape plan? I'll only take that one away.\Aren't we such nice guys? response:	Spit it out! Who is the mastermind?
context: Or is it because this is the very place...\You think you can escape so easily, you little brats?\At a time when we need to finish the R-System quicky!\Hold up... At this rate we'd get way behind schedule.\I was going to send you all to that room, but...\Who is the one who came up with the escape plan? I'll only take that one away.\Aren't we such nice guys?\Spit it out! Who is the mastermind? response:	Me...
context: You think you can escape so easily, you little brats?\At a time when we need to finish the R-System quicky!\Hold up... At this rate we'd get way behind schedule.\I was going to send you all to that room, but...\Who is the one who came up with the escape plan? I'll only take that one away.\Aren't we such nice guys?\Spit it out! Who is the mastermind?\Me... response:	I'm the one!
context: At a time when we need to finish the R-System quicky!\Hold up... At this rate we'd get way behind schedule.\I was going to send you all to that room, but...\Who is the one who came up with the escape plan? I'll only take that one away.\Aren't we such nice guys?\Spit it out! Who is the mastermind?\Me...\I'm the one! response:	I made the plan, and I told them what to do!
context: Hold up... At this rate we'd get way behind schedule.\I was going to send you all to that room, but...\Who is the one who came up with the escape plan? I'll only take that one away.\Aren't we such nice guys?\Spit it out! Who is the mastermind?\Me...\I'm the one!\I made the plan, and I told them what to do! response:	Of course.
context: I was going to send you all to that room, but...\Who is the one who came up with the escape plan? I'll only take that one away.\Aren't we such nice guys?\Spit it out! Who is the mastermind?\Me...\I'm the one!\I made the plan, and I told them what to do!\Of course. response:	It wasn't you, I see.
context: Who is the one who came up with the escape plan? I'll only take that one away.\Aren't we such nice guys?\Spit it out! Who is the mastermind?\Me...\I'm the one!\I made the plan, and I told them what to do!\Of course.\It wasn't you, I see. response:	It was that girl.
context: Aren't we such nice guys?\Spit it out! Who is the mastermind?\Me...\I'm the one!\I made the plan, and I told them what to do!\Of course.\It wasn't you, I see.\It was that girl. response:	Take her away!
context: Spit it out! Who is the mastermind?\Me...\I'm the one!\I made the plan, and I told them what to do!\Of course.\It wasn't you, I see.\It was that girl.\Take her away! response:	No! It was me! I planned it!
context: Me...\I'm the one!\I made the plan, and I told them what to do!\Of course.\It wasn't you, I see.\It was that girl.\Take her away!\No! It was me! I planned it! response:	It's not Erza!
