context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: J Pokemon J\Once again, we join our hero, Ash\on his continuing quest to become a Pokemon Master.\With his friends Brock, Misty and Pikachu,\Ash's next adventure is on the horizon.\- Wow. look at those rocks. -Pi.\That's a long drop.\Fall from here and the ball game's over. response:	Mm-hm. Mm-hm.
context: Once again, we join our hero, Ash\on his continuing quest to become a Pokemon Master.\With his friends Brock, Misty and Pikachu,\Ash's next adventure is on the horizon.\- Wow. look at those rocks. -Pi.\That's a long drop.\Fall from here and the ball game's over.\Mm-hm. Mm-hm. response:	The map says that this ridge leads right to Saffron City.
context: on his continuing quest to become a Pokemon Master.\With his friends Brock, Misty and Pikachu,\Ash's next adventure is on the horizon.\- Wow. look at those rocks. -Pi.\That's a long drop.\Fall from here and the ball game's over.\Mm-hm. Mm-hm.\The map says that this ridge leads right to Saffron City. response:	And to our next challenge at the Saffron Gym.
context: With his friends Brock, Misty and Pikachu,\Ash's next adventure is on the horizon.\- Wow. look at those rocks. -Pi.\That's a long drop.\Fall from here and the ball game's over.\Mm-hm. Mm-hm.\The map says that this ridge leads right to Saffron City.\And to our next challenge at the Saffron Gym. response:	Yeah. huh?
context: Ash's next adventure is on the horizon.\- Wow. look at those rocks. -Pi.\That's a long drop.\Fall from here and the ball game's over.\Mm-hm. Mm-hm.\The map says that this ridge leads right to Saffron City.\And to our next challenge at the Saffron Gym.\Yeah. huh? response:	-What are those? - They look like Butterfree.
context: - Wow. look at those rocks. -Pi.\That's a long drop.\Fall from here and the ball game's over.\Mm-hm. Mm-hm.\The map says that this ridge leads right to Saffron City.\And to our next challenge at the Saffron Gym.\Yeah. huh?\-What are those? - They look like Butterfree. response:	The Butterfree are celebrating their season of love.
context: That's a long drop.\Fall from here and the ball game's over.\Mm-hm. Mm-hm.\The map says that this ridge leads right to Saffron City.\And to our next challenge at the Saffron Gym.\Yeah. huh?\-What are those? - They look like Butterfree.\The Butterfree are celebrating their season of love. response:	-Love? - Yeah.
context: Fall from here and the ball game's over.\Mm-hm. Mm-hm.\The map says that this ridge leads right to Saffron City.\And to our next challenge at the Saffron Gym.\Yeah. huh?\-What are those? - They look like Butterfree.\The Butterfree are celebrating their season of love.\-Love? - Yeah. response:	The season of love is when Butterfree lay their eggs.
context: Mm-hm. Mm-hm.\The map says that this ridge leads right to Saffron City.\And to our next challenge at the Saffron Gym.\Yeah. huh?\-What are those? - They look like Butterfree.\The Butterfree are celebrating their season of love.\-Love? - Yeah.\The season of love is when Butterfree lay their eggs. response:	The Butterfree find mates and then lay their eggs across the sea.
context: The map says that this ridge leads right to Saffron City.\And to our next challenge at the Saffron Gym.\Yeah. huh?\-What are those? - They look like Butterfree.\The Butterfree are celebrating their season of love.\-Love? - Yeah.\The season of love is when Butterfree lay their eggs.\The Butterfree find mates and then lay their eggs across the sea. response:	- Across the sea? - That's right.
context: And to our next challenge at the Saffron Gym.\Yeah. huh?\-What are those? - They look like Butterfree.\The Butterfree are celebrating their season of love.\-Love? - Yeah.\The season of love is when Butterfree lay their eggs.\The Butterfree find mates and then lay their eggs across the sea.\- Across the sea? - That's right. response:	How cute.
context: Yeah. huh?\-What are those? - They look like Butterfree.\The Butterfree are celebrating their season of love.\-Love? - Yeah.\The season of love is when Butterfree lay their eggs.\The Butterfree find mates and then lay their eggs across the sea.\- Across the sea? - That's right.\How cute. response:	You mean my Butterfree would go too?
context: -What are those? - They look like Butterfree.\The Butterfree are celebrating their season of love.\-Love? - Yeah.\The season of love is when Butterfree lay their eggs.\The Butterfree find mates and then lay their eggs across the sea.\- Across the sea? - That's right.\How cute.\You mean my Butterfree would go too? response:	If you don't let it cross the sea, it will never have babies.
context: The Butterfree are celebrating their season of love.\-Love? - Yeah.\The season of love is when Butterfree lay their eggs.\The Butterfree find mates and then lay their eggs across the sea.\- Across the sea? - That's right.\How cute.\You mean my Butterfree would go too?\If you don't let it cross the sea, it will never have babies. response:	Hm. Babies?
context: -Love? - Yeah.\The season of love is when Butterfree lay their eggs.\The Butterfree find mates and then lay their eggs across the sea.\- Across the sea? - That's right.\How cute.\You mean my Butterfree would go too?\If you don't let it cross the sea, it will never have babies.\Hm. Babies? response:	I'm surprised there was a hot air balloon for rent out here.
context: The season of love is when Butterfree lay their eggs.\The Butterfree find mates and then lay their eggs across the sea.\- Across the sea? - That's right.\How cute.\You mean my Butterfree would go too?\If you don't let it cross the sea, it will never have babies.\Hm. Babies?\I'm surprised there was a hot air balloon for rent out here. response:	We'll probably see lots of other balloons once we get up into the air.
context: The Butterfree find mates and then lay their eggs across the sea.\- Across the sea? - That's right.\How cute.\You mean my Butterfree would go too?\If you don't let it cross the sea, it will never have babies.\Hm. Babies?\I'm surprised there was a hot air balloon for rent out here.\We'll probably see lots of other balloons once we get up into the air. response:	Hold on, guys.
context: - Across the sea? - That's right.\How cute.\You mean my Butterfree would go too?\If you don't let it cross the sea, it will never have babies.\Hm. Babies?\I'm surprised there was a hot air balloon for rent out here.\We'll probably see lots of other balloons once we get up into the air.\Hold on, guys. response:	Heh, what a view.
context: How cute.\You mean my Butterfree would go too?\If you don't let it cross the sea, it will never have babies.\Hm. Babies?\I'm surprised there was a hot air balloon for rent out here.\We'll probably see lots of other balloons once we get up into the air.\Hold on, guys.\Heh, what a view. response:	- - Huh?
context: You mean my Butterfree would go too?\If you don't let it cross the sea, it will never have babies.\Hm. Babies?\I'm surprised there was a hot air balloon for rent out here.\We'll probably see lots of other balloons once we get up into the air.\Hold on, guys.\Heh, what a view.\- - Huh? response:	- Look, there they are. - Let's go.
context: If you don't let it cross the sea, it will never have babies.\Hm. Babies?\I'm surprised there was a hot air balloon for rent out here.\We'll probably see lots of other balloons once we get up into the air.\Hold on, guys.\Heh, what a view.\- - Huh?\- Look, there they are. - Let's go. response:	Butterfree!
context: Hm. Babies?\I'm surprised there was a hot air balloon for rent out here.\We'll probably see lots of other balloons once we get up into the air.\Hold on, guys.\Heh, what a view.\- - Huh?\- Look, there they are. - Let's go.\Butterfree! response:	Wow, all the Butterfree are pairing off into couples.
context: I'm surprised there was a hot air balloon for rent out here.\We'll probably see lots of other balloons once we get up into the air.\Hold on, guys.\Heh, what a view.\- - Huh?\- Look, there they are. - Let's go.\Butterfree!\Wow, all the Butterfree are pairing off into couples. response:	-Okay, Ash. -Oh, right.
context: We'll probably see lots of other balloons once we get up into the air.\Hold on, guys.\Heh, what a view.\- - Huh?\- Look, there they are. - Let's go.\Butterfree!\Wow, all the Butterfree are pairing off into couples.\-Okay, Ash. -Oh, right. response:	Butterfree, go!
context: Hold on, guys.\Heh, what a view.\- - Huh?\- Look, there they are. - Let's go.\Butterfree!\Wow, all the Butterfree are pairing off into couples.\-Okay, Ash. -Oh, right.\Butterfree, go! response:	-Go out there and find your mate. -Good luck, Butterfree.
context: Heh, what a view.\- - Huh?\- Look, there they are. - Let's go.\Butterfree!\Wow, all the Butterfree are pairing off into couples.\-Okay, Ash. -Oh, right.\Butterfree, go!\-Go out there and find your mate. -Good luck, Butterfree. response:	Huh?
context: - - Huh?\- Look, there they are. - Let's go.\Butterfree!\Wow, all the Butterfree are pairing off into couples.\-Okay, Ash. -Oh, right.\Butterfree, go!\-Go out there and find your mate. -Good luck, Butterfree.\Huh? response:	Maybe none of those Butterfree is its type.
context: - Look, there they are. - Let's go.\Butterfree!\Wow, all the Butterfree are pairing off into couples.\-Okay, Ash. -Oh, right.\Butterfree, go!\-Go out there and find your mate. -Good luck, Butterfree.\Huh?\Maybe none of those Butterfree is its type. response:	What do you mean by its type, Brock?
context: Butterfree!\Wow, all the Butterfree are pairing off into couples.\-Okay, Ash. -Oh, right.\Butterfree, go!\-Go out there and find your mate. -Good luck, Butterfree.\Huh?\Maybe none of those Butterfree is its type.\What do you mean by its type, Brock? response:	The Butterfree all look exactly the same to me.
context: Wow, all the Butterfree are pairing off into couples.\-Okay, Ash. -Oh, right.\Butterfree, go!\-Go out there and find your mate. -Good luck, Butterfree.\Huh?\Maybe none of those Butterfree is its type.\What do you mean by its type, Brock?\The Butterfree all look exactly the same to me. response:	Some must fly better than others
context: -Okay, Ash. -Oh, right.\Butterfree, go!\-Go out there and find your mate. -Good luck, Butterfree.\Huh?\Maybe none of those Butterfree is its type.\What do you mean by its type, Brock?\The Butterfree all look exactly the same to me.\Some must fly better than others response:	or maybe they have slightly different patterns, I guess.
context: Butterfree, go!\-Go out there and find your mate. -Good luck, Butterfree.\Huh?\Maybe none of those Butterfree is its type.\What do you mean by its type, Brock?\The Butterfree all look exactly the same to me.\Some must fly better than others\or maybe they have slightly different patterns, I guess. response:	-Huh? - Huh?
context: -Go out there and find your mate. -Good luck, Butterfree.\Huh?\Maybe none of those Butterfree is its type.\What do you mean by its type, Brock?\The Butterfree all look exactly the same to me.\Some must fly better than others\or maybe they have slightly different patterns, I guess.\-Huh? - Huh? response:	Look at all the balloons.
context: Huh?\Maybe none of those Butterfree is its type.\What do you mean by its type, Brock?\The Butterfree all look exactly the same to me.\Some must fly better than others\or maybe they have slightly different patterns, I guess.\-Huh? - Huh?\Look at all the balloons. response:	They're all Butterfree trainers. They come at this time every year
context: Maybe none of those Butterfree is its type.\What do you mean by its type, Brock?\The Butterfree all look exactly the same to me.\Some must fly better than others\or maybe they have slightly different patterns, I guess.\-Huh? - Huh?\Look at all the balloons.\They're all Butterfree trainers. They come at this time every year response:	to release their Butterfree.
context: What do you mean by its type, Brock?\The Butterfree all look exactly the same to me.\Some must fly better than others\or maybe they have slightly different patterns, I guess.\-Huh? - Huh?\Look at all the balloons.\They're all Butterfree trainers. They come at this time every year\to release their Butterfree. response:	Oh.
context: The Butterfree all look exactly the same to me.\Some must fly better than others\or maybe they have slightly different patterns, I guess.\-Huh? - Huh?\Look at all the balloons.\They're all Butterfree trainers. They come at this time every year\to release their Butterfree.\Oh. response:	You just go find yourself a nice mate, Butterfree, go!
context: Some must fly better than others\or maybe they have slightly different patterns, I guess.\-Huh? - Huh?\Look at all the balloons.\They're all Butterfree trainers. They come at this time every year\to release their Butterfree.\Oh.\You just go find yourself a nice mate, Butterfree, go! response:	Oh, no, not this again.
context: or maybe they have slightly different patterns, I guess.\-Huh? - Huh?\Look at all the balloons.\They're all Butterfree trainers. They come at this time every year\to release their Butterfree.\Oh.\You just go find yourself a nice mate, Butterfree, go!\Oh, no, not this again. response:	-Butterfree. -Listen up, Butterfree.
context: -Huh? - Huh?\Look at all the balloons.\They're all Butterfree trainers. They come at this time every year\to release their Butterfree.\Oh.\You just go find yourself a nice mate, Butterfree, go!\Oh, no, not this again.\-Butterfree. -Listen up, Butterfree. response:	See the Butterfree that girl just released?
context: Look at all the balloons.\They're all Butterfree trainers. They come at this time every year\to release their Butterfree.\Oh.\You just go find yourself a nice mate, Butterfree, go!\Oh, no, not this again.\-Butterfree. -Listen up, Butterfree.\See the Butterfree that girl just released? response:	Don't you get it? If two Butterfree fall in love
context: They're all Butterfree trainers. They come at this time every year\to release their Butterfree.\Oh.\You just go find yourself a nice mate, Butterfree, go!\Oh, no, not this again.\-Butterfree. -Listen up, Butterfree.\See the Butterfree that girl just released?\Don't you get it? If two Butterfree fall in love response:	their trainers will meet and they can fall in love too.
context: to release their Butterfree.\Oh.\You just go find yourself a nice mate, Butterfree, go!\Oh, no, not this again.\-Butterfree. -Listen up, Butterfree.\See the Butterfree that girl just released?\Don't you get it? If two Butterfree fall in love\their trainers will meet and they can fall in love too. response:	-Oh. -Don't butt into Pokemon love affairs.
context: Oh.\You just go find yourself a nice mate, Butterfree, go!\Oh, no, not this again.\-Butterfree. -Listen up, Butterfree.\See the Butterfree that girl just released?\Don't you get it? If two Butterfree fall in love\their trainers will meet and they can fall in love too.\-Oh. -Don't butt into Pokemon love affairs. response:	But, Misty, if Butterfree doesn't find a mate
context: You just go find yourself a nice mate, Butterfree, go!\Oh, no, not this again.\-Butterfree. -Listen up, Butterfree.\See the Butterfree that girl just released?\Don't you get it? If two Butterfree fall in love\their trainers will meet and they can fall in love too.\-Oh. -Don't butt into Pokemon love affairs.\But, Misty, if Butterfree doesn't find a mate response:	it won't ever have babies.
context: Oh, no, not this again.\-Butterfree. -Listen up, Butterfree.\See the Butterfree that girl just released?\Don't you get it? If two Butterfree fall in love\their trainers will meet and they can fall in love too.\-Oh. -Don't butt into Pokemon love affairs.\But, Misty, if Butterfree doesn't find a mate\it won't ever have babies. response:	Go ahead, then.
context: -Butterfree. -Listen up, Butterfree.\See the Butterfree that girl just released?\Don't you get it? If two Butterfree fall in love\their trainers will meet and they can fall in love too.\-Oh. -Don't butt into Pokemon love affairs.\But, Misty, if Butterfree doesn't find a mate\it won't ever have babies.\Go ahead, then. response:	Free! Free!
context: See the Butterfree that girl just released?\Don't you get it? If two Butterfree fall in love\their trainers will meet and they can fall in love too.\-Oh. -Don't butt into Pokemon love affairs.\But, Misty, if Butterfree doesn't find a mate\it won't ever have babies.\Go ahead, then.\Free! Free! response:	Go get them, Butterfree.
context: Don't you get it? If two Butterfree fall in love\their trainers will meet and they can fall in love too.\-Oh. -Don't butt into Pokemon love affairs.\But, Misty, if Butterfree doesn't find a mate\it won't ever have babies.\Go ahead, then.\Free! Free!\Go get them, Butterfree. response:	The perfect mate for you is got to be out there somewhere.
context: their trainers will meet and they can fall in love too.\-Oh. -Don't butt into Pokemon love affairs.\But, Misty, if Butterfree doesn't find a mate\it won't ever have babies.\Go ahead, then.\Free! Free!\Go get them, Butterfree.\The perfect mate for you is got to be out there somewhere. response:	Free! Free!
context: -Oh. -Don't butt into Pokemon love affairs.\But, Misty, if Butterfree doesn't find a mate\it won't ever have babies.\Go ahead, then.\Free! Free!\Go get them, Butterfree.\The perfect mate for you is got to be out there somewhere.\Free! Free! response:	Free! Free! Free! Free! Free! Free!
context: But, Misty, if Butterfree doesn't find a mate\it won't ever have babies.\Go ahead, then.\Free! Free!\Go get them, Butterfree.\The perfect mate for you is got to be out there somewhere.\Free! Free!\Free! Free! Free! Free! Free! Free! response:	It looks like Butterfree really found someone it likes.
context: it won't ever have babies.\Go ahead, then.\Free! Free!\Go get them, Butterfree.\The perfect mate for you is got to be out there somewhere.\Free! Free!\Free! Free! Free! Free! Free! Free!\It looks like Butterfree really found someone it likes. response:	Yeah, love at first sight with that pink one.
context: Go ahead, then.\Free! Free!\Go get them, Butterfree.\The perfect mate for you is got to be out there somewhere.\Free! Free!\Free! Free! Free! Free! Free! Free!\It looks like Butterfree really found someone it likes.\Yeah, love at first sight with that pink one. response:	Butterfree's acting kind of weird.
context: Free! Free!\Go get them, Butterfree.\The perfect mate for you is got to be out there somewhere.\Free! Free!\Free! Free! Free! Free! Free! Free!\It looks like Butterfree really found someone it likes.\Yeah, love at first sight with that pink one.\Butterfree's acting kind of weird. response:	That's Butterfree's courtship dance.
context: Go get them, Butterfree.\The perfect mate for you is got to be out there somewhere.\Free! Free!\Free! Free! Free! Free! Free! Free!\It looks like Butterfree really found someone it likes.\Yeah, love at first sight with that pink one.\Butterfree's acting kind of weird.\That's Butterfree's courtship dance. response:	Courtship dance?
context: The perfect mate for you is got to be out there somewhere.\Free! Free!\Free! Free! Free! Free! Free! Free!\It looks like Butterfree really found someone it likes.\Yeah, love at first sight with that pink one.\Butterfree's acting kind of weird.\That's Butterfree's courtship dance.\Courtship dance? response:	It's Butterfree's way of saying: I want to be your Butterfree.
context: Free! Free!\Free! Free! Free! Free! Free! Free!\It looks like Butterfree really found someone it likes.\Yeah, love at first sight with that pink one.\Butterfree's acting kind of weird.\That's Butterfree's courtship dance.\Courtship dance?\It's Butterfree's way of saying: I want to be your Butterfree. response:	Oh, that's so romantic.
context: Free! Free! Free! Free! Free! Free!\It looks like Butterfree really found someone it likes.\Yeah, love at first sight with that pink one.\Butterfree's acting kind of weird.\That's Butterfree's courtship dance.\Courtship dance?\It's Butterfree's way of saying: I want to be your Butterfree.\Oh, that's so romantic. response:	If it's successful, the other Butterfree does a dance too.
context: It looks like Butterfree really found someone it likes.\Yeah, love at first sight with that pink one.\Butterfree's acting kind of weird.\That's Butterfree's courtship dance.\Courtship dance?\It's Butterfree's way of saying: I want to be your Butterfree.\Oh, that's so romantic.\If it's successful, the other Butterfree does a dance too. response:	It's doing something.
context: Yeah, love at first sight with that pink one.\Butterfree's acting kind of weird.\That's Butterfree's courtship dance.\Courtship dance?\It's Butterfree's way of saying: I want to be your Butterfree.\Oh, that's so romantic.\If it's successful, the other Butterfree does a dance too.\It's doing something. response:	What's going on?
context: Butterfree's acting kind of weird.\That's Butterfree's courtship dance.\Courtship dance?\It's Butterfree's way of saying: I want to be your Butterfree.\Oh, that's so romantic.\If it's successful, the other Butterfree does a dance too.\It's doing something.\What's going on? response:	Free! Free! Free! Free! Free...
context: That's Butterfree's courtship dance.\Courtship dance?\It's Butterfree's way of saying: I want to be your Butterfree.\Oh, that's so romantic.\If it's successful, the other Butterfree does a dance too.\It's doing something.\What's going on?\Free! Free! Free! Free! Free... response:	Free...
context: Courtship dance?\It's Butterfree's way of saying: I want to be your Butterfree.\Oh, that's so romantic.\If it's successful, the other Butterfree does a dance too.\It's doing something.\What's going on?\Free! Free! Free! Free! Free...\Free... response:	-Butterfree got shot down. -What? That's so mean. That isn't fair.
context: It's Butterfree's way of saying: I want to be your Butterfree.\Oh, that's so romantic.\If it's successful, the other Butterfree does a dance too.\It's doing something.\What's going on?\Free! Free! Free! Free! Free...\Free...\-Butterfree got shot down. -What? That's so mean. That isn't fair. response:	Butterfree. Where are you going?
context: Oh, that's so romantic.\If it's successful, the other Butterfree does a dance too.\It's doing something.\What's going on?\Free! Free! Free! Free! Free...\Free...\-Butterfree got shot down. -What? That's so mean. That isn't fair.\Butterfree. Where are you going? response:	Butterfree!
context: If it's successful, the other Butterfree does a dance too.\It's doing something.\What's going on?\Free! Free! Free! Free! Free...\Free...\-Butterfree got shot down. -What? That's so mean. That isn't fair.\Butterfree. Where are you going?\Butterfree! response:	Shot down in its prime.
context: It's doing something.\What's going on?\Free! Free! Free! Free! Free...\Free...\-Butterfree got shot down. -What? That's so mean. That isn't fair.\Butterfree. Where are you going?\Butterfree!\Shot down in its prime. response:	Butterfree! Hey, Butterfree!
context: What's going on?\Free! Free! Free! Free! Free...\Free...\-Butterfree got shot down. -What? That's so mean. That isn't fair.\Butterfree. Where are you going?\Butterfree!\Shot down in its prime.\Butterfree! Hey, Butterfree! response:	- Butterfree. -Pikachu.
context: Free! Free! Free! Free! Free...\Free...\-Butterfree got shot down. -What? That's so mean. That isn't fair.\Butterfree. Where are you going?\Butterfree!\Shot down in its prime.\Butterfree! Hey, Butterfree!\- Butterfree. -Pikachu. response:	-Butterfree. Come out. -Butterfree. Where are you?
context: Free...\-Butterfree got shot down. -What? That's so mean. That isn't fair.\Butterfree. Where are you going?\Butterfree!\Shot down in its prime.\Butterfree! Hey, Butterfree!\- Butterfree. -Pikachu.\-Butterfree. Come out. -Butterfree. Where are you? response:	It's Butterfree.
context: -Butterfree got shot down. -What? That's so mean. That isn't fair.\Butterfree. Where are you going?\Butterfree!\Shot down in its prime.\Butterfree! Hey, Butterfree!\- Butterfree. -Pikachu.\-Butterfree. Come out. -Butterfree. Where are you?\It's Butterfree. response:	Hey, there, Butterfree, are you okay?
context: Butterfree. Where are you going?\Butterfree!\Shot down in its prime.\Butterfree! Hey, Butterfree!\- Butterfree. -Pikachu.\-Butterfree. Come out. -Butterfree. Where are you?\It's Butterfree.\Hey, there, Butterfree, are you okay? response:	Free...
context: Butterfree!\Shot down in its prime.\Butterfree! Hey, Butterfree!\- Butterfree. -Pikachu.\-Butterfree. Come out. -Butterfree. Where are you?\It's Butterfree.\Hey, there, Butterfree, are you okay?\Free... response:	-Hey, how come you look so sad, buddy? -It was rejected by someone it loved.
context: Shot down in its prime.\Butterfree! Hey, Butterfree!\- Butterfree. -Pikachu.\-Butterfree. Come out. -Butterfree. Where are you?\It's Butterfree.\Hey, there, Butterfree, are you okay?\Free...\-Hey, how come you look so sad, buddy? -It was rejected by someone it loved. response:	That's a terrible shock. Believe me, it's a terrible feeling.
context: Butterfree! Hey, Butterfree!\- Butterfree. -Pikachu.\-Butterfree. Come out. -Butterfree. Where are you?\It's Butterfree.\Hey, there, Butterfree, are you okay?\Free...\-Hey, how come you look so sad, buddy? -It was rejected by someone it loved.\That's a terrible shock. Believe me, it's a terrible feeling. response:	I could write a book about the secrets of love and heartache.
context: - Butterfree. -Pikachu.\-Butterfree. Come out. -Butterfree. Where are you?\It's Butterfree.\Hey, there, Butterfree, are you okay?\Free...\-Hey, how come you look so sad, buddy? -It was rejected by someone it loved.\That's a terrible shock. Believe me, it's a terrible feeling.\I could write a book about the secrets of love and heartache. response:	I guess that book would be your autobiography.
context: -Butterfree. Come out. -Butterfree. Where are you?\It's Butterfree.\Hey, there, Butterfree, are you okay?\Free...\-Hey, how come you look so sad, buddy? -It was rejected by someone it loved.\That's a terrible shock. Believe me, it's a terrible feeling.\I could write a book about the secrets of love and heartache.\I guess that book would be your autobiography. response:	Pikachu. Pika, Pikachu.
context: It's Butterfree.\Hey, there, Butterfree, are you okay?\Free...\-Hey, how come you look so sad, buddy? -It was rejected by someone it loved.\That's a terrible shock. Believe me, it's a terrible feeling.\I could write a book about the secrets of love and heartache.\I guess that book would be your autobiography.\Pikachu. Pika, Pikachu. response:	Pika. Pikachu.
context: Hey, there, Butterfree, are you okay?\Free...\-Hey, how come you look so sad, buddy? -It was rejected by someone it loved.\That's a terrible shock. Believe me, it's a terrible feeling.\I could write a book about the secrets of love and heartache.\I guess that book would be your autobiography.\Pikachu. Pika, Pikachu.\Pika. Pikachu. response:	Do you think maybe Dexter might be able to tell us
context: Free...\-Hey, how come you look so sad, buddy? -It was rejected by someone it loved.\That's a terrible shock. Believe me, it's a terrible feeling.\I could write a book about the secrets of love and heartache.\I guess that book would be your autobiography.\Pikachu. Pika, Pikachu.\Pika. Pikachu.\Do you think maybe Dexter might be able to tell us response:	how Butterfree can get that other Butterfree to be its mate?
context: -Hey, how come you look so sad, buddy? -It was rejected by someone it loved.\That's a terrible shock. Believe me, it's a terrible feeling.\I could write a book about the secrets of love and heartache.\I guess that book would be your autobiography.\Pikachu. Pika, Pikachu.\Pika. Pikachu.\Do you think maybe Dexter might be able to tell us\how Butterfree can get that other Butterfree to be its mate? response:	Dexter's never been in love.
context: That's a terrible shock. Believe me, it's a terrible feeling.\I could write a book about the secrets of love and heartache.\I guess that book would be your autobiography.\Pikachu. Pika, Pikachu.\Pika. Pikachu.\Do you think maybe Dexter might be able to tell us\how Butterfree can get that other Butterfree to be its mate?\Dexter's never been in love. response:	I just don't understand it. My Butterfree's great.
context: I could write a book about the secrets of love and heartache.\I guess that book would be your autobiography.\Pikachu. Pika, Pikachu.\Pika. Pikachu.\Do you think maybe Dexter might be able to tell us\how Butterfree can get that other Butterfree to be its mate?\Dexter's never been in love.\I just don't understand it. My Butterfree's great. response:	Why would any other Butterfree reject it?
context: I guess that book would be your autobiography.\Pikachu. Pika, Pikachu.\Pika. Pikachu.\Do you think maybe Dexter might be able to tell us\how Butterfree can get that other Butterfree to be its mate?\Dexter's never been in love.\I just don't understand it. My Butterfree's great.\Why would any other Butterfree reject it? response:	Butterfree, maybe you just have to show off your strengths
