context: A healthy soul... response:	Run!
context: What's that?\A few days ago, something ate this city and its souls.\A few days ago, something ate this city and its souls.\The whole town?\Don't tell me that our investigation is...\Let's go...\We need to ask around.\What happened in this village? response:	F-Fog...
context: A few days ago, something ate this city and its souls.\A few days ago, something ate this city and its souls.\The whole town?\Don't tell me that our investigation is...\Let's go...\We need to ask around.\What happened in this village?\F-Fog... response:	Fog?
context: A few days ago, something ate this city and its souls.\The whole town?\Don't tell me that our investigation is...\Let's go...\We need to ask around.\What happened in this village?\F-Fog...\Fog? response:	What happened with the fog?
context: The whole town?\Don't tell me that our investigation is...\Let's go...\We need to ask around.\What happened in this village?\F-Fog...\Fog?\What happened with the fog? response:	N-No!
context: Don't tell me that our investigation is...\Let's go...\We need to ask around.\What happened in this village?\F-Fog...\Fog?\What happened with the fog?\N-No! response:	Calm down.
context: Let's go...\We need to ask around.\What happened in this village?\F-Fog...\Fog?\What happened with the fog?\N-No!\Calm down. response:	It's alright.
context: We need to ask around.\What happened in this village?\F-Fog...\Fog?\What happened with the fog?\N-No!\Calm down.\It's alright. response:	We came from Shibusen to solve this situation.
context: What happened in this village?\F-Fog...\Fog?\What happened with the fog?\N-No!\Calm down.\It's alright.\We came from Shibusen to solve this situation. response:	Shibusen?
context: F-Fog...\Fog?\What happened with the fog?\N-No!\Calm down.\It's alright.\We came from Shibusen to solve this situation.\Shibusen? response:	Yes.
context: Fog?\What happened with the fog?\N-No!\Calm down.\It's alright.\We came from Shibusen to solve this situation.\Shibusen?\Yes. response:	That being...
context: What happened with the fog?\N-No!\Calm down.\It's alright.\We came from Shibusen to solve this situation.\Shibusen?\Yes.\That being... response:	Let us talk calmly and clearly.
context: N-No!\Calm down.\It's alright.\We came from Shibusen to solve this situation.\Shibusen?\Yes.\That being...\Let us talk calmly and clearly. response:	B-Black Dragon...
context: Calm down.\It's alright.\We came from Shibusen to solve this situation.\Shibusen?\Yes.\That being...\Let us talk calmly and clearly.\B-Black Dragon... response:	The Black Dragon... The Black Dragon appeared...
context: It's alright.\We came from Shibusen to solve this situation.\Shibusen?\Yes.\That being...\Let us talk calmly and clearly.\B-Black Dragon...\The Black Dragon... The Black Dragon appeared... response:	The Black Dragon... The Black Dragon appeared...
context: We came from Shibusen to solve this situation.\Shibusen?\Yes.\That being...\Let us talk calmly and clearly.\B-Black Dragon...\The Black Dragon... The Black Dragon appeared...\The Black Dragon... The Black Dragon appeared... response:	Black Dragon, you said?
context: Shibusen?\Yes.\That being...\Let us talk calmly and clearly.\B-Black Dragon...\The Black Dragon... The Black Dragon appeared...\The Black Dragon... The Black Dragon appeared...\Black Dragon, you said? response:	The Black Dragon That Eats Souls!
context: Yes.\That being...\Let us talk calmly and clearly.\B-Black Dragon...\The Black Dragon... The Black Dragon appeared...\The Black Dragon... The Black Dragon appeared...\Black Dragon, you said?\The Black Dragon That Eats Souls! response:	Cowardly Liz and Her Pleasant Companions?
context: That being...\Let us talk calmly and clearly.\B-Black Dragon...\The Black Dragon... The Black Dragon appeared...\The Black Dragon... The Black Dragon appeared...\Black Dragon, you said?\The Black Dragon That Eats Souls!\Cowardly Liz and Her Pleasant Companions? response:	The Black Dragon That Eats Souls!
context: Let us talk calmly and clearly.\B-Black Dragon...\The Black Dragon... The Black Dragon appeared...\The Black Dragon... The Black Dragon appeared...\Black Dragon, you said?\The Black Dragon That Eats Souls!\Cowardly Liz and Her Pleasant Companions?\The Black Dragon That Eats Souls! response:	Cowardly
context: B-Black Dragon...\The Black Dragon... The Black Dragon appeared...\The Black Dragon... The Black Dragon appeared...\Black Dragon, you said?\The Black Dragon That Eats Souls!\Cowardly Liz and Her Pleasant Companions?\The Black Dragon That Eats Souls!\Cowardly response:	Liz and Her Pleasant Companions?
context: The Black Dragon... The Black Dragon appeared...\The Black Dragon... The Black Dragon appeared...\Black Dragon, you said?\The Black Dragon That Eats Souls!\Cowardly Liz and Her Pleasant Companions?\The Black Dragon That Eats Souls!\Cowardly\Liz and Her Pleasant Companions? response:	Elephant.
context: The Black Dragon... The Black Dragon appeared...\Black Dragon, you said?\The Black Dragon That Eats Souls!\Cowardly Liz and Her Pleasant Companions?\The Black Dragon That Eats Souls!\Cowardly\Liz and Her Pleasant Companions?\Elephant. response:	Chimpanzee.
context: Black Dragon, you said?\The Black Dragon That Eats Souls!\Cowardly Liz and Her Pleasant Companions?\The Black Dragon That Eats Souls!\Cowardly\Liz and Her Pleasant Companions?\Elephant.\Chimpanzee. response:	Dog.
context: The Black Dragon That Eats Souls!\Cowardly Liz and Her Pleasant Companions?\The Black Dragon That Eats Souls!\Cowardly\Liz and Her Pleasant Companions?\Elephant.\Chimpanzee.\Dog. response:	Cat!
context: Cowardly Liz and Her Pleasant Companions?\The Black Dragon That Eats Souls!\Cowardly\Liz and Her Pleasant Companions?\Elephant.\Chimpanzee.\Dog.\Cat! response:	You know...
context: The Black Dragon That Eats Souls!\Cowardly\Liz and Her Pleasant Companions?\Elephant.\Chimpanzee.\Dog.\Cat!\You know... response:	You should grow up a little.
context: Cowardly\Liz and Her Pleasant Companions?\Elephant.\Chimpanzee.\Dog.\Cat!\You know...\You should grow up a little. response:	Yeah, yeah...
context: Liz and Her Pleasant Companions?\Elephant.\Chimpanzee.\Dog.\Cat!\You know...\You should grow up a little.\Yeah, yeah... response:	A dove, right?
context: Elephant.\Chimpanzee.\Dog.\Cat!\You know...\You should grow up a little.\Yeah, yeah...\A dove, right? response:	A pig, right?
context: Chimpanzee.\Dog.\Cat!\You know...\You should grow up a little.\Yeah, yeah...\A dove, right?\A pig, right? response:	Oi, Kid!
context: Dog.\Cat!\You know...\You should grow up a little.\Yeah, yeah...\A dove, right?\A pig, right?\Oi, Kid! response:	Enough of this moldy place already...
context: Cat!\You know...\You should grow up a little.\Yeah, yeah...\A dove, right?\A pig, right?\Oi, Kid!\Enough of this moldy place already... response:	I'm gonna suffocate here.
context: You know...\You should grow up a little.\Yeah, yeah...\A dove, right?\A pig, right?\Oi, Kid!\Enough of this moldy place already...\I'm gonna suffocate here. response:	Suck it up.
context: You should grow up a little.\Yeah, yeah...\A dove, right?\A pig, right?\Oi, Kid!\Enough of this moldy place already...\I'm gonna suffocate here.\Suck it up. response:	Preliminary investigations are important for this stuff.
context: Yeah, yeah...\A dove, right?\A pig, right?\Oi, Kid!\Enough of this moldy place already...\I'm gonna suffocate here.\Suck it up.\Preliminary investigations are important for this stuff. response:	Or so I'd like to say but,
context: A dove, right?\A pig, right?\Oi, Kid!\Enough of this moldy place already...\I'm gonna suffocate here.\Suck it up.\Preliminary investigations are important for this stuff.\Or so I'd like to say but, response:	We're done here.
context: A pig, right?\Oi, Kid!\Enough of this moldy place already...\I'm gonna suffocate here.\Suck it up.\Preliminary investigations are important for this stuff.\Or so I'd like to say but,\We're done here. response:	So, where are we headed next?
context: Oi, Kid!\Enough of this moldy place already...\I'm gonna suffocate here.\Suck it up.\Preliminary investigations are important for this stuff.\Or so I'd like to say but,\We're done here.\So, where are we headed next? response:	What's wrong?
context: Enough of this moldy place already...\I'm gonna suffocate here.\Suck it up.\Preliminary investigations are important for this stuff.\Or so I'd like to say but,\We're done here.\So, where are we headed next?\What's wrong? response:	Can't you row any faster?
context: I'm gonna suffocate here.\Suck it up.\Preliminary investigations are important for this stuff.\Or so I'd like to say but,\We're done here.\So, where are we headed next?\What's wrong?\Can't you row any faster? response:	Why are we back to the sea in this rowboat?
context: Suck it up.\Preliminary investigations are important for this stuff.\Or so I'd like to say but,\We're done here.\So, where are we headed next?\What's wrong?\Can't you row any faster?\Why are we back to the sea in this rowboat? response:	You better know what you're doing!
context: Preliminary investigations are important for this stuff.\Or so I'd like to say but,\We're done here.\So, where are we headed next?\What's wrong?\Can't you row any faster?\Why are we back to the sea in this rowboat?\You better know what you're doing! response:	Of course.
context: Or so I'd like to say but,\We're done here.\So, where are we headed next?\What's wrong?\Can't you row any faster?\Why are we back to the sea in this rowboat?\You better know what you're doing!\Of course. response:	Or else I wouldn't have come out to the sea.
context: We're done here.\So, where are we headed next?\What's wrong?\Can't you row any faster?\Why are we back to the sea in this rowboat?\You better know what you're doing!\Of course.\Or else I wouldn't have come out to the sea. response:	Acting all high and mighty...
context: So, where are we headed next?\What's wrong?\Can't you row any faster?\Why are we back to the sea in this rowboat?\You better know what you're doing!\Of course.\Or else I wouldn't have come out to the sea.\Acting all high and mighty... response:	So, what is that Black Dragon thing?
context: What's wrong?\Can't you row any faster?\Why are we back to the sea in this rowboat?\You better know what you're doing!\Of course.\Or else I wouldn't have come out to the sea.\Acting all high and mighty...\So, what is that Black Dragon thing? response:	The Baltic Sea was the center of maritime transportation.
context: Can't you row any faster?\Why are we back to the sea in this rowboat?\You better know what you're doing!\Of course.\Or else I wouldn't have come out to the sea.\Acting all high and mighty...\So, what is that Black Dragon thing?\The Baltic Sea was the center of maritime transportation. response:	In the archaic days of the Vikings, people set out to this vast sea.
context: Why are we back to the sea in this rowboat?\You better know what you're doing!\Of course.\Or else I wouldn't have come out to the sea.\Acting all high and mighty...\So, what is that Black Dragon thing?\The Baltic Sea was the center of maritime transportation.\In the archaic days of the Vikings, people set out to this vast sea. response:	What's that got to do with it?
context: You better know what you're doing!\Of course.\Or else I wouldn't have come out to the sea.\Acting all high and mighty...\So, what is that Black Dragon thing?\The Baltic Sea was the center of maritime transportation.\In the archaic days of the Vikings, people set out to this vast sea.\What's that got to do with it? response:	In other words, this is a place where lots of ships passed through and also,
context: Of course.\Or else I wouldn't have come out to the sea.\Acting all high and mighty...\So, what is that Black Dragon thing?\The Baltic Sea was the center of maritime transportation.\In the archaic days of the Vikings, people set out to this vast sea.\What's that got to do with it?\In other words, this is a place where lots of ships passed through and also, response:	You can't mean... that there'll be...
context: Or else I wouldn't have come out to the sea.\Acting all high and mighty...\So, what is that Black Dragon thing?\The Baltic Sea was the center of maritime transportation.\In the archaic days of the Vikings, people set out to this vast sea.\What's that got to do with it?\In other words, this is a place where lots of ships passed through and also,\You can't mean... that there'll be... response:	You can't mean... that there'll be...
context: Acting all high and mighty...\So, what is that Black Dragon thing?\The Baltic Sea was the center of maritime transportation.\In the archaic days of the Vikings, people set out to this vast sea.\What's that got to do with it?\In other words, this is a place where lots of ships passed through and also,\You can't mean... that there'll be...\You can't mean... that there'll be... response:	And out of all the sunken ships...
context: So, what is that Black Dragon thing?\The Baltic Sea was the center of maritime transportation.\In the archaic days of the Vikings, people set out to this vast sea.\What's that got to do with it?\In other words, this is a place where lots of ships passed through and also,\You can't mean... that there'll be...\You can't mean... that there'll be...\And out of all the sunken ships... response:	This is...
context: The Baltic Sea was the center of maritime transportation.\In the archaic days of the Vikings, people set out to this vast sea.\What's that got to do with it?\In other words, this is a place where lots of ships passed through and also,\You can't mean... that there'll be...\You can't mean... that there'll be...\And out of all the sunken ships...\This is... response:	A cloud!
context: In the archaic days of the Vikings, people set out to this vast sea.\What's that got to do with it?\In other words, this is a place where lots of ships passed through and also,\You can't mean... that there'll be...\You can't mean... that there'll be...\And out of all the sunken ships...\This is...\A cloud! response:	It's fog!
context: What's that got to do with it?\In other words, this is a place where lots of ships passed through and also,\You can't mean... that there'll be...\You can't mean... that there'll be...\And out of all the sunken ships...\This is...\A cloud!\It's fog! response:	F-Fog?
context: In other words, this is a place where lots of ships passed through and also,\You can't mean... that there'll be...\You can't mean... that there'll be...\And out of all the sunken ships...\This is...\A cloud!\It's fog!\F-Fog? response:	It's close, stay sharp.
context: You can't mean... that there'll be...\You can't mean... that there'll be...\And out of all the sunken ships...\This is...\A cloud!\It's fog!\F-Fog?\It's close, stay sharp. response:	Yes?!
context: You can't mean... that there'll be...\And out of all the sunken ships...\This is...\A cloud!\It's fog!\F-Fog?\It's close, stay sharp.\Yes?! response:	I can feel the presence of numerous souls nearby.
context: And out of all the sunken ships...\This is...\A cloud!\It's fog!\F-Fog?\It's close, stay sharp.\Yes?!\I can feel the presence of numerous souls nearby. response:	S-So, you mean...
context: This is...\A cloud!\It's fog!\F-Fog?\It's close, stay sharp.\Yes?!\I can feel the presence of numerous souls nearby.\S-So, you mean... response:	That's it, the Black Dragon.
context: A cloud!\It's fog!\F-Fog?\It's close, stay sharp.\Yes?!\I can feel the presence of numerous souls nearby.\S-So, you mean...\That's it, the Black Dragon. response:	What the heck is that?
context: It's fog!\F-Fog?\It's close, stay sharp.\Yes?!\I can feel the presence of numerous souls nearby.\S-So, you mean...\That's it, the Black Dragon.\What the heck is that? response:	Look, there.
context: F-Fog?\It's close, stay sharp.\Yes?!\I can feel the presence of numerous souls nearby.\S-So, you mean...\That's it, the Black Dragon.\What the heck is that?\Look, there. response:	Ni-d-hogg?
context: It's close, stay sharp.\Yes?!\I can feel the presence of numerous souls nearby.\S-So, you mean...\That's it, the Black Dragon.\What the heck is that?\Look, there.\Ni-d-hogg? response:	Nidhogg is the name of the Black Dragon in Norse mythology.
context: Yes?!\I can feel the presence of numerous souls nearby.\S-So, you mean...\That's it, the Black Dragon.\What the heck is that?\Look, there.\Ni-d-hogg?\Nidhogg is the name of the Black Dragon in Norse mythology. response:	And in this area,
context: I can feel the presence of numerous souls nearby.\S-So, you mean...\That's it, the Black Dragon.\What the heck is that?\Look, there.\Ni-d-hogg?\Nidhogg is the name of the Black Dragon in Norse mythology.\And in this area, response:	And thus the pieces come together.
context: S-So, you mean...\That's it, the Black Dragon.\What the heck is that?\Look, there.\Ni-d-hogg?\Nidhogg is the name of the Black Dragon in Norse mythology.\And in this area,\And thus the pieces come together. response:	Alright.
context: That's it, the Black Dragon.\What the heck is that?\Look, there.\Ni-d-hogg?\Nidhogg is the name of the Black Dragon in Norse mythology.\And in this area,\And thus the pieces come together.\Alright. response:	Liz, Patty, we're boarding it.
context: What the heck is that?\Look, there.\Ni-d-hogg?\Nidhogg is the name of the Black Dragon in Norse mythology.\And in this area,\And thus the pieces come together.\Alright.\Liz, Patty, we're boarding it. response:	No! No! No! No!
context: Look, there.\Ni-d-hogg?\Nidhogg is the name of the Black Dragon in Norse mythology.\And in this area,\And thus the pieces come together.\Alright.\Liz, Patty, we're boarding it.\No! No! No! No! response:	It's a ghost ship!
context: Ni-d-hogg?\Nidhogg is the name of the Black Dragon in Norse mythology.\And in this area,\And thus the pieces come together.\Alright.\Liz, Patty, we're boarding it.\No! No! No! No!\It's a ghost ship! response:	Ghosts will definitely come out!
context: Nidhogg is the name of the Black Dragon in Norse mythology.\And in this area,\And thus the pieces come together.\Alright.\Liz, Patty, we're boarding it.\No! No! No! No!\It's a ghost ship!\Ghosts will definitely come out! response:	Wait, Patty!
context: And in this area,\And thus the pieces come together.\Alright.\Liz, Patty, we're boarding it.\No! No! No! No!\It's a ghost ship!\Ghosts will definitely come out!\Wait, Patty! response:	Wait! Wait!! Wait!! WAIT!!
context: And thus the pieces come together.\Alright.\Liz, Patty, we're boarding it.\No! No! No! No!\It's a ghost ship!\Ghosts will definitely come out!\Wait, Patty!\Wait! Wait!! Wait!! WAIT!! response:	Wait! Wait!! Wait!! WAIT!!
context: Alright.\Liz, Patty, we're boarding it.\No! No! No! No!\It's a ghost ship!\Ghosts will definitely come out!\Wait, Patty!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!! response:	Wait! Wait!! Wait!! WAIT!!
context: Liz, Patty, we're boarding it.\No! No! No! No!\It's a ghost ship!\Ghosts will definitely come out!\Wait, Patty!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!! response:	Wait! Wait!! Wait!! WAIT!!
context: No! No! No! No!\It's a ghost ship!\Ghosts will definitely come out!\Wait, Patty!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!! response:	Are you kidding me?
context: It's a ghost ship!\Ghosts will definitely come out!\Wait, Patty!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Are you kidding me? response:	I told you to wait.
context: Ghosts will definitely come out!\Wait, Patty!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Are you kidding me?\I told you to wait. response:	Woopzie.
context: Wait, Patty!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Are you kidding me?\I told you to wait.\Woopzie. response:	If you're going to crash into a ship, do it right in the center!
context: Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Are you kidding me?\I told you to wait.\Woopzie.\If you're going to crash into a ship, do it right in the center! response:	That is what you're angry about?
context: Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Are you kidding me?\I told you to wait.\Woopzie.\If you're going to crash into a ship, do it right in the center!\That is what you're angry about? response:	Do it over!
context: Wait! Wait!! Wait!! WAIT!!\Wait! Wait!! Wait!! WAIT!!\Are you kidding me?\I told you to wait.\Woopzie.\If you're going to crash into a ship, do it right in the center!\That is what you're angry about?\Do it over! response:	'Kay!
context: Wait! Wait!! Wait!! WAIT!!\Are you kidding me?\I told you to wait.\Woopzie.\If you're going to crash into a ship, do it right in the center!\That is what you're angry about?\Do it over!\'Kay! response:	Good...
context: Are you kidding me?\I told you to wait.\Woopzie.\If you're going to crash into a ship, do it right in the center!\That is what you're angry about?\Do it over!\'Kay!\Good... response:	Let's board.
context: I told you to wait.\Woopzie.\If you're going to crash into a ship, do it right in the center!\That is what you're angry about?\Do it over!\'Kay!\Good...\Let's board. response:	You must be stupid.
context: Woopzie.\If you're going to crash into a ship, do it right in the center!\That is what you're angry about?\Do it over!\'Kay!\Good...\Let's board.\You must be stupid. response:	Too stupid...
context: If you're going to crash into a ship, do it right in the center!\That is what you're angry about?\Do it over!\'Kay!\Good...\Let's board.\You must be stupid.\Too stupid... response:	This stupidity is stupid right?
context: That is what you're angry about?\Do it over!\'Kay!\Good...\Let's board.\You must be stupid.\Too stupid...\This stupidity is stupid right? response:	It's stupid isn't it?
context: Do it over!\'Kay!\Good...\Let's board.\You must be stupid.\Too stupid...\This stupidity is stupid right?\It's stupid isn't it? response:	Crap!
context: 'Kay!\Good...\Let's board.\You must be stupid.\Too stupid...\This stupidity is stupid right?\It's stupid isn't it?\Crap! response:	I got carried away by their stupidity and carelessly boarded the ship!
context: Good...\Let's board.\You must be stupid.\Too stupid...\This stupidity is stupid right?\It's stupid isn't it?\Crap!\I got carried away by their stupidity and carelessly boarded the ship! response:	It seems the souls are inside the ship.
context: Let's board.\You must be stupid.\Too stupid...\This stupidity is stupid right?\It's stupid isn't it?\Crap!\I got carried away by their stupidity and carelessly boarded the ship!\It seems the souls are inside the ship. response:	We're going in.
context: You must be stupid.\Too stupid...\This stupidity is stupid right?\It's stupid isn't it?\Crap!\I got carried away by their stupidity and carelessly boarded the ship!\It seems the souls are inside the ship.\We're going in. response:	'Kay.
context: Too stupid...\This stupidity is stupid right?\It's stupid isn't it?\Crap!\I got carried away by their stupidity and carelessly boarded the ship!\It seems the souls are inside the ship.\We're going in.\'Kay. response:	Oi, oi, let's stop...
context: This stupidity is stupid right?\It's stupid isn't it?\Crap!\I got carried away by their stupidity and carelessly boarded the ship!\It seems the souls are inside the ship.\We're going in.\'Kay.\Oi, oi, let's stop... response:	They'll come out, I'm sure.
context: It's stupid isn't it?\Crap!\I got carried away by their stupidity and carelessly boarded the ship!\It seems the souls are inside the ship.\We're going in.\'Kay.\Oi, oi, let's stop...\They'll come out, I'm sure. response:	What if they eat us?
context: Crap!\I got carried away by their stupidity and carelessly boarded the ship!\It seems the souls are inside the ship.\We're going in.\'Kay.\Oi, oi, let's stop...\They'll come out, I'm sure.\What if they eat us? response:	Hey, are you listening?
context: I got carried away by their stupidity and carelessly boarded the ship!\It seems the souls are inside the ship.\We're going in.\'Kay.\Oi, oi, let's stop...\They'll come out, I'm sure.\What if they eat us?\Hey, are you listening? response:	Hello?
context: It seems the souls are inside the ship.\We're going in.\'Kay.\Oi, oi, let's stop...\They'll come out, I'm sure.\What if they eat us?\Hey, are you listening?\Hello? response:	Let's go, Liz.
context: We're going in.\'Kay.\Oi, oi, let's stop...\They'll come out, I'm sure.\What if they eat us?\Hey, are you listening?\Hello?\Let's go, Liz. response:	Some lively souls came on their own.
context: 'Kay.\Oi, oi, let's stop...\They'll come out, I'm sure.\What if they eat us?\Hey, are you listening?\Hello?\Let's go, Liz.\Some lively souls came on their own. response:	It's through this door.
context: Oi, oi, let's stop...\They'll come out, I'm sure.\What if they eat us?\Hey, are you listening?\Hello?\Let's go, Liz.\Some lively souls came on their own.\It's through this door. response:	Gathering all these human souls...
context: They'll come out, I'm sure.\What if they eat us?\Hey, are you listening?\Hello?\Let's go, Liz.\Some lively souls came on their own.\It's through this door.\Gathering all these human souls... response:	What do they intend to do?
context: What if they eat us?\Hey, are you listening?\Hello?\Let's go, Liz.\Some lively souls came on their own.\It's through this door.\Gathering all these human souls...\What do they intend to do? response:	Can I take all these souls?
context: Hey, are you listening?\Hello?\Let's go, Liz.\Some lively souls came on their own.\It's through this door.\Gathering all these human souls...\What do they intend to do?\Can I take all these souls? response:	Fool!
context: Hello?\Let's go, Liz.\Some lively souls came on their own.\It's through this door.\Gathering all these human souls...\What do they intend to do?\Can I take all these souls?\Fool! response:	Do you want to become a Kishin?
context: Let's go, Liz.\Some lively souls came on their own.\It's through this door.\Gathering all these human souls...\What do they intend to do?\Can I take all these souls?\Fool!\Do you want to become a Kishin? response:	As a soul caretaker I can't allow this.
