context: Let me go! Please, let me go! response:	I don't even know Vegeta!
context: It isn't nonsense!\If you bring the seven Dragon Balls together, you could have power beyond even Freeza's!\What?\I- it's true. That's why everyone is so desperate for them, you know.\Hey, Buleberry, we don't have time to listen to her hogwash.\So, wouldn't it be better if you guys left me alone,\and went off to gather the Dragon Balls?\H- hey! response:	I- if you make a wish about wanting to make the universe your own,
context: If you bring the seven Dragon Balls together, you could have power beyond even Freeza's!\What?\I- it's true. That's why everyone is so desperate for them, you know.\Hey, Buleberry, we don't have time to listen to her hogwash.\So, wouldn't it be better if you guys left me alone,\and went off to gather the Dragon Balls?\H- hey!\I- if you make a wish about wanting to make the universe your own, response:	it could come true!
context: What?\I- it's true. That's why everyone is so desperate for them, you know.\Hey, Buleberry, we don't have time to listen to her hogwash.\So, wouldn't it be better if you guys left me alone,\and went off to gather the Dragon Balls?\H- hey!\I- if you make a wish about wanting to make the universe your own,\it could come true! response:	Let's go, Buleberry!
context: I- it's true. That's why everyone is so desperate for them, you know.\Hey, Buleberry, we don't have time to listen to her hogwash.\So, wouldn't it be better if you guys left me alone,\and went off to gather the Dragon Balls?\H- hey!\I- if you make a wish about wanting to make the universe your own,\it could come true!\Let's go, Buleberry! response:	Sounds interesting.
context: Hey, Buleberry, we don't have time to listen to her hogwash.\So, wouldn't it be better if you guys left me alone,\and went off to gather the Dragon Balls?\H- hey!\I- if you make a wish about wanting to make the universe your own,\it could come true!\Let's go, Buleberry!\Sounds interesting. response:	Hey!
context: So, wouldn't it be better if you guys left me alone,\and went off to gather the Dragon Balls?\H- hey!\I- if you make a wish about wanting to make the universe your own,\it could come true!\Let's go, Buleberry!\Sounds interesting.\Hey! response:	Now, hold on.
context: and went off to gather the Dragon Balls?\H- hey!\I- if you make a wish about wanting to make the universe your own,\it could come true!\Let's go, Buleberry!\Sounds interesting.\Hey!\Now, hold on. response:	Freeza- sama would be thrilled if we brought all seven Dragon Balls to him. Besides,
context: H- hey!\I- if you make a wish about wanting to make the universe your own,\it could come true!\Let's go, Buleberry!\Sounds interesting.\Hey!\Now, hold on.\Freeza- sama would be thrilled if we brought all seven Dragon Balls to him. Besides, response:	if what she says is true, then we could become rulers of the universe!
context: I- if you make a wish about wanting to make the universe your own,\it could come true!\Let's go, Buleberry!\Sounds interesting.\Hey!\Now, hold on.\Freeza- sama would be thrilled if we brought all seven Dragon Balls to him. Besides,\if what she says is true, then we could become rulers of the universe! response:	T- that's right! That would be the best thing to do.
context: it could come true!\Let's go, Buleberry!\Sounds interesting.\Hey!\Now, hold on.\Freeza- sama would be thrilled if we brought all seven Dragon Balls to him. Besides,\if what she says is true, then we could become rulers of the universe!\T- that's right! That would be the best thing to do. response:	Come on, let's go where the other Dragon Balls are.
context: Let's go, Buleberry!\Sounds interesting.\Hey!\Now, hold on.\Freeza- sama would be thrilled if we brought all seven Dragon Balls to him. Besides,\if what she says is true, then we could become rulers of the universe!\T- that's right! That would be the best thing to do.\Come on, let's go where the other Dragon Balls are. response:	I- I don't know where they are! Y- you guys go look for them on your own!
context: Sounds interesting.\Hey!\Now, hold on.\Freeza- sama would be thrilled if we brought all seven Dragon Balls to him. Besides,\if what she says is true, then we could become rulers of the universe!\T- that's right! That would be the best thing to do.\Come on, let's go where the other Dragon Balls are.\I- I don't know where they are! Y- you guys go look for them on your own! response:	I see. You're saying you want to meet a painful fate here, do you?
context: Hey!\Now, hold on.\Freeza- sama would be thrilled if we brought all seven Dragon Balls to him. Besides,\if what she says is true, then we could become rulers of the universe!\T- that's right! That would be the best thing to do.\Come on, let's go where the other Dragon Balls are.\I- I don't know where they are! Y- you guys go look for them on your own!\I see. You're saying you want to meet a painful fate here, do you? response:	No! Help!
context: Now, hold on.\Freeza- sama would be thrilled if we brought all seven Dragon Balls to him. Besides,\if what she says is true, then we could become rulers of the universe!\T- that's right! That would be the best thing to do.\Come on, let's go where the other Dragon Balls are.\I- I don't know where they are! Y- you guys go look for them on your own!\I see. You're saying you want to meet a painful fate here, do you?\No! Help! response:	Now, where are they?
context: Freeza- sama would be thrilled if we brought all seven Dragon Balls to him. Besides,\if what she says is true, then we could become rulers of the universe!\T- that's right! That would be the best thing to do.\Come on, let's go where the other Dragon Balls are.\I- I don't know where they are! Y- you guys go look for them on your own!\I see. You're saying you want to meet a painful fate here, do you?\No! Help!\Now, where are they? response:	T- the sea! They're submerged beneath the sea!
context: if what she says is true, then we could become rulers of the universe!\T- that's right! That would be the best thing to do.\Come on, let's go where the other Dragon Balls are.\I- I don't know where they are! Y- you guys go look for them on your own!\I see. You're saying you want to meet a painful fate here, do you?\No! Help!\Now, where are they?\T- the sea! They're submerged beneath the sea! response:	Is that right? That's where they are, huh?
context: T- that's right! That would be the best thing to do.\Come on, let's go where the other Dragon Balls are.\I- I don't know where they are! Y- you guys go look for them on your own!\I see. You're saying you want to meet a painful fate here, do you?\No! Help!\Now, where are they?\T- the sea! They're submerged beneath the sea!\Is that right? That's where they are, huh? response:	Let's go, Raasberry.
context: Come on, let's go where the other Dragon Balls are.\I- I don't know where they are! Y- you guys go look for them on your own!\I see. You're saying you want to meet a painful fate here, do you?\No! Help!\Now, where are they?\T- the sea! They're submerged beneath the sea!\Is that right? That's where they are, huh?\Let's go, Raasberry. response:	What choice do I have?
context: I- I don't know where they are! Y- you guys go look for them on your own!\I see. You're saying you want to meet a painful fate here, do you?\No! Help!\Now, where are they?\T- the sea! They're submerged beneath the sea!\Is that right? That's where they are, huh?\Let's go, Raasberry.\What choice do I have? response:	Kaio-ken!!
context: I see. You're saying you want to meet a painful fate here, do you?\No! Help!\Now, where are they?\T- the sea! They're submerged beneath the sea!\Is that right? That's where they are, huh?\Let's go, Raasberry.\What choice do I have?\Kaio-ken!! response:	All right!
context: No! Help!\Now, where are they?\T- the sea! They're submerged beneath the sea!\Is that right? That's where they are, huh?\Let's go, Raasberry.\What choice do I have?\Kaio-ken!!\All right! response:	Here goes!
context: Now, where are they?\T- the sea! They're submerged beneath the sea!\Is that right? That's where they are, huh?\Let's go, Raasberry.\What choice do I have?\Kaio-ken!!\All right!\Here goes! response:	Ka...
context: T- the sea! They're submerged beneath the sea!\Is that right? That's where they are, huh?\Let's go, Raasberry.\What choice do I have?\Kaio-ken!!\All right!\Here goes!\Ka... response:	me...
context: Is that right? That's where they are, huh?\Let's go, Raasberry.\What choice do I have?\Kaio-ken!!\All right!\Here goes!\Ka...\me... response:	Yikes!
context: Let's go, Raasberry.\What choice do I have?\Kaio-ken!!\All right!\Here goes!\Ka...\me...\Yikes! response:	Whoo, that was close, that was close!
context: What choice do I have?\Kaio-ken!!\All right!\Here goes!\Ka...\me...\Yikes!\Whoo, that was close, that was close! response:	But it looks like my body is pretty much able to take it now.
context: Kaio-ken!!\All right!\Here goes!\Ka...\me...\Yikes!\Whoo, that was close, that was close!\But it looks like my body is pretty much able to take it now. response:	Yow!
context: All right!\Here goes!\Ka...\me...\Yikes!\Whoo, that was close, that was close!\But it looks like my body is pretty much able to take it now.\Yow! response:	Hey...
context: Here goes!\Ka...\me...\Yikes!\Whoo, that was close, that was close!\But it looks like my body is pretty much able to take it now.\Yow!\Hey... response:	J- just a minute, here! Hey, what are you planning to do!?
context: Ka...\me...\Yikes!\Whoo, that was close, that was close!\But it looks like my body is pretty much able to take it now.\Yow!\Hey...\J- just a minute, here! Hey, what are you planning to do!? response:	We're going to have you lead us to where the Dragon Balls are.
context: me...\Yikes!\Whoo, that was close, that was close!\But it looks like my body is pretty much able to take it now.\Yow!\Hey...\J- just a minute, here! Hey, what are you planning to do!?\We're going to have you lead us to where the Dragon Balls are. response:	Y- you've got to be kidding me! I can't accompany you guys into that sea!
context: Yikes!\Whoo, that was close, that was close!\But it looks like my body is pretty much able to take it now.\Yow!\Hey...\J- just a minute, here! Hey, what are you planning to do!?\We're going to have you lead us to where the Dragon Balls are.\Y- you've got to be kidding me! I can't accompany you guys into that sea! response:	Just come along.
context: Whoo, that was close, that was close!\But it looks like my body is pretty much able to take it now.\Yow!\Hey...\J- just a minute, here! Hey, what are you planning to do!?\We're going to have you lead us to where the Dragon Balls are.\Y- you've got to be kidding me! I can't accompany you guys into that sea!\Just come along. response:	Listen, I won't run away! I can't breathe underwater! Honest!
context: But it looks like my body is pretty much able to take it now.\Yow!\Hey...\J- just a minute, here! Hey, what are you planning to do!?\We're going to have you lead us to where the Dragon Balls are.\Y- you've got to be kidding me! I can't accompany you guys into that sea!\Just come along.\Listen, I won't run away! I can't breathe underwater! Honest! response:	You knew?
context: Yow!\Hey...\J- just a minute, here! Hey, what are you planning to do!?\We're going to have you lead us to where the Dragon Balls are.\Y- you've got to be kidding me! I can't accompany you guys into that sea!\Just come along.\Listen, I won't run away! I can't breathe underwater! Honest!\You knew? response:	Once they realize there aren't any Dragon Balls anywhere,
context: Hey...\J- just a minute, here! Hey, what are you planning to do!?\We're going to have you lead us to where the Dragon Balls are.\Y- you've got to be kidding me! I can't accompany you guys into that sea!\Just come along.\Listen, I won't run away! I can't breathe underwater! Honest!\You knew?\Once they realize there aren't any Dragon Balls anywhere, response:	they'll kill me for sure.
context: J- just a minute, here! Hey, what are you planning to do!?\We're going to have you lead us to where the Dragon Balls are.\Y- you've got to be kidding me! I can't accompany you guys into that sea!\Just come along.\Listen, I won't run away! I can't breathe underwater! Honest!\You knew?\Once they realize there aren't any Dragon Balls anywhere,\they'll kill me for sure. response:	Get going!
context: We're going to have you lead us to where the Dragon Balls are.\Y- you've got to be kidding me! I can't accompany you guys into that sea!\Just come along.\Listen, I won't run away! I can't breathe underwater! Honest!\You knew?\Once they realize there aren't any Dragon Balls anywhere,\they'll kill me for sure.\Get going! response:	I know-!
context: Y- you've got to be kidding me! I can't accompany you guys into that sea!\Just come along.\Listen, I won't run away! I can't breathe underwater! Honest!\You knew?\Once they realize there aren't any Dragon Balls anywhere,\they'll kill me for sure.\Get going!\I know-! response:	I'm going! I'm going, okay!?
context: Just come along.\Listen, I won't run away! I can't breathe underwater! Honest!\You knew?\Once they realize there aren't any Dragon Balls anywhere,\they'll kill me for sure.\Get going!\I know-!\I'm going! I'm going, okay!? response:	I don't have anything like a weapon installed.
context: Listen, I won't run away! I can't breathe underwater! Honest!\You knew?\Once they realize there aren't any Dragon Balls anywhere,\they'll kill me for sure.\Get going!\I know-!\I'm going! I'm going, okay!?\I don't have anything like a weapon installed. response:	The most that I have are flares.
context: You knew?\Once they realize there aren't any Dragon Balls anywhere,\they'll kill me for sure.\Get going!\I know-!\I'm going! I'm going, okay!?\I don't have anything like a weapon installed.\The most that I have are flares. response:	Where are the Balls!?
context: Once they realize there aren't any Dragon Balls anywhere,\they'll kill me for sure.\Get going!\I know-!\I'm going! I'm going, okay!?\I don't have anything like a weapon installed.\The most that I have are flares.\Where are the Balls!? response:	At this point, it's time to get desperate.
context: they'll kill me for sure.\Get going!\I know-!\I'm going! I'm going, okay!?\I don't have anything like a weapon installed.\The most that I have are flares.\Where are the Balls!?\At this point, it's time to get desperate. response:	I remember! It's a little bit farther that way.
context: Get going!\I know-!\I'm going! I'm going, okay!?\I don't have anything like a weapon installed.\The most that I have are flares.\Where are the Balls!?\At this point, it's time to get desperate.\I remember! It's a little bit farther that way. response:	ls this where?
context: I know-!\I'm going! I'm going, okay!?\I don't have anything like a weapon installed.\The most that I have are flares.\Where are the Balls!?\At this point, it's time to get desperate.\I remember! It's a little bit farther that way.\ls this where? response:	That's it. If I can lure those guys in there...
context: I'm going! I'm going, okay!?\I don't have anything like a weapon installed.\The most that I have are flares.\Where are the Balls!?\At this point, it's time to get desperate.\I remember! It's a little bit farther that way.\ls this where?\That's it. If I can lure those guys in there... response:	In there! In there!
context: I don't have anything like a weapon installed.\The most that I have are flares.\Where are the Balls!?\At this point, it's time to get desperate.\I remember! It's a little bit farther that way.\ls this where?\That's it. If I can lure those guys in there...\In there! In there! response:	Go on in there!
context: The most that I have are flares.\Where are the Balls!?\At this point, it's time to get desperate.\I remember! It's a little bit farther that way.\ls this where?\That's it. If I can lure those guys in there...\In there! In there!\Go on in there! response:	In there, okay?
context: Where are the Balls!?\At this point, it's time to get desperate.\I remember! It's a little bit farther that way.\ls this where?\That's it. If I can lure those guys in there...\In there! In there!\Go on in there!\In there, okay? response:	J- just a minute! What are you doing!?
context: At this point, it's time to get desperate.\I remember! It's a little bit farther that way.\ls this where?\That's it. If I can lure those guys in there...\In there! In there!\Go on in there!\In there, okay?\J- just a minute! What are you doing!? response:	This is certain to be the place where I die.
context: I remember! It's a little bit farther that way.\ls this where?\That's it. If I can lure those guys in there...\In there! In there!\Go on in there!\In there, okay?\J- just a minute! What are you doing!?\This is certain to be the place where I die. response:	J- just... just a minute! See? Over there!
context: ls this where?\That's it. If I can lure those guys in there...\In there! In there!\Go on in there!\In there, okay?\J- just a minute! What are you doing!?\This is certain to be the place where I die.\J- just... just a minute! See? Over there! response:	See? They're over there! Over there!
context: That's it. If I can lure those guys in there...\In there! In there!\Go on in there!\In there, okay?\J- just a minute! What are you doing!?\This is certain to be the place where I die.\J- just... just a minute! See? Over there!\See? They're over there! Over there! response:	Are those?
context: In there! In there!\Go on in there!\In there, okay?\J- just a minute! What are you doing!?\This is certain to be the place where I die.\J- just... just a minute! See? Over there!\See? They're over there! Over there!\Are those? response:	That's them! That's them!
context: Go on in there!\In there, okay?\J- just a minute! What are you doing!?\This is certain to be the place where I die.\J- just... just a minute! See? Over there!\See? They're over there! Over there!\Are those?\That's them! That's them! response:	They're over there, aren't they?
context: In there, okay?\J- just a minute! What are you doing!?\This is certain to be the place where I die.\J- just... just a minute! See? Over there!\See? They're over there! Over there!\Are those?\That's them! That's them!\They're over there, aren't they? response:	You should hurry along, too.
context: J- just a minute! What are you doing!?\This is certain to be the place where I die.\J- just... just a minute! See? Over there!\See? They're over there! Over there!\Are those?\That's them! That's them!\They're over there, aren't they?\You should hurry along, too. response:	He's going to have them all to himself. Go on!
context: This is certain to be the place where I die.\J- just... just a minute! See? Over there!\See? They're over there! Over there!\Are those?\That's them! That's them!\They're over there, aren't they?\You should hurry along, too.\He's going to have them all to himself. Go on! response:	The more the better, you know! Hurry up and take them.
context: J- just... just a minute! See? Over there!\See? They're over there! Over there!\Are those?\That's them! That's them!\They're over there, aren't they?\You should hurry along, too.\He's going to have them all to himself. Go on!\The more the better, you know! Hurry up and take them. response:	Nice!
context: See? They're over there! Over there!\Are those?\That's them! That's them!\They're over there, aren't they?\You should hurry along, too.\He's going to have them all to himself. Go on!\The more the better, you know! Hurry up and take them.\Nice! response:	I'm blinded!
context: Are those?\That's them! That's them!\They're over there, aren't they?\You should hurry along, too.\He's going to have them all to himself. Go on!\The more the better, you know! Hurry up and take them.\Nice!\I'm blinded! response:	You take it from here, if you please, Monster- san.
context: That's them! That's them!\They're over there, aren't they?\You should hurry along, too.\He's going to have them all to himself. Go on!\The more the better, you know! Hurry up and take them.\Nice!\I'm blinded!\You take it from here, if you please, Monster- san. response:	What kind of guys are these!? I'm done for now!
context: They're over there, aren't they?\You should hurry along, too.\He's going to have them all to himself. Go on!\The more the better, you know! Hurry up and take them.\Nice!\I'm blinded!\You take it from here, if you please, Monster- san.\What kind of guys are these!? I'm done for now! response:	I've had it!
context: You should hurry along, too.\He's going to have them all to himself. Go on!\The more the better, you know! Hurry up and take them.\Nice!\I'm blinded!\You take it from here, if you please, Monster- san.\What kind of guys are these!? I'm done for now!\I've had it! response:	Good grief, you've got to be kidding me, making me work this hard!
context: He's going to have them all to himself. Go on!\The more the better, you know! Hurry up and take them.\Nice!\I'm blinded!\You take it from here, if you please, Monster- san.\What kind of guys are these!? I'm done for now!\I've had it!\Good grief, you've got to be kidding me, making me work this hard! response:	No way!
context: The more the better, you know! Hurry up and take them.\Nice!\I'm blinded!\You take it from here, if you please, Monster- san.\What kind of guys are these!? I'm done for now!\I've had it!\Good grief, you've got to be kidding me, making me work this hard!\No way! response:	Wah! Kuririn! Hurry up and come back!
context: Nice!\I'm blinded!\You take it from here, if you please, Monster- san.\What kind of guys are these!? I'm done for now!\I've had it!\Good grief, you've got to be kidding me, making me work this hard!\No way!\Wah! Kuririn! Hurry up and come back! response:	It's been nearly four days. Is it still far?
context: I'm blinded!\You take it from here, if you please, Monster- san.\What kind of guys are these!? I'm done for now!\I've had it!\Good grief, you've got to be kidding me, making me work this hard!\No way!\Wah! Kuririn! Hurry up and come back!\It's been nearly four days. Is it still far? response:	Yeah, a little farther. Dammit, Grand Elder- san is going to be dead.
context: You take it from here, if you please, Monster- san.\What kind of guys are these!? I'm done for now!\I've had it!\Good grief, you've got to be kidding me, making me work this hard!\No way!\Wah! Kuririn! Hurry up and come back!\It's been nearly four days. Is it still far?\Yeah, a little farther. Dammit, Grand Elder- san is going to be dead. response:	All right...
context: What kind of guys are these!? I'm done for now!\I've had it!\Good grief, you've got to be kidding me, making me work this hard!\No way!\Wah! Kuririn! Hurry up and come back!\It's been nearly four days. Is it still far?\Yeah, a little farther. Dammit, Grand Elder- san is going to be dead.\All right... response:	How about we try drastically raising our pace?
context: I've had it!\Good grief, you've got to be kidding me, making me work this hard!\No way!\Wah! Kuririn! Hurry up and come back!\It's been nearly four days. Is it still far?\Yeah, a little farther. Dammit, Grand Elder- san is going to be dead.\All right...\How about we try drastically raising our pace? response:	As far away as we've come, there's no way Vegeta will know.
context: Good grief, you've got to be kidding me, making me work this hard!\No way!\Wah! Kuririn! Hurry up and come back!\It's been nearly four days. Is it still far?\Yeah, a little farther. Dammit, Grand Elder- san is going to be dead.\All right...\How about we try drastically raising our pace?\As far away as we've come, there's no way Vegeta will know. response:	Y- you're right. Besides, Father will be here really soon.
context: No way!\Wah! Kuririn! Hurry up and come back!\It's been nearly four days. Is it still far?\Yeah, a little farther. Dammit, Grand Elder- san is going to be dead.\All right...\How about we try drastically raising our pace?\As far away as we've come, there's no way Vegeta will know.\Y- you're right. Besides, Father will be here really soon. response:	That settles it, that settles it. Let's fly at full speed!
context: Wah! Kuririn! Hurry up and come back!\It's been nearly four days. Is it still far?\Yeah, a little farther. Dammit, Grand Elder- san is going to be dead.\All right...\How about we try drastically raising our pace?\As far away as we've come, there's no way Vegeta will know.\Y- you're right. Besides, Father will be here really soon.\That settles it, that settles it. Let's fly at full speed! response:	Right.
context: It's been nearly four days. Is it still far?\Yeah, a little farther. Dammit, Grand Elder- san is going to be dead.\All right...\How about we try drastically raising our pace?\As far away as we've come, there's no way Vegeta will know.\Y- you're right. Besides, Father will be here really soon.\That settles it, that settles it. Let's fly at full speed!\Right. response:	Go!
context: Yeah, a little farther. Dammit, Grand Elder- san is going to be dead.\All right...\How about we try drastically raising our pace?\As far away as we've come, there's no way Vegeta will know.\Y- you're right. Besides, Father will be here really soon.\That settles it, that settles it. Let's fly at full speed!\Right.\Go! response:	If we fly at this speed, we'll arrive in an hour.
context: All right...\How about we try drastically raising our pace?\As far away as we've come, there's no way Vegeta will know.\Y- you're right. Besides, Father will be here really soon.\That settles it, that settles it. Let's fly at full speed!\Right.\Go!\If we fly at this speed, we'll arrive in an hour. response:	Right!
context: How about we try drastically raising our pace?\As far away as we've come, there's no way Vegeta will know.\Y- you're right. Besides, Father will be here really soon.\That settles it, that settles it. Let's fly at full speed!\Right.\Go!\If we fly at this speed, we'll arrive in an hour.\Right! response:	I've found you at last!
