context: Being called response:	Welome home, Master.
context: Since this is work.\Don't tell me...\Who would've guessed that your part time job would be at a place like this?\What do you mean? It's not like I'm working here because I like it.\I see.\The pay here is nice, and I get to wear cute clothes.\Even though you're a terrible bunny, you sure have pretty girly reasons, don't you.\What is your problem? You should be thanking me! response:	Yes, you should appreciate me more. Not only did I let you copy my summer vacation homework, I also helped you get a part time job!
context: Don't tell me...\Who would've guessed that your part time job would be at a place like this?\What do you mean? It's not like I'm working here because I like it.\I see.\The pay here is nice, and I get to wear cute clothes.\Even though you're a terrible bunny, you sure have pretty girly reasons, don't you.\What is your problem? You should be thanking me!\Yes, you should appreciate me more. Not only did I let you copy my summer vacation homework, I also helped you get a part time job! response:	Yes, I'm very grateful for that.
context: Who would've guessed that your part time job would be at a place like this?\What do you mean? It's not like I'm working here because I like it.\I see.\The pay here is nice, and I get to wear cute clothes.\Even though you're a terrible bunny, you sure have pretty girly reasons, don't you.\What is your problem? You should be thanking me!\Yes, you should appreciate me more. Not only did I let you copy my summer vacation homework, I also helped you get a part time job!\Yes, I'm very grateful for that. response:	However, when you called...
context: What do you mean? It's not like I'm working here because I like it.\I see.\The pay here is nice, and I get to wear cute clothes.\Even though you're a terrible bunny, you sure have pretty girly reasons, don't you.\What is your problem? You should be thanking me!\Yes, you should appreciate me more. Not only did I let you copy my summer vacation homework, I also helped you get a part time job!\Yes, I'm very grateful for that.\However, when you called... response:	Yes, Ushami...
context: I see.\The pay here is nice, and I get to wear cute clothes.\Even though you're a terrible bunny, you sure have pretty girly reasons, don't you.\What is your problem? You should be thanking me!\Yes, you should appreciate me more. Not only did I let you copy my summer vacation homework, I also helped you get a part time job!\Yes, I'm very grateful for that.\However, when you called...\Yes, Ushami... response:	So, I know you were panicking, but were you also crying?
context: The pay here is nice, and I get to wear cute clothes.\Even though you're a terrible bunny, you sure have pretty girly reasons, don't you.\What is your problem? You should be thanking me!\Yes, you should appreciate me more. Not only did I let you copy my summer vacation homework, I also helped you get a part time job!\Yes, I'm very grateful for that.\However, when you called...\Yes, Ushami...\So, I know you were panicking, but were you also crying? response:	Uwaa...
context: Even though you're a terrible bunny, you sure have pretty girly reasons, don't you.\What is your problem? You should be thanking me!\Yes, you should appreciate me more. Not only did I let you copy my summer vacation homework, I also helped you get a part time job!\Yes, I'm very grateful for that.\However, when you called...\Yes, Ushami...\So, I know you were panicking, but were you also crying?\Uwaa... response:	Because...
context: What is your problem? You should be thanking me!\Yes, you should appreciate me more. Not only did I let you copy my summer vacation homework, I also helped you get a part time job!\Yes, I'm very grateful for that.\However, when you called...\Yes, Ushami...\So, I know you were panicking, but were you also crying?\Uwaa...\Because... response:	the phone rang all of a sudden, so I was really surprised...
context: Yes, you should appreciate me more. Not only did I let you copy my summer vacation homework, I also helped you get a part time job!\Yes, I'm very grateful for that.\However, when you called...\Yes, Ushami...\So, I know you were panicking, but were you also crying?\Uwaa...\Because...\the phone rang all of a sudden, so I was really surprised... response:	Surprised?
context: Yes, I'm very grateful for that.\However, when you called...\Yes, Ushami...\So, I know you were panicking, but were you also crying?\Uwaa...\Because...\the phone rang all of a sudden, so I was really surprised...\Surprised? response:	I've never received phone calls or anything like that from a friend before.
context: However, when you called...\Yes, Ushami...\So, I know you were panicking, but were you also crying?\Uwaa...\Because...\the phone rang all of a sudden, so I was really surprised...\Surprised?\I've never received phone calls or anything like that from a friend before. response:	I see.
context: Yes, Ushami...\So, I know you were panicking, but were you also crying?\Uwaa...\Because...\the phone rang all of a sudden, so I was really surprised...\Surprised?\I've never received phone calls or anything like that from a friend before.\I see. response:	I heard my cell ring and noticed that you were calling me.
context: So, I know you were panicking, but were you also crying?\Uwaa...\Because...\the phone rang all of a sudden, so I was really surprised...\Surprised?\I've never received phone calls or anything like that from a friend before.\I see.\I heard my cell ring and noticed that you were calling me. response:	Heh, I have my own ringtone?
context: Uwaa...\Because...\the phone rang all of a sudden, so I was really surprised...\Surprised?\I've never received phone calls or anything like that from a friend before.\I see.\I heard my cell ring and noticed that you were calling me.\Heh, I have my own ringtone? response:	What is it?
context: Because...\the phone rang all of a sudden, so I was really surprised...\Surprised?\I've never received phone calls or anything like that from a friend before.\I see.\I heard my cell ring and noticed that you were calling me.\Heh, I have my own ringtone?\What is it? response:	That is...
context: the phone rang all of a sudden, so I was really surprised...\Surprised?\I've never received phone calls or anything like that from a friend before.\I see.\I heard my cell ring and noticed that you were calling me.\Heh, I have my own ringtone?\What is it?\That is... response:	I also put your image on it.
context: Surprised?\I've never received phone calls or anything like that from a friend before.\I see.\I heard my cell ring and noticed that you were calling me.\Heh, I have my own ringtone?\What is it?\That is...\I also put your image on it. response:	It's not something scary or anything that doesn't make sense, right?
context: I've never received phone calls or anything like that from a friend before.\I see.\I heard my cell ring and noticed that you were calling me.\Heh, I have my own ringtone?\What is it?\That is...\I also put your image on it.\It's not something scary or anything that doesn't make sense, right? response:	Why would you care about trivial stuff like that?
context: I see.\I heard my cell ring and noticed that you were calling me.\Heh, I have my own ringtone?\What is it?\That is...\I also put your image on it.\It's not something scary or anything that doesn't make sense, right?\Why would you care about trivial stuff like that? response:	What is that?
context: I heard my cell ring and noticed that you were calling me.\Heh, I have my own ringtone?\What is it?\That is...\I also put your image on it.\It's not something scary or anything that doesn't make sense, right?\Why would you care about trivial stuff like that?\What is that? response:	She's in the prime of her youth.
context: Heh, I have my own ringtone?\What is it?\That is...\I also put your image on it.\It's not something scary or anything that doesn't make sense, right?\Why would you care about trivial stuff like that?\What is that?\She's in the prime of her youth. response:	Hm?
context: What is it?\That is...\I also put your image on it.\It's not something scary or anything that doesn't make sense, right?\Why would you care about trivial stuff like that?\What is that?\She's in the prime of her youth.\Hm? response:	It's good to be young.
context: That is...\I also put your image on it.\It's not something scary or anything that doesn't make sense, right?\Why would you care about trivial stuff like that?\What is that?\She's in the prime of her youth.\Hm?\It's good to be young. response:	Shop chief!
context: I also put your image on it.\It's not something scary or anything that doesn't make sense, right?\Why would you care about trivial stuff like that?\What is that?\She's in the prime of her youth.\Hm?\It's good to be young.\Shop chief! response:	Well, I was a bit surprised!
context: It's not something scary or anything that doesn't make sense, right?\Why would you care about trivial stuff like that?\What is that?\She's in the prime of her youth.\Hm?\It's good to be young.\Shop chief!\Well, I was a bit surprised! response:	The whole staff had summer fever.
context: Why would you care about trivial stuff like that?\What is that?\She's in the prime of her youth.\Hm?\It's good to be young.\Shop chief!\Well, I was a bit surprised!\The whole staff had summer fever. response:	They were leaving one by one, so I was stuck searching for replacements.
context: What is that?\She's in the prime of her youth.\Hm?\It's good to be young.\Shop chief!\Well, I was a bit surprised!\The whole staff had summer fever.\They were leaving one by one, so I was stuck searching for replacements. response:	Then Usagi-chan said that she'd bring in a friend.
context: She's in the prime of her youth.\Hm?\It's good to be young.\Shop chief!\Well, I was a bit surprised!\The whole staff had summer fever.\They were leaving one by one, so I was stuck searching for replacements.\Then Usagi-chan said that she'd bring in a friend. response:	I see.
context: Hm?\It's good to be young.\Shop chief!\Well, I was a bit surprised!\The whole staff had summer fever.\They were leaving one by one, so I was stuck searching for replacements.\Then Usagi-chan said that she'd bring in a friend.\I see. response:	But you're her boyfriend, right?
context: It's good to be young.\Shop chief!\Well, I was a bit surprised!\The whole staff had summer fever.\They were leaving one by one, so I was stuck searching for replacements.\Then Usagi-chan said that she'd bring in a friend.\I see.\But you're her boyfriend, right? response:	Um, I'm not her boyfriend!
context: Shop chief!\Well, I was a bit surprised!\The whole staff had summer fever.\They were leaving one by one, so I was stuck searching for replacements.\Then Usagi-chan said that she'd bring in a friend.\I see.\But you're her boyfriend, right?\Um, I'm not her boyfriend! response:	What? Really?
context: Well, I was a bit surprised!\The whole staff had summer fever.\They were leaving one by one, so I was stuck searching for replacements.\Then Usagi-chan said that she'd bring in a friend.\I see.\But you're her boyfriend, right?\Um, I'm not her boyfriend!\What? Really? response:	I was going to tease her about that...
context: The whole staff had summer fever.\They were leaving one by one, so I was stuck searching for replacements.\Then Usagi-chan said that she'd bring in a friend.\I see.\But you're her boyfriend, right?\Um, I'm not her boyfriend!\What? Really?\I was going to tease her about that... response:	I'm her friend.
context: They were leaving one by one, so I was stuck searching for replacements.\Then Usagi-chan said that she'd bring in a friend.\I see.\But you're her boyfriend, right?\Um, I'm not her boyfriend!\What? Really?\I was going to tease her about that...\I'm her friend. response:	Anyway, continue being her friend.
context: Then Usagi-chan said that she'd bring in a friend.\I see.\But you're her boyfriend, right?\Um, I'm not her boyfriend!\What? Really?\I was going to tease her about that...\I'm her friend.\Anyway, continue being her friend. response:	She's cute, so she's really popular. However, she gives off this cold feeling, so I was a little worried whether she had any friends or not.
context: I see.\But you're her boyfriend, right?\Um, I'm not her boyfriend!\What? Really?\I was going to tease her about that...\I'm her friend.\Anyway, continue being her friend.\She's cute, so she's really popular. However, she gives off this cold feeling, so I was a little worried whether she had any friends or not. response:	Ah, you're free to take a break.
context: But you're her boyfriend, right?\Um, I'm not her boyfriend!\What? Really?\I was going to tease her about that...\I'm her friend.\Anyway, continue being her friend.\She's cute, so she's really popular. However, she gives off this cold feeling, so I was a little worried whether she had any friends or not.\Ah, you're free to take a break. response:	Boyfriend, huh?
context: Um, I'm not her boyfriend!\What? Really?\I was going to tease her about that...\I'm her friend.\Anyway, continue being her friend.\She's cute, so she's really popular. However, she gives off this cold feeling, so I was a little worried whether she had any friends or not.\Ah, you're free to take a break.\Boyfriend, huh? response:	I don't want to remain as just friends.
context: What? Really?\I was going to tease her about that...\I'm her friend.\Anyway, continue being her friend.\She's cute, so she's really popular. However, she gives off this cold feeling, so I was a little worried whether she had any friends or not.\Ah, you're free to take a break.\Boyfriend, huh?\I don't want to remain as just friends. response:	What did you say?
context: I was going to tease her about that...\I'm her friend.\Anyway, continue being her friend.\She's cute, so she's really popular. However, she gives off this cold feeling, so I was a little worried whether she had any friends or not.\Ah, you're free to take a break.\Boyfriend, huh?\I don't want to remain as just friends.\What did you say? response:	Nothing.
context: I'm her friend.\Anyway, continue being her friend.\She's cute, so she's really popular. However, she gives off this cold feeling, so I was a little worried whether she had any friends or not.\Ah, you're free to take a break.\Boyfriend, huh?\I don't want to remain as just friends.\What did you say?\Nothing. response:	Konoe?
context: Anyway, continue being her friend.\She's cute, so she's really popular. However, she gives off this cold feeling, so I was a little worried whether she had any friends or not.\Ah, you're free to take a break.\Boyfriend, huh?\I don't want to remain as just friends.\What did you say?\Nothing.\Konoe? response:	It's all right.
context: She's cute, so she's really popular. However, she gives off this cold feeling, so I was a little worried whether she had any friends or not.\Ah, you're free to take a break.\Boyfriend, huh?\I don't want to remain as just friends.\What did you say?\Nothing.\Konoe?\It's all right. response:	Pretend you didn't hear anything.
context: Ah, you're free to take a break.\Boyfriend, huh?\I don't want to remain as just friends.\What did you say?\Nothing.\Konoe?\It's all right.\Pretend you didn't hear anything. response:	Even though she said that...
context: Boyfriend, huh?\I don't want to remain as just friends.\What did you say?\Nothing.\Konoe?\It's all right.\Pretend you didn't hear anything.\Even though she said that... response:	Oh, there you are. You're in charge of the floor from now on.
context: I don't want to remain as just friends.\What did you say?\Nothing.\Konoe?\It's all right.\Pretend you didn't hear anything.\Even though she said that...\Oh, there you are. You're in charge of the floor from now on. response:	Go on and back up Usagi-chan. Let's go.
context: What did you say?\Nothing.\Konoe?\It's all right.\Pretend you didn't hear anything.\Even though she said that...\Oh, there you are. You're in charge of the floor from now on.\Go on and back up Usagi-chan. Let's go. response:	Geh!
context: Nothing.\Konoe?\It's all right.\Pretend you didn't hear anything.\Even though she said that...\Oh, there you are. You're in charge of the floor from now on.\Go on and back up Usagi-chan. Let's go.\Geh! response:	Jirou-kun, you shouldn't be saying geh right now.
context: Konoe?\It's all right.\Pretend you didn't hear anything.\Even though she said that...\Oh, there you are. You're in charge of the floor from now on.\Go on and back up Usagi-chan. Let's go.\Geh!\Jirou-kun, you shouldn't be saying geh right now. response:	I think that it would only be appropriate of you to do so.
context: It's all right.\Pretend you didn't hear anything.\Even though she said that...\Oh, there you are. You're in charge of the floor from now on.\Go on and back up Usagi-chan. Let's go.\Geh!\Jirou-kun, you shouldn't be saying geh right now.\I think that it would only be appropriate of you to do so. response:	Suzutsuki!
context: Pretend you didn't hear anything.\Even though she said that...\Oh, there you are. You're in charge of the floor from now on.\Go on and back up Usagi-chan. Let's go.\Geh!\Jirou-kun, you shouldn't be saying geh right now.\I think that it would only be appropriate of you to do so.\Suzutsuki! response:	You should sit.
context: Even though she said that...\Oh, there you are. You're in charge of the floor from now on.\Go on and back up Usagi-chan. Let's go.\Geh!\Jirou-kun, you shouldn't be saying geh right now.\I think that it would only be appropriate of you to do so.\Suzutsuki!\You should sit. response:	I reserved your presence so...
context: Oh, there you are. You're in charge of the floor from now on.\Go on and back up Usagi-chan. Let's go.\Geh!\Jirou-kun, you shouldn't be saying geh right now.\I think that it would only be appropriate of you to do so.\Suzutsuki!\You should sit.\I reserved your presence so... response:	You bought it?
context: Go on and back up Usagi-chan. Let's go.\Geh!\Jirou-kun, you shouldn't be saying geh right now.\I think that it would only be appropriate of you to do so.\Suzutsuki!\You should sit.\I reserved your presence so...\You bought it? response:	Yes!
context: Geh!\Jirou-kun, you shouldn't be saying geh right now.\I think that it would only be appropriate of you to do so.\Suzutsuki!\You should sit.\I reserved your presence so...\You bought it?\Yes! response:	Sit down.
context: Jirou-kun, you shouldn't be saying geh right now.\I think that it would only be appropriate of you to do so.\Suzutsuki!\You should sit.\I reserved your presence so...\You bought it?\Yes!\Sit down. response:	That is why you are...
context: I think that it would only be appropriate of you to do so.\Suzutsuki!\You should sit.\I reserved your presence so...\You bought it?\Yes!\Sit down.\That is why you are... response:	I spotted you as I was passing by the shop,
context: Suzutsuki!\You should sit.\I reserved your presence so...\You bought it?\Yes!\Sit down.\That is why you are...\I spotted you as I was passing by the shop, response:	and I thought to myself, I must go inside!
context: You should sit.\I reserved your presence so...\You bought it?\Yes!\Sit down.\That is why you are...\I spotted you as I was passing by the shop,\and I thought to myself, I must go inside! response:	What do you mean by, must go inside?
context: I reserved your presence so...\You bought it?\Yes!\Sit down.\That is why you are...\I spotted you as I was passing by the shop,\and I thought to myself, I must go inside!\What do you mean by, must go inside? response:	By the way, where is Konoe?
context: You bought it?\Yes!\Sit down.\That is why you are...\I spotted you as I was passing by the shop,\and I thought to myself, I must go inside!\What do you mean by, must go inside?\By the way, where is Konoe? response:	Ah, Subaru. Yeah, I just parted with her earlier.
context: Yes!\Sit down.\That is why you are...\I spotted you as I was passing by the shop,\and I thought to myself, I must go inside!\What do you mean by, must go inside?\By the way, where is Konoe?\Ah, Subaru. Yeah, I just parted with her earlier. response:	What?!
context: Sit down.\That is why you are...\I spotted you as I was passing by the shop,\and I thought to myself, I must go inside!\What do you mean by, must go inside?\By the way, where is Konoe?\Ah, Subaru. Yeah, I just parted with her earlier.\What?! response:	I wanted to see Subaru like a hamster after its meal...
context: That is why you are...\I spotted you as I was passing by the shop,\and I thought to myself, I must go inside!\What do you mean by, must go inside?\By the way, where is Konoe?\Ah, Subaru. Yeah, I just parted with her earlier.\What?!\I wanted to see Subaru like a hamster after its meal... response:	You really do have some guts.
context: I spotted you as I was passing by the shop,\and I thought to myself, I must go inside!\What do you mean by, must go inside?\By the way, where is Konoe?\Ah, Subaru. Yeah, I just parted with her earlier.\What?!\I wanted to see Subaru like a hamster after its meal...\You really do have some guts. response:	Please, you're flattering me.
context: and I thought to myself, I must go inside!\What do you mean by, must go inside?\By the way, where is Konoe?\Ah, Subaru. Yeah, I just parted with her earlier.\What?!\I wanted to see Subaru like a hamster after its meal...\You really do have some guts.\Please, you're flattering me. response:	I can't even retaliate to that.
context: What do you mean by, must go inside?\By the way, where is Konoe?\Ah, Subaru. Yeah, I just parted with her earlier.\What?!\I wanted to see Subaru like a hamster after its meal...\You really do have some guts.\Please, you're flattering me.\I can't even retaliate to that. response:	I texted her and said that I would be out on a journey for a while.
context: By the way, where is Konoe?\Ah, Subaru. Yeah, I just parted with her earlier.\What?!\I wanted to see Subaru like a hamster after its meal...\You really do have some guts.\Please, you're flattering me.\I can't even retaliate to that.\I texted her and said that I would be out on a journey for a while. response:	You really need to stop doing these horrible things to her.
context: Ah, Subaru. Yeah, I just parted with her earlier.\What?!\I wanted to see Subaru like a hamster after its meal...\You really do have some guts.\Please, you're flattering me.\I can't even retaliate to that.\I texted her and said that I would be out on a journey for a while.\You really need to stop doing these horrible things to her. response:	You really go easy on Subaru...
context: What?!\I wanted to see Subaru like a hamster after its meal...\You really do have some guts.\Please, you're flattering me.\I can't even retaliate to that.\I texted her and said that I would be out on a journey for a while.\You really need to stop doing these horrible things to her.\You really go easy on Subaru... response:	Maid-san, what kind of service is provided in this shop?
context: I wanted to see Subaru like a hamster after its meal...\You really do have some guts.\Please, you're flattering me.\I can't even retaliate to that.\I texted her and said that I would be out on a journey for a while.\You really need to stop doing these horrible things to her.\You really go easy on Subaru...\Maid-san, what kind of service is provided in this shop? response:	Please have a look at this menu.
context: You really do have some guts.\Please, you're flattering me.\I can't even retaliate to that.\I texted her and said that I would be out on a journey for a while.\You really need to stop doing these horrible things to her.\You really go easy on Subaru...\Maid-san, what kind of service is provided in this shop?\Please have a look at this menu. response:	Hey, why do I need to be formal with you?
context: Please, you're flattering me.\I can't even retaliate to that.\I texted her and said that I would be out on a journey for a while.\You really need to stop doing these horrible things to her.\You really go easy on Subaru...\Maid-san, what kind of service is provided in this shop?\Please have a look at this menu.\Hey, why do I need to be formal with you? response:	That is obviously because I am a customer here.
context: I can't even retaliate to that.\I texted her and said that I would be out on a journey for a while.\You really need to stop doing these horrible things to her.\You really go easy on Subaru...\Maid-san, what kind of service is provided in this shop?\Please have a look at this menu.\Hey, why do I need to be formal with you?\That is obviously because I am a customer here. response:	Who would become a maid for someone like you?
context: I texted her and said that I would be out on a journey for a while.\You really need to stop doing these horrible things to her.\You really go easy on Subaru...\Maid-san, what kind of service is provided in this shop?\Please have a look at this menu.\Hey, why do I need to be formal with you?\That is obviously because I am a customer here.\Who would become a maid for someone like you? response:	So cruel...
context: You really need to stop doing these horrible things to her.\You really go easy on Subaru...\Maid-san, what kind of service is provided in this shop?\Please have a look at this menu.\Hey, why do I need to be formal with you?\That is obviously because I am a customer here.\Who would become a maid for someone like you?\So cruel... response:	Please leave, Mistress.
context: You really go easy on Subaru...\Maid-san, what kind of service is provided in this shop?\Please have a look at this menu.\Hey, why do I need to be formal with you?\That is obviously because I am a customer here.\Who would become a maid for someone like you?\So cruel...\Please leave, Mistress. response:	Don't get so upset.
context: Maid-san, what kind of service is provided in this shop?\Please have a look at this menu.\Hey, why do I need to be formal with you?\That is obviously because I am a customer here.\Who would become a maid for someone like you?\So cruel...\Please leave, Mistress.\Don't get so upset. response:	You're tsundere just like the ones in text books, Usagi-chan.
context: Please have a look at this menu.\Hey, why do I need to be formal with you?\That is obviously because I am a customer here.\Who would become a maid for someone like you?\So cruel...\Please leave, Mistress.\Don't get so upset.\You're tsundere just like the ones in text books, Usagi-chan. response:	This is something the shop chief put on without my permission.
context: Hey, why do I need to be formal with you?\That is obviously because I am a customer here.\Who would become a maid for someone like you?\So cruel...\Please leave, Mistress.\Don't get so upset.\You're tsundere just like the ones in text books, Usagi-chan.\This is something the shop chief put on without my permission. response:	I see, Usagi-chan!
context: That is obviously because I am a customer here.\Who would become a maid for someone like you?\So cruel...\Please leave, Mistress.\Don't get so upset.\You're tsundere just like the ones in text books, Usagi-chan.\This is something the shop chief put on without my permission.\I see, Usagi-chan! response:	Don't call me that.
context: Who would become a maid for someone like you?\So cruel...\Please leave, Mistress.\Don't get so upset.\You're tsundere just like the ones in text books, Usagi-chan.\This is something the shop chief put on without my permission.\I see, Usagi-chan!\Don't call me that. response:	Heh, then... Unagi-chan?
context: So cruel...\Please leave, Mistress.\Don't get so upset.\You're tsundere just like the ones in text books, Usagi-chan.\This is something the shop chief put on without my permission.\I see, Usagi-chan!\Don't call me that.\Heh, then... Unagi-chan? response:	Not that, either!
context: Please leave, Mistress.\Don't get so upset.\You're tsundere just like the ones in text books, Usagi-chan.\This is something the shop chief put on without my permission.\I see, Usagi-chan!\Don't call me that.\Heh, then... Unagi-chan?\Not that, either! response:	I wonder if Konoe is alright.
context: Don't get so upset.\You're tsundere just like the ones in text books, Usagi-chan.\This is something the shop chief put on without my permission.\I see, Usagi-chan!\Don't call me that.\Heh, then... Unagi-chan?\Not that, either!\I wonder if Konoe is alright. response:	Ojou-sama, where are you?
context: You're tsundere just like the ones in text books, Usagi-chan.\This is something the shop chief put on without my permission.\I see, Usagi-chan!\Don't call me that.\Heh, then... Unagi-chan?\Not that, either!\I wonder if Konoe is alright.\Ojou-sama, where are you? response:	Hey, what are you doing?
context: This is something the shop chief put on without my permission.\I see, Usagi-chan!\Don't call me that.\Heh, then... Unagi-chan?\Not that, either!\I wonder if Konoe is alright.\Ojou-sama, where are you?\Hey, what are you doing? response:	You're late, let's go back.
context: I see, Usagi-chan!\Don't call me that.\Heh, then... Unagi-chan?\Not that, either!\I wonder if Konoe is alright.\Ojou-sama, where are you?\Hey, what are you doing?\You're late, let's go back. response:	Come on!
context: Don't call me that.\Heh, then... Unagi-chan?\Not that, either!\I wonder if Konoe is alright.\Ojou-sama, where are you?\Hey, what are you doing?\You're late, let's go back.\Come on! response:	H-Hey wait!
context: Heh, then... Unagi-chan?\Not that, either!\I wonder if Konoe is alright.\Ojou-sama, where are you?\Hey, what are you doing?\You're late, let's go back.\Come on!\H-Hey wait! response:	This is...
context: Not that, either!\I wonder if Konoe is alright.\Ojou-sama, where are you?\Hey, what are you doing?\You're late, let's go back.\Come on!\H-Hey wait!\This is... response:	Sorry to have made you wait, Milady.
context: I wonder if Konoe is alright.\Ojou-sama, where are you?\Hey, what are you doing?\You're late, let's go back.\Come on!\H-Hey wait!\This is...\Sorry to have made you wait, Milady. response:	Oh my, didn't this Drawing Ome-Rice, come with a message?
context: Ojou-sama, where are you?\Hey, what are you doing?\You're late, let's go back.\Come on!\H-Hey wait!\This is...\Sorry to have made you wait, Milady.\Oh my, didn't this Drawing Ome-Rice, come with a message? response:	Write Love on it and please draw some hearts as well.
context: Hey, what are you doing?\You're late, let's go back.\Come on!\H-Hey wait!\This is...\Sorry to have made you wait, Milady.\Oh my, didn't this Drawing Ome-Rice, come with a message?\Write Love on it and please draw some hearts as well. response:	Here.
context: You're late, let's go back.\Come on!\H-Hey wait!\This is...\Sorry to have made you wait, Milady.\Oh my, didn't this Drawing Ome-Rice, come with a message?\Write Love on it and please draw some hearts as well.\Here. response:	You're not going to feed me?
context: Come on!\H-Hey wait!\This is...\Sorry to have made you wait, Milady.\Oh my, didn't this Drawing Ome-Rice, come with a message?\Write Love on it and please draw some hearts as well.\Here.\You're not going to feed me? response:	You're ordering me around too much!
context: H-Hey wait!\This is...\Sorry to have made you wait, Milady.\Oh my, didn't this Drawing Ome-Rice, come with a message?\Write Love on it and please draw some hearts as well.\Here.\You're not going to feed me?\You're ordering me around too much! response:	Here, ahh...
context: This is...\Sorry to have made you wait, Milady.\Oh my, didn't this Drawing Ome-Rice, come with a message?\Write Love on it and please draw some hearts as well.\Here.\You're not going to feed me?\You're ordering me around too much!\Here, ahh... response:	Oh yeah, I think I also want to add the optional, chance to get a double picture.
context: Sorry to have made you wait, Milady.\Oh my, didn't this Drawing Ome-Rice, come with a message?\Write Love on it and please draw some hearts as well.\Here.\You're not going to feed me?\You're ordering me around too much!\Here, ahh...\Oh yeah, I think I also want to add the optional, chance to get a double picture. response:	Jirou-kun, will you please take the picture?
context: Oh my, didn't this Drawing Ome-Rice, come with a message?\Write Love on it and please draw some hearts as well.\Here.\You're not going to feed me?\You're ordering me around too much!\Here, ahh...\Oh yeah, I think I also want to add the optional, chance to get a double picture.\Jirou-kun, will you please take the picture? response:	I don't mind, but I don't know if it'll turn into some scary ordeal.
context: Write Love on it and please draw some hearts as well.\Here.\You're not going to feed me?\You're ordering me around too much!\Here, ahh...\Oh yeah, I think I also want to add the optional, chance to get a double picture.\Jirou-kun, will you please take the picture?\I don't mind, but I don't know if it'll turn into some scary ordeal. response:	Here.
