context: Signs response:	OP
context: Mhmph! I can play harmonica!\Really? Then try playing it.\Sorry, I can't.\This is ridiculous!\Huh? Mugi?\Mugi?\Ultimately, it's your fault for bringing sweets!\You ate the most. response:	It's because they're yummy!
context: Really? Then try playing it.\Sorry, I can't.\This is ridiculous!\Huh? Mugi?\Mugi?\Ultimately, it's your fault for bringing sweets!\You ate the most.\It's because they're yummy! response:	I am so sorry about that.
context: Sorry, I can't.\This is ridiculous!\Huh? Mugi?\Mugi?\Ultimately, it's your fault for bringing sweets!\You ate the most.\It's because they're yummy!\I am so sorry about that. response:	What?! Mio-chan, say something!
context: This is ridiculous!\Huh? Mugi?\Mugi?\Ultimately, it's your fault for bringing sweets!\You ate the most.\It's because they're yummy!\I am so sorry about that.\What?! Mio-chan, say something! response:	It's Ritsu's fault.
context: Huh? Mugi?\Mugi?\Ultimately, it's your fault for bringing sweets!\You ate the most.\It's because they're yummy!\I am so sorry about that.\What?! Mio-chan, say something!\It's Ritsu's fault. response:	That's right! It's Ricchan!
context: Mugi?\Ultimately, it's your fault for bringing sweets!\You ate the most.\It's because they're yummy!\I am so sorry about that.\What?! Mio-chan, say something!\It's Ritsu's fault.\That's right! It's Ricchan! response:	What did you just say?!
context: Ultimately, it's your fault for bringing sweets!\You ate the most.\It's because they're yummy!\I am so sorry about that.\What?! Mio-chan, say something!\It's Ritsu's fault.\That's right! It's Ricchan!\What did you just say?! response:	Isn't this the song from just then...
context: You ate the most.\It's because they're yummy!\I am so sorry about that.\What?! Mio-chan, say something!\It's Ritsu's fault.\That's right! It's Ricchan!\What did you just say?!\Isn't this the song from just then... response:	What exactly are you guys doing?
context: It's because they're yummy!\I am so sorry about that.\What?! Mio-chan, say something!\It's Ritsu's fault.\That's right! It's Ricchan!\What did you just say?!\Isn't this the song from just then...\What exactly are you guys doing? response:	Oops, our cover's blown?
context: I am so sorry about that.\What?! Mio-chan, say something!\It's Ritsu's fault.\That's right! It's Ricchan!\What did you just say?!\Isn't this the song from just then...\What exactly are you guys doing?\Oops, our cover's blown? response:	We were copying Death Devil!
context: What?! Mio-chan, say something!\It's Ritsu's fault.\That's right! It's Ricchan!\What did you just say?!\Isn't this the song from just then...\What exactly are you guys doing?\Oops, our cover's blown?\We were copying Death Devil! response:	It was fun!
context: It's Ritsu's fault.\That's right! It's Ricchan!\What did you just say?!\Isn't this the song from just then...\What exactly are you guys doing?\Oops, our cover's blown?\We were copying Death Devil!\It was fun! response:	Could you guys stop acting during practice?
context: That's right! It's Ricchan!\What did you just say?!\Isn't this the song from just then...\What exactly are you guys doing?\Oops, our cover's blown?\We were copying Death Devil!\It was fun!\Could you guys stop acting during practice? response:	But Mio-chan, you were all for it!
context: What did you just say?!\Isn't this the song from just then...\What exactly are you guys doing?\Oops, our cover's blown?\We were copying Death Devil!\It was fun!\Could you guys stop acting during practice?\But Mio-chan, you were all for it! response:	You were just acting?
context: Isn't this the song from just then...\What exactly are you guys doing?\Oops, our cover's blown?\We were copying Death Devil!\It was fun!\Could you guys stop acting during practice?\But Mio-chan, you were all for it!\You were just acting? response:	Yup.
context: What exactly are you guys doing?\Oops, our cover's blown?\We were copying Death Devil!\It was fun!\Could you guys stop acting during practice?\But Mio-chan, you were all for it!\You were just acting?\Yup. response:	I wanted to try playing out this whole difference-in-musicianship thing!
context: Oops, our cover's blown?\We were copying Death Devil!\It was fun!\Could you guys stop acting during practice?\But Mio-chan, you were all for it!\You were just acting?\Yup.\I wanted to try playing out this whole difference-in-musicianship thing! response:	Every band goes through it, after all.
context: We were copying Death Devil!\It was fun!\Could you guys stop acting during practice?\But Mio-chan, you were all for it!\You were just acting?\Yup.\I wanted to try playing out this whole difference-in-musicianship thing!\Every band goes through it, after all. response:	I had a feeling it's something like that.
context: It was fun!\Could you guys stop acting during practice?\But Mio-chan, you were all for it!\You were just acting?\Yup.\I wanted to try playing out this whole difference-in-musicianship thing!\Every band goes through it, after all.\I had a feeling it's something like that. response:	But now that you're here...
context: Could you guys stop acting during practice?\But Mio-chan, you were all for it!\You were just acting?\Yup.\I wanted to try playing out this whole difference-in-musicianship thing!\Every band goes through it, after all.\I had a feeling it's something like that.\But now that you're here... response:	Wait a moment, please!
context: But Mio-chan, you were all for it!\You were just acting?\Yup.\I wanted to try playing out this whole difference-in-musicianship thing!\Every band goes through it, after all.\I had a feeling it's something like that.\But now that you're here...\Wait a moment, please! response:	Shall we have some tea?
context: You were just acting?\Yup.\I wanted to try playing out this whole difference-in-musicianship thing!\Every band goes through it, after all.\I had a feeling it's something like that.\But now that you're here...\Wait a moment, please!\Shall we have some tea? response:	Should we hold a meeting for what happened earlier?
context: Yup.\I wanted to try playing out this whole difference-in-musicianship thing!\Every band goes through it, after all.\I had a feeling it's something like that.\But now that you're here...\Wait a moment, please!\Shall we have some tea?\Should we hold a meeting for what happened earlier? response:	I was hoping we could scare Azu-nyan a bit more.
context: I wanted to try playing out this whole difference-in-musicianship thing!\Every band goes through it, after all.\I had a feeling it's something like that.\But now that you're here...\Wait a moment, please!\Shall we have some tea?\Should we hold a meeting for what happened earlier?\I was hoping we could scare Azu-nyan a bit more. response:	So the meeting's not for the practice.
context: Every band goes through it, after all.\I had a feeling it's something like that.\But now that you're here...\Wait a moment, please!\Shall we have some tea?\Should we hold a meeting for what happened earlier?\I was hoping we could scare Azu-nyan a bit more.\So the meeting's not for the practice. response:	I fed Ton-chan!
context: I had a feeling it's something like that.\But now that you're here...\Wait a moment, please!\Shall we have some tea?\Should we hold a meeting for what happened earlier?\I was hoping we could scare Azu-nyan a bit more.\So the meeting's not for the practice.\I fed Ton-chan! response:	Thank you.
context: But now that you're here...\Wait a moment, please!\Shall we have some tea?\Should we hold a meeting for what happened earlier?\I was hoping we could scare Azu-nyan a bit more.\So the meeting's not for the practice.\I fed Ton-chan!\Thank you. response:	None of us did particularly well.
context: Wait a moment, please!\Shall we have some tea?\Should we hold a meeting for what happened earlier?\I was hoping we could scare Azu-nyan a bit more.\So the meeting's not for the practice.\I fed Ton-chan!\Thank you.\None of us did particularly well. response:	Yeah, that ridiculous wasn't the best either.
context: Shall we have some tea?\Should we hold a meeting for what happened earlier?\I was hoping we could scare Azu-nyan a bit more.\So the meeting's not for the practice.\I fed Ton-chan!\Thank you.\None of us did particularly well.\Yeah, that ridiculous wasn't the best either. response:	Don't worry about it!
context: Should we hold a meeting for what happened earlier?\I was hoping we could scare Azu-nyan a bit more.\So the meeting's not for the practice.\I fed Ton-chan!\Thank you.\None of us did particularly well.\Yeah, that ridiculous wasn't the best either.\Don't worry about it! response:	You're not supposed to say that to yourself.
context: I was hoping we could scare Azu-nyan a bit more.\So the meeting's not for the practice.\I fed Ton-chan!\Thank you.\None of us did particularly well.\Yeah, that ridiculous wasn't the best either.\Don't worry about it!\You're not supposed to say that to yourself. response:	I can't believe I joined a club that's so random.
context: So the meeting's not for the practice.\I fed Ton-chan!\Thank you.\None of us did particularly well.\Yeah, that ridiculous wasn't the best either.\Don't worry about it!\You're not supposed to say that to yourself.\I can't believe I joined a club that's so random. response:	Don't you dare go cheeky on us!
context: I fed Ton-chan!\Thank you.\None of us did particularly well.\Yeah, that ridiculous wasn't the best either.\Don't worry about it!\You're not supposed to say that to yourself.\I can't believe I joined a club that's so random.\Don't you dare go cheeky on us! response:	See the tea in your hands?
context: Thank you.\None of us did particularly well.\Yeah, that ridiculous wasn't the best either.\Don't worry about it!\You're not supposed to say that to yourself.\I can't believe I joined a club that's so random.\Don't you dare go cheeky on us!\See the tea in your hands? response:	You're only able to enjoy it because you joined!
context: None of us did particularly well.\Yeah, that ridiculous wasn't the best either.\Don't worry about it!\You're not supposed to say that to yourself.\I can't believe I joined a club that's so random.\Don't you dare go cheeky on us!\See the tea in your hands?\You're only able to enjoy it because you joined! response:	My family is extremely proud of that tea.
context: Yeah, that ridiculous wasn't the best either.\Don't worry about it!\You're not supposed to say that to yourself.\I can't believe I joined a club that's so random.\Don't you dare go cheeky on us!\See the tea in your hands?\You're only able to enjoy it because you joined!\My family is extremely proud of that tea. response:	I'm sorry. It's delicious.
context: Don't worry about it!\You're not supposed to say that to yourself.\I can't believe I joined a club that's so random.\Don't you dare go cheeky on us!\See the tea in your hands?\You're only able to enjoy it because you joined!\My family is extremely proud of that tea.\I'm sorry. It's delicious. response:	Wow, Mugi, is that baumkuchen?
context: You're not supposed to say that to yourself.\I can't believe I joined a club that's so random.\Don't you dare go cheeky on us!\See the tea in your hands?\You're only able to enjoy it because you joined!\My family is extremely proud of that tea.\I'm sorry. It's delicious.\Wow, Mugi, is that baumkuchen? response:	Let's eat it layer by layer.
context: I can't believe I joined a club that's so random.\Don't you dare go cheeky on us!\See the tea in your hands?\You're only able to enjoy it because you joined!\My family is extremely proud of that tea.\I'm sorry. It's delicious.\Wow, Mugi, is that baumkuchen?\Let's eat it layer by layer. response:	Don't! That just sounds wrong!
context: Don't you dare go cheeky on us!\See the tea in your hands?\You're only able to enjoy it because you joined!\My family is extremely proud of that tea.\I'm sorry. It's delicious.\Wow, Mugi, is that baumkuchen?\Let's eat it layer by layer.\Don't! That just sounds wrong! response:	Hurry up and open it, Mugi!
context: See the tea in your hands?\You're only able to enjoy it because you joined!\My family is extremely proud of that tea.\I'm sorry. It's delicious.\Wow, Mugi, is that baumkuchen?\Let's eat it layer by layer.\Don't! That just sounds wrong!\Hurry up and open it, Mugi! response:	But I'm trying...
context: You're only able to enjoy it because you joined!\My family is extremely proud of that tea.\I'm sorry. It's delicious.\Wow, Mugi, is that baumkuchen?\Let's eat it layer by layer.\Don't! That just sounds wrong!\Hurry up and open it, Mugi!\But I'm trying... response:	For three years, we've been eating sweets, having tea,
context: My family is extremely proud of that tea.\I'm sorry. It's delicious.\Wow, Mugi, is that baumkuchen?\Let's eat it layer by layer.\Don't! That just sounds wrong!\Hurry up and open it, Mugi!\But I'm trying...\For three years, we've been eating sweets, having tea, response:	and practicing here together.
context: I'm sorry. It's delicious.\Wow, Mugi, is that baumkuchen?\Let's eat it layer by layer.\Don't! That just sounds wrong!\Hurry up and open it, Mugi!\But I'm trying...\For three years, we've been eating sweets, having tea,\and practicing here together. response:	Now, only graduation's left.
context: Wow, Mugi, is that baumkuchen?\Let's eat it layer by layer.\Don't! That just sounds wrong!\Hurry up and open it, Mugi!\But I'm trying...\For three years, we've been eating sweets, having tea,\and practicing here together.\Now, only graduation's left. response:	That's true, but are you fine with having senioritis?
context: Let's eat it layer by layer.\Don't! That just sounds wrong!\Hurry up and open it, Mugi!\But I'm trying...\For three years, we've been eating sweets, having tea,\and practicing here together.\Now, only graduation's left.\That's true, but are you fine with having senioritis? response:	Well, we already got into university.
context: Don't! That just sounds wrong!\Hurry up and open it, Mugi!\But I'm trying...\For three years, we've been eating sweets, having tea,\and practicing here together.\Now, only graduation's left.\That's true, but are you fine with having senioritis?\Well, we already got into university. response:	Right, Ricchan?
context: Hurry up and open it, Mugi!\But I'm trying...\For three years, we've been eating sweets, having tea,\and practicing here together.\Now, only graduation's left.\That's true, but are you fine with having senioritis?\Well, we already got into university.\Right, Ricchan? response:	Now that's what I call a miracle.
context: But I'm trying...\For three years, we've been eating sweets, having tea,\and practicing here together.\Now, only graduation's left.\That's true, but are you fine with having senioritis?\Well, we already got into university.\Right, Ricchan?\Now that's what I call a miracle. response:	I'm not surprised by Mio-senpai and Mugi-senpai, but...
context: For three years, we've been eating sweets, having tea,\and practicing here together.\Now, only graduation's left.\That's true, but are you fine with having senioritis?\Well, we already got into university.\Right, Ricchan?\Now that's what I call a miracle.\I'm not surprised by Mio-senpai and Mugi-senpai, but... response:	Wait, what did she just say?
context: and practicing here together.\Now, only graduation's left.\That's true, but are you fine with having senioritis?\Well, we already got into university.\Right, Ricchan?\Now that's what I call a miracle.\I'm not surprised by Mio-senpai and Mugi-senpai, but...\Wait, what did she just say? response:	Mio-senpai, I have scissors here.
context: Now, only graduation's left.\That's true, but are you fine with having senioritis?\Well, we already got into university.\Right, Ricchan?\Now that's what I call a miracle.\I'm not surprised by Mio-senpai and Mugi-senpai, but...\Wait, what did she just say?\Mio-senpai, I have scissors here. response:	Yui-senpai...
context: That's true, but are you fine with having senioritis?\Well, we already got into university.\Right, Ricchan?\Now that's what I call a miracle.\I'm not surprised by Mio-senpai and Mugi-senpai, but...\Wait, what did she just say?\Mio-senpai, I have scissors here.\Yui-senpai... response:	It's cute, isn't it?
context: Well, we already got into university.\Right, Ricchan?\Now that's what I call a miracle.\I'm not surprised by Mio-senpai and Mugi-senpai, but...\Wait, what did she just say?\Mio-senpai, I have scissors here.\Yui-senpai...\It's cute, isn't it? response:	It opened!
context: Right, Ricchan?\Now that's what I call a miracle.\I'm not surprised by Mio-senpai and Mugi-senpai, but...\Wait, what did she just say?\Mio-senpai, I have scissors here.\Yui-senpai...\It's cute, isn't it?\It opened! response:	Now then!
context: Now that's what I call a miracle.\I'm not surprised by Mio-senpai and Mugi-senpai, but...\Wait, what did she just say?\Mio-senpai, I have scissors here.\Yui-senpai...\It's cute, isn't it?\It opened!\Now then! response:	I'm so happy we all got into the same university.
context: I'm not surprised by Mio-senpai and Mugi-senpai, but...\Wait, what did she just say?\Mio-senpai, I have scissors here.\Yui-senpai...\It's cute, isn't it?\It opened!\Now then!\I'm so happy we all got into the same university. response:	Therefore, cheers!
context: Wait, what did she just say?\Mio-senpai, I have scissors here.\Yui-senpai...\It's cute, isn't it?\It opened!\Now then!\I'm so happy we all got into the same university.\Therefore, cheers! response:	Azu-nyan, you too.
context: Mio-senpai, I have scissors here.\Yui-senpai...\It's cute, isn't it?\It opened!\Now then!\I'm so happy we all got into the same university.\Therefore, cheers!\Azu-nyan, you too. response:	Okay...
context: Yui-senpai...\It's cute, isn't it?\It opened!\Now then!\I'm so happy we all got into the same university.\Therefore, cheers!\Azu-nyan, you too.\Okay... response:	Cheers!
context: It's cute, isn't it?\It opened!\Now then!\I'm so happy we all got into the same university.\Therefore, cheers!\Azu-nyan, you too.\Okay...\Cheers! response:	Cheers!
context: It opened!\Now then!\I'm so happy we all got into the same university.\Therefore, cheers!\Azu-nyan, you too.\Okay...\Cheers!\Cheers! response:	Sawa-chan?
context: Now then!\I'm so happy we all got into the same university.\Therefore, cheers!\Azu-nyan, you too.\Okay...\Cheers!\Cheers!\Sawa-chan? response:	You have no idea how relieved I was when I found out you all passed.
context: I'm so happy we all got into the same university.\Therefore, cheers!\Azu-nyan, you too.\Okay...\Cheers!\Cheers!\Sawa-chan?\You have no idea how relieved I was when I found out you all passed. response:	It must be tough to be the teacher of a graduating class.
context: Therefore, cheers!\Azu-nyan, you too.\Okay...\Cheers!\Cheers!\Sawa-chan?\You have no idea how relieved I was when I found out you all passed.\It must be tough to be the teacher of a graduating class. response:	But time goes by so quickly.
context: Azu-nyan, you too.\Okay...\Cheers!\Cheers!\Sawa-chan?\You have no idea how relieved I was when I found out you all passed.\It must be tough to be the teacher of a graduating class.\But time goes by so quickly. response:	I can hardly believe you girls are already graduating.
context: Okay...\Cheers!\Cheers!\Sawa-chan?\You have no idea how relieved I was when I found out you all passed.\It must be tough to be the teacher of a graduating class.\But time goes by so quickly.\I can hardly believe you girls are already graduating. response:	I wonder how much tea we've had in these three years.
context: Cheers!\Cheers!\Sawa-chan?\You have no idea how relieved I was when I found out you all passed.\It must be tough to be the teacher of a graduating class.\But time goes by so quickly.\I can hardly believe you girls are already graduating.\I wonder how much tea we've had in these three years. response:	Easily a thousand cups.
context: Cheers!\Sawa-chan?\You have no idea how relieved I was when I found out you all passed.\It must be tough to be the teacher of a graduating class.\But time goes by so quickly.\I can hardly believe you girls are already graduating.\I wonder how much tea we've had in these three years.\Easily a thousand cups. response:	A thousand!
context: Sawa-chan?\You have no idea how relieved I was when I found out you all passed.\It must be tough to be the teacher of a graduating class.\But time goes by so quickly.\I can hardly believe you girls are already graduating.\I wonder how much tea we've had in these three years.\Easily a thousand cups.\A thousand! response:	We are truly Afterschool Teatime!
context: You have no idea how relieved I was when I found out you all passed.\It must be tough to be the teacher of a graduating class.\But time goes by so quickly.\I can hardly believe you girls are already graduating.\I wonder how much tea we've had in these three years.\Easily a thousand cups.\A thousand!\We are truly Afterschool Teatime! response:	We lived up to our name.
context: It must be tough to be the teacher of a graduating class.\But time goes by so quickly.\I can hardly believe you girls are already graduating.\I wonder how much tea we've had in these three years.\Easily a thousand cups.\A thousand!\We are truly Afterschool Teatime!\We lived up to our name. response:	Anyway, only goodbyes are left to be said.
context: But time goes by so quickly.\I can hardly believe you girls are already graduating.\I wonder how much tea we've had in these three years.\Easily a thousand cups.\A thousand!\We are truly Afterschool Teatime!\We lived up to our name.\Anyway, only goodbyes are left to be said. response:	Unless you want to stay for an extra year.
