context: OP response:	ED
context: as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\And so, the case is solved!\Just what\did you do?\Who are you? response:	As youve likely surmised, I am a fellow prisoner.
context: Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\And so, the case is solved!\Just what\did you do?\Who are you?\As youve likely surmised, I am a fellow prisoner. response:	I am a medicine seller by trade.
context: Are you so despondent\that you still sit alone, sighing?\And so, the case is solved!\Just what\did you do?\Who are you?\As youve likely surmised, I am a fellow prisoner.\I am a medicine seller by trade. response:	I had a rather rude customer, you see.
context: that you still sit alone, sighing?\And so, the case is solved!\Just what\did you do?\Who are you?\As youve likely surmised, I am a fellow prisoner.\I am a medicine seller by trade.\I had a rather rude customer, you see. response:	He said that the pills I sold him did nothing for his condition.
context: And so, the case is solved!\Just what\did you do?\Who are you?\As youve likely surmised, I am a fellow prisoner.\I am a medicine seller by trade.\I had a rather rude customer, you see.\He said that the pills I sold him did nothing for his condition. response:	He came at me with accusations of fraud and the like.
context: Just what\did you do?\Who are you?\As youve likely surmised, I am a fellow prisoner.\I am a medicine seller by trade.\I had a rather rude customer, you see.\He said that the pills I sold him did nothing for his condition.\He came at me with accusations of fraud and the like. response:	Personally, the very belief that medicine alone can cure ones ailments does not sit well with me.
context: did you do?\Who are you?\As youve likely surmised, I am a fellow prisoner.\I am a medicine seller by trade.\I had a rather rude customer, you see.\He said that the pills I sold him did nothing for his condition.\He came at me with accusations of fraud and the like.\Personally, the very belief that medicine alone can cure ones ailments does not sit well with me. response:	An ineffective medicine is rendered such by ones own lack of belief.
context: Who are you?\As youve likely surmised, I am a fellow prisoner.\I am a medicine seller by trade.\I had a rather rude customer, you see.\He said that the pills I sold him did nothing for his condition.\He came at me with accusations of fraud and the like.\Personally, the very belief that medicine alone can cure ones ailments does not sit well with me.\An ineffective medicine is rendered such by ones own lack of belief. response:	They are held together by a common thread, like sardines hung out to dry.
context: As youve likely surmised, I am a fellow prisoner.\I am a medicine seller by trade.\I had a rather rude customer, you see.\He said that the pills I sold him did nothing for his condition.\He came at me with accusations of fraud and the like.\Personally, the very belief that medicine alone can cure ones ailments does not sit well with me.\An ineffective medicine is rendered such by ones own lack of belief.\They are held together by a common thread, like sardines hung out to dry. response:	When I told him that, though, he screamed at me to return his money.
context: I am a medicine seller by trade.\I had a rather rude customer, you see.\He said that the pills I sold him did nothing for his condition.\He came at me with accusations of fraud and the like.\Personally, the very belief that medicine alone can cure ones ailments does not sit well with me.\An ineffective medicine is rendered such by ones own lack of belief.\They are held together by a common thread, like sardines hung out to dry.\When I told him that, though, he screamed at me to return his money. response:	Thats when the authorities arrived on the scene.
context: I had a rather rude customer, you see.\He said that the pills I sold him did nothing for his condition.\He came at me with accusations of fraud and the like.\Personally, the very belief that medicine alone can cure ones ailments does not sit well with me.\An ineffective medicine is rendered such by ones own lack of belief.\They are held together by a common thread, like sardines hung out to dry.\When I told him that, though, he screamed at me to return his money.\Thats when the authorities arrived on the scene. response:	Im most embarrassed that a customer should put me in such a situation.
context: He said that the pills I sold him did nothing for his condition.\He came at me with accusations of fraud and the like.\Personally, the very belief that medicine alone can cure ones ailments does not sit well with me.\An ineffective medicine is rendered such by ones own lack of belief.\They are held together by a common thread, like sardines hung out to dry.\When I told him that, though, he screamed at me to return his money.\Thats when the authorities arrived on the scene.\Im most embarrassed that a customer should put me in such a situation. response:	Wait, or are sardines dried on sticks?
context: He came at me with accusations of fraud and the like.\Personally, the very belief that medicine alone can cure ones ailments does not sit well with me.\An ineffective medicine is rendered such by ones own lack of belief.\They are held together by a common thread, like sardines hung out to dry.\When I told him that, though, he screamed at me to return his money.\Thats when the authorities arrived on the scene.\Im most embarrassed that a customer should put me in such a situation.\Wait, or are sardines dried on sticks? response:	This is quite odd.
context: Personally, the very belief that medicine alone can cure ones ailments does not sit well with me.\An ineffective medicine is rendered such by ones own lack of belief.\They are held together by a common thread, like sardines hung out to dry.\When I told him that, though, he screamed at me to return his money.\Thats when the authorities arrived on the scene.\Im most embarrassed that a customer should put me in such a situation.\Wait, or are sardines dried on sticks?\This is quite odd. response:	Dont you think?
context: An ineffective medicine is rendered such by ones own lack of belief.\They are held together by a common thread, like sardines hung out to dry.\When I told him that, though, he screamed at me to return his money.\Thats when the authorities arrived on the scene.\Im most embarrassed that a customer should put me in such a situation.\Wait, or are sardines dried on sticks?\This is quite odd.\Dont you think? response:	After all,
context: They are held together by a common thread, like sardines hung out to dry.\When I told him that, though, he screamed at me to return his money.\Thats when the authorities arrived on the scene.\Im most embarrassed that a customer should put me in such a situation.\Wait, or are sardines dried on sticks?\This is quite odd.\Dont you think?\After all, response:	a man and woman should not share the same cell.
context: When I told him that, though, he screamed at me to return his money.\Thats when the authorities arrived on the scene.\Im most embarrassed that a customer should put me in such a situation.\Wait, or are sardines dried on sticks?\This is quite odd.\Dont you think?\After all,\a man and woman should not share the same cell. response:	Well, well, at any rate
context: Thats when the authorities arrived on the scene.\Im most embarrassed that a customer should put me in such a situation.\Wait, or are sardines dried on sticks?\This is quite odd.\Dont you think?\After all,\a man and woman should not share the same cell.\Well, well, at any rate response:	youre set to die.
context: Im most embarrassed that a customer should put me in such a situation.\Wait, or are sardines dried on sticks?\This is quite odd.\Dont you think?\After all,\a man and woman should not share the same cell.\Well, well, at any rate\youre set to die. response:	So you knew.
context: Wait, or are sardines dried on sticks?\This is quite odd.\Dont you think?\After all,\a man and woman should not share the same cell.\Well, well, at any rate\youre set to die.\So you knew. response:	Oh,
context: This is quite odd.\Dont you think?\After all,\a man and woman should not share the same cell.\Well, well, at any rate\youre set to die.\So you knew.\Oh, response:	well yes.
context: Dont you think?\After all,\a man and woman should not share the same cell.\Well, well, at any rate\youre set to die.\So you knew.\Oh,\well yes. response:	The populace is abuzz with rumors of your crime.
context: After all,\a man and woman should not share the same cell.\Well, well, at any rate\youre set to die.\So you knew.\Oh,\well yes.\The populace is abuzz with rumors of your crime. response:	Ochou, the devil-woman who killed a samurais entire house, including her own husband and father-in-law.
context: a man and woman should not share the same cell.\Well, well, at any rate\youre set to die.\So you knew.\Oh,\well yes.\The populace is abuzz with rumors of your crime.\Ochou, the devil-woman who killed a samurais entire house, including her own husband and father-in-law. response:	Is that so?
context: Well, well, at any rate\youre set to die.\So you knew.\Oh,\well yes.\The populace is abuzz with rumors of your crime.\Ochou, the devil-woman who killed a samurais entire house, including her own husband and father-in-law.\Is that so? response:	Is that how they refer to me, then?
context: youre set to die.\So you knew.\Oh,\well yes.\The populace is abuzz with rumors of your crime.\Ochou, the devil-woman who killed a samurais entire house, including her own husband and father-in-law.\Is that so?\Is that how they refer to me, then? response:	Still, it was a rather heinous crime.
context: So you knew.\Oh,\well yes.\The populace is abuzz with rumors of your crime.\Ochou, the devil-woman who killed a samurais entire house, including her own husband and father-in-law.\Is that so?\Is that how they refer to me, then?\Still, it was a rather heinous crime. response:	Four people hung from a plum tree.
context: Oh,\well yes.\The populace is abuzz with rumors of your crime.\Ochou, the devil-woman who killed a samurais entire house, including her own husband and father-in-law.\Is that so?\Is that how they refer to me, then?\Still, it was a rather heinous crime.\Four people hung from a plum tree. response:	That wasnt how it happened.
context: well yes.\The populace is abuzz with rumors of your crime.\Ochou, the devil-woman who killed a samurais entire house, including her own husband and father-in-law.\Is that so?\Is that how they refer to me, then?\Still, it was a rather heinous crime.\Four people hung from a plum tree.\That wasnt how it happened. response:	Oh, really?
context: The populace is abuzz with rumors of your crime.\Ochou, the devil-woman who killed a samurais entire house, including her own husband and father-in-law.\Is that so?\Is that how they refer to me, then?\Still, it was a rather heinous crime.\Four people hung from a plum tree.\That wasnt how it happened.\Oh, really? response:	Well, then.
context: Ochou, the devil-woman who killed a samurais entire house, including her own husband and father-in-law.\Is that so?\Is that how they refer to me, then?\Still, it was a rather heinous crime.\Four people hung from a plum tree.\That wasnt how it happened.\Oh, really?\Well, then. response:	What a dreadful fate.
context: Is that so?\Is that how they refer to me, then?\Still, it was a rather heinous crime.\Four people hung from a plum tree.\That wasnt how it happened.\Oh, really?\Well, then.\What a dreadful fate. response:	Thats wrong, as well.
context: Is that how they refer to me, then?\Still, it was a rather heinous crime.\Four people hung from a plum tree.\That wasnt how it happened.\Oh, really?\Well, then.\What a dreadful fate.\Thats wrong, as well. response:	Is it, now?
context: Still, it was a rather heinous crime.\Four people hung from a plum tree.\That wasnt how it happened.\Oh, really?\Well, then.\What a dreadful fate.\Thats wrong, as well.\Is it, now? response:	Then how did it happen?
context: Four people hung from a plum tree.\That wasnt how it happened.\Oh, really?\Well, then.\What a dreadful fate.\Thats wrong, as well.\Is it, now?\Then how did it happen? response:	Hm?
context: That wasnt how it happened.\Oh, really?\Well, then.\What a dreadful fate.\Thats wrong, as well.\Is it, now?\Then how did it happen?\Hm? response:	Is something the matter?
context: Oh, really?\Well, then.\What a dreadful fate.\Thats wrong, as well.\Is it, now?\Then how did it happen?\Hm?\Is something the matter? response:	Oh, well, Ive forgotten.
context: Well, then.\What a dreadful fate.\Thats wrong, as well.\Is it, now?\Then how did it happen?\Hm?\Is something the matter?\Oh, well, Ive forgotten. response:	Oh, forgotten, have you?
context: What a dreadful fate.\Thats wrong, as well.\Is it, now?\Then how did it happen?\Hm?\Is something the matter?\Oh, well, Ive forgotten.\Oh, forgotten, have you? response:	Well, rumors develop quickly indeed.
context: Thats wrong, as well.\Is it, now?\Then how did it happen?\Hm?\Is something the matter?\Oh, well, Ive forgotten.\Oh, forgotten, have you?\Well, rumors develop quickly indeed. response:	How you did it is irrelevant.
context: Is it, now?\Then how did it happen?\Hm?\Is something the matter?\Oh, well, Ive forgotten.\Oh, forgotten, have you?\Well, rumors develop quickly indeed.\How you did it is irrelevant. response:	Cooked in miso or cured with salt, a fish is a fish, you see.
context: Then how did it happen?\Hm?\Is something the matter?\Oh, well, Ive forgotten.\Oh, forgotten, have you?\Well, rumors develop quickly indeed.\How you did it is irrelevant.\Cooked in miso or cured with salt, a fish is a fish, you see. response:	You make no sense at all.
context: Hm?\Is something the matter?\Oh, well, Ive forgotten.\Oh, forgotten, have you?\Well, rumors develop quickly indeed.\How you did it is irrelevant.\Cooked in miso or cured with salt, a fish is a fish, you see.\You make no sense at all. response:	I cannot believe a woman could do this alone, is my point.
context: Is something the matter?\Oh, well, Ive forgotten.\Oh, forgotten, have you?\Well, rumors develop quickly indeed.\How you did it is irrelevant.\Cooked in miso or cured with salt, a fish is a fish, you see.\You make no sense at all.\I cannot believe a woman could do this alone, is my point. response:	What is that?
context: Oh, well, Ive forgotten.\Oh, forgotten, have you?\Well, rumors develop quickly indeed.\How you did it is irrelevant.\Cooked in miso or cured with salt, a fish is a fish, you see.\You make no sense at all.\I cannot believe a woman could do this alone, is my point.\What is that? response:	A scale.
context: Oh, forgotten, have you?\Well, rumors develop quickly indeed.\How you did it is irrelevant.\Cooked in miso or cured with salt, a fish is a fish, you see.\You make no sense at all.\I cannot believe a woman could do this alone, is my point.\What is that?\A scale. response:	A scale?
context: Well, rumors develop quickly indeed.\How you did it is irrelevant.\Cooked in miso or cured with salt, a fish is a fish, you see.\You make no sense at all.\I cannot believe a woman could do this alone, is my point.\What is that?\A scale.\A scale? response:	Pay it no heed.
context: How you did it is irrelevant.\Cooked in miso or cured with salt, a fish is a fish, you see.\You make no sense at all.\I cannot believe a woman could do this alone, is my point.\What is that?\A scale.\A scale?\Pay it no heed. response:	It is merely a tool for my trade.
context: Cooked in miso or cured with salt, a fish is a fish, you see.\You make no sense at all.\I cannot believe a woman could do this alone, is my point.\What is that?\A scale.\A scale?\Pay it no heed.\It is merely a tool for my trade. response:	There were no witnesses and no physical evidence, just your own admission of guilt.
context: You make no sense at all.\I cannot believe a woman could do this alone, is my point.\What is that?\A scale.\A scale?\Pay it no heed.\It is merely a tool for my trade.\There were no witnesses and no physical evidence, just your own admission of guilt. response:	All the details are quite vague.
context: I cannot believe a woman could do this alone, is my point.\What is that?\A scale.\A scale?\Pay it no heed.\It is merely a tool for my trade.\There were no witnesses and no physical evidence, just your own admission of guilt.\All the details are quite vague. response:	Truth be told, Ochou-san,
context: What is that?\A scale.\A scale?\Pay it no heed.\It is merely a tool for my trade.\There were no witnesses and no physical evidence, just your own admission of guilt.\All the details are quite vague.\Truth be told, Ochou-san, response:	I do not believe that you acted alone.
context: A scale.\A scale?\Pay it no heed.\It is merely a tool for my trade.\There were no witnesses and no physical evidence, just your own admission of guilt.\All the details are quite vague.\Truth be told, Ochou-san,\I do not believe that you acted alone. response:	I think that it was the work of a Mononoke.
context: A scale?\Pay it no heed.\It is merely a tool for my trade.\There were no witnesses and no physical evidence, just your own admission of guilt.\All the details are quite vague.\Truth be told, Ochou-san,\I do not believe that you acted alone.\I think that it was the work of a Mononoke. response:	Mononoke?
context: Pay it no heed.\It is merely a tool for my trade.\There were no witnesses and no physical evidence, just your own admission of guilt.\All the details are quite vague.\Truth be told, Ochou-san,\I do not believe that you acted alone.\I think that it was the work of a Mononoke.\Mononoke? response:	Does that ring any bells with you?
context: It is merely a tool for my trade.\There were no witnesses and no physical evidence, just your own admission of guilt.\All the details are quite vague.\Truth be told, Ochou-san,\I do not believe that you acted alone.\I think that it was the work of a Mononoke.\Mononoke?\Does that ring any bells with you? response:	No, none at all.
context: There were no witnesses and no physical evidence, just your own admission of guilt.\All the details are quite vague.\Truth be told, Ochou-san,\I do not believe that you acted alone.\I think that it was the work of a Mononoke.\Mononoke?\Does that ring any bells with you?\No, none at all. response:	No, none at all.
context: All the details are quite vague.\Truth be told, Ochou-san,\I do not believe that you acted alone.\I think that it was the work of a Mononoke.\Mononoke?\Does that ring any bells with you?\No, none at all.\No, none at all. response:	I did it by myself.
context: Truth be told, Ochou-san,\I do not believe that you acted alone.\I think that it was the work of a Mononoke.\Mononoke?\Does that ring any bells with you?\No, none at all.\No, none at all.\I did it by myself. response:	I see.
context: I do not believe that you acted alone.\I think that it was the work of a Mononoke.\Mononoke?\Does that ring any bells with you?\No, none at all.\No, none at all.\I did it by myself.\I see. response:	But you know
context: I think that it was the work of a Mononoke.\Mononoke?\Does that ring any bells with you?\No, none at all.\No, none at all.\I did it by myself.\I see.\But you know response:	Yes?
context: Mononoke?\Does that ring any bells with you?\No, none at all.\No, none at all.\I did it by myself.\I see.\But you know\Yes? response:	Well, you understand, people always have a certain air about them.
context: Does that ring any bells with you?\No, none at all.\No, none at all.\I did it by myself.\I see.\But you know\Yes?\Well, you understand, people always have a certain air about them. response:	A certain expression.
context: No, none at all.\No, none at all.\I did it by myself.\I see.\But you know\Yes?\Well, you understand, people always have a certain air about them.\A certain expression. response:	Expression.
context: No, none at all.\I did it by myself.\I see.\But you know\Yes?\Well, you understand, people always have a certain air about them.\A certain expression.\Expression. response:	You do not seem like a woman bound for the gallows in the morning.
context: I did it by myself.\I see.\But you know\Yes?\Well, you understand, people always have a certain air about them.\A certain expression.\Expression.\You do not seem like a woman bound for the gallows in the morning. response:	That is what I mean.
context: I see.\But you know\Yes?\Well, you understand, people always have a certain air about them.\A certain expression.\Expression.\You do not seem like a woman bound for the gallows in the morning.\That is what I mean. response:	Well, my white kimono distinguishes me as such.
context: But you know\Yes?\Well, you understand, people always have a certain air about them.\A certain expression.\Expression.\You do not seem like a woman bound for the gallows in the morning.\That is what I mean.\Well, my white kimono distinguishes me as such. response:	Your jailor determines how you dress.
context: Yes?\Well, you understand, people always have a certain air about them.\A certain expression.\Expression.\You do not seem like a woman bound for the gallows in the morning.\That is what I mean.\Well, my white kimono distinguishes me as such.\Your jailor determines how you dress. response:	Your face is of more concern to me than your garb.
context: Well, you understand, people always have a certain air about them.\A certain expression.\Expression.\You do not seem like a woman bound for the gallows in the morning.\That is what I mean.\Well, my white kimono distinguishes me as such.\Your jailor determines how you dress.\Your face is of more concern to me than your garb. response:	What Im trying to say is that you seem an entirely different person from the normal Ochou-san.
context: A certain expression.\Expression.\You do not seem like a woman bound for the gallows in the morning.\That is what I mean.\Well, my white kimono distinguishes me as such.\Your jailor determines how you dress.\Your face is of more concern to me than your garb.\What Im trying to say is that you seem an entirely different person from the normal Ochou-san. response:	Whatever do you mean?
context: Expression.\You do not seem like a woman bound for the gallows in the morning.\That is what I mean.\Well, my white kimono distinguishes me as such.\Your jailor determines how you dress.\Your face is of more concern to me than your garb.\What Im trying to say is that you seem an entirely different person from the normal Ochou-san.\Whatever do you mean? response:	You could not possibly know how I act under normal circumstances.
context: You do not seem like a woman bound for the gallows in the morning.\That is what I mean.\Well, my white kimono distinguishes me as such.\Your jailor determines how you dress.\Your face is of more concern to me than your garb.\What Im trying to say is that you seem an entirely different person from the normal Ochou-san.\Whatever do you mean?\You could not possibly know how I act under normal circumstances. response:	Just who are you?
context: That is what I mean.\Well, my white kimono distinguishes me as such.\Your jailor determines how you dress.\Your face is of more concern to me than your garb.\What Im trying to say is that you seem an entirely different person from the normal Ochou-san.\Whatever do you mean?\You could not possibly know how I act under normal circumstances.\Just who are you? response:	Who are you?
context: Well, my white kimono distinguishes me as such.\Your jailor determines how you dress.\Your face is of more concern to me than your garb.\What Im trying to say is that you seem an entirely different person from the normal Ochou-san.\Whatever do you mean?\You could not possibly know how I act under normal circumstances.\Just who are you?\Who are you? response:	Answer me.
context: Your jailor determines how you dress.\Your face is of more concern to me than your garb.\What Im trying to say is that you seem an entirely different person from the normal Ochou-san.\Whatever do you mean?\You could not possibly know how I act under normal circumstances.\Just who are you?\Who are you?\Answer me. response:	Who are you?
context: Your face is of more concern to me than your garb.\What Im trying to say is that you seem an entirely different person from the normal Ochou-san.\Whatever do you mean?\You could not possibly know how I act under normal circumstances.\Just who are you?\Who are you?\Answer me.\Who are you? response:	Just a simple medicine seller.
context: What Im trying to say is that you seem an entirely different person from the normal Ochou-san.\Whatever do you mean?\You could not possibly know how I act under normal circumstances.\Just who are you?\Who are you?\Answer me.\Who are you?\Just a simple medicine seller. response:	Actually, Im a criminal right now.
context: Whatever do you mean?\You could not possibly know how I act under normal circumstances.\Just who are you?\Who are you?\Answer me.\Who are you?\Just a simple medicine seller.\Actually, Im a criminal right now. response:	What are you doing here?
context: You could not possibly know how I act under normal circumstances.\Just who are you?\Who are you?\Answer me.\Who are you?\Just a simple medicine seller.\Actually, Im a criminal right now.\What are you doing here? response:	Answer me.
context: Just who are you?\Who are you?\Answer me.\Who are you?\Just a simple medicine seller.\Actually, Im a criminal right now.\What are you doing here?\Answer me. response:	How did you get in here?
context: Who are you?\Answer me.\Who are you?\Just a simple medicine seller.\Actually, Im a criminal right now.\What are you doing here?\Answer me.\How did you get in here? response:	Amazing it can speak.
context: Answer me.\Who are you?\Just a simple medicine seller.\Actually, Im a criminal right now.\What are you doing here?\Answer me.\How did you get in here?\Amazing it can speak. response:	This is the first time Ive met this sort of Mononoke.
context: Who are you?\Just a simple medicine seller.\Actually, Im a criminal right now.\What are you doing here?\Answer me.\How did you get in here?\Amazing it can speak.\This is the first time Ive met this sort of Mononoke. response:	Oh, dont be stupid.
context: Just a simple medicine seller.\Actually, Im a criminal right now.\What are you doing here?\Answer me.\How did you get in here?\Amazing it can speak.\This is the first time Ive met this sort of Mononoke.\Oh, dont be stupid. response:	He isnt anything strange like that.
context: Actually, Im a criminal right now.\What are you doing here?\Answer me.\How did you get in here?\Amazing it can speak.\This is the first time Ive met this sort of Mononoke.\Oh, dont be stupid.\He isnt anything strange like that. response:	You must not leave.
context: What are you doing here?\Answer me.\How did you get in here?\Amazing it can speak.\This is the first time Ive met this sort of Mononoke.\Oh, dont be stupid.\He isnt anything strange like that.\You must not leave. response:	Please move.
context: Answer me.\How did you get in here?\Amazing it can speak.\This is the first time Ive met this sort of Mononoke.\Oh, dont be stupid.\He isnt anything strange like that.\You must not leave.\Please move. response:	You must not leave.
context: How did you get in here?\Amazing it can speak.\This is the first time Ive met this sort of Mononoke.\Oh, dont be stupid.\He isnt anything strange like that.\You must not leave.\Please move.\You must not leave. response:	What are you doing?
context: Amazing it can speak.\This is the first time Ive met this sort of Mononoke.\Oh, dont be stupid.\He isnt anything strange like that.\You must not leave.\Please move.\You must not leave.\What are you doing? response:	Let me go!
context: This is the first time Ive met this sort of Mononoke.\Oh, dont be stupid.\He isnt anything strange like that.\You must not leave.\Please move.\You must not leave.\What are you doing?\Let me go! response:	Please, let me go!
context: Oh, dont be stupid.\He isnt anything strange like that.\You must not leave.\Please move.\You must not leave.\What are you doing?\Let me go!\Please, let me go! response:	Let me go!
context: He isnt anything strange like that.\You must not leave.\Please move.\You must not leave.\What are you doing?\Let me go!\Please, let me go!\Let me go! response:	Why are you getting in my way?
context: You must not leave.\Please move.\You must not leave.\What are you doing?\Let me go!\Please, let me go!\Let me go!\Why are you getting in my way? response:	You must not leave.
context: Please move.\You must not leave.\What are you doing?\Let me go!\Please, let me go!\Let me go!\Why are you getting in my way?\You must not leave. response:	You are safe as long as you stay in here.
context: You must not leave.\What are you doing?\Let me go!\Please, let me go!\Let me go!\Why are you getting in my way?\You must not leave.\You are safe as long as you stay in here. response:	What?
context: What are you doing?\Let me go!\Please, let me go!\Let me go!\Why are you getting in my way?\You must not leave.\You are safe as long as you stay in here.\What? response:	Youre most suspicious.
context: Let me go!\Please, let me go!\Let me go!\Why are you getting in my way?\You must not leave.\You are safe as long as you stay in here.\What?\Youre most suspicious. response:	Who are you?
context: Please, let me go!\Let me go!\Why are you getting in my way?\You must not leave.\You are safe as long as you stay in here.\What?\Youre most suspicious.\Who are you? response:	As I thought, she was possessed.
context: Let me go!\Why are you getting in my way?\You must not leave.\You are safe as long as you stay in here.\What?\Youre most suspicious.\Who are you?\As I thought, she was possessed. response:	It was my belief, though, that I would have to break those bars to reveal your Form.
context: Why are you getting in my way?\You must not leave.\You are safe as long as you stay in here.\What?\Youre most suspicious.\Who are you?\As I thought, she was possessed.\It was my belief, though, that I would have to break those bars to reveal your Form. response:	I never thought
context: You must not leave.\You are safe as long as you stay in here.\What?\Youre most suspicious.\Who are you?\As I thought, she was possessed.\It was my belief, though, that I would have to break those bars to reveal your Form.\I never thought response:	that you would
context: You are safe as long as you stay in here.\What?\Youre most suspicious.\Who are you?\As I thought, she was possessed.\It was my belief, though, that I would have to break those bars to reveal your Form.\I never thought\that you would response:	come
context: What?\Youre most suspicious.\Who are you?\As I thought, she was possessed.\It was my belief, though, that I would have to break those bars to reveal your Form.\I never thought\that you would\come response:	to me.
context: Youre most suspicious.\Who are you?\As I thought, she was possessed.\It was my belief, though, that I would have to break those bars to reveal your Form.\I never thought\that you would\come\to me. response:	Witness the Form.
context: Who are you?\As I thought, she was possessed.\It was my belief, though, that I would have to break those bars to reveal your Form.\I never thought\that you would\come\to me.\Witness the Form. response:	What?
context: As I thought, she was possessed.\It was my belief, though, that I would have to break those bars to reveal your Form.\I never thought\that you would\come\to me.\Witness the Form.\What? response:	You arent a Mononokes true Form?
