context: eye catch response:	Pre! Preparation!
context: And you! Why aren't you bothered by it?\Why would I be?\Since Taiga-chan is so small, she takes up so little space.\Besides, it tastes even better when everyone eats together.\Give me another helping already.\I cooked enough for three.\How much do you intend to eat?!\T-Timoten. response:	Seriously, are you trying to make your pet moult from stress?
context: Why would I be?\Since Taiga-chan is so small, she takes up so little space.\Besides, it tastes even better when everyone eats together.\Give me another helping already.\I cooked enough for three.\How much do you intend to eat?!\T-Timoten.\Seriously, are you trying to make your pet moult from stress? response:	Don't let it get any uglier.
context: Since Taiga-chan is so small, she takes up so little space.\Besides, it tastes even better when everyone eats together.\Give me another helping already.\I cooked enough for three.\How much do you intend to eat?!\T-Timoten.\Seriously, are you trying to make your pet moult from stress?\Don't let it get any uglier. response:	Don't call it ugly!
context: Besides, it tastes even better when everyone eats together.\Give me another helping already.\I cooked enough for three.\How much do you intend to eat?!\T-Timoten.\Seriously, are you trying to make your pet moult from stress?\Don't let it get any uglier.\Don't call it ugly! response:	In truth, pets are similar to their owners.
context: Give me another helping already.\I cooked enough for three.\How much do you intend to eat?!\T-Timoten.\Seriously, are you trying to make your pet moult from stress?\Don't let it get any uglier.\Don't call it ugly!\In truth, pets are similar to their owners. response:	Why, you...
context: I cooked enough for three.\How much do you intend to eat?!\T-Timoten.\Seriously, are you trying to make your pet moult from stress?\Don't let it get any uglier.\Don't call it ugly!\In truth, pets are similar to their owners.\Why, you... response:	You ungrateful little - !
context: How much do you intend to eat?!\T-Timoten.\Seriously, are you trying to make your pet moult from stress?\Don't let it get any uglier.\Don't call it ugly!\In truth, pets are similar to their owners.\Why, you...\You ungrateful little - ! response:	Have some respect for me!
context: T-Timoten.\Seriously, are you trying to make your pet moult from stress?\Don't let it get any uglier.\Don't call it ugly!\In truth, pets are similar to their owners.\Why, you...\You ungrateful little - !\Have some respect for me! response:	I made you breakfast and prepared a lunch box!
context: Seriously, are you trying to make your pet moult from stress?\Don't let it get any uglier.\Don't call it ugly!\In truth, pets are similar to their owners.\Why, you...\You ungrateful little - !\Have some respect for me!\I made you breakfast and prepared a lunch box! response:	Shut up, you mongrel.
context: Don't let it get any uglier.\Don't call it ugly!\In truth, pets are similar to their owners.\Why, you...\You ungrateful little - !\Have some respect for me!\I made you breakfast and prepared a lunch box!\Shut up, you mongrel. response:	Mon - ! Calling me that again!
context: Don't call it ugly!\In truth, pets are similar to their owners.\Why, you...\You ungrateful little - !\Have some respect for me!\I made you breakfast and prepared a lunch box!\Shut up, you mongrel.\Mon - ! Calling me that again! response:	Give the lunch box back! Give my kindness back!
context: In truth, pets are similar to their owners.\Why, you...\You ungrateful little - !\Have some respect for me!\I made you breakfast and prepared a lunch box!\Shut up, you mongrel.\Mon - ! Calling me that again!\Give the lunch box back! Give my kindness back! response:	Shut up and rot.
context: Why, you...\You ungrateful little - !\Have some respect for me!\I made you breakfast and prepared a lunch box!\Shut up, you mongrel.\Mon - ! Calling me that again!\Give the lunch box back! Give my kindness back!\Shut up and rot. response:	Wait up, Aisaka!
context: You ungrateful little - !\Have some respect for me!\I made you breakfast and prepared a lunch box!\Shut up, you mongrel.\Mon - ! Calling me that again!\Give the lunch box back! Give my kindness back!\Shut up and rot.\Wait up, Aisaka! response:	Ever since that late-night attack,
context: Have some respect for me!\I made you breakfast and prepared a lunch box!\Shut up, you mongrel.\Mon - ! Calling me that again!\Give the lunch box back! Give my kindness back!\Shut up and rot.\Wait up, Aisaka!\Ever since that late-night attack, response:	Aisaka Taiga has been a frequent guest at our dinner table.
context: I made you breakfast and prepared a lunch box!\Shut up, you mongrel.\Mon - ! Calling me that again!\Give the lunch box back! Give my kindness back!\Shut up and rot.\Wait up, Aisaka!\Ever since that late-night attack,\Aisaka Taiga has been a frequent guest at our dinner table. response:	I told you to wait!
context: Shut up, you mongrel.\Mon - ! Calling me that again!\Give the lunch box back! Give my kindness back!\Shut up and rot.\Wait up, Aisaka!\Ever since that late-night attack,\Aisaka Taiga has been a frequent guest at our dinner table.\I told you to wait! response:	And now...
context: Mon - ! Calling me that again!\Give the lunch box back! Give my kindness back!\Shut up and rot.\Wait up, Aisaka!\Ever since that late-night attack,\Aisaka Taiga has been a frequent guest at our dinner table.\I told you to wait!\And now... response:	More importantly,
context: Give the lunch box back! Give my kindness back!\Shut up and rot.\Wait up, Aisaka!\Ever since that late-night attack,\Aisaka Taiga has been a frequent guest at our dinner table.\I told you to wait!\And now...\More importantly, response:	once we get to school, make sure that you properly...
context: Shut up and rot.\Wait up, Aisaka!\Ever since that late-night attack,\Aisaka Taiga has been a frequent guest at our dinner table.\I told you to wait!\And now...\More importantly,\once we get to school, make sure that you properly... response:	You promised me you'd work like a dog for me, after all!
context: Wait up, Aisaka!\Ever since that late-night attack,\Aisaka Taiga has been a frequent guest at our dinner table.\I told you to wait!\And now...\More importantly,\once we get to school, make sure that you properly...\You promised me you'd work like a dog for me, after all! response:	If things seem to take a bad turn...
context: Ever since that late-night attack,\Aisaka Taiga has been a frequent guest at our dinner table.\I told you to wait!\And now...\More importantly,\once we get to school, make sure that you properly...\You promised me you'd work like a dog for me, after all!\If things seem to take a bad turn... response:	Minorin!
context: Aisaka Taiga has been a frequent guest at our dinner table.\I told you to wait!\And now...\More importantly,\once we get to school, make sure that you properly...\You promised me you'd work like a dog for me, after all!\If things seem to take a bad turn...\Minorin! response:	You're late, Taiga!
context: I told you to wait!\And now...\More importantly,\once we get to school, make sure that you properly...\You promised me you'd work like a dog for me, after all!\If things seem to take a bad turn...\Minorin!\You're late, Taiga! response:	Good to see you're perky today as well!
context: And now...\More importantly,\once we get to school, make sure that you properly...\You promised me you'd work like a dog for me, after all!\If things seem to take a bad turn...\Minorin!\You're late, Taiga!\Good to see you're perky today as well! response:	Good morning, Minorin.
context: More importantly,\once we get to school, make sure that you properly...\You promised me you'd work like a dog for me, after all!\If things seem to take a bad turn...\Minorin!\You're late, Taiga!\Good to see you're perky today as well!\Good morning, Minorin. response:	Huh? What? You're kidding me!
context: once we get to school, make sure that you properly...\You promised me you'd work like a dog for me, after all!\If things seem to take a bad turn...\Minorin!\You're late, Taiga!\Good to see you're perky today as well!\Good morning, Minorin.\Huh? What? You're kidding me! response:	I'm so sorry, I had no idea that Taiga and Takasu-kun...
context: You promised me you'd work like a dog for me, after all!\If things seem to take a bad turn...\Minorin!\You're late, Taiga!\Good to see you're perky today as well!\Good morning, Minorin.\Huh? What? You're kidding me!\I'm so sorry, I had no idea that Taiga and Takasu-kun... response:	You've got it all wr -
context: If things seem to take a bad turn...\Minorin!\You're late, Taiga!\Good to see you're perky today as well!\Good morning, Minorin.\Huh? What? You're kidding me!\I'm so sorry, I had no idea that Taiga and Takasu-kun...\You've got it all wr - response:	You know, people don't use companioned like that these days.
context: Minorin!\You're late, Taiga!\Good to see you're perky today as well!\Good morning, Minorin.\Huh? What? You're kidding me!\I'm so sorry, I had no idea that Taiga and Takasu-kun...\You've got it all wr -\You know, people don't use companioned like that these days. response:	That wasn't the problem!
context: You're late, Taiga!\Good to see you're perky today as well!\Good morning, Minorin.\Huh? What? You're kidding me!\I'm so sorry, I had no idea that Taiga and Takasu-kun...\You've got it all wr -\You know, people don't use companioned like that these days.\That wasn't the problem! response:	Oh, you're right.
context: Good to see you're perky today as well!\Good morning, Minorin.\Huh? What? You're kidding me!\I'm so sorry, I had no idea that Taiga and Takasu-kun...\You've got it all wr -\You know, people don't use companioned like that these days.\That wasn't the problem!\Oh, you're right. response:	These days, they say...
context: Good morning, Minorin.\Huh? What? You're kidding me!\I'm so sorry, I had no idea that Taiga and Takasu-kun...\You've got it all wr -\You know, people don't use companioned like that these days.\That wasn't the problem!\Oh, you're right.\These days, they say... response:	Egads, I don't know what they call it these days!
context: Huh? What? You're kidding me!\I'm so sorry, I had no idea that Taiga and Takasu-kun...\You've got it all wr -\You know, people don't use companioned like that these days.\That wasn't the problem!\Oh, you're right.\These days, they say...\Egads, I don't know what they call it these days! response:	Wait, how about togethered?
context: I'm so sorry, I had no idea that Taiga and Takasu-kun...\You've got it all wr -\You know, people don't use companioned like that these days.\That wasn't the problem!\Oh, you're right.\These days, they say...\Egads, I don't know what they call it these days!\Wait, how about togethered? response:	I'm telling you, that's not it!
context: You've got it all wr -\You know, people don't use companioned like that these days.\That wasn't the problem!\Oh, you're right.\These days, they say...\Egads, I don't know what they call it these days!\Wait, how about togethered?\I'm telling you, that's not it! response:	I just happened to stumble upon Aisaka over there.
context: You know, people don't use companioned like that these days.\That wasn't the problem!\Oh, you're right.\These days, they say...\Egads, I don't know what they call it these days!\Wait, how about togethered?\I'm telling you, that's not it!\I just happened to stumble upon Aisaka over there. response:	Isn't that right, Ais -
context: That wasn't the problem!\Oh, you're right.\These days, they say...\Egads, I don't know what they call it these days!\Wait, how about togethered?\I'm telling you, that's not it!\I just happened to stumble upon Aisaka over there.\Isn't that right, Ais - response:	Oh, so it was just a coincidence?
context: Oh, you're right.\These days, they say...\Egads, I don't know what they call it these days!\Wait, how about togethered?\I'm telling you, that's not it!\I just happened to stumble upon Aisaka over there.\Isn't that right, Ais -\Oh, so it was just a coincidence? response:	Apparently we live close to each other.
context: These days, they say...\Egads, I don't know what they call it these days!\Wait, how about togethered?\I'm telling you, that's not it!\I just happened to stumble upon Aisaka over there.\Isn't that right, Ais -\Oh, so it was just a coincidence?\Apparently we live close to each other. response:	Really?
context: Egads, I don't know what they call it these days!\Wait, how about togethered?\I'm telling you, that's not it!\I just happened to stumble upon Aisaka over there.\Isn't that right, Ais -\Oh, so it was just a coincidence?\Apparently we live close to each other.\Really? response:	Um...
context: Wait, how about togethered?\I'm telling you, that's not it!\I just happened to stumble upon Aisaka over there.\Isn't that right, Ais -\Oh, so it was just a coincidence?\Apparently we live close to each other.\Really?\Um... response:	Well, see you later, Takasu-kun!
context: I'm telling you, that's not it!\I just happened to stumble upon Aisaka over there.\Isn't that right, Ais -\Oh, so it was just a coincidence?\Apparently we live close to each other.\Really?\Um...\Well, see you later, Takasu-kun! response:	Yesterday, I was watching TV and...
context: I just happened to stumble upon Aisaka over there.\Isn't that right, Ais -\Oh, so it was just a coincidence?\Apparently we live close to each other.\Really?\Um...\Well, see you later, Takasu-kun!\Yesterday, I was watching TV and... response:	I get it now.
context: Isn't that right, Ais -\Oh, so it was just a coincidence?\Apparently we live close to each other.\Really?\Um...\Well, see you later, Takasu-kun!\Yesterday, I was watching TV and...\I get it now. response:	In order to get closer to Kushieda,
context: Oh, so it was just a coincidence?\Apparently we live close to each other.\Really?\Um...\Well, see you later, Takasu-kun!\Yesterday, I was watching TV and...\I get it now.\In order to get closer to Kushieda, response:	I'll first have to mediate between Aisaka and Kitamura.
context: Apparently we live close to each other.\Really?\Um...\Well, see you later, Takasu-kun!\Yesterday, I was watching TV and...\I get it now.\In order to get closer to Kushieda,\I'll first have to mediate between Aisaka and Kitamura. response:	Let's bring it!
context: Really?\Um...\Well, see you later, Takasu-kun!\Yesterday, I was watching TV and...\I get it now.\In order to get closer to Kushieda,\I'll first have to mediate between Aisaka and Kitamura.\Let's bring it! response:	And that's it for shooting practice.
context: Um...\Well, see you later, Takasu-kun!\Yesterday, I was watching TV and...\I get it now.\In order to get closer to Kushieda,\I'll first have to mediate between Aisaka and Kitamura.\Let's bring it!\And that's it for shooting practice. response:	Next, we'll pair u -
context: Well, see you later, Takasu-kun!\Yesterday, I was watching TV and...\I get it now.\In order to get closer to Kushieda,\I'll first have to mediate between Aisaka and Kitamura.\Let's bring it!\And that's it for shooting practice.\Next, we'll pair u - response:	Hey, Aisaka. Let's pair up.
context: Yesterday, I was watching TV and...\I get it now.\In order to get closer to Kushieda,\I'll first have to mediate between Aisaka and Kitamura.\Let's bring it!\And that's it for shooting practice.\Next, we'll pair u -\Hey, Aisaka. Let's pair up. response:	Yes, let's pair up, Takasu-kun!
context: I get it now.\In order to get closer to Kushieda,\I'll first have to mediate between Aisaka and Kitamura.\Let's bring it!\And that's it for shooting practice.\Next, we'll pair u -\Hey, Aisaka. Let's pair up.\Yes, let's pair up, Takasu-kun! response:	Yeah!
context: In order to get closer to Kushieda,\I'll first have to mediate between Aisaka and Kitamura.\Let's bring it!\And that's it for shooting practice.\Next, we'll pair u -\Hey, Aisaka. Let's pair up.\Yes, let's pair up, Takasu-kun!\Yeah! response:	- p and pass balls!
context: I'll first have to mediate between Aisaka and Kitamura.\Let's bring it!\And that's it for shooting practice.\Next, we'll pair u -\Hey, Aisaka. Let's pair up.\Yes, let's pair up, Takasu-kun!\Yeah!\- p and pass balls! response:	Takasu and Aisaka, you two are really fired up.
context: Let's bring it!\And that's it for shooting practice.\Next, we'll pair u -\Hey, Aisaka. Let's pair up.\Yes, let's pair up, Takasu-kun!\Yeah!\- p and pass balls!\Takasu and Aisaka, you two are really fired up. response:	Taiga?
