context: Piercing through the Macro sky, response:	A thunderbolt strikes the Earth
context: Roughly, eh? This sounds interesting.\Exsedol, I'll hear more of this idea of yours in my quarters.\Captain Global, having given up on trying to elude the pursuing Zentradi fleet,\decides to lift radio silence.\With their transmissions no longer being jammed by the enemy,\the crew of the Macross successfully contacts UN Forces High Command.\I've received a signal from UN Forces High Command!\From High Command? response:	Hayase, put it on the speaker.
context: Exsedol, I'll hear more of this idea of yours in my quarters.\Captain Global, having given up on trying to elude the pursuing Zentradi fleet,\decides to lift radio silence.\With their transmissions no longer being jammed by the enemy,\the crew of the Macross successfully contacts UN Forces High Command.\I've received a signal from UN Forces High Command!\From High Command?\Hayase, put it on the speaker. response:	Yes, sir.
context: Captain Global, having given up on trying to elude the pursuing Zentradi fleet,\decides to lift radio silence.\With their transmissions no longer being jammed by the enemy,\the crew of the Macross successfully contacts UN Forces High Command.\I've received a signal from UN Forces High Command!\From High Command?\Hayase, put it on the speaker.\Yes, sir. response:	High Command, you are connected to the Macross. Go ahead.
context: decides to lift radio silence.\With their transmissions no longer being jammed by the enemy,\the crew of the Macross successfully contacts UN Forces High Command.\I've received a signal from UN Forces High Command!\From High Command?\Hayase, put it on the speaker.\Yes, sir.\High Command, you are connected to the Macross. Go ahead. response:	Global, we must assume the enemy is listening in, so unfortunately,
context: With their transmissions no longer being jammed by the enemy,\the crew of the Macross successfully contacts UN Forces High Command.\I've received a signal from UN Forces High Command!\From High Command?\Hayase, put it on the speaker.\Yes, sir.\High Command, you are connected to the Macross. Go ahead.\Global, we must assume the enemy is listening in, so unfortunately, response:	I can't reveal how we're planning to assist you.
context: the crew of the Macross successfully contacts UN Forces High Command.\I've received a signal from UN Forces High Command!\From High Command?\Hayase, put it on the speaker.\Yes, sir.\High Command, you are connected to the Macross. Go ahead.\Global, we must assume the enemy is listening in, so unfortunately,\I can't reveal how we're planning to assist you. response:	All I can say is we're scrambling to get to combat readiness.
context: I've received a signal from UN Forces High Command!\From High Command?\Hayase, put it on the speaker.\Yes, sir.\High Command, you are connected to the Macross. Go ahead.\Global, we must assume the enemy is listening in, so unfortunately,\I can't reveal how we're planning to assist you.\All I can say is we're scrambling to get to combat readiness. response:	Fortunately... Well, not so fortunately for you,
context: From High Command?\Hayase, put it on the speaker.\Yes, sir.\High Command, you are connected to the Macross. Go ahead.\Global, we must assume the enemy is listening in, so unfortunately,\I can't reveal how we're planning to assist you.\All I can say is we're scrambling to get to combat readiness.\Fortunately... Well, not so fortunately for you, response:	the enemy fleet is only pursuing the Macross for some reason.
context: Hayase, put it on the speaker.\Yes, sir.\High Command, you are connected to the Macross. Go ahead.\Global, we must assume the enemy is listening in, so unfortunately,\I can't reveal how we're planning to assist you.\All I can say is we're scrambling to get to combat readiness.\Fortunately... Well, not so fortunately for you,\the enemy fleet is only pursuing the Macross for some reason. response:	Based on how long you've been able to elude them, we've determined
context: Yes, sir.\High Command, you are connected to the Macross. Go ahead.\Global, we must assume the enemy is listening in, so unfortunately,\I can't reveal how we're planning to assist you.\All I can say is we're scrambling to get to combat readiness.\Fortunately... Well, not so fortunately for you,\the enemy fleet is only pursuing the Macross for some reason.\Based on how long you've been able to elude them, we've determined response:	that their combat abilities are not as superior as you've suggested.
context: High Command, you are connected to the Macross. Go ahead.\Global, we must assume the enemy is listening in, so unfortunately,\I can't reveal how we're planning to assist you.\All I can say is we're scrambling to get to combat readiness.\Fortunately... Well, not so fortunately for you,\the enemy fleet is only pursuing the Macross for some reason.\Based on how long you've been able to elude them, we've determined\that their combat abilities are not as superior as you've suggested. response:	That's why you are ordered to wear them down as much as you can.
context: Global, we must assume the enemy is listening in, so unfortunately,\I can't reveal how we're planning to assist you.\All I can say is we're scrambling to get to combat readiness.\Fortunately... Well, not so fortunately for you,\the enemy fleet is only pursuing the Macross for some reason.\Based on how long you've been able to elude them, we've determined\that their combat abilities are not as superior as you've suggested.\That's why you are ordered to wear them down as much as you can. response:	That is all.
context: I can't reveal how we're planning to assist you.\All I can say is we're scrambling to get to combat readiness.\Fortunately... Well, not so fortunately for you,\the enemy fleet is only pursuing the Macross for some reason.\Based on how long you've been able to elude them, we've determined\that their combat abilities are not as superior as you've suggested.\That's why you are ordered to wear them down as much as you can.\That is all. response:	What?! It's like they don't understand a damn...
context: All I can say is we're scrambling to get to combat readiness.\Fortunately... Well, not so fortunately for you,\the enemy fleet is only pursuing the Macross for some reason.\Based on how long you've been able to elude them, we've determined\that their combat abilities are not as superior as you've suggested.\That's why you are ordered to wear them down as much as you can.\That is all.\What?! It's like they don't understand a damn... response:	I'm sorry, Captain.
context: Fortunately... Well, not so fortunately for you,\the enemy fleet is only pursuing the Macross for some reason.\Based on how long you've been able to elude them, we've determined\that their combat abilities are not as superior as you've suggested.\That's why you are ordered to wear them down as much as you can.\That is all.\What?! It's like they don't understand a damn...\I'm sorry, Captain. response:	Don't worry about it. You're right.
context: the enemy fleet is only pursuing the Macross for some reason.\Based on how long you've been able to elude them, we've determined\that their combat abilities are not as superior as you've suggested.\That's why you are ordered to wear them down as much as you can.\That is all.\What?! It's like they don't understand a damn...\I'm sorry, Captain.\Don't worry about it. You're right. response:	So they want us to buy them some time...
context: Based on how long you've been able to elude them, we've determined\that their combat abilities are not as superior as you've suggested.\That's why you are ordered to wear them down as much as you can.\That is all.\What?! It's like they don't understand a damn...\I'm sorry, Captain.\Don't worry about it. You're right.\So they want us to buy them some time... response:	Captain, why do you suppose the enemy didn't jam our signal this time?
context: that their combat abilities are not as superior as you've suggested.\That's why you are ordered to wear them down as much as you can.\That is all.\What?! It's like they don't understand a damn...\I'm sorry, Captain.\Don't worry about it. You're right.\So they want us to buy them some time...\Captain, why do you suppose the enemy didn't jam our signal this time? response:	I mean, why now, after they've been doing it all this time...?
context: That's why you are ordered to wear them down as much as you can.\That is all.\What?! It's like they don't understand a damn...\I'm sorry, Captain.\Don't worry about it. You're right.\So they want us to buy them some time...\Captain, why do you suppose the enemy didn't jam our signal this time?\I mean, why now, after they've been doing it all this time...? response:	They probably want to get a little information about us.
context: That is all.\What?! It's like they don't understand a damn...\I'm sorry, Captain.\Don't worry about it. You're right.\So they want us to buy them some time...\Captain, why do you suppose the enemy didn't jam our signal this time?\I mean, why now, after they've been doing it all this time...?\They probably want to get a little information about us. response:	Information about us?
context: What?! It's like they don't understand a damn...\I'm sorry, Captain.\Don't worry about it. You're right.\So they want us to buy them some time...\Captain, why do you suppose the enemy didn't jam our signal this time?\I mean, why now, after they've been doing it all this time...?\They probably want to get a little information about us.\Information about us? response:	Dammit!
context: I'm sorry, Captain.\Don't worry about it. You're right.\So they want us to buy them some time...\Captain, why do you suppose the enemy didn't jam our signal this time?\I mean, why now, after they've been doing it all this time...?\They probably want to get a little information about us.\Information about us?\Dammit! response:	That's one down!
context: Don't worry about it. You're right.\So they want us to buy them some time...\Captain, why do you suppose the enemy didn't jam our signal this time?\I mean, why now, after they've been doing it all this time...?\They probably want to get a little information about us.\Information about us?\Dammit!\That's one down! response:	Kakizaki, Max, we're teaming up with Skull Squadron.
context: So they want us to buy them some time...\Captain, why do you suppose the enemy didn't jam our signal this time?\I mean, why now, after they've been doing it all this time...?\They probably want to get a little information about us.\Information about us?\Dammit!\That's one down!\Kakizaki, Max, we're teaming up with Skull Squadron. response:	Kakizaki! You got hit?
context: Captain, why do you suppose the enemy didn't jam our signal this time?\I mean, why now, after they've been doing it all this time...?\They probably want to get a little information about us.\Information about us?\Dammit!\That's one down!\Kakizaki, Max, we're teaming up with Skull Squadron.\Kakizaki! You got hit? response:	Nah, it's nothing.
context: I mean, why now, after they've been doing it all this time...?\They probably want to get a little information about us.\Information about us?\Dammit!\That's one down!\Kakizaki, Max, we're teaming up with Skull Squadron.\Kakizaki! You got hit?\Nah, it's nothing. response:	Gunsight One, this is Vermillion Leader. We're heading back to base.
context: They probably want to get a little information about us.\Information about us?\Dammit!\That's one down!\Kakizaki, Max, we're teaming up with Skull Squadron.\Kakizaki! You got hit?\Nah, it's nothing.\Gunsight One, this is Vermillion Leader. We're heading back to base. response:	This is Gunsight One.
context: Information about us?\Dammit!\That's one down!\Kakizaki, Max, we're teaming up with Skull Squadron.\Kakizaki! You got hit?\Nah, it's nothing.\Gunsight One, this is Vermillion Leader. We're heading back to base.\This is Gunsight One. response:	Vermillion Team, you aren't scheduled to return yet.
context: Dammit!\That's one down!\Kakizaki, Max, we're teaming up with Skull Squadron.\Kakizaki! You got hit?\Nah, it's nothing.\Gunsight One, this is Vermillion Leader. We're heading back to base.\This is Gunsight One.\Vermillion Team, you aren't scheduled to return yet. response:	One of our planes has sustained damage.
context: That's one down!\Kakizaki, Max, we're teaming up with Skull Squadron.\Kakizaki! You got hit?\Nah, it's nothing.\Gunsight One, this is Vermillion Leader. We're heading back to base.\This is Gunsight One.\Vermillion Team, you aren't scheduled to return yet.\One of our planes has sustained damage. response:	Damage? Is it so bad that you can't complete the mission?
context: Kakizaki, Max, we're teaming up with Skull Squadron.\Kakizaki! You got hit?\Nah, it's nothing.\Gunsight One, this is Vermillion Leader. We're heading back to base.\This is Gunsight One.\Vermillion Team, you aren't scheduled to return yet.\One of our planes has sustained damage.\Damage? Is it so bad that you can't complete the mission? response:	If possible, I'd like you to stick to the rotation.
context: Kakizaki! You got hit?\Nah, it's nothing.\Gunsight One, this is Vermillion Leader. We're heading back to base.\This is Gunsight One.\Vermillion Team, you aren't scheduled to return yet.\One of our planes has sustained damage.\Damage? Is it so bad that you can't complete the mission?\If possible, I'd like you to stick to the rotation. response:	Look, Leader, it really isn't a big...
context: Nah, it's nothing.\Gunsight One, this is Vermillion Leader. We're heading back to base.\This is Gunsight One.\Vermillion Team, you aren't scheduled to return yet.\One of our planes has sustained damage.\Damage? Is it so bad that you can't complete the mission?\If possible, I'd like you to stick to the rotation.\Look, Leader, it really isn't a big... response:	Quiet!
context: Gunsight One, this is Vermillion Leader. We're heading back to base.\This is Gunsight One.\Vermillion Team, you aren't scheduled to return yet.\One of our planes has sustained damage.\Damage? Is it so bad that you can't complete the mission?\If possible, I'd like you to stick to the rotation.\Look, Leader, it really isn't a big...\Quiet! response:	Juggling the rotation is part of your job, right?
context: This is Gunsight One.\Vermillion Team, you aren't scheduled to return yet.\One of our planes has sustained damage.\Damage? Is it so bad that you can't complete the mission?\If possible, I'd like you to stick to the rotation.\Look, Leader, it really isn't a big...\Quiet!\Juggling the rotation is part of your job, right? response:	Permit us to return to base.
context: Vermillion Team, you aren't scheduled to return yet.\One of our planes has sustained damage.\Damage? Is it so bad that you can't complete the mission?\If possible, I'd like you to stick to the rotation.\Look, Leader, it really isn't a big...\Quiet!\Juggling the rotation is part of your job, right?\Permit us to return to base. response:	Oh, so you're disobeying orders?
context: One of our planes has sustained damage.\Damage? Is it so bad that you can't complete the mission?\If possible, I'd like you to stick to the rotation.\Look, Leader, it really isn't a big...\Quiet!\Juggling the rotation is part of your job, right?\Permit us to return to base.\Oh, so you're disobeying orders? response:	Lieutenant Hayase, didn't you learn anything in the academy?
context: Damage? Is it so bad that you can't complete the mission?\If possible, I'd like you to stick to the rotation.\Look, Leader, it really isn't a big...\Quiet!\Juggling the rotation is part of your job, right?\Permit us to return to base.\Oh, so you're disobeying orders?\Lieutenant Hayase, didn't you learn anything in the academy? response:	There's no atmosphere out here.
context: If possible, I'd like you to stick to the rotation.\Look, Leader, it really isn't a big...\Quiet!\Juggling the rotation is part of your job, right?\Permit us to return to base.\Oh, so you're disobeying orders?\Lieutenant Hayase, didn't you learn anything in the academy?\There's no atmosphere out here. response:	The slightest amount of damage means the chances of us dying skyrocket!
context: Look, Leader, it really isn't a big...\Quiet!\Juggling the rotation is part of your job, right?\Permit us to return to base.\Oh, so you're disobeying orders?\Lieutenant Hayase, didn't you learn anything in the academy?\There's no atmosphere out here.\The slightest amount of damage means the chances of us dying skyrocket! response:	You're always someplace safe and warm,
context: Quiet!\Juggling the rotation is part of your job, right?\Permit us to return to base.\Oh, so you're disobeying orders?\Lieutenant Hayase, didn't you learn anything in the academy?\There's no atmosphere out here.\The slightest amount of damage means the chances of us dying skyrocket!\You're always someplace safe and warm, response:	so you have no idea how rough it is out here, do you?
context: Juggling the rotation is part of your job, right?\Permit us to return to base.\Oh, so you're disobeying orders?\Lieutenant Hayase, didn't you learn anything in the academy?\There's no atmosphere out here.\The slightest amount of damage means the chances of us dying skyrocket!\You're always someplace safe and warm,\so you have no idea how rough it is out here, do you? response:	You're lecturing me now? When did you get promoted?
context: Permit us to return to base.\Oh, so you're disobeying orders?\Lieutenant Hayase, didn't you learn anything in the academy?\There's no atmosphere out here.\The slightest amount of damage means the chances of us dying skyrocket!\You're always someplace safe and warm,\so you have no idea how rough it is out here, do you?\You're lecturing me now? When did you get promoted? response:	Let it go, Lt. Hayase. This time, Lt. Ichijo's decision is correct.
context: Oh, so you're disobeying orders?\Lieutenant Hayase, didn't you learn anything in the academy?\There's no atmosphere out here.\The slightest amount of damage means the chances of us dying skyrocket!\You're always someplace safe and warm,\so you have no idea how rough it is out here, do you?\You're lecturing me now? When did you get promoted?\Let it go, Lt. Hayase. This time, Lt. Ichijo's decision is correct. response:	Vermillion Team, I'm ordering you back to base.
context: Lieutenant Hayase, didn't you learn anything in the academy?\There's no atmosphere out here.\The slightest amount of damage means the chances of us dying skyrocket!\You're always someplace safe and warm,\so you have no idea how rough it is out here, do you?\You're lecturing me now? When did you get promoted?\Let it go, Lt. Hayase. This time, Lt. Ichijo's decision is correct.\Vermillion Team, I'm ordering you back to base. response:	And Ichijo? You went too far!
context: There's no atmosphere out here.\The slightest amount of damage means the chances of us dying skyrocket!\You're always someplace safe and warm,\so you have no idea how rough it is out here, do you?\You're lecturing me now? When did you get promoted?\Let it go, Lt. Hayase. This time, Lt. Ichijo's decision is correct.\Vermillion Team, I'm ordering you back to base.\And Ichijo? You went too far! response:	Roger.
