context: Piercing through the Macro sky, response:	a thunderbolt strikes the Earth
context: Why aren't you showing some appreciation?\Huh? Oh, yes...\Oh! 1st Lieutenant Hayase!\It looks like the captain has arrived at the stage.\We have fifteen minutes until the ceremony starts.\We might just make it.\I wonder what the captain has been doing this whole time?\Probably out partying, don't you think? response:	He left last night saying something about the Earth Defense Council...
context: Huh? Oh, yes...\Oh! 1st Lieutenant Hayase!\It looks like the captain has arrived at the stage.\We have fifteen minutes until the ceremony starts.\We might just make it.\I wonder what the captain has been doing this whole time?\Probably out partying, don't you think?\He left last night saying something about the Earth Defense Council... response:	That sly old fox!
context: Oh! 1st Lieutenant Hayase!\It looks like the captain has arrived at the stage.\We have fifteen minutes until the ceremony starts.\We might just make it.\I wonder what the captain has been doing this whole time?\Probably out partying, don't you think?\He left last night saying something about the Earth Defense Council...\That sly old fox! response:	Not that you would do anything like...
context: It looks like the captain has arrived at the stage.\We have fifteen minutes until the ceremony starts.\We might just make it.\I wonder what the captain has been doing this whole time?\Probably out partying, don't you think?\He left last night saying something about the Earth Defense Council...\That sly old fox!\Not that you would do anything like... response:	Oh? Whatever do you mean?
context: We have fifteen minutes until the ceremony starts.\We might just make it.\I wonder what the captain has been doing this whole time?\Probably out partying, don't you think?\He left last night saying something about the Earth Defense Council...\That sly old fox!\Not that you would do anything like...\Oh? Whatever do you mean? response:	You and Major Focker came home together this morning.
context: We might just make it.\I wonder what the captain has been doing this whole time?\Probably out partying, don't you think?\He left last night saying something about the Earth Defense Council...\That sly old fox!\Not that you would do anything like...\Oh? Whatever do you mean?\You and Major Focker came home together this morning. response:	He's quite the celebrity around here.
context: I wonder what the captain has been doing this whole time?\Probably out partying, don't you think?\He left last night saying something about the Earth Defense Council...\That sly old fox!\Not that you would do anything like...\Oh? Whatever do you mean?\You and Major Focker came home together this morning.\He's quite the celebrity around here. response:	Staying out all night won't affect my performance.
context: Probably out partying, don't you think?\He left last night saying something about the Earth Defense Council...\That sly old fox!\Not that you would do anything like...\Oh? Whatever do you mean?\You and Major Focker came home together this morning.\He's quite the celebrity around here.\Staying out all night won't affect my performance. response:	You may be fine, but the major has to fly escort for the Macross later!
context: He left last night saying something about the Earth Defense Council...\That sly old fox!\Not that you would do anything like...\Oh? Whatever do you mean?\You and Major Focker came home together this morning.\He's quite the celebrity around here.\Staying out all night won't affect my performance.\You may be fine, but the major has to fly escort for the Macross later! response:	Oh, that man can drink all night and not feel it a bit.
context: That sly old fox!\Not that you would do anything like...\Oh? Whatever do you mean?\You and Major Focker came home together this morning.\He's quite the celebrity around here.\Staying out all night won't affect my performance.\You may be fine, but the major has to fly escort for the Macross later!\Oh, that man can drink all night and not feel it a bit. response:	He always brags about shooting down five fighters in the Unification Wars while hung over.
context: Not that you would do anything like...\Oh? Whatever do you mean?\You and Major Focker came home together this morning.\He's quite the celebrity around here.\Staying out all night won't affect my performance.\You may be fine, but the major has to fly escort for the Macross later!\Oh, that man can drink all night and not feel it a bit.\He always brags about shooting down five fighters in the Unification Wars while hung over. response:	Even so, if something were to happen...
context: Oh? Whatever do you mean?\You and Major Focker came home together this morning.\He's quite the celebrity around here.\Staying out all night won't affect my performance.\You may be fine, but the major has to fly escort for the Macross later!\Oh, that man can drink all night and not feel it a bit.\He always brags about shooting down five fighters in the Unification Wars while hung over.\Even so, if something were to happen... response:	He'll be fine! I guarantee it!
context: You and Major Focker came home together this morning.\He's quite the celebrity around here.\Staying out all night won't affect my performance.\You may be fine, but the major has to fly escort for the Macross later!\Oh, that man can drink all night and not feel it a bit.\He always brags about shooting down five fighters in the Unification Wars while hung over.\Even so, if something were to happen...\He'll be fine! I guarantee it! response:	Or perhaps you'd like to take him off my hands?
context: He's quite the celebrity around here.\Staying out all night won't affect my performance.\You may be fine, but the major has to fly escort for the Macross later!\Oh, that man can drink all night and not feel it a bit.\He always brags about shooting down five fighters in the Unification Wars while hung over.\Even so, if something were to happen...\He'll be fine! I guarantee it!\Or perhaps you'd like to take him off my hands? response:	You can have him! He's all yours!
context: Staying out all night won't affect my performance.\You may be fine, but the major has to fly escort for the Macross later!\Oh, that man can drink all night and not feel it a bit.\He always brags about shooting down five fighters in the Unification Wars while hung over.\Even so, if something were to happen...\He'll be fine! I guarantee it!\Or perhaps you'd like to take him off my hands?\You can have him! He's all yours! response:	Wow! Even OUR 1st Lieutenant is interested in men?!
context: You may be fine, but the major has to fly escort for the Macross later!\Oh, that man can drink all night and not feel it a bit.\He always brags about shooting down five fighters in the Unification Wars while hung over.\Even so, if something were to happen...\He'll be fine! I guarantee it!\Or perhaps you'd like to take him off my hands?\You can have him! He's all yours!\Wow! Even OUR 1st Lieutenant is interested in men?! response:	I had no idea!
context: Oh, that man can drink all night and not feel it a bit.\He always brags about shooting down five fighters in the Unification Wars while hung over.\Even so, if something were to happen...\He'll be fine! I guarantee it!\Or perhaps you'd like to take him off my hands?\You can have him! He's all yours!\Wow! Even OUR 1st Lieutenant is interested in men?!\I had no idea! response:	That's a terrible thing to say!
context: He always brags about shooting down five fighters in the Unification Wars while hung over.\Even so, if something were to happen...\He'll be fine! I guarantee it!\Or perhaps you'd like to take him off my hands?\You can have him! He's all yours!\Wow! Even OUR 1st Lieutenant is interested in men?!\I had no idea!\That's a terrible thing to say! response:	To think, 1st Lieutenant Hayase, the top graduate from the academy, is...
context: Even so, if something were to happen...\He'll be fine! I guarantee it!\Or perhaps you'd like to take him off my hands?\You can have him! He's all yours!\Wow! Even OUR 1st Lieutenant is interested in men?!\I had no idea!\That's a terrible thing to say!\To think, 1st Lieutenant Hayase, the top graduate from the academy, is... response:	Why, you!
context: He'll be fine! I guarantee it!\Or perhaps you'd like to take him off my hands?\You can have him! He's all yours!\Wow! Even OUR 1st Lieutenant is interested in men?!\I had no idea!\That's a terrible thing to say!\To think, 1st Lieutenant Hayase, the top graduate from the academy, is...\Why, you! response:	Look at the screen!
context: Or perhaps you'd like to take him off my hands?\You can have him! He's all yours!\Wow! Even OUR 1st Lieutenant is interested in men?!\I had no idea!\That's a terrible thing to say!\To think, 1st Lieutenant Hayase, the top graduate from the academy, is...\Why, you!\Look at the screen! response:	Small craft approaching on heading 1057, please state your affiliation, over.
context: You can have him! He's all yours!\Wow! Even OUR 1st Lieutenant is interested in men?!\I had no idea!\That's a terrible thing to say!\To think, 1st Lieutenant Hayase, the top graduate from the academy, is...\Why, you!\Look at the screen!\Small craft approaching on heading 1057, please state your affiliation, over. response:	This is Hikaru Ichijo, invitation number 1021. Over.
context: Wow! Even OUR 1st Lieutenant is interested in men?!\I had no idea!\That's a terrible thing to say!\To think, 1st Lieutenant Hayase, the top graduate from the academy, is...\Why, you!\Look at the screen!\Small craft approaching on heading 1057, please state your affiliation, over.\This is Hikaru Ichijo, invitation number 1021. Over. response:	Confirmed. You were invited by Major Focker, I see.
context: I had no idea!\That's a terrible thing to say!\To think, 1st Lieutenant Hayase, the top graduate from the academy, is...\Why, you!\Look at the screen!\Small craft approaching on heading 1057, please state your affiliation, over.\This is Hikaru Ichijo, invitation number 1021. Over.\Confirmed. You were invited by Major Focker, I see. response:	Please proceed along vector 1069, over.
context: That's a terrible thing to say!\To think, 1st Lieutenant Hayase, the top graduate from the academy, is...\Why, you!\Look at the screen!\Small craft approaching on heading 1057, please state your affiliation, over.\This is Hikaru Ichijo, invitation number 1021. Over.\Confirmed. You were invited by Major Focker, I see.\Please proceed along vector 1069, over. response:	Roger!
context: To think, 1st Lieutenant Hayase, the top graduate from the academy, is...\Why, you!\Look at the screen!\Small craft approaching on heading 1057, please state your affiliation, over.\This is Hikaru Ichijo, invitation number 1021. Over.\Confirmed. You were invited by Major Focker, I see.\Please proceed along vector 1069, over.\Roger! response:	We will now present an aerobatics demonstration performed by
context: Why, you!\Look at the screen!\Small craft approaching on heading 1057, please state your affiliation, over.\This is Hikaru Ichijo, invitation number 1021. Over.\Confirmed. You were invited by Major Focker, I see.\Please proceed along vector 1069, over.\Roger!\We will now present an aerobatics demonstration performed by response:	our newest, most powerful fighter: the Valkyrie!
context: Look at the screen!\Small craft approaching on heading 1057, please state your affiliation, over.\This is Hikaru Ichijo, invitation number 1021. Over.\Confirmed. You were invited by Major Focker, I see.\Please proceed along vector 1069, over.\Roger!\We will now present an aerobatics demonstration performed by\our newest, most powerful fighter: the Valkyrie! response:	Commentary will be provided by the Ace of the Unification Wars...Major Roy Focker!
context: Small craft approaching on heading 1057, please state your affiliation, over.\This is Hikaru Ichijo, invitation number 1021. Over.\Confirmed. You were invited by Major Focker, I see.\Please proceed along vector 1069, over.\Roger!\We will now present an aerobatics demonstration performed by\our newest, most powerful fighter: the Valkyrie!\Commentary will be provided by the Ace of the Unification Wars...Major Roy Focker! response:	Please keep your eyes on planes 2 and 4.
context: This is Hikaru Ichijo, invitation number 1021. Over.\Confirmed. You were invited by Major Focker, I see.\Please proceed along vector 1069, over.\Roger!\We will now present an aerobatics demonstration performed by\our newest, most powerful fighter: the Valkyrie!\Commentary will be provided by the Ace of the Unification Wars...Major Roy Focker!\Please keep your eyes on planes 2 and 4. response:	They will pass each other at 950 km/h, only 20 meters above the ground!
context: Confirmed. You were invited by Major Focker, I see.\Please proceed along vector 1069, over.\Roger!\We will now present an aerobatics demonstration performed by\our newest, most powerful fighter: the Valkyrie!\Commentary will be provided by the Ace of the Unification Wars...Major Roy Focker!\Please keep your eyes on planes 2 and 4.\They will pass each other at 950 km/h, only 20 meters above the ground! response:	What's more, the two planes will be just a few meters apart!
context: Please proceed along vector 1069, over.\Roger!\We will now present an aerobatics demonstration performed by\our newest, most powerful fighter: the Valkyrie!\Commentary will be provided by the Ace of the Unification Wars...Major Roy Focker!\Please keep your eyes on planes 2 and 4.\They will pass each other at 950 km/h, only 20 meters above the ground!\What's more, the two planes will be just a few meters apart! response:	Hikaru! It's you, isn't it!
context: Roger!\We will now present an aerobatics demonstration performed by\our newest, most powerful fighter: the Valkyrie!\Commentary will be provided by the Ace of the Unification Wars...Major Roy Focker!\Please keep your eyes on planes 2 and 4.\They will pass each other at 950 km/h, only 20 meters above the ground!\What's more, the two planes will be just a few meters apart!\Hikaru! It's you, isn't it! response:	I know that voice... Sempai!
context: We will now present an aerobatics demonstration performed by\our newest, most powerful fighter: the Valkyrie!\Commentary will be provided by the Ace of the Unification Wars...Major Roy Focker!\Please keep your eyes on planes 2 and 4.\They will pass each other at 950 km/h, only 20 meters above the ground!\What's more, the two planes will be just a few meters apart!\Hikaru! It's you, isn't it!\I know that voice... Sempai! response:	It's been a while! How have you been?
context: our newest, most powerful fighter: the Valkyrie!\Commentary will be provided by the Ace of the Unification Wars...Major Roy Focker!\Please keep your eyes on planes 2 and 4.\They will pass each other at 950 km/h, only 20 meters above the ground!\What's more, the two planes will be just a few meters apart!\Hikaru! It's you, isn't it!\I know that voice... Sempai!\It's been a while! How have you been? response:	How have you been?! What a moron!
context: Commentary will be provided by the Ace of the Unification Wars...Major Roy Focker!\Please keep your eyes on planes 2 and 4.\They will pass each other at 950 km/h, only 20 meters above the ground!\What's more, the two planes will be just a few meters apart!\Hikaru! It's you, isn't it!\I know that voice... Sempai!\It's been a while! How have you been?\How have you been?! What a moron! response:	Hikaru! What the hell are you doing, puttering around up there?!
context: Please keep your eyes on planes 2 and 4.\They will pass each other at 950 km/h, only 20 meters above the ground!\What's more, the two planes will be just a few meters apart!\Hikaru! It's you, isn't it!\I know that voice... Sempai!\It's been a while! How have you been?\How have you been?! What a moron!\Hikaru! What the hell are you doing, puttering around up there?! response:	Huh? That's pretty cold, considering you were the one who sent me the invitation!
context: They will pass each other at 950 km/h, only 20 meters above the ground!\What's more, the two planes will be just a few meters apart!\Hikaru! It's you, isn't it!\I know that voice... Sempai!\It's been a while! How have you been?\How have you been?! What a moron!\Hikaru! What the hell are you doing, puttering around up there?!\Huh? That's pretty cold, considering you were the one who sent me the invitation! response:	Nobody asked you to come buzzing in here in a prop plane!
context: What's more, the two planes will be just a few meters apart!\Hikaru! It's you, isn't it!\I know that voice... Sempai!\It's been a while! How have you been?\How have you been?! What a moron!\Hikaru! What the hell are you doing, puttering around up there?!\Huh? That's pretty cold, considering you were the one who sent me the invitation!\Nobody asked you to come buzzing in here in a prop plane! response:	I'm perfectly safe.
context: Hikaru! It's you, isn't it!\I know that voice... Sempai!\It's been a while! How have you been?\How have you been?! What a moron!\Hikaru! What the hell are you doing, puttering around up there?!\Huh? That's pretty cold, considering you were the one who sent me the invitation!\Nobody asked you to come buzzing in here in a prop plane!\I'm perfectly safe. response:	Safe my ass! Besides, you could never keep up with me, so don't go talking all big!
context: I know that voice... Sempai!\It's been a while! How have you been?\How have you been?! What a moron!\Hikaru! What the hell are you doing, puttering around up there?!\Huh? That's pretty cold, considering you were the one who sent me the invitation!\Nobody asked you to come buzzing in here in a prop plane!\I'm perfectly safe.\Safe my ass! Besides, you could never keep up with me, so don't go talking all big! response:	I won't always be in your shadow, Sempai.
context: It's been a while! How have you been?\How have you been?! What a moron!\Hikaru! What the hell are you doing, puttering around up there?!\Huh? That's pretty cold, considering you were the one who sent me the invitation!\Nobody asked you to come buzzing in here in a prop plane!\I'm perfectly safe.\Safe my ass! Besides, you could never keep up with me, so don't go talking all big!\I won't always be in your shadow, Sempai. response:	Say what?
context: How have you been?! What a moron!\Hikaru! What the hell are you doing, puttering around up there?!\Huh? That's pretty cold, considering you were the one who sent me the invitation!\Nobody asked you to come buzzing in here in a prop plane!\I'm perfectly safe.\Safe my ass! Besides, you could never keep up with me, so don't go talking all big!\I won't always be in your shadow, Sempai.\Say what? response:	That idiot!
context: Hikaru! What the hell are you doing, puttering around up there?!\Huh? That's pretty cold, considering you were the one who sent me the invitation!\Nobody asked you to come buzzing in here in a prop plane!\I'm perfectly safe.\Safe my ass! Besides, you could never keep up with me, so don't go talking all big!\I won't always be in your shadow, Sempai.\Say what?\That idiot! response:	Dammit!
context: Huh? That's pretty cold, considering you were the one who sent me the invitation!\Nobody asked you to come buzzing in here in a prop plane!\I'm perfectly safe.\Safe my ass! Besides, you could never keep up with me, so don't go talking all big!\I won't always be in your shadow, Sempai.\Say what?\That idiot!\Dammit! response:	Sempai!
