context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: J Gotta catch'em all Gotta catch'em all, Pokemon J\As our story continues,\we once again find our friends traveling together on their Pokemon journey\in perfect harmony.\Im not letting you out of my sight, Ash Ketchum,\until you pay for my broken bike.\My bike! My bike! Thats all I ever hear from you.\Right! And my name may be Misty, response:	but Im perfectly clear about what you owe me
context: As our story continues,\we once again find our friends traveling together on their Pokemon journey\in perfect harmony.\Im not letting you out of my sight, Ash Ketchum,\until you pay for my broken bike.\My bike! My bike! Thats all I ever hear from you.\Right! And my name may be Misty,\but Im perfectly clear about what you owe me response:	and youre not going to get away without paying.
context: we once again find our friends traveling together on their Pokemon journey\in perfect harmony.\Im not letting you out of my sight, Ash Ketchum,\until you pay for my broken bike.\My bike! My bike! Thats all I ever hear from you.\Right! And my name may be Misty,\but Im perfectly clear about what you owe me\and youre not going to get away without paying. response:	Maybe if you two had spent less time arguing
context: in perfect harmony.\Im not letting you out of my sight, Ash Ketchum,\until you pay for my broken bike.\My bike! My bike! Thats all I ever hear from you.\Right! And my name may be Misty,\but Im perfectly clear about what you owe me\and youre not going to get away without paying.\Maybe if you two had spent less time arguing response:	and paid more attention to where were going,
context: Im not letting you out of my sight, Ash Ketchum,\until you pay for my broken bike.\My bike! My bike! Thats all I ever hear from you.\Right! And my name may be Misty,\but Im perfectly clear about what you owe me\and youre not going to get away without paying.\Maybe if you two had spent less time arguing\and paid more attention to where were going, response:	wed already be in Vermilion City by now.
context: until you pay for my broken bike.\My bike! My bike! Thats all I ever hear from you.\Right! And my name may be Misty,\but Im perfectly clear about what you owe me\and youre not going to get away without paying.\Maybe if you two had spent less time arguing\and paid more attention to where were going,\wed already be in Vermilion City by now. response:	Come on, were already late. Weve got to start the show.
context: My bike! My bike! Thats all I ever hear from you.\Right! And my name may be Misty,\but Im perfectly clear about what you owe me\and youre not going to get away without paying.\Maybe if you two had spent less time arguing\and paid more attention to where were going,\wed already be in Vermilion City by now.\Come on, were already late. Weve got to start the show. response:	Chu.
context: Right! And my name may be Misty,\but Im perfectly clear about what you owe me\and youre not going to get away without paying.\Maybe if you two had spent less time arguing\and paid more attention to where were going,\wed already be in Vermilion City by now.\Come on, were already late. Weve got to start the show.\Chu. response:	I think we all need a little break.
context: but Im perfectly clear about what you owe me\and youre not going to get away without paying.\Maybe if you two had spent less time arguing\and paid more attention to where were going,\wed already be in Vermilion City by now.\Come on, were already late. Weve got to start the show.\Chu.\I think we all need a little break. response:	Why dont I just throw a little something together?
context: and youre not going to get away without paying.\Maybe if you two had spent less time arguing\and paid more attention to where were going,\wed already be in Vermilion City by now.\Come on, were already late. Weve got to start the show.\Chu.\I think we all need a little break.\Why dont I just throw a little something together? response:	Ah! Theres nothing as satisfying as a cup of 100 Cerulean coffee.
context: Maybe if you two had spent less time arguing\and paid more attention to where were going,\wed already be in Vermilion City by now.\Come on, were already late. Weve got to start the show.\Chu.\I think we all need a little break.\Why dont I just throw a little something together?\Ah! Theres nothing as satisfying as a cup of 100 Cerulean coffee. response:	You kids are too young for this stuff but its really quite good.
context: and paid more attention to where were going,\wed already be in Vermilion City by now.\Come on, were already late. Weve got to start the show.\Chu.\I think we all need a little break.\Why dont I just throw a little something together?\Ah! Theres nothing as satisfying as a cup of 100 Cerulean coffee.\You kids are too young for this stuff but its really quite good. response:	- How about some prune juice? -I think Ill pass.
context: wed already be in Vermilion City by now.\Come on, were already late. Weve got to start the show.\Chu.\I think we all need a little break.\Why dont I just throw a little something together?\Ah! Theres nothing as satisfying as a cup of 100 Cerulean coffee.\You kids are too young for this stuff but its really quite good.\- How about some prune juice? -I think Ill pass. response:	-How about some herbal tea? -You must be kidding.
context: Come on, were already late. Weve got to start the show.\Chu.\I think we all need a little break.\Why dont I just throw a little something together?\Ah! Theres nothing as satisfying as a cup of 100 Cerulean coffee.\You kids are too young for this stuff but its really quite good.\- How about some prune juice? -I think Ill pass.\-How about some herbal tea? -You must be kidding. response:	Not so fast, Ash. I brought my official Pokemon tea set.
context: Chu.\I think we all need a little break.\Why dont I just throw a little something together?\Ah! Theres nothing as satisfying as a cup of 100 Cerulean coffee.\You kids are too young for this stuff but its really quite good.\- How about some prune juice? -I think Ill pass.\-How about some herbal tea? -You must be kidding.\Not so fast, Ash. I brought my official Pokemon tea set. response:	Now, of course, the key to good tea and coffee is good water,
context: I think we all need a little break.\Why dont I just throw a little something together?\Ah! Theres nothing as satisfying as a cup of 100 Cerulean coffee.\You kids are too young for this stuff but its really quite good.\- How about some prune juice? -I think Ill pass.\-How about some herbal tea? -You must be kidding.\Not so fast, Ash. I brought my official Pokemon tea set.\Now, of course, the key to good tea and coffee is good water, response:	and I just happen to have a generous supply of sparkling,
context: Why dont I just throw a little something together?\Ah! Theres nothing as satisfying as a cup of 100 Cerulean coffee.\You kids are too young for this stuff but its really quite good.\- How about some prune juice? -I think Ill pass.\-How about some herbal tea? -You must be kidding.\Not so fast, Ash. I brought my official Pokemon tea set.\Now, of course, the key to good tea and coffee is good water,\and I just happen to have a generous supply of sparkling, response:	delicious Mt. Moon pure spring water.
context: Ah! Theres nothing as satisfying as a cup of 100 Cerulean coffee.\You kids are too young for this stuff but its really quite good.\- How about some prune juice? -I think Ill pass.\-How about some herbal tea? -You must be kidding.\Not so fast, Ash. I brought my official Pokemon tea set.\Now, of course, the key to good tea and coffee is good water,\and I just happen to have a generous supply of sparkling,\delicious Mt. Moon pure spring water. response:	And for the special snack, I have for you some French crepes.
context: You kids are too young for this stuff but its really quite good.\- How about some prune juice? -I think Ill pass.\-How about some herbal tea? -You must be kidding.\Not so fast, Ash. I brought my official Pokemon tea set.\Now, of course, the key to good tea and coffee is good water,\and I just happen to have a generous supply of sparkling,\delicious Mt. Moon pure spring water.\And for the special snack, I have for you some French crepes. response:	I love French things. Theyre so romantic, arent they?
context: - How about some prune juice? -I think Ill pass.\-How about some herbal tea? -You must be kidding.\Not so fast, Ash. I brought my official Pokemon tea set.\Now, of course, the key to good tea and coffee is good water,\and I just happen to have a generous supply of sparkling,\delicious Mt. Moon pure spring water.\And for the special snack, I have for you some French crepes.\I love French things. Theyre so romantic, arent they? response:	All that crunching and slurping is ruining my romantic daydreams.
context: -How about some herbal tea? -You must be kidding.\Not so fast, Ash. I brought my official Pokemon tea set.\Now, of course, the key to good tea and coffee is good water,\and I just happen to have a generous supply of sparkling,\delicious Mt. Moon pure spring water.\And for the special snack, I have for you some French crepes.\I love French things. Theyre so romantic, arent they?\All that crunching and slurping is ruining my romantic daydreams. response:	- Ah, by the way. - Huh?
context: Not so fast, Ash. I brought my official Pokemon tea set.\Now, of course, the key to good tea and coffee is good water,\and I just happen to have a generous supply of sparkling,\delicious Mt. Moon pure spring water.\And for the special snack, I have for you some French crepes.\I love French things. Theyre so romantic, arent they?\All that crunching and slurping is ruining my romantic daydreams.\- Ah, by the way. - Huh? response:	I cant cook crepes and I cant boil water if I dont have a fire!
context: Now, of course, the key to good tea and coffee is good water,\and I just happen to have a generous supply of sparkling,\delicious Mt. Moon pure spring water.\And for the special snack, I have for you some French crepes.\I love French things. Theyre so romantic, arent they?\All that crunching and slurping is ruining my romantic daydreams.\- Ah, by the way. - Huh?\I cant cook crepes and I cant boil water if I dont have a fire! response:	One of you is going to have to go into the forest and carry back some firewood.
context: and I just happen to have a generous supply of sparkling,\delicious Mt. Moon pure spring water.\And for the special snack, I have for you some French crepes.\I love French things. Theyre so romantic, arent they?\All that crunching and slurping is ruining my romantic daydreams.\- Ah, by the way. - Huh?\I cant cook crepes and I cant boil water if I dont have a fire!\One of you is going to have to go into the forest and carry back some firewood. response:	Thats a very excellent idea, Brock,
context: delicious Mt. Moon pure spring water.\And for the special snack, I have for you some French crepes.\I love French things. Theyre so romantic, arent they?\All that crunching and slurping is ruining my romantic daydreams.\- Ah, by the way. - Huh?\I cant cook crepes and I cant boil water if I dont have a fire!\One of you is going to have to go into the forest and carry back some firewood.\Thats a very excellent idea, Brock, response:	and Im willing to sacrifice the excitement of searching for firewood
context: And for the special snack, I have for you some French crepes.\I love French things. Theyre so romantic, arent they?\All that crunching and slurping is ruining my romantic daydreams.\- Ah, by the way. - Huh?\I cant cook crepes and I cant boil water if I dont have a fire!\One of you is going to have to go into the forest and carry back some firewood.\Thats a very excellent idea, Brock,\and Im willing to sacrifice the excitement of searching for firewood response:	to stay here and keep you company.
context: I love French things. Theyre so romantic, arent they?\All that crunching and slurping is ruining my romantic daydreams.\- Ah, by the way. - Huh?\I cant cook crepes and I cant boil water if I dont have a fire!\One of you is going to have to go into the forest and carry back some firewood.\Thats a very excellent idea, Brock,\and Im willing to sacrifice the excitement of searching for firewood\to stay here and keep you company. response:	-Well, I guess that means that... -Yeah, Im going. Uh!
context: All that crunching and slurping is ruining my romantic daydreams.\- Ah, by the way. - Huh?\I cant cook crepes and I cant boil water if I dont have a fire!\One of you is going to have to go into the forest and carry back some firewood.\Thats a very excellent idea, Brock,\and Im willing to sacrifice the excitement of searching for firewood\to stay here and keep you company.\-Well, I guess that means that... -Yeah, Im going. Uh! response:	Here, firewood. Here, firewood.
context: - Ah, by the way. - Huh?\I cant cook crepes and I cant boil water if I dont have a fire!\One of you is going to have to go into the forest and carry back some firewood.\Thats a very excellent idea, Brock,\and Im willing to sacrifice the excitement of searching for firewood\to stay here and keep you company.\-Well, I guess that means that... -Yeah, Im going. Uh!\Here, firewood. Here, firewood. response:	No firewood here, Pikachu. Why do I have to do all the dirty-?
context: I cant cook crepes and I cant boil water if I dont have a fire!\One of you is going to have to go into the forest and carry back some firewood.\Thats a very excellent idea, Brock,\and Im willing to sacrifice the excitement of searching for firewood\to stay here and keep you company.\-Well, I guess that means that... -Yeah, Im going. Uh!\Here, firewood. Here, firewood.\No firewood here, Pikachu. Why do I have to do all the dirty-? response:	-Pika pi. Pikachu. -Hmm?
context: One of you is going to have to go into the forest and carry back some firewood.\Thats a very excellent idea, Brock,\and Im willing to sacrifice the excitement of searching for firewood\to stay here and keep you company.\-Well, I guess that means that... -Yeah, Im going. Uh!\Here, firewood. Here, firewood.\No firewood here, Pikachu. Why do I have to do all the dirty-?\-Pika pi. Pikachu. -Hmm? response:	Hey, looks like a fire.
context: Thats a very excellent idea, Brock,\and Im willing to sacrifice the excitement of searching for firewood\to stay here and keep you company.\-Well, I guess that means that... -Yeah, Im going. Uh!\Here, firewood. Here, firewood.\No firewood here, Pikachu. Why do I have to do all the dirty-?\-Pika pi. Pikachu. -Hmm?\Hey, looks like a fire. response:	All right, whats the name of this one?
context: and Im willing to sacrifice the excitement of searching for firewood\to stay here and keep you company.\-Well, I guess that means that... -Yeah, Im going. Uh!\Here, firewood. Here, firewood.\No firewood here, Pikachu. Why do I have to do all the dirty-?\-Pika pi. Pikachu. -Hmm?\Hey, looks like a fire.\All right, whats the name of this one? response:	Is it a Zubat?
context: to stay here and keep you company.\-Well, I guess that means that... -Yeah, Im going. Uh!\Here, firewood. Here, firewood.\No firewood here, Pikachu. Why do I have to do all the dirty-?\-Pika pi. Pikachu. -Hmm?\Hey, looks like a fire.\All right, whats the name of this one?\Is it a Zubat? response:	Listen, just because its foggy out here
context: -Well, I guess that means that... -Yeah, Im going. Uh!\Here, firewood. Here, firewood.\No firewood here, Pikachu. Why do I have to do all the dirty-?\-Pika pi. Pikachu. -Hmm?\Hey, looks like a fire.\All right, whats the name of this one?\Is it a Zubat?\Listen, just because its foggy out here response:	doesnt mean your brain has to be in a fog.
context: Here, firewood. Here, firewood.\No firewood here, Pikachu. Why do I have to do all the dirty-?\-Pika pi. Pikachu. -Hmm?\Hey, looks like a fire.\All right, whats the name of this one?\Is it a Zubat?\Listen, just because its foggy out here\doesnt mean your brain has to be in a fog. response:	-Its a Pidgey. -Nice guess. You just got lucky.
context: No firewood here, Pikachu. Why do I have to do all the dirty-?\-Pika pi. Pikachu. -Hmm?\Hey, looks like a fire.\All right, whats the name of this one?\Is it a Zubat?\Listen, just because its foggy out here\doesnt mean your brain has to be in a fog.\-Its a Pidgey. -Nice guess. You just got lucky. response:	Okay, now tell us what its special attack is.
context: -Pika pi. Pikachu. -Hmm?\Hey, looks like a fire.\All right, whats the name of this one?\Is it a Zubat?\Listen, just because its foggy out here\doesnt mean your brain has to be in a fog.\-Its a Pidgey. -Nice guess. You just got lucky.\Okay, now tell us what its special attack is. response:	Pidgeys attack is Gust.
context: Hey, looks like a fire.\All right, whats the name of this one?\Is it a Zubat?\Listen, just because its foggy out here\doesnt mean your brain has to be in a fog.\-Its a Pidgey. -Nice guess. You just got lucky.\Okay, now tell us what its special attack is.\Pidgeys attack is Gust. response:	At level 5, Sand Attack. At level 12-
context: All right, whats the name of this one?\Is it a Zubat?\Listen, just because its foggy out here\doesnt mean your brain has to be in a fog.\-Its a Pidgey. -Nice guess. You just got lucky.\Okay, now tell us what its special attack is.\Pidgeys attack is Gust.\At level 5, Sand Attack. At level 12- response:	Everybody knows that. Now can you just tell me at which level Pidgey evolves
context: Is it a Zubat?\Listen, just because its foggy out here\doesnt mean your brain has to be in a fog.\-Its a Pidgey. -Nice guess. You just got lucky.\Okay, now tell us what its special attack is.\Pidgeys attack is Gust.\At level 5, Sand Attack. At level 12-\Everybody knows that. Now can you just tell me at which level Pidgey evolves response:	and whats the name of Pidgeys advanced stage?
context: Listen, just because its foggy out here\doesnt mean your brain has to be in a fog.\-Its a Pidgey. -Nice guess. You just got lucky.\Okay, now tell us what its special attack is.\Pidgeys attack is Gust.\At level 5, Sand Attack. At level 12-\Everybody knows that. Now can you just tell me at which level Pidgey evolves\and whats the name of Pidgeys advanced stage? response:	Um...
context: doesnt mean your brain has to be in a fog.\-Its a Pidgey. -Nice guess. You just got lucky.\Okay, now tell us what its special attack is.\Pidgeys attack is Gust.\At level 5, Sand Attack. At level 12-\Everybody knows that. Now can you just tell me at which level Pidgey evolves\and whats the name of Pidgeys advanced stage?\Um... response:	You better come up with answers quick or youll have to run faster.
context: -Its a Pidgey. -Nice guess. You just got lucky.\Okay, now tell us what its special attack is.\Pidgeys attack is Gust.\At level 5, Sand Attack. At level 12-\Everybody knows that. Now can you just tell me at which level Pidgey evolves\and whats the name of Pidgeys advanced stage?\Um...\You better come up with answers quick or youll have to run faster. response:	-Im sorry. I forgot. -
context: Okay, now tell us what its special attack is.\Pidgeys attack is Gust.\At level 5, Sand Attack. At level 12-\Everybody knows that. Now can you just tell me at which level Pidgey evolves\and whats the name of Pidgeys advanced stage?\Um...\You better come up with answers quick or youll have to run faster.\-Im sorry. I forgot. - response:	You forgot. Huh, and you call yourself a Pokemon Tech student.
context: Pidgeys attack is Gust.\At level 5, Sand Attack. At level 12-\Everybody knows that. Now can you just tell me at which level Pidgey evolves\and whats the name of Pidgeys advanced stage?\Um...\You better come up with answers quick or youll have to run faster.\-Im sorry. I forgot. -\You forgot. Huh, and you call yourself a Pokemon Tech student. response:	Well, we dont want to study with the likes of you.
context: At level 5, Sand Attack. At level 12-\Everybody knows that. Now can you just tell me at which level Pidgey evolves\and whats the name of Pidgeys advanced stage?\Um...\You better come up with answers quick or youll have to run faster.\-Im sorry. I forgot. -\You forgot. Huh, and you call yourself a Pokemon Tech student.\Well, we dont want to study with the likes of you. response:	Im sorry.
context: Everybody knows that. Now can you just tell me at which level Pidgey evolves\and whats the name of Pidgeys advanced stage?\Um...\You better come up with answers quick or youll have to run faster.\-Im sorry. I forgot. -\You forgot. Huh, and you call yourself a Pokemon Tech student.\Well, we dont want to study with the likes of you.\Im sorry. response:	Hey, leave that kid alone. Whats going on here?
context: and whats the name of Pidgeys advanced stage?\Um...\You better come up with answers quick or youll have to run faster.\-Im sorry. I forgot. -\You forgot. Huh, and you call yourself a Pokemon Tech student.\Well, we dont want to study with the likes of you.\Im sorry.\Hey, leave that kid alone. Whats going on here? response:	Theres nothing going on here. Mind your own business.
context: Um...\You better come up with answers quick or youll have to run faster.\-Im sorry. I forgot. -\You forgot. Huh, and you call yourself a Pokemon Tech student.\Well, we dont want to study with the likes of you.\Im sorry.\Hey, leave that kid alone. Whats going on here?\Theres nothing going on here. Mind your own business. response:	This is a private training session.
context: You better come up with answers quick or youll have to run faster.\-Im sorry. I forgot. -\You forgot. Huh, and you call yourself a Pokemon Tech student.\Well, we dont want to study with the likes of you.\Im sorry.\Hey, leave that kid alone. Whats going on here?\Theres nothing going on here. Mind your own business.\This is a private training session. response:	Theres no room in our Pokemon school for losers
context: -Im sorry. I forgot. -\You forgot. Huh, and you call yourself a Pokemon Tech student.\Well, we dont want to study with the likes of you.\Im sorry.\Hey, leave that kid alone. Whats going on here?\Theres nothing going on here. Mind your own business.\This is a private training session.\Theres no room in our Pokemon school for losers response:	who dont even know Pidgeys evolved stage.
context: You forgot. Huh, and you call yourself a Pokemon Tech student.\Well, we dont want to study with the likes of you.\Im sorry.\Hey, leave that kid alone. Whats going on here?\Theres nothing going on here. Mind your own business.\This is a private training session.\Theres no room in our Pokemon school for losers\who dont even know Pidgeys evolved stage. response:	We have to maintain standards.
context: Well, we dont want to study with the likes of you.\Im sorry.\Hey, leave that kid alone. Whats going on here?\Theres nothing going on here. Mind your own business.\This is a private training session.\Theres no room in our Pokemon school for losers\who dont even know Pidgeys evolved stage.\We have to maintain standards. response:	I dont know anything about this school of yours,
context: Im sorry.\Hey, leave that kid alone. Whats going on here?\Theres nothing going on here. Mind your own business.\This is a private training session.\Theres no room in our Pokemon school for losers\who dont even know Pidgeys evolved stage.\We have to maintain standards.\I dont know anything about this school of yours, response:	but if its turning out students like you,
context: Hey, leave that kid alone. Whats going on here?\Theres nothing going on here. Mind your own business.\This is a private training session.\Theres no room in our Pokemon school for losers\who dont even know Pidgeys evolved stage.\We have to maintain standards.\I dont know anything about this school of yours,\but if its turning out students like you, response:	Id have to say the standards are pretty low.
context: Theres nothing going on here. Mind your own business.\This is a private training session.\Theres no room in our Pokemon school for losers\who dont even know Pidgeys evolved stage.\We have to maintain standards.\I dont know anything about this school of yours,\but if its turning out students like you,\Id have to say the standards are pretty low. response:	Thats right, Ash. You tell them. -Misty?
context: This is a private training session.\Theres no room in our Pokemon school for losers\who dont even know Pidgeys evolved stage.\We have to maintain standards.\I dont know anything about this school of yours,\but if its turning out students like you,\Id have to say the standards are pretty low.\Thats right, Ash. You tell them. -Misty? response:	You better stop bullying that kid
context: Theres no room in our Pokemon school for losers\who dont even know Pidgeys evolved stage.\We have to maintain standards.\I dont know anything about this school of yours,\but if its turning out students like you,\Id have to say the standards are pretty low.\Thats right, Ash. You tell them. -Misty?\You better stop bullying that kid response:	or youll have to answer to us, right, Ash?
context: who dont even know Pidgeys evolved stage.\We have to maintain standards.\I dont know anything about this school of yours,\but if its turning out students like you,\Id have to say the standards are pretty low.\Thats right, Ash. You tell them. -Misty?\You better stop bullying that kid\or youll have to answer to us, right, Ash? response:	Misty, you stay out of this. Leave it to me.
context: We have to maintain standards.\I dont know anything about this school of yours,\but if its turning out students like you,\Id have to say the standards are pretty low.\Thats right, Ash. You tell them. -Misty?\You better stop bullying that kid\or youll have to answer to us, right, Ash?\Misty, you stay out of this. Leave it to me. response:	Youre right, Ash. Theres no reason for both of us to get into a fight.
context: I dont know anything about this school of yours,\but if its turning out students like you,\Id have to say the standards are pretty low.\Thats right, Ash. You tell them. -Misty?\You better stop bullying that kid\or youll have to answer to us, right, Ash?\Misty, you stay out of this. Leave it to me.\Youre right, Ash. Theres no reason for both of us to get into a fight. response:	Its very brave of you to take on all five by yourself.
context: but if its turning out students like you,\Id have to say the standards are pretty low.\Thats right, Ash. You tell them. -Misty?\You better stop bullying that kid\or youll have to answer to us, right, Ash?\Misty, you stay out of this. Leave it to me.\Youre right, Ash. Theres no reason for both of us to get into a fight.\Its very brave of you to take on all five by yourself. response:	Ill be here on the sidelines, cheering you on,
context: Id have to say the standards are pretty low.\Thats right, Ash. You tell them. -Misty?\You better stop bullying that kid\or youll have to answer to us, right, Ash?\Misty, you stay out of this. Leave it to me.\Youre right, Ash. Theres no reason for both of us to get into a fight.\Its very brave of you to take on all five by yourself.\Ill be here on the sidelines, cheering you on, response:	waiting to drag your carcass away at the end.
context: Thats right, Ash. You tell them. -Misty?\You better stop bullying that kid\or youll have to answer to us, right, Ash?\Misty, you stay out of this. Leave it to me.\Youre right, Ash. Theres no reason for both of us to get into a fight.\Its very brave of you to take on all five by yourself.\Ill be here on the sidelines, cheering you on,\waiting to drag your carcass away at the end. response:	- Show them youre a man, Ash. -We dont fight.
context: You better stop bullying that kid\or youll have to answer to us, right, Ash?\Misty, you stay out of this. Leave it to me.\Youre right, Ash. Theres no reason for both of us to get into a fight.\Its very brave of you to take on all five by yourself.\Ill be here on the sidelines, cheering you on,\waiting to drag your carcass away at the end.\- Show them youre a man, Ash. -We dont fight. response:	Fighting is for cavemen. This isnt the Stone Age, you know.
context: or youll have to answer to us, right, Ash?\Misty, you stay out of this. Leave it to me.\Youre right, Ash. Theres no reason for both of us to get into a fight.\Its very brave of you to take on all five by yourself.\Ill be here on the sidelines, cheering you on,\waiting to drag your carcass away at the end.\- Show them youre a man, Ash. -We dont fight.\Fighting is for cavemen. This isnt the Stone Age, you know. response:	And if we wasted our time having a fight with a little insect like you,
context: Misty, you stay out of this. Leave it to me.\Youre right, Ash. Theres no reason for both of us to get into a fight.\Its very brave of you to take on all five by yourself.\Ill be here on the sidelines, cheering you on,\waiting to drag your carcass away at the end.\- Show them youre a man, Ash. -We dont fight.\Fighting is for cavemen. This isnt the Stone Age, you know.\And if we wasted our time having a fight with a little insect like you, response:	itd just make Pokemon Tech look really bad.
context: Youre right, Ash. Theres no reason for both of us to get into a fight.\Its very brave of you to take on all five by yourself.\Ill be here on the sidelines, cheering you on,\waiting to drag your carcass away at the end.\- Show them youre a man, Ash. -We dont fight.\Fighting is for cavemen. This isnt the Stone Age, you know.\And if we wasted our time having a fight with a little insect like you,\itd just make Pokemon Tech look really bad. response:	-Well see you back at the Tech, Joe. -Okay.
context: Its very brave of you to take on all five by yourself.\Ill be here on the sidelines, cheering you on,\waiting to drag your carcass away at the end.\- Show them youre a man, Ash. -We dont fight.\Fighting is for cavemen. This isnt the Stone Age, you know.\And if we wasted our time having a fight with a little insect like you,\itd just make Pokemon Tech look really bad.\-Well see you back at the Tech, Joe. -Okay. response:	Hey, maybe you cowards are just afraid to fight someone like me.
context: Ill be here on the sidelines, cheering you on,\waiting to drag your carcass away at the end.\- Show them youre a man, Ash. -We dont fight.\Fighting is for cavemen. This isnt the Stone Age, you know.\And if we wasted our time having a fight with a little insect like you,\itd just make Pokemon Tech look really bad.\-Well see you back at the Tech, Joe. -Okay.\Hey, maybe you cowards are just afraid to fight someone like me. response:	The only thing were afraid of is
context: waiting to drag your carcass away at the end.\- Show them youre a man, Ash. -We dont fight.\Fighting is for cavemen. This isnt the Stone Age, you know.\And if we wasted our time having a fight with a little insect like you,\itd just make Pokemon Tech look really bad.\-Well see you back at the Tech, Joe. -Okay.\Hey, maybe you cowards are just afraid to fight someone like me.\The only thing were afraid of is response:	how badly wed beat a little punk like you.
context: - Show them youre a man, Ash. -We dont fight.\Fighting is for cavemen. This isnt the Stone Age, you know.\And if we wasted our time having a fight with a little insect like you,\itd just make Pokemon Tech look really bad.\-Well see you back at the Tech, Joe. -Okay.\Hey, maybe you cowards are just afraid to fight someone like me.\The only thing were afraid of is\how badly wed beat a little punk like you. response:	Who do those guys think they are?
