context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	Unit 01's interlocking circuit has been cut.
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Unit 01's interlocking circuit has been cut. response:	What about the force eject signal?
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Unit 01's interlocking circuit has been cut.\What about the force eject signal? response:	It's being blocked from the plug side. It's not being accepted.
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Unit 01's interlocking circuit has been cut.\What about the force eject signal?\It's being blocked from the plug side. It's not being accepted. response:	But, Shinji, if we hadn't done that you would have been killed.
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Unit 01's interlocking circuit has been cut.\What about the force eject signal?\It's being blocked from the plug side. It's not being accepted.\But, Shinji, if we hadn't done that you would have been killed. response:	That's not the point.
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Unit 01's interlocking circuit has been cut.\What about the force eject signal?\It's being blocked from the plug side. It's not being accepted.\But, Shinji, if we hadn't done that you would have been killed.\That's not the point. response:	But it is a fact.
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Unit 01's interlocking circuit has been cut.\What about the force eject signal?\It's being blocked from the plug side. It's not being accepted.\But, Shinji, if we hadn't done that you would have been killed.\That's not the point.\But it is a fact. response:	Don't push me anymore.
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Unit 01's interlocking circuit has been cut.\What about the force eject signal?\It's being blocked from the plug side. It's not being accepted.\But, Shinji, if we hadn't done that you would have been killed.\That's not the point.\But it is a fact.\Don't push me anymore. response:	Unit 01 has 185 seconds of power left in its reserves.
context: Unit 01's interlocking circuit has been cut.\What about the force eject signal?\It's being blocked from the plug side. It's not being accepted.\But, Shinji, if we hadn't done that you would have been killed.\That's not the point.\But it is a fact.\Don't push me anymore.\Unit 01 has 185 seconds of power left in its reserves. response:	That's enough to destroy at least half of Headquarters.
context: What about the force eject signal?\It's being blocked from the plug side. It's not being accepted.\But, Shinji, if we hadn't done that you would have been killed.\That's not the point.\But it is a fact.\Don't push me anymore.\Unit 01 has 185 seconds of power left in its reserves.\That's enough to destroy at least half of Headquarters. response:	The way he is right now, he'll do it too.
context: It's being blocked from the plug side. It's not being accepted.\But, Shinji, if we hadn't done that you would have been killed.\That's not the point.\But it is a fact.\Don't push me anymore.\Unit 01 has 185 seconds of power left in its reserves.\That's enough to destroy at least half of Headquarters.\The way he is right now, he'll do it too. response:	Shinji, listen to us!
context: But, Shinji, if we hadn't done that you would have been killed.\That's not the point.\But it is a fact.\Don't push me anymore.\Unit 01 has 185 seconds of power left in its reserves.\That's enough to destroy at least half of Headquarters.\The way he is right now, he'll do it too.\Shinji, listen to us! response:	If Commander Ikari hadn't made that decision,
context: That's not the point.\But it is a fact.\Don't push me anymore.\Unit 01 has 185 seconds of power left in its reserves.\That's enough to destroy at least half of Headquarters.\The way he is right now, he'll do it too.\Shinji, listen to us!\If Commander Ikari hadn't made that decision, response:	everyone could have been killed!
context: But it is a fact.\Don't push me anymore.\Unit 01 has 185 seconds of power left in its reserves.\That's enough to destroy at least half of Headquarters.\The way he is right now, he'll do it too.\Shinji, listen to us!\If Commander Ikari hadn't made that decision,\everyone could have been killed! response:	I said that's not the point!
context: Don't push me anymore.\Unit 01 has 185 seconds of power left in its reserves.\That's enough to destroy at least half of Headquarters.\The way he is right now, he'll do it too.\Shinji, listen to us!\If Commander Ikari hadn't made that decision,\everyone could have been killed!\I said that's not the point! response:	My father...
context: Unit 01 has 185 seconds of power left in its reserves.\That's enough to destroy at least half of Headquarters.\The way he is right now, he'll do it too.\Shinji, listen to us!\If Commander Ikari hadn't made that decision,\everyone could have been killed!\I said that's not the point!\My father... response:	My father tried to kill Toji using my hands!
context: That's enough to destroy at least half of Headquarters.\The way he is right now, he'll do it too.\Shinji, listen to us!\If Commander Ikari hadn't made that decision,\everyone could have been killed!\I said that's not the point!\My father...\My father tried to kill Toji using my hands! response:	That bastard!
context: The way he is right now, he'll do it too.\Shinji, listen to us!\If Commander Ikari hadn't made that decision,\everyone could have been killed!\I said that's not the point!\My father...\My father tried to kill Toji using my hands!\That bastard! response:	Father, you're there, aren't you? Say something! Answer me!
context: Shinji, listen to us!\If Commander Ikari hadn't made that decision,\everyone could have been killed!\I said that's not the point!\My father...\My father tried to kill Toji using my hands!\That bastard!\Father, you're there, aren't you? Say something! Answer me! response:	Increase the pressure of the LCL to maximum.
context: If Commander Ikari hadn't made that decision,\everyone could have been killed!\I said that's not the point!\My father...\My father tried to kill Toji using my hands!\That bastard!\Father, you're there, aren't you? Say something! Answer me!\Increase the pressure of the LCL to maximum. response:	We have no time to waste on a petulant child.
context: everyone could have been killed!\I said that's not the point!\My father...\My father tried to kill Toji using my hands!\That bastard!\Father, you're there, aren't you? Say something! Answer me!\Increase the pressure of the LCL to maximum.\We have no time to waste on a petulant child. response:	I've still got a direct control circuit...
context: I said that's not the point!\My father...\My father tried to kill Toji using my hands!\That bastard!\Father, you're there, aren't you? Say something! Answer me!\Increase the pressure of the LCL to maximum.\We have no time to waste on a petulant child.\I've still got a direct control circuit... response:	Damn! Damn!
context: My father...\My father tried to kill Toji using my hands!\That bastard!\Father, you're there, aren't you? Say something! Answer me!\Increase the pressure of the LCL to maximum.\We have no time to waste on a petulant child.\I've still got a direct control circuit...\Damn! Damn! response:	Damn...
context: My father tried to kill Toji using my hands!\That bastard!\Father, you're there, aren't you? Say something! Answer me!\Increase the pressure of the LCL to maximum.\We have no time to waste on a petulant child.\I've still got a direct control circuit...\Damn! Damn!\Damn... response:	The right breast has been completely dissolved.
context: That bastard!\Father, you're there, aren't you? Say something! Answer me!\Increase the pressure of the LCL to maximum.\We have no time to waste on a petulant child.\I've still got a direct control circuit...\Damn! Damn!\Damn...\The right breast has been completely dissolved. response:	We'll begin cleansing the bodily fluids from Unit 03 on schedule.
context: Father, you're there, aren't you? Say something! Answer me!\Increase the pressure of the LCL to maximum.\We have no time to waste on a petulant child.\I've still got a direct control circuit...\Damn! Damn!\Damn...\The right breast has been completely dissolved.\We'll begin cleansing the bodily fluids from Unit 03 on schedule. response:	Have you recovered?
context: Increase the pressure of the LCL to maximum.\We have no time to waste on a petulant child.\I've still got a direct control circuit...\Damn! Damn!\Damn...\The right breast has been completely dissolved.\We'll begin cleansing the bodily fluids from Unit 03 on schedule.\Have you recovered? response:	I can work. Have you recovered?
context: We have no time to waste on a petulant child.\I've still got a direct control circuit...\Damn! Damn!\Damn...\The right breast has been completely dissolved.\We'll begin cleansing the bodily fluids from Unit 03 on schedule.\Have you recovered?\I can work. Have you recovered? response:	I can work.
context: I've still got a direct control circuit...\Damn! Damn!\Damn...\The right breast has been completely dissolved.\We'll begin cleansing the bodily fluids from Unit 03 on schedule.\Have you recovered?\I can work. Have you recovered?\I can work. response:	I couldn't just lie in bed during an emergency like this.
context: Damn! Damn!\Damn...\The right breast has been completely dissolved.\We'll begin cleansing the bodily fluids from Unit 03 on schedule.\Have you recovered?\I can work. Have you recovered?\I can work.\I couldn't just lie in bed during an emergency like this. response:	So what happened to Shinji?
context: Damn...\The right breast has been completely dissolved.\We'll begin cleansing the bodily fluids from Unit 03 on schedule.\Have you recovered?\I can work. Have you recovered?\I can work.\I couldn't just lie in bed during an emergency like this.\So what happened to Shinji? response:	I understand that they opened the escape hatch with a laser cutter,
context: The right breast has been completely dissolved.\We'll begin cleansing the bodily fluids from Unit 03 on schedule.\Have you recovered?\I can work. Have you recovered?\I can work.\I couldn't just lie in bed during an emergency like this.\So what happened to Shinji?\I understand that they opened the escape hatch with a laser cutter, response:	and removed him forcibly.
context: We'll begin cleansing the bodily fluids from Unit 03 on schedule.\Have you recovered?\I can work. Have you recovered?\I can work.\I couldn't just lie in bed during an emergency like this.\So what happened to Shinji?\I understand that they opened the escape hatch with a laser cutter,\and removed him forcibly. response:	This sucks.
context: Have you recovered?\I can work. Have you recovered?\I can work.\I couldn't just lie in bed during an emergency like this.\So what happened to Shinji?\I understand that they opened the escape hatch with a laser cutter,\and removed him forcibly.\This sucks. response:	This time...
context: I can work. Have you recovered?\I can work.\I couldn't just lie in bed during an emergency like this.\So what happened to Shinji?\I understand that they opened the escape hatch with a laser cutter,\and removed him forcibly.\This sucks.\This time... response:	He's really finished.
context: I can work.\I couldn't just lie in bed during an emergency like this.\So what happened to Shinji?\I understand that they opened the escape hatch with a laser cutter,\and removed him forcibly.\This sucks.\This time...\He's really finished. response:	That idiot won't find a way out this time.
context: I couldn't just lie in bed during an emergency like this.\So what happened to Shinji?\I understand that they opened the escape hatch with a laser cutter,\and removed him forcibly.\This sucks.\This time...\He's really finished.\That idiot won't find a way out this time. response:	How is Ikari?
context: So what happened to Shinji?\I understand that they opened the escape hatch with a laser cutter,\and removed him forcibly.\This sucks.\This time...\He's really finished.\That idiot won't find a way out this time.\How is Ikari? response:	He wasn't injured, so he ought to be okay.
context: I understand that they opened the escape hatch with a laser cutter,\and removed him forcibly.\This sucks.\This time...\He's really finished.\That idiot won't find a way out this time.\How is Ikari?\He wasn't injured, so he ought to be okay. response:	He's probably dreaming away.
context: and removed him forcibly.\This sucks.\This time...\He's really finished.\That idiot won't find a way out this time.\How is Ikari?\He wasn't injured, so he ought to be okay.\He's probably dreaming away. response:	Dreaming?
context: This sucks.\This time...\He's really finished.\That idiot won't find a way out this time.\How is Ikari?\He wasn't injured, so he ought to be okay.\He's probably dreaming away.\Dreaming? response:	Yeah. Don't tell me you don't dream?
context: This time...\He's really finished.\That idiot won't find a way out this time.\How is Ikari?\He wasn't injured, so he ought to be okay.\He's probably dreaming away.\Dreaming?\Yeah. Don't tell me you don't dream? response:	Yeah. Don't tell me you don't dream?
context: He's really finished.\That idiot won't find a way out this time.\How is Ikari?\He wasn't injured, so he ought to be okay.\He's probably dreaming away.\Dreaming?\Yeah. Don't tell me you don't dream?\Yeah. Don't tell me you don't dream? response:	Shinji...
context: That idiot won't find a way out this time.\How is Ikari?\He wasn't injured, so he ought to be okay.\He's probably dreaming away.\Dreaming?\Yeah. Don't tell me you don't dream?\Yeah. Don't tell me you don't dream?\Shinji... response:	Why is he lying here next to me?
context: How is Ikari?\He wasn't injured, so he ought to be okay.\He's probably dreaming away.\Dreaming?\Yeah. Don't tell me you don't dream?\Yeah. Don't tell me you don't dream?\Shinji...\Why is he lying here next to me? response:	Where am I?
context: He wasn't injured, so he ought to be okay.\He's probably dreaming away.\Dreaming?\Yeah. Don't tell me you don't dream?\Yeah. Don't tell me you don't dream?\Shinji...\Why is he lying here next to me?\Where am I? response:	In the same hospital where my sister is, maybe?
context: He's probably dreaming away.\Dreaming?\Yeah. Don't tell me you don't dream?\Yeah. Don't tell me you don't dream?\Shinji...\Why is he lying here next to me?\Where am I?\In the same hospital where my sister is, maybe? response:	Hey, isn't that Shinji and Ayanami?
context: Dreaming?\Yeah. Don't tell me you don't dream?\Yeah. Don't tell me you don't dream?\Shinji...\Why is he lying here next to me?\Where am I?\In the same hospital where my sister is, maybe?\Hey, isn't that Shinji and Ayanami? response:	Ikari, why did you do that?
context: Yeah. Don't tell me you don't dream?\Yeah. Don't tell me you don't dream?\Shinji...\Why is he lying here next to me?\Where am I?\In the same hospital where my sister is, maybe?\Hey, isn't that Shinji and Ayanami?\Ikari, why did you do that? response:	Because I couldn't forgive my father.
context: Yeah. Don't tell me you don't dream?\Shinji...\Why is he lying here next to me?\Where am I?\In the same hospital where my sister is, maybe?\Hey, isn't that Shinji and Ayanami?\Ikari, why did you do that?\Because I couldn't forgive my father. response:	He betrayed me.
context: Shinji...\Why is he lying here next to me?\Where am I?\In the same hospital where my sister is, maybe?\Hey, isn't that Shinji and Ayanami?\Ikari, why did you do that?\Because I couldn't forgive my father.\He betrayed me. response:	Even though I was finally able to talk to him,
context: Why is he lying here next to me?\Where am I?\In the same hospital where my sister is, maybe?\Hey, isn't that Shinji and Ayanami?\Ikari, why did you do that?\Because I couldn't forgive my father.\He betrayed me.\Even though I was finally able to talk to him, response:	he doesn't understand me at all!!
context: Where am I?\In the same hospital where my sister is, maybe?\Hey, isn't that Shinji and Ayanami?\Ikari, why did you do that?\Because I couldn't forgive my father.\He betrayed me.\Even though I was finally able to talk to him,\he doesn't understand me at all!! response:	Did you try to understand your father's feelings?
context: In the same hospital where my sister is, maybe?\Hey, isn't that Shinji and Ayanami?\Ikari, why did you do that?\Because I couldn't forgive my father.\He betrayed me.\Even though I was finally able to talk to him,\he doesn't understand me at all!!\Did you try to understand your father's feelings? response:	I did.
context: Hey, isn't that Shinji and Ayanami?\Ikari, why did you do that?\Because I couldn't forgive my father.\He betrayed me.\Even though I was finally able to talk to him,\he doesn't understand me at all!!\Did you try to understand your father's feelings?\I did. response:	Why don't you try to understand him?
context: Ikari, why did you do that?\Because I couldn't forgive my father.\He betrayed me.\Even though I was finally able to talk to him,\he doesn't understand me at all!!\Did you try to understand your father's feelings?\I did.\Why don't you try to understand him? response:	I said I did!
context: Because I couldn't forgive my father.\He betrayed me.\Even though I was finally able to talk to him,\he doesn't understand me at all!!\Did you try to understand your father's feelings?\I did.\Why don't you try to understand him?\I said I did! response:	You're running away from unpleasant truths.
context: He betrayed me.\Even though I was finally able to talk to him,\he doesn't understand me at all!!\Did you try to understand your father's feelings?\I did.\Why don't you try to understand him?\I said I did!\You're running away from unpleasant truths. response:	Why not?!
context: Even though I was finally able to talk to him,\he doesn't understand me at all!!\Did you try to understand your father's feelings?\I did.\Why don't you try to understand him?\I said I did!\You're running away from unpleasant truths.\Why not?! response:	What's wrong with running away from reality if it sucks?!
context: he doesn't understand me at all!!\Did you try to understand your father's feelings?\I did.\Why don't you try to understand him?\I said I did!\You're running away from unpleasant truths.\Why not?!\What's wrong with running away from reality if it sucks?! response:	What are those two arguing about?
context: Did you try to understand your father's feelings?\I did.\Why don't you try to understand him?\I said I did!\You're running away from unpleasant truths.\Why not?!\What's wrong with running away from reality if it sucks?!\What are those two arguing about? response:	This is an exception. You've got five minutes.
context: I did.\Why don't you try to understand him?\I said I did!\You're running away from unpleasant truths.\Why not?!\What's wrong with running away from reality if it sucks?!\What are those two arguing about?\This is an exception. You've got five minutes. response:	Thank you very much.
context: Why don't you try to understand him?\I said I did!\You're running away from unpleasant truths.\Why not?!\What's wrong with running away from reality if it sucks?!\What are those two arguing about?\This is an exception. You've got five minutes.\Thank you very much. response:	If it isn't the Class Rep...
context: I said I did!\You're running away from unpleasant truths.\Why not?!\What's wrong with running away from reality if it sucks?!\What are those two arguing about?\This is an exception. You've got five minutes.\Thank you very much.\If it isn't the Class Rep... response:	Suzuhara, are you okay?
context: You're running away from unpleasant truths.\Why not?!\What's wrong with running away from reality if it sucks?!\What are those two arguing about?\This is an exception. You've got five minutes.\Thank you very much.\If it isn't the Class Rep...\Suzuhara, are you okay? response:	Well, I'm still alive.
context: Why not?!\What's wrong with running away from reality if it sucks?!\What are those two arguing about?\This is an exception. You've got five minutes.\Thank you very much.\If it isn't the Class Rep...\Suzuhara, are you okay?\Well, I'm still alive. response:	I thought Shinji was here though. Was that just a dream?
context: What's wrong with running away from reality if it sucks?!\What are those two arguing about?\This is an exception. You've got five minutes.\Thank you very much.\If it isn't the Class Rep...\Suzuhara, are you okay?\Well, I'm still alive.\I thought Shinji was here though. Was that just a dream? response:	Ikari was let out yesterday.
context: What are those two arguing about?\This is an exception. You've got five minutes.\Thank you very much.\If it isn't the Class Rep...\Suzuhara, are you okay?\Well, I'm still alive.\I thought Shinji was here though. Was that just a dream?\Ikari was let out yesterday. response:	You've slept for three days, Suzuhara.
context: This is an exception. You've got five minutes.\Thank you very much.\If it isn't the Class Rep...\Suzuhara, are you okay?\Well, I'm still alive.\I thought Shinji was here though. Was that just a dream?\Ikari was let out yesterday.\You've slept for three days, Suzuhara. response:	I did? For three whole days?
context: Thank you very much.\If it isn't the Class Rep...\Suzuhara, are you okay?\Well, I'm still alive.\I thought Shinji was here though. Was that just a dream?\Ikari was let out yesterday.\You've slept for three days, Suzuhara.\I did? For three whole days? response:	Class Rep, did you...
context: If it isn't the Class Rep...\Suzuhara, are you okay?\Well, I'm still alive.\I thought Shinji was here though. Was that just a dream?\Ikari was let out yesterday.\You've slept for three days, Suzuhara.\I did? For three whole days?\Class Rep, did you... response:	No, I came here as the class representative!
context: Suzuhara, are you okay?\Well, I'm still alive.\I thought Shinji was here though. Was that just a dream?\Ikari was let out yesterday.\You've slept for three days, Suzuhara.\I did? For three whole days?\Class Rep, did you...\No, I came here as the class representative! response:	It's an official duty!
context: Well, I'm still alive.\I thought Shinji was here though. Was that just a dream?\Ikari was let out yesterday.\You've slept for three days, Suzuhara.\I did? For three whole days?\Class Rep, did you...\No, I came here as the class representative!\It's an official duty! response:	Yeah, I know that.
context: I thought Shinji was here though. Was that just a dream?\Ikari was let out yesterday.\You've slept for three days, Suzuhara.\I did? For three whole days?\Class Rep, did you...\No, I came here as the class representative!\It's an official duty!\Yeah, I know that. response:	You don't know anything.
context: Ikari was let out yesterday.\You've slept for three days, Suzuhara.\I did? For three whole days?\Class Rep, did you...\No, I came here as the class representative!\It's an official duty!\Yeah, I know that.\You don't know anything. response:	I'm sorry that I didn't get to eat the lunch you made.
context: You've slept for three days, Suzuhara.\I did? For three whole days?\Class Rep, did you...\No, I came here as the class representative!\It's an official duty!\Yeah, I know that.\You don't know anything.\I'm sorry that I didn't get to eat the lunch you made. response:	Don't worry about it.
context: I did? For three whole days?\Class Rep, did you...\No, I came here as the class representative!\It's an official duty!\Yeah, I know that.\You don't know anything.\I'm sorry that I didn't get to eat the lunch you made.\Don't worry about it. response:	But I am sorry that I can't bring you a lunch here, it's not allowed.
context: Class Rep, did you...\No, I came here as the class representative!\It's an official duty!\Yeah, I know that.\You don't know anything.\I'm sorry that I didn't get to eat the lunch you made.\Don't worry about it.\But I am sorry that I can't bring you a lunch here, it's not allowed. response:	Class rep?
context: No, I came here as the class representative!\It's an official duty!\Yeah, I know that.\You don't know anything.\I'm sorry that I didn't get to eat the lunch you made.\Don't worry about it.\But I am sorry that I can't bring you a lunch here, it's not allowed.\Class rep? response:	What?
