context: Ladies and gentlemen, good evening. response:	Poison has taken a beautiful girl and turned her into a sleeping beauty.
context: Papa's here. Now you guys are gonna get it.\Please step aside, Madame.\I think not.\I beg you!\What's the matter? Madame?\Mama! Mama, what's wrong?\What's the matter with me? I don't understand...\Renaud! Get the car! response:	Right!
context: Please step aside, Madame.\I think not.\I beg you!\What's the matter? Madame?\Mama! Mama, what's wrong?\What's the matter with me? I don't understand...\Renaud! Get the car!\Right! response:	Heloise?
context: I think not.\I beg you!\What's the matter? Madame?\Mama! Mama, what's wrong?\What's the matter with me? I don't understand...\Renaud! Get the car!\Right!\Heloise? response:	Heloise!
context: I beg you!\What's the matter? Madame?\Mama! Mama, what's wrong?\What's the matter with me? I don't understand...\Renaud! Get the car!\Right!\Heloise?\Heloise! response:	Get after them! They've taken my daughter!
context: What's the matter? Madame?\Mama! Mama, what's wrong?\What's the matter with me? I don't understand...\Renaud! Get the car!\Right!\Heloise?\Heloise!\Get after them! They've taken my daughter! response:	Catch them!
context: Mama! Mama, what's wrong?\What's the matter with me? I don't understand...\Renaud! Get the car!\Right!\Heloise?\Heloise!\Get after them! They've taken my daughter!\Catch them! response:	C'mon, cut it out!
context: What's the matter with me? I don't understand...\Renaud! Get the car!\Right!\Heloise?\Heloise!\Get after them! They've taken my daughter!\Catch them!\C'mon, cut it out! response:	Here they come!
context: Renaud! Get the car!\Right!\Heloise?\Heloise!\Get after them! They've taken my daughter!\Catch them!\C'mon, cut it out!\Here they come! response:	Damn it! All right, watch this!
context: Right!\Heloise?\Heloise!\Get after them! They've taken my daughter!\Catch them!\C'mon, cut it out!\Here they come!\Damn it! All right, watch this! response:	Renaud?
context: Heloise?\Heloise!\Get after them! They've taken my daughter!\Catch them!\C'mon, cut it out!\Here they come!\Damn it! All right, watch this!\Renaud? response:	Albert! Block the road!
context: Heloise!\Get after them! They've taken my daughter!\Catch them!\C'mon, cut it out!\Here they come!\Damn it! All right, watch this!\Renaud?\Albert! Block the road! response:	Okay, that should do it.
context: Get after them! They've taken my daughter!\Catch them!\C'mon, cut it out!\Here they come!\Damn it! All right, watch this!\Renaud?\Albert! Block the road!\Okay, that should do it. response:	Ow!
context: Catch them!\C'mon, cut it out!\Here they come!\Damn it! All right, watch this!\Renaud?\Albert! Block the road!\Okay, that should do it.\Ow! response:	You're lucky that it wasn't anything serious.
context: C'mon, cut it out!\Here they come!\Damn it! All right, watch this!\Renaud?\Albert! Block the road!\Okay, that should do it.\Ow!\You're lucky that it wasn't anything serious. response:	I wish that you wouldn't worry me so...
context: Here they come!\Damn it! All right, watch this!\Renaud?\Albert! Block the road!\Okay, that should do it.\Ow!\You're lucky that it wasn't anything serious.\I wish that you wouldn't worry me so... response:	Cut that out!
context: Damn it! All right, watch this!\Renaud?\Albert! Block the road!\Okay, that should do it.\Ow!\You're lucky that it wasn't anything serious.\I wish that you wouldn't worry me so...\Cut that out! response:	For one thing, what you guys did is usually referred to as kidnapping!
context: Renaud?\Albert! Block the road!\Okay, that should do it.\Ow!\You're lucky that it wasn't anything serious.\I wish that you wouldn't worry me so...\Cut that out!\For one thing, what you guys did is usually referred to as kidnapping! response:	Like you're one to talk!
context: Albert! Block the road!\Okay, that should do it.\Ow!\You're lucky that it wasn't anything serious.\I wish that you wouldn't worry me so...\Cut that out!\For one thing, what you guys did is usually referred to as kidnapping!\Like you're one to talk! response:	Once people know why we did it, I'm sure they'll understand.
context: Okay, that should do it.\Ow!\You're lucky that it wasn't anything serious.\I wish that you wouldn't worry me so...\Cut that out!\For one thing, what you guys did is usually referred to as kidnapping!\Like you're one to talk!\Once people know why we did it, I'm sure they'll understand. response:	But it's gonna be Monsieur Villefort who tries the case. Right?
context: Ow!\You're lucky that it wasn't anything serious.\I wish that you wouldn't worry me so...\Cut that out!\For one thing, what you guys did is usually referred to as kidnapping!\Like you're one to talk!\Once people know why we did it, I'm sure they'll understand.\But it's gonna be Monsieur Villefort who tries the case. Right? response:	Yeah.
context: You're lucky that it wasn't anything serious.\I wish that you wouldn't worry me so...\Cut that out!\For one thing, what you guys did is usually referred to as kidnapping!\Like you're one to talk!\Once people know why we did it, I'm sure they'll understand.\But it's gonna be Monsieur Villefort who tries the case. Right?\Yeah. response:	The dead man has come back to us!
context: I wish that you wouldn't worry me so...\Cut that out!\For one thing, what you guys did is usually referred to as kidnapping!\Like you're one to talk!\Once people know why we did it, I'm sure they'll understand.\But it's gonna be Monsieur Villefort who tries the case. Right?\Yeah.\The dead man has come back to us! response:	He would never forget what we did, not in a million years.
context: Cut that out!\For one thing, what you guys did is usually referred to as kidnapping!\Like you're one to talk!\Once people know why we did it, I'm sure they'll understand.\But it's gonna be Monsieur Villefort who tries the case. Right?\Yeah.\The dead man has come back to us!\He would never forget what we did, not in a million years. response:	You can't sleep?
context: For one thing, what you guys did is usually referred to as kidnapping!\Like you're one to talk!\Once people know why we did it, I'm sure they'll understand.\But it's gonna be Monsieur Villefort who tries the case. Right?\Yeah.\The dead man has come back to us!\He would never forget what we did, not in a million years.\You can't sleep? response:	No. Today was a terrible day.
context: Like you're one to talk!\Once people know why we did it, I'm sure they'll understand.\But it's gonna be Monsieur Villefort who tries the case. Right?\Yeah.\The dead man has come back to us!\He would never forget what we did, not in a million years.\You can't sleep?\No. Today was a terrible day. response:	Where did you go this morning?
context: Once people know why we did it, I'm sure they'll understand.\But it's gonna be Monsieur Villefort who tries the case. Right?\Yeah.\The dead man has come back to us!\He would never forget what we did, not in a million years.\You can't sleep?\No. Today was a terrible day.\Where did you go this morning? response:	The funeral of someone I know.
context: But it's gonna be Monsieur Villefort who tries the case. Right?\Yeah.\The dead man has come back to us!\He would never forget what we did, not in a million years.\You can't sleep?\No. Today was a terrible day.\Where did you go this morning?\The funeral of someone I know. response:	Don't try to hide it from me. A letter from Edmond came this morning, right?
context: Yeah.\The dead man has come back to us!\He would never forget what we did, not in a million years.\You can't sleep?\No. Today was a terrible day.\Where did you go this morning?\The funeral of someone I know.\Don't try to hide it from me. A letter from Edmond came this morning, right? response:	How did you know about that?
context: The dead man has come back to us!\He would never forget what we did, not in a million years.\You can't sleep?\No. Today was a terrible day.\Where did you go this morning?\The funeral of someone I know.\Don't try to hide it from me. A letter from Edmond came this morning, right?\How did you know about that? response:	Tell me what this is all about.
context: He would never forget what we did, not in a million years.\You can't sleep?\No. Today was a terrible day.\Where did you go this morning?\The funeral of someone I know.\Don't try to hide it from me. A letter from Edmond came this morning, right?\How did you know about that?\Tell me what this is all about. response:	It was just a tasteless prank.
context: You can't sleep?\No. Today was a terrible day.\Where did you go this morning?\The funeral of someone I know.\Don't try to hide it from me. A letter from Edmond came this morning, right?\How did you know about that?\Tell me what this is all about.\It was just a tasteless prank. response:	Why would anyone use that name for a prank?
context: No. Today was a terrible day.\Where did you go this morning?\The funeral of someone I know.\Don't try to hide it from me. A letter from Edmond came this morning, right?\How did you know about that?\Tell me what this is all about.\It was just a tasteless prank.\Why would anyone use that name for a prank? response:	I have no idea!
context: Where did you go this morning?\The funeral of someone I know.\Don't try to hide it from me. A letter from Edmond came this morning, right?\How did you know about that?\Tell me what this is all about.\It was just a tasteless prank.\Why would anyone use that name for a prank?\I have no idea! response:	Edmond was accused of treason and died in the far reaches of space, didn't he?
context: The funeral of someone I know.\Don't try to hide it from me. A letter from Edmond came this morning, right?\How did you know about that?\Tell me what this is all about.\It was just a tasteless prank.\Why would anyone use that name for a prank?\I have no idea!\Edmond was accused of treason and died in the far reaches of space, didn't he? response:	Isn't that what happened?
context: Don't try to hide it from me. A letter from Edmond came this morning, right?\How did you know about that?\Tell me what this is all about.\It was just a tasteless prank.\Why would anyone use that name for a prank?\I have no idea!\Edmond was accused of treason and died in the far reaches of space, didn't he?\Isn't that what happened? response:	Do you know anything else?
context: How did you know about that?\Tell me what this is all about.\It was just a tasteless prank.\Why would anyone use that name for a prank?\I have no idea!\Edmond was accused of treason and died in the far reaches of space, didn't he?\Isn't that what happened?\Do you know anything else? response:	Please, Fernand, tell me.
context: Tell me what this is all about.\It was just a tasteless prank.\Why would anyone use that name for a prank?\I have no idea!\Edmond was accused of treason and died in the far reaches of space, didn't he?\Isn't that what happened?\Do you know anything else?\Please, Fernand, tell me. response:	He's dead and gone.
context: It was just a tasteless prank.\Why would anyone use that name for a prank?\I have no idea!\Edmond was accused of treason and died in the far reaches of space, didn't he?\Isn't that what happened?\Do you know anything else?\Please, Fernand, tell me.\He's dead and gone. response:	You're hiding something from me.
context: Why would anyone use that name for a prank?\I have no idea!\Edmond was accused of treason and died in the far reaches of space, didn't he?\Isn't that what happened?\Do you know anything else?\Please, Fernand, tell me.\He's dead and gone.\You're hiding something from me. response:	The man is dead! I'm not hiding anything.
context: I have no idea!\Edmond was accused of treason and died in the far reaches of space, didn't he?\Isn't that what happened?\Do you know anything else?\Please, Fernand, tell me.\He's dead and gone.\You're hiding something from me.\The man is dead! I'm not hiding anything. response:	He died in prison!
context: Edmond was accused of treason and died in the far reaches of space, didn't he?\Isn't that what happened?\Do you know anything else?\Please, Fernand, tell me.\He's dead and gone.\You're hiding something from me.\The man is dead! I'm not hiding anything.\He died in prison! response:	You still can't forget what happened 20 years ago?!
context: Isn't that what happened?\Do you know anything else?\Please, Fernand, tell me.\He's dead and gone.\You're hiding something from me.\The man is dead! I'm not hiding anything.\He died in prison!\You still can't forget what happened 20 years ago?! response:	Am I right?! Have you been thinking about that man every day for the past 20 years?!
context: Do you know anything else?\Please, Fernand, tell me.\He's dead and gone.\You're hiding something from me.\The man is dead! I'm not hiding anything.\He died in prison!\You still can't forget what happened 20 years ago?!\Am I right?! Have you been thinking about that man every day for the past 20 years?! response:	Are you still in love with him?!
context: Please, Fernand, tell me.\He's dead and gone.\You're hiding something from me.\The man is dead! I'm not hiding anything.\He died in prison!\You still can't forget what happened 20 years ago?!\Am I right?! Have you been thinking about that man every day for the past 20 years?!\Are you still in love with him?! response:	It was only because I was told that he was dead that l...
context: He's dead and gone.\You're hiding something from me.\The man is dead! I'm not hiding anything.\He died in prison!\You still can't forget what happened 20 years ago?!\Am I right?! Have you been thinking about that man every day for the past 20 years?!\Are you still in love with him?!\It was only because I was told that he was dead that l... response:	You only did what because you were told he was dead?
context: You're hiding something from me.\The man is dead! I'm not hiding anything.\He died in prison!\You still can't forget what happened 20 years ago?!\Am I right?! Have you been thinking about that man every day for the past 20 years?!\Are you still in love with him?!\It was only because I was told that he was dead that l...\You only did what because you were told he was dead? response:	You were told he was dead, so you gave up on him and married me instead?
context: The man is dead! I'm not hiding anything.\He died in prison!\You still can't forget what happened 20 years ago?!\Am I right?! Have you been thinking about that man every day for the past 20 years?!\Are you still in love with him?!\It was only because I was told that he was dead that l...\You only did what because you were told he was dead?\You were told he was dead, so you gave up on him and married me instead? response:	Did you?!
context: He died in prison!\You still can't forget what happened 20 years ago?!\Am I right?! Have you been thinking about that man every day for the past 20 years?!\Are you still in love with him?!\It was only because I was told that he was dead that l...\You only did what because you were told he was dead?\You were told he was dead, so you gave up on him and married me instead?\Did you?! response:	Stop it.
context: You still can't forget what happened 20 years ago?!\Am I right?! Have you been thinking about that man every day for the past 20 years?!\Are you still in love with him?!\It was only because I was told that he was dead that l...\You only did what because you were told he was dead?\You were told he was dead, so you gave up on him and married me instead?\Did you?!\Stop it. response:	Mercedes...
context: Am I right?! Have you been thinking about that man every day for the past 20 years?!\Are you still in love with him?!\It was only because I was told that he was dead that l...\You only did what because you were told he was dead?\You were told he was dead, so you gave up on him and married me instead?\Did you?!\Stop it.\Mercedes... response:	Mercedes...
context: Are you still in love with him?!\It was only because I was told that he was dead that l...\You only did what because you were told he was dead?\You were told he was dead, so you gave up on him and married me instead?\Did you?!\Stop it.\Mercedes...\Mercedes... response:	Mercedes!
context: It was only because I was told that he was dead that l...\You only did what because you were told he was dead?\You were told he was dead, so you gave up on him and married me instead?\Did you?!\Stop it.\Mercedes...\Mercedes...\Mercedes! response:	The crime lab determined that the cause was a poison.
context: You only did what because you were told he was dead?\You were told he was dead, so you gave up on him and married me instead?\Did you?!\Stop it.\Mercedes...\Mercedes...\Mercedes!\The crime lab determined that the cause was a poison. response:	It's a botanical toxin of some sort. We're working as fast as we can to identify it.
context: You were told he was dead, so you gave up on him and married me instead?\Did you?!\Stop it.\Mercedes...\Mercedes...\Mercedes!\The crime lab determined that the cause was a poison.\It's a botanical toxin of some sort. We're working as fast as we can to identify it. response:	I see.
context: Did you?!\Stop it.\Mercedes...\Mercedes...\Mercedes!\The crime lab determined that the cause was a poison.\It's a botanical toxin of some sort. We're working as fast as we can to identify it.\I see. response:	Your Honor, I suggest that you exercise extreme caution.
context: Stop it.\Mercedes...\Mercedes...\Mercedes!\The crime lab determined that the cause was a poison.\It's a botanical toxin of some sort. We're working as fast as we can to identify it.\I see.\Your Honor, I suggest that you exercise extreme caution. response:	The culprit might still be in this house.
context: Mercedes...\Mercedes...\Mercedes!\The crime lab determined that the cause was a poison.\It's a botanical toxin of some sort. We're working as fast as we can to identify it.\I see.\Your Honor, I suggest that you exercise extreme caution.\The culprit might still be in this house. response:	I've already dismissed all the servants.
context: Mercedes...\Mercedes!\The crime lab determined that the cause was a poison.\It's a botanical toxin of some sort. We're working as fast as we can to identify it.\I see.\Your Honor, I suggest that you exercise extreme caution.\The culprit might still be in this house.\I've already dismissed all the servants. response:	You don't need to worry about me.
context: Mercedes!\The crime lab determined that the cause was a poison.\It's a botanical toxin of some sort. We're working as fast as we can to identify it.\I see.\Your Honor, I suggest that you exercise extreme caution.\The culprit might still be in this house.\I've already dismissed all the servants.\You don't need to worry about me. response:	But sir...
context: The crime lab determined that the cause was a poison.\It's a botanical toxin of some sort. We're working as fast as we can to identify it.\I see.\Your Honor, I suggest that you exercise extreme caution.\The culprit might still be in this house.\I've already dismissed all the servants.\You don't need to worry about me.\But sir... response:	There are two things that you must do.
context: It's a botanical toxin of some sort. We're working as fast as we can to identify it.\I see.\Your Honor, I suggest that you exercise extreme caution.\The culprit might still be in this house.\I've already dismissed all the servants.\You don't need to worry about me.\But sir...\There are two things that you must do. response:	The first is to prevent news of this from leaking out to the public.
context: I see.\Your Honor, I suggest that you exercise extreme caution.\The culprit might still be in this house.\I've already dismissed all the servants.\You don't need to worry about me.\But sir...\There are two things that you must do.\The first is to prevent news of this from leaking out to the public. response:	The second is my daughter. Find out where my daughter is without delay!
context: Your Honor, I suggest that you exercise extreme caution.\The culprit might still be in this house.\I've already dismissed all the servants.\You don't need to worry about me.\But sir...\There are two things that you must do.\The first is to prevent news of this from leaking out to the public.\The second is my daughter. Find out where my daughter is without delay! response:	The search team arrived in Marseilles this morning.
context: The culprit might still be in this house.\I've already dismissed all the servants.\You don't need to worry about me.\But sir...\There are two things that you must do.\The first is to prevent news of this from leaking out to the public.\The second is my daughter. Find out where my daughter is without delay!\The search team arrived in Marseilles this morning. response:	They will probably locate her by the end of the day.
context: I've already dismissed all the servants.\You don't need to worry about me.\But sir...\There are two things that you must do.\The first is to prevent news of this from leaking out to the public.\The second is my daughter. Find out where my daughter is without delay!\The search team arrived in Marseilles this morning.\They will probably locate her by the end of the day. response:	Notify me when you find her.
context: You don't need to worry about me.\But sir...\There are two things that you must do.\The first is to prevent news of this from leaking out to the public.\The second is my daughter. Find out where my daughter is without delay!\The search team arrived in Marseilles this morning.\They will probably locate her by the end of the day.\Notify me when you find her. response:	An arrest warrant is standing by.
context: But sir...\There are two things that you must do.\The first is to prevent news of this from leaking out to the public.\The second is my daughter. Find out where my daughter is without delay!\The search team arrived in Marseilles this morning.\They will probably locate her by the end of the day.\Notify me when you find her.\An arrest warrant is standing by. response:	No, just pinpoint where they are.
context: There are two things that you must do.\The first is to prevent news of this from leaking out to the public.\The second is my daughter. Find out where my daughter is without delay!\The search team arrived in Marseilles this morning.\They will probably locate her by the end of the day.\Notify me when you find her.\An arrest warrant is standing by.\No, just pinpoint where they are. response:	Leave them at large for the time being.
context: The first is to prevent news of this from leaking out to the public.\The second is my daughter. Find out where my daughter is without delay!\The search team arrived in Marseilles this morning.\They will probably locate her by the end of the day.\Notify me when you find her.\An arrest warrant is standing by.\No, just pinpoint where they are.\Leave them at large for the time being. response:	Yes, sir.
context: The second is my daughter. Find out where my daughter is without delay!\The search team arrived in Marseilles this morning.\They will probably locate her by the end of the day.\Notify me when you find her.\An arrest warrant is standing by.\No, just pinpoint where they are.\Leave them at large for the time being.\Yes, sir. response:	Franz?
context: The search team arrived in Marseilles this morning.\They will probably locate her by the end of the day.\Notify me when you find her.\An arrest warrant is standing by.\No, just pinpoint where they are.\Leave them at large for the time being.\Yes, sir.\Franz? response:	What's the matter?
context: They will probably locate her by the end of the day.\Notify me when you find her.\An arrest warrant is standing by.\No, just pinpoint where they are.\Leave them at large for the time being.\Yes, sir.\Franz?\What's the matter? response:	I wasn't expecting you to be here, either.
context: Notify me when you find her.\An arrest warrant is standing by.\No, just pinpoint where they are.\Leave them at large for the time being.\Yes, sir.\Franz?\What's the matter?\I wasn't expecting you to be here, either. response:	Is there a reason that you don't want to go home?
context: An arrest warrant is standing by.\No, just pinpoint where they are.\Leave them at large for the time being.\Yes, sir.\Franz?\What's the matter?\I wasn't expecting you to be here, either.\Is there a reason that you don't want to go home? response:	Not really.
context: No, just pinpoint where they are.\Leave them at large for the time being.\Yes, sir.\Franz?\What's the matter?\I wasn't expecting you to be here, either.\Is there a reason that you don't want to go home?\Not really. response:	Want to read this letter?
context: Leave them at large for the time being.\Yes, sir.\Franz?\What's the matter?\I wasn't expecting you to be here, either.\Is there a reason that you don't want to go home?\Not really.\Want to read this letter? response:	Who's it from?
context: Yes, sir.\Franz?\What's the matter?\I wasn't expecting you to be here, either.\Is there a reason that you don't want to go home?\Not really.\Want to read this letter?\Who's it from? response:	Maximilien?
context: Franz?\What's the matter?\I wasn't expecting you to be here, either.\Is there a reason that you don't want to go home?\Not really.\Want to read this letter?\Who's it from?\Maximilien? response:	The guy sure has neat handwriting.
context: What's the matter?\I wasn't expecting you to be here, either.\Is there a reason that you don't want to go home?\Not really.\Want to read this letter?\Who's it from?\Maximilien?\The guy sure has neat handwriting. response:	Yeah, as opposed to you.
context: I wasn't expecting you to be here, either.\Is there a reason that you don't want to go home?\Not really.\Want to read this letter?\Who's it from?\Maximilien?\The guy sure has neat handwriting.\Yeah, as opposed to you. response:	You're pushing it.
context: Is there a reason that you don't want to go home?\Not really.\Want to read this letter?\Who's it from?\Maximilien?\The guy sure has neat handwriting.\Yeah, as opposed to you.\You're pushing it. response:	So I guess he made it to Marseilles safely.
context: Not really.\Want to read this letter?\Who's it from?\Maximilien?\The guy sure has neat handwriting.\Yeah, as opposed to you.\You're pushing it.\So I guess he made it to Marseilles safely. response:	Right about now, I bet he's freaking out over what he's done.
context: Want to read this letter?\Who's it from?\Maximilien?\The guy sure has neat handwriting.\Yeah, as opposed to you.\You're pushing it.\So I guess he made it to Marseilles safely.\Right about now, I bet he's freaking out over what he's done. response:	That's very possible.
context: Who's it from?\Maximilien?\The guy sure has neat handwriting.\Yeah, as opposed to you.\You're pushing it.\So I guess he made it to Marseilles safely.\Right about now, I bet he's freaking out over what he's done.\That's very possible. response:	Say...
context: Maximilien?\The guy sure has neat handwriting.\Yeah, as opposed to you.\You're pushing it.\So I guess he made it to Marseilles safely.\Right about now, I bet he's freaking out over what he's done.\That's very possible.\Say... response:	What kind of person is Valentine's current mother? What's Madame Heloise like?
context: The guy sure has neat handwriting.\Yeah, as opposed to you.\You're pushing it.\So I guess he made it to Marseilles safely.\Right about now, I bet he's freaking out over what he's done.\That's very possible.\Say...\What kind of person is Valentine's current mother? What's Madame Heloise like? response:	What do you mean? She's young, and beautiful, and intelligent.
context: Yeah, as opposed to you.\You're pushing it.\So I guess he made it to Marseilles safely.\Right about now, I bet he's freaking out over what he's done.\That's very possible.\Say...\What kind of person is Valentine's current mother? What's Madame Heloise like?\What do you mean? She's young, and beautiful, and intelligent. response:	Yeah, she is, isn't she? That's what I thought, too.
context: You're pushing it.\So I guess he made it to Marseilles safely.\Right about now, I bet he's freaking out over what he's done.\That's very possible.\Say...\What kind of person is Valentine's current mother? What's Madame Heloise like?\What do you mean? She's young, and beautiful, and intelligent.\Yeah, she is, isn't she? That's what I thought, too. response:	Albert, mind if I ask you something?
context: So I guess he made it to Marseilles safely.\Right about now, I bet he's freaking out over what he's done.\That's very possible.\Say...\What kind of person is Valentine's current mother? What's Madame Heloise like?\What do you mean? She's young, and beautiful, and intelligent.\Yeah, she is, isn't she? That's what I thought, too.\Albert, mind if I ask you something? response:	Like what?
context: Right about now, I bet he's freaking out over what he's done.\That's very possible.\Say...\What kind of person is Valentine's current mother? What's Madame Heloise like?\What do you mean? She's young, and beautiful, and intelligent.\Yeah, she is, isn't she? That's what I thought, too.\Albert, mind if I ask you something?\Like what? response:	You said that you saw Madame Villefort and the Count in the greenhouse, right?
context: That's very possible.\Say...\What kind of person is Valentine's current mother? What's Madame Heloise like?\What do you mean? She's young, and beautiful, and intelligent.\Yeah, she is, isn't she? That's what I thought, too.\Albert, mind if I ask you something?\Like what?\You said that you saw Madame Villefort and the Count in the greenhouse, right? response:	What about it?
context: Say...\What kind of person is Valentine's current mother? What's Madame Heloise like?\What do you mean? She's young, and beautiful, and intelligent.\Yeah, she is, isn't she? That's what I thought, too.\Albert, mind if I ask you something?\Like what?\You said that you saw Madame Villefort and the Count in the greenhouse, right?\What about it? response:	Ever since you told me about it back at Auteuil, it's been nagging at me. That means...
context: What kind of person is Valentine's current mother? What's Madame Heloise like?\What do you mean? She's young, and beautiful, and intelligent.\Yeah, she is, isn't she? That's what I thought, too.\Albert, mind if I ask you something?\Like what?\You said that you saw Madame Villefort and the Count in the greenhouse, right?\What about it?\Ever since you told me about it back at Auteuil, it's been nagging at me. That means... response:	What're you getting at?
context: What do you mean? She's young, and beautiful, and intelligent.\Yeah, she is, isn't she? That's what I thought, too.\Albert, mind if I ask you something?\Like what?\You said that you saw Madame Villefort and the Count in the greenhouse, right?\What about it?\Ever since you told me about it back at Auteuil, it's been nagging at me. That means...\What're you getting at? response:	Why did the Count happen to pick her to have an affair with?
context: Yeah, she is, isn't she? That's what I thought, too.\Albert, mind if I ask you something?\Like what?\You said that you saw Madame Villefort and the Count in the greenhouse, right?\What about it?\Ever since you told me about it back at Auteuil, it's been nagging at me. That means...\What're you getting at?\Why did the Count happen to pick her to have an affair with? response:	I have to think he targeted her specifically and made his move on her.
context: Albert, mind if I ask you something?\Like what?\You said that you saw Madame Villefort and the Count in the greenhouse, right?\What about it?\Ever since you told me about it back at Auteuil, it's been nagging at me. That means...\What're you getting at?\Why did the Count happen to pick her to have an affair with?\I have to think he targeted her specifically and made his move on her. response:	And anyway, how is it that he could take one look at your symptoms...
context: Like what?\You said that you saw Madame Villefort and the Count in the greenhouse, right?\What about it?\Ever since you told me about it back at Auteuil, it's been nagging at me. That means...\What're you getting at?\Why did the Count happen to pick her to have an affair with?\I have to think he targeted her specifically and made his move on her.\And anyway, how is it that he could take one look at your symptoms... response:	Wait a minute, are you implying that the Count is the one behind all this?!
context: You said that you saw Madame Villefort and the Count in the greenhouse, right?\What about it?\Ever since you told me about it back at Auteuil, it's been nagging at me. That means...\What're you getting at?\Why did the Count happen to pick her to have an affair with?\I have to think he targeted her specifically and made his move on her.\And anyway, how is it that he could take one look at your symptoms...\Wait a minute, are you implying that the Count is the one behind all this?! response:	I can't believe that, not for a minute!
context: What about it?\Ever since you told me about it back at Auteuil, it's been nagging at me. That means...\What're you getting at?\Why did the Count happen to pick her to have an affair with?\I have to think he targeted her specifically and made his move on her.\And anyway, how is it that he could take one look at your symptoms...\Wait a minute, are you implying that the Count is the one behind all this?!\I can't believe that, not for a minute! response:	If it weren't for the Count, I might not be standing here today!
context: Ever since you told me about it back at Auteuil, it's been nagging at me. That means...\What're you getting at?\Why did the Count happen to pick her to have an affair with?\I have to think he targeted her specifically and made his move on her.\And anyway, how is it that he could take one look at your symptoms...\Wait a minute, are you implying that the Count is the one behind all this?!\I can't believe that, not for a minute!\If it weren't for the Count, I might not be standing here today! response:	Listen, Albert. Even if you looked all over Paris,
context: What're you getting at?\Why did the Count happen to pick her to have an affair with?\I have to think he targeted her specifically and made his move on her.\And anyway, how is it that he could take one look at your symptoms...\Wait a minute, are you implying that the Count is the one behind all this?!\I can't believe that, not for a minute!\If it weren't for the Count, I might not be standing here today!\Listen, Albert. Even if you looked all over Paris, response:	Not even doctors would!
context: Why did the Count happen to pick her to have an affair with?\I have to think he targeted her specifically and made his move on her.\And anyway, how is it that he could take one look at your symptoms...\Wait a minute, are you implying that the Count is the one behind all this?!\I can't believe that, not for a minute!\If it weren't for the Count, I might not be standing here today!\Listen, Albert. Even if you looked all over Paris,\Not even doctors would! response:	Were you able to save me, then? You couldn't do a thing to help, am I right?!
