context: hajimete no kimochi my first feelings response:	shonbori no mune ni upon my downhearted chest
context: kowareru omoiwa these trembling feelings are\maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe response:	Wind flower
context: maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Wind flower response:	I thought about moving out of the house.
context: sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Wind flower\I thought about moving out of the house. response:	I love you, brother.
context: soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Wind flower\I thought about moving out of the house.\I love you, brother. response:	She's cute.
context: tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Wind flower\I thought about moving out of the house.\I love you, brother.\She's cute. response:	Honestly, she's a lot of trouble, but I can't leave her alone.
context: bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Wind flower\I thought about moving out of the house.\I love you, brother.\She's cute.\Honestly, she's a lot of trouble, but I can't leave her alone. response:	Where?
context: kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Wind flower\I thought about moving out of the house.\I love you, brother.\She's cute.\Honestly, she's a lot of trouble, but I can't leave her alone.\Where? response:	I was feeling constrained by forcing myself to think that she is my younger sister.
context: ikiga tomarisou desu I can't breathe\Wind flower\I thought about moving out of the house.\I love you, brother.\She's cute.\Honestly, she's a lot of trouble, but I can't leave her alone.\Where?\I was feeling constrained by forcing myself to think that she is my younger sister. response:	That guy with the black jersey.
context: Wind flower\I thought about moving out of the house.\I love you, brother.\She's cute.\Honestly, she's a lot of trouble, but I can't leave her alone.\Where?\I was feeling constrained by forcing myself to think that she is my younger sister.\That guy with the black jersey. response:	Eh, where?
context: I thought about moving out of the house.\I love you, brother.\She's cute.\Honestly, she's a lot of trouble, but I can't leave her alone.\Where?\I was feeling constrained by forcing myself to think that she is my younger sister.\That guy with the black jersey.\Eh, where? response:	Isn't he cute?
context: I love you, brother.\She's cute.\Honestly, she's a lot of trouble, but I can't leave her alone.\Where?\I was feeling constrained by forcing myself to think that she is my younger sister.\That guy with the black jersey.\Eh, where?\Isn't he cute? response:	I can't tell; he's too far away.
context: She's cute.\Honestly, she's a lot of trouble, but I can't leave her alone.\Where?\I was feeling constrained by forcing myself to think that she is my younger sister.\That guy with the black jersey.\Eh, where?\Isn't he cute?\I can't tell; he's too far away. response:	Didn't he just look this way?
context: Honestly, she's a lot of trouble, but I can't leave her alone.\Where?\I was feeling constrained by forcing myself to think that she is my younger sister.\That guy with the black jersey.\Eh, where?\Isn't he cute?\I can't tell; he's too far away.\Didn't he just look this way? response:	You don't mean that second year, do you?
context: Where?\I was feeling constrained by forcing myself to think that she is my younger sister.\That guy with the black jersey.\Eh, where?\Isn't he cute?\I can't tell; he's too far away.\Didn't he just look this way?\You don't mean that second year, do you? response:	He's famous for having a girlfriend who is in college.
context: I was feeling constrained by forcing myself to think that she is my younger sister.\That guy with the black jersey.\Eh, where?\Isn't he cute?\I can't tell; he's too far away.\Didn't he just look this way?\You don't mean that second year, do you?\He's famous for having a girlfriend who is in college. response:	Eh!? What a bummer.
context: That guy with the black jersey.\Eh, where?\Isn't he cute?\I can't tell; he's too far away.\Didn't he just look this way?\You don't mean that second year, do you?\He's famous for having a girlfriend who is in college.\Eh!? What a bummer. response:	Hey, what are you girls doing?
context: Eh, where?\Isn't he cute?\I can't tell; he's too far away.\Didn't he just look this way?\You don't mean that second year, do you?\He's famous for having a girlfriend who is in college.\Eh!? What a bummer.\Hey, what are you girls doing? response:	Teacher.
context: Isn't he cute?\I can't tell; he's too far away.\Didn't he just look this way?\You don't mean that second year, do you?\He's famous for having a girlfriend who is in college.\Eh!? What a bummer.\Hey, what are you girls doing?\Teacher. response:	You girls look like you're bored.
context: I can't tell; he's too far away.\Didn't he just look this way?\You don't mean that second year, do you?\He's famous for having a girlfriend who is in college.\Eh!? What a bummer.\Hey, what are you girls doing?\Teacher.\You girls look like you're bored. response:	Not really... umm...
context: Didn't he just look this way?\You don't mean that second year, do you?\He's famous for having a girlfriend who is in college.\Eh!? What a bummer.\Hey, what are you girls doing?\Teacher.\You girls look like you're bored.\Not really... umm... response:	Ah! I can't believe this! What's the meaning of this?
context: You don't mean that second year, do you?\He's famous for having a girlfriend who is in college.\Eh!? What a bummer.\Hey, what are you girls doing?\Teacher.\You girls look like you're bored.\Not really... umm...\Ah! I can't believe this! What's the meaning of this? response:	We should've just made an excuse and ran away.
context: He's famous for having a girlfriend who is in college.\Eh!? What a bummer.\Hey, what are you girls doing?\Teacher.\You girls look like you're bored.\Not really... umm...\Ah! I can't believe this! What's the meaning of this?\We should've just made an excuse and ran away. response:	He had that look on his face when he came to us, so it was already too late.
context: Eh!? What a bummer.\Hey, what are you girls doing?\Teacher.\You girls look like you're bored.\Not really... umm...\Ah! I can't believe this! What's the meaning of this?\We should've just made an excuse and ran away.\He had that look on his face when he came to us, so it was already too late. response:	I'm sorry. It's because I was too slow.
context: Hey, what are you girls doing?\Teacher.\You girls look like you're bored.\Not really... umm...\Ah! I can't believe this! What's the meaning of this?\We should've just made an excuse and ran away.\He had that look on his face when he came to us, so it was already too late.\I'm sorry. It's because I was too slow. response:	Why are you apologizing Nanoka?
context: Teacher.\You girls look like you're bored.\Not really... umm...\Ah! I can't believe this! What's the meaning of this?\We should've just made an excuse and ran away.\He had that look on his face when he came to us, so it was already too late.\I'm sorry. It's because I was too slow.\Why are you apologizing Nanoka? response:	It's because Yama-chan is a slave driver.
context: You girls look like you're bored.\Not really... umm...\Ah! I can't believe this! What's the meaning of this?\We should've just made an excuse and ran away.\He had that look on his face when he came to us, so it was already too late.\I'm sorry. It's because I was too slow.\Why are you apologizing Nanoka?\It's because Yama-chan is a slave driver. response:	Yeah.
context: Not really... umm...\Ah! I can't believe this! What's the meaning of this?\We should've just made an excuse and ran away.\He had that look on his face when he came to us, so it was already too late.\I'm sorry. It's because I was too slow.\Why are you apologizing Nanoka?\It's because Yama-chan is a slave driver.\Yeah. response:	Do you think this is good enough?
context: Ah! I can't believe this! What's the meaning of this?\We should've just made an excuse and ran away.\He had that look on his face when he came to us, so it was already too late.\I'm sorry. It's because I was too slow.\Why are you apologizing Nanoka?\It's because Yama-chan is a slave driver.\Yeah.\Do you think this is good enough? response:	Yeah, good job.
context: We should've just made an excuse and ran away.\He had that look on his face when he came to us, so it was already too late.\I'm sorry. It's because I was too slow.\Why are you apologizing Nanoka?\It's because Yama-chan is a slave driver.\Yeah.\Do you think this is good enough?\Yeah, good job. response:	Okay, mission complete!
context: He had that look on his face when he came to us, so it was already too late.\I'm sorry. It's because I was too slow.\Why are you apologizing Nanoka?\It's because Yama-chan is a slave driver.\Yeah.\Do you think this is good enough?\Yeah, good job.\Okay, mission complete! response:	Hey, don't we have to put these books over here in order?
context: I'm sorry. It's because I was too slow.\Why are you apologizing Nanoka?\It's because Yama-chan is a slave driver.\Yeah.\Do you think this is good enough?\Yeah, good job.\Okay, mission complete!\Hey, don't we have to put these books over here in order? response:	Hey Nanoka, it's fine. Let's go home.
context: Why are you apologizing Nanoka?\It's because Yama-chan is a slave driver.\Yeah.\Do you think this is good enough?\Yeah, good job.\Okay, mission complete!\Hey, don't we have to put these books over here in order?\Hey Nanoka, it's fine. Let's go home. response:	How much do you plan on spoiling Yama-chan?
context: It's because Yama-chan is a slave driver.\Yeah.\Do you think this is good enough?\Yeah, good job.\Okay, mission complete!\Hey, don't we have to put these books over here in order?\Hey Nanoka, it's fine. Let's go home.\How much do you plan on spoiling Yama-chan? response:	Spoil him?
context: Yeah.\Do you think this is good enough?\Yeah, good job.\Okay, mission complete!\Hey, don't we have to put these books over here in order?\Hey Nanoka, it's fine. Let's go home.\How much do you plan on spoiling Yama-chan?\Spoil him? response:	You're so damn honest!
context: Do you think this is good enough?\Yeah, good job.\Okay, mission complete!\Hey, don't we have to put these books over here in order?\Hey Nanoka, it's fine. Let's go home.\How much do you plan on spoiling Yama-chan?\Spoil him?\You're so damn honest! response:	We don't have to do that much.
context: Yeah, good job.\Okay, mission complete!\Hey, don't we have to put these books over here in order?\Hey Nanoka, it's fine. Let's go home.\How much do you plan on spoiling Yama-chan?\Spoil him?\You're so damn honest!\We don't have to do that much. response:	But I guess that seriousness is Nanoka's good point.
context: Okay, mission complete!\Hey, don't we have to put these books over here in order?\Hey Nanoka, it's fine. Let's go home.\How much do you plan on spoiling Yama-chan?\Spoil him?\You're so damn honest!\We don't have to do that much.\But I guess that seriousness is Nanoka's good point. response:	I'll go get our stuff.
context: Hey, don't we have to put these books over here in order?\Hey Nanoka, it's fine. Let's go home.\How much do you plan on spoiling Yama-chan?\Spoil him?\You're so damn honest!\We don't have to do that much.\But I guess that seriousness is Nanoka's good point.\I'll go get our stuff. response:	Wait for us at the front gate.
context: Hey Nanoka, it's fine. Let's go home.\How much do you plan on spoiling Yama-chan?\Spoil him?\You're so damn honest!\We don't have to do that much.\But I guess that seriousness is Nanoka's good point.\I'll go get our stuff.\Wait for us at the front gate. response:	Okay. I'll go tell the teacher that we have finished cleaning.
context: How much do you plan on spoiling Yama-chan?\Spoil him?\You're so damn honest!\We don't have to do that much.\But I guess that seriousness is Nanoka's good point.\I'll go get our stuff.\Wait for us at the front gate.\Okay. I'll go tell the teacher that we have finished cleaning. response:	Don't get caught again!
context: Spoil him?\You're so damn honest!\We don't have to do that much.\But I guess that seriousness is Nanoka's good point.\I'll go get our stuff.\Wait for us at the front gate.\Okay. I'll go tell the teacher that we have finished cleaning.\Don't get caught again! response:	Be careful!
context: You're so damn honest!\We don't have to do that much.\But I guess that seriousness is Nanoka's good point.\I'll go get our stuff.\Wait for us at the front gate.\Okay. I'll go tell the teacher that we have finished cleaning.\Don't get caught again!\Be careful! response:	I'm not that serious...
context: We don't have to do that much.\But I guess that seriousness is Nanoka's good point.\I'll go get our stuff.\Wait for us at the front gate.\Okay. I'll go tell the teacher that we have finished cleaning.\Don't get caught again!\Be careful!\I'm not that serious... response:	Nanoka!
context: But I guess that seriousness is Nanoka's good point.\I'll go get our stuff.\Wait for us at the front gate.\Okay. I'll go tell the teacher that we have finished cleaning.\Don't get caught again!\Be careful!\I'm not that serious...\Nanoka! response:	Yes?
context: I'll go get our stuff.\Wait for us at the front gate.\Okay. I'll go tell the teacher that we have finished cleaning.\Don't get caught again!\Be careful!\I'm not that serious...\Nanoka!\Yes? response:	The bath is free! Hurry up and take a bath.
context: Wait for us at the front gate.\Okay. I'll go tell the teacher that we have finished cleaning.\Don't get caught again!\Be careful!\I'm not that serious...\Nanoka!\Yes?\The bath is free! Hurry up and take a bath. response:	Yeah, I'll be there in a second.
context: Okay. I'll go tell the teacher that we have finished cleaning.\Don't get caught again!\Be careful!\I'm not that serious...\Nanoka!\Yes?\The bath is free! Hurry up and take a bath.\Yeah, I'll be there in a second. response:	I'm home.
context: Don't get caught again!\Be careful!\I'm not that serious...\Nanoka!\Yes?\The bath is free! Hurry up and take a bath.\Yeah, I'll be there in a second.\I'm home. response:	Yeah.
context: Be careful!\I'm not that serious...\Nanoka!\Yes?\The bath is free! Hurry up and take a bath.\Yeah, I'll be there in a second.\I'm home.\Yeah. response:	What the heck is this?
context: I'm not that serious...\Nanoka!\Yes?\The bath is free! Hurry up and take a bath.\Yeah, I'll be there in a second.\I'm home.\Yeah.\What the heck is this? response:	You should at least clean it up a little.
context: Nanoka!\Yes?\The bath is free! Hurry up and take a bath.\Yeah, I'll be there in a second.\I'm home.\Yeah.\What the heck is this?\You should at least clean it up a little. response:	Don't spread out cookie crumbs on top of the newspaper.
context: Yes?\The bath is free! Hurry up and take a bath.\Yeah, I'll be there in a second.\I'm home.\Yeah.\What the heck is this?\You should at least clean it up a little.\Don't spread out cookie crumbs on top of the newspaper. response:	But they keep crumbling.
context: The bath is free! Hurry up and take a bath.\Yeah, I'll be there in a second.\I'm home.\Yeah.\What the heck is this?\You should at least clean it up a little.\Don't spread out cookie crumbs on top of the newspaper.\But they keep crumbling. response:	If you keep munching on too many snacks, you're going to turn into a pig.
context: Yeah, I'll be there in a second.\I'm home.\Yeah.\What the heck is this?\You should at least clean it up a little.\Don't spread out cookie crumbs on top of the newspaper.\But they keep crumbling.\If you keep munching on too many snacks, you're going to turn into a pig. response:	Pig?
context: I'm home.\Yeah.\What the heck is this?\You should at least clean it up a little.\Don't spread out cookie crumbs on top of the newspaper.\But they keep crumbling.\If you keep munching on too many snacks, you're going to turn into a pig.\Pig? response:	Oink, oink.
context: Yeah.\What the heck is this?\You should at least clean it up a little.\Don't spread out cookie crumbs on top of the newspaper.\But they keep crumbling.\If you keep munching on too many snacks, you're going to turn into a pig.\Pig?\Oink, oink. response:	No I won't!
context: What the heck is this?\You should at least clean it up a little.\Don't spread out cookie crumbs on top of the newspaper.\But they keep crumbling.\If you keep munching on too many snacks, you're going to turn into a pig.\Pig?\Oink, oink.\No I won't! response:	Just kidding.
context: You should at least clean it up a little.\Don't spread out cookie crumbs on top of the newspaper.\But they keep crumbling.\If you keep munching on too many snacks, you're going to turn into a pig.\Pig?\Oink, oink.\No I won't!\Just kidding. response:	Hurry and clean it up.
context: Don't spread out cookie crumbs on top of the newspaper.\But they keep crumbling.\If you keep munching on too many snacks, you're going to turn into a pig.\Pig?\Oink, oink.\No I won't!\Just kidding.\Hurry and clean it up. response:	No! I won't, I won't I won't become a pig!
context: But they keep crumbling.\If you keep munching on too many snacks, you're going to turn into a pig.\Pig?\Oink, oink.\No I won't!\Just kidding.\Hurry and clean it up.\No! I won't, I won't I won't become a pig! response:	I'll do that for you Nanoka, so hurry and take your bath!
context: If you keep munching on too many snacks, you're going to turn into a pig.\Pig?\Oink, oink.\No I won't!\Just kidding.\Hurry and clean it up.\No! I won't, I won't I won't become a pig!\I'll do that for you Nanoka, so hurry and take your bath! response:	Oh shut up!
context: Pig?\Oink, oink.\No I won't!\Just kidding.\Hurry and clean it up.\No! I won't, I won't I won't become a pig!\I'll do that for you Nanoka, so hurry and take your bath!\Oh shut up! response:	Oh, Dad...
context: Oink, oink.\No I won't!\Just kidding.\Hurry and clean it up.\No! I won't, I won't I won't become a pig!\I'll do that for you Nanoka, so hurry and take your bath!\Oh shut up!\Oh, Dad... response:	Hey, Dad?
context: No I won't!\Just kidding.\Hurry and clean it up.\No! I won't, I won't I won't become a pig!\I'll do that for you Nanoka, so hurry and take your bath!\Oh shut up!\Oh, Dad...\Hey, Dad? response:	I'm sorry, Dad.
context: Just kidding.\Hurry and clean it up.\No! I won't, I won't I won't become a pig!\I'll do that for you Nanoka, so hurry and take your bath!\Oh shut up!\Oh, Dad...\Hey, Dad?\I'm sorry, Dad. response:	Mom... Nanoka has finally entered her rebellious phase...
context: Hurry and clean it up.\No! I won't, I won't I won't become a pig!\I'll do that for you Nanoka, so hurry and take your bath!\Oh shut up!\Oh, Dad...\Hey, Dad?\I'm sorry, Dad.\Mom... Nanoka has finally entered her rebellious phase... response:	This little girl will take another step towards adulthood in this way...
context: No! I won't, I won't I won't become a pig!\I'll do that for you Nanoka, so hurry and take your bath!\Oh shut up!\Oh, Dad...\Hey, Dad?\I'm sorry, Dad.\Mom... Nanoka has finally entered her rebellious phase...\This little girl will take another step towards adulthood in this way... response:	Dad?
context: I'll do that for you Nanoka, so hurry and take your bath!\Oh shut up!\Oh, Dad...\Hey, Dad?\I'm sorry, Dad.\Mom... Nanoka has finally entered her rebellious phase...\This little girl will take another step towards adulthood in this way...\Dad? response:	Why do you put on the innocent face in front of Dad?
context: Oh shut up!\Oh, Dad...\Hey, Dad?\I'm sorry, Dad.\Mom... Nanoka has finally entered her rebellious phase...\This little girl will take another step towards adulthood in this way...\Dad?\Why do you put on the innocent face in front of Dad? response:	Don't force yourself.
context: Oh, Dad...\Hey, Dad?\I'm sorry, Dad.\Mom... Nanoka has finally entered her rebellious phase...\This little girl will take another step towards adulthood in this way...\Dad?\Why do you put on the innocent face in front of Dad?\Don't force yourself. response:	I'm not forcing myself!
context: Hey, Dad?\I'm sorry, Dad.\Mom... Nanoka has finally entered her rebellious phase...\This little girl will take another step towards adulthood in this way...\Dad?\Why do you put on the innocent face in front of Dad?\Don't force yourself.\I'm not forcing myself! response:	How shocking... even my brother...
context: I'm sorry, Dad.\Mom... Nanoka has finally entered her rebellious phase...\This little girl will take another step towards adulthood in this way...\Dad?\Why do you put on the innocent face in front of Dad?\Don't force yourself.\I'm not forcing myself!\How shocking... even my brother... response:	Why do people always think of me like that?
context: Mom... Nanoka has finally entered her rebellious phase...\This little girl will take another step towards adulthood in this way...\Dad?\Why do you put on the innocent face in front of Dad?\Don't force yourself.\I'm not forcing myself!\How shocking... even my brother...\Why do people always think of me like that? response:	Brother's at work, huh?
context: This little girl will take another step towards adulthood in this way...\Dad?\Why do you put on the innocent face in front of Dad?\Don't force yourself.\I'm not forcing myself!\How shocking... even my brother...\Why do people always think of me like that?\Brother's at work, huh? response:	It's boring...
context: Dad?\Why do you put on the innocent face in front of Dad?\Don't force yourself.\I'm not forcing myself!\How shocking... even my brother...\Why do people always think of me like that?\Brother's at work, huh?\It's boring... response:	Dad
context: Why do you put on the innocent face in front of Dad?\Don't force yourself.\I'm not forcing myself!\How shocking... even my brother...\Why do people always think of me like that?\Brother's at work, huh?\It's boring...\Dad response:	Heat it up and eat it.
context: Don't force yourself.\I'm not forcing myself!\How shocking... even my brother...\Why do people always think of me like that?\Brother's at work, huh?\It's boring...\Dad\Heat it up and eat it. response:	pack in the freezer.
context: I'm not forcing myself!\How shocking... even my brother...\Why do people always think of me like that?\Brother's at work, huh?\It's boring...\Dad\Heat it up and eat it.\pack in the freezer. response:	Your lunch is the fried-rice
context: How shocking... even my brother...\Why do people always think of me like that?\Brother's at work, huh?\It's boring...\Dad\Heat it up and eat it.\pack in the freezer.\Your lunch is the fried-rice response:	with Yamada-san and company.
context: Why do people always think of me like that?\Brother's at work, huh?\It's boring...\Dad\Heat it up and eat it.\pack in the freezer.\Your lunch is the fried-rice\with Yamada-san and company. response:	I'm going to eat together
context: Brother's at work, huh?\It's boring...\Dad\Heat it up and eat it.\pack in the freezer.\Your lunch is the fried-rice\with Yamada-san and company.\I'm going to eat together response:	To Nanoka
context: It's boring...\Dad\Heat it up and eat it.\pack in the freezer.\Your lunch is the fried-rice\with Yamada-san and company.\I'm going to eat together\To Nanoka response:	Oh, you're there.
context: Dad\Heat it up and eat it.\pack in the freezer.\Your lunch is the fried-rice\with Yamada-san and company.\I'm going to eat together\To Nanoka\Oh, you're there. response:	Yeah.
context: Heat it up and eat it.\pack in the freezer.\Your lunch is the fried-rice\with Yamada-san and company.\I'm going to eat together\To Nanoka\Oh, you're there.\Yeah. response:	Were you still sleeping? It's past noon already.
context: pack in the freezer.\Your lunch is the fried-rice\with Yamada-san and company.\I'm going to eat together\To Nanoka\Oh, you're there.\Yeah.\Were you still sleeping? It's past noon already. response:	What? What is it?
context: Your lunch is the fried-rice\with Yamada-san and company.\I'm going to eat together\To Nanoka\Oh, you're there.\Yeah.\Were you still sleeping? It's past noon already.\What? What is it? response:	Hey, was there an envelope on the table or somewhere?
context: with Yamada-san and company.\I'm going to eat together\To Nanoka\Oh, you're there.\Yeah.\Were you still sleeping? It's past noon already.\What? What is it?\Hey, was there an envelope on the table or somewhere? response:	Just a minute.
context: I'm going to eat together\To Nanoka\Oh, you're there.\Yeah.\Were you still sleeping? It's past noon already.\What? What is it?\Hey, was there an envelope on the table or somewhere?\Just a minute. response:	Hello? The white big one?
context: To Nanoka\Oh, you're there.\Yeah.\Were you still sleeping? It's past noon already.\What? What is it?\Hey, was there an envelope on the table or somewhere?\Just a minute.\Hello? The white big one? response:	Did you find it? The one with my company's name?
context: Oh, you're there.\Yeah.\Were you still sleeping? It's past noon already.\What? What is it?\Hey, was there an envelope on the table or somewhere?\Just a minute.\Hello? The white big one?\Did you find it? The one with my company's name? response:	I'm sorry, but could you bring that over?
context: Yeah.\Were you still sleeping? It's past noon already.\What? What is it?\Hey, was there an envelope on the table or somewhere?\Just a minute.\Hello? The white big one?\Did you find it? The one with my company's name?\I'm sorry, but could you bring that over? response:	You said never to go to your work place.
context: Were you still sleeping? It's past noon already.\What? What is it?\Hey, was there an envelope on the table or somewhere?\Just a minute.\Hello? The white big one?\Did you find it? The one with my company's name?\I'm sorry, but could you bring that over?\You said never to go to your work place. response:	Did I ever say that?
context: What? What is it?\Hey, was there an envelope on the table or somewhere?\Just a minute.\Hello? The white big one?\Did you find it? The one with my company's name?\I'm sorry, but could you bring that over?\You said never to go to your work place.\Did I ever say that? response:	Yeah, you did.
context: Hey, was there an envelope on the table or somewhere?\Just a minute.\Hello? The white big one?\Did you find it? The one with my company's name?\I'm sorry, but could you bring that over?\You said never to go to your work place.\Did I ever say that?\Yeah, you did. response:	Fine. I'm sorry I relied on you.
context: Just a minute.\Hello? The white big one?\Did you find it? The one with my company's name?\I'm sorry, but could you bring that over?\You said never to go to your work place.\Did I ever say that?\Yeah, you did.\Fine. I'm sorry I relied on you. response:	It's not like I can't go out. I'll come home and get it.
context: Hello? The white big one?\Did you find it? The one with my company's name?\I'm sorry, but could you bring that over?\You said never to go to your work place.\Did I ever say that?\Yeah, you did.\Fine. I'm sorry I relied on you.\It's not like I can't go out. I'll come home and get it. response:	If you really need me to, then I can bring it for you.
context: Did you find it? The one with my company's name?\I'm sorry, but could you bring that over?\You said never to go to your work place.\Did I ever say that?\Yeah, you did.\Fine. I'm sorry I relied on you.\It's not like I can't go out. I'll come home and get it.\If you really need me to, then I can bring it for you. response:	Why can I only say it like that?
context: I'm sorry, but could you bring that over?\You said never to go to your work place.\Did I ever say that?\Yeah, you did.\Fine. I'm sorry I relied on you.\It's not like I can't go out. I'll come home and get it.\If you really need me to, then I can bring it for you.\Why can I only say it like that? response:	Nobody wants an uncute younger sister like me.
context: You said never to go to your work place.\Did I ever say that?\Yeah, you did.\Fine. I'm sorry I relied on you.\It's not like I can't go out. I'll come home and get it.\If you really need me to, then I can bring it for you.\Why can I only say it like that?\Nobody wants an uncute younger sister like me. response:	Oh, so sorry.
context: Did I ever say that?\Yeah, you did.\Fine. I'm sorry I relied on you.\It's not like I can't go out. I'll come home and get it.\If you really need me to, then I can bring it for you.\Why can I only say it like that?\Nobody wants an uncute younger sister like me.\Oh, so sorry. response:	Did you rush here? I just needed you to bring it by four.
context: Yeah, you did.\Fine. I'm sorry I relied on you.\It's not like I can't go out. I'll come home and get it.\If you really need me to, then I can bring it for you.\Why can I only say it like that?\Nobody wants an uncute younger sister like me.\Oh, so sorry.\Did you rush here? I just needed you to bring it by four. response:	Was this the one?
context: Fine. I'm sorry I relied on you.\It's not like I can't go out. I'll come home and get it.\If you really need me to, then I can bring it for you.\Why can I only say it like that?\Nobody wants an uncute younger sister like me.\Oh, so sorry.\Did you rush here? I just needed you to bring it by four.\Was this the one? response:	Yeah. You saved me. Thanks a lot.
context: It's not like I can't go out. I'll come home and get it.\If you really need me to, then I can bring it for you.\Why can I only say it like that?\Nobody wants an uncute younger sister like me.\Oh, so sorry.\Did you rush here? I just needed you to bring it by four.\Was this the one?\Yeah. You saved me. Thanks a lot. response:	Yeah.
context: If you really need me to, then I can bring it for you.\Why can I only say it like that?\Nobody wants an uncute younger sister like me.\Oh, so sorry.\Did you rush here? I just needed you to bring it by four.\Was this the one?\Yeah. You saved me. Thanks a lot.\Yeah. response:	Well, I'll give you some money. Go shop around before you go home.
context: Why can I only say it like that?\Nobody wants an uncute younger sister like me.\Oh, so sorry.\Did you rush here? I just needed you to bring it by four.\Was this the one?\Yeah. You saved me. Thanks a lot.\Yeah.\Well, I'll give you some money. Go shop around before you go home. response:	Umm... Do you think you'll finish late today?
