context: -OP- response:	Looks like it wasn't just you.
context: Where are you?\H-Hey...\Um...\You tried going to school the other day.\Those girls didn't really mean what they said.\C-Could you give them anothe\I don't really care about that.\R-Really? response:	Yeah.
context: H-Hey...\Um...\You tried going to school the other day.\Those girls didn't really mean what they said.\C-Could you give them anothe\I don't really care about that.\R-Really?\Yeah. response:	Nothing you or your friends say will affect my life in any way, shape, or form.
context: Um...\You tried going to school the other day.\Those girls didn't really mean what they said.\C-Could you give them anothe\I don't really care about that.\R-Really?\Yeah.\Nothing you or your friends say will affect my life in any way, shape, or form. response:	What the heck?! That's not cute!
context: You tried going to school the other day.\Those girls didn't really mean what they said.\C-Could you give them anothe\I don't really care about that.\R-Really?\Yeah.\Nothing you or your friends say will affect my life in any way, shape, or form.\What the heck?! That's not cute! response:	I wasn't trying to be cute.
context: Those girls didn't really mean what they said.\C-Could you give them anothe\I don't really care about that.\R-Really?\Yeah.\Nothing you or your friends say will affect my life in any way, shape, or form.\What the heck?! That's not cute!\I wasn't trying to be cute. response:	I'm not like my dad.
context: C-Could you give them anothe\I don't really care about that.\R-Really?\Yeah.\Nothing you or your friends say will affect my life in any way, shape, or form.\What the heck?! That's not cute!\I wasn't trying to be cute.\I'm not like my dad. response:	W-Wait up, Yadomi!
context: I don't really care about that.\R-Really?\Yeah.\Nothing you or your friends say will affect my life in any way, shape, or form.\What the heck?! That's not cute!\I wasn't trying to be cute.\I'm not like my dad.\W-Wait up, Yadomi! response:	T-Thank you.
context: R-Really?\Yeah.\Nothing you or your friends say will affect my life in any way, shape, or form.\What the heck?! That's not cute!\I wasn't trying to be cute.\I'm not like my dad.\W-Wait up, Yadomi!\T-Thank you. response:	Sorry...
context: Yeah.\Nothing you or your friends say will affect my life in any way, shape, or form.\What the heck?! That's not cute!\I wasn't trying to be cute.\I'm not like my dad.\W-Wait up, Yadomi!\T-Thank you.\Sorry... response:	Stop messing around.
context: Nothing you or your friends say will affect my life in any way, shape, or form.\What the heck?! That's not cute!\I wasn't trying to be cute.\I'm not like my dad.\W-Wait up, Yadomi!\T-Thank you.\Sorry...\Stop messing around. response:	Are you an idiot?
context: What the heck?! That's not cute!\I wasn't trying to be cute.\I'm not like my dad.\W-Wait up, Yadomi!\T-Thank you.\Sorry...\Stop messing around.\Are you an idiot? response:	Yadomi.
context: I wasn't trying to be cute.\I'm not like my dad.\W-Wait up, Yadomi!\T-Thank you.\Sorry...\Stop messing around.\Are you an idiot?\Yadomi. response:	If that were to happen to you, too... with everything as it is...
context: I'm not like my dad.\W-Wait up, Yadomi!\T-Thank you.\Sorry...\Stop messing around.\Are you an idiot?\Yadomi.\If that were to happen to you, too... with everything as it is... response:	Just like with Menma...
context: W-Wait up, Yadomi!\T-Thank you.\Sorry...\Stop messing around.\Are you an idiot?\Yadomi.\If that were to happen to you, too... with everything as it is...\Just like with Menma... response:	Hey, Menma showed up at your place, right?
context: T-Thank you.\Sorry...\Stop messing around.\Are you an idiot?\Yadomi.\If that were to happen to you, too... with everything as it is...\Just like with Menma...\Hey, Menma showed up at your place, right? response:	So, you did like Menma... didn't you?
context: Sorry...\Stop messing around.\Are you an idiot?\Yadomi.\If that were to happen to you, too... with everything as it is...\Just like with Menma...\Hey, Menma showed up at your place, right?\So, you did like Menma... didn't you? response:	What are you saying...
context: Stop messing around.\Are you an idiot?\Yadomi.\If that were to happen to you, too... with everything as it is...\Just like with Menma...\Hey, Menma showed up at your place, right?\So, you did like Menma... didn't you?\What are you saying... response:	You can see something that no one else can because you really, really liked her... right?
context: Are you an idiot?\Yadomi.\If that were to happen to you, too... with everything as it is...\Just like with Menma...\Hey, Menma showed up at your place, right?\So, you did like Menma... didn't you?\What are you saying...\You can see something that no one else can because you really, really liked her... right? response:	You said it was fine to believe in her just a minute ago.
context: Yadomi.\If that were to happen to you, too... with everything as it is...\Just like with Menma...\Hey, Menma showed up at your place, right?\So, you did like Menma... didn't you?\What are you saying...\You can see something that no one else can because you really, really liked her... right?\You said it was fine to believe in her just a minute ago. response:	I don't really understand, but...
context: If that were to happen to you, too... with everything as it is...\Just like with Menma...\Hey, Menma showed up at your place, right?\So, you did like Menma... didn't you?\What are you saying...\You can see something that no one else can because you really, really liked her... right?\You said it was fine to believe in her just a minute ago.\I don't really understand, but... response:	If you can see Menma,
context: Just like with Menma...\Hey, Menma showed up at your place, right?\So, you did like Menma... didn't you?\What are you saying...\You can see something that no one else can because you really, really liked her... right?\You said it was fine to believe in her just a minute ago.\I don't really understand, but...\If you can see Menma, response:	be nice to her.
context: Hey, Menma showed up at your place, right?\So, you did like Menma... didn't you?\What are you saying...\You can see something that no one else can because you really, really liked her... right?\You said it was fine to believe in her just a minute ago.\I don't really understand, but...\If you can see Menma,\be nice to her. response:	I don't really understand, but please.
context: So, you did like Menma... didn't you?\What are you saying...\You can see something that no one else can because you really, really liked her... right?\You said it was fine to believe in her just a minute ago.\I don't really understand, but...\If you can see Menma,\be nice to her.\I don't really understand, but please. response:	Jintan, can you see her?
context: What are you saying...\You can see something that no one else can because you really, really liked her... right?\You said it was fine to believe in her just a minute ago.\I don't really understand, but...\If you can see Menma,\be nice to her.\I don't really understand, but please.\Jintan, can you see her? response:	Let's head back.
context: You can see something that no one else can because you really, really liked her... right?\You said it was fine to believe in her just a minute ago.\I don't really understand, but...\If you can see Menma,\be nice to her.\I don't really understand, but please.\Jintan, can you see her?\Let's head back. response:	Sure.
context: You said it was fine to believe in her just a minute ago.\I don't really understand, but...\If you can see Menma,\be nice to her.\I don't really understand, but please.\Jintan, can you see her?\Let's head back.\Sure. response:	So, we couldn't find her.
context: I don't really understand, but...\If you can see Menma,\be nice to her.\I don't really understand, but please.\Jintan, can you see her?\Let's head back.\Sure.\So, we couldn't find her. response:	How boring. I wanted to see her, too!
context: If you can see Menma,\be nice to her.\I don't really understand, but please.\Jintan, can you see her?\Let's head back.\Sure.\So, we couldn't find her.\How boring. I wanted to see her, too! response:	Yukiatsu!
context: be nice to her.\I don't really understand, but please.\Jintan, can you see her?\Let's head back.\Sure.\So, we couldn't find her.\How boring. I wanted to see her, too!\Yukiatsu! response:	Yay! Meaty meat!
context: I don't really understand, but please.\Jintan, can you see her?\Let's head back.\Sure.\So, we couldn't find her.\How boring. I wanted to see her, too!\Yukiatsu!\Yay! Meaty meat! response:	Why were you up here by yourself?
context: Jintan, can you see her?\Let's head back.\Sure.\So, we couldn't find her.\How boring. I wanted to see her, too!\Yukiatsu!\Yay! Meaty meat!\Why were you up here by yourself? response:	Oh.
context: Let's head back.\Sure.\So, we couldn't find her.\How boring. I wanted to see her, too!\Yukiatsu!\Yay! Meaty meat!\Why were you up here by yourself?\Oh. response:	It looks tasty!
context: Sure.\So, we couldn't find her.\How boring. I wanted to see her, too!\Yukiatsu!\Yay! Meaty meat!\Why were you up here by yourself?\Oh.\It looks tasty! response:	Because Menma asked me to.
context: So, we couldn't find her.\How boring. I wanted to see her, too!\Yukiatsu!\Yay! Meaty meat!\Why were you up here by yourself?\Oh.\It looks tasty!\Because Menma asked me to. response:	When Menma appeared before me, she said,
context: How boring. I wanted to see her, too!\Yukiatsu!\Yay! Meaty meat!\Why were you up here by yourself?\Oh.\It looks tasty!\Because Menma asked me to.\When Menma appeared before me, she said, response:	Please don't make a bigger fuss out of this.
context: Yukiatsu!\Yay! Meaty meat!\Why were you up here by yourself?\Oh.\It looks tasty!\Because Menma asked me to.\When Menma appeared before me, she said,\Please don't make a bigger fuss out of this. response:	Menma seriously said that?
context: Yay! Meaty meat!\Why were you up here by yourself?\Oh.\It looks tasty!\Because Menma asked me to.\When Menma appeared before me, she said,\Please don't make a bigger fuss out of this.\Menma seriously said that? response:	I couldn't make it out completely,
context: Why were you up here by yourself?\Oh.\It looks tasty!\Because Menma asked me to.\When Menma appeared before me, she said,\Please don't make a bigger fuss out of this.\Menma seriously said that?\I couldn't make it out completely, response:	but don't you think it would actually bother her if all of you got worked up over some wish?
context: Oh.\It looks tasty!\Because Menma asked me to.\When Menma appeared before me, she said,\Please don't make a bigger fuss out of this.\Menma seriously said that?\I couldn't make it out completely,\but don't you think it would actually bother her if all of you got worked up over some wish? response:	That's not true! I...
context: It looks tasty!\Because Menma asked me to.\When Menma appeared before me, she said,\Please don't make a bigger fuss out of this.\Menma seriously said that?\I couldn't make it out completely,\but don't you think it would actually bother her if all of you got worked up over some wish?\That's not true! I... response:	Ever since you all have gotten together and started to remember me...
context: Because Menma asked me to.\When Menma appeared before me, she said,\Please don't make a bigger fuss out of this.\Menma seriously said that?\I couldn't make it out completely,\but don't you think it would actually bother her if all of you got worked up over some wish?\That's not true! I...\Ever since you all have gotten together and started to remember me... response:	I'm a lot more happy!
context: When Menma appeared before me, she said,\Please don't make a bigger fuss out of this.\Menma seriously said that?\I couldn't make it out completely,\but don't you think it would actually bother her if all of you got worked up over some wish?\That's not true! I...\Ever since you all have gotten together and started to remember me...\I'm a lot more happy! response:	Even if I'm dead, I want everyone to get along!
context: Please don't make a bigger fuss out of this.\Menma seriously said that?\I couldn't make it out completely,\but don't you think it would actually bother her if all of you got worked up over some wish?\That's not true! I...\Ever since you all have gotten together and started to remember me...\I'm a lot more happy!\Even if I'm dead, I want everyone to get along! response:	So, please...
context: Menma seriously said that?\I couldn't make it out completely,\but don't you think it would actually bother her if all of you got worked up over some wish?\That's not true! I...\Ever since you all have gotten together and started to remember me...\I'm a lot more happy!\Even if I'm dead, I want everyone to get along!\So, please... response:	Hey... if Menma said that, then maybe we should just stop.
context: I couldn't make it out completely,\but don't you think it would actually bother her if all of you got worked up over some wish?\That's not true! I...\Ever since you all have gotten together and started to remember me...\I'm a lot more happy!\Even if I'm dead, I want everyone to get along!\So, please...\Hey... if Menma said that, then maybe we should just stop. response:	Yeah, probably.
context: but don't you think it would actually bother her if all of you got worked up over some wish?\That's not true! I...\Ever since you all have gotten together and started to remember me...\I'm a lot more happy!\Even if I'm dead, I want everyone to get along!\So, please...\Hey... if Menma said that, then maybe we should just stop.\Yeah, probably. response:	That's not what I said.
context: That's not true! I...\Ever since you all have gotten together and started to remember me...\I'm a lot more happy!\Even if I'm dead, I want everyone to get along!\So, please...\Hey... if Menma said that, then maybe we should just stop.\Yeah, probably.\That's not what I said. response:	H-Hey, guys. Try this.
context: Ever since you all have gotten together and started to remember me...\I'm a lot more happy!\Even if I'm dead, I want everyone to get along!\So, please...\Hey... if Menma said that, then maybe we should just stop.\Yeah, probably.\That's not what I said.\H-Hey, guys. Try this. response:	Is that muffin bread?
context: I'm a lot more happy!\Even if I'm dead, I want everyone to get along!\So, please...\Hey... if Menma said that, then maybe we should just stop.\Yeah, probably.\That's not what I said.\H-Hey, guys. Try this.\Is that muffin bread? response:	Oh! That brings back memories.
context: Even if I'm dead, I want everyone to get along!\So, please...\Hey... if Menma said that, then maybe we should just stop.\Yeah, probably.\That's not what I said.\H-Hey, guys. Try this.\Is that muffin bread?\Oh! That brings back memories. response:	Jintan's mom used to make that for us all the time.
context: So, please...\Hey... if Menma said that, then maybe we should just stop.\Yeah, probably.\That's not what I said.\H-Hey, guys. Try this.\Is that muffin bread?\Oh! That brings back memories.\Jintan's mom used to make that for us all the time. response:	It's been a while!
context: Hey... if Menma said that, then maybe we should just stop.\Yeah, probably.\That's not what I said.\H-Hey, guys. Try this.\Is that muffin bread?\Oh! That brings back memories.\Jintan's mom used to make that for us all the time.\It's been a while! response:	This is...
context: Yeah, probably.\That's not what I said.\H-Hey, guys. Try this.\Is that muffin bread?\Oh! That brings back memories.\Jintan's mom used to make that for us all the time.\It's been a while!\This is... response:	something that Menma made.
context: That's not what I said.\H-Hey, guys. Try this.\Is that muffin bread?\Oh! That brings back memories.\Jintan's mom used to make that for us all the time.\It's been a while!\This is...\something that Menma made. response:	Um...
context: H-Hey, guys. Try this.\Is that muffin bread?\Oh! That brings back memories.\Jintan's mom used to make that for us all the time.\It's been a while!\This is...\something that Menma made.\Um... response:	Jintan?
context: Is that muffin bread?\Oh! That brings back memories.\Jintan's mom used to make that for us all the time.\It's been a while!\This is...\something that Menma made.\Um...\Jintan? response:	Are you saying that a ghost made muffin bread?
context: Oh! That brings back memories.\Jintan's mom used to make that for us all the time.\It's been a while!\This is...\something that Menma made.\Um...\Jintan?\Are you saying that a ghost made muffin bread? response:	Now that's definitely taking it too far.
context: Jintan's mom used to make that for us all the time.\It's been a while!\This is...\something that Menma made.\Um...\Jintan?\Are you saying that a ghost made muffin bread?\Now that's definitely taking it too far. response:	Don't you think so, too, Hisakawa?
context: It's been a while!\This is...\something that Menma made.\Um...\Jintan?\Are you saying that a ghost made muffin bread?\Now that's definitely taking it too far.\Don't you think so, too, Hisakawa? response:	Er... I think it's pretty original, though.
context: This is...\something that Menma made.\Um...\Jintan?\Are you saying that a ghost made muffin bread?\Now that's definitely taking it too far.\Don't you think so, too, Hisakawa?\Er... I think it's pretty original, though. response:	Jintan...
context: something that Menma made.\Um...\Jintan?\Are you saying that a ghost made muffin bread?\Now that's definitely taking it too far.\Don't you think so, too, Hisakawa?\Er... I think it's pretty original, though.\Jintan... response:	I don't care if you think I'm weird or crazy.
context: Um...\Jintan?\Are you saying that a ghost made muffin bread?\Now that's definitely taking it too far.\Don't you think so, too, Hisakawa?\Er... I think it's pretty original, though.\Jintan...\I don't care if you think I'm weird or crazy. response:	Menma's actually saying that she'll be happy if we're still together.
context: Jintan?\Are you saying that a ghost made muffin bread?\Now that's definitely taking it too far.\Don't you think so, too, Hisakawa?\Er... I think it's pretty original, though.\Jintan...\I don't care if you think I'm weird or crazy.\Menma's actually saying that she'll be happy if we're still together. response:	That she'll be happy if we don't forget about her.
context: Are you saying that a ghost made muffin bread?\Now that's definitely taking it too far.\Don't you think so, too, Hisakawa?\Er... I think it's pretty original, though.\Jintan...\I don't care if you think I'm weird or crazy.\Menma's actually saying that she'll be happy if we're still together.\That she'll be happy if we don't forget about her. response:	Jintan...
context: Now that's definitely taking it too far.\Don't you think so, too, Hisakawa?\Er... I think it's pretty original, though.\Jintan...\I don't care if you think I'm weird or crazy.\Menma's actually saying that she'll be happy if we're still together.\That she'll be happy if we don't forget about her.\Jintan... response:	Just stop right there.
context: Don't you think so, too, Hisakawa?\Er... I think it's pretty original, though.\Jintan...\I don't care if you think I'm weird or crazy.\Menma's actually saying that she'll be happy if we're still together.\That she'll be happy if we don't forget about her.\Jintan...\Just stop right there. response:	You can't forget about Menma.
context: Er... I think it's pretty original, though.\Jintan...\I don't care if you think I'm weird or crazy.\Menma's actually saying that she'll be happy if we're still together.\That she'll be happy if we don't forget about her.\Jintan...\Just stop right there.\You can't forget about Menma. response:	You're forever obsessed with her.
context: Jintan...\I don't care if you think I'm weird or crazy.\Menma's actually saying that she'll be happy if we're still together.\That she'll be happy if we don't forget about her.\Jintan...\Just stop right there.\You can't forget about Menma.\You're forever obsessed with her. response:	You're so pathetic.
context: I don't care if you think I'm weird or crazy.\Menma's actually saying that she'll be happy if we're still together.\That she'll be happy if we don't forget about her.\Jintan...\Just stop right there.\You can't forget about Menma.\You're forever obsessed with her.\You're so pathetic. response:	Man, looks like I brought everyone down.
context: Menma's actually saying that she'll be happy if we're still together.\That she'll be happy if we don't forget about her.\Jintan...\Just stop right there.\You can't forget about Menma.\You're forever obsessed with her.\You're so pathetic.\Man, looks like I brought everyone down. response:	Just eat it all yourselves.
context: That she'll be happy if we don't forget about her.\Jintan...\Just stop right there.\You can't forget about Menma.\You're forever obsessed with her.\You're so pathetic.\Man, looks like I brought everyone down.\Just eat it all yourselves. response:	Hey, Yukiatsu!
context: Jintan...\Just stop right there.\You can't forget about Menma.\You're forever obsessed with her.\You're so pathetic.\Man, looks like I brought everyone down.\Just eat it all yourselves.\Hey, Yukiatsu! response:	I'm sorry.
context: Just stop right there.\You can't forget about Menma.\You're forever obsessed with her.\You're so pathetic.\Man, looks like I brought everyone down.\Just eat it all yourselves.\Hey, Yukiatsu!\I'm sorry. response:	I'll head back, too.
context: You can't forget about Menma.\You're forever obsessed with her.\You're so pathetic.\Man, looks like I brought everyone down.\Just eat it all yourselves.\Hey, Yukiatsu!\I'm sorry.\I'll head back, too. response:	Everyone can eat the muffin bread together.
context: You're forever obsessed with her.\You're so pathetic.\Man, looks like I brought everyone down.\Just eat it all yourselves.\Hey, Yukiatsu!\I'm sorry.\I'll head back, too.\Everyone can eat the muffin bread together. response:	Then it won't really be everyone!
context: You're so pathetic.\Man, looks like I brought everyone down.\Just eat it all yourselves.\Hey, Yukiatsu!\I'm sorry.\I'll head back, too.\Everyone can eat the muffin bread together.\Then it won't really be everyone! response:	Yadomi...
context: Man, looks like I brought everyone down.\Just eat it all yourselves.\Hey, Yukiatsu!\I'm sorry.\I'll head back, too.\Everyone can eat the muffin bread together.\Then it won't really be everyone!\Yadomi... response:	All things aside...
context: Just eat it all yourselves.\Hey, Yukiatsu!\I'm sorry.\I'll head back, too.\Everyone can eat the muffin bread together.\Then it won't really be everyone!\Yadomi...\All things aside... response:	This is delicious.
context: Hey, Yukiatsu!\I'm sorry.\I'll head back, too.\Everyone can eat the muffin bread together.\Then it won't really be everyone!\Yadomi...\All things aside...\This is delicious. response:	Hey.
context: I'm sorry.\I'll head back, too.\Everyone can eat the muffin bread together.\Then it won't really be everyone!\Yadomi...\All things aside...\This is delicious.\Hey. response:	Huh?
context: I'll head back, too.\Everyone can eat the muffin bread together.\Then it won't really be everyone!\Yadomi...\All things aside...\This is delicious.\Hey.\Huh? response:	What was the Menma you saw like?
context: Everyone can eat the muffin bread together.\Then it won't really be everyone!\Yadomi...\All things aside...\This is delicious.\Hey.\Huh?\What was the Menma you saw like? response:	Let's see, she was in a white one-piece dress.
context: Then it won't really be everyone!\Yadomi...\All things aside...\This is delicious.\Hey.\Huh?\What was the Menma you saw like?\Let's see, she was in a white one-piece dress. response:	Did she have a small ribbon attached around this area?
context: Yadomi...\All things aside...\This is delicious.\Hey.\Huh?\What was the Menma you saw like?\Let's see, she was in a white one-piece dress.\Did she have a small ribbon attached around this area? response:	Huh? I can't really remember, but I think she may have...
context: All things aside...\This is delicious.\Hey.\Huh?\What was the Menma you saw like?\Let's see, she was in a white one-piece dress.\Did she have a small ribbon attached around this area?\Huh? I can't really remember, but I think she may have... response:	Wait, how did you know?
context: This is delicious.\Hey.\Huh?\What was the Menma you saw like?\Let's see, she was in a white one-piece dress.\Did she have a small ribbon attached around this area?\Huh? I can't really remember, but I think she may have...\Wait, how did you know? response:	Did you see Menma, too?!
context: Hey.\Huh?\What was the Menma you saw like?\Let's see, she was in a white one-piece dress.\Did she have a small ribbon attached around this area?\Huh? I can't really remember, but I think she may have...\Wait, how did you know?\Did you see Menma, too?! response:	Who knows.
context: Huh?\What was the Menma you saw like?\Let's see, she was in a white one-piece dress.\Did she have a small ribbon attached around this area?\Huh? I can't really remember, but I think she may have...\Wait, how did you know?\Did you see Menma, too?!\Who knows. response:	You're such a mysterious girl, Tsuruko.
context: What was the Menma you saw like?\Let's see, she was in a white one-piece dress.\Did she have a small ribbon attached around this area?\Huh? I can't really remember, but I think she may have...\Wait, how did you know?\Did you see Menma, too?!\Who knows.\You're such a mysterious girl, Tsuruko. response:	So juicy.
context: Let's see, she was in a white one-piece dress.\Did she have a small ribbon attached around this area?\Huh? I can't really remember, but I think she may have...\Wait, how did you know?\Did you see Menma, too?!\Who knows.\You're such a mysterious girl, Tsuruko.\So juicy. response:	Hey, Jintan.
context: Did she have a small ribbon attached around this area?\Huh? I can't really remember, but I think she may have...\Wait, how did you know?\Did you see Menma, too?!\Who knows.\You're such a mysterious girl, Tsuruko.\So juicy.\Hey, Jintan. response:	I wonder what the Menma that Yukiatsu saw was like.
context: Huh? I can't really remember, but I think she may have...\Wait, how did you know?\Did you see Menma, too?!\Who knows.\You're such a mysterious girl, Tsuruko.\So juicy.\Hey, Jintan.\I wonder what the Menma that Yukiatsu saw was like. response:	Yeah...
context: Wait, how did you know?\Did you see Menma, too?!\Who knows.\You're such a mysterious girl, Tsuruko.\So juicy.\Hey, Jintan.\I wonder what the Menma that Yukiatsu saw was like.\Yeah... response:	If I'm Mario Menma, then the other one must be Luigi Menma!
context: Did you see Menma, too?!\Who knows.\You're such a mysterious girl, Tsuruko.\So juicy.\Hey, Jintan.\I wonder what the Menma that Yukiatsu saw was like.\Yeah...\If I'm Mario Menma, then the other one must be Luigi Menma! response:	It'd be fun if it was a 2-player game. Right, Jintan?
context: Who knows.\You're such a mysterious girl, Tsuruko.\So juicy.\Hey, Jintan.\I wonder what the Menma that Yukiatsu saw was like.\Yeah...\If I'm Mario Menma, then the other one must be Luigi Menma!\It'd be fun if it was a 2-player game. Right, Jintan? response:	I guess so.
context: You're such a mysterious girl, Tsuruko.\So juicy.\Hey, Jintan.\I wonder what the Menma that Yukiatsu saw was like.\Yeah...\If I'm Mario Menma, then the other one must be Luigi Menma!\It'd be fun if it was a 2-player game. Right, Jintan?\I guess so. response:	Man, what the hell was Yukiatsu saying?
context: So juicy.\Hey, Jintan.\I wonder what the Menma that Yukiatsu saw was like.\Yeah...\If I'm Mario Menma, then the other one must be Luigi Menma!\It'd be fun if it was a 2-player game. Right, Jintan?\I guess so.\Man, what the hell was Yukiatsu saying? response:	Menma said not to make a fuss. Yeah, whatever.
context: Hey, Jintan.\I wonder what the Menma that Yukiatsu saw was like.\Yeah...\If I'm Mario Menma, then the other one must be Luigi Menma!\It'd be fun if it was a 2-player game. Right, Jintan?\I guess so.\Man, what the hell was Yukiatsu saying?\Menma said not to make a fuss. Yeah, whatever. response:	He's got one hell of an imagination.
context: I wonder what the Menma that Yukiatsu saw was like.\Yeah...\If I'm Mario Menma, then the other one must be Luigi Menma!\It'd be fun if it was a 2-player game. Right, Jintan?\I guess so.\Man, what the hell was Yukiatsu saying?\Menma said not to make a fuss. Yeah, whatever.\He's got one hell of an imagination. response:	I guess that applies to me even more so.
context: Yeah...\If I'm Mario Menma, then the other one must be Luigi Menma!\It'd be fun if it was a 2-player game. Right, Jintan?\I guess so.\Man, what the hell was Yukiatsu saying?\Menma said not to make a fuss. Yeah, whatever.\He's got one hell of an imagination.\I guess that applies to me even more so. response:	I can't forget about it, though.
context: If I'm Mario Menma, then the other one must be Luigi Menma!\It'd be fun if it was a 2-player game. Right, Jintan?\I guess so.\Man, what the hell was Yukiatsu saying?\Menma said not to make a fuss. Yeah, whatever.\He's got one hell of an imagination.\I guess that applies to me even more so.\I can't forget about it, though. response:	The way he twisted Menma's feelings...
context: It'd be fun if it was a 2-player game. Right, Jintan?\I guess so.\Man, what the hell was Yukiatsu saying?\Menma said not to make a fuss. Yeah, whatever.\He's got one hell of an imagination.\I guess that applies to me even more so.\I can't forget about it, though.\The way he twisted Menma's feelings... response:	So, you did like Menma... didn't you?
context: I guess so.\Man, what the hell was Yukiatsu saying?\Menma said not to make a fuss. Yeah, whatever.\He's got one hell of an imagination.\I guess that applies to me even more so.\I can't forget about it, though.\The way he twisted Menma's feelings...\So, you did like Menma... didn't you? response:	Shut up.
context: Man, what the hell was Yukiatsu saying?\Menma said not to make a fuss. Yeah, whatever.\He's got one hell of an imagination.\I guess that applies to me even more so.\I can't forget about it, though.\The way he twisted Menma's feelings...\So, you did like Menma... didn't you?\Shut up. response:	Jinta!
context: Menma said not to make a fuss. Yeah, whatever.\He's got one hell of an imagination.\I guess that applies to me even more so.\I can't forget about it, though.\The way he twisted Menma's feelings...\So, you did like Menma... didn't you?\Shut up.\Jinta! response:	Huh?
context: He's got one hell of an imagination.\I guess that applies to me even more so.\I can't forget about it, though.\The way he twisted Menma's feelings...\So, you did like Menma... didn't you?\Shut up.\Jinta!\Huh? response:	We stopped by because we heard a good boy named Jinta lived here.
context: I guess that applies to me even more so.\I can't forget about it, though.\The way he twisted Menma's feelings...\So, you did like Menma... didn't you?\Shut up.\Jinta!\Huh?\We stopped by because we heard a good boy named Jinta lived here. response:	What's this? My good boy radar is going off!
context: I can't forget about it, though.\The way he twisted Menma's feelings...\So, you did like Menma... didn't you?\Shut up.\Jinta!\Huh?\We stopped by because we heard a good boy named Jinta lived here.\What's this? My good boy radar is going off! response:	Beep beep beep!
context: The way he twisted Menma's feelings...\So, you did like Menma... didn't you?\Shut up.\Jinta!\Huh?\We stopped by because we heard a good boy named Jinta lived here.\What's this? My good boy radar is going off!\Beep beep beep! response:	Hey, Menma...
