context: Are you okay? response:	You can rest easy now.
context: Gohan- chan!\C- Chichi?\Gohan- chan! Gohan- chan!\Gohan- chan!\C- Chichi!\Gohan- chan!\Gohan- chan! Gohan- chan! Are you okay!? Wake up! Ma is here!\Gohan- chan... What an awful thing to go through... response:	G- Gohan is fine.
context: C- Chichi?\Gohan- chan! Gohan- chan!\Gohan- chan!\C- Chichi!\Gohan- chan!\Gohan- chan! Gohan- chan! Are you okay!? Wake up! Ma is here!\Gohan- chan... What an awful thing to go through...\G- Gohan is fine. response:	Goku is in far worse shape than him. See? You see? Over here. See?
context: Gohan- chan! Gohan- chan!\Gohan- chan!\C- Chichi!\Gohan- chan!\Gohan- chan! Gohan- chan! Are you okay!? Wake up! Ma is here!\Gohan- chan... What an awful thing to go through...\G- Gohan is fine.\Goku is in far worse shape than him. See? You see? Over here. See? response:	You poor thing! Bein' forced to go through somethin' like this!
context: Gohan- chan!\C- Chichi!\Gohan- chan!\Gohan- chan! Gohan- chan! Are you okay!? Wake up! Ma is here!\Gohan- chan... What an awful thing to go through...\G- Gohan is fine.\Goku is in far worse shape than him. See? You see? Over here. See?\You poor thing! Bein' forced to go through somethin' like this! response:	You're never goin' to leave your Ma's side again! You poor thing!
context: C- Chichi!\Gohan- chan!\Gohan- chan! Gohan- chan! Are you okay!? Wake up! Ma is here!\Gohan- chan... What an awful thing to go through...\G- Gohan is fine.\Goku is in far worse shape than him. See? You see? Over here. See?\You poor thing! Bein' forced to go through somethin' like this!\You're never goin' to leave your Ma's side again! You poor thing! response:	That's just not right. Goku had it hard, too.
context: Gohan- chan!\Gohan- chan! Gohan- chan! Are you okay!? Wake up! Ma is here!\Gohan- chan... What an awful thing to go through...\G- Gohan is fine.\Goku is in far worse shape than him. See? You see? Over here. See?\You poor thing! Bein' forced to go through somethin' like this!\You're never goin' to leave your Ma's side again! You poor thing!\That's just not right. Goku had it hard, too. response:	S- Son- kun...
context: Gohan- chan! Gohan- chan! Are you okay!? Wake up! Ma is here!\Gohan- chan... What an awful thing to go through...\G- Gohan is fine.\Goku is in far worse shape than him. See? You see? Over here. See?\You poor thing! Bein' forced to go through somethin' like this!\You're never goin' to leave your Ma's side again! You poor thing!\That's just not right. Goku had it hard, too.\S- Son- kun... response:	Goku...
context: Gohan- chan... What an awful thing to go through...\G- Gohan is fine.\Goku is in far worse shape than him. See? You see? Over here. See?\You poor thing! Bein' forced to go through somethin' like this!\You're never goin' to leave your Ma's side again! You poor thing!\That's just not right. Goku had it hard, too.\S- Son- kun...\Goku... response:	Son- kun...
context: G- Gohan is fine.\Goku is in far worse shape than him. See? You see? Over here. See?\You poor thing! Bein' forced to go through somethin' like this!\You're never goin' to leave your Ma's side again! You poor thing!\That's just not right. Goku had it hard, too.\S- Son- kun...\Goku...\Son- kun... response:	Are you okay, Son- kun?
context: Goku is in far worse shape than him. See? You see? Over here. See?\You poor thing! Bein' forced to go through somethin' like this!\You're never goin' to leave your Ma's side again! You poor thing!\That's just not right. Goku had it hard, too.\S- Son- kun...\Goku...\Son- kun...\Are you okay, Son- kun? response:	T- this is awful.
context: You poor thing! Bein' forced to go through somethin' like this!\You're never goin' to leave your Ma's side again! You poor thing!\That's just not right. Goku had it hard, too.\S- Son- kun...\Goku...\Son- kun...\Are you okay, Son- kun?\T- this is awful. response:	S- sorry... I let the Saiyan get away...
context: You're never goin' to leave your Ma's side again! You poor thing!\That's just not right. Goku had it hard, too.\S- Son- kun...\Goku...\Son- kun...\Are you okay, Son- kun?\T- this is awful.\S- sorry... I let the Saiyan get away... response:	Not at all. Just driving him away was quite a feat.
context: That's just not right. Goku had it hard, too.\S- Son- kun...\Goku...\Son- kun...\Are you okay, Son- kun?\T- this is awful.\S- sorry... I let the Saiyan get away...\Not at all. Just driving him away was quite a feat. response:	Ah, Karin- sama...
context: S- Son- kun...\Goku...\Son- kun...\Are you okay, Son- kun?\T- this is awful.\S- sorry... I let the Saiyan get away...\Not at all. Just driving him away was quite a feat.\Ah, Karin- sama... response:	Saying he was strong doesn't begin to cover it.
context: Goku...\Son- kun...\Are you okay, Son- kun?\T- this is awful.\S- sorry... I let the Saiyan get away...\Not at all. Just driving him away was quite a feat.\Ah, Karin- sama...\Saying he was strong doesn't begin to cover it. response:	B- Bulma- san, Yamucha was... Except for the four of us, everyone else was done in...
context: Son- kun...\Are you okay, Son- kun?\T- this is awful.\S- sorry... I let the Saiyan get away...\Not at all. Just driving him away was quite a feat.\Ah, Karin- sama...\Saying he was strong doesn't begin to cover it.\B- Bulma- san, Yamucha was... Except for the four of us, everyone else was done in... response:	Uh-huh, we saw it on TV.
context: Are you okay, Son- kun?\T- this is awful.\S- sorry... I let the Saiyan get away...\Not at all. Just driving him away was quite a feat.\Ah, Karin- sama...\Saying he was strong doesn't begin to cover it.\B- Bulma- san, Yamucha was... Except for the four of us, everyone else was done in...\Uh-huh, we saw it on TV. response:	But Piccolo died, which means that so has Kami- sama...
context: T- this is awful.\S- sorry... I let the Saiyan get away...\Not at all. Just driving him away was quite a feat.\Ah, Karin- sama...\Saying he was strong doesn't begin to cover it.\B- Bulma- san, Yamucha was... Except for the four of us, everyone else was done in...\Uh-huh, we saw it on TV.\But Piccolo died, which means that so has Kami- sama... response:	He's right. And that means the Dragon Balls...
context: S- sorry... I let the Saiyan get away...\Not at all. Just driving him away was quite a feat.\Ah, Karin- sama...\Saying he was strong doesn't begin to cover it.\B- Bulma- san, Yamucha was... Except for the four of us, everyone else was done in...\Uh-huh, we saw it on TV.\But Piccolo died, which means that so has Kami- sama...\He's right. And that means the Dragon Balls... response:	I know what that means!
context: Not at all. Just driving him away was quite a feat.\Ah, Karin- sama...\Saying he was strong doesn't begin to cover it.\B- Bulma- san, Yamucha was... Except for the four of us, everyone else was done in...\Uh-huh, we saw it on TV.\But Piccolo died, which means that so has Kami- sama...\He's right. And that means the Dragon Balls...\I know what that means! response:	Y- you knew, didn't you?
context: Ah, Karin- sama...\Saying he was strong doesn't begin to cover it.\B- Bulma- san, Yamucha was... Except for the four of us, everyone else was done in...\Uh-huh, we saw it on TV.\But Piccolo died, which means that so has Kami- sama...\He's right. And that means the Dragon Balls...\I know what that means!\Y- you knew, didn't you? response:	Y- yeah.
context: Saying he was strong doesn't begin to cover it.\B- Bulma- san, Yamucha was... Except for the four of us, everyone else was done in...\Uh-huh, we saw it on TV.\But Piccolo died, which means that so has Kami- sama...\He's right. And that means the Dragon Balls...\I know what that means!\Y- you knew, didn't you?\Y- yeah. response:	If only Piccolo had been one of the survivors...
context: B- Bulma- san, Yamucha was... Except for the four of us, everyone else was done in...\Uh-huh, we saw it on TV.\But Piccolo died, which means that so has Kami- sama...\He's right. And that means the Dragon Balls...\I know what that means!\Y- you knew, didn't you?\Y- yeah.\If only Piccolo had been one of the survivors... response:	Well'scuse me for livin'.
context: Uh-huh, we saw it on TV.\But Piccolo died, which means that so has Kami- sama...\He's right. And that means the Dragon Balls...\I know what that means!\Y- you knew, didn't you?\Y- yeah.\If only Piccolo had been one of the survivors...\Well'scuse me for livin'. response:	That's right! All you did was run away! You didn't fight one bit!
context: But Piccolo died, which means that so has Kami- sama...\He's right. And that means the Dragon Balls...\I know what that means!\Y- you knew, didn't you?\Y- yeah.\If only Piccolo had been one of the survivors...\Well'scuse me for livin'.\That's right! All you did was run away! You didn't fight one bit! response:	What did you say!?
context: He's right. And that means the Dragon Balls...\I know what that means!\Y- you knew, didn't you?\Y- yeah.\If only Piccolo had been one of the survivors...\Well'scuse me for livin'.\That's right! All you did was run away! You didn't fight one bit!\What did you say!? response:	A good-for-nothing like you should have died right off, instead of Piccolo!
context: I know what that means!\Y- you knew, didn't you?\Y- yeah.\If only Piccolo had been one of the survivors...\Well'scuse me for livin'.\That's right! All you did was run away! You didn't fight one bit!\What did you say!?\A good-for-nothing like you should have died right off, instead of Piccolo! response:	You idiot!
context: Y- you knew, didn't you?\Y- yeah.\If only Piccolo had been one of the survivors...\Well'scuse me for livin'.\That's right! All you did was run away! You didn't fight one bit!\What did you say!?\A good-for-nothing like you should have died right off, instead of Piccolo!\You idiot! response:	If I hadn'a been there, these guys wouldn'a survived!
context: Y- yeah.\If only Piccolo had been one of the survivors...\Well'scuse me for livin'.\That's right! All you did was run away! You didn't fight one bit!\What did you say!?\A good-for-nothing like you should have died right off, instead of Piccolo!\You idiot!\If I hadn'a been there, these guys wouldn'a survived! response:	This is pissin' me off! I'm sick of bein' good!
context: If only Piccolo had been one of the survivors...\Well'scuse me for livin'.\That's right! All you did was run away! You didn't fight one bit!\What did you say!?\A good-for-nothing like you should have died right off, instead of Piccolo!\You idiot!\If I hadn'a been there, these guys wouldn'a survived!\This is pissin' me off! I'm sick of bein' good! response:	All right, all right.
context: Well'scuse me for livin'.\That's right! All you did was run away! You didn't fight one bit!\What did you say!?\A good-for-nothing like you should have died right off, instead of Piccolo!\You idiot!\If I hadn'a been there, these guys wouldn'a survived!\This is pissin' me off! I'm sick of bein' good!\All right, all right. response:	More importantly, we should hurry and get the injured to a hospital.
context: That's right! All you did was run away! You didn't fight one bit!\What did you say!?\A good-for-nothing like you should have died right off, instead of Piccolo!\You idiot!\If I hadn'a been there, these guys wouldn'a survived!\This is pissin' me off! I'm sick of bein' good!\All right, all right.\More importantly, we should hurry and get the injured to a hospital. response:	There aren't any more Senzu.
context: What did you say!?\A good-for-nothing like you should have died right off, instead of Piccolo!\You idiot!\If I hadn'a been there, these guys wouldn'a survived!\This is pissin' me off! I'm sick of bein' good!\All right, all right.\More importantly, we should hurry and get the injured to a hospital.\There aren't any more Senzu. response:	Easy, easy! Easy now...
context: A good-for-nothing like you should have died right off, instead of Piccolo!\You idiot!\If I hadn'a been there, these guys wouldn'a survived!\This is pissin' me off! I'm sick of bein' good!\All right, all right.\More importantly, we should hurry and get the injured to a hospital.\There aren't any more Senzu.\Easy, easy! Easy now... response:	Everyone's bodies are around here, right?
context: You idiot!\If I hadn'a been there, these guys wouldn'a survived!\This is pissin' me off! I'm sick of bein' good!\All right, all right.\More importantly, we should hurry and get the injured to a hospital.\There aren't any more Senzu.\Easy, easy! Easy now...\Everyone's bodies are around here, right? response:	Um... a little more that way.
context: If I hadn'a been there, these guys wouldn'a survived!\This is pissin' me off! I'm sick of bein' good!\All right, all right.\More importantly, we should hurry and get the injured to a hospital.\There aren't any more Senzu.\Easy, easy! Easy now...\Everyone's bodies are around here, right?\Um... a little more that way. response:	Bulma- san, don't cry. There's only a very slim chance that this is possible,
context: This is pissin' me off! I'm sick of bein' good!\All right, all right.\More importantly, we should hurry and get the injured to a hospital.\There aren't any more Senzu.\Easy, easy! Easy now...\Everyone's bodies are around here, right?\Um... a little more that way.\Bulma- san, don't cry. There's only a very slim chance that this is possible, response:	and maybe it's even a little crazy,
context: All right, all right.\More importantly, we should hurry and get the injured to a hospital.\There aren't any more Senzu.\Easy, easy! Easy now...\Everyone's bodies are around here, right?\Um... a little more that way.\Bulma- san, don't cry. There's only a very slim chance that this is possible,\and maybe it's even a little crazy, response:	so listen to me, but don't get your hopes up.
context: More importantly, we should hurry and get the injured to a hospital.\There aren't any more Senzu.\Easy, easy! Easy now...\Everyone's bodies are around here, right?\Um... a little more that way.\Bulma- san, don't cry. There's only a very slim chance that this is possible,\and maybe it's even a little crazy,\so listen to me, but don't get your hopes up. response:	I- it's possible that we can bring everyone who was killed by the Saiyans back to life.
context: There aren't any more Senzu.\Easy, easy! Easy now...\Everyone's bodies are around here, right?\Um... a little more that way.\Bulma- san, don't cry. There's only a very slim chance that this is possible,\and maybe it's even a little crazy,\so listen to me, but don't get your hopes up.\I- it's possible that we can bring everyone who was killed by the Saiyans back to life. response:	What do you mean?
context: Easy, easy! Easy now...\Everyone's bodies are around here, right?\Um... a little more that way.\Bulma- san, don't cry. There's only a very slim chance that this is possible,\and maybe it's even a little crazy,\so listen to me, but don't get your hopes up.\I- it's possible that we can bring everyone who was killed by the Saiyans back to life.\What do you mean? response:	Really?
context: Everyone's bodies are around here, right?\Um... a little more that way.\Bulma- san, don't cry. There's only a very slim chance that this is possible,\and maybe it's even a little crazy,\so listen to me, but don't get your hopes up.\I- it's possible that we can bring everyone who was killed by the Saiyans back to life.\What do you mean?\Really? response:	This is going to sound like grasping at clouds...
context: Um... a little more that way.\Bulma- san, don't cry. There's only a very slim chance that this is possible,\and maybe it's even a little crazy,\so listen to me, but don't get your hopes up.\I- it's possible that we can bring everyone who was killed by the Saiyans back to life.\What do you mean?\Really?\This is going to sound like grasping at clouds... response:	K- Kuririn... you said something about that to me, too...
context: Bulma- san, don't cry. There's only a very slim chance that this is possible,\and maybe it's even a little crazy,\so listen to me, but don't get your hopes up.\I- it's possible that we can bring everyone who was killed by the Saiyans back to life.\What do you mean?\Really?\This is going to sound like grasping at clouds...\K- Kuririn... you said something about that to me, too... response:	What do you mean? Tell us...
context: and maybe it's even a little crazy,\so listen to me, but don't get your hopes up.\I- it's possible that we can bring everyone who was killed by the Saiyans back to life.\What do you mean?\Really?\This is going to sound like grasping at clouds...\K- Kuririn... you said something about that to me, too...\What do you mean? Tell us... response:	A- as it happens...
context: so listen to me, but don't get your hopes up.\I- it's possible that we can bring everyone who was killed by the Saiyans back to life.\What do you mean?\Really?\This is going to sound like grasping at clouds...\K- Kuririn... you said something about that to me, too...\What do you mean? Tell us...\A- as it happens... response:	Just a minute. I'll tell you later.
context: I- it's possible that we can bring everyone who was killed by the Saiyans back to life.\What do you mean?\Really?\This is going to sound like grasping at clouds...\K- Kuririn... you said something about that to me, too...\What do you mean? Tell us...\A- as it happens...\Just a minute. I'll tell you later. response:	Muten Roshi- sama, land here. We have to load up everyone else's bodies.
context: What do you mean?\Really?\This is going to sound like grasping at clouds...\K- Kuririn... you said something about that to me, too...\What do you mean? Tell us...\A- as it happens...\Just a minute. I'll tell you later.\Muten Roshi- sama, land here. We have to load up everyone else's bodies. response:	Chaozu's body is the only one left. Let's see now...
context: Really?\This is going to sound like grasping at clouds...\K- Kuririn... you said something about that to me, too...\What do you mean? Tell us...\A- as it happens...\Just a minute. I'll tell you later.\Muten Roshi- sama, land here. We have to load up everyone else's bodies.\Chaozu's body is the only one left. Let's see now... response:	There isn't one.
context: This is going to sound like grasping at clouds...\K- Kuririn... you said something about that to me, too...\What do you mean? Tell us...\A- as it happens...\Just a minute. I'll tell you later.\Muten Roshi- sama, land here. We have to load up everyone else's bodies.\Chaozu's body is the only one left. Let's see now...\There isn't one. response:	He blew himself to pieces.
context: K- Kuririn... you said something about that to me, too...\What do you mean? Tell us...\A- as it happens...\Just a minute. I'll tell you later.\Muten Roshi- sama, land here. We have to load up everyone else's bodies.\Chaozu's body is the only one left. Let's see now...\There isn't one.\He blew himself to pieces. response:	I really would like to bring them all back to life.
context: What do you mean? Tell us...\A- as it happens...\Just a minute. I'll tell you later.\Muten Roshi- sama, land here. We have to load up everyone else's bodies.\Chaozu's body is the only one left. Let's see now...\There isn't one.\He blew himself to pieces.\I really would like to bring them all back to life. response:	As it stands, their sacrifice was all too great.
context: A- as it happens...\Just a minute. I'll tell you later.\Muten Roshi- sama, land here. We have to load up everyone else's bodies.\Chaozu's body is the only one left. Let's see now...\There isn't one.\He blew himself to pieces.\I really would like to bring them all back to life.\As it stands, their sacrifice was all too great. response:	Karin- sama, all I feel is anger...
context: Just a minute. I'll tell you later.\Muten Roshi- sama, land here. We have to load up everyone else's bodies.\Chaozu's body is the only one left. Let's see now...\There isn't one.\He blew himself to pieces.\I really would like to bring them all back to life.\As it stands, their sacrifice was all too great.\Karin- sama, all I feel is anger... response:	Now then...
context: Muten Roshi- sama, land here. We have to load up everyone else's bodies.\Chaozu's body is the only one left. Let's see now...\There isn't one.\He blew himself to pieces.\I really would like to bring them all back to life.\As it stands, their sacrifice was all too great.\Karin- sama, all I feel is anger...\Now then... response:	That's okay. I'll pilot us.
context: Chaozu's body is the only one left. Let's see now...\There isn't one.\He blew himself to pieces.\I really would like to bring them all back to life.\As it stands, their sacrifice was all too great.\Karin- sama, all I feel is anger...\Now then...\That's okay. I'll pilot us. response:	I've calmed down a little.
context: There isn't one.\He blew himself to pieces.\I really would like to bring them all back to life.\As it stands, their sacrifice was all too great.\Karin- sama, all I feel is anger...\Now then...\That's okay. I'll pilot us.\I've calmed down a little. response:	O- okay...
context: He blew himself to pieces.\I really would like to bring them all back to life.\As it stands, their sacrifice was all too great.\Karin- sama, all I feel is anger...\Now then...\That's okay. I'll pilot us.\I've calmed down a little.\O- okay... response:	Gohan- chan! Are you wakin' up?
context: I really would like to bring them all back to life.\As it stands, their sacrifice was all too great.\Karin- sama, all I feel is anger...\Now then...\That's okay. I'll pilot us.\I've calmed down a little.\O- okay...\Gohan- chan! Are you wakin' up? response:	Relax! It's Ma! It's your Ma!
context: As it stands, their sacrifice was all too great.\Karin- sama, all I feel is anger...\Now then...\That's okay. I'll pilot us.\I've calmed down a little.\O- okay...\Gohan- chan! Are you wakin' up?\Relax! It's Ma! It's your Ma! response:	M- Mother?
context: Karin- sama, all I feel is anger...\Now then...\That's okay. I'll pilot us.\I've calmed down a little.\O- okay...\Gohan- chan! Are you wakin' up?\Relax! It's Ma! It's your Ma!\M- Mother? response:	You poor thing! It must have been so scary! But you're okay now!
context: Now then...\That's okay. I'll pilot us.\I've calmed down a little.\O- okay...\Gohan- chan! Are you wakin' up?\Relax! It's Ma! It's your Ma!\M- Mother?\You poor thing! It must have been so scary! But you're okay now! response:	Yeah, you did great! You're really something!
context: That's okay. I'll pilot us.\I've calmed down a little.\O- okay...\Gohan- chan! Are you wakin' up?\Relax! It's Ma! It's your Ma!\M- Mother?\You poor thing! It must have been so scary! But you're okay now!\Yeah, you did great! You're really something! response:	We got through it!
context: I've calmed down a little.\O- okay...\Gohan- chan! Are you wakin' up?\Relax! It's Ma! It's your Ma!\M- Mother?\You poor thing! It must have been so scary! But you're okay now!\Yeah, you did great! You're really something!\We got through it! response:	H- how? Where is the Saiyan?
context: O- okay...\Gohan- chan! Are you wakin' up?\Relax! It's Ma! It's your Ma!\M- Mother?\You poor thing! It must have been so scary! But you're okay now!\Yeah, you did great! You're really something!\We got through it!\H- how? Where is the Saiyan? response:	He got away... He got away from us.
context: Gohan- chan! Are you wakin' up?\Relax! It's Ma! It's your Ma!\M- Mother?\You poor thing! It must have been so scary! But you're okay now!\Yeah, you did great! You're really something!\We got through it!\H- how? Where is the Saiyan?\He got away... He got away from us. response:	B- but still, we all hurt him something terrible, right?
context: Relax! It's Ma! It's your Ma!\M- Mother?\You poor thing! It must have been so scary! But you're okay now!\Yeah, you did great! You're really something!\We got through it!\H- how? Where is the Saiyan?\He got away... He got away from us.\B- but still, we all hurt him something terrible, right? response:	He might never come back.
context: M- Mother?\You poor thing! It must have been so scary! But you're okay now!\Yeah, you did great! You're really something!\We got through it!\H- how? Where is the Saiyan?\He got away... He got away from us.\B- but still, we all hurt him something terrible, right?\He might never come back. response:	Where's Father!?
context: You poor thing! It must have been so scary! But you're okay now!\Yeah, you did great! You're really something!\We got through it!\H- how? Where is the Saiyan?\He got away... He got away from us.\B- but still, we all hurt him something terrible, right?\He might never come back.\Where's Father!? response:	I'm in the back, Gohan...
context: Yeah, you did great! You're really something!\We got through it!\H- how? Where is the Saiyan?\He got away... He got away from us.\B- but still, we all hurt him something terrible, right?\He might never come back.\Where's Father!?\I'm in the back, Gohan... response:	Thanks to you guys, I managed to survive somehow...
context: We got through it!\H- how? Where is the Saiyan?\He got away... He got away from us.\B- but still, we all hurt him something terrible, right?\He might never come back.\Where's Father!?\I'm in the back, Gohan...\Thanks to you guys, I managed to survive somehow... response:	Hey, this is fine an' all,
context: H- how? Where is the Saiyan?\He got away... He got away from us.\B- but still, we all hurt him something terrible, right?\He might never come back.\Where's Father!?\I'm in the back, Gohan...\Thanks to you guys, I managed to survive somehow...\Hey, this is fine an' all, response:	but yer Goku's wife, right?
context: He got away... He got away from us.\B- but still, we all hurt him something terrible, right?\He might never come back.\Where's Father!?\I'm in the back, Gohan...\Thanks to you guys, I managed to survive somehow...\Hey, this is fine an' all,\but yer Goku's wife, right? response:	Stop worryin' about just the kid, and look after yer husband, would ya?
context: B- but still, we all hurt him something terrible, right?\He might never come back.\Where's Father!?\I'm in the back, Gohan...\Thanks to you guys, I managed to survive somehow...\Hey, this is fine an' all,\but yer Goku's wife, right?\Stop worryin' about just the kid, and look after yer husband, would ya? response:	How rude! Nothin' doin'.
context: He might never come back.\Where's Father!?\I'm in the back, Gohan...\Thanks to you guys, I managed to survive somehow...\Hey, this is fine an' all,\but yer Goku's wife, right?\Stop worryin' about just the kid, and look after yer husband, would ya?\How rude! Nothin' doin'. response:	It's because of Goku- sa that Gohan- chan went through all that nastiness!
context: Where's Father!?\I'm in the back, Gohan...\Thanks to you guys, I managed to survive somehow...\Hey, this is fine an' all,\but yer Goku's wife, right?\Stop worryin' about just the kid, and look after yer husband, would ya?\How rude! Nothin' doin'.\It's because of Goku- sa that Gohan- chan went through all that nastiness! response:	He didn't have to drag my boy into that!
context: I'm in the back, Gohan...\Thanks to you guys, I managed to survive somehow...\Hey, this is fine an' all,\but yer Goku's wife, right?\Stop worryin' about just the kid, and look after yer husband, would ya?\How rude! Nothin' doin'.\It's because of Goku- sa that Gohan- chan went through all that nastiness!\He didn't have to drag my boy into that! response:	That's not true, Mother! Father was-
context: Thanks to you guys, I managed to survive somehow...\Hey, this is fine an' all,\but yer Goku's wife, right?\Stop worryin' about just the kid, and look after yer husband, would ya?\How rude! Nothin' doin'.\It's because of Goku- sa that Gohan- chan went through all that nastiness!\He didn't have to drag my boy into that!\That's not true, Mother! Father was- response:	I'm far more worried about your future, Gohan, than I am about the earth!
context: Hey, this is fine an' all,\but yer Goku's wife, right?\Stop worryin' about just the kid, and look after yer husband, would ya?\How rude! Nothin' doin'.\It's because of Goku- sa that Gohan- chan went through all that nastiness!\He didn't have to drag my boy into that!\That's not true, Mother! Father was-\I'm far more worried about your future, Gohan, than I am about the earth! response:	Goku, can I slug her?
context: but yer Goku's wife, right?\Stop worryin' about just the kid, and look after yer husband, would ya?\How rude! Nothin' doin'.\It's because of Goku- sa that Gohan- chan went through all that nastiness!\He didn't have to drag my boy into that!\That's not true, Mother! Father was-\I'm far more worried about your future, Gohan, than I am about the earth!\Goku, can I slug her? response:	Kuririn...
context: Stop worryin' about just the kid, and look after yer husband, would ya?\How rude! Nothin' doin'.\It's because of Goku- sa that Gohan- chan went through all that nastiness!\He didn't have to drag my boy into that!\That's not true, Mother! Father was-\I'm far more worried about your future, Gohan, than I am about the earth!\Goku, can I slug her?\Kuririn... response:	Would you tell us about what you were saying earlier?
context: How rude! Nothin' doin'.\It's because of Goku- sa that Gohan- chan went through all that nastiness!\He didn't have to drag my boy into that!\That's not true, Mother! Father was-\I'm far more worried about your future, Gohan, than I am about the earth!\Goku, can I slug her?\Kuririn...\Would you tell us about what you were saying earlier? response:	O- oh, right.
context: It's because of Goku- sa that Gohan- chan went through all that nastiness!\He didn't have to drag my boy into that!\That's not true, Mother! Father was-\I'm far more worried about your future, Gohan, than I am about the earth!\Goku, can I slug her?\Kuririn...\Would you tell us about what you were saying earlier?\O- oh, right. response:	The Saiyans probably learned about there being Dragon Balls here on Earth,
context: He didn't have to drag my boy into that!\That's not true, Mother! Father was-\I'm far more worried about your future, Gohan, than I am about the earth!\Goku, can I slug her?\Kuririn...\Would you tell us about what you were saying earlier?\O- oh, right.\The Saiyans probably learned about there being Dragon Balls here on Earth, response:	via Goku's brother's radio, or whatever. The part about having wishes granted, too.
context: That's not true, Mother! Father was-\I'm far more worried about your future, Gohan, than I am about the earth!\Goku, can I slug her?\Kuririn...\Would you tell us about what you were saying earlier?\O- oh, right.\The Saiyans probably learned about there being Dragon Balls here on Earth,\via Goku's brother's radio, or whatever. The part about having wishes granted, too. response:	So, as long as they were here, they were trying to get the Dragon Balls, too.
context: I'm far more worried about your future, Gohan, than I am about the earth!\Goku, can I slug her?\Kuririn...\Would you tell us about what you were saying earlier?\O- oh, right.\The Saiyans probably learned about there being Dragon Balls here on Earth,\via Goku's brother's radio, or whatever. The part about having wishes granted, too.\So, as long as they were here, they were trying to get the Dragon Balls, too. response:	Really?
context: Goku, can I slug her?\Kuririn...\Would you tell us about what you were saying earlier?\O- oh, right.\The Saiyans probably learned about there being Dragon Balls here on Earth,\via Goku's brother's radio, or whatever. The part about having wishes granted, too.\So, as long as they were here, they were trying to get the Dragon Balls, too.\Really? response:	Yeah.
