context: Signs response:	Opening
context: Instantly, the walls were shattered, along with the illusory peace of everyday life.\Mankind abandoned Wall Maria.\They lost a fifth of their population, and a third of their territory,\as human activity was pushed back to Wall Rose.\Then in year 850.\Mankind's counterattack begins now!\The target's right in front of us!\It's the Colossal Titan! response:	This is our chance! Don't let it slip away!
context: Mankind abandoned Wall Maria.\They lost a fifth of their population, and a third of their territory,\as human activity was pushed back to Wall Rose.\Then in year 850.\Mankind's counterattack begins now!\The target's right in front of us!\It's the Colossal Titan!\This is our chance! Don't let it slip away! response:	Hello there.
context: They lost a fifth of their population, and a third of their territory,\as human activity was pushed back to Wall Rose.\Then in year 850.\Mankind's counterattack begins now!\The target's right in front of us!\It's the Colossal Titan!\This is our chance! Don't let it slip away!\Hello there. response:	It's been 5 years.
context: as human activity was pushed back to Wall Rose.\Then in year 850.\Mankind's counterattack begins now!\The target's right in front of us!\It's the Colossal Titan!\This is our chance! Don't let it slip away!\Hello there.\It's been 5 years. response:	It aimed for the batteries!
context: Then in year 850.\Mankind's counterattack begins now!\The target's right in front of us!\It's the Colossal Titan!\This is our chance! Don't let it slip away!\Hello there.\It's been 5 years.\It aimed for the batteries! response:	So it wasn't just a coincidence that he targeted the gate!
context: Mankind's counterattack begins now!\The target's right in front of us!\It's the Colossal Titan!\This is our chance! Don't let it slip away!\Hello there.\It's been 5 years.\It aimed for the batteries!\So it wasn't just a coincidence that he targeted the gate! response:	He's actually... intelligent!
context: The target's right in front of us!\It's the Colossal Titan!\This is our chance! Don't let it slip away!\Hello there.\It's been 5 years.\It aimed for the batteries!\So it wasn't just a coincidence that he targeted the gate!\He's actually... intelligent! response:	Still, this is our chance.
context: It's the Colossal Titan!\This is our chance! Don't let it slip away!\Hello there.\It's been 5 years.\It aimed for the batteries!\So it wasn't just a coincidence that he targeted the gate!\He's actually... intelligent!\Still, this is our chance. response:	This is the only one that can destroy the gates.
context: This is our chance! Don't let it slip away!\Hello there.\It's been 5 years.\It aimed for the batteries!\So it wasn't just a coincidence that he targeted the gate!\He's actually... intelligent!\Still, this is our chance.\This is the only one that can destroy the gates. response:	If I can just stop him!
context: Hello there.\It's been 5 years.\It aimed for the batteries!\So it wasn't just a coincidence that he targeted the gate!\He's actually... intelligent!\Still, this is our chance.\This is the only one that can destroy the gates.\If I can just stop him! response:	There!
context: It's been 5 years.\It aimed for the batteries!\So it wasn't just a coincidence that he targeted the gate!\He's actually... intelligent!\Still, this is our chance.\This is the only one that can destroy the gates.\If I can just stop him!\There! response:	You're mine!
context: It aimed for the batteries!\So it wasn't just a coincidence that he targeted the gate!\He's actually... intelligent!\Still, this is our chance.\This is the only one that can destroy the gates.\If I can just stop him!\There!\You're mine! response:	It burns!
context: So it wasn't just a coincidence that he targeted the gate!\He's actually... intelligent!\Still, this is our chance.\This is the only one that can destroy the gates.\If I can just stop him!\There!\You're mine!\It burns! response:	Go!
context: He's actually... intelligent!\Still, this is our chance.\This is the only one that can destroy the gates.\If I can just stop him!\There!\You're mine!\It burns!\Go! response:	Did I miss?
context: Still, this is our chance.\This is the only one that can destroy the gates.\If I can just stop him!\There!\You're mine!\It burns!\Go!\Did I miss? response:	No... The Colossal Titan vanished...
context: This is the only one that can destroy the gates.\If I can just stop him!\There!\You're mine!\It burns!\Go!\Did I miss?\No... The Colossal Titan vanished... response:	Eren! Did you get it?
context: If I can just stop him!\There!\You're mine!\It burns!\Go!\Did I miss?\No... The Colossal Titan vanished...\Eren! Did you get it? response:	No! It's the same as five years ago!
context: There!\You're mine!\It burns!\Go!\Did I miss?\No... The Colossal Titan vanished...\Eren! Did you get it?\No! It's the same as five years ago! response:	He disappeared, just as suddenly as he appeared.
context: You're mine!\It burns!\Go!\Did I miss?\No... The Colossal Titan vanished...\Eren! Did you get it?\No! It's the same as five years ago!\He disappeared, just as suddenly as he appeared. response:	I'm sorry. I let him get away.
context: It burns!\Go!\Did I miss?\No... The Colossal Titan vanished...\Eren! Did you get it?\No! It's the same as five years ago!\He disappeared, just as suddenly as he appeared.\I'm sorry. I let him get away. response:	What are you apologizing for?
context: Go!\Did I miss?\No... The Colossal Titan vanished...\Eren! Did you get it?\No! It's the same as five years ago!\He disappeared, just as suddenly as he appeared.\I'm sorry. I let him get away.\What are you apologizing for? response:	We couldn't even move
context: Did I miss?\No... The Colossal Titan vanished...\Eren! Did you get it?\No! It's the same as five years ago!\He disappeared, just as suddenly as he appeared.\I'm sorry. I let him get away.\What are you apologizing for?\We couldn't even move response:	There's no time for chatting!
context: No... The Colossal Titan vanished...\Eren! Did you get it?\No! It's the same as five years ago!\He disappeared, just as suddenly as he appeared.\I'm sorry. I let him get away.\What are you apologizing for?\We couldn't even move\There's no time for chatting! response:	The wall's been breached!
context: Eren! Did you get it?\No! It's the same as five years ago!\He disappeared, just as suddenly as he appeared.\I'm sorry. I let him get away.\What are you apologizing for?\We couldn't even move\There's no time for chatting!\The wall's been breached! response:	If we don't fix it quickly, the Titans will get in again!
context: No! It's the same as five years ago!\He disappeared, just as suddenly as he appeared.\I'm sorry. I let him get away.\What are you apologizing for?\We couldn't even move\There's no time for chatting!\The wall's been breached!\If we don't fix it quickly, the Titans will get in again! response:	What are you waiting for?!
context: He disappeared, just as suddenly as he appeared.\I'm sorry. I let him get away.\What are you apologizing for?\We couldn't even move\There's no time for chatting!\The wall's been breached!\If we don't fix it quickly, the Titans will get in again!\What are you waiting for?! response:	The strategy for handling a Colossal Titan's appearance is already in motion!
context: I'm sorry. I let him get away.\What are you apologizing for?\We couldn't even move\There's no time for chatting!\The wall's been breached!\If we don't fix it quickly, the Titans will get in again!\What are you waiting for?!\The strategy for handling a Colossal Titan's appearance is already in motion! response:	Return to HQ immediately!
context: What are you apologizing for?\We couldn't even move\There's no time for chatting!\The wall's been breached!\If we don't fix it quickly, the Titans will get in again!\What are you waiting for?!\The strategy for handling a Colossal Titan's appearance is already in motion!\Return to HQ immediately! response:	Anyone who had contact with it, report every detail!
context: We couldn't even move\There's no time for chatting!\The wall's been breached!\If we don't fix it quickly, the Titans will get in again!\What are you waiting for?!\The strategy for handling a Colossal Titan's appearance is already in motion!\Return to HQ immediately!\Anyone who had contact with it, report every detail! response:	Yessir!
context: There's no time for chatting!\The wall's been breached!\If we don't fix it quickly, the Titans will get in again!\What are you waiting for?!\The strategy for handling a Colossal Titan's appearance is already in motion!\Return to HQ immediately!\Anyone who had contact with it, report every detail!\Yessir! response:	I pray for your success!
context: The wall's been breached!\If we don't fix it quickly, the Titans will get in again!\What are you waiting for?!\The strategy for handling a Colossal Titan's appearance is already in motion!\Return to HQ immediately!\Anyone who had contact with it, report every detail!\Yessir!\I pray for your success! response:	Bring only your most critical possessions!
context: If we don't fix it quickly, the Titans will get in again!\What are you waiting for?!\The strategy for handling a Colossal Titan's appearance is already in motion!\Return to HQ immediately!\Anyone who had contact with it, report every detail!\Yessir!\I pray for your success!\Bring only your most critical possessions! response:	Please remain calm and evacuate!
context: What are you waiting for?!\The strategy for handling a Colossal Titan's appearance is already in motion!\Return to HQ immediately!\Anyone who had contact with it, report every detail!\Yessir!\I pray for your success!\Bring only your most critical possessions!\Please remain calm and evacuate! response:	If they break through,
context: The strategy for handling a Colossal Titan's appearance is already in motion!\Return to HQ immediately!\Anyone who had contact with it, report every detail!\Yessir!\I pray for your success!\Bring only your most critical possessions!\Please remain calm and evacuate!\If they break through, response:	the hellishness of five years ago will be repeated!
context: Return to HQ immediately!\Anyone who had contact with it, report every detail!\Yessir!\I pray for your success!\Bring only your most critical possessions!\Please remain calm and evacuate!\If they break through,\the hellishness of five years ago will be repeated! response:	We must stop the Titans here!
context: Anyone who had contact with it, report every detail!\Yessir!\I pray for your success!\Bring only your most critical possessions!\Please remain calm and evacuate!\If they break through,\the hellishness of five years ago will be repeated!\We must stop the Titans here! response:	Aimed and ready!
context: Yessir!\I pray for your success!\Bring only your most critical possessions!\Please remain calm and evacuate!\If they break through,\the hellishness of five years ago will be repeated!\We must stop the Titans here!\Aimed and ready! response:	Fire!
context: I pray for your success!\Bring only your most critical possessions!\Please remain calm and evacuate!\If they break through,\the hellishness of five years ago will be repeated!\We must stop the Titans here!\Aimed and ready!\Fire! response:	Attack!
context: Bring only your most critical possessions!\Please remain calm and evacuate!\If they break through,\the hellishness of five years ago will be repeated!\We must stop the Titans here!\Aimed and ready!\Fire!\Attack! response:	You recruits have completed training and graduated into proper soldiers!
context: Please remain calm and evacuate!\If they break through,\the hellishness of five years ago will be repeated!\We must stop the Titans here!\Aimed and ready!\Fire!\Attack!\You recruits have completed training and graduated into proper soldiers! response:	I expect you to actively participate in this operation too!
context: If they break through,\the hellishness of five years ago will be repeated!\We must stop the Titans here!\Aimed and ready!\Fire!\Attack!\You recruits have completed training and graduated into proper soldiers!\I expect you to actively participate in this operation too! response:	Don't worry, Hannah.
context: the hellishness of five years ago will be repeated!\We must stop the Titans here!\Aimed and ready!\Fire!\Attack!\You recruits have completed training and graduated into proper soldiers!\I expect you to actively participate in this operation too!\Don't worry, Hannah. response:	I swear I'll protect you.
context: We must stop the Titans here!\Aimed and ready!\Fire!\Attack!\You recruits have completed training and graduated into proper soldiers!\I expect you to actively participate in this operation too!\Don't worry, Hannah.\I swear I'll protect you. response:	Franz...
context: Aimed and ready!\Fire!\Attack!\You recruits have completed training and graduated into proper soldiers!\I expect you to actively participate in this operation too!\Don't worry, Hannah.\I swear I'll protect you.\Franz... response:	Are you okay, Armin?!
context: Fire!\Attack!\You recruits have completed training and graduated into proper soldiers!\I expect you to actively participate in this operation too!\Don't worry, Hannah.\I swear I'll protect you.\Franz...\Are you okay, Armin?! response:	I'm fine!
context: Attack!\You recruits have completed training and graduated into proper soldiers!\I expect you to actively participate in this operation too!\Don't worry, Hannah.\I swear I'll protect you.\Franz...\Are you okay, Armin?!\I'm fine! response:	I'll pull it together.
context: You recruits have completed training and graduated into proper soldiers!\I expect you to actively participate in this operation too!\Don't worry, Hannah.\I swear I'll protect you.\Franz...\Are you okay, Armin?!\I'm fine!\I'll pull it together. response:	But we're still in trouble!
context: I expect you to actively participate in this operation too!\Don't worry, Hannah.\I swear I'll protect you.\Franz...\Are you okay, Armin?!\I'm fine!\I'll pull it together.\But we're still in trouble! response:	We've got an eight-meter hole in the wall, and no way to fix it quickly!
context: Don't worry, Hannah.\I swear I'll protect you.\Franz...\Are you okay, Armin?!\I'm fine!\I'll pull it together.\But we're still in trouble!\We've got an eight-meter hole in the wall, and no way to fix it quickly! response:	We couldn't even dig out that giant rock near Zemo!
context: I swear I'll protect you.\Franz...\Are you okay, Armin?!\I'm fine!\I'll pull it together.\But we're still in trouble!\We've got an eight-meter hole in the wall, and no way to fix it quickly!\We couldn't even dig out that giant rock near Zemo! response:	If we can't close the hole, this city will be abandoned!
context: Franz...\Are you okay, Armin?!\I'm fine!\I'll pull it together.\But we're still in trouble!\We've got an eight-meter hole in the wall, and no way to fix it quickly!\We couldn't even dig out that giant rock near Zemo!\If we can't close the hole, this city will be abandoned! response:	Then it's only a matter of time until they break through Wall Rose!
context: Are you okay, Armin?!\I'm fine!\I'll pull it together.\But we're still in trouble!\We've got an eight-meter hole in the wall, and no way to fix it quickly!\We couldn't even dig out that giant rock near Zemo!\If we can't close the hole, this city will be abandoned!\Then it's only a matter of time until they break through Wall Rose! response:	If they felt like it, they could annihilate mankind at any time!
context: I'm fine!\I'll pull it together.\But we're still in trouble!\We've got an eight-meter hole in the wall, and no way to fix it quickly!\We couldn't even dig out that giant rock near Zemo!\If we can't close the hole, this city will be abandoned!\Then it's only a matter of time until they break through Wall Rose!\If they felt like it, they could annihilate mankind at any time! response:	Armin!
context: I'll pull it together.\But we're still in trouble!\We've got an eight-meter hole in the wall, and no way to fix it quickly!\We couldn't even dig out that giant rock near Zemo!\If we can't close the hole, this city will be abandoned!\Then it's only a matter of time until they break through Wall Rose!\If they felt like it, they could annihilate mankind at any time!\Armin! response:	Calm down!
context: But we're still in trouble!\We've got an eight-meter hole in the wall, and no way to fix it quickly!\We couldn't even dig out that giant rock near Zemo!\If we can't close the hole, this city will be abandoned!\Then it's only a matter of time until they break through Wall Rose!\If they felt like it, they could annihilate mankind at any time!\Armin!\Calm down! response:	This time it's different.
context: We've got an eight-meter hole in the wall, and no way to fix it quickly!\We couldn't even dig out that giant rock near Zemo!\If we can't close the hole, this city will be abandoned!\Then it's only a matter of time until they break through Wall Rose!\If they felt like it, they could annihilate mankind at any time!\Armin!\Calm down!\This time it's different. response:	Mankind won't lose to the Titans!
context: We couldn't even dig out that giant rock near Zemo!\If we can't close the hole, this city will be abandoned!\Then it's only a matter of time until they break through Wall Rose!\If they felt like it, they could annihilate mankind at any time!\Armin!\Calm down!\This time it's different.\Mankind won't lose to the Titans! response:	S-Sorry.
context: If we can't close the hole, this city will be abandoned!\Then it's only a matter of time until they break through Wall Rose!\If they felt like it, they could annihilate mankind at any time!\Armin!\Calm down!\This time it's different.\Mankind won't lose to the Titans!\S-Sorry. response:	I'm fine...
context: Then it's only a matter of time until they break through Wall Rose!\If they felt like it, they could annihilate mankind at any time!\Armin!\Calm down!\This time it's different.\Mankind won't lose to the Titans!\S-Sorry.\I'm fine... response:	Hey, are you even taking this seriously?
context: If they felt like it, they could annihilate mankind at any time!\Armin!\Calm down!\This time it's different.\Mankind won't lose to the Titans!\S-Sorry.\I'm fine...\Hey, are you even taking this seriously? response:	See? I win again.
context: Armin!\Calm down!\This time it's different.\Mankind won't lose to the Titans!\S-Sorry.\I'm fine...\Hey, are you even taking this seriously?\See? I win again. response:	I'm kind enough to play with you once every month,
context: Calm down!\This time it's different.\Mankind won't lose to the Titans!\S-Sorry.\I'm fine...\Hey, are you even taking this seriously?\See? I win again.\I'm kind enough to play with you once every month, response:	yet you fail to improve whatsoever, Pixis.
context: This time it's different.\Mankind won't lose to the Titans!\S-Sorry.\I'm fine...\Hey, are you even taking this seriously?\See? I win again.\I'm kind enough to play with you once every month,\yet you fail to improve whatsoever, Pixis. response:	I'm still far below your level, Lord Balto.
context: Mankind won't lose to the Titans!\S-Sorry.\I'm fine...\Hey, are you even taking this seriously?\See? I win again.\I'm kind enough to play with you once every month,\yet you fail to improve whatsoever, Pixis.\I'm still far below your level, Lord Balto. response:	I am still far from reaching your level, Lord Balto.
context: S-Sorry.\I'm fine...\Hey, are you even taking this seriously?\See? I win again.\I'm kind enough to play with you once every month,\yet you fail to improve whatsoever, Pixis.\I'm still far below your level, Lord Balto.\I am still far from reaching your level, Lord Balto. response:	You're the commander in charge of the Southern District!
context: I'm fine...\Hey, are you even taking this seriously?\See? I win again.\I'm kind enough to play with you once every month,\yet you fail to improve whatsoever, Pixis.\I'm still far below your level, Lord Balto.\I am still far from reaching your level, Lord Balto.\You're the commander in charge of the Southern District! response:	How do you expect to win against the Titans with those skills and smarts?
context: Hey, are you even taking this seriously?\See? I win again.\I'm kind enough to play with you once every month,\yet you fail to improve whatsoever, Pixis.\I'm still far below your level, Lord Balto.\I am still far from reaching your level, Lord Balto.\You're the commander in charge of the Southern District!\How do you expect to win against the Titans with those skills and smarts? response:	Commander Pixis!
context: See? I win again.\I'm kind enough to play with you once every month,\yet you fail to improve whatsoever, Pixis.\I'm still far below your level, Lord Balto.\I am still far from reaching your level, Lord Balto.\You're the commander in charge of the Southern District!\How do you expect to win against the Titans with those skills and smarts?\Commander Pixis! response:	We just got word!
context: I'm kind enough to play with you once every month,\yet you fail to improve whatsoever, Pixis.\I'm still far below your level, Lord Balto.\I am still far from reaching your level, Lord Balto.\You're the commander in charge of the Southern District!\How do you expect to win against the Titans with those skills and smarts?\Commander Pixis!\We just got word! response:	What's the meaning of this outra
context: yet you fail to improve whatsoever, Pixis.\I'm still far below your level, Lord Balto.\I am still far from reaching your level, Lord Balto.\You're the commander in charge of the Southern District!\How do you expect to win against the Titans with those skills and smarts?\Commander Pixis!\We just got word!\What's the meaning of this outra response:	The Colossal Titan just attacked Trost!
context: I'm still far below your level, Lord Balto.\I am still far from reaching your level, Lord Balto.\You're the commander in charge of the Southern District!\How do you expect to win against the Titans with those skills and smarts?\Commander Pixis!\We just got word!\What's the meaning of this outra\The Colossal Titan just attacked Trost! response:	The gate has been breached!
context: I am still far from reaching your level, Lord Balto.\You're the commander in charge of the Southern District!\How do you expect to win against the Titans with those skills and smarts?\Commander Pixis!\We just got word!\What's the meaning of this outra\The Colossal Titan just attacked Trost!\The gate has been breached! response:	This booze is truly top-shelf.
context: You're the commander in charge of the Southern District!\How do you expect to win against the Titans with those skills and smarts?\Commander Pixis!\We just got word!\What's the meaning of this outra\The Colossal Titan just attacked Trost!\The gate has been breached!\This booze is truly top-shelf. response:	As your fellow on the battlefield, I humbly accept it.
context: How do you expect to win against the Titans with those skills and smarts?\Commander Pixis!\We just got word!\What's the meaning of this outra\The Colossal Titan just attacked Trost!\The gate has been breached!\This booze is truly top-shelf.\As your fellow on the battlefield, I humbly accept it. response:	Hey! Wait, Pixis!
context: Commander Pixis!\We just got word!\What's the meaning of this outra\The Colossal Titan just attacked Trost!\The gate has been breached!\This booze is truly top-shelf.\As your fellow on the battlefield, I humbly accept it.\Hey! Wait, Pixis! response:	Pixis! I said wait!
context: We just got word!\What's the meaning of this outra\The Colossal Titan just attacked Trost!\The gate has been breached!\This booze is truly top-shelf.\As your fellow on the battlefield, I humbly accept it.\Hey! Wait, Pixis!\Pixis! I said wait! response:	You can't just leave!
context: What's the meaning of this outra\The Colossal Titan just attacked Trost!\The gate has been breached!\This booze is truly top-shelf.\As your fellow on the battlefield, I humbly accept it.\Hey! Wait, Pixis!\Pixis! I said wait!\You can't just leave! response:	Gather your men and focus on defending my property!
context: The Colossal Titan just attacked Trost!\The gate has been breached!\This booze is truly top-shelf.\As your fellow on the battlefield, I humbly accept it.\Hey! Wait, Pixis!\Pixis! I said wait!\You can't just leave!\Gather your men and focus on defending my property! response:	That's your duty, isn't it?!
context: The gate has been breached!\This booze is truly top-shelf.\As your fellow on the battlefield, I humbly accept it.\Hey! Wait, Pixis!\Pixis! I said wait!\You can't just leave!\Gather your men and focus on defending my property!\That's your duty, isn't it?! response:	Lord Balto,
context: This booze is truly top-shelf.\As your fellow on the battlefield, I humbly accept it.\Hey! Wait, Pixis!\Pixis! I said wait!\You can't just leave!\Gather your men and focus on defending my property!\That's your duty, isn't it?!\Lord Balto, response:	right now soldiers are putting their lives on the line in Trost.
context: As your fellow on the battlefield, I humbly accept it.\Hey! Wait, Pixis!\Pixis! I said wait!\You can't just leave!\Gather your men and focus on defending my property!\That's your duty, isn't it?!\Lord Balto,\right now soldiers are putting their lives on the line in Trost. response:	Commander, I'll ready your horse.
context: Hey! Wait, Pixis!\Pixis! I said wait!\You can't just leave!\Gather your men and focus on defending my property!\That's your duty, isn't it?!\Lord Balto,\right now soldiers are putting their lives on the line in Trost.\Commander, I'll ready your horse. response:	Many of them have probably died already,
context: Pixis! I said wait!\You can't just leave!\Gather your men and focus on defending my property!\That's your duty, isn't it?!\Lord Balto,\right now soldiers are putting their lives on the line in Trost.\Commander, I'll ready your horse.\Many of them have probably died already, response:	even at this moment while we speak.
context: You can't just leave!\Gather your men and focus on defending my property!\That's your duty, isn't it?!\Lord Balto,\right now soldiers are putting their lives on the line in Trost.\Commander, I'll ready your horse.\Many of them have probably died already,\even at this moment while we speak. response:	Who cares about their lives?
context: Gather your men and focus on defending my property!\That's your duty, isn't it?!\Lord Balto,\right now soldiers are putting their lives on the line in Trost.\Commander, I'll ready your horse.\Many of them have probably died already,\even at this moment while we speak.\Who cares about their lives? response:	Just let them die!
context: That's your duty, isn't it?!\Lord Balto,\right now soldiers are putting their lives on the line in Trost.\Commander, I'll ready your horse.\Many of them have probably died already,\even at this moment while we speak.\Who cares about their lives?\Just let them die! response:	Not to mention, you can't even win on the board!
context: Lord Balto,\right now soldiers are putting their lives on the line in Trost.\Commander, I'll ready your horse.\Many of them have probably died already,\even at this moment while we speak.\Who cares about their lives?\Just let them die!\Not to mention, you can't even win on the board! response:	Going there yourself would change nothing!
context: right now soldiers are putting their lives on the line in Trost.\Commander, I'll ready your horse.\Many of them have probably died already,\even at this moment while we speak.\Who cares about their lives?\Just let them die!\Not to mention, you can't even win on the board!\Going there yourself would change nothing! response:	Please, do not worry, Your Grace.
context: Commander, I'll ready your horse.\Many of them have probably died already,\even at this moment while we speak.\Who cares about their lives?\Just let them die!\Not to mention, you can't even win on the board!\Going there yourself would change nothing!\Please, do not worry, Your Grace. response:	On the battlefield against the Titans, the Commander has no need to hold back.
context: Many of them have probably died already,\even at this moment while we speak.\Who cares about their lives?\Just let them die!\Not to mention, you can't even win on the board!\Going there yourself would change nothing!\Please, do not worry, Your Grace.\On the battlefield against the Titans, the Commander has no need to hold back. response:	Quiet now.
context: even at this moment while we speak.\Who cares about their lives?\Just let them die!\Not to mention, you can't even win on the board!\Going there yourself would change nothing!\Please, do not worry, Your Grace.\On the battlefield against the Titans, the Commander has no need to hold back.\Quiet now. response:	Lord Balto.
context: Who cares about their lives?\Just let them die!\Not to mention, you can't even win on the board!\Going there yourself would change nothing!\Please, do not worry, Your Grace.\On the battlefield against the Titans, the Commander has no need to hold back.\Quiet now.\Lord Balto. response:	Your Grace, just enjoy your peaceful day in luxurious delight as always.
context: Just let them die!\Not to mention, you can't even win on the board!\Going there yourself would change nothing!\Please, do not worry, Your Grace.\On the battlefield against the Titans, the Commander has no need to hold back.\Quiet now.\Lord Balto.\Your Grace, just enjoy your peaceful day in luxurious delight as always. response:	Hey! Pixis!
context: Not to mention, you can't even win on the board!\Going there yourself would change nothing!\Please, do not worry, Your Grace.\On the battlefield against the Titans, the Commander has no need to hold back.\Quiet now.\Lord Balto.\Your Grace, just enjoy your peaceful day in luxurious delight as always.\Hey! Pixis! response:	Come back, Pixis!
context: Going there yourself would change nothing!\Please, do not worry, Your Grace.\On the battlefield against the Titans, the Commander has no need to hold back.\Quiet now.\Lord Balto.\Your Grace, just enjoy your peaceful day in luxurious delight as always.\Hey! Pixis!\Come back, Pixis! response:	Pixis!
context: Please, do not worry, Your Grace.\On the battlefield against the Titans, the Commander has no need to hold back.\Quiet now.\Lord Balto.\Your Grace, just enjoy your peaceful day in luxurious delight as always.\Hey! Pixis!\Come back, Pixis!\Pixis! response:	Just like in the training, split up into your individual squads. You will be under Garrison command.
context: On the battlefield against the Titans, the Commander has no need to hold back.\Quiet now.\Lord Balto.\Your Grace, just enjoy your peaceful day in luxurious delight as always.\Hey! Pixis!\Come back, Pixis!\Pixis!\Just like in the training, split up into your individual squads. You will be under Garrison command. response:	Your duties are to assist in providing supplies, communications, and sweeping up the Titans!
context: Quiet now.\Lord Balto.\Your Grace, just enjoy your peaceful day in luxurious delight as always.\Hey! Pixis!\Come back, Pixis!\Pixis!\Just like in the training, split up into your individual squads. You will be under Garrison command.\Your duties are to assist in providing supplies, communications, and sweeping up the Titans! response:	The first line of defense will be the frontline unit of the Garrison!
context: Lord Balto.\Your Grace, just enjoy your peaceful day in luxurious delight as always.\Hey! Pixis!\Come back, Pixis!\Pixis!\Just like in the training, split up into your individual squads. You will be under Garrison command.\Your duties are to assist in providing supplies, communications, and sweeping up the Titans!\The first line of defense will be the frontline unit of the Garrison! response:	The second line will be the cadet squads under our command!
context: Your Grace, just enjoy your peaceful day in luxurious delight as always.\Hey! Pixis!\Come back, Pixis!\Pixis!\Just like in the training, split up into your individual squads. You will be under Garrison command.\Your duties are to assist in providing supplies, communications, and sweeping up the Titans!\The first line of defense will be the frontline unit of the Garrison!\The second line will be the cadet squads under our command! response:	The rearguard will be the Garrison's elite units!
context: Hey! Pixis!\Come back, Pixis!\Pixis!\Just like in the training, split up into your individual squads. You will be under Garrison command.\Your duties are to assist in providing supplies, communications, and sweeping up the Titans!\The first line of defense will be the frontline unit of the Garrison!\The second line will be the cadet squads under our command!\The rearguard will be the Garrison's elite units! response:	We've already recieved word that the vanguard has been annihilated!
context: Come back, Pixis!\Pixis!\Just like in the training, split up into your individual squads. You will be under Garrison command.\Your duties are to assist in providing supplies, communications, and sweeping up the Titans!\The first line of defense will be the frontline unit of the Garrison!\The second line will be the cadet squads under our command!\The rearguard will be the Garrison's elite units!\We've already recieved word that the vanguard has been annihilated! response:	The outer gate was destroyed, and Titans have encroached upon the city!
context: Pixis!\Just like in the training, split up into your individual squads. You will be under Garrison command.\Your duties are to assist in providing supplies, communications, and sweeping up the Titans!\The first line of defense will be the frontline unit of the Garrison!\The second line will be the cadet squads under our command!\The rearguard will be the Garrison's elite units!\We've already recieved word that the vanguard has been annihilated!\The outer gate was destroyed, and Titans have encroached upon the city! response:	This means that the Armored Titan might show up any moment to breach the inner gate!
context: Just like in the training, split up into your individual squads. You will be under Garrison command.\Your duties are to assist in providing supplies, communications, and sweeping up the Titans!\The first line of defense will be the frontline unit of the Garrison!\The second line will be the cadet squads under our command!\The rearguard will be the Garrison's elite units!\We've already recieved word that the vanguard has been annihilated!\The outer gate was destroyed, and Titans have encroached upon the city!\This means that the Armored Titan might show up any moment to breach the inner gate! response:	That's...
context: Your duties are to assist in providing supplies, communications, and sweeping up the Titans!\The first line of defense will be the frontline unit of the Garrison!\The second line will be the cadet squads under our command!\The rearguard will be the Garrison's elite units!\We've already recieved word that the vanguard has been annihilated!\The outer gate was destroyed, and Titans have encroached upon the city!\This means that the Armored Titan might show up any moment to breach the inner gate!\That's... response:	No way...
