context: Water. response:	Earth.
context: Once word gets out that he's alive every firebender will be out looking for him\and I don't want anyone getting in the way.\Getting in the way of what...\Prince Zuko?\Captain Zhao. It's Commander now.\And General Iroh\Great hero of our nation. Retired general.\What brings you to my harbor? response:	Our ship is being repaired.
context: and I don't want anyone getting in the way.\Getting in the way of what...\Prince Zuko?\Captain Zhao. It's Commander now.\And General Iroh\Great hero of our nation. Retired general.\What brings you to my harbor?\Our ship is being repaired. response:	That's quite a bit of damage.
context: Getting in the way of what...\Prince Zuko?\Captain Zhao. It's Commander now.\And General Iroh\Great hero of our nation. Retired general.\What brings you to my harbor?\Our ship is being repaired.\That's quite a bit of damage. response:	Yes... you wouldn't believe what happened.
context: Prince Zuko?\Captain Zhao. It's Commander now.\And General Iroh\Great hero of our nation. Retired general.\What brings you to my harbor?\Our ship is being repaired.\That's quite a bit of damage.\Yes... you wouldn't believe what happened. response:	Uncle! Tell Commander Zhao what happened.
context: Captain Zhao. It's Commander now.\And General Iroh\Great hero of our nation. Retired general.\What brings you to my harbor?\Our ship is being repaired.\That's quite a bit of damage.\Yes... you wouldn't believe what happened.\Uncle! Tell Commander Zhao what happened. response:	Yes, I will do that. It was what...did we crash or something??
context: And General Iroh\Great hero of our nation. Retired general.\What brings you to my harbor?\Our ship is being repaired.\That's quite a bit of damage.\Yes... you wouldn't believe what happened.\Uncle! Tell Commander Zhao what happened.\Yes, I will do that. It was what...did we crash or something?? response:	Uh, yes! Right into an Earth Kingdom ship.
context: Great hero of our nation. Retired general.\What brings you to my harbor?\Our ship is being repaired.\That's quite a bit of damage.\Yes... you wouldn't believe what happened.\Uncle! Tell Commander Zhao what happened.\Yes, I will do that. It was what...did we crash or something??\Uh, yes! Right into an Earth Kingdom ship. response:	Really? You must regale me with all the thrilling details.
context: What brings you to my harbor?\Our ship is being repaired.\That's quite a bit of damage.\Yes... you wouldn't believe what happened.\Uncle! Tell Commander Zhao what happened.\Yes, I will do that. It was what...did we crash or something??\Uh, yes! Right into an Earth Kingdom ship.\Really? You must regale me with all the thrilling details. response:	Join me for a drink?
context: Our ship is being repaired.\That's quite a bit of damage.\Yes... you wouldn't believe what happened.\Uncle! Tell Commander Zhao what happened.\Yes, I will do that. It was what...did we crash or something??\Uh, yes! Right into an Earth Kingdom ship.\Really? You must regale me with all the thrilling details.\Join me for a drink? response:	Sorry, but we have to go. Prince Zuko,
context: That's quite a bit of damage.\Yes... you wouldn't believe what happened.\Uncle! Tell Commander Zhao what happened.\Yes, I will do that. It was what...did we crash or something??\Uh, yes! Right into an Earth Kingdom ship.\Really? You must regale me with all the thrilling details.\Join me for a drink?\Sorry, but we have to go. Prince Zuko, response:	show Commander Zhao your respect.
context: Yes... you wouldn't believe what happened.\Uncle! Tell Commander Zhao what happened.\Yes, I will do that. It was what...did we crash or something??\Uh, yes! Right into an Earth Kingdom ship.\Really? You must regale me with all the thrilling details.\Join me for a drink?\Sorry, but we have to go. Prince Zuko,\show Commander Zhao your respect. response:	We would be honored to join you. Do you have any ginseng tea?
context: Uncle! Tell Commander Zhao what happened.\Yes, I will do that. It was what...did we crash or something??\Uh, yes! Right into an Earth Kingdom ship.\Really? You must regale me with all the thrilling details.\Join me for a drink?\Sorry, but we have to go. Prince Zuko,\show Commander Zhao your respect.\We would be honored to join you. Do you have any ginseng tea? response:	It's my favorite.
context: Yes, I will do that. It was what...did we crash or something??\Uh, yes! Right into an Earth Kingdom ship.\Really? You must regale me with all the thrilling details.\Join me for a drink?\Sorry, but we have to go. Prince Zuko,\show Commander Zhao your respect.\We would be honored to join you. Do you have any ginseng tea?\It's my favorite. response:	Hey, stomach, be quiet, all right? I'm trying to find us some food.
context: Uh, yes! Right into an Earth Kingdom ship.\Really? You must regale me with all the thrilling details.\Join me for a drink?\Sorry, but we have to go. Prince Zuko,\show Commander Zhao your respect.\We would be honored to join you. Do you have any ginseng tea?\It's my favorite.\Hey, stomach, be quiet, all right? I'm trying to find us some food. response:	Hey! Who ate all my blubbered seal jerky?
context: Really? You must regale me with all the thrilling details.\Join me for a drink?\Sorry, but we have to go. Prince Zuko,\show Commander Zhao your respect.\We would be honored to join you. Do you have any ginseng tea?\It's my favorite.\Hey, stomach, be quiet, all right? I'm trying to find us some food.\Hey! Who ate all my blubbered seal jerky? response:	Oh, that was food? I used it to start the campfire last night. Sorry.
context: Join me for a drink?\Sorry, but we have to go. Prince Zuko,\show Commander Zhao your respect.\We would be honored to join you. Do you have any ginseng tea?\It's my favorite.\Hey, stomach, be quiet, all right? I'm trying to find us some food.\Hey! Who ate all my blubbered seal jerky?\Oh, that was food? I used it to start the campfire last night. Sorry. response:	ou WHAT?
context: Sorry, but we have to go. Prince Zuko,\show Commander Zhao your respect.\We would be honored to join you. Do you have any ginseng tea?\It's my favorite.\Hey, stomach, be quiet, all right? I'm trying to find us some food.\Hey! Who ate all my blubbered seal jerky?\Oh, that was food? I used it to start the campfire last night. Sorry.\ou WHAT? response:	Awww, no wonder the flames smelled so good.
context: show Commander Zhao your respect.\We would be honored to join you. Do you have any ginseng tea?\It's my favorite.\Hey, stomach, be quiet, all right? I'm trying to find us some food.\Hey! Who ate all my blubbered seal jerky?\Oh, that was food? I used it to start the campfire last night. Sorry.\ou WHAT?\Awww, no wonder the flames smelled so good. response:	The Batola mountain range!
context: We would be honored to join you. Do you have any ginseng tea?\It's my favorite.\Hey, stomach, be quiet, all right? I'm trying to find us some food.\Hey! Who ate all my blubbered seal jerky?\Oh, that was food? I used it to start the campfire last night. Sorry.\ou WHAT?\Awww, no wonder the flames smelled so good.\The Batola mountain range! response:	We're almost there!
context: It's my favorite.\Hey, stomach, be quiet, all right? I'm trying to find us some food.\Hey! Who ate all my blubbered seal jerky?\Oh, that was food? I used it to start the campfire last night. Sorry.\ou WHAT?\Awww, no wonder the flames smelled so good.\The Batola mountain range!\We're almost there! response:	Aang? Before we get to the temple, I want to talk to you about the airbenders.
context: Hey, stomach, be quiet, all right? I'm trying to find us some food.\Hey! Who ate all my blubbered seal jerky?\Oh, that was food? I used it to start the campfire last night. Sorry.\ou WHAT?\Awww, no wonder the flames smelled so good.\The Batola mountain range!\We're almost there!\Aang? Before we get to the temple, I want to talk to you about the airbenders. response:	What about'em?
context: Hey! Who ate all my blubbered seal jerky?\Oh, that was food? I used it to start the campfire last night. Sorry.\ou WHAT?\Awww, no wonder the flames smelled so good.\The Batola mountain range!\We're almost there!\Aang? Before we get to the temple, I want to talk to you about the airbenders.\What about'em? response:	Well, I just want you to be prepared for what you might see.
context: Oh, that was food? I used it to start the campfire last night. Sorry.\ou WHAT?\Awww, no wonder the flames smelled so good.\The Batola mountain range!\We're almost there!\Aang? Before we get to the temple, I want to talk to you about the airbenders.\What about'em?\Well, I just want you to be prepared for what you might see. response:	The Fire Nation is ruthless.
context: ou WHAT?\Awww, no wonder the flames smelled so good.\The Batola mountain range!\We're almost there!\Aang? Before we get to the temple, I want to talk to you about the airbenders.\What about'em?\Well, I just want you to be prepared for what you might see.\The Fire Nation is ruthless. response:	They killed my mother and they could have done the same to your people.
context: Awww, no wonder the flames smelled so good.\The Batola mountain range!\We're almost there!\Aang? Before we get to the temple, I want to talk to you about the airbenders.\What about'em?\Well, I just want you to be prepared for what you might see.\The Fire Nation is ruthless.\They killed my mother and they could have done the same to your people. response:	Just because no one has seen an airbender doesn't mean the Fire Nation killed them all.
context: The Batola mountain range!\We're almost there!\Aang? Before we get to the temple, I want to talk to you about the airbenders.\What about'em?\Well, I just want you to be prepared for what you might see.\The Fire Nation is ruthless.\They killed my mother and they could have done the same to your people.\Just because no one has seen an airbender doesn't mean the Fire Nation killed them all. response:	They probably escaped. I know it's hard to accept.
context: We're almost there!\Aang? Before we get to the temple, I want to talk to you about the airbenders.\What about'em?\Well, I just want you to be prepared for what you might see.\The Fire Nation is ruthless.\They killed my mother and they could have done the same to your people.\Just because no one has seen an airbender doesn't mean the Fire Nation killed them all.\They probably escaped. I know it's hard to accept. response:	You don't understand, Katara. The only way to get to an airbender temple is on a flying bison
context: Aang? Before we get to the temple, I want to talk to you about the airbenders.\What about'em?\Well, I just want you to be prepared for what you might see.\The Fire Nation is ruthless.\They killed my mother and they could have done the same to your people.\Just because no one has seen an airbender doesn't mean the Fire Nation killed them all.\They probably escaped. I know it's hard to accept.\You don't understand, Katara. The only way to get to an airbender temple is on a flying bison response:	and I doubt the Fire Nation has any flying bison. Right, Appa?
context: What about'em?\Well, I just want you to be prepared for what you might see.\The Fire Nation is ruthless.\They killed my mother and they could have done the same to your people.\Just because no one has seen an airbender doesn't mean the Fire Nation killed them all.\They probably escaped. I know it's hard to accept.\You don't understand, Katara. The only way to get to an airbender temple is on a flying bison\and I doubt the Fire Nation has any flying bison. Right, Appa? response:	Yip-yip!
context: Well, I just want you to be prepared for what you might see.\The Fire Nation is ruthless.\They killed my mother and they could have done the same to your people.\Just because no one has seen an airbender doesn't mean the Fire Nation killed them all.\They probably escaped. I know it's hard to accept.\You don't understand, Katara. The only way to get to an airbender temple is on a flying bison\and I doubt the Fire Nation has any flying bison. Right, Appa?\Yip-yip! response:	There it is... the Southern Air Temple.
context: The Fire Nation is ruthless.\They killed my mother and they could have done the same to your people.\Just because no one has seen an airbender doesn't mean the Fire Nation killed them all.\They probably escaped. I know it's hard to accept.\You don't understand, Katara. The only way to get to an airbender temple is on a flying bison\and I doubt the Fire Nation has any flying bison. Right, Appa?\Yip-yip!\There it is... the Southern Air Temple. response:	Aang, it's amazing!
context: They killed my mother and they could have done the same to your people.\Just because no one has seen an airbender doesn't mean the Fire Nation killed them all.\They probably escaped. I know it's hard to accept.\You don't understand, Katara. The only way to get to an airbender temple is on a flying bison\and I doubt the Fire Nation has any flying bison. Right, Appa?\Yip-yip!\There it is... the Southern Air Temple.\Aang, it's amazing! response:	We're home, buddy. We're home.
context: Just because no one has seen an airbender doesn't mean the Fire Nation killed them all.\They probably escaped. I know it's hard to accept.\You don't understand, Katara. The only way to get to an airbender temple is on a flying bison\and I doubt the Fire Nation has any flying bison. Right, Appa?\Yip-yip!\There it is... the Southern Air Temple.\Aang, it's amazing!\We're home, buddy. We're home. response:	And by year's end, the Earth Kingdom capital will be under our rule.
context: They probably escaped. I know it's hard to accept.\You don't understand, Katara. The only way to get to an airbender temple is on a flying bison\and I doubt the Fire Nation has any flying bison. Right, Appa?\Yip-yip!\There it is... the Southern Air Temple.\Aang, it's amazing!\We're home, buddy. We're home.\And by year's end, the Earth Kingdom capital will be under our rule. response:	The Fire Lord will finally claim victory in this war.
context: You don't understand, Katara. The only way to get to an airbender temple is on a flying bison\and I doubt the Fire Nation has any flying bison. Right, Appa?\Yip-yip!\There it is... the Southern Air Temple.\Aang, it's amazing!\We're home, buddy. We're home.\And by year's end, the Earth Kingdom capital will be under our rule.\The Fire Lord will finally claim victory in this war. response:	If my father thinks the rest of the world will follow him willingly, then he is a fool.
context: and I doubt the Fire Nation has any flying bison. Right, Appa?\Yip-yip!\There it is... the Southern Air Temple.\Aang, it's amazing!\We're home, buddy. We're home.\And by year's end, the Earth Kingdom capital will be under our rule.\The Fire Lord will finally claim victory in this war.\If my father thinks the rest of the world will follow him willingly, then he is a fool. response:	Two years at sea have done little to temper your tongue.
context: Yip-yip!\There it is... the Southern Air Temple.\Aang, it's amazing!\We're home, buddy. We're home.\And by year's end, the Earth Kingdom capital will be under our rule.\The Fire Lord will finally claim victory in this war.\If my father thinks the rest of the world will follow him willingly, then he is a fool.\Two years at sea have done little to temper your tongue. response:	So,
context: There it is... the Southern Air Temple.\Aang, it's amazing!\We're home, buddy. We're home.\And by year's end, the Earth Kingdom capital will be under our rule.\The Fire Lord will finally claim victory in this war.\If my father thinks the rest of the world will follow him willingly, then he is a fool.\Two years at sea have done little to temper your tongue.\So, response:	how is your search for the Avatar going?
context: Aang, it's amazing!\We're home, buddy. We're home.\And by year's end, the Earth Kingdom capital will be under our rule.\The Fire Lord will finally claim victory in this war.\If my father thinks the rest of the world will follow him willingly, then he is a fool.\Two years at sea have done little to temper your tongue.\So,\how is your search for the Avatar going? response:	My fault entirely.
context: We're home, buddy. We're home.\And by year's end, the Earth Kingdom capital will be under our rule.\The Fire Lord will finally claim victory in this war.\If my father thinks the rest of the world will follow him willingly, then he is a fool.\Two years at sea have done little to temper your tongue.\So,\how is your search for the Avatar going?\My fault entirely. response:	We haven't found him yet.
context: And by year's end, the Earth Kingdom capital will be under our rule.\The Fire Lord will finally claim victory in this war.\If my father thinks the rest of the world will follow him willingly, then he is a fool.\Two years at sea have done little to temper your tongue.\So,\how is your search for the Avatar going?\My fault entirely.\We haven't found him yet. response:	Did you really expect to? The Avatar died a hundred years ago
context: The Fire Lord will finally claim victory in this war.\If my father thinks the rest of the world will follow him willingly, then he is a fool.\Two years at sea have done little to temper your tongue.\So,\how is your search for the Avatar going?\My fault entirely.\We haven't found him yet.\Did you really expect to? The Avatar died a hundred years ago response:	along with the rest of the airbenders.
context: If my father thinks the rest of the world will follow him willingly, then he is a fool.\Two years at sea have done little to temper your tongue.\So,\how is your search for the Avatar going?\My fault entirely.\We haven't found him yet.\Did you really expect to? The Avatar died a hundred years ago\along with the rest of the airbenders. response:	Unless you found some evidence
context: Two years at sea have done little to temper your tongue.\So,\how is your search for the Avatar going?\My fault entirely.\We haven't found him yet.\Did you really expect to? The Avatar died a hundred years ago\along with the rest of the airbenders.\Unless you found some evidence response:	that the Avatar is alive? No. Nothing.
context: So,\how is your search for the Avatar going?\My fault entirely.\We haven't found him yet.\Did you really expect to? The Avatar died a hundred years ago\along with the rest of the airbenders.\Unless you found some evidence\that the Avatar is alive? No. Nothing. response:	Prince Zuko, the Avatar is the only one
context: how is your search for the Avatar going?\My fault entirely.\We haven't found him yet.\Did you really expect to? The Avatar died a hundred years ago\along with the rest of the airbenders.\Unless you found some evidence\that the Avatar is alive? No. Nothing.\Prince Zuko, the Avatar is the only one response:	who can stop the Fire Nation from winning this war.
context: My fault entirely.\We haven't found him yet.\Did you really expect to? The Avatar died a hundred years ago\along with the rest of the airbenders.\Unless you found some evidence\that the Avatar is alive? No. Nothing.\Prince Zuko, the Avatar is the only one\who can stop the Fire Nation from winning this war. response:	If you have an ounce of loyalty left, you'll tell me what you've found.
context: We haven't found him yet.\Did you really expect to? The Avatar died a hundred years ago\along with the rest of the airbenders.\Unless you found some evidence\that the Avatar is alive? No. Nothing.\Prince Zuko, the Avatar is the only one\who can stop the Fire Nation from winning this war.\If you have an ounce of loyalty left, you'll tell me what you've found. response:	I haven't found anything.
context: Did you really expect to? The Avatar died a hundred years ago\along with the rest of the airbenders.\Unless you found some evidence\that the Avatar is alive? No. Nothing.\Prince Zuko, the Avatar is the only one\who can stop the Fire Nation from winning this war.\If you have an ounce of loyalty left, you'll tell me what you've found.\I haven't found anything. response:	It's like you said.
context: along with the rest of the airbenders.\Unless you found some evidence\that the Avatar is alive? No. Nothing.\Prince Zuko, the Avatar is the only one\who can stop the Fire Nation from winning this war.\If you have an ounce of loyalty left, you'll tell me what you've found.\I haven't found anything.\It's like you said. response:	The Avatar probably died a long time ago.
context: Unless you found some evidence\that the Avatar is alive? No. Nothing.\Prince Zuko, the Avatar is the only one\who can stop the Fire Nation from winning this war.\If you have an ounce of loyalty left, you'll tell me what you've found.\I haven't found anything.\It's like you said.\The Avatar probably died a long time ago. response:	Come on, Uncle, we're going.
context: that the Avatar is alive? No. Nothing.\Prince Zuko, the Avatar is the only one\who can stop the Fire Nation from winning this war.\If you have an ounce of loyalty left, you'll tell me what you've found.\I haven't found anything.\It's like you said.\The Avatar probably died a long time ago.\Come on, Uncle, we're going. response:	Commander Zhao, we interrogated the crew as you instructed.
context: Prince Zuko, the Avatar is the only one\who can stop the Fire Nation from winning this war.\If you have an ounce of loyalty left, you'll tell me what you've found.\I haven't found anything.\It's like you said.\The Avatar probably died a long time ago.\Come on, Uncle, we're going.\Commander Zhao, we interrogated the crew as you instructed. response:	They confirmed
context: who can stop the Fire Nation from winning this war.\If you have an ounce of loyalty left, you'll tell me what you've found.\I haven't found anything.\It's like you said.\The Avatar probably died a long time ago.\Come on, Uncle, we're going.\Commander Zhao, we interrogated the crew as you instructed.\They confirmed response:	Prince Zuko had the Avatar in custody, but let him escape.
context: If you have an ounce of loyalty left, you'll tell me what you've found.\I haven't found anything.\It's like you said.\The Avatar probably died a long time ago.\Come on, Uncle, we're going.\Commander Zhao, we interrogated the crew as you instructed.\They confirmed\Prince Zuko had the Avatar in custody, but let him escape. response:	Now, remind me...
context: I haven't found anything.\It's like you said.\The Avatar probably died a long time ago.\Come on, Uncle, we're going.\Commander Zhao, we interrogated the crew as you instructed.\They confirmed\Prince Zuko had the Avatar in custody, but let him escape.\Now, remind me... response:	So where do I get something to eat?
context: It's like you said.\The Avatar probably died a long time ago.\Come on, Uncle, we're going.\Commander Zhao, we interrogated the crew as you instructed.\They confirmed\Prince Zuko had the Avatar in custody, but let him escape.\Now, remind me...\So where do I get something to eat? response:	You're lucky enough to be one of the first outsiders
context: The Avatar probably died a long time ago.\Come on, Uncle, we're going.\Commander Zhao, we interrogated the crew as you instructed.\They confirmed\Prince Zuko had the Avatar in custody, but let him escape.\Now, remind me...\So where do I get something to eat?\You're lucky enough to be one of the first outsiders response:	to ever visit an airbender temple and all you can think about is food?
context: Come on, Uncle, we're going.\Commander Zhao, we interrogated the crew as you instructed.\They confirmed\Prince Zuko had the Avatar in custody, but let him escape.\Now, remind me...\So where do I get something to eat?\You're lucky enough to be one of the first outsiders\to ever visit an airbender temple and all you can think about is food? response:	I'm just a simple guy with simple needs.
context: Commander Zhao, we interrogated the crew as you instructed.\They confirmed\Prince Zuko had the Avatar in custody, but let him escape.\Now, remind me...\So where do I get something to eat?\You're lucky enough to be one of the first outsiders\to ever visit an airbender temple and all you can think about is food?\I'm just a simple guy with simple needs. response:	So that's where my friends and I would play airball!
context: They confirmed\Prince Zuko had the Avatar in custody, but let him escape.\Now, remind me...\So where do I get something to eat?\You're lucky enough to be one of the first outsiders\to ever visit an airbender temple and all you can think about is food?\I'm just a simple guy with simple needs.\So that's where my friends and I would play airball! response:	And... over there would be where the bison would sleep... and...
context: Prince Zuko had the Avatar in custody, but let him escape.\Now, remind me...\So where do I get something to eat?\You're lucky enough to be one of the first outsiders\to ever visit an airbender temple and all you can think about is food?\I'm just a simple guy with simple needs.\So that's where my friends and I would play airball!\And... over there would be where the bison would sleep... and... response:	What's wrong?
context: Now, remind me...\So where do I get something to eat?\You're lucky enough to be one of the first outsiders\to ever visit an airbender temple and all you can think about is food?\I'm just a simple guy with simple needs.\So that's where my friends and I would play airball!\And... over there would be where the bison would sleep... and...\What's wrong? response:	This place used to be full of monks and lemurs and bison.
