context: Are you still here? response:	Are you still here?
context: I'll be putting Division 1 in charge once again.\What on Earth is going on? Please give me a reasonable explanation!\Ginoza...\Yes?\Not only did you allow Enforcer Kagari to escape,\your investigation into his disappearance has already hit a brick wall.\Now that you have been given the top priority task of recapturing Makishima,\you've got the perfect opportunity to sweep your blunder under the rug. response:	This is my way of showing appreciation to Division 1 and extending my support.
context: What on Earth is going on? Please give me a reasonable explanation!\Ginoza...\Yes?\Not only did you allow Enforcer Kagari to escape,\your investigation into his disappearance has already hit a brick wall.\Now that you have been given the top priority task of recapturing Makishima,\you've got the perfect opportunity to sweep your blunder under the rug.\This is my way of showing appreciation to Division 1 and extending my support. response:	I hope you appreciate the consideration I'm showing you as your chief.
context: Ginoza...\Yes?\Not only did you allow Enforcer Kagari to escape,\your investigation into his disappearance has already hit a brick wall.\Now that you have been given the top priority task of recapturing Makishima,\you've got the perfect opportunity to sweep your blunder under the rug.\This is my way of showing appreciation to Division 1 and extending my support.\I hope you appreciate the consideration I'm showing you as your chief. response:	But...
context: Yes?\Not only did you allow Enforcer Kagari to escape,\your investigation into his disappearance has already hit a brick wall.\Now that you have been given the top priority task of recapturing Makishima,\you've got the perfect opportunity to sweep your blunder under the rug.\This is my way of showing appreciation to Division 1 and extending my support.\I hope you appreciate the consideration I'm showing you as your chief.\But... response:	Also, I have further orders regarding Enforcer Kougami Shinya.
context: Not only did you allow Enforcer Kagari to escape,\your investigation into his disappearance has already hit a brick wall.\Now that you have been given the top priority task of recapturing Makishima,\you've got the perfect opportunity to sweep your blunder under the rug.\This is my way of showing appreciation to Division 1 and extending my support.\I hope you appreciate the consideration I'm showing you as your chief.\But...\Also, I have further orders regarding Enforcer Kougami Shinya. response:	You are to take him off this case and place him under strict supervision.
context: your investigation into his disappearance has already hit a brick wall.\Now that you have been given the top priority task of recapturing Makishima,\you've got the perfect opportunity to sweep your blunder under the rug.\This is my way of showing appreciation to Division 1 and extending my support.\I hope you appreciate the consideration I'm showing you as your chief.\But...\Also, I have further orders regarding Enforcer Kougami Shinya.\You are to take him off this case and place him under strict supervision. response:	Why?
context: Now that you have been given the top priority task of recapturing Makishima,\you've got the perfect opportunity to sweep your blunder under the rug.\This is my way of showing appreciation to Division 1 and extending my support.\I hope you appreciate the consideration I'm showing you as your chief.\But...\Also, I have further orders regarding Enforcer Kougami Shinya.\You are to take him off this case and place him under strict supervision.\Why? response:	Didn't I just tell you? Your top priority is Makishima Shougo's safety.
context: you've got the perfect opportunity to sweep your blunder under the rug.\This is my way of showing appreciation to Division 1 and extending my support.\I hope you appreciate the consideration I'm showing you as your chief.\But...\Also, I have further orders regarding Enforcer Kougami Shinya.\You are to take him off this case and place him under strict supervision.\Why?\Didn't I just tell you? Your top priority is Makishima Shougo's safety. response:	As of now, the task of tracking down Kagari has been transferred to Division 2.
context: This is my way of showing appreciation to Division 1 and extending my support.\I hope you appreciate the consideration I'm showing you as your chief.\But...\Also, I have further orders regarding Enforcer Kougami Shinya.\You are to take him off this case and place him under strict supervision.\Why?\Didn't I just tell you? Your top priority is Makishima Shougo's safety.\As of now, the task of tracking down Kagari has been transferred to Division 2. response:	We at Division 1 are in charge of tracking down Makishima Shougo.
context: I hope you appreciate the consideration I'm showing you as your chief.\But...\Also, I have further orders regarding Enforcer Kougami Shinya.\You are to take him off this case and place him under strict supervision.\Why?\Didn't I just tell you? Your top priority is Makishima Shougo's safety.\As of now, the task of tracking down Kagari has been transferred to Division 2.\We at Division 1 are in charge of tracking down Makishima Shougo. response:	Enforcer Kougami, you are to remain within Bureau headquarters.
context: But...\Also, I have further orders regarding Enforcer Kougami Shinya.\You are to take him off this case and place him under strict supervision.\Why?\Didn't I just tell you? Your top priority is Makishima Shougo's safety.\As of now, the task of tracking down Kagari has been transferred to Division 2.\We at Division 1 are in charge of tracking down Makishima Shougo.\Enforcer Kougami, you are to remain within Bureau headquarters. response:	I want you to work with Analyst Karanomori to back us up.
context: Also, I have further orders regarding Enforcer Kougami Shinya.\You are to take him off this case and place him under strict supervision.\Why?\Didn't I just tell you? Your top priority is Makishima Shougo's safety.\As of now, the task of tracking down Kagari has been transferred to Division 2.\We at Division 1 are in charge of tracking down Makishima Shougo.\Enforcer Kougami, you are to remain within Bureau headquarters.\I want you to work with Analyst Karanomori to back us up. response:	These are the Chief's orders.
context: You are to take him off this case and place him under strict supervision.\Why?\Didn't I just tell you? Your top priority is Makishima Shougo's safety.\As of now, the task of tracking down Kagari has been transferred to Division 2.\We at Division 1 are in charge of tracking down Makishima Shougo.\Enforcer Kougami, you are to remain within Bureau headquarters.\I want you to work with Analyst Karanomori to back us up.\These are the Chief's orders. response:	Say...
context: Why?\Didn't I just tell you? Your top priority is Makishima Shougo's safety.\As of now, the task of tracking down Kagari has been transferred to Division 2.\We at Division 1 are in charge of tracking down Makishima Shougo.\Enforcer Kougami, you are to remain within Bureau headquarters.\I want you to work with Analyst Karanomori to back us up.\These are the Chief's orders.\Say... response:	Don't you think it's a bit strange that the Chief would order me off the case?
context: Didn't I just tell you? Your top priority is Makishima Shougo's safety.\As of now, the task of tracking down Kagari has been transferred to Division 2.\We at Division 1 are in charge of tracking down Makishima Shougo.\Enforcer Kougami, you are to remain within Bureau headquarters.\I want you to work with Analyst Karanomori to back us up.\These are the Chief's orders.\Say...\Don't you think it's a bit strange that the Chief would order me off the case? response:	We're short on manpower as it is, and now she's reducing it further?
context: As of now, the task of tracking down Kagari has been transferred to Division 2.\We at Division 1 are in charge of tracking down Makishima Shougo.\Enforcer Kougami, you are to remain within Bureau headquarters.\I want you to work with Analyst Karanomori to back us up.\These are the Chief's orders.\Say...\Don't you think it's a bit strange that the Chief would order me off the case?\We're short on manpower as it is, and now she's reducing it further? response:	That makes no sense.
context: We at Division 1 are in charge of tracking down Makishima Shougo.\Enforcer Kougami, you are to remain within Bureau headquarters.\I want you to work with Analyst Karanomori to back us up.\These are the Chief's orders.\Say...\Don't you think it's a bit strange that the Chief would order me off the case?\We're short on manpower as it is, and now she's reducing it further?\That makes no sense. response:	It suggests that the most important thing here is Makishima's safety,
context: Enforcer Kougami, you are to remain within Bureau headquarters.\I want you to work with Analyst Karanomori to back us up.\These are the Chief's orders.\Say...\Don't you think it's a bit strange that the Chief would order me off the case?\We're short on manpower as it is, and now she's reducing it further?\That makes no sense.\It suggests that the most important thing here is Makishima's safety, response:	and that stopping him from committing more crimes is merely a secondary objective.
context: I want you to work with Analyst Karanomori to back us up.\These are the Chief's orders.\Say...\Don't you think it's a bit strange that the Chief would order me off the case?\We're short on manpower as it is, and now she's reducing it further?\That makes no sense.\It suggests that the most important thing here is Makishima's safety,\and that stopping him from committing more crimes is merely a secondary objective. response:	We can't even say we're out to apprehend him, really.
context: These are the Chief's orders.\Say...\Don't you think it's a bit strange that the Chief would order me off the case?\We're short on manpower as it is, and now she's reducing it further?\That makes no sense.\It suggests that the most important thing here is Makishima's safety,\and that stopping him from committing more crimes is merely a secondary objective.\We can't even say we're out to apprehend him, really. response:	More like we've been ordered to act as his bodyguards.
context: Say...\Don't you think it's a bit strange that the Chief would order me off the case?\We're short on manpower as it is, and now she's reducing it further?\That makes no sense.\It suggests that the most important thing here is Makishima's safety,\and that stopping him from committing more crimes is merely a secondary objective.\We can't even say we're out to apprehend him, really.\More like we've been ordered to act as his bodyguards. response:	Our top brass don't intend to judge him.
context: Don't you think it's a bit strange that the Chief would order me off the case?\We're short on manpower as it is, and now she's reducing it further?\That makes no sense.\It suggests that the most important thing here is Makishima's safety,\and that stopping him from committing more crimes is merely a secondary objective.\We can't even say we're out to apprehend him, really.\More like we've been ordered to act as his bodyguards.\Our top brass don't intend to judge him. response:	Even if we manage to apprehend him again,
context: We're short on manpower as it is, and now she's reducing it further?\That makes no sense.\It suggests that the most important thing here is Makishima's safety,\and that stopping him from committing more crimes is merely a secondary objective.\We can't even say we're out to apprehend him, really.\More like we've been ordered to act as his bodyguards.\Our top brass don't intend to judge him.\Even if we manage to apprehend him again, response:	I'm sure the Chief intends to use him for some other purpose.
context: That makes no sense.\It suggests that the most important thing here is Makishima's safety,\and that stopping him from committing more crimes is merely a secondary objective.\We can't even say we're out to apprehend him, really.\More like we've been ordered to act as his bodyguards.\Our top brass don't intend to judge him.\Even if we manage to apprehend him again,\I'm sure the Chief intends to use him for some other purpose. response:	Am I wrong?
context: It suggests that the most important thing here is Makishima's safety,\and that stopping him from committing more crimes is merely a secondary objective.\We can't even say we're out to apprehend him, really.\More like we've been ordered to act as his bodyguards.\Our top brass don't intend to judge him.\Even if we manage to apprehend him again,\I'm sure the Chief intends to use him for some other purpose.\Am I wrong? response:	What are you basing that on?
context: and that stopping him from committing more crimes is merely a secondary objective.\We can't even say we're out to apprehend him, really.\More like we've been ordered to act as his bodyguards.\Our top brass don't intend to judge him.\Even if we manage to apprehend him again,\I'm sure the Chief intends to use him for some other purpose.\Am I wrong?\What are you basing that on? response:	You heard what he said when he called me, didn't you?
context: We can't even say we're out to apprehend him, really.\More like we've been ordered to act as his bodyguards.\Our top brass don't intend to judge him.\Even if we manage to apprehend him again,\I'm sure the Chief intends to use him for some other purpose.\Am I wrong?\What are you basing that on?\You heard what he said when he called me, didn't you? response:	He mentioned the true form of the Sibyl System.
context: More like we've been ordered to act as his bodyguards.\Our top brass don't intend to judge him.\Even if we manage to apprehend him again,\I'm sure the Chief intends to use him for some other purpose.\Am I wrong?\What are you basing that on?\You heard what he said when he called me, didn't you?\He mentioned the true form of the Sibyl System. response:	He had already discovered the inner workings that none of us know anything about.
context: Our top brass don't intend to judge him.\Even if we manage to apprehend him again,\I'm sure the Chief intends to use him for some other purpose.\Am I wrong?\What are you basing that on?\You heard what he said when he called me, didn't you?\He mentioned the true form of the Sibyl System.\He had already discovered the inner workings that none of us know anything about. response:	He was just bluffing!
context: Even if we manage to apprehend him again,\I'm sure the Chief intends to use him for some other purpose.\Am I wrong?\What are you basing that on?\You heard what he said when he called me, didn't you?\He mentioned the true form of the Sibyl System.\He had already discovered the inner workings that none of us know anything about.\He was just bluffing! response:	Do we take criminals at their word now?
context: I'm sure the Chief intends to use him for some other purpose.\Am I wrong?\What are you basing that on?\You heard what he said when he called me, didn't you?\He mentioned the true form of the Sibyl System.\He had already discovered the inner workings that none of us know anything about.\He was just bluffing!\Do we take criminals at their word now? response:	He must have negotiated with someone who can even control the Sibyl System at will.
context: Am I wrong?\What are you basing that on?\You heard what he said when he called me, didn't you?\He mentioned the true form of the Sibyl System.\He had already discovered the inner workings that none of us know anything about.\He was just bluffing!\Do we take criminals at their word now?\He must have negotiated with someone who can even control the Sibyl System at will. response:	In the end, Makishima was able to outwit this person,
context: What are you basing that on?\You heard what he said when he called me, didn't you?\He mentioned the true form of the Sibyl System.\He had already discovered the inner workings that none of us know anything about.\He was just bluffing!\Do we take criminals at their word now?\He must have negotiated with someone who can even control the Sibyl System at will.\In the end, Makishima was able to outwit this person, response:	but instead of getting angry, they became even more obsessed with him.
context: You heard what he said when he called me, didn't you?\He mentioned the true form of the Sibyl System.\He had already discovered the inner workings that none of us know anything about.\He was just bluffing!\Do we take criminals at their word now?\He must have negotiated with someone who can even control the Sibyl System at will.\In the end, Makishima was able to outwit this person,\but instead of getting angry, they became even more obsessed with him. response:	Sibyl is a system that is guaranteed to be independent and free from influence by any organization.
context: He mentioned the true form of the Sibyl System.\He had already discovered the inner workings that none of us know anything about.\He was just bluffing!\Do we take criminals at their word now?\He must have negotiated with someone who can even control the Sibyl System at will.\In the end, Makishima was able to outwit this person,\but instead of getting angry, they became even more obsessed with him.\Sibyl is a system that is guaranteed to be independent and free from influence by any organization. response:	No one is given that kind of authority.
context: He had already discovered the inner workings that none of us know anything about.\He was just bluffing!\Do we take criminals at their word now?\He must have negotiated with someone who can even control the Sibyl System at will.\In the end, Makishima was able to outwit this person,\but instead of getting angry, they became even more obsessed with him.\Sibyl is a system that is guaranteed to be independent and free from influence by any organization.\No one is given that kind of authority. response:	Makishima probably knows whether that's true or not.
context: He was just bluffing!\Do we take criminals at their word now?\He must have negotiated with someone who can even control the Sibyl System at will.\In the end, Makishima was able to outwit this person,\but instead of getting angry, they became even more obsessed with him.\Sibyl is a system that is guaranteed to be independent and free from influence by any organization.\No one is given that kind of authority.\Makishima probably knows whether that's true or not. response:	They used an aircraft to transport instead of a paddy wagon.
context: Do we take criminals at their word now?\He must have negotiated with someone who can even control the Sibyl System at will.\In the end, Makishima was able to outwit this person,\but instead of getting angry, they became even more obsessed with him.\Sibyl is a system that is guaranteed to be independent and free from influence by any organization.\No one is given that kind of authority.\Makishima probably knows whether that's true or not.\They used an aircraft to transport instead of a paddy wagon. response:	On top of that, only Drones were on board to guard him.
context: He must have negotiated with someone who can even control the Sibyl System at will.\In the end, Makishima was able to outwit this person,\but instead of getting angry, they became even more obsessed with him.\Sibyl is a system that is guaranteed to be independent and free from influence by any organization.\No one is given that kind of authority.\Makishima probably knows whether that's true or not.\They used an aircraft to transport instead of a paddy wagon.\On top of that, only Drones were on board to guard him. response:	Nothing about this case is normal.
context: In the end, Makishima was able to outwit this person,\but instead of getting angry, they became even more obsessed with him.\Sibyl is a system that is guaranteed to be independent and free from influence by any organization.\No one is given that kind of authority.\Makishima probably knows whether that's true or not.\They used an aircraft to transport instead of a paddy wagon.\On top of that, only Drones were on board to guard him.\Nothing about this case is normal. response:	To start with, whose body was that being taken out from the site?
context: but instead of getting angry, they became even more obsessed with him.\Sibyl is a system that is guaranteed to be independent and free from influence by any organization.\No one is given that kind of authority.\Makishima probably knows whether that's true or not.\They used an aircraft to transport instead of a paddy wagon.\On top of that, only Drones were on board to guard him.\Nothing about this case is normal.\To start with, whose body was that being taken out from the site? response:	It's been erased from the record, but we clearly saw it.
context: Sibyl is a system that is guaranteed to be independent and free from influence by any organization.\No one is given that kind of authority.\Makishima probably knows whether that's true or not.\They used an aircraft to transport instead of a paddy wagon.\On top of that, only Drones were on board to guard him.\Nothing about this case is normal.\To start with, whose body was that being taken out from the site?\It's been erased from the record, but we clearly saw it. response:	We all know something's up, Ko.
context: No one is given that kind of authority.\Makishima probably knows whether that's true or not.\They used an aircraft to transport instead of a paddy wagon.\On top of that, only Drones were on board to guard him.\Nothing about this case is normal.\To start with, whose body was that being taken out from the site?\It's been erased from the record, but we clearly saw it.\We all know something's up, Ko. response:	But the details are top secret. The Inspectors wouldn't know the answer, either.
context: Makishima probably knows whether that's true or not.\They used an aircraft to transport instead of a paddy wagon.\On top of that, only Drones were on board to guard him.\Nothing about this case is normal.\To start with, whose body was that being taken out from the site?\It's been erased from the record, but we clearly saw it.\We all know something's up, Ko.\But the details are top secret. The Inspectors wouldn't know the answer, either. response:	You're barking up the wrong tree.
context: They used an aircraft to transport instead of a paddy wagon.\On top of that, only Drones were on board to guard him.\Nothing about this case is normal.\To start with, whose body was that being taken out from the site?\It's been erased from the record, but we clearly saw it.\We all know something's up, Ko.\But the details are top secret. The Inspectors wouldn't know the answer, either.\You're barking up the wrong tree. response:	I guess you're right.
context: On top of that, only Drones were on board to guard him.\Nothing about this case is normal.\To start with, whose body was that being taken out from the site?\It's been erased from the record, but we clearly saw it.\We all know something's up, Ko.\But the details are top secret. The Inspectors wouldn't know the answer, either.\You're barking up the wrong tree.\I guess you're right. response:	I'll go grab a bite to eat.
context: Nothing about this case is normal.\To start with, whose body was that being taken out from the site?\It's been erased from the record, but we clearly saw it.\We all know something's up, Ko.\But the details are top secret. The Inspectors wouldn't know the answer, either.\You're barking up the wrong tree.\I guess you're right.\I'll go grab a bite to eat. response:	Kougami!
context: To start with, whose body was that being taken out from the site?\It's been erased from the record, but we clearly saw it.\We all know something's up, Ko.\But the details are top secret. The Inspectors wouldn't know the answer, either.\You're barking up the wrong tree.\I guess you're right.\I'll go grab a bite to eat.\Kougami! response:	This is all one big farce. All of it.
context: It's been erased from the record, but we clearly saw it.\We all know something's up, Ko.\But the details are top secret. The Inspectors wouldn't know the answer, either.\You're barking up the wrong tree.\I guess you're right.\I'll go grab a bite to eat.\Kougami!\This is all one big farce. All of it. response:	After the Senguji Toyohisa case, I took a look at the report Gino submitted to the top brass.
context: We all know something's up, Ko.\But the details are top secret. The Inspectors wouldn't know the answer, either.\You're barking up the wrong tree.\I guess you're right.\I'll go grab a bite to eat.\Kougami!\This is all one big farce. All of it.\After the Senguji Toyohisa case, I took a look at the report Gino submitted to the top brass. response:	Well, I snuck a peek.
context: But the details are top secret. The Inspectors wouldn't know the answer, either.\You're barking up the wrong tree.\I guess you're right.\I'll go grab a bite to eat.\Kougami!\This is all one big farce. All of it.\After the Senguji Toyohisa case, I took a look at the report Gino submitted to the top brass.\Well, I snuck a peek. response:	Again?
context: You're barking up the wrong tree.\I guess you're right.\I'll go grab a bite to eat.\Kougami!\This is all one big farce. All of it.\After the Senguji Toyohisa case, I took a look at the report Gino submitted to the top brass.\Well, I snuck a peek.\Again? response:	The part where the Dominator ignored Makishima was gone without a trace.
context: I guess you're right.\I'll go grab a bite to eat.\Kougami!\This is all one big farce. All of it.\After the Senguji Toyohisa case, I took a look at the report Gino submitted to the top brass.\Well, I snuck a peek.\Again?\The part where the Dominator ignored Makishima was gone without a trace. response:	From how the report was written, he was probably forced to delete it.
context: I'll go grab a bite to eat.\Kougami!\This is all one big farce. All of it.\After the Senguji Toyohisa case, I took a look at the report Gino submitted to the top brass.\Well, I snuck a peek.\Again?\The part where the Dominator ignored Makishima was gone without a trace.\From how the report was written, he was probably forced to delete it. response:	The top brass are trying to erase the very fact that there are people who can't be judged by Sibyl.
context: Kougami!\This is all one big farce. All of it.\After the Senguji Toyohisa case, I took a look at the report Gino submitted to the top brass.\Well, I snuck a peek.\Again?\The part where the Dominator ignored Makishima was gone without a trace.\From how the report was written, he was probably forced to delete it.\The top brass are trying to erase the very fact that there are people who can't be judged by Sibyl. response:	Well... I guess they don't have much choice.
context: This is all one big farce. All of it.\After the Senguji Toyohisa case, I took a look at the report Gino submitted to the top brass.\Well, I snuck a peek.\Again?\The part where the Dominator ignored Makishima was gone without a trace.\From how the report was written, he was probably forced to delete it.\The top brass are trying to erase the very fact that there are people who can't be judged by Sibyl.\Well... I guess they don't have much choice. response:	Don't you feel frustrated?
context: After the Senguji Toyohisa case, I took a look at the report Gino submitted to the top brass.\Well, I snuck a peek.\Again?\The part where the Dominator ignored Makishima was gone without a trace.\From how the report was written, he was probably forced to delete it.\The top brass are trying to erase the very fact that there are people who can't be judged by Sibyl.\Well... I guess they don't have much choice.\Don't you feel frustrated? response:	I do. But...
context: Well, I snuck a peek.\Again?\The part where the Dominator ignored Makishima was gone without a trace.\From how the report was written, he was probably forced to delete it.\The top brass are trying to erase the very fact that there are people who can't be judged by Sibyl.\Well... I guess they don't have much choice.\Don't you feel frustrated?\I do. But... response:	I came to a realization when the riots broke out the other day.
context: Again?\The part where the Dominator ignored Makishima was gone without a trace.\From how the report was written, he was probably forced to delete it.\The top brass are trying to erase the very fact that there are people who can't be judged by Sibyl.\Well... I guess they don't have much choice.\Don't you feel frustrated?\I do. But...\I came to a realization when the riots broke out the other day. response:	I think enforcing justice and maintaining public order are equally important.
context: The part where the Dominator ignored Makishima was gone without a trace.\From how the report was written, he was probably forced to delete it.\The top brass are trying to erase the very fact that there are people who can't be judged by Sibyl.\Well... I guess they don't have much choice.\Don't you feel frustrated?\I do. But...\I came to a realization when the riots broke out the other day.\I think enforcing justice and maintaining public order are equally important. response:	Then...
