context: And we broke response:	Everything that was right
context: it comes ashore and tries to imitate that animal's appearance.\It proceeds to follow the original around.\This, in turn, causes the animal to gradually become weaker.\The weaker the animal gets, the more concrete the Mizukagami's form becomes...\until the animal loses its physical form completely.\Once that happens,\the Mizukagami takes the place of the original animal.\Mizukagami need various minerals from water in order to live. response:	Once one gains a physical form, it will search for bodies of water with higher mineral content.
context: It proceeds to follow the original around.\This, in turn, causes the animal to gradually become weaker.\The weaker the animal gets, the more concrete the Mizukagami's form becomes...\until the animal loses its physical form completely.\Once that happens,\the Mizukagami takes the place of the original animal.\Mizukagami need various minerals from water in order to live.\Once one gains a physical form, it will search for bodies of water with higher mineral content. response:	In its true form, a Mizukagami cannot move of its own volition.
context: This, in turn, causes the animal to gradually become weaker.\The weaker the animal gets, the more concrete the Mizukagami's form becomes...\until the animal loses its physical form completely.\Once that happens,\the Mizukagami takes the place of the original animal.\Mizukagami need various minerals from water in order to live.\Once one gains a physical form, it will search for bodies of water with higher mineral content.\In its true form, a Mizukagami cannot move of its own volition. response:	Because of this, it covets a body that can freely search for what it needs.
context: The weaker the animal gets, the more concrete the Mizukagami's form becomes...\until the animal loses its physical form completely.\Once that happens,\the Mizukagami takes the place of the original animal.\Mizukagami need various minerals from water in order to live.\Once one gains a physical form, it will search for bodies of water with higher mineral content.\In its true form, a Mizukagami cannot move of its own volition.\Because of this, it covets a body that can freely search for what it needs. response:	We can't let that happen!
context: until the animal loses its physical form completely.\Once that happens,\the Mizukagami takes the place of the original animal.\Mizukagami need various minerals from water in order to live.\Once one gains a physical form, it will search for bodies of water with higher mineral content.\In its true form, a Mizukagami cannot move of its own volition.\Because of this, it covets a body that can freely search for what it needs.\We can't let that happen! response:	Isn't there something we can do?
context: Once that happens,\the Mizukagami takes the place of the original animal.\Mizukagami need various minerals from water in order to live.\Once one gains a physical form, it will search for bodies of water with higher mineral content.\In its true form, a Mizukagami cannot move of its own volition.\Because of this, it covets a body that can freely search for what it needs.\We can't let that happen!\Isn't there something we can do? response:	At the moment when a Mizukagami tries to replace the original, it becomes fully visible.
context: the Mizukagami takes the place of the original animal.\Mizukagami need various minerals from water in order to live.\Once one gains a physical form, it will search for bodies of water with higher mineral content.\In its true form, a Mizukagami cannot move of its own volition.\Because of this, it covets a body that can freely search for what it needs.\We can't let that happen!\Isn't there something we can do?\At the moment when a Mizukagami tries to replace the original, it becomes fully visible. response:	If the original shows the Mizukagami its own reflection in a mirror at the instant of its transition,
context: Mizukagami need various minerals from water in order to live.\Once one gains a physical form, it will search for bodies of water with higher mineral content.\In its true form, a Mizukagami cannot move of its own volition.\Because of this, it covets a body that can freely search for what it needs.\We can't let that happen!\Isn't there something we can do?\At the moment when a Mizukagami tries to replace the original, it becomes fully visible.\If the original shows the Mizukagami its own reflection in a mirror at the instant of its transition, response:	it will lose its form, and the original will return to normal.
context: Once one gains a physical form, it will search for bodies of water with higher mineral content.\In its true form, a Mizukagami cannot move of its own volition.\Because of this, it covets a body that can freely search for what it needs.\We can't let that happen!\Isn't there something we can do?\At the moment when a Mizukagami tries to replace the original, it becomes fully visible.\If the original shows the Mizukagami its own reflection in a mirror at the instant of its transition,\it will lose its form, and the original will return to normal. response:	Is that all? Sounds easy enough.
context: In its true form, a Mizukagami cannot move of its own volition.\Because of this, it covets a body that can freely search for what it needs.\We can't let that happen!\Isn't there something we can do?\At the moment when a Mizukagami tries to replace the original, it becomes fully visible.\If the original shows the Mizukagami its own reflection in a mirror at the instant of its transition,\it will lose its form, and the original will return to normal.\Is that all? Sounds easy enough. response:	Hey, Masumi, you have a hand mirror, right?
context: Because of this, it covets a body that can freely search for what it needs.\We can't let that happen!\Isn't there something we can do?\At the moment when a Mizukagami tries to replace the original, it becomes fully visible.\If the original shows the Mizukagami its own reflection in a mirror at the instant of its transition,\it will lose its form, and the original will return to normal.\Is that all? Sounds easy enough.\Hey, Masumi, you have a hand mirror, right? response:	Where'd you put it?
context: We can't let that happen!\Isn't there something we can do?\At the moment when a Mizukagami tries to replace the original, it becomes fully visible.\If the original shows the Mizukagami its own reflection in a mirror at the instant of its transition,\it will lose its form, and the original will return to normal.\Is that all? Sounds easy enough.\Hey, Masumi, you have a hand mirror, right?\Where'd you put it? response:	What's with it? It's so dirty that you can't see anything.
context: Isn't there something we can do?\At the moment when a Mizukagami tries to replace the original, it becomes fully visible.\If the original shows the Mizukagami its own reflection in a mirror at the instant of its transition,\it will lose its form, and the original will return to normal.\Is that all? Sounds easy enough.\Hey, Masumi, you have a hand mirror, right?\Where'd you put it?\What's with it? It's so dirty that you can't see anything. response:	Here, I'll polish it for
context: At the moment when a Mizukagami tries to replace the original, it becomes fully visible.\If the original shows the Mizukagami its own reflection in a mirror at the instant of its transition,\it will lose its form, and the original will return to normal.\Is that all? Sounds easy enough.\Hey, Masumi, you have a hand mirror, right?\Where'd you put it?\What's with it? It's so dirty that you can't see anything.\Here, I'll polish it for response:	No.
context: If the original shows the Mizukagami its own reflection in a mirror at the instant of its transition,\it will lose its form, and the original will return to normal.\Is that all? Sounds easy enough.\Hey, Masumi, you have a hand mirror, right?\Where'd you put it?\What's with it? It's so dirty that you can't see anything.\Here, I'll polish it for\No. response:	This mirror... is very important to me.
context: it will lose its form, and the original will return to normal.\Is that all? Sounds easy enough.\Hey, Masumi, you have a hand mirror, right?\Where'd you put it?\What's with it? It's so dirty that you can't see anything.\Here, I'll polish it for\No.\This mirror... is very important to me. response:	I'll do it myself.
context: Is that all? Sounds easy enough.\Hey, Masumi, you have a hand mirror, right?\Where'd you put it?\What's with it? It's so dirty that you can't see anything.\Here, I'll polish it for\No.\This mirror... is very important to me.\I'll do it myself. response:	Sorry, I'll be back in a bit.
context: Hey, Masumi, you have a hand mirror, right?\Where'd you put it?\What's with it? It's so dirty that you can't see anything.\Here, I'll polish it for\No.\This mirror... is very important to me.\I'll do it myself.\Sorry, I'll be back in a bit. response:	Huh?
context: Where'd you put it?\What's with it? It's so dirty that you can't see anything.\Here, I'll polish it for\No.\This mirror... is very important to me.\I'll do it myself.\Sorry, I'll be back in a bit.\Huh? response:	Hey, where are you going? Masumi!
context: What's with it? It's so dirty that you can't see anything.\Here, I'll polish it for\No.\This mirror... is very important to me.\I'll do it myself.\Sorry, I'll be back in a bit.\Huh?\Hey, where are you going? Masumi! response:	It's dirty again already?
context: Here, I'll polish it for\No.\This mirror... is very important to me.\I'll do it myself.\Sorry, I'll be back in a bit.\Huh?\Hey, where are you going? Masumi!\It's dirty again already? response:	I don't ever polish it, because I want you to.
context: No.\This mirror... is very important to me.\I'll do it myself.\Sorry, I'll be back in a bit.\Huh?\Hey, where are you going? Masumi!\It's dirty again already?\I don't ever polish it, because I want you to. response:	I've been thinking, Masumi...
context: This mirror... is very important to me.\I'll do it myself.\Sorry, I'll be back in a bit.\Huh?\Hey, where are you going? Masumi!\It's dirty again already?\I don't ever polish it, because I want you to.\I've been thinking, Masumi... response:	Hm?
context: I'll do it myself.\Sorry, I'll be back in a bit.\Huh?\Hey, where are you going? Masumi!\It's dirty again already?\I don't ever polish it, because I want you to.\I've been thinking, Masumi...\Hm? response:	These days, there just aren't that many people who need their mirrors polished around here.
context: Sorry, I'll be back in a bit.\Huh?\Hey, where are you going? Masumi!\It's dirty again already?\I don't ever polish it, because I want you to.\I've been thinking, Masumi...\Hm?\These days, there just aren't that many people who need their mirrors polished around here. response:	I've been thinking of looking for work elsewhere.
context: Huh?\Hey, where are you going? Masumi!\It's dirty again already?\I don't ever polish it, because I want you to.\I've been thinking, Masumi...\Hm?\These days, there just aren't that many people who need their mirrors polished around here.\I've been thinking of looking for work elsewhere. response:	Huh?
context: Hey, where are you going? Masumi!\It's dirty again already?\I don't ever polish it, because I want you to.\I've been thinking, Masumi...\Hm?\These days, there just aren't that many people who need their mirrors polished around here.\I've been thinking of looking for work elsewhere.\Huh? response:	But then... when would I get to see you next?
context: It's dirty again already?\I don't ever polish it, because I want you to.\I've been thinking, Masumi...\Hm?\These days, there just aren't that many people who need their mirrors polished around here.\I've been thinking of looking for work elsewhere.\Huh?\But then... when would I get to see you next? response:	Who knows?
context: I don't ever polish it, because I want you to.\I've been thinking, Masumi...\Hm?\These days, there just aren't that many people who need their mirrors polished around here.\I've been thinking of looking for work elsewhere.\Huh?\But then... when would I get to see you next?\Who knows? response:	I don't know when I'll be back.
context: I've been thinking, Masumi...\Hm?\These days, there just aren't that many people who need their mirrors polished around here.\I've been thinking of looking for work elsewhere.\Huh?\But then... when would I get to see you next?\Who knows?\I don't know when I'll be back. response:	I don't want that!
context: Hm?\These days, there just aren't that many people who need their mirrors polished around here.\I've been thinking of looking for work elsewhere.\Huh?\But then... when would I get to see you next?\Who knows?\I don't know when I'll be back.\I don't want that! response:	It's not like I want this either...
context: These days, there just aren't that many people who need their mirrors polished around here.\I've been thinking of looking for work elsewhere.\Huh?\But then... when would I get to see you next?\Who knows?\I don't know when I'll be back.\I don't want that!\It's not like I want this either... response:	but I've got to provide for myself somehow, you know?
context: I've been thinking of looking for work elsewhere.\Huh?\But then... when would I get to see you next?\Who knows?\I don't know when I'll be back.\I don't want that!\It's not like I want this either...\but I've got to provide for myself somehow, you know? response:	Please try to understand.
context: Huh?\But then... when would I get to see you next?\Who knows?\I don't know when I'll be back.\I don't want that!\It's not like I want this either...\but I've got to provide for myself somehow, you know?\Please try to understand. response:	Then...
context: But then... when would I get to see you next?\Who knows?\I don't know when I'll be back.\I don't want that!\It's not like I want this either...\but I've got to provide for myself somehow, you know?\Please try to understand.\Then... response:	Then, I'll wait for you in your new village!
context: Who knows?\I don't know when I'll be back.\I don't want that!\It's not like I want this either...\but I've got to provide for myself somehow, you know?\Please try to understand.\Then...\Then, I'll wait for you in your new village! response:	I'll become your bride!
context: I don't know when I'll be back.\I don't want that!\It's not like I want this either...\but I've got to provide for myself somehow, you know?\Please try to understand.\Then...\Then, I'll wait for you in your new village!\I'll become your bride! response:	I don't want to settle down yet.
context: I don't want that!\It's not like I want this either...\but I've got to provide for myself somehow, you know?\Please try to understand.\Then...\Then, I'll wait for you in your new village!\I'll become your bride!\I don't want to settle down yet. response:	Then, I'll wait until you do want to!
context: It's not like I want this either...\but I've got to provide for myself somehow, you know?\Please try to understand.\Then...\Then, I'll wait for you in your new village!\I'll become your bride!\I don't want to settle down yet.\Then, I'll wait until you do want to! response:	Please...
context: but I've got to provide for myself somehow, you know?\Please try to understand.\Then...\Then, I'll wait for you in your new village!\I'll become your bride!\I don't want to settle down yet.\Then, I'll wait until you do want to!\Please... response:	Sorry, but I don't want a tomboy like you for a wife.
context: Please try to understand.\Then...\Then, I'll wait for you in your new village!\I'll become your bride!\I don't want to settle down yet.\Then, I'll wait until you do want to!\Please...\Sorry, but I don't want a tomboy like you for a wife. response:	I'd prefer someone who's got a gentler disposition.
context: Then...\Then, I'll wait for you in your new village!\I'll become your bride!\I don't want to settle down yet.\Then, I'll wait until you do want to!\Please...\Sorry, but I don't want a tomboy like you for a wife.\I'd prefer someone who's got a gentler disposition. response:	That's how it is.
context: Then, I'll wait for you in your new village!\I'll become your bride!\I don't want to settle down yet.\Then, I'll wait until you do want to!\Please...\Sorry, but I don't want a tomboy like you for a wife.\I'd prefer someone who's got a gentler disposition.\That's how it is. response:	So I can't say when I'll come see you again.
context: I'll become your bride!\I don't want to settle down yet.\Then, I'll wait until you do want to!\Please...\Sorry, but I don't want a tomboy like you for a wife.\I'd prefer someone who's got a gentler disposition.\That's how it is.\So I can't say when I'll come see you again. response:	Anyway, the next time the mirror gets dirty,
context: I don't want to settle down yet.\Then, I'll wait until you do want to!\Please...\Sorry, but I don't want a tomboy like you for a wife.\I'd prefer someone who's got a gentler disposition.\That's how it is.\So I can't say when I'll come see you again.\Anyway, the next time the mirror gets dirty, response:	I'm sorry, but just polish it yourself.
context: Then, I'll wait until you do want to!\Please...\Sorry, but I don't want a tomboy like you for a wife.\I'd prefer someone who's got a gentler disposition.\That's how it is.\So I can't say when I'll come see you again.\Anyway, the next time the mirror gets dirty,\I'm sorry, but just polish it yourself. response:	What am I doing?
context: Please...\Sorry, but I don't want a tomboy like you for a wife.\I'd prefer someone who's got a gentler disposition.\That's how it is.\So I can't say when I'll come see you again.\Anyway, the next time the mirror gets dirty,\I'm sorry, but just polish it yourself.\What am I doing? response:	Are you here?
context: Sorry, but I don't want a tomboy like you for a wife.\I'd prefer someone who's got a gentler disposition.\That's how it is.\So I can't say when I'll come see you again.\Anyway, the next time the mirror gets dirty,\I'm sorry, but just polish it yourself.\What am I doing?\Are you here? response:	Do you really want to become me?
context: I'd prefer someone who's got a gentler disposition.\That's how it is.\So I can't say when I'll come see you again.\Anyway, the next time the mirror gets dirty,\I'm sorry, but just polish it yourself.\What am I doing?\Are you here?\Do you really want to become me? response:	You want to become someone like me, of all people?
context: That's how it is.\So I can't say when I'll come see you again.\Anyway, the next time the mirror gets dirty,\I'm sorry, but just polish it yourself.\What am I doing?\Are you here?\Do you really want to become me?\You want to become someone like me, of all people? response:	It looks like you can hear the Mizukagami's footsteps now.
context: So I can't say when I'll come see you again.\Anyway, the next time the mirror gets dirty,\I'm sorry, but just polish it yourself.\What am I doing?\Are you here?\Do you really want to become me?\You want to become someone like me, of all people?\It looks like you can hear the Mizukagami's footsteps now. response:	Polished your hand mirror yet?
context: Anyway, the next time the mirror gets dirty,\I'm sorry, but just polish it yourself.\What am I doing?\Are you here?\Do you really want to become me?\You want to become someone like me, of all people?\It looks like you can hear the Mizukagami's footsteps now.\Polished your hand mirror yet? response:	Unless you want the Mizukagami to take your place,
context: I'm sorry, but just polish it yourself.\What am I doing?\Are you here?\Do you really want to become me?\You want to become someone like me, of all people?\It looks like you can hear the Mizukagami's footsteps now.\Polished your hand mirror yet?\Unless you want the Mizukagami to take your place, response:	you'd better do it soon.
context: What am I doing?\Are you here?\Do you really want to become me?\You want to become someone like me, of all people?\It looks like you can hear the Mizukagami's footsteps now.\Polished your hand mirror yet?\Unless you want the Mizukagami to take your place,\you'd better do it soon. response:	It doesn't matter if it takes my place.
context: Are you here?\Do you really want to become me?\You want to become someone like me, of all people?\It looks like you can hear the Mizukagami's footsteps now.\Polished your hand mirror yet?\Unless you want the Mizukagami to take your place,\you'd better do it soon.\It doesn't matter if it takes my place. response:	What?
context: Do you really want to become me?\You want to become someone like me, of all people?\It looks like you can hear the Mizukagami's footsteps now.\Polished your hand mirror yet?\Unless you want the Mizukagami to take your place,\you'd better do it soon.\It doesn't matter if it takes my place.\What? response:	There's no point in being here anymore.
context: You want to become someone like me, of all people?\It looks like you can hear the Mizukagami's footsteps now.\Polished your hand mirror yet?\Unless you want the Mizukagami to take your place,\you'd better do it soon.\It doesn't matter if it takes my place.\What?\There's no point in being here anymore. response:	If it wants to be me so much, it can go ahead.
context: It looks like you can hear the Mizukagami's footsteps now.\Polished your hand mirror yet?\Unless you want the Mizukagami to take your place,\you'd better do it soon.\It doesn't matter if it takes my place.\What?\There's no point in being here anymore.\If it wants to be me so much, it can go ahead. response:	Listen... If you throw your life away like this,
context: Polished your hand mirror yet?\Unless you want the Mizukagami to take your place,\you'd better do it soon.\It doesn't matter if it takes my place.\What?\There's no point in being here anymore.\If it wants to be me so much, it can go ahead.\Listen... If you throw your life away like this, response:	you'll lose even the capacity to feel regret.
context: Unless you want the Mizukagami to take your place,\you'd better do it soon.\It doesn't matter if it takes my place.\What?\There's no point in being here anymore.\If it wants to be me so much, it can go ahead.\Listen... If you throw your life away like this,\you'll lose even the capacity to feel regret. response:	If you let the Mizukagami switch places with you,
context: you'd better do it soon.\It doesn't matter if it takes my place.\What?\There's no point in being here anymore.\If it wants to be me so much, it can go ahead.\Listen... If you throw your life away like this,\you'll lose even the capacity to feel regret.\If you let the Mizukagami switch places with you, response:	you will lose not only your body, but also your consciousness itself.
context: It doesn't matter if it takes my place.\What?\There's no point in being here anymore.\If it wants to be me so much, it can go ahead.\Listen... If you throw your life away like this,\you'll lose even the capacity to feel regret.\If you let the Mizukagami switch places with you,\you will lose not only your body, but also your consciousness itself. response:	You will become a mere thingincapable of having any significant effect on this world.
context: What?\There's no point in being here anymore.\If it wants to be me so much, it can go ahead.\Listen... If you throw your life away like this,\you'll lose even the capacity to feel regret.\If you let the Mizukagami switch places with you,\you will lose not only your body, but also your consciousness itself.\You will become a mere thingincapable of having any significant effect on this world. response:	A thing that won't matter, whether it exists or not?
context: There's no point in being here anymore.\If it wants to be me so much, it can go ahead.\Listen... If you throw your life away like this,\you'll lose even the capacity to feel regret.\If you let the Mizukagami switch places with you,\you will lose not only your body, but also your consciousness itself.\You will become a mere thingincapable of having any significant effect on this world.\A thing that won't matter, whether it exists or not? response:	Yes. That's right.
context: If it wants to be me so much, it can go ahead.\Listen... If you throw your life away like this,\you'll lose even the capacity to feel regret.\If you let the Mizukagami switch places with you,\you will lose not only your body, but also your consciousness itself.\You will become a mere thingincapable of having any significant effect on this world.\A thing that won't matter, whether it exists or not?\Yes. That's right. response:	I don't really see much of a difference, then.
