context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: Embrace them.\It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude. response:	In the winds of waiting.
context: It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting. response:	I have no other way but to move forward.
context: I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward. response:	I believe in the way of life.
context: Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life. response:	Yeah.
context: We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah. response:	Crona' s Escape
context: I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Crona' s Escape response:	Your Smile, Please?
context: The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Crona' s Escape\Your Smile, Please? response:	Cut the Cards
context: I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Crona' s Escape\Your Smile, Please?\Cut the Cards response:	Medusa Surrenders to Shibusen?
context: In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Crona' s Escape\Your Smile, Please?\Cut the Cards\Medusa Surrenders to Shibusen? response:	I'm telling you,
context: I have no other way but to move forward.\I believe in the way of life.\Yeah.\Crona' s Escape\Your Smile, Please?\Cut the Cards\Medusa Surrenders to Shibusen?\I'm telling you, response:	your mission here has already ended.
context: I believe in the way of life.\Yeah.\Crona' s Escape\Your Smile, Please?\Cut the Cards\Medusa Surrenders to Shibusen?\I'm telling you,\your mission here has already ended. response:	Hurry up and pack your things,
context: Yeah.\Crona' s Escape\Your Smile, Please?\Cut the Cards\Medusa Surrenders to Shibusen?\I'm telling you,\your mission here has already ended.\Hurry up and pack your things, response:	there's still a lot of things that Medusa needs your help with.
context: Crona' s Escape\Your Smile, Please?\Cut the Cards\Medusa Surrenders to Shibusen?\I'm telling you,\your mission here has already ended.\Hurry up and pack your things,\there's still a lot of things that Medusa needs your help with. response:	But...
context: Your Smile, Please?\Cut the Cards\Medusa Surrenders to Shibusen?\I'm telling you,\your mission here has already ended.\Hurry up and pack your things,\there's still a lot of things that Medusa needs your help with.\But... response:	I don't want to leave here.
context: Cut the Cards\Medusa Surrenders to Shibusen?\I'm telling you,\your mission here has already ended.\Hurry up and pack your things,\there's still a lot of things that Medusa needs your help with.\But...\I don't want to leave here. response:	Personally, I'd love to let you stay.
context: Medusa Surrenders to Shibusen?\I'm telling you,\your mission here has already ended.\Hurry up and pack your things,\there's still a lot of things that Medusa needs your help with.\But...\I don't want to leave here.\Personally, I'd love to let you stay. response:	But I wonder what Medusa has to say about that...
context: I'm telling you,\your mission here has already ended.\Hurry up and pack your things,\there's still a lot of things that Medusa needs your help with.\But...\I don't want to leave here.\Personally, I'd love to let you stay.\But I wonder what Medusa has to say about that... response:	This is the first time that I've ever had friends.
context: your mission here has already ended.\Hurry up and pack your things,\there's still a lot of things that Medusa needs your help with.\But...\I don't want to leave here.\Personally, I'd love to let you stay.\But I wonder what Medusa has to say about that...\This is the first time that I've ever had friends. response:	If I leave now, then I'll never get to see them again.
context: Hurry up and pack your things,\there's still a lot of things that Medusa needs your help with.\But...\I don't want to leave here.\Personally, I'd love to let you stay.\But I wonder what Medusa has to say about that...\This is the first time that I've ever had friends.\If I leave now, then I'll never get to see them again. response:	Shut up and stop acting like a cry-baby!
context: there's still a lot of things that Medusa needs your help with.\But...\I don't want to leave here.\Personally, I'd love to let you stay.\But I wonder what Medusa has to say about that...\This is the first time that I've ever had friends.\If I leave now, then I'll never get to see them again.\Shut up and stop acting like a cry-baby! response:	Just do as your told, you idiot!
context: But...\I don't want to leave here.\Personally, I'd love to let you stay.\But I wonder what Medusa has to say about that...\This is the first time that I've ever had friends.\If I leave now, then I'll never get to see them again.\Shut up and stop acting like a cry-baby!\Just do as your told, you idiot! response:	It's only a matter of time before they discover what you did.
context: I don't want to leave here.\Personally, I'd love to let you stay.\But I wonder what Medusa has to say about that...\This is the first time that I've ever had friends.\If I leave now, then I'll never get to see them again.\Shut up and stop acting like a cry-baby!\Just do as your told, you idiot!\It's only a matter of time before they discover what you did. response:	If Shinigami finds out that you made Marie swallow Medusa's snake
context: Personally, I'd love to let you stay.\But I wonder what Medusa has to say about that...\This is the first time that I've ever had friends.\If I leave now, then I'll never get to see them again.\Shut up and stop acting like a cry-baby!\Just do as your told, you idiot!\It's only a matter of time before they discover what you did.\If Shinigami finds out that you made Marie swallow Medusa's snake response:	so that we could destroy Stein,
context: But I wonder what Medusa has to say about that...\This is the first time that I've ever had friends.\If I leave now, then I'll never get to see them again.\Shut up and stop acting like a cry-baby!\Just do as your told, you idiot!\It's only a matter of time before they discover what you did.\If Shinigami finds out that you made Marie swallow Medusa's snake\so that we could destroy Stein, response:	He'll definitely crack you open with a million hits of his Direct Braining Shinigami Chop!
context: This is the first time that I've ever had friends.\If I leave now, then I'll never get to see them again.\Shut up and stop acting like a cry-baby!\Just do as your told, you idiot!\It's only a matter of time before they discover what you did.\If Shinigami finds out that you made Marie swallow Medusa's snake\so that we could destroy Stein,\He'll definitely crack you open with a million hits of his Direct Braining Shinigami Chop! response:	And that's not all,
context: If I leave now, then I'll never get to see them again.\Shut up and stop acting like a cry-baby!\Just do as your told, you idiot!\It's only a matter of time before they discover what you did.\If Shinigami finds out that you made Marie swallow Medusa's snake\so that we could destroy Stein,\He'll definitely crack you open with a million hits of his Direct Braining Shinigami Chop!\And that's not all, response:	that Maka will surely weep in sorrow.
context: Shut up and stop acting like a cry-baby!\Just do as your told, you idiot!\It's only a matter of time before they discover what you did.\If Shinigami finds out that you made Marie swallow Medusa's snake\so that we could destroy Stein,\He'll definitely crack you open with a million hits of his Direct Braining Shinigami Chop!\And that's not all,\that Maka will surely weep in sorrow. response:	No matter what you do, the fact that you betrayed them will never change.
context: Just do as your told, you idiot!\It's only a matter of time before they discover what you did.\If Shinigami finds out that you made Marie swallow Medusa's snake\so that we could destroy Stein,\He'll definitely crack you open with a million hits of his Direct Braining Shinigami Chop!\And that's not all,\that Maka will surely weep in sorrow.\No matter what you do, the fact that you betrayed them will never change. response:	Hey, get your ass out here!
context: It's only a matter of time before they discover what you did.\If Shinigami finds out that you made Marie swallow Medusa's snake\so that we could destroy Stein,\He'll definitely crack you open with a million hits of his Direct Braining Shinigami Chop!\And that's not all,\that Maka will surely weep in sorrow.\No matter what you do, the fact that you betrayed them will never change.\Hey, get your ass out here! response:	We've traveled all the way here!
context: If Shinigami finds out that you made Marie swallow Medusa's snake\so that we could destroy Stein,\He'll definitely crack you open with a million hits of his Direct Braining Shinigami Chop!\And that's not all,\that Maka will surely weep in sorrow.\No matter what you do, the fact that you betrayed them will never change.\Hey, get your ass out here!\We've traveled all the way here! response:	We'd expect nothing less than a cup of tea!
context: so that we could destroy Stein,\He'll definitely crack you open with a million hits of his Direct Braining Shinigami Chop!\And that's not all,\that Maka will surely weep in sorrow.\No matter what you do, the fact that you betrayed them will never change.\Hey, get your ass out here!\We've traveled all the way here!\We'd expect nothing less than a cup of tea! response:	Has the cold gone to your head?!
context: He'll definitely crack you open with a million hits of his Direct Braining Shinigami Chop!\And that's not all,\that Maka will surely weep in sorrow.\No matter what you do, the fact that you betrayed them will never change.\Hey, get your ass out here!\We've traveled all the way here!\We'd expect nothing less than a cup of tea!\Has the cold gone to your head?! response:	Huh?
context: And that's not all,\that Maka will surely weep in sorrow.\No matter what you do, the fact that you betrayed them will never change.\Hey, get your ass out here!\We've traveled all the way here!\We'd expect nothing less than a cup of tea!\Has the cold gone to your head?!\Huh? response:	You're talking to the Kishin,
context: that Maka will surely weep in sorrow.\No matter what you do, the fact that you betrayed them will never change.\Hey, get your ass out here!\We've traveled all the way here!\We'd expect nothing less than a cup of tea!\Has the cold gone to your head?!\Huh?\You're talking to the Kishin, response:	Who do you think you are? To him, your words are like a flea's sneeze.
context: No matter what you do, the fact that you betrayed them will never change.\Hey, get your ass out here!\We've traveled all the way here!\We'd expect nothing less than a cup of tea!\Has the cold gone to your head?!\Huh?\You're talking to the Kishin,\Who do you think you are? To him, your words are like a flea's sneeze. response:	Then I suppose yours would be that of a flea's fart?
context: Hey, get your ass out here!\We've traveled all the way here!\We'd expect nothing less than a cup of tea!\Has the cold gone to your head?!\Huh?\You're talking to the Kishin,\Who do you think you are? To him, your words are like a flea's sneeze.\Then I suppose yours would be that of a flea's fart? response:	What, you got a problem with that?
context: We've traveled all the way here!\We'd expect nothing less than a cup of tea!\Has the cold gone to your head?!\Huh?\You're talking to the Kishin,\Who do you think you are? To him, your words are like a flea's sneeze.\Then I suppose yours would be that of a flea's fart?\What, you got a problem with that? response:	Arachne-sama,
context: We'd expect nothing less than a cup of tea!\Has the cold gone to your head?!\Huh?\You're talking to the Kishin,\Who do you think you are? To him, your words are like a flea's sneeze.\Then I suppose yours would be that of a flea's fart?\What, you got a problem with that?\Arachne-sama, response:	please wait!
context: Has the cold gone to your head?!\Huh?\You're talking to the Kishin,\Who do you think you are? To him, your words are like a flea's sneeze.\Then I suppose yours would be that of a flea's fart?\What, you got a problem with that?\Arachne-sama,\please wait! response:	Please let us take the lead.
context: Huh?\You're talking to the Kishin,\Who do you think you are? To him, your words are like a flea's sneeze.\Then I suppose yours would be that of a flea's fart?\What, you got a problem with that?\Arachne-sama,\please wait!\Please let us take the lead. response:	You stay here, I'll go in alone.
context: You're talking to the Kishin,\Who do you think you are? To him, your words are like a flea's sneeze.\Then I suppose yours would be that of a flea's fart?\What, you got a problem with that?\Arachne-sama,\please wait!\Please let us take the lead.\You stay here, I'll go in alone. response:	Arachne-sama...
context: Who do you think you are? To him, your words are like a flea's sneeze.\Then I suppose yours would be that of a flea's fart?\What, you got a problem with that?\Arachne-sama,\please wait!\Please let us take the lead.\You stay here, I'll go in alone.\Arachne-sama... response:	Crona's Escape: Your Smile, Please?
context: Then I suppose yours would be that of a flea's fart?\What, you got a problem with that?\Arachne-sama,\please wait!\Please let us take the lead.\You stay here, I'll go in alone.\Arachne-sama...\Crona's Escape: Your Smile, Please? response:	Kishin, Asura,
context: What, you got a problem with that?\Arachne-sama,\please wait!\Please let us take the lead.\You stay here, I'll go in alone.\Arachne-sama...\Crona's Escape: Your Smile, Please?\Kishin, Asura, response:	My name is Arachne,
context: Arachne-sama,\please wait!\Please let us take the lead.\You stay here, I'll go in alone.\Arachne-sama...\Crona's Escape: Your Smile, Please?\Kishin, Asura,\My name is Arachne, response:	one who worships you.
context: please wait!\Please let us take the lead.\You stay here, I'll go in alone.\Arachne-sama...\Crona's Escape: Your Smile, Please?\Kishin, Asura,\My name is Arachne,\one who worships you. response:	I've come for you,
context: Please let us take the lead.\You stay here, I'll go in alone.\Arachne-sama...\Crona's Escape: Your Smile, Please?\Kishin, Asura,\My name is Arachne,\one who worships you.\I've come for you, response:	would you please let me see your face?
context: You stay here, I'll go in alone.\Arachne-sama...\Crona's Escape: Your Smile, Please?\Kishin, Asura,\My name is Arachne,\one who worships you.\I've come for you,\would you please let me see your face? response:	Just like the rumors, your cowardice knows no bounds.
context: Arachne-sama...\Crona's Escape: Your Smile, Please?\Kishin, Asura,\My name is Arachne,\one who worships you.\I've come for you,\would you please let me see your face?\Just like the rumors, your cowardice knows no bounds. response:	Are you confining yourself here to regain your power?
context: Crona's Escape: Your Smile, Please?\Kishin, Asura,\My name is Arachne,\one who worships you.\I've come for you,\would you please let me see your face?\Just like the rumors, your cowardice knows no bounds.\Are you confining yourself here to regain your power? response:	Or,
context: Kishin, Asura,\My name is Arachne,\one who worships you.\I've come for you,\would you please let me see your face?\Just like the rumors, your cowardice knows no bounds.\Are you confining yourself here to regain your power?\Or, response:	Are you cowering in fear from Shinigami?
context: My name is Arachne,\one who worships you.\I've come for you,\would you please let me see your face?\Just like the rumors, your cowardice knows no bounds.\Are you confining yourself here to regain your power?\Or,\Are you cowering in fear from Shinigami? response:	Seems like you've gotten tired of hide-and-seek and have decided to show yourself.
context: one who worships you.\I've come for you,\would you please let me see your face?\Just like the rumors, your cowardice knows no bounds.\Are you confining yourself here to regain your power?\Or,\Are you cowering in fear from Shinigami?\Seems like you've gotten tired of hide-and-seek and have decided to show yourself. response:	Come here!
context: I've come for you,\would you please let me see your face?\Just like the rumors, your cowardice knows no bounds.\Are you confining yourself here to regain your power?\Or,\Are you cowering in fear from Shinigami?\Seems like you've gotten tired of hide-and-seek and have decided to show yourself.\Come here! response:	Threatening a helpless woman like this,
context: would you please let me see your face?\Just like the rumors, your cowardice knows no bounds.\Are you confining yourself here to regain your power?\Or,\Are you cowering in fear from Shinigami?\Seems like you've gotten tired of hide-and-seek and have decided to show yourself.\Come here!\Threatening a helpless woman like this, response:	You really are a cute boy.
context: Just like the rumors, your cowardice knows no bounds.\Are you confining yourself here to regain your power?\Or,\Are you cowering in fear from Shinigami?\Seems like you've gotten tired of hide-and-seek and have decided to show yourself.\Come here!\Threatening a helpless woman like this,\You really are a cute boy. response:	There you are,
context: Are you confining yourself here to regain your power?\Or,\Are you cowering in fear from Shinigami?\Seems like you've gotten tired of hide-and-seek and have decided to show yourself.\Come here!\Threatening a helpless woman like this,\You really are a cute boy.\There you are, response:	I've been looking everywhere for you.
context: Or,\Are you cowering in fear from Shinigami?\Seems like you've gotten tired of hide-and-seek and have decided to show yourself.\Come here!\Threatening a helpless woman like this,\You really are a cute boy.\There you are,\I've been looking everywhere for you. response:	What do you want?
context: Are you cowering in fear from Shinigami?\Seems like you've gotten tired of hide-and-seek and have decided to show yourself.\Come here!\Threatening a helpless woman like this,\You really are a cute boy.\There you are,\I've been looking everywhere for you.\What do you want? response:	The time has come to purge this land of Shinigami,
context: Seems like you've gotten tired of hide-and-seek and have decided to show yourself.\Come here!\Threatening a helpless woman like this,\You really are a cute boy.\There you are,\I've been looking everywhere for you.\What do you want?\The time has come to purge this land of Shinigami, response:	I want you to fight together with me.
context: Come here!\Threatening a helpless woman like this,\You really are a cute boy.\There you are,\I've been looking everywhere for you.\What do you want?\The time has come to purge this land of Shinigami,\I want you to fight together with me. response:	800 years,
context: Threatening a helpless woman like this,\You really are a cute boy.\There you are,\I've been looking everywhere for you.\What do you want?\The time has come to purge this land of Shinigami,\I want you to fight together with me.\800 years, response:	that's how long I have been holding in this hatred just so that I can take my revenge on him.
context: You really are a cute boy.\There you are,\I've been looking everywhere for you.\What do you want?\The time has come to purge this land of Shinigami,\I want you to fight together with me.\800 years,\that's how long I have been holding in this hatred just so that I can take my revenge on him. response:	I believe that's the same with you, right?
context: There you are,\I've been looking everywhere for you.\What do you want?\The time has come to purge this land of Shinigami,\I want you to fight together with me.\800 years,\that's how long I have been holding in this hatred just so that I can take my revenge on him.\I believe that's the same with you, right? response:	If we don't stand together, there'll be no chance of winning.
context: I've been looking everywhere for you.\What do you want?\The time has come to purge this land of Shinigami,\I want you to fight together with me.\800 years,\that's how long I have been holding in this hatred just so that I can take my revenge on him.\I believe that's the same with you, right?\If we don't stand together, there'll be no chance of winning. response:	Do you want to have your skin ripped off and become sealed in the darkness again?
context: What do you want?\The time has come to purge this land of Shinigami,\I want you to fight together with me.\800 years,\that's how long I have been holding in this hatred just so that I can take my revenge on him.\I believe that's the same with you, right?\If we don't stand together, there'll be no chance of winning.\Do you want to have your skin ripped off and become sealed in the darkness again? response:	Come, let's do this together.
context: The time has come to purge this land of Shinigami,\I want you to fight together with me.\800 years,\that's how long I have been holding in this hatred just so that I can take my revenge on him.\I believe that's the same with you, right?\If we don't stand together, there'll be no chance of winning.\Do you want to have your skin ripped off and become sealed in the darkness again?\Come, let's do this together. response:	Even if it costs me my life, I'll always protect you.
context: I want you to fight together with me.\800 years,\that's how long I have been holding in this hatred just so that I can take my revenge on him.\I believe that's the same with you, right?\If we don't stand together, there'll be no chance of winning.\Do you want to have your skin ripped off and become sealed in the darkness again?\Come, let's do this together.\Even if it costs me my life, I'll always protect you. response:	You can feel it, right?
context: 800 years,\that's how long I have been holding in this hatred just so that I can take my revenge on him.\I believe that's the same with you, right?\If we don't stand together, there'll be no chance of winning.\Do you want to have your skin ripped off and become sealed in the darkness again?\Come, let's do this together.\Even if it costs me my life, I'll always protect you.\You can feel it, right? response:	My heartbeat.
context: that's how long I have been holding in this hatred just so that I can take my revenge on him.\I believe that's the same with you, right?\If we don't stand together, there'll be no chance of winning.\Do you want to have your skin ripped off and become sealed in the darkness again?\Come, let's do this together.\Even if it costs me my life, I'll always protect you.\You can feel it, right?\My heartbeat. response:	My heart...
context: I believe that's the same with you, right?\If we don't stand together, there'll be no chance of winning.\Do you want to have your skin ripped off and become sealed in the darkness again?\Come, let's do this together.\Even if it costs me my life, I'll always protect you.\You can feel it, right?\My heartbeat.\My heart... response:	will never rest until I get my revenge...
context: If we don't stand together, there'll be no chance of winning.\Do you want to have your skin ripped off and become sealed in the darkness again?\Come, let's do this together.\Even if it costs me my life, I'll always protect you.\You can feel it, right?\My heartbeat.\My heart...\will never rest until I get my revenge... response:	This is good!
context: Do you want to have your skin ripped off and become sealed in the darkness again?\Come, let's do this together.\Even if it costs me my life, I'll always protect you.\You can feel it, right?\My heartbeat.\My heart...\will never rest until I get my revenge...\This is good! response:	Hey Crona,
context: Come, let's do this together.\Even if it costs me my life, I'll always protect you.\You can feel it, right?\My heartbeat.\My heart...\will never rest until I get my revenge...\This is good!\Hey Crona, response:	next time, join us in the Chain Resonance training!
context: Even if it costs me my life, I'll always protect you.\You can feel it, right?\My heartbeat.\My heart...\will never rest until I get my revenge...\This is good!\Hey Crona,\next time, join us in the Chain Resonance training! response:	If you're there, I think our powers will become even stronger!
context: You can feel it, right?\My heartbeat.\My heart...\will never rest until I get my revenge...\This is good!\Hey Crona,\next time, join us in the Chain Resonance training!\If you're there, I think our powers will become even stronger! response:	Y-Yeah...
context: My heartbeat.\My heart...\will never rest until I get my revenge...\This is good!\Hey Crona,\next time, join us in the Chain Resonance training!\If you're there, I think our powers will become even stronger!\Y-Yeah... response:	There's no need to worry!
context: My heart...\will never rest until I get my revenge...\This is good!\Hey Crona,\next time, join us in the Chain Resonance training!\If you're there, I think our powers will become even stronger!\Y-Yeah...\There's no need to worry! response:	I'd expect that much from you.
context: will never rest until I get my revenge...\This is good!\Hey Crona,\next time, join us in the Chain Resonance training!\If you're there, I think our powers will become even stronger!\Y-Yeah...\There's no need to worry!\I'd expect that much from you. response:	U-Uhh...
