context: I say yes response:	Stay with me
context: Lets change any future into hope\Don't touch! S\Touch me S\Y-You stupid dog!\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent response:	Dont touch! Because I wont listen to excuses
context: Don't touch! S\Touch me S\Y-You stupid dog!\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses response:	Touch me because I'm tired Hey, lend me your shoulder
context: Touch me S\Y-You stupid dog!\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder response:	I love you, its a lie
context: Y-You stupid dog!\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie response:	I hate you, thats a lie, too
context: Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too response:	Nay nay nay, its useless, its a misunderstanding
context: Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding response:	So I wont say, I love you”
context: You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you” response:	Non non non, because I absolutely wont forgive you
context: Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you response:	If you go to somewhere else
context: Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else response:	But
context: Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But response:	The truth is, I want to be by your side more than anyone else
context: I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else response:	Lets go take a walk in chains of love!
context: I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love! response:	The Underground Secret Document
context: Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Underground Secret Document response:	The Underground Secret Document
context: So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Underground Secret Document\The Underground Secret Document response:	Next Time
context: Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Underground Secret Document\The Underground Secret Document\Next Time response:	The Magic Academy's Crisis
context: If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Underground Secret Document\The Underground Secret Document\Next Time\The Magic Academy's Crisis response:	Declaration of war...
context: But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Underground Secret Document\The Underground Secret Document\Next Time\The Magic Academy's Crisis\Declaration of war... response:	Please sign the document.
context: The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Underground Secret Document\The Underground Secret Document\Next Time\The Magic Academy's Crisis\Declaration of war...\Please sign the document. response:	The cabinet has unanimously agreed to declare war.
context: Lets go take a walk in chains of love!\The Underground Secret Document\The Underground Secret Document\Next Time\The Magic Academy's Crisis\Declaration of war...\Please sign the document.\The cabinet has unanimously agreed to declare war. response:	Our ally, Germania, has already agreed to join us and is waiting for you to make your decision.
context: The Underground Secret Document\The Underground Secret Document\Next Time\The Magic Academy's Crisis\Declaration of war...\Please sign the document.\The cabinet has unanimously agreed to declare war.\Our ally, Germania, has already agreed to join us and is waiting for you to make your decision. response:	Your Highness, preparations to march into Albion are complete!
context: The Underground Secret Document\Next Time\The Magic Academy's Crisis\Declaration of war...\Please sign the document.\The cabinet has unanimously agreed to declare war.\Our ally, Germania, has already agreed to join us and is waiting for you to make your decision.\Your Highness, preparations to march into Albion are complete! response:	Give us your orders.
context: Next Time\The Magic Academy's Crisis\Declaration of war...\Please sign the document.\The cabinet has unanimously agreed to declare war.\Our ally, Germania, has already agreed to join us and is waiting for you to make your decision.\Your Highness, preparations to march into Albion are complete!\Give us your orders. response:	Cardinal Masarini, do you want to go to war that badly?
context: The Magic Academy's Crisis\Declaration of war...\Please sign the document.\The cabinet has unanimously agreed to declare war.\Our ally, Germania, has already agreed to join us and is waiting for you to make your decision.\Your Highness, preparations to march into Albion are complete!\Give us your orders.\Cardinal Masarini, do you want to go to war that badly? response:	No...
context: Declaration of war...\Please sign the document.\The cabinet has unanimously agreed to declare war.\Our ally, Germania, has already agreed to join us and is waiting for you to make your decision.\Your Highness, preparations to march into Albion are complete!\Give us your orders.\Cardinal Masarini, do you want to go to war that badly?\No... response:	I can understand your love for peace.
context: Please sign the document.\The cabinet has unanimously agreed to declare war.\Our ally, Germania, has already agreed to join us and is waiting for you to make your decision.\Your Highness, preparations to march into Albion are complete!\Give us your orders.\Cardinal Masarini, do you want to go to war that badly?\No...\I can understand your love for peace. response:	In that case -
context: The cabinet has unanimously agreed to declare war.\Our ally, Germania, has already agreed to join us and is waiting for you to make your decision.\Your Highness, preparations to march into Albion are complete!\Give us your orders.\Cardinal Masarini, do you want to go to war that badly?\No...\I can understand your love for peace.\In that case - response:	However, most of the citizens are seeking military action against Albion.
context: Our ally, Germania, has already agreed to join us and is waiting for you to make your decision.\Your Highness, preparations to march into Albion are complete!\Give us your orders.\Cardinal Masarini, do you want to go to war that badly?\No...\I can understand your love for peace.\In that case -\However, most of the citizens are seeking military action against Albion. response:	If you keep postponing the war, a coup d'etat shall take place!
context: Your Highness, preparations to march into Albion are complete!\Give us your orders.\Cardinal Masarini, do you want to go to war that badly?\No...\I can understand your love for peace.\In that case -\However, most of the citizens are seeking military action against Albion.\If you keep postponing the war, a coup d'etat shall take place! response:	Coup d'etat?
context: Give us your orders.\Cardinal Masarini, do you want to go to war that badly?\No...\I can understand your love for peace.\In that case -\However, most of the citizens are seeking military action against Albion.\If you keep postponing the war, a coup d'etat shall take place!\Coup d'etat? response:	In the worst case, you would be put in jail,
context: Cardinal Masarini, do you want to go to war that badly?\No...\I can understand your love for peace.\In that case -\However, most of the citizens are seeking military action against Albion.\If you keep postponing the war, a coup d'etat shall take place!\Coup d'etat?\In the worst case, you would be put in jail, response:	and the authority of the royal family would plummet.
context: No...\I can understand your love for peace.\In that case -\However, most of the citizens are seeking military action against Albion.\If you keep postponing the war, a coup d'etat shall take place!\Coup d'etat?\In the worst case, you would be put in jail,\and the authority of the royal family would plummet. response:	Even if that were to happen...
context: I can understand your love for peace.\In that case -\However, most of the citizens are seeking military action against Albion.\If you keep postponing the war, a coup d'etat shall take place!\Coup d'etat?\In the worst case, you would be put in jail,\and the authority of the royal family would plummet.\Even if that were to happen... response:	Your Highness!
context: In that case -\However, most of the citizens are seeking military action against Albion.\If you keep postponing the war, a coup d'etat shall take place!\Coup d'etat?\In the worst case, you would be put in jail,\and the authority of the royal family would plummet.\Even if that were to happen...\Your Highness! response:	If an aggressive ruler were to come into power,
context: However, most of the citizens are seeking military action against Albion.\If you keep postponing the war, a coup d'etat shall take place!\Coup d'etat?\In the worst case, you would be put in jail,\and the authority of the royal family would plummet.\Even if that were to happen...\Your Highness!\If an aggressive ruler were to come into power, response:	the war would only escalate.
context: If you keep postponing the war, a coup d'etat shall take place!\Coup d'etat?\In the worst case, you would be put in jail,\and the authority of the royal family would plummet.\Even if that were to happen...\Your Highness!\If an aggressive ruler were to come into power,\the war would only escalate. response:	There will be nobody to stop it.
context: Coup d'etat?\In the worst case, you would be put in jail,\and the authority of the royal family would plummet.\Even if that were to happen...\Your Highness!\If an aggressive ruler were to come into power,\the war would only escalate.\There will be nobody to stop it. response:	With your presence, we can limit the bloodshed to bare minimum.
context: In the worst case, you would be put in jail,\and the authority of the royal family would plummet.\Even if that were to happen...\Your Highness!\If an aggressive ruler were to come into power,\the war would only escalate.\There will be nobody to stop it.\With your presence, we can limit the bloodshed to bare minimum. response:	I infer that your heart must be in turmoil,
context: and the authority of the royal family would plummet.\Even if that were to happen...\Your Highness!\If an aggressive ruler were to come into power,\the war would only escalate.\There will be nobody to stop it.\With your presence, we can limit the bloodshed to bare minimum.\I infer that your heart must be in turmoil, response:	but please make a decision.
context: Even if that were to happen...\Your Highness!\If an aggressive ruler were to come into power,\the war would only escalate.\There will be nobody to stop it.\With your presence, we can limit the bloodshed to bare minimum.\I infer that your heart must be in turmoil,\but please make a decision. response:	Cardinal Masarini.
context: Your Highness!\If an aggressive ruler were to come into power,\the war would only escalate.\There will be nobody to stop it.\With your presence, we can limit the bloodshed to bare minimum.\I infer that your heart must be in turmoil,\but please make a decision.\Cardinal Masarini. response:	General Poitier.
context: If an aggressive ruler were to come into power,\the war would only escalate.\There will be nobody to stop it.\With your presence, we can limit the bloodshed to bare minimum.\I infer that your heart must be in turmoil,\but please make a decision.\Cardinal Masarini.\General Poitier. response:	Ma'am!
context: the war would only escalate.\There will be nobody to stop it.\With your presence, we can limit the bloodshed to bare minimum.\I infer that your heart must be in turmoil,\but please make a decision.\Cardinal Masarini.\General Poitier.\Ma'am! response:	I, Henrietta, as the Queen of Tristain, declare war upon Albion!
context: There will be nobody to stop it.\With your presence, we can limit the bloodshed to bare minimum.\I infer that your heart must be in turmoil,\but please make a decision.\Cardinal Masarini.\General Poitier.\Ma'am!\I, Henrietta, as the Queen of Tristain, declare war upon Albion! response:	Hey! We did it!
context: With your presence, we can limit the bloodshed to bare minimum.\I infer that your heart must be in turmoil,\but please make a decision.\Cardinal Masarini.\General Poitier.\Ma'am!\I, Henrietta, as the Queen of Tristain, declare war upon Albion!\Hey! We did it! response:	We did it!
context: I infer that your heart must be in turmoil,\but please make a decision.\Cardinal Masarini.\General Poitier.\Ma'am!\I, Henrietta, as the Queen of Tristain, declare war upon Albion!\Hey! We did it!\We did it! response:	Our forces took the victory!
context: but please make a decision.\Cardinal Masarini.\General Poitier.\Ma'am!\I, Henrietta, as the Queen of Tristain, declare war upon Albion!\Hey! We did it!\We did it!\Our forces took the victory! response:	Praise Tristain!
context: Cardinal Masarini.\General Poitier.\Ma'am!\I, Henrietta, as the Queen of Tristain, declare war upon Albion!\Hey! We did it!\We did it!\Our forces took the victory!\Praise Tristain! response:	Praise our Queen!
context: General Poitier.\Ma'am!\I, Henrietta, as the Queen of Tristain, declare war upon Albion!\Hey! We did it!\We did it!\Our forces took the victory!\Praise Tristain!\Praise our Queen! response:	Hey, hey, it looks like we won the first battle!
context: Ma'am!\I, Henrietta, as the Queen of Tristain, declare war upon Albion!\Hey! We did it!\We did it!\Our forces took the victory!\Praise Tristain!\Praise our Queen!\Hey, hey, it looks like we won the first battle! response:	What does it say?
context: I, Henrietta, as the Queen of Tristain, declare war upon Albion!\Hey! We did it!\We did it!\Our forces took the victory!\Praise Tristain!\Praise our Queen!\Hey, hey, it looks like we won the first battle!\What does it say? response:	Let's see...
context: Hey! We did it!\We did it!\Our forces took the victory!\Praise Tristain!\Praise our Queen!\Hey, hey, it looks like we won the first battle!\What does it say?\Let's see... response:	The war broke out a week ago.
context: We did it!\Our forces took the victory!\Praise Tristain!\Praise our Queen!\Hey, hey, it looks like we won the first battle!\What does it say?\Let's see...\The war broke out a week ago. response:	A large fleet of five hundred ships, consisting of Tristain and Germanian forces,
context: Our forces took the victory!\Praise Tristain!\Praise our Queen!\Hey, hey, it looks like we won the first battle!\What does it say?\Let's see...\The war broke out a week ago.\A large fleet of five hundred ships, consisting of Tristain and Germanian forces, response:	clashed with enemy troops before entering Albion territory...
context: Praise Tristain!\Praise our Queen!\Hey, hey, it looks like we won the first battle!\What does it say?\Let's see...\The war broke out a week ago.\A large fleet of five hundred ships, consisting of Tristain and Germanian forces,\clashed with enemy troops before entering Albion territory... response:	Damage to our side was minimal.
context: Praise our Queen!\Hey, hey, it looks like we won the first battle!\What does it say?\Let's see...\The war broke out a week ago.\A large fleet of five hundred ships, consisting of Tristain and Germanian forces,\clashed with enemy troops before entering Albion territory...\Damage to our side was minimal. response:	You hear that?
context: Hey, hey, it looks like we won the first battle!\What does it say?\Let's see...\The war broke out a week ago.\A large fleet of five hundred ships, consisting of Tristain and Germanian forces,\clashed with enemy troops before entering Albion territory...\Damage to our side was minimal.\You hear that? response:	What? Tristain's winning!
context: What does it say?\Let's see...\The war broke out a week ago.\A large fleet of five hundred ships, consisting of Tristain and Germanian forces,\clashed with enemy troops before entering Albion territory...\Damage to our side was minimal.\You hear that?\What? Tristain's winning! response:	Aren't you happy?
context: Let's see...\The war broke out a week ago.\A large fleet of five hundred ships, consisting of Tristain and Germanian forces,\clashed with enemy troops before entering Albion territory...\Damage to our side was minimal.\You hear that?\What? Tristain's winning!\Aren't you happy? response:	Wasn't the Princess against the war?
context: The war broke out a week ago.\A large fleet of five hundred ships, consisting of Tristain and Germanian forces,\clashed with enemy troops before entering Albion territory...\Damage to our side was minimal.\You hear that?\What? Tristain's winning!\Aren't you happy?\Wasn't the Princess against the war? response:	Well, yes, she was.
context: A large fleet of five hundred ships, consisting of Tristain and Germanian forces,\clashed with enemy troops before entering Albion territory...\Damage to our side was minimal.\You hear that?\What? Tristain's winning!\Aren't you happy?\Wasn't the Princess against the war?\Well, yes, she was. response:	But it's Albion that we're facing.
context: clashed with enemy troops before entering Albion territory...\Damage to our side was minimal.\You hear that?\What? Tristain's winning!\Aren't you happy?\Wasn't the Princess against the war?\Well, yes, she was.\But it's Albion that we're facing. response:	She had no choice but to do so.
context: Damage to our side was minimal.\You hear that?\What? Tristain's winning!\Aren't you happy?\Wasn't the Princess against the war?\Well, yes, she was.\But it's Albion that we're facing.\She had no choice but to do so. response:	I'm sure the Princess had to make a painful decision.
context: You hear that?\What? Tristain's winning!\Aren't you happy?\Wasn't the Princess against the war?\Well, yes, she was.\But it's Albion that we're facing.\She had no choice but to do so.\I'm sure the Princess had to make a painful decision. response:	Is that right?
context: What? Tristain's winning!\Aren't you happy?\Wasn't the Princess against the war?\Well, yes, she was.\But it's Albion that we're facing.\She had no choice but to do so.\I'm sure the Princess had to make a painful decision.\Is that right? response:	A sailor uniform!
context: Aren't you happy?\Wasn't the Princess against the war?\Well, yes, she was.\But it's Albion that we're facing.\She had no choice but to do so.\I'm sure the Princess had to make a painful decision.\Is that right?\A sailor uniform! response:	It's a sailor uniform!
context: Wasn't the Princess against the war?\Well, yes, she was.\But it's Albion that we're facing.\She had no choice but to do so.\I'm sure the Princess had to make a painful decision.\Is that right?\A sailor uniform!\It's a sailor uniform! response:	What?
context: Well, yes, she was.\But it's Albion that we're facing.\She had no choice but to do so.\I'm sure the Princess had to make a painful decision.\Is that right?\A sailor uniform!\It's a sailor uniform!\What? response:	Hey Mister, what's this?
context: But it's Albion that we're facing.\She had no choice but to do so.\I'm sure the Princess had to make a painful decision.\Is that right?\A sailor uniform!\It's a sailor uniform!\What?\Hey Mister, what's this? response:	Hey, you've got a good eye.
context: She had no choice but to do so.\I'm sure the Princess had to make a painful decision.\Is that right?\A sailor uniform!\It's a sailor uniform!\What?\Hey Mister, what's this?\Hey, you've got a good eye. response:	These are sailor's clothes.
context: I'm sure the Princess had to make a painful decision.\Is that right?\A sailor uniform!\It's a sailor uniform!\What?\Hey Mister, what's this?\Hey, you've got a good eye.\These are sailor's clothes. response:	The fabric's pretty tough, and -
context: Is that right?\A sailor uniform!\It's a sailor uniform!\What?\Hey Mister, what's this?\Hey, you've got a good eye.\These are sailor's clothes.\The fabric's pretty tough, and - response:	I bought it!
context: A sailor uniform!\It's a sailor uniform!\What?\Hey Mister, what's this?\Hey, you've got a good eye.\These are sailor's clothes.\The fabric's pretty tough, and -\I bought it! response:	That sailor uniform...
context: It's a sailor uniform!\What?\Hey Mister, what's this?\Hey, you've got a good eye.\These are sailor's clothes.\The fabric's pretty tough, and -\I bought it!\That sailor uniform... response:	I'll make Louise wear this, and...
context: What?\Hey Mister, what's this?\Hey, you've got a good eye.\These are sailor's clothes.\The fabric's pretty tough, and -\I bought it!\That sailor uniform...\I'll make Louise wear this, and... response:	No...
context: Hey Mister, what's this?\Hey, you've got a good eye.\These are sailor's clothes.\The fabric's pretty tough, and -\I bought it!\That sailor uniform...\I'll make Louise wear this, and...\No... response:	It won't be as great if Louise wore this...
context: Hey, you've got a good eye.\These are sailor's clothes.\The fabric's pretty tough, and -\I bought it!\That sailor uniform...\I'll make Louise wear this, and...\No...\It won't be as great if Louise wore this... response:	What's going on?
context: These are sailor's clothes.\The fabric's pretty tough, and -\I bought it!\That sailor uniform...\I'll make Louise wear this, and...\No...\It won't be as great if Louise wore this...\What's going on? response:	I have the Queen's permission!
context: The fabric's pretty tough, and -\I bought it!\That sailor uniform...\I'll make Louise wear this, and...\No...\It won't be as great if Louise wore this...\What's going on?\I have the Queen's permission! response:	This is ridiculous.
context: I bought it!\That sailor uniform...\I'll make Louise wear this, and...\No...\It won't be as great if Louise wore this...\What's going on?\I have the Queen's permission!\This is ridiculous. response:	Agnes.
context: That sailor uniform...\I'll make Louise wear this, and...\No...\It won't be as great if Louise wore this...\What's going on?\I have the Queen's permission!\This is ridiculous.\Agnes. response:	Is something wrong?
context: I'll make Louise wear this, and...\No...\It won't be as great if Louise wore this...\What's going on?\I have the Queen's permission!\This is ridiculous.\Agnes.\Is something wrong? response:	Well...
context: No...\It won't be as great if Louise wore this...\What's going on?\I have the Queen's permission!\This is ridiculous.\Agnes.\Is something wrong?\Well... response:	Top secret document vault?
context: It won't be as great if Louise wore this...\What's going on?\I have the Queen's permission!\This is ridiculous.\Agnes.\Is something wrong?\Well...\Top secret document vault? response:	Yes. Beneath this academy, there is a vault for top secret documents.
context: What's going on?\I have the Queen's permission!\This is ridiculous.\Agnes.\Is something wrong?\Well...\Top secret document vault?\Yes. Beneath this academy, there is a vault for top secret documents. response:	I received the privilege to access these documents from the Queen.
context: I have the Queen's permission!\This is ridiculous.\Agnes.\Is something wrong?\Well...\Top secret document vault?\Yes. Beneath this academy, there is a vault for top secret documents.\I received the privilege to access these documents from the Queen. response:	But Principal Osmond said...
context: This is ridiculous.\Agnes.\Is something wrong?\Well...\Top secret document vault?\Yes. Beneath this academy, there is a vault for top secret documents.\I received the privilege to access these documents from the Queen.\But Principal Osmond said... response:	Even though the Princess gave you the privilege?
context: Agnes.\Is something wrong?\Well...\Top secret document vault?\Yes. Beneath this academy, there is a vault for top secret documents.\I received the privilege to access these documents from the Queen.\But Principal Osmond said...\Even though the Princess gave you the privilege? response:	It's dangerous, apparently.
context: Is something wrong?\Well...\Top secret document vault?\Yes. Beneath this academy, there is a vault for top secret documents.\I received the privilege to access these documents from the Queen.\But Principal Osmond said...\Even though the Princess gave you the privilege?\It's dangerous, apparently. response:	It was built over a thousand years ago, so there are handfuls of mystery within.
context: Well...\Top secret document vault?\Yes. Beneath this academy, there is a vault for top secret documents.\I received the privilege to access these documents from the Queen.\But Principal Osmond said...\Even though the Princess gave you the privilege?\It's dangerous, apparently.\It was built over a thousand years ago, so there are handfuls of mystery within. response:	I also heard that a spell was cast on it as a security measure.
context: Top secret document vault?\Yes. Beneath this academy, there is a vault for top secret documents.\I received the privilege to access these documents from the Queen.\But Principal Osmond said...\Even though the Princess gave you the privilege?\It's dangerous, apparently.\It was built over a thousand years ago, so there are handfuls of mystery within.\I also heard that a spell was cast on it as a security measure. response:	Entering carelessly will cost you your life.
context: Yes. Beneath this academy, there is a vault for top secret documents.\I received the privilege to access these documents from the Queen.\But Principal Osmond said...\Even though the Princess gave you the privilege?\It's dangerous, apparently.\It was built over a thousand years ago, so there are handfuls of mystery within.\I also heard that a spell was cast on it as a security measure.\Entering carelessly will cost you your life. response:	I'm a knight!
context: I received the privilege to access these documents from the Queen.\But Principal Osmond said...\Even though the Princess gave you the privilege?\It's dangerous, apparently.\It was built over a thousand years ago, so there are handfuls of mystery within.\I also heard that a spell was cast on it as a security measure.\Entering carelessly will cost you your life.\I'm a knight! response:	I do not fear danger!
context: But Principal Osmond said...\Even though the Princess gave you the privilege?\It's dangerous, apparently.\It was built over a thousand years ago, so there are handfuls of mystery within.\I also heard that a spell was cast on it as a security measure.\Entering carelessly will cost you your life.\I'm a knight!\I do not fear danger! response:	Agnes, what's this document you want to see so badly?
context: Even though the Princess gave you the privilege?\It's dangerous, apparently.\It was built over a thousand years ago, so there are handfuls of mystery within.\I also heard that a spell was cast on it as a security measure.\Entering carelessly will cost you your life.\I'm a knight!\I do not fear danger!\Agnes, what's this document you want to see so badly? response:	It...
context: It's dangerous, apparently.\It was built over a thousand years ago, so there are handfuls of mystery within.\I also heard that a spell was cast on it as a security measure.\Entering carelessly will cost you your life.\I'm a knight!\I do not fear danger!\Agnes, what's this document you want to see so badly?\It... response:	Foe?
context: It was built over a thousand years ago, so there are handfuls of mystery within.\I also heard that a spell was cast on it as a security measure.\Entering carelessly will cost you your life.\I'm a knight!\I do not fear danger!\Agnes, what's this document you want to see so badly?\It...\Foe? response:	Since our comrade is in trouble, I want to do something about it.
context: I also heard that a spell was cast on it as a security measure.\Entering carelessly will cost you your life.\I'm a knight!\I do not fear danger!\Agnes, what's this document you want to see so badly?\It...\Foe?\Since our comrade is in trouble, I want to do something about it. response:	That's why I also called you two.
context: Entering carelessly will cost you your life.\I'm a knight!\I do not fear danger!\Agnes, what's this document you want to see so badly?\It...\Foe?\Since our comrade is in trouble, I want to do something about it.\That's why I also called you two. response:	Comrade, eh?
context: I'm a knight!\I do not fear danger!\Agnes, what's this document you want to see so badly?\It...\Foe?\Since our comrade is in trouble, I want to do something about it.\That's why I also called you two.\Comrade, eh? response:	You and I may be better described as buddies.
context: I do not fear danger!\Agnes, what's this document you want to see so badly?\It...\Foe?\Since our comrade is in trouble, I want to do something about it.\That's why I also called you two.\Comrade, eh?\You and I may be better described as buddies. response:	Louise, you can use special kinds of magic,
context: Agnes, what's this document you want to see so badly?\It...\Foe?\Since our comrade is in trouble, I want to do something about it.\That's why I also called you two.\Comrade, eh?\You and I may be better described as buddies.\Louise, you can use special kinds of magic, response:	so you can dispel any kind of Lock, right?
context: It...\Foe?\Since our comrade is in trouble, I want to do something about it.\That's why I also called you two.\Comrade, eh?\You and I may be better described as buddies.\Louise, you can use special kinds of magic,\so you can dispel any kind of Lock, right? response:	If I were to use Unlock with Void magic, then maybe...
context: Foe?\Since our comrade is in trouble, I want to do something about it.\That's why I also called you two.\Comrade, eh?\You and I may be better described as buddies.\Louise, you can use special kinds of magic,\so you can dispel any kind of Lock, right?\If I were to use Unlock with Void magic, then maybe... response:	but I can't do it without concentration.
context: Since our comrade is in trouble, I want to do something about it.\That's why I also called you two.\Comrade, eh?\You and I may be better described as buddies.\Louise, you can use special kinds of magic,\so you can dispel any kind of Lock, right?\If I were to use Unlock with Void magic, then maybe...\but I can't do it without concentration. response:	Listen, explosions seem to be the only kind of magic Louise can use.
