context: next episode title: New Year response:	You wished you were cute when you met Kurumi, didn't you?
context: Let's go.\He's not looking my way.\But I don't think I dare look either.\Look out!\T-They're stone steps.\I-I know; I didn't even s-see them.\What the hell are they doing?\Dammit, they're slow. response:	Chizu, call.
context: He's not looking my way.\But I don't think I dare look either.\Look out!\T-They're stone steps.\I-I know; I didn't even s-see them.\What the hell are they doing?\Dammit, they're slow.\Chizu, call. response:	I'm on it.
context: But I don't think I dare look either.\Look out!\T-They're stone steps.\I-I know; I didn't even s-see them.\What the hell are they doing?\Dammit, they're slow.\Chizu, call.\I'm on it. response:	Why did we change our meeting spot? Why are we here?
context: Look out!\T-They're stone steps.\I-I know; I didn't even s-see them.\What the hell are they doing?\Dammit, they're slow.\Chizu, call.\I'm on it.\Why did we change our meeting spot? Why are we here? response:	Shh, be quiet.
context: T-They're stone steps.\I-I know; I didn't even s-see them.\What the hell are they doing?\Dammit, they're slow.\Chizu, call.\I'm on it.\Why did we change our meeting spot? Why are we here?\Shh, be quiet. response:	Hello?
context: I-I know; I didn't even s-see them.\What the hell are they doing?\Dammit, they're slow.\Chizu, call.\I'm on it.\Why did we change our meeting spot? Why are we here?\Shh, be quiet.\Hello? response:	Hey, Kazehaya, it's me.
context: What the hell are they doing?\Dammit, they're slow.\Chizu, call.\I'm on it.\Why did we change our meeting spot? Why are we here?\Shh, be quiet.\Hello?\Hey, Kazehaya, it's me. response:	Yoshida?
context: Dammit, they're slow.\Chizu, call.\I'm on it.\Why did we change our meeting spot? Why are we here?\Shh, be quiet.\Hello?\Hey, Kazehaya, it's me.\Yoshida? response:	Where are you?
context: Chizu, call.\I'm on it.\Why did we change our meeting spot? Why are we here?\Shh, be quiet.\Hello?\Hey, Kazehaya, it's me.\Yoshida?\Where are you? response:	Chizu-chan?
context: I'm on it.\Why did we change our meeting spot? Why are we here?\Shh, be quiet.\Hello?\Hey, Kazehaya, it's me.\Yoshida?\Where are you?\Chizu-chan? response:	You're too loud.
context: Why did we change our meeting spot? Why are we here?\Shh, be quiet.\Hello?\Hey, Kazehaya, it's me.\Yoshida?\Where are you?\Chizu-chan?\You're too loud. response:	Sorry!
context: Shh, be quiet.\Hello?\Hey, Kazehaya, it's me.\Yoshida?\Where are you?\Chizu-chan?\You're too loud.\Sorry! response:	We couldn't make it.
context: Hello?\Hey, Kazehaya, it's me.\Yoshida?\Where are you?\Chizu-chan?\You're too loud.\Sorry!\We couldn't make it. response:	Sorry.
context: Hey, Kazehaya, it's me.\Yoshida?\Where are you?\Chizu-chan?\You're too loud.\Sorry!\We couldn't make it.\Sorry. response:	Ryu says he's busy too.
context: Yoshida?\Where are you?\Chizu-chan?\You're too loud.\Sorry!\We couldn't make it.\Sorry.\Ryu says he's busy too. response:	He told me to say hi to you.
context: Where are you?\Chizu-chan?\You're too loud.\Sorry!\We couldn't make it.\Sorry.\Ryu says he's busy too.\He told me to say hi to you. response:	Go make our wishes for us too.
context: Chizu-chan?\You're too loud.\Sorry!\We couldn't make it.\Sorry.\Ryu says he's busy too.\He told me to say hi to you.\Go make our wishes for us too. response:	Sure.
context: You're too loud.\Sorry!\We couldn't make it.\Sorry.\Ryu says he's busy too.\He told me to say hi to you.\Go make our wishes for us too.\Sure. response:	Am I hearing things?
context: Sorry!\We couldn't make it.\Sorry.\Ryu says he's busy too.\He told me to say hi to you.\Go make our wishes for us too.\Sure.\Am I hearing things? response:	I bailed on Sawako too.
context: We couldn't make it.\Sorry.\Ryu says he's busy too.\He told me to say hi to you.\Go make our wishes for us too.\Sure.\Am I hearing things?\I bailed on Sawako too. response:	I bet she's not sure what to do.
context: Sorry.\Ryu says he's busy too.\He told me to say hi to you.\Go make our wishes for us too.\Sure.\Am I hearing things?\I bailed on Sawako too.\I bet she's not sure what to do. response:	I'll let you deal with it.
context: Ryu says he's busy too.\He told me to say hi to you.\Go make our wishes for us too.\Sure.\Am I hearing things?\I bailed on Sawako too.\I bet she's not sure what to do.\I'll let you deal with it. response:	That's all.
context: He told me to say hi to you.\Go make our wishes for us too.\Sure.\Am I hearing things?\I bailed on Sawako too.\I bet she's not sure what to do.\I'll let you deal with it.\That's all. response:	Okay.
context: Go make our wishes for us too.\Sure.\Am I hearing things?\I bailed on Sawako too.\I bet she's not sure what to do.\I'll let you deal with it.\That's all.\Okay. response:	It was Yoshida.
context: Sure.\Am I hearing things?\I bailed on Sawako too.\I bet she's not sure what to do.\I'll let you deal with it.\That's all.\Okay.\It was Yoshida. response:	She says she's sorry she can't make it.
context: Am I hearing things?\I bailed on Sawako too.\I bet she's not sure what to do.\I'll let you deal with it.\That's all.\Okay.\It was Yoshida.\She says she's sorry she can't make it. response:	Oh yeah, I still haven't explained.
context: I bailed on Sawako too.\I bet she's not sure what to do.\I'll let you deal with it.\That's all.\Okay.\It was Yoshida.\She says she's sorry she can't make it.\Oh yeah, I still haven't explained. response:	I see; they're backing me up.
context: I bet she's not sure what to do.\I'll let you deal with it.\That's all.\Okay.\It was Yoshida.\She says she's sorry she can't make it.\Oh yeah, I still haven't explained.\I see; they're backing me up. response:	Aren't you cold?
context: I'll let you deal with it.\That's all.\Okay.\It was Yoshida.\She says she's sorry she can't make it.\Oh yeah, I still haven't explained.\I see; they're backing me up.\Aren't you cold? response:	There's still a lot of time until midnight.
context: That's all.\Okay.\It was Yoshida.\She says she's sorry she can't make it.\Oh yeah, I still haven't explained.\I see; they're backing me up.\Aren't you cold?\There's still a lot of time until midnight. response:	They're giving out sweet sake over there.
context: Okay.\It was Yoshida.\She says she's sorry she can't make it.\Oh yeah, I still haven't explained.\I see; they're backing me up.\Aren't you cold?\There's still a lot of time until midnight.\They're giving out sweet sake over there. response:	Okay.
context: It was Yoshida.\She says she's sorry she can't make it.\Oh yeah, I still haven't explained.\I see; they're backing me up.\Aren't you cold?\There's still a lot of time until midnight.\They're giving out sweet sake over there.\Okay. response:	He's next to me.
context: She says she's sorry she can't make it.\Oh yeah, I still haven't explained.\I see; they're backing me up.\Aren't you cold?\There's still a lot of time until midnight.\They're giving out sweet sake over there.\Okay.\He's next to me. response:	They're finally walking next to each other.
context: Oh yeah, I still haven't explained.\I see; they're backing me up.\Aren't you cold?\There's still a lot of time until midnight.\They're giving out sweet sake over there.\Okay.\He's next to me.\They're finally walking next to each other. response:	They're headed for the sweet sake next. Sweet sake!
context: I see; they're backing me up.\Aren't you cold?\There's still a lot of time until midnight.\They're giving out sweet sake over there.\Okay.\He's next to me.\They're finally walking next to each other.\They're headed for the sweet sake next. Sweet sake! response:	Let's catch up!
context: Aren't you cold?\There's still a lot of time until midnight.\They're giving out sweet sake over there.\Okay.\He's next to me.\They're finally walking next to each other.\They're headed for the sweet sake next. Sweet sake!\Let's catch up! response:	So that's why.
context: There's still a lot of time until midnight.\They're giving out sweet sake over there.\Okay.\He's next to me.\They're finally walking next to each other.\They're headed for the sweet sake next. Sweet sake!\Let's catch up!\So that's why. response:	Bad taste.
context: They're giving out sweet sake over there.\Okay.\He's next to me.\They're finally walking next to each other.\They're headed for the sweet sake next. Sweet sake!\Let's catch up!\So that's why.\Bad taste. response:	I had plans with Shouta.
context: Okay.\He's next to me.\They're finally walking next to each other.\They're headed for the sweet sake next. Sweet sake!\Let's catch up!\So that's why.\Bad taste.\I had plans with Shouta. response:	This is getting fun.
context: He's next to me.\They're finally walking next to each other.\They're headed for the sweet sake next. Sweet sake!\Let's catch up!\So that's why.\Bad taste.\I had plans with Shouta.\This is getting fun. response:	It's just getting started.
context: They're finally walking next to each other.\They're headed for the sweet sake next. Sweet sake!\Let's catch up!\So that's why.\Bad taste.\I had plans with Shouta.\This is getting fun.\It's just getting started. response:	I don't mind, but I want some sweet sake.
context: They're headed for the sweet sake next. Sweet sake!\Let's catch up!\So that's why.\Bad taste.\I had plans with Shouta.\This is getting fun.\It's just getting started.\I don't mind, but I want some sweet sake. response:	Look at it burn!
context: Let's catch up!\So that's why.\Bad taste.\I had plans with Shouta.\This is getting fun.\It's just getting started.\I don't mind, but I want some sweet sake.\Look at it burn! response:	Idiots everywhere.
context: So that's why.\Bad taste.\I had plans with Shouta.\This is getting fun.\It's just getting started.\I don't mind, but I want some sweet sake.\Look at it burn!\Idiots everywhere. response:	Isn't that Joe?
context: Bad taste.\I had plans with Shouta.\This is getting fun.\It's just getting started.\I don't mind, but I want some sweet sake.\Look at it burn!\Idiots everywhere.\Isn't that Joe? response:	Oh yeah.
context: I had plans with Shouta.\This is getting fun.\It's just getting started.\I don't mind, but I want some sweet sake.\Look at it burn!\Idiots everywhere.\Isn't that Joe?\Oh yeah. response:	He's embarrassing the whole class.
context: This is getting fun.\It's just getting started.\I don't mind, but I want some sweet sake.\Look at it burn!\Idiots everywhere.\Isn't that Joe?\Oh yeah.\He's embarrassing the whole class. response:	Creepy.
context: It's just getting started.\I don't mind, but I want some sweet sake.\Look at it burn!\Idiots everywhere.\Isn't that Joe?\Oh yeah.\He's embarrassing the whole class.\Creepy. response:	His parents look just like him.
context: I don't mind, but I want some sweet sake.\Look at it burn!\Idiots everywhere.\Isn't that Joe?\Oh yeah.\He's embarrassing the whole class.\Creepy.\His parents look just like him. response:	Sweet sake...
context: Look at it burn!\Idiots everywhere.\Isn't that Joe?\Oh yeah.\He's embarrassing the whole class.\Creepy.\His parents look just like him.\Sweet sake... response:	Wait, Sawako and Kazehaya are...
context: Idiots everywhere.\Isn't that Joe?\Oh yeah.\He's embarrassing the whole class.\Creepy.\His parents look just like him.\Sweet sake...\Wait, Sawako and Kazehaya are... response:	Shit, they're headed straight for Joe.
context: Isn't that Joe?\Oh yeah.\He's embarrassing the whole class.\Creepy.\His parents look just like him.\Sweet sake...\Wait, Sawako and Kazehaya are...\Shit, they're headed straight for Joe. response:	Seriously?
context: Oh yeah.\He's embarrassing the whole class.\Creepy.\His parents look just like him.\Sweet sake...\Wait, Sawako and Kazehaya are...\Shit, they're headed straight for Joe.\Seriously? response:	He loves Kazehaya; he's totally going to spot him.
context: He's embarrassing the whole class.\Creepy.\His parents look just like him.\Sweet sake...\Wait, Sawako and Kazehaya are...\Shit, they're headed straight for Joe.\Seriously?\He loves Kazehaya; he's totally going to spot him. response:	Shit, hurry.
context: Creepy.\His parents look just like him.\Sweet sake...\Wait, Sawako and Kazehaya are...\Shit, they're headed straight for Joe.\Seriously?\He loves Kazehaya; he's totally going to spot him.\Shit, hurry. response:	Sweet sake...
context: His parents look just like him.\Sweet sake...\Wait, Sawako and Kazehaya are...\Shit, they're headed straight for Joe.\Seriously?\He loves Kazehaya; he's totally going to spot him.\Shit, hurry.\Sweet sake... response:	Hurry, Ryu.
context: Sweet sake...\Wait, Sawako and Kazehaya are...\Shit, they're headed straight for Joe.\Seriously?\He loves Kazehaya; he's totally going to spot him.\Shit, hurry.\Sweet sake...\Hurry, Ryu. response:	So warm.
context: Wait, Sawako and Kazehaya are...\Shit, they're headed straight for Joe.\Seriously?\He loves Kazehaya; he's totally going to spot him.\Shit, hurry.\Sweet sake...\Hurry, Ryu.\So warm. response:	Huh?
context: Shit, they're headed straight for Joe.\Seriously?\He loves Kazehaya; he's totally going to spot him.\Shit, hurry.\Sweet sake...\Hurry, Ryu.\So warm.\Huh? response:	Hey, Joe.
context: Seriously?\He loves Kazehaya; he's totally going to spot him.\Shit, hurry.\Sweet sake...\Hurry, Ryu.\So warm.\Huh?\Hey, Joe. response:	What a coincidence, Joe.
context: He loves Kazehaya; he's totally going to spot him.\Shit, hurry.\Sweet sake...\Hurry, Ryu.\So warm.\Huh?\Hey, Joe.\What a coincidence, Joe. response:	Wait, did you all come here?
context: Shit, hurry.\Sweet sake...\Hurry, Ryu.\So warm.\Huh?\Hey, Joe.\What a coincidence, Joe.\Wait, did you all come here? response:	You could have invited me, Ryu.
context: Sweet sake...\Hurry, Ryu.\So warm.\Huh?\Hey, Joe.\What a coincidence, Joe.\Wait, did you all come here?\You could have invited me, Ryu. response:	Hey Joe, who are you with?
context: Hurry, Ryu.\So warm.\Huh?\Hey, Joe.\What a coincidence, Joe.\Wait, did you all come here?\You could have invited me, Ryu.\Hey Joe, who are you with? response:	My parents.
context: So warm.\Huh?\Hey, Joe.\What a coincidence, Joe.\Wait, did you all come here?\You could have invited me, Ryu.\Hey Joe, who are you with?\My parents. response:	Where's the usual crowd?
context: Huh?\Hey, Joe.\What a coincidence, Joe.\Wait, did you all come here?\You could have invited me, Ryu.\Hey Joe, who are you with?\My parents.\Where's the usual crowd? response:	They're at home watching comedy and stuff.
context: Hey, Joe.\What a coincidence, Joe.\Wait, did you all come here?\You could have invited me, Ryu.\Hey Joe, who are you with?\My parents.\Where's the usual crowd?\They're at home watching comedy and stuff. response:	Good, no one left to get in our way.
context: What a coincidence, Joe.\Wait, did you all come here?\You could have invited me, Ryu.\Hey Joe, who are you with?\My parents.\Where's the usual crowd?\They're at home watching comedy and stuff.\Good, no one left to get in our way. response:	So where's Kazehaya?
context: Wait, did you all come here?\You could have invited me, Ryu.\Hey Joe, who are you with?\My parents.\Where's the usual crowd?\They're at home watching comedy and stuff.\Good, no one left to get in our way.\So where's Kazehaya? response:	Like, I thought I just saw Kazehaya for a second.
context: You could have invited me, Ryu.\Hey Joe, who are you with?\My parents.\Where's the usual crowd?\They're at home watching comedy and stuff.\Good, no one left to get in our way.\So where's Kazehaya?\Like, I thought I just saw Kazehaya for a second. response:	Kazehaya?
context: Hey Joe, who are you with?\My parents.\Where's the usual crowd?\They're at home watching comedy and stuff.\Good, no one left to get in our way.\So where's Kazehaya?\Like, I thought I just saw Kazehaya for a second.\Kazehaya? response:	Kazehaya said he couldn't make it.
context: My parents.\Where's the usual crowd?\They're at home watching comedy and stuff.\Good, no one left to get in our way.\So where's Kazehaya?\Like, I thought I just saw Kazehaya for a second.\Kazehaya?\Kazehaya said he couldn't make it. response:	You're seeing things.
context: Where's the usual crowd?\They're at home watching comedy and stuff.\Good, no one left to get in our way.\So where's Kazehaya?\Like, I thought I just saw Kazehaya for a second.\Kazehaya?\Kazehaya said he couldn't make it.\You're seeing things. response:	Really?
context: They're at home watching comedy and stuff.\Good, no one left to get in our way.\So where's Kazehaya?\Like, I thought I just saw Kazehaya for a second.\Kazehaya?\Kazehaya said he couldn't make it.\You're seeing things.\Really? response:	Shut up!
context: Good, no one left to get in our way.\So where's Kazehaya?\Like, I thought I just saw Kazehaya for a second.\Kazehaya?\Kazehaya said he couldn't make it.\You're seeing things.\Really?\Shut up! response:	Yeah, really.
context: So where's Kazehaya?\Like, I thought I just saw Kazehaya for a second.\Kazehaya?\Kazehaya said he couldn't make it.\You're seeing things.\Really?\Shut up!\Yeah, really. response:	He'd be here if he came.
context: Like, I thought I just saw Kazehaya for a second.\Kazehaya?\Kazehaya said he couldn't make it.\You're seeing things.\Really?\Shut up!\Yeah, really.\He'd be here if he came. response:	She's holding my arm.
context: Kazehaya?\Kazehaya said he couldn't make it.\You're seeing things.\Really?\Shut up!\Yeah, really.\He'd be here if he came.\She's holding my arm. response:	I guess.
context: Kazehaya said he couldn't make it.\You're seeing things.\Really?\Shut up!\Yeah, really.\He'd be here if he came.\She's holding my arm.\I guess. response:	He was with some hot chick too.
context: You're seeing things.\Really?\Shut up!\Yeah, really.\He'd be here if he came.\She's holding my arm.\I guess.\He was with some hot chick too. response:	Good thing he's stupid.
context: Really?\Shut up!\Yeah, really.\He'd be here if he came.\She's holding my arm.\I guess.\He was with some hot chick too.\Good thing he's stupid. response:	Yano might like me.
context: Shut up!\Yeah, really.\He'd be here if he came.\She's holding my arm.\I guess.\He was with some hot chick too.\Good thing he's stupid.\Yano might like me. response:	I want sweet sake.
context: Yeah, really.\He'd be here if he came.\She's holding my arm.\I guess.\He was with some hot chick too.\Good thing he's stupid.\Yano might like me.\I want sweet sake. response:	He's gone.
context: He'd be here if he came.\She's holding my arm.\I guess.\He was with some hot chick too.\Good thing he's stupid.\Yano might like me.\I want sweet sake.\He's gone. response:	He's gone.
context: She's holding my arm.\I guess.\He was with some hot chick too.\Good thing he's stupid.\Yano might like me.\I want sweet sake.\He's gone.\He's gone. response:	Oh shit, I might feel her boobs.
context: I guess.\He was with some hot chick too.\Good thing he's stupid.\Yano might like me.\I want sweet sake.\He's gone.\He's gone.\Oh shit, I might feel her boobs. response:	No way in hell.
context: He was with some hot chick too.\Good thing he's stupid.\Yano might like me.\I want sweet sake.\He's gone.\He's gone.\Oh shit, I might feel her boobs.\No way in hell. response:	The sparks...
context: Good thing he's stupid.\Yano might like me.\I want sweet sake.\He's gone.\He's gone.\Oh shit, I might feel her boobs.\No way in hell.\The sparks... response:	I'm pretty warm now.
context: Yano might like me.\I want sweet sake.\He's gone.\He's gone.\Oh shit, I might feel her boobs.\No way in hell.\The sparks...\I'm pretty warm now. response:	You want to go have some sweet sake and chat?
context: I want sweet sake.\He's gone.\He's gone.\Oh shit, I might feel her boobs.\No way in hell.\The sparks...\I'm pretty warm now.\You want to go have some sweet sake and chat? response:	I hate sweet sake.
context: He's gone.\He's gone.\Oh shit, I might feel her boobs.\No way in hell.\The sparks...\I'm pretty warm now.\You want to go have some sweet sake and chat?\I hate sweet sake. response:	No sweet sake.
context: He's gone.\Oh shit, I might feel her boobs.\No way in hell.\The sparks...\I'm pretty warm now.\You want to go have some sweet sake and chat?\I hate sweet sake.\No sweet sake. response:	Really?
context: Oh shit, I might feel her boobs.\No way in hell.\The sparks...\I'm pretty warm now.\You want to go have some sweet sake and chat?\I hate sweet sake.\No sweet sake.\Really? response:	Sweet sake...
context: No way in hell.\The sparks...\I'm pretty warm now.\You want to go have some sweet sake and chat?\I hate sweet sake.\No sweet sake.\Really?\Sweet sake... response:	It'll warm you up!
context: The sparks...\I'm pretty warm now.\You want to go have some sweet sake and chat?\I hate sweet sake.\No sweet sake.\Really?\Sweet sake...\It'll warm you up! response:	Would you like some?
context: I'm pretty warm now.\You want to go have some sweet sake and chat?\I hate sweet sake.\No sweet sake.\Really?\Sweet sake...\It'll warm you up!\Would you like some? response:	Sweet sake, anyone?
context: You want to go have some sweet sake and chat?\I hate sweet sake.\No sweet sake.\Really?\Sweet sake...\It'll warm you up!\Would you like some?\Sweet sake, anyone? response:	Sweet sake here...
context: I hate sweet sake.\No sweet sake.\Really?\Sweet sake...\It'll warm you up!\Would you like some?\Sweet sake, anyone?\Sweet sake here... response:	Would you like some?
context: No sweet sake.\Really?\Sweet sake...\It'll warm you up!\Would you like some?\Sweet sake, anyone?\Sweet sake here...\Would you like some? response:	It's good.
context: Really?\Sweet sake...\It'll warm you up!\Would you like some?\Sweet sake, anyone?\Sweet sake here...\Would you like some?\It's good. response:	Yes please.
context: Sweet sake...\It'll warm you up!\Would you like some?\Sweet sake, anyone?\Sweet sake here...\Would you like some?\It's good.\Yes please. response:	Two for the couple.
context: It'll warm you up!\Would you like some?\Sweet sake, anyone?\Sweet sake here...\Would you like some?\It's good.\Yes please.\Two for the couple. response:	Couple?
context: Would you like some?\Sweet sake, anyone?\Sweet sake here...\Would you like some?\It's good.\Yes please.\Two for the couple.\Couple? response:	Here.
context: Sweet sake, anyone?\Sweet sake here...\Would you like some?\It's good.\Yes please.\Two for the couple.\Couple?\Here. response:	Thanks.
context: Sweet sake here...\Would you like some?\It's good.\Yes please.\Two for the couple.\Couple?\Here.\Thanks. response:	Oh no, I'm actually happy.
context: Would you like some?\It's good.\Yes please.\Two for the couple.\Couple?\Here.\Thanks.\Oh no, I'm actually happy. response:	That's uncalled for.
context: It's good.\Yes please.\Two for the couple.\Couple?\Here.\Thanks.\Oh no, I'm actually happy.\That's uncalled for. response:	She misunderstood.
context: Yes please.\Two for the couple.\Couple?\Here.\Thanks.\Oh no, I'm actually happy.\That's uncalled for.\She misunderstood. response:	I wonder if he might be annoyed.
context: Two for the couple.\Couple?\Here.\Thanks.\Oh no, I'm actually happy.\That's uncalled for.\She misunderstood.\I wonder if he might be annoyed. response:	He probably is.
context: Couple?\Here.\Thanks.\Oh no, I'm actually happy.\That's uncalled for.\She misunderstood.\I wonder if he might be annoyed.\He probably is. response:	It's warm.
context: Here.\Thanks.\Oh no, I'm actually happy.\That's uncalled for.\She misunderstood.\I wonder if he might be annoyed.\He probably is.\It's warm. response:	Maybe I'm just thinking too much of it.
context: Thanks.\Oh no, I'm actually happy.\That's uncalled for.\She misunderstood.\I wonder if he might be annoyed.\He probably is.\It's warm.\Maybe I'm just thinking too much of it. response:	I'm so embarrassed.
context: Oh no, I'm actually happy.\That's uncalled for.\She misunderstood.\I wonder if he might be annoyed.\He probably is.\It's warm.\Maybe I'm just thinking too much of it.\I'm so embarrassed. response:	It's good.
context: That's uncalled for.\She misunderstood.\I wonder if he might be annoyed.\He probably is.\It's warm.\Maybe I'm just thinking too much of it.\I'm so embarrassed.\It's good. response:	Really?
context: She misunderstood.\I wonder if he might be annoyed.\He probably is.\It's warm.\Maybe I'm just thinking too much of it.\I'm so embarrassed.\It's good.\Really? response:	This is the first time I've ever thought sweet sake tasted good.
context: I wonder if he might be annoyed.\He probably is.\It's warm.\Maybe I'm just thinking too much of it.\I'm so embarrassed.\It's good.\Really?\This is the first time I've ever thought sweet sake tasted good. response:	You didn't like sweet sake before?
context: He probably is.\It's warm.\Maybe I'm just thinking too much of it.\I'm so embarrassed.\It's good.\Really?\This is the first time I've ever thought sweet sake tasted good.\You didn't like sweet sake before? response:	Not really.
context: It's warm.\Maybe I'm just thinking too much of it.\I'm so embarrassed.\It's good.\Really?\This is the first time I've ever thought sweet sake tasted good.\You didn't like sweet sake before?\Not really. response:	Oh really?
context: Maybe I'm just thinking too much of it.\I'm so embarrassed.\It's good.\Really?\This is the first time I've ever thought sweet sake tasted good.\You didn't like sweet sake before?\Not really.\Oh really? response:	I'm so happy.
context: I'm so embarrassed.\It's good.\Really?\This is the first time I've ever thought sweet sake tasted good.\You didn't like sweet sake before?\Not really.\Oh really?\I'm so happy. response:	I've wanted to learn new things about him.
context: It's good.\Really?\This is the first time I've ever thought sweet sake tasted good.\You didn't like sweet sake before?\Not really.\Oh really?\I'm so happy.\I've wanted to learn new things about him. response:	I got to see your first ever.”
context: Really?\This is the first time I've ever thought sweet sake tasted good.\You didn't like sweet sake before?\Not really.\Oh really?\I'm so happy.\I've wanted to learn new things about him.\I got to see your first ever.” response:	I've always wanted to.
context: This is the first time I've ever thought sweet sake tasted good.\You didn't like sweet sake before?\Not really.\Oh really?\I'm so happy.\I've wanted to learn new things about him.\I got to see your first ever.”\I've always wanted to. response:	To see something about him no one else has.
context: You didn't like sweet sake before?\Not really.\Oh really?\I'm so happy.\I've wanted to learn new things about him.\I got to see your first ever.”\I've always wanted to.\To see something about him no one else has. response:	You always have.
context: Not really.\Oh really?\I'm so happy.\I've wanted to learn new things about him.\I got to see your first ever.”\I've always wanted to.\To see something about him no one else has.\You always have. response:	This is my first time coming to the New Year's Festival with someone.
context: Oh really?\I'm so happy.\I've wanted to learn new things about him.\I got to see your first ever.”\I've always wanted to.\To see something about him no one else has.\You always have.\This is my first time coming to the New Year's Festival with someone. response:	It's also the first time I ever bought a girl's phone strap.
context: I'm so happy.\I've wanted to learn new things about him.\I got to see your first ever.”\I've always wanted to.\To see something about him no one else has.\You always have.\This is my first time coming to the New Year's Festival with someone.\It's also the first time I ever bought a girl's phone strap. response:	Oh yeah, one more thing.
context: I've wanted to learn new things about him.\I got to see your first ever.”\I've always wanted to.\To see something about him no one else has.\You always have.\This is my first time coming to the New Year's Festival with someone.\It's also the first time I ever bought a girl's phone strap.\Oh yeah, one more thing. response:	It's my first time wearing a belly warmer.
context: I got to see your first ever.”\I've always wanted to.\To see something about him no one else has.\You always have.\This is my first time coming to the New Year's Festival with someone.\It's also the first time I ever bought a girl's phone strap.\Oh yeah, one more thing.\It's my first time wearing a belly warmer. response:	I put a hand warmer in the pocket.
context: I've always wanted to.\To see something about him no one else has.\You always have.\This is my first time coming to the New Year's Festival with someone.\It's also the first time I ever bought a girl's phone strap.\Oh yeah, one more thing.\It's my first time wearing a belly warmer.\I put a hand warmer in the pocket. response:	My belly's all warm.
context: To see something about him no one else has.\You always have.\This is my first time coming to the New Year's Festival with someone.\It's also the first time I ever bought a girl's phone strap.\Oh yeah, one more thing.\It's my first time wearing a belly warmer.\I put a hand warmer in the pocket.\My belly's all warm. response:	But that's my d-dad's
context: You always have.\This is my first time coming to the New Year's Festival with someone.\It's also the first time I ever bought a girl's phone strap.\Oh yeah, one more thing.\It's my first time wearing a belly warmer.\I put a hand warmer in the pocket.\My belly's all warm.\But that's my d-dad's response:	Don't say it.
context: This is my first time coming to the New Year's Festival with someone.\It's also the first time I ever bought a girl's phone strap.\Oh yeah, one more thing.\It's my first time wearing a belly warmer.\I put a hand warmer in the pocket.\My belly's all warm.\But that's my d-dad's\Don't say it. response:	It's mine now.
context: It's also the first time I ever bought a girl's phone strap.\Oh yeah, one more thing.\It's my first time wearing a belly warmer.\I put a hand warmer in the pocket.\My belly's all warm.\But that's my d-dad's\Don't say it.\It's mine now. response:	I should have given him the cap.
context: Oh yeah, one more thing.\It's my first time wearing a belly warmer.\I put a hand warmer in the pocket.\My belly's all warm.\But that's my d-dad's\Don't say it.\It's mine now.\I should have given him the cap. response:	No, it doesn't matter.
