context: Episode 11 Piano response:	You surprised me.
context: Coach says I should.\I think I will.\Maybe\I don't really know what Yanagi's doing.\Want to come watch my lessons?\You didn't go home?\That's my line.\You were supposed to go home after a while. response:	I wonder if this'll become
context: I think I will.\Maybe\I don't really know what Yanagi's doing.\Want to come watch my lessons?\You didn't go home?\That's my line.\You were supposed to go home after a while.\I wonder if this'll become response:	my place if I stay here all night.
context: Maybe\I don't really know what Yanagi's doing.\Want to come watch my lessons?\You didn't go home?\That's my line.\You were supposed to go home after a while.\I wonder if this'll become\my place if I stay here all night. response:	Well
context: I don't really know what Yanagi's doing.\Want to come watch my lessons?\You didn't go home?\That's my line.\You were supposed to go home after a while.\I wonder if this'll become\my place if I stay here all night.\Well response:	If I had my own place...
context: Want to come watch my lessons?\You didn't go home?\That's my line.\You were supposed to go home after a while.\I wonder if this'll become\my place if I stay here all night.\Well\If I had my own place... response:	Will you not have to be with your sudden, expected loneliness?
context: You didn't go home?\That's my line.\You were supposed to go home after a while.\I wonder if this'll become\my place if I stay here all night.\Well\If I had my own place...\Will you not have to be with your sudden, expected loneliness? response:	Is it still snowing?
context: That's my line.\You were supposed to go home after a while.\I wonder if this'll become\my place if I stay here all night.\Well\If I had my own place...\Will you not have to be with your sudden, expected loneliness?\Is it still snowing? response:	No, not anymore.
context: You were supposed to go home after a while.\I wonder if this'll become\my place if I stay here all night.\Well\If I had my own place...\Will you not have to be with your sudden, expected loneliness?\Is it still snowing?\No, not anymore. response:	Morning, Kakeru.
context: I wonder if this'll become\my place if I stay here all night.\Well\If I had my own place...\Will you not have to be with your sudden, expected loneliness?\Is it still snowing?\No, not anymore.\Morning, Kakeru. response:	That call
context: my place if I stay here all night.\Well\If I had my own place...\Will you not have to be with your sudden, expected loneliness?\Is it still snowing?\No, not anymore.\Morning, Kakeru.\That call response:	Is he sleeping out again?
context: Well\If I had my own place...\Will you not have to be with your sudden, expected loneliness?\Is it still snowing?\No, not anymore.\Morning, Kakeru.\That call\Is he sleeping out again? response:	Morning.
context: If I had my own place...\Will you not have to be with your sudden, expected loneliness?\Is it still snowing?\No, not anymore.\Morning, Kakeru.\That call\Is he sleeping out again?\Morning. response:	Can Fukami-san's parents make it?
context: Will you not have to be with your sudden, expected loneliness?\Is it still snowing?\No, not anymore.\Morning, Kakeru.\That call\Is he sleeping out again?\Morning.\Can Fukami-san's parents make it? response:	Probably.
context: Is it still snowing?\No, not anymore.\Morning, Kakeru.\That call\Is he sleeping out again?\Morning.\Can Fukami-san's parents make it?\Probably. response:	Let's have them come a bit early and have a light meal with us.
context: No, not anymore.\Morning, Kakeru.\That call\Is he sleeping out again?\Morning.\Can Fukami-san's parents make it?\Probably.\Let's have them come a bit early and have a light meal with us. response:	Sure.
context: Morning, Kakeru.\That call\Is he sleeping out again?\Morning.\Can Fukami-san's parents make it?\Probably.\Let's have them come a bit early and have a light meal with us.\Sure. response:	You're going to have a real talk with Touko, aren't you?
context: That call\Is he sleeping out again?\Morning.\Can Fukami-san's parents make it?\Probably.\Let's have them come a bit early and have a light meal with us.\Sure.\You're going to have a real talk with Touko, aren't you? response:	Yeah.
context: Is he sleeping out again?\Morning.\Can Fukami-san's parents make it?\Probably.\Let's have them come a bit early and have a light meal with us.\Sure.\You're going to have a real talk with Touko, aren't you?\Yeah. response:	You still can't decide?
context: Morning.\Can Fukami-san's parents make it?\Probably.\Let's have them come a bit early and have a light meal with us.\Sure.\You're going to have a real talk with Touko, aren't you?\Yeah.\You still can't decide? response:	Just because you have Touko doesn't mean you can't escape from that.
context: Can Fukami-san's parents make it?\Probably.\Let's have them come a bit early and have a light meal with us.\Sure.\You're going to have a real talk with Touko, aren't you?\Yeah.\You still can't decide?\Just because you have Touko doesn't mean you can't escape from that. response:	Yeah,
context: Probably.\Let's have them come a bit early and have a light meal with us.\Sure.\You're going to have a real talk with Touko, aren't you?\Yeah.\You still can't decide?\Just because you have Touko doesn't mean you can't escape from that.\Yeah, response:	I know.
context: Let's have them come a bit early and have a light meal with us.\Sure.\You're going to have a real talk with Touko, aren't you?\Yeah.\You still can't decide?\Just because you have Touko doesn't mean you can't escape from that.\Yeah,\I know. response:	What?
context: Sure.\You're going to have a real talk with Touko, aren't you?\Yeah.\You still can't decide?\Just because you have Touko doesn't mean you can't escape from that.\Yeah,\I know.\What? response:	You sure have guts when it really comes down to it, Onee-chan.
context: You're going to have a real talk with Touko, aren't you?\Yeah.\You still can't decide?\Just because you have Touko doesn't mean you can't escape from that.\Yeah,\I know.\What?\You sure have guts when it really comes down to it, Onee-chan. response:	What?
context: Yeah.\You still can't decide?\Just because you have Touko doesn't mean you can't escape from that.\Yeah,\I know.\What?\You sure have guts when it really comes down to it, Onee-chan.\What? response:	That was the highest compliment of the
context: You still can't decide?\Just because you have Touko doesn't mean you can't escape from that.\Yeah,\I know.\What?\You sure have guts when it really comes down to it, Onee-chan.\What?\That was the highest compliment of the response:	Hinode-hama Middle School Girls' Swim Club.
context: Just because you have Touko doesn't mean you can't escape from that.\Yeah,\I know.\What?\You sure have guts when it really comes down to it, Onee-chan.\What?\That was the highest compliment of the\Hinode-hama Middle School Girls' Swim Club. response:	I see.
context: Yeah,\I know.\What?\You sure have guts when it really comes down to it, Onee-chan.\What?\That was the highest compliment of the\Hinode-hama Middle School Girls' Swim Club.\I see. response:	I don't have to carry it?
context: I know.\What?\You sure have guts when it really comes down to it, Onee-chan.\What?\That was the highest compliment of the\Hinode-hama Middle School Girls' Swim Club.\I see.\I don't have to carry it? response:	This isn't a service. It's just to be safe.
context: What?\You sure have guts when it really comes down to it, Onee-chan.\What?\That was the highest compliment of the\Hinode-hama Middle School Girls' Swim Club.\I see.\I don't have to carry it?\This isn't a service. It's just to be safe. response:	You don't trust me?
context: You sure have guts when it really comes down to it, Onee-chan.\What?\That was the highest compliment of the\Hinode-hama Middle School Girls' Swim Club.\I see.\I don't have to carry it?\This isn't a service. It's just to be safe.\You don't trust me? response:	Honestly, I'm worried,
context: What?\That was the highest compliment of the\Hinode-hama Middle School Girls' Swim Club.\I see.\I don't have to carry it?\This isn't a service. It's just to be safe.\You don't trust me?\Honestly, I'm worried, response:	but I'm not going to let you force yourself.
context: That was the highest compliment of the\Hinode-hama Middle School Girls' Swim Club.\I see.\I don't have to carry it?\This isn't a service. It's just to be safe.\You don't trust me?\Honestly, I'm worried,\but I'm not going to let you force yourself. response:	What?
context: Hinode-hama Middle School Girls' Swim Club.\I see.\I don't have to carry it?\This isn't a service. It's just to be safe.\You don't trust me?\Honestly, I'm worried,\but I'm not going to let you force yourself.\What? response:	I'm here for you.
context: I see.\I don't have to carry it?\This isn't a service. It's just to be safe.\You don't trust me?\Honestly, I'm worried,\but I'm not going to let you force yourself.\What?\I'm here for you. response:	Yeah.
context: I don't have to carry it?\This isn't a service. It's just to be safe.\You don't trust me?\Honestly, I'm worried,\but I'm not going to let you force yourself.\What?\I'm here for you.\Yeah. response:	Morning.
context: This isn't a service. It's just to be safe.\You don't trust me?\Honestly, I'm worried,\but I'm not going to let you force yourself.\What?\I'm here for you.\Yeah.\Morning. response:	Morning.
context: You don't trust me?\Honestly, I'm worried,\but I'm not going to let you force yourself.\What?\I'm here for you.\Yeah.\Morning.\Morning. response:	Yeah.
context: Honestly, I'm worried,\but I'm not going to let you force yourself.\What?\I'm here for you.\Yeah.\Morning.\Morning.\Yeah. response:	Morning.
context: but I'm not going to let you force yourself.\What?\I'm here for you.\Yeah.\Morning.\Morning.\Yeah.\Morning. response:	I don't want breakfast.
context: What?\I'm here for you.\Yeah.\Morning.\Morning.\Yeah.\Morning.\I don't want breakfast. response:	That's pretty unusual, Hina.
context: I'm here for you.\Yeah.\Morning.\Morning.\Yeah.\Morning.\I don't want breakfast.\That's pretty unusual, Hina. response:	Stuff happened yesterday. I ate too much.
context: Yeah.\Morning.\Morning.\Yeah.\Morning.\I don't want breakfast.\That's pretty unusual, Hina.\Stuff happened yesterday. I ate too much. response:	Stuff? What?
context: Morning.\Morning.\Yeah.\Morning.\I don't want breakfast.\That's pretty unusual, Hina.\Stuff happened yesterday. I ate too much.\Stuff? What? response:	I'll have lots.
context: Morning.\Yeah.\Morning.\I don't want breakfast.\That's pretty unusual, Hina.\Stuff happened yesterday. I ate too much.\Stuff? What?\I'll have lots. response:	I'm so hungry.
context: Yeah.\Morning.\I don't want breakfast.\That's pretty unusual, Hina.\Stuff happened yesterday. I ate too much.\Stuff? What?\I'll have lots.\I'm so hungry. response:	It looks so good!
context: Morning.\I don't want breakfast.\That's pretty unusual, Hina.\Stuff happened yesterday. I ate too much.\Stuff? What?\I'll have lots.\I'm so hungry.\It looks so good! response:	Mom, Hina-chan says she's not hungry, so I'll have hers.
context: I don't want breakfast.\That's pretty unusual, Hina.\Stuff happened yesterday. I ate too much.\Stuff? What?\I'll have lots.\I'm so hungry.\It looks so good!\Mom, Hina-chan says she's not hungry, so I'll have hers. response:	Use that root.
context: That's pretty unusual, Hina.\Stuff happened yesterday. I ate too much.\Stuff? What?\I'll have lots.\I'm so hungry.\It looks so good!\Mom, Hina-chan says she's not hungry, so I'll have hers.\Use that root. response:	Hinode Dance School
