context: Ye Hua! response:	You plotted to kill my son.
context: - Ye Hua, wake up! Wake up! - Ye Hua?\What's wrong, Ye Hua?\Ye Hua!\Ye Hua, wait for me!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! Ye Hua! response:	Ye Hua!
context: What's wrong, Ye Hua?\Ye Hua!\Ye Hua, wait for me!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! Ye Hua!\Ye Hua! response:	Ye Hua!
context: Ye Hua!\Ye Hua, wait for me!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua!
context: Ye Hua, wait for me!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua!
context: Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua!
context: Ye Hua!\Ye Hua!\Ye Hua! Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua!
context: Ye Hua!\Ye Hua! Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua!
context: Ye Hua! Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua!
context: Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua!
context: Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua!
context: Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua!
context: Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! response:	Ye Hua! Ye Hua!
context: Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! Ye Hua! response:	Who are you?
context: Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! Ye Hua!\Who are you? response:	Where is Ye Hua?
context: Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! Ye Hua!\Who are you?\Where is Ye Hua? response:	Where is Ye Hua?
context: Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! Ye Hua!\Who are you?\Where is Ye Hua?\Where is Ye Hua? response:	Why would you know the crown prince?
context: Ye Hua!\Ye Hua!\Ye Hua!\Ye Hua! Ye Hua!\Who are you?\Where is Ye Hua?\Where is Ye Hua?\Why would you know the crown prince? response:	Speak!
context: Ye Hua!\Ye Hua!\Ye Hua! Ye Hua!\Who are you?\Where is Ye Hua?\Where is Ye Hua?\Why would you know the crown prince?\Speak! response:	I don't know any crown prince.
context: Ye Hua!\Ye Hua! Ye Hua!\Who are you?\Where is Ye Hua?\Where is Ye Hua?\Why would you know the crown prince?\Speak!\I don't know any crown prince. response:	I just want to find Ye Hua.
context: Ye Hua! Ye Hua!\Who are you?\Where is Ye Hua?\Where is Ye Hua?\Why would you know the crown prince?\Speak!\I don't know any crown prince.\I just want to find Ye Hua. response:	Where is Ye Hua?
context: Who are you?\Where is Ye Hua?\Where is Ye Hua?\Why would you know the crown prince?\Speak!\I don't know any crown prince.\I just want to find Ye Hua.\Where is Ye Hua? response:	Impudence.
context: Where is Ye Hua?\Where is Ye Hua?\Why would you know the crown prince?\Speak!\I don't know any crown prince.\I just want to find Ye Hua.\Where is Ye Hua?\Impudence. response:	Who are you to speak the crown prince's given name?
context: Where is Ye Hua?\Why would you know the crown prince?\Speak!\I don't know any crown prince.\I just want to find Ye Hua.\Where is Ye Hua?\Impudence.\Who are you to speak the crown prince's given name? response:	Please calm your anger, Father.
context: Why would you know the crown prince?\Speak!\I don't know any crown prince.\I just want to find Ye Hua.\Where is Ye Hua?\Impudence.\Who are you to speak the crown prince's given name?\Please calm your anger, Father. response:	Please calm down, Heavenly Lord.
context: Speak!\I don't know any crown prince.\I just want to find Ye Hua.\Where is Ye Hua?\Impudence.\Who are you to speak the crown prince's given name?\Please calm your anger, Father.\Please calm down, Heavenly Lord. response:	Stop right there.
context: I don't know any crown prince.\I just want to find Ye Hua.\Where is Ye Hua?\Impudence.\Who are you to speak the crown prince's given name?\Please calm your anger, Father.\Please calm down, Heavenly Lord.\Stop right there. response:	I did not tell you to rise. You dare to rise?
context: I just want to find Ye Hua.\Where is Ye Hua?\Impudence.\Who are you to speak the crown prince's given name?\Please calm your anger, Father.\Please calm down, Heavenly Lord.\Stop right there.\I did not tell you to rise. You dare to rise? response:	Do you know what this place is?
context: Where is Ye Hua?\Impudence.\Who are you to speak the crown prince's given name?\Please calm your anger, Father.\Please calm down, Heavenly Lord.\Stop right there.\I did not tell you to rise. You dare to rise?\Do you know what this place is? response:	This is the Celestial Palace.
context: Impudence.\Who are you to speak the crown prince's given name?\Please calm your anger, Father.\Please calm down, Heavenly Lord.\Stop right there.\I did not tell you to rise. You dare to rise?\Do you know what this place is?\This is the Celestial Palace. response:	Celestial Palace?
context: Who are you to speak the crown prince's given name?\Please calm your anger, Father.\Please calm down, Heavenly Lord.\Stop right there.\I did not tell you to rise. You dare to rise?\Do you know what this place is?\This is the Celestial Palace.\Celestial Palace? response:	Who are you?
context: Please calm your anger, Father.\Please calm down, Heavenly Lord.\Stop right there.\I did not tell you to rise. You dare to rise?\Do you know what this place is?\This is the Celestial Palace.\Celestial Palace?\Who are you? response:	How dare you act atrociously in the Celestial Palace?
context: Please calm down, Heavenly Lord.\Stop right there.\I did not tell you to rise. You dare to rise?\Do you know what this place is?\This is the Celestial Palace.\Celestial Palace?\Who are you?\How dare you act atrociously in the Celestial Palace? response:	Nobody can save you.
context: Stop right there.\I did not tell you to rise. You dare to rise?\Do you know what this place is?\This is the Celestial Palace.\Celestial Palace?\Who are you?\How dare you act atrociously in the Celestial Palace?\Nobody can save you. response:	Even if it is Ye Hua, he wouldn't have the courage to save you.
context: I did not tell you to rise. You dare to rise?\Do you know what this place is?\This is the Celestial Palace.\Celestial Palace?\Who are you?\How dare you act atrociously in the Celestial Palace?\Nobody can save you.\Even if it is Ye Hua, he wouldn't have the courage to save you. response:	- Guards. - Present.
context: Do you know what this place is?\This is the Celestial Palace.\Celestial Palace?\Who are you?\How dare you act atrociously in the Celestial Palace?\Nobody can save you.\Even if it is Ye Hua, he wouldn't have the courage to save you.\- Guards. - Present. response:	Throw this mortal into the Evil Sealing Pagoda.
context: This is the Celestial Palace.\Celestial Palace?\Who are you?\How dare you act atrociously in the Celestial Palace?\Nobody can save you.\Even if it is Ye Hua, he wouldn't have the courage to save you.\- Guards. - Present.\Throw this mortal into the Evil Sealing Pagoda. response:	- Yes. - Yes.
context: Celestial Palace?\Who are you?\How dare you act atrociously in the Celestial Palace?\Nobody can save you.\Even if it is Ye Hua, he wouldn't have the courage to save you.\- Guards. - Present.\Throw this mortal into the Evil Sealing Pagoda.\- Yes. - Yes. response:	Please save me. Please save me!
context: Who are you?\How dare you act atrociously in the Celestial Palace?\Nobody can save you.\Even if it is Ye Hua, he wouldn't have the courage to save you.\- Guards. - Present.\Throw this mortal into the Evil Sealing Pagoda.\- Yes. - Yes.\Please save me. Please save me! response:	You... You are Ye Hua's woman?
context: How dare you act atrociously in the Celestial Palace?\Nobody can save you.\Even if it is Ye Hua, he wouldn't have the courage to save you.\- Guards. - Present.\Throw this mortal into the Evil Sealing Pagoda.\- Yes. - Yes.\Please save me. Please save me!\You... You are Ye Hua's woman? response:	Ye Hua and I bowed to heaven and earth.
context: Nobody can save you.\Even if it is Ye Hua, he wouldn't have the courage to save you.\- Guards. - Present.\Throw this mortal into the Evil Sealing Pagoda.\- Yes. - Yes.\Please save me. Please save me!\You... You are Ye Hua's woman?\Ye Hua and I bowed to heaven and earth. response:	I am carrying his child in my womb.
context: Even if it is Ye Hua, he wouldn't have the courage to save you.\- Guards. - Present.\Throw this mortal into the Evil Sealing Pagoda.\- Yes. - Yes.\Please save me. Please save me!\You... You are Ye Hua's woman?\Ye Hua and I bowed to heaven and earth.\I am carrying his child in my womb. response:	Can you bring me to see him?
context: - Guards. - Present.\Throw this mortal into the Evil Sealing Pagoda.\- Yes. - Yes.\Please save me. Please save me!\You... You are Ye Hua's woman?\Ye Hua and I bowed to heaven and earth.\I am carrying his child in my womb.\Can you bring me to see him? response:	Bring me to him, please?
context: Throw this mortal into the Evil Sealing Pagoda.\- Yes. - Yes.\Please save me. Please save me!\You... You are Ye Hua's woman?\Ye Hua and I bowed to heaven and earth.\I am carrying his child in my womb.\Can you bring me to see him?\Bring me to him, please? response:	What did you say?
context: - Yes. - Yes.\Please save me. Please save me!\You... You are Ye Hua's woman?\Ye Hua and I bowed to heaven and earth.\I am carrying his child in my womb.\Can you bring me to see him?\Bring me to him, please?\What did you say? response:	Stand up.
context: Please save me. Please save me!\You... You are Ye Hua's woman?\Ye Hua and I bowed to heaven and earth.\I am carrying his child in my womb.\Can you bring me to see him?\Bring me to him, please?\What did you say?\Stand up. response:	Come with me.
context: You... You are Ye Hua's woman?\Ye Hua and I bowed to heaven and earth.\I am carrying his child in my womb.\Can you bring me to see him?\Bring me to him, please?\What did you say?\Stand up.\Come with me. response:	Kneel.
context: Ye Hua and I bowed to heaven and earth.\I am carrying his child in my womb.\Can you bring me to see him?\Bring me to him, please?\What did you say?\Stand up.\Come with me.\Kneel. response:	Your Highness.
context: I am carrying his child in my womb.\Can you bring me to see him?\Bring me to him, please?\What did you say?\Stand up.\Come with me.\Kneel.\Your Highness. response:	She really is carrying Ye Hua's child in her womb.
context: Can you bring me to see him?\Bring me to him, please?\What did you say?\Stand up.\Come with me.\Kneel.\Your Highness.\She really is carrying Ye Hua's child in her womb. response:	Are you certain? Could there be a mistake?
context: Bring me to him, please?\What did you say?\Stand up.\Come with me.\Kneel.\Your Highness.\She really is carrying Ye Hua's child in her womb.\Are you certain? Could there be a mistake? response:	Your Highness, you know very well
context: What did you say?\Stand up.\Come with me.\Kneel.\Your Highness.\She really is carrying Ye Hua's child in her womb.\Are you certain? Could there be a mistake?\Your Highness, you know very well response:	in the Celestial Palace, aside from Medicine King
context: Stand up.\Come with me.\Kneel.\Your Highness.\She really is carrying Ye Hua's child in her womb.\Are you certain? Could there be a mistake?\Your Highness, you know very well\in the Celestial Palace, aside from Medicine King response:	I am the only one who can read a pulse most accurately.
context: Come with me.\Kneel.\Your Highness.\She really is carrying Ye Hua's child in her womb.\Are you certain? Could there be a mistake?\Your Highness, you know very well\in the Celestial Palace, aside from Medicine King\I am the only one who can read a pulse most accurately. response:	Father.
context: Kneel.\Your Highness.\She really is carrying Ye Hua's child in her womb.\Are you certain? Could there be a mistake?\Your Highness, you know very well\in the Celestial Palace, aside from Medicine King\I am the only one who can read a pulse most accurately.\Father. response:	She really is carrying Ye Hua's child.
context: Your Highness.\She really is carrying Ye Hua's child in her womb.\Are you certain? Could there be a mistake?\Your Highness, you know very well\in the Celestial Palace, aside from Medicine King\I am the only one who can read a pulse most accurately.\Father.\She really is carrying Ye Hua's child. response:	It is still not known whether Ye Hua is dead or alive.
context: She really is carrying Ye Hua's child in her womb.\Are you certain? Could there be a mistake?\Your Highness, you know very well\in the Celestial Palace, aside from Medicine King\I am the only one who can read a pulse most accurately.\Father.\She really is carrying Ye Hua's child.\It is still not known whether Ye Hua is dead or alive. response:	Please save his only child.
context: Are you certain? Could there be a mistake?\Your Highness, you know very well\in the Celestial Palace, aside from Medicine King\I am the only one who can read a pulse most accurately.\Father.\She really is carrying Ye Hua's child.\It is still not known whether Ye Hua is dead or alive.\Please save his only child. response:	Le Xu.
context: Your Highness, you know very well\in the Celestial Palace, aside from Medicine King\I am the only one who can read a pulse most accurately.\Father.\She really is carrying Ye Hua's child.\It is still not known whether Ye Hua is dead or alive.\Please save his only child.\Le Xu. response:	She and Ye Hua have violated heaven's law.
context: in the Celestial Palace, aside from Medicine King\I am the only one who can read a pulse most accurately.\Father.\She really is carrying Ye Hua's child.\It is still not known whether Ye Hua is dead or alive.\Please save his only child.\Le Xu.\She and Ye Hua have violated heaven's law. response:	You want me to spare her.
context: I am the only one who can read a pulse most accurately.\Father.\She really is carrying Ye Hua's child.\It is still not known whether Ye Hua is dead or alive.\Please save his only child.\Le Xu.\She and Ye Hua have violated heaven's law.\You want me to spare her. response:	Wouldn't that be telling me to bend the law?
context: Father.\She really is carrying Ye Hua's child.\It is still not known whether Ye Hua is dead or alive.\Please save his only child.\Le Xu.\She and Ye Hua have violated heaven's law.\You want me to spare her.\Wouldn't that be telling me to bend the law? response:	She truly is carrying Ye Hua's child.
context: She really is carrying Ye Hua's child.\It is still not known whether Ye Hua is dead or alive.\Please save his only child.\Le Xu.\She and Ye Hua have violated heaven's law.\You want me to spare her.\Wouldn't that be telling me to bend the law?\She truly is carrying Ye Hua's child. response:	Or, why don't you punish her after she gives birth to the child?
context: It is still not known whether Ye Hua is dead or alive.\Please save his only child.\Le Xu.\She and Ye Hua have violated heaven's law.\You want me to spare her.\Wouldn't that be telling me to bend the law?\She truly is carrying Ye Hua's child.\Or, why don't you punish her after she gives birth to the child? response:	Or, I am willing to carry the punishment in her place.
context: Please save his only child.\Le Xu.\She and Ye Hua have violated heaven's law.\You want me to spare her.\Wouldn't that be telling me to bend the law?\She truly is carrying Ye Hua's child.\Or, why don't you punish her after she gives birth to the child?\Or, I am willing to carry the punishment in her place. response:	Father.
context: Le Xu.\She and Ye Hua have violated heaven's law.\You want me to spare her.\Wouldn't that be telling me to bend the law?\She truly is carrying Ye Hua's child.\Or, why don't you punish her after she gives birth to the child?\Or, I am willing to carry the punishment in her place.\Father. response:	I did not teach my son well.
context: She and Ye Hua have violated heaven's law.\You want me to spare her.\Wouldn't that be telling me to bend the law?\She truly is carrying Ye Hua's child.\Or, why don't you punish her after she gives birth to the child?\Or, I am willing to carry the punishment in her place.\Father.\I did not teach my son well. response:	I am willing to suffer the punishment for this mortal.
context: You want me to spare her.\Wouldn't that be telling me to bend the law?\She truly is carrying Ye Hua's child.\Or, why don't you punish her after she gives birth to the child?\Or, I am willing to carry the punishment in her place.\Father.\I did not teach my son well.\I am willing to suffer the punishment for this mortal. response:	Please save Ye Hua's child.
context: Wouldn't that be telling me to bend the law?\She truly is carrying Ye Hua's child.\Or, why don't you punish her after she gives birth to the child?\Or, I am willing to carry the punishment in her place.\Father.\I did not teach my son well.\I am willing to suffer the punishment for this mortal.\Please save Ye Hua's child. response:	Take this mortal to the unoccupied Zhaohua Palace
context: She truly is carrying Ye Hua's child.\Or, why don't you punish her after she gives birth to the child?\Or, I am willing to carry the punishment in her place.\Father.\I did not teach my son well.\I am willing to suffer the punishment for this mortal.\Please save Ye Hua's child.\Take this mortal to the unoccupied Zhaohua Palace response:	and place a strict watch on her.
context: Or, why don't you punish her after she gives birth to the child?\Or, I am willing to carry the punishment in her place.\Father.\I did not teach my son well.\I am willing to suffer the punishment for this mortal.\Please save Ye Hua's child.\Take this mortal to the unoccupied Zhaohua Palace\and place a strict watch on her. response:	Thank you, Father.
context: Or, I am willing to carry the punishment in her place.\Father.\I did not teach my son well.\I am willing to suffer the punishment for this mortal.\Please save Ye Hua's child.\Take this mortal to the unoccupied Zhaohua Palace\and place a strict watch on her.\Thank you, Father. response:	Thank you, Father.
context: Father.\I did not teach my son well.\I am willing to suffer the punishment for this mortal.\Please save Ye Hua's child.\Take this mortal to the unoccupied Zhaohua Palace\and place a strict watch on her.\Thank you, Father.\Thank you, Father. response:	Ye Hua! Ye Hua!
context: I did not teach my son well.\I am willing to suffer the punishment for this mortal.\Please save Ye Hua's child.\Take this mortal to the unoccupied Zhaohua Palace\and place a strict watch on her.\Thank you, Father.\Thank you, Father.\Ye Hua! Ye Hua! response:	Ye Hua!
context: I am willing to suffer the punishment for this mortal.\Please save Ye Hua's child.\Take this mortal to the unoccupied Zhaohua Palace\and place a strict watch on her.\Thank you, Father.\Thank you, Father.\Ye Hua! Ye Hua!\Ye Hua! response:	Ye Hua!
context: Please save Ye Hua's child.\Take this mortal to the unoccupied Zhaohua Palace\and place a strict watch on her.\Thank you, Father.\Thank you, Father.\Ye Hua! Ye Hua!\Ye Hua!\Ye Hua! response:	Let me out!
context: Take this mortal to the unoccupied Zhaohua Palace\and place a strict watch on her.\Thank you, Father.\Thank you, Father.\Ye Hua! Ye Hua!\Ye Hua!\Ye Hua!\Let me out! response:	Let me out!
context: and place a strict watch on her.\Thank you, Father.\Thank you, Father.\Ye Hua! Ye Hua!\Ye Hua!\Ye Hua!\Let me out!\Let me out! response:	I want to be with Ye Hua!
context: Thank you, Father.\Thank you, Father.\Ye Hua! Ye Hua!\Ye Hua!\Ye Hua!\Let me out!\Let me out!\I want to be with Ye Hua! response:	I want to be with him!
context: Thank you, Father.\Ye Hua! Ye Hua!\Ye Hua!\Ye Hua!\Let me out!\Let me out!\I want to be with Ye Hua!\I want to be with him! response:	Let me out!
context: Ye Hua! Ye Hua!\Ye Hua!\Ye Hua!\Let me out!\Let me out!\I want to be with Ye Hua!\I want to be with him!\Let me out! response:	Ye Hua! Don't die!
context: Ye Hua!\Ye Hua!\Let me out!\Let me out!\I want to be with Ye Hua!\I want to be with him!\Let me out!\Ye Hua! Don't die! response:	Ye Hua.
context: Ye Hua!\Let me out!\Let me out!\I want to be with Ye Hua!\I want to be with him!\Let me out!\Ye Hua! Don't die!\Ye Hua. response:	Ye Hua.
context: Let me out!\Let me out!\I want to be with Ye Hua!\I want to be with him!\Let me out!\Ye Hua! Don't die!\Ye Hua.\Ye Hua. response:	Ye Hua.
context: Let me out!\I want to be with Ye Hua!\I want to be with him!\Let me out!\Ye Hua! Don't die!\Ye Hua.\Ye Hua.\Ye Hua. response:	Ye Hua!
context: I want to be with Ye Hua!\I want to be with him!\Let me out!\Ye Hua! Don't die!\Ye Hua.\Ye Hua.\Ye Hua.\Ye Hua! response:	Medicine King, come quick. Crown Prince is waking.
context: I want to be with him!\Let me out!\Ye Hua! Don't die!\Ye Hua.\Ye Hua.\Ye Hua.\Ye Hua!\Medicine King, come quick. Crown Prince is waking. response:	His Highness has survived this trial.
context: Let me out!\Ye Hua! Don't die!\Ye Hua.\Ye Hua.\Ye Hua.\Ye Hua!\Medicine King, come quick. Crown Prince is waking.\His Highness has survived this trial. response:	Medicine King, step out first.
context: Ye Hua! Don't die!\Ye Hua.\Ye Hua.\Ye Hua.\Ye Hua!\Medicine King, come quick. Crown Prince is waking.\His Highness has survived this trial.\Medicine King, step out first. response:	I have to speak with Crown Prince.
context: Ye Hua.\Ye Hua.\Ye Hua.\Ye Hua!\Medicine King, come quick. Crown Prince is waking.\His Highness has survived this trial.\Medicine King, step out first.\I have to speak with Crown Prince. response:	- This... - Go out.
context: Ye Hua.\Ye Hua.\Ye Hua!\Medicine King, come quick. Crown Prince is waking.\His Highness has survived this trial.\Medicine King, step out first.\I have to speak with Crown Prince.\- This... - Go out. response:	Yes.
context: Ye Hua.\Ye Hua!\Medicine King, come quick. Crown Prince is waking.\His Highness has survived this trial.\Medicine King, step out first.\I have to speak with Crown Prince.\- This... - Go out.\Yes. response:	Third Uncle.
context: Ye Hua!\Medicine King, come quick. Crown Prince is waking.\His Highness has survived this trial.\Medicine King, step out first.\I have to speak with Crown Prince.\- This... - Go out.\Yes.\Third Uncle. response:	What went wrong?
context: Medicine King, come quick. Crown Prince is waking.\His Highness has survived this trial.\Medicine King, step out first.\I have to speak with Crown Prince.\- This... - Go out.\Yes.\Third Uncle.\What went wrong? response:	What about Su Su?
context: His Highness has survived this trial.\Medicine King, step out first.\I have to speak with Crown Prince.\- This... - Go out.\Yes.\Third Uncle.\What went wrong?\What about Su Su? response:	Ye Hua, listen to me.
context: Medicine King, step out first.\I have to speak with Crown Prince.\- This... - Go out.\Yes.\Third Uncle.\What went wrong?\What about Su Su?\Ye Hua, listen to me. response:	Three days ago, after you were slashed by the Mermaid Clan's Soul Slayer
context: I have to speak with Crown Prince.\- This... - Go out.\Yes.\Third Uncle.\What went wrong?\What about Su Su?\Ye Hua, listen to me.\Three days ago, after you were slashed by the Mermaid Clan's Soul Slayer response:	your wife in the mortal realm dashed through your barrier.
context: - This... - Go out.\Yes.\Third Uncle.\What went wrong?\What about Su Su?\Ye Hua, listen to me.\Three days ago, after you were slashed by the Mermaid Clan's Soul Slayer\your wife in the mortal realm dashed through your barrier. response:	What did you say?
context: Yes.\Third Uncle.\What went wrong?\What about Su Su?\Ye Hua, listen to me.\Three days ago, after you were slashed by the Mermaid Clan's Soul Slayer\your wife in the mortal realm dashed through your barrier.\What did you say? response:	Why?
context: Third Uncle.\What went wrong?\What about Su Su?\Ye Hua, listen to me.\Three days ago, after you were slashed by the Mermaid Clan's Soul Slayer\your wife in the mortal realm dashed through your barrier.\What did you say?\Why? response:	She rushed through your barrier and was found by Father.
context: What went wrong?\What about Su Su?\Ye Hua, listen to me.\Three days ago, after you were slashed by the Mermaid Clan's Soul Slayer\your wife in the mortal realm dashed through your barrier.\What did you say?\Why?\She rushed through your barrier and was found by Father. response:	Heavenly Lord... Heavenly Lord.
context: What about Su Su?\Ye Hua, listen to me.\Three days ago, after you were slashed by the Mermaid Clan's Soul Slayer\your wife in the mortal realm dashed through your barrier.\What did you say?\Why?\She rushed through your barrier and was found by Father.\Heavenly Lord... Heavenly Lord. response:	Ye Hua!
context: Ye Hua, listen to me.\Three days ago, after you were slashed by the Mermaid Clan's Soul Slayer\your wife in the mortal realm dashed through your barrier.\What did you say?\Why?\She rushed through your barrier and was found by Father.\Heavenly Lord... Heavenly Lord.\Ye Hua! response:	- Let go. - Listen to me!
context: Three days ago, after you were slashed by the Mermaid Clan's Soul Slayer\your wife in the mortal realm dashed through your barrier.\What did you say?\Why?\She rushed through your barrier and was found by Father.\Heavenly Lord... Heavenly Lord.\Ye Hua!\- Let go. - Listen to me! response:	If you want to save her, then you better stay alive.
context: your wife in the mortal realm dashed through your barrier.\What did you say?\Why?\She rushed through your barrier and was found by Father.\Heavenly Lord... Heavenly Lord.\Ye Hua!\- Let go. - Listen to me!\If you want to save her, then you better stay alive. response:	If you lose your life, death will come to her shortly after!
context: What did you say?\Why?\She rushed through your barrier and was found by Father.\Heavenly Lord... Heavenly Lord.\Ye Hua!\- Let go. - Listen to me!\If you want to save her, then you better stay alive.\If you lose your life, death will come to her shortly after! response:	She is still alive?
context: Why?\She rushed through your barrier and was found by Father.\Heavenly Lord... Heavenly Lord.\Ye Hua!\- Let go. - Listen to me!\If you want to save her, then you better stay alive.\If you lose your life, death will come to her shortly after!\She is still alive? response:	She is alive, she is still alive.
context: She rushed through your barrier and was found by Father.\Heavenly Lord... Heavenly Lord.\Ye Hua!\- Let go. - Listen to me!\If you want to save her, then you better stay alive.\If you lose your life, death will come to her shortly after!\She is still alive?\She is alive, she is still alive. response:	She is carrying your child.
context: Heavenly Lord... Heavenly Lord.\Ye Hua!\- Let go. - Listen to me!\If you want to save her, then you better stay alive.\If you lose your life, death will come to her shortly after!\She is still alive?\She is alive, she is still alive.\She is carrying your child. response:	You don't have to worry about her safety.
context: Ye Hua!\- Let go. - Listen to me!\If you want to save her, then you better stay alive.\If you lose your life, death will come to her shortly after!\She is still alive?\She is alive, she is still alive.\She is carrying your child.\You don't have to worry about her safety. response:	The Mermaid Clan has been entirely annihilated.
