context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: What?\He's fast!\That's... the traitor, Fanzell Kruger!\He was a military commander and an instructor for our army.\And he had the nerve to defect!\If we kill him, we'll get a huge reward!\Don't hold back! Kill him!\As I thought, they're not moving. response:	It must be hard to attack in a place where your allies are concentrated.
context: He's fast!\That's... the traitor, Fanzell Kruger!\He was a military commander and an instructor for our army.\And he had the nerve to defect!\If we kill him, we'll get a huge reward!\Don't hold back! Kill him!\As I thought, they're not moving.\It must be hard to attack in a place where your allies are concentrated. response:	Particularly for warriors with powerful magic like you two.
context: That's... the traitor, Fanzell Kruger!\He was a military commander and an instructor for our army.\And he had the nerve to defect!\If we kill him, we'll get a huge reward!\Don't hold back! Kill him!\As I thought, they're not moving.\It must be hard to attack in a place where your allies are concentrated.\Particularly for warriors with powerful magic like you two. response:	But there are limits to how much I can do by myself.
context: He was a military commander and an instructor for our army.\And he had the nerve to defect!\If we kill him, we'll get a huge reward!\Don't hold back! Kill him!\As I thought, they're not moving.\It must be hard to attack in a place where your allies are concentrated.\Particularly for warriors with powerful magic like you two.\But there are limits to how much I can do by myself. response:	I'm counting on you two, my little honey and my cute little student.
context: And he had the nerve to defect!\If we kill him, we'll get a huge reward!\Don't hold back! Kill him!\As I thought, they're not moving.\It must be hard to attack in a place where your allies are concentrated.\Particularly for warriors with powerful magic like you two.\But there are limits to how much I can do by myself.\I'm counting on you two, my little honey and my cute little student. response:	I wonder if Master actually put some clothes on.
context: If we kill him, we'll get a huge reward!\Don't hold back! Kill him!\As I thought, they're not moving.\It must be hard to attack in a place where your allies are concentrated.\Particularly for warriors with powerful magic like you two.\But there are limits to how much I can do by myself.\I'm counting on you two, my little honey and my cute little student.\I wonder if Master actually put some clothes on. response:	Yup. I think I might actually be a genius.
context: Don't hold back! Kill him!\As I thought, they're not moving.\It must be hard to attack in a place where your allies are concentrated.\Particularly for warriors with powerful magic like you two.\But there are limits to how much I can do by myself.\I'm counting on you two, my little honey and my cute little student.\I wonder if Master actually put some clothes on.\Yup. I think I might actually be a genius. response:	Keep calm! Get into Formation Six!
context: As I thought, they're not moving.\It must be hard to attack in a place where your allies are concentrated.\Particularly for warriors with powerful magic like you two.\But there are limits to how much I can do by myself.\I'm counting on you two, my little honey and my cute little student.\I wonder if Master actually put some clothes on.\Yup. I think I might actually be a genius.\Keep calm! Get into Formation Six! response:	Former commander or not,
context: It must be hard to attack in a place where your allies are concentrated.\Particularly for warriors with powerful magic like you two.\But there are limits to how much I can do by myself.\I'm counting on you two, my little honey and my cute little student.\I wonder if Master actually put some clothes on.\Yup. I think I might actually be a genius.\Keep calm! Get into Formation Six!\Former commander or not, response:	if we keep formation and continue attacking from a distance,
context: Particularly for warriors with powerful magic like you two.\But there are limits to how much I can do by myself.\I'm counting on you two, my little honey and my cute little student.\I wonder if Master actually put some clothes on.\Yup. I think I might actually be a genius.\Keep calm! Get into Formation Six!\Former commander or not,\if we keep formation and continue attacking from a distance, response:	we'll eventually beat him.
context: But there are limits to how much I can do by myself.\I'm counting on you two, my little honey and my cute little student.\I wonder if Master actually put some clothes on.\Yup. I think I might actually be a genius.\Keep calm! Get into Formation Six!\Former commander or not,\if we keep formation and continue attacking from a distance,\we'll eventually beat him. response:	He's only one guy!
context: I'm counting on you two, my little honey and my cute little student.\I wonder if Master actually put some clothes on.\Yup. I think I might actually be a genius.\Keep calm! Get into Formation Six!\Former commander or not,\if we keep formation and continue attacking from a distance,\we'll eventually beat him.\He's only one guy! response:	What?!
context: I wonder if Master actually put some clothes on.\Yup. I think I might actually be a genius.\Keep calm! Get into Formation Six!\Former commander or not,\if we keep formation and continue attacking from a distance,\we'll eventually beat him.\He's only one guy!\What?! response:	Of course he's not alone.
context: Yup. I think I might actually be a genius.\Keep calm! Get into Formation Six!\Former commander or not,\if we keep formation and continue attacking from a distance,\we'll eventually beat him.\He's only one guy!\What?!\Of course he's not alone. response:	To make a surprise attack, you must have three times the enemy's strength.
context: Keep calm! Get into Formation Six!\Former commander or not,\if we keep formation and continue attacking from a distance,\we'll eventually beat him.\He's only one guy!\What?!\Of course he's not alone.\To make a surprise attack, you must have three times the enemy's strength. response:	That's what my master taught me.
context: Former commander or not,\if we keep formation and continue attacking from a distance,\we'll eventually beat him.\He's only one guy!\What?!\Of course he's not alone.\To make a surprise attack, you must have three times the enemy's strength.\That's what my master taught me. response:	Reinforcements!
context: if we keep formation and continue attacking from a distance,\we'll eventually beat him.\He's only one guy!\What?!\Of course he's not alone.\To make a surprise attack, you must have three times the enemy's strength.\That's what my master taught me.\Reinforcements! response:	Don't underestimate our strength!
context: we'll eventually beat him.\He's only one guy!\What?!\Of course he's not alone.\To make a surprise attack, you must have three times the enemy's strength.\That's what my master taught me.\Reinforcements!\Don't underestimate our strength! response:	Team Two!
context: He's only one guy!\What?!\Of course he's not alone.\To make a surprise attack, you must have three times the enemy's strength.\That's what my master taught me.\Reinforcements!\Don't underestimate our strength!\Team Two! response:	They're... trying to drive us into the forest!
context: What?!\Of course he's not alone.\To make a surprise attack, you must have three times the enemy's strength.\That's what my master taught me.\Reinforcements!\Don't underestimate our strength!\Team Two!\They're... trying to drive us into the forest! response:	This isn't good!
context: Of course he's not alone.\To make a surprise attack, you must have three times the enemy's strength.\That's what my master taught me.\Reinforcements!\Don't underestimate our strength!\Team Two!\They're... trying to drive us into the forest!\This isn't good! response:	The dense fog and trees will ruin our formation.
context: To make a surprise attack, you must have three times the enemy's strength.\That's what my master taught me.\Reinforcements!\Don't underestimate our strength!\Team Two!\They're... trying to drive us into the forest!\This isn't good!\The dense fog and trees will ruin our formation. response:	Change over to Formation Thirteen!
context: That's what my master taught me.\Reinforcements!\Don't underestimate our strength!\Team Two!\They're... trying to drive us into the forest!\This isn't good!\The dense fog and trees will ruin our formation.\Change over to Formation Thirteen! response:	Team Four!
context: Reinforcements!\Don't underestimate our strength!\Team Two!\They're... trying to drive us into the forest!\This isn't good!\The dense fog and trees will ruin our formation.\Change over to Formation Thirteen!\Team Four! response:	Team Five!
context: Don't underestimate our strength!\Team Two!\They're... trying to drive us into the forest!\This isn't good!\The dense fog and trees will ruin our formation.\Change over to Formation Thirteen!\Team Four!\Team Five! response:	How are they able to predict our moves so easily?!
context: Team Two!\They're... trying to drive us into the forest!\This isn't good!\The dense fog and trees will ruin our formation.\Change over to Formation Thirteen!\Team Four!\Team Five!\How are they able to predict our moves so easily?! response:	It's because I was in the Diamond Kingdom's assassination squad.
context: They're... trying to drive us into the forest!\This isn't good!\The dense fog and trees will ruin our formation.\Change over to Formation Thirteen!\Team Four!\Team Five!\How are they able to predict our moves so easily?!\It's because I was in the Diamond Kingdom's assassination squad. response:	You guys are too easy.
context: This isn't good!\The dense fog and trees will ruin our formation.\Change over to Formation Thirteen!\Team Four!\Team Five!\How are they able to predict our moves so easily?!\It's because I was in the Diamond Kingdom's assassination squad.\You guys are too easy. response:	Previously, I killed people who were doing everything they could to survive.
context: The dense fog and trees will ruin our formation.\Change over to Formation Thirteen!\Team Four!\Team Five!\How are they able to predict our moves so easily?!\It's because I was in the Diamond Kingdom's assassination squad.\You guys are too easy.\Previously, I killed people who were doing everything they could to survive. response:	There might not be anything I can do to atone for what I've done.
context: Change over to Formation Thirteen!\Team Four!\Team Five!\How are they able to predict our moves so easily?!\It's because I was in the Diamond Kingdom's assassination squad.\You guys are too easy.\Previously, I killed people who were doing everything they could to survive.\There might not be anything I can do to atone for what I've done. response:	This might just be self-satisfaction, but...
context: Team Four!\Team Five!\How are they able to predict our moves so easily?!\It's because I was in the Diamond Kingdom's assassination squad.\You guys are too easy.\Previously, I killed people who were doing everything they could to survive.\There might not be anything I can do to atone for what I've done.\This might just be self-satisfaction, but... response:	I'll put an end to your tyranny.
context: Team Five!\How are they able to predict our moves so easily?!\It's because I was in the Diamond Kingdom's assassination squad.\You guys are too easy.\Previously, I killed people who were doing everything they could to survive.\There might not be anything I can do to atone for what I've done.\This might just be self-satisfaction, but...\I'll put an end to your tyranny. response:	You traitor!
context: How are they able to predict our moves so easily?!\It's because I was in the Diamond Kingdom's assassination squad.\You guys are too easy.\Previously, I killed people who were doing everything they could to survive.\There might not be anything I can do to atone for what I've done.\This might just be self-satisfaction, but...\I'll put an end to your tyranny.\You traitor! response:	Sure. You can say whatever you want.
context: It's because I was in the Diamond Kingdom's assassination squad.\You guys are too easy.\Previously, I killed people who were doing everything they could to survive.\There might not be anything I can do to atone for what I've done.\This might just be self-satisfaction, but...\I'll put an end to your tyranny.\You traitor!\Sure. You can say whatever you want. response:	I won't lose heart again.
context: You guys are too easy.\Previously, I killed people who were doing everything they could to survive.\There might not be anything I can do to atone for what I've done.\This might just be self-satisfaction, but...\I'll put an end to your tyranny.\You traitor!\Sure. You can say whatever you want.\I won't lose heart again. response:	If I did, the person who saved me might get angry with me again.
context: Previously, I killed people who were doing everything they could to survive.\There might not be anything I can do to atone for what I've done.\This might just be self-satisfaction, but...\I'll put an end to your tyranny.\You traitor!\Sure. You can say whatever you want.\I won't lose heart again.\If I did, the person who saved me might get angry with me again. response:	That girl's amazing!
context: There might not be anything I can do to atone for what I've done.\This might just be self-satisfaction, but...\I'll put an end to your tyranny.\You traitor!\Sure. You can say whatever you want.\I won't lose heart again.\If I did, the person who saved me might get angry with me again.\That girl's amazing! response:	She's able to command us witches so well.
context: This might just be self-satisfaction, but...\I'll put an end to your tyranny.\You traitor!\Sure. You can say whatever you want.\I won't lose heart again.\If I did, the person who saved me might get angry with me again.\That girl's amazing!\She's able to command us witches so well. response:	I know, right? Our little Mariella is amazing.
context: I'll put an end to your tyranny.\You traitor!\Sure. You can say whatever you want.\I won't lose heart again.\If I did, the person who saved me might get angry with me again.\That girl's amazing!\She's able to command us witches so well.\I know, right? Our little Mariella is amazing. response:	And as for our next move...
context: You traitor!\Sure. You can say whatever you want.\I won't lose heart again.\If I did, the person who saved me might get angry with me again.\That girl's amazing!\She's able to command us witches so well.\I know, right? Our little Mariella is amazing.\And as for our next move... response:	What are those things?
context: Sure. You can say whatever you want.\I won't lose heart again.\If I did, the person who saved me might get angry with me again.\That girl's amazing!\She's able to command us witches so well.\I know, right? Our little Mariella is amazing.\And as for our next move...\What are those things? response:	They fell for it!
context: I won't lose heart again.\If I did, the person who saved me might get angry with me again.\That girl's amazing!\She's able to command us witches so well.\I know, right? Our little Mariella is amazing.\And as for our next move...\What are those things?\They fell for it! response:	I used my magic items and skills to modify the golems just a tiny bit.
context: If I did, the person who saved me might get angry with me again.\That girl's amazing!\She's able to command us witches so well.\I know, right? Our little Mariella is amazing.\And as for our next move...\What are those things?\They fell for it!\I used my magic items and skills to modify the golems just a tiny bit. response:	Amazing! But the modifications must've cost a fortune.
context: That girl's amazing!\She's able to command us witches so well.\I know, right? Our little Mariella is amazing.\And as for our next move...\What are those things?\They fell for it!\I used my magic items and skills to modify the golems just a tiny bit.\Amazing! But the modifications must've cost a fortune. response:	Believe it or not, it only cost me 3,000 yuls in materials for each!
context: She's able to command us witches so well.\I know, right? Our little Mariella is amazing.\And as for our next move...\What are those things?\They fell for it!\I used my magic items and skills to modify the golems just a tiny bit.\Amazing! But the modifications must've cost a fortune.\Believe it or not, it only cost me 3,000 yuls in materials for each! response:	That much destructive power for a mere 3,000 yuls?!
