context: Wood Shop response:	Wow, this is...
context: We even canceled swimming today.\Right...\But sadly, they don't sell meat buns this time of year.\I want to do the Ofunehiki...\They said that in unison.\Hot damn!\Talk about close.\They've totally got the hots for each other. response:	Th-That's not true! It's not like that!
context: Right...\But sadly, they don't sell meat buns this time of year.\I want to do the Ofunehiki...\They said that in unison.\Hot damn!\Talk about close.\They've totally got the hots for each other.\Th-That's not true! It's not like that! response:	Now, now, trying to play it off.
context: But sadly, they don't sell meat buns this time of year.\I want to do the Ofunehiki...\They said that in unison.\Hot damn!\Talk about close.\They've totally got the hots for each other.\Th-That's not true! It's not like that!\Now, now, trying to play it off. response:	I wonder how far they've gone.
context: I want to do the Ofunehiki...\They said that in unison.\Hot damn!\Talk about close.\They've totally got the hots for each other.\Th-That's not true! It's not like that!\Now, now, trying to play it off.\I wonder how far they've gone. response:	Ow!
context: They said that in unison.\Hot damn!\Talk about close.\They've totally got the hots for each other.\Th-That's not true! It's not like that!\Now, now, trying to play it off.\I wonder how far they've gone.\Ow! response:	That hurt...
context: Hot damn!\Talk about close.\They've totally got the hots for each other.\Th-That's not true! It's not like that!\Now, now, trying to play it off.\I wonder how far they've gone.\Ow!\That hurt... response:	That hurt a lot more than I thought it would...
context: Talk about close.\They've totally got the hots for each other.\Th-That's not true! It's not like that!\Now, now, trying to play it off.\I wonder how far they've gone.\Ow!\That hurt...\That hurt a lot more than I thought it would... response:	Well, we are going to do it in a sense...
context: They've totally got the hots for each other.\Th-That's not true! It's not like that!\Now, now, trying to play it off.\I wonder how far they've gone.\Ow!\That hurt...\That hurt a lot more than I thought it would...\Well, we are going to do it in a sense... response:	No, I don't mean that...
context: Th-That's not true! It's not like that!\Now, now, trying to play it off.\I wonder how far they've gone.\Ow!\That hurt...\That hurt a lot more than I thought it would...\Well, we are going to do it in a sense...\No, I don't mean that... response:	But what you taught us in class that they used to do.
context: Now, now, trying to play it off.\I wonder how far they've gone.\Ow!\That hurt...\That hurt a lot more than I thought it would...\Well, we are going to do it in a sense...\No, I don't mean that...\But what you taught us in class that they used to do. response:	With the sea and the surface working together...
context: I wonder how far they've gone.\Ow!\That hurt...\That hurt a lot more than I thought it would...\Well, we are going to do it in a sense...\No, I don't mean that...\But what you taught us in class that they used to do.\With the sea and the surface working together... response:	Couldn't we do that?
context: Ow!\That hurt...\That hurt a lot more than I thought it would...\Well, we are going to do it in a sense...\No, I don't mean that...\But what you taught us in class that they used to do.\With the sea and the surface working together...\Couldn't we do that? response:	Hey, that sounds like a great idea!
context: That hurt...\That hurt a lot more than I thought it would...\Well, we are going to do it in a sense...\No, I don't mean that...\But what you taught us in class that they used to do.\With the sea and the surface working together...\Couldn't we do that?\Hey, that sounds like a great idea! response:	Since we went through all the trouble, it'd be nice to see a real Ofunehiki.
context: That hurt a lot more than I thought it would...\Well, we are going to do it in a sense...\No, I don't mean that...\But what you taught us in class that they used to do.\With the sea and the surface working together...\Couldn't we do that?\Hey, that sounds like a great idea!\Since we went through all the trouble, it'd be nice to see a real Ofunehiki. response:	But we wouldn't be able to do it without help from Shioshishio...
context: Well, we are going to do it in a sense...\No, I don't mean that...\But what you taught us in class that they used to do.\With the sea and the surface working together...\Couldn't we do that?\Hey, that sounds like a great idea!\Since we went through all the trouble, it'd be nice to see a real Ofunehiki.\But we wouldn't be able to do it without help from Shioshishio... response:	so it'd be a little hard.
context: No, I don't mean that...\But what you taught us in class that they used to do.\With the sea and the surface working together...\Couldn't we do that?\Hey, that sounds like a great idea!\Since we went through all the trouble, it'd be nice to see a real Ofunehiki.\But we wouldn't be able to do it without help from Shioshishio...\so it'd be a little hard. response:	But if we're going to do it, we want to do it right.
context: But what you taught us in class that they used to do.\With the sea and the surface working together...\Couldn't we do that?\Hey, that sounds like a great idea!\Since we went through all the trouble, it'd be nice to see a real Ofunehiki.\But we wouldn't be able to do it without help from Shioshishio...\so it'd be a little hard.\But if we're going to do it, we want to do it right. response:	Right, guys?
context: With the sea and the surface working together...\Couldn't we do that?\Hey, that sounds like a great idea!\Since we went through all the trouble, it'd be nice to see a real Ofunehiki.\But we wouldn't be able to do it without help from Shioshishio...\so it'd be a little hard.\But if we're going to do it, we want to do it right.\Right, guys? response:	Yeah, since we came this far.
context: Couldn't we do that?\Hey, that sounds like a great idea!\Since we went through all the trouble, it'd be nice to see a real Ofunehiki.\But we wouldn't be able to do it without help from Shioshishio...\so it'd be a little hard.\But if we're going to do it, we want to do it right.\Right, guys?\Yeah, since we came this far. response:	Yeah.
context: Hey, that sounds like a great idea!\Since we went through all the trouble, it'd be nice to see a real Ofunehiki.\But we wouldn't be able to do it without help from Shioshishio...\so it'd be a little hard.\But if we're going to do it, we want to do it right.\Right, guys?\Yeah, since we came this far.\Yeah. response:	I understand. I really do understand...
context: Since we went through all the trouble, it'd be nice to see a real Ofunehiki.\But we wouldn't be able to do it without help from Shioshishio...\so it'd be a little hard.\But if we're going to do it, we want to do it right.\Right, guys?\Yeah, since we came this far.\Yeah.\I understand. I really do understand... response:	But because of the disagreements
context: But we wouldn't be able to do it without help from Shioshishio...\so it'd be a little hard.\But if we're going to do it, we want to do it right.\Right, guys?\Yeah, since we came this far.\Yeah.\I understand. I really do understand...\But because of the disagreements response:	Shioshishio village and the Oshiooshi fishery cooperative have,
context: so it'd be a little hard.\But if we're going to do it, we want to do it right.\Right, guys?\Yeah, since we came this far.\Yeah.\I understand. I really do understand...\But because of the disagreements\Shioshishio village and the Oshiooshi fishery cooperative have, response:	they're saying there won't be one this year.
context: But if we're going to do it, we want to do it right.\Right, guys?\Yeah, since we came this far.\Yeah.\I understand. I really do understand...\But because of the disagreements\Shioshishio village and the Oshiooshi fishery cooperative have,\they're saying there won't be one this year. response:	Let's do it!
context: Right, guys?\Yeah, since we came this far.\Yeah.\I understand. I really do understand...\But because of the disagreements\Shioshishio village and the Oshiooshi fishery cooperative have,\they're saying there won't be one this year.\Let's do it! response:	We went through all this trouble making it...
context: Yeah, since we came this far.\Yeah.\I understand. I really do understand...\But because of the disagreements\Shioshishio village and the Oshiooshi fishery cooperative have,\they're saying there won't be one this year.\Let's do it!\We went through all this trouble making it... response:	Let's do it! A real Ofunehiki!
context: Yeah.\I understand. I really do understand...\But because of the disagreements\Shioshishio village and the Oshiooshi fishery cooperative have,\they're saying there won't be one this year.\Let's do it!\We went through all this trouble making it...\Let's do it! A real Ofunehiki! response:	Hey, Hikari...
context: I understand. I really do understand...\But because of the disagreements\Shioshishio village and the Oshiooshi fishery cooperative have,\they're saying there won't be one this year.\Let's do it!\We went through all this trouble making it...\Let's do it! A real Ofunehiki!\Hey, Hikari... response:	Hii-kun!
context: But because of the disagreements\Shioshishio village and the Oshiooshi fishery cooperative have,\they're saying there won't be one this year.\Let's do it!\We went through all this trouble making it...\Let's do it! A real Ofunehiki!\Hey, Hikari...\Hii-kun! response:	I'll do something about Shishio.
context: Shioshishio village and the Oshiooshi fishery cooperative have,\they're saying there won't be one this year.\Let's do it!\We went through all this trouble making it...\Let's do it! A real Ofunehiki!\Hey, Hikari...\Hii-kun!\I'll do something about Shishio. response:	Tsumugu, you be the leader and do something about Oshiooshi.
context: they're saying there won't be one this year.\Let's do it!\We went through all this trouble making it...\Let's do it! A real Ofunehiki!\Hey, Hikari...\Hii-kun!\I'll do something about Shishio.\Tsumugu, you be the leader and do something about Oshiooshi. response:	Hikari...
context: Let's do it!\We went through all this trouble making it...\Let's do it! A real Ofunehiki!\Hey, Hikari...\Hii-kun!\I'll do something about Shishio.\Tsumugu, you be the leader and do something about Oshiooshi.\Hikari... response:	You say that, but I think it'd be pretty hard...
context: We went through all this trouble making it...\Let's do it! A real Ofunehiki!\Hey, Hikari...\Hii-kun!\I'll do something about Shishio.\Tsumugu, you be the leader and do something about Oshiooshi.\Hikari...\You say that, but I think it'd be pretty hard... response:	I know, but...
context: Let's do it! A real Ofunehiki!\Hey, Hikari...\Hii-kun!\I'll do something about Shishio.\Tsumugu, you be the leader and do something about Oshiooshi.\Hikari...\You say that, but I think it'd be pretty hard...\I know, but... response:	I don't like doing things only halfway.
context: Hey, Hikari...\Hii-kun!\I'll do something about Shishio.\Tsumugu, you be the leader and do something about Oshiooshi.\Hikari...\You say that, but I think it'd be pretty hard...\I know, but...\I don't like doing things only halfway. response:	Even if it's hopeless, I want to at least try everything we can do to finish with no regrets.
context: Hii-kun!\I'll do something about Shishio.\Tsumugu, you be the leader and do something about Oshiooshi.\Hikari...\You say that, but I think it'd be pretty hard...\I know, but...\I don't like doing things only halfway.\Even if it's hopeless, I want to at least try everything we can do to finish with no regrets. response:	All right, I'm in!
context: I'll do something about Shishio.\Tsumugu, you be the leader and do something about Oshiooshi.\Hikari...\You say that, but I think it'd be pretty hard...\I know, but...\I don't like doing things only halfway.\Even if it's hopeless, I want to at least try everything we can do to finish with no regrets.\All right, I'm in! response:	Me, too!
context: Tsumugu, you be the leader and do something about Oshiooshi.\Hikari...\You say that, but I think it'd be pretty hard...\I know, but...\I don't like doing things only halfway.\Even if it's hopeless, I want to at least try everything we can do to finish with no regrets.\All right, I'm in!\Me, too! response:	Tsumugu, you're in, right?
context: Hikari...\You say that, but I think it'd be pretty hard...\I know, but...\I don't like doing things only halfway.\Even if it's hopeless, I want to at least try everything we can do to finish with no regrets.\All right, I'm in!\Me, too!\Tsumugu, you're in, right? response:	I don't mind.
context: You say that, but I think it'd be pretty hard...\I know, but...\I don't like doing things only halfway.\Even if it's hopeless, I want to at least try everything we can do to finish with no regrets.\All right, I'm in!\Me, too!\Tsumugu, you're in, right?\I don't mind. response:	Me too!
context: I know, but...\I don't like doing things only halfway.\Even if it's hopeless, I want to at least try everything we can do to finish with no regrets.\All right, I'm in!\Me, too!\Tsumugu, you're in, right?\I don't mind.\Me too! response:	Sounds good to me.
context: I don't like doing things only halfway.\Even if it's hopeless, I want to at least try everything we can do to finish with no regrets.\All right, I'm in!\Me, too!\Tsumugu, you're in, right?\I don't mind.\Me too!\Sounds good to me. response:	Great... This is great!
context: Even if it's hopeless, I want to at least try everything we can do to finish with no regrets.\All right, I'm in!\Me, too!\Tsumugu, you're in, right?\I don't mind.\Me too!\Sounds good to me.\Great... This is great! response:	This will be great!
context: All right, I'm in!\Me, too!\Tsumugu, you're in, right?\I don't mind.\Me too!\Sounds good to me.\Great... This is great!\This will be great! response:	Yeah!
context: Me, too!\Tsumugu, you're in, right?\I don't mind.\Me too!\Sounds good to me.\Great... This is great!\This will be great!\Yeah! response:	This is indeed youth!
context: Tsumugu, you're in, right?\I don't mind.\Me too!\Sounds good to me.\Great... This is great!\This will be great!\Yeah!\This is indeed youth! response:	All right. I'll help out as well.
context: I don't mind.\Me too!\Sounds good to me.\Great... This is great!\This will be great!\Yeah!\This is indeed youth!\All right. I'll help out as well. response:	Let's all do our best!
context: Me too!\Sounds good to me.\Great... This is great!\This will be great!\Yeah!\This is indeed youth!\All right. I'll help out as well.\Let's all do our best! response:	Yeah!
context: Sounds good to me.\Great... This is great!\This will be great!\Yeah!\This is indeed youth!\All right. I'll help out as well.\Let's all do our best!\Yeah! response:	That was great, Hii-kun!
context: Great... This is great!\This will be great!\Yeah!\This is indeed youth!\All right. I'll help out as well.\Let's all do our best!\Yeah!\That was great, Hii-kun! response:	Everyone's so great!
context: This will be great!\Yeah!\This is indeed youth!\All right. I'll help out as well.\Let's all do our best!\Yeah!\That was great, Hii-kun!\Everyone's so great! response:	I'll make sure that the Ofunehiki happens.
context: Yeah!\This is indeed youth!\All right. I'll help out as well.\Let's all do our best!\Yeah!\That was great, Hii-kun!\Everyone's so great!\I'll make sure that the Ofunehiki happens. response:	Yeah!
context: This is indeed youth!\All right. I'll help out as well.\Let's all do our best!\Yeah!\That was great, Hii-kun!\Everyone's so great!\I'll make sure that the Ofunehiki happens.\Yeah! response:	The thing that you and Tsumugu wished for...
context: All right. I'll help out as well.\Let's all do our best!\Yeah!\That was great, Hii-kun!\Everyone's so great!\I'll make sure that the Ofunehiki happens.\Yeah!\The thing that you and Tsumugu wished for... response:	Association to Make the Ofunehiki a Reality
context: Let's all do our best!\Yeah!\That was great, Hii-kun!\Everyone's so great!\I'll make sure that the Ofunehiki happens.\Yeah!\The thing that you and Tsumugu wished for...\Association to Make the Ofunehiki a Reality response:	Please!
context: Yeah!\That was great, Hii-kun!\Everyone's so great!\I'll make sure that the Ofunehiki happens.\Yeah!\The thing that you and Tsumugu wished for...\Association to Make the Ofunehiki a Reality\Please! response:	Let's make the Ofunehiki a reality again this year!
context: That was great, Hii-kun!\Everyone's so great!\I'll make sure that the Ofunehiki happens.\Yeah!\The thing that you and Tsumugu wished for...\Association to Make the Ofunehiki a Reality\Please!\Let's make the Ofunehiki a reality again this year! response:	Please help us get enough signatures!
context: Everyone's so great!\I'll make sure that the Ofunehiki happens.\Yeah!\The thing that you and Tsumugu wished for...\Association to Make the Ofunehiki a Reality\Please!\Let's make the Ofunehiki a reality again this year!\Please help us get enough signatures! response:	Please help us out!
context: I'll make sure that the Ofunehiki happens.\Yeah!\The thing that you and Tsumugu wished for...\Association to Make the Ofunehiki a Reality\Please!\Let's make the Ofunehiki a reality again this year!\Please help us get enough signatures!\Please help us out! response:	Please help us out!
context: Yeah!\The thing that you and Tsumugu wished for...\Association to Make the Ofunehiki a Reality\Please!\Let's make the Ofunehiki a reality again this year!\Please help us get enough signatures!\Please help us out!\Please help us out! response:	All right, we're not going to lose! Right, Miuna?
context: The thing that you and Tsumugu wished for...\Association to Make the Ofunehiki a Reality\Please!\Let's make the Ofunehiki a reality again this year!\Please help us get enough signatures!\Please help us out!\Please help us out!\All right, we're not going to lose! Right, Miuna? response:	Let's make the Ofunehiki a reality this year!
context: Association to Make the Ofunehiki a Reality\Please!\Let's make the Ofunehiki a reality again this year!\Please help us get enough signatures!\Please help us out!\Please help us out!\All right, we're not going to lose! Right, Miuna?\Let's make the Ofunehiki a reality this year! response:	R-Right...
context: Please!\Let's make the Ofunehiki a reality again this year!\Please help us get enough signatures!\Please help us out!\Please help us out!\All right, we're not going to lose! Right, Miuna?\Let's make the Ofunehiki a reality this year!\R-Right... response:	Please help us out!
context: Let's make the Ofunehiki a reality again this year!\Please help us get enough signatures!\Please help us out!\Please help us out!\All right, we're not going to lose! Right, Miuna?\Let's make the Ofunehiki a reality this year!\R-Right...\Please help us out! response:	Please help us o
context: Please help us get enough signatures!\Please help us out!\Please help us out!\All right, we're not going to lose! Right, Miuna?\Let's make the Ofunehiki a reality this year!\R-Right...\Please help us out!\Please help us o response:	You're going to scare people off doing that!
context: Please help us out!\Please help us out!\All right, we're not going to lose! Right, Miuna?\Let's make the Ofunehiki a reality this year!\R-Right...\Please help us out!\Please help us o\You're going to scare people off doing that! response:	Please help us out!
context: Please help us out!\All right, we're not going to lose! Right, Miuna?\Let's make the Ofunehiki a reality this year!\R-Right...\Please help us out!\Please help us o\You're going to scare people off doing that!\Please help us out! response:	We're trying to do the Ofunehiki!
context: All right, we're not going to lose! Right, Miuna?\Let's make the Ofunehiki a reality this year!\R-Right...\Please help us out!\Please help us o\You're going to scare people off doing that!\Please help us out!\We're trying to do the Ofunehiki! response:	Th-The Ofunehiki...
context: Let's make the Ofunehiki a reality this year!\R-Right...\Please help us out!\Please help us o\You're going to scare people off doing that!\Please help us out!\We're trying to do the Ofunehiki!\Th-The Ofunehiki... response:	Here!
context: R-Right...\Please help us out!\Please help us o\You're going to scare people off doing that!\Please help us out!\We're trying to do the Ofunehiki!\Th-The Ofunehiki...\Here! response:	Thank you!
context: Please help us out!\Please help us o\You're going to scare people off doing that!\Please help us out!\We're trying to do the Ofunehiki!\Th-The Ofunehiki...\Here!\Thank you! response:	Good work, keep it up!
context: Please help us o\You're going to scare people off doing that!\Please help us out!\We're trying to do the Ofunehiki!\Th-The Ofunehiki...\Here!\Thank you!\Good work, keep it up! response:	Please help us out!
context: You're going to scare people off doing that!\Please help us out!\We're trying to do the Ofunehiki!\Th-The Ofunehiki...\Here!\Thank you!\Good work, keep it up!\Please help us out! response:	We are Hama Junior High's Association to Make the Ofunehiki a Reality.
context: Please help us out!\We're trying to do the Ofunehiki!\Th-The Ofunehiki...\Here!\Thank you!\Good work, keep it up!\Please help us out!\We are Hama Junior High's Association to Make the Ofunehiki a Reality. response:	Please help us out!
context: We're trying to do the Ofunehiki!\Th-The Ofunehiki...\Here!\Thank you!\Good work, keep it up!\Please help us out!\We are Hama Junior High's Association to Make the Ofunehiki a Reality.\Please help us out! response:	I heard they weren't going to do it this year.
context: Th-The Ofunehiki...\Here!\Thank you!\Good work, keep it up!\Please help us out!\We are Hama Junior High's Association to Make the Ofunehiki a Reality.\Please help us out!\I heard they weren't going to do it this year. response:	As Hama Junior High's volunteers,
context: Here!\Thank you!\Good work, keep it up!\Please help us out!\We are Hama Junior High's Association to Make the Ofunehiki a Reality.\Please help us out!\I heard they weren't going to do it this year.\As Hama Junior High's volunteers, response:	we plan on doing something even bigger than last year!
context: Thank you!\Good work, keep it up!\Please help us out!\We are Hama Junior High's Association to Make the Ofunehiki a Reality.\Please help us out!\I heard they weren't going to do it this year.\As Hama Junior High's volunteers,\we plan on doing something even bigger than last year! response:	Can you middle schoolers manage it by yourselves?
context: Good work, keep it up!\Please help us out!\We are Hama Junior High's Association to Make the Ofunehiki a Reality.\Please help us out!\I heard they weren't going to do it this year.\As Hama Junior High's volunteers,\we plan on doing something even bigger than last year!\Can you middle schoolers manage it by yourselves? response:	Please sign!
context: Please help us out!\We are Hama Junior High's Association to Make the Ofunehiki a Reality.\Please help us out!\I heard they weren't going to do it this year.\As Hama Junior High's volunteers,\we plan on doing something even bigger than last year!\Can you middle schoolers manage it by yourselves?\Please sign! response:	We're serious about this.
context: We are Hama Junior High's Association to Make the Ofunehiki a Reality.\Please help us out!\I heard they weren't going to do it this year.\As Hama Junior High's volunteers,\we plan on doing something even bigger than last year!\Can you middle schoolers manage it by yourselves?\Please sign!\We're serious about this. response:	Please help us out.
context: Please help us out!\I heard they weren't going to do it this year.\As Hama Junior High's volunteers,\we plan on doing something even bigger than last year!\Can you middle schoolers manage it by yourselves?\Please sign!\We're serious about this.\Please help us out. response:	Guess I don't have a choice.
context: I heard they weren't going to do it this year.\As Hama Junior High's volunteers,\we plan on doing something even bigger than last year!\Can you middle schoolers manage it by yourselves?\Please sign!\We're serious about this.\Please help us out.\Guess I don't have a choice. response:	Thank you very much!
context: As Hama Junior High's volunteers,\we plan on doing something even bigger than last year!\Can you middle schoolers manage it by yourselves?\Please sign!\We're serious about this.\Please help us out.\Guess I don't have a choice.\Thank you very much! response:	Hikari's sort of amazing.
context: we plan on doing something even bigger than last year!\Can you middle schoolers manage it by yourselves?\Please sign!\We're serious about this.\Please help us out.\Guess I don't have a choice.\Thank you very much!\Hikari's sort of amazing. response:	Thank you!
context: Can you middle schoolers manage it by yourselves?\Please sign!\We're serious about this.\Please help us out.\Guess I don't have a choice.\Thank you very much!\Hikari's sort of amazing.\Thank you! response:	Why is he so serious about this?
context: Please sign!\We're serious about this.\Please help us out.\Guess I don't have a choice.\Thank you very much!\Hikari's sort of amazing.\Thank you!\Why is he so serious about this? response:	I think he probably wants to get rid of his frustrations so he's going all out.
context: We're serious about this.\Please help us out.\Guess I don't have a choice.\Thank you very much!\Hikari's sort of amazing.\Thank you!\Why is he so serious about this?\I think he probably wants to get rid of his frustrations so he's going all out. response:	To think that Hikari has such a competitive side...
context: Please help us out.\Guess I don't have a choice.\Thank you very much!\Hikari's sort of amazing.\Thank you!\Why is he so serious about this?\I think he probably wants to get rid of his frustrations so he's going all out.\To think that Hikari has such a competitive side... response:	Humans really are pretty deep.
context: Guess I don't have a choice.\Thank you very much!\Hikari's sort of amazing.\Thank you!\Why is he so serious about this?\I think he probably wants to get rid of his frustrations so he's going all out.\To think that Hikari has such a competitive side...\Humans really are pretty deep. response:	Ma'am. Pardon me, Ma'am.
context: Thank you very much!\Hikari's sort of amazing.\Thank you!\Why is he so serious about this?\I think he probably wants to get rid of his frustrations so he's going all out.\To think that Hikari has such a competitive side...\Humans really are pretty deep.\Ma'am. Pardon me, Ma'am. response:	Do you have a moment?
context: Hikari's sort of amazing.\Thank you!\Why is he so serious about this?\I think he probably wants to get rid of his frustrations so he's going all out.\To think that Hikari has such a competitive side...\Humans really are pretty deep.\Ma'am. Pardon me, Ma'am.\Do you have a moment? response:	W-Well, if it's just for a moment...
context: Thank you!\Why is he so serious about this?\I think he probably wants to get rid of his frustrations so he's going all out.\To think that Hikari has such a competitive side...\Humans really are pretty deep.\Ma'am. Pardon me, Ma'am.\Do you have a moment?\W-Well, if it's just for a moment... response:	Talk about deep...
context: Why is he so serious about this?\I think he probably wants to get rid of his frustrations so he's going all out.\To think that Hikari has such a competitive side...\Humans really are pretty deep.\Ma'am. Pardon me, Ma'am.\Do you have a moment?\W-Well, if it's just for a moment...\Talk about deep... response:	I need to try hard, too.
context: I think he probably wants to get rid of his frustrations so he's going all out.\To think that Hikari has such a competitive side...\Humans really are pretty deep.\Ma'am. Pardon me, Ma'am.\Do you have a moment?\W-Well, if it's just for a moment...\Talk about deep...\I need to try hard, too. response:	We're doing the Ofunehiki...
context: To think that Hikari has such a competitive side...\Humans really are pretty deep.\Ma'am. Pardon me, Ma'am.\Do you have a moment?\W-Well, if it's just for a moment...\Talk about deep...\I need to try hard, too.\We're doing the Ofunehiki... response:	I don't think that really suits you.
context: Humans really are pretty deep.\Ma'am. Pardon me, Ma'am.\Do you have a moment?\W-Well, if it's just for a moment...\Talk about deep...\I need to try hard, too.\We're doing the Ofunehiki...\I don't think that really suits you. response:	Huh?
context: Ma'am. Pardon me, Ma'am.\Do you have a moment?\W-Well, if it's just for a moment...\Talk about deep...\I need to try hard, too.\We're doing the Ofunehiki...\I don't think that really suits you.\Huh? response:	Is that really the point here?
context: Do you have a moment?\W-Well, if it's just for a moment...\Talk about deep...\I need to try hard, too.\We're doing the Ofunehiki...\I don't think that really suits you.\Huh?\Is that really the point here? response:	I mean... everyone can only do what they can.
context: W-Well, if it's just for a moment...\Talk about deep...\I need to try hard, too.\We're doing the Ofunehiki...\I don't think that really suits you.\Huh?\Is that really the point here?\I mean... everyone can only do what they can. response:	If you try hard at something you can't do, it only hurts in the end.
context: Talk about deep...\I need to try hard, too.\We're doing the Ofunehiki...\I don't think that really suits you.\Huh?\Is that really the point here?\I mean... everyone can only do what they can.\If you try hard at something you can't do, it only hurts in the end. response:	You're all really going at it.
context: I need to try hard, too.\We're doing the Ofunehiki...\I don't think that really suits you.\Huh?\Is that really the point here?\I mean... everyone can only do what they can.\If you try hard at something you can't do, it only hurts in the end.\You're all really going at it. response:	Pretty impressive.
