context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\These guys are such pushovers.\Don't go robbin' people when you're such weaklings!\You think you'll get away with doing this to us?\Master Devon won't stand for it! response:	We beat that guy a while ago.
context: Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\These guys are such pushovers.\Don't go robbin' people when you're such weaklings!\You think you'll get away with doing this to us?\Master Devon won't stand for it!\We beat that guy a while ago. response:	I've finished up over here as well.
context: Your eyes, always looking straight ahead,\can surely see the light!\These guys are such pushovers.\Don't go robbin' people when you're such weaklings!\You think you'll get away with doing this to us?\Master Devon won't stand for it!\We beat that guy a while ago.\I've finished up over here as well. response:	That's our Erza!
context: can surely see the light!\These guys are such pushovers.\Don't go robbin' people when you're such weaklings!\You think you'll get away with doing this to us?\Master Devon won't stand for it!\We beat that guy a while ago.\I've finished up over here as well.\That's our Erza! response:	You won't escape!
context: These guys are such pushovers.\Don't go robbin' people when you're such weaklings!\You think you'll get away with doing this to us?\Master Devon won't stand for it!\We beat that guy a while ago.\I've finished up over here as well.\That's our Erza!\You won't escape! response:	Looks like you haven't had enough punishment yet...
context: Don't go robbin' people when you're such weaklings!\You think you'll get away with doing this to us?\Master Devon won't stand for it!\We beat that guy a while ago.\I've finished up over here as well.\That's our Erza!\You won't escape!\Looks like you haven't had enough punishment yet... response:	Erza! Please punish me as well!
context: You think you'll get away with doing this to us?\Master Devon won't stand for it!\We beat that guy a while ago.\I've finished up over here as well.\That's our Erza!\You won't escape!\Looks like you haven't had enough punishment yet...\Erza! Please punish me as well! response:	Forced Gate Closure, yeah!
context: Master Devon won't stand for it!\We beat that guy a while ago.\I've finished up over here as well.\That's our Erza!\You won't escape!\Looks like you haven't had enough punishment yet...\Erza! Please punish me as well!\Forced Gate Closure, yeah! response:	That took less time than I thought.
context: We beat that guy a while ago.\I've finished up over here as well.\That's our Erza!\You won't escape!\Looks like you haven't had enough punishment yet...\Erza! Please punish me as well!\Forced Gate Closure, yeah!\That took less time than I thought. response:	I didn't get to go nuts enough!
context: I've finished up over here as well.\That's our Erza!\You won't escape!\Looks like you haven't had enough punishment yet...\Erza! Please punish me as well!\Forced Gate Closure, yeah!\That took less time than I thought.\I didn't get to go nuts enough! response:	You were plenty nuts back there, buddy.
context: That's our Erza!\You won't escape!\Looks like you haven't had enough punishment yet...\Erza! Please punish me as well!\Forced Gate Closure, yeah!\That took less time than I thought.\I didn't get to go nuts enough!\You were plenty nuts back there, buddy. response:	Lucy, check out this jewel!
context: You won't escape!\Looks like you haven't had enough punishment yet...\Erza! Please punish me as well!\Forced Gate Closure, yeah!\That took less time than I thought.\I didn't get to go nuts enough!\You were plenty nuts back there, buddy.\Lucy, check out this jewel! response:	Hey! You can't just go taking that!
context: Looks like you haven't had enough punishment yet...\Erza! Please punish me as well!\Forced Gate Closure, yeah!\That took less time than I thought.\I didn't get to go nuts enough!\You were plenty nuts back there, buddy.\Lucy, check out this jewel!\Hey! You can't just go taking that! response:	Isn't that Loke over there?
context: Erza! Please punish me as well!\Forced Gate Closure, yeah!\That took less time than I thought.\I didn't get to go nuts enough!\You were plenty nuts back there, buddy.\Lucy, check out this jewel!\Hey! You can't just go taking that!\Isn't that Loke over there? response:	Oh?
context: Forced Gate Closure, yeah!\That took less time than I thought.\I didn't get to go nuts enough!\You were plenty nuts back there, buddy.\Lucy, check out this jewel!\Hey! You can't just go taking that!\Isn't that Loke over there?\Oh? response:	What a coincidence.
context: That took less time than I thought.\I didn't get to go nuts enough!\You were plenty nuts back there, buddy.\Lucy, check out this jewel!\Hey! You can't just go taking that!\Isn't that Loke over there?\Oh?\What a coincidence. response:	You had a job around here?
context: I didn't get to go nuts enough!\You were plenty nuts back there, buddy.\Lucy, check out this jewel!\Hey! You can't just go taking that!\Isn't that Loke over there?\Oh?\What a coincidence.\You had a job around here? response:	Yeah. You, too?
context: You were plenty nuts back there, buddy.\Lucy, check out this jewel!\Hey! You can't just go taking that!\Isn't that Loke over there?\Oh?\What a coincidence.\You had a job around here?\Yeah. You, too? response:	Lucy?!
context: Lucy, check out this jewel!\Hey! You can't just go taking that!\Isn't that Loke over there?\Oh?\What a coincidence.\You had a job around here?\Yeah. You, too?\Lucy?! response:	This is perfect. I wanted to thank you for...
context: Hey! You can't just go taking that!\Isn't that Loke over there?\Oh?\What a coincidence.\You had a job around here?\Yeah. You, too?\Lucy?!\This is perfect. I wanted to thank you for... response:	Sorry, I'm in the middle of a job!
context: Isn't that Loke over there?\Oh?\What a coincidence.\You had a job around here?\Yeah. You, too?\Lucy?!\This is perfect. I wanted to thank you for...\Sorry, I'm in the middle of a job! response:	What is with him?
context: Oh?\What a coincidence.\You had a job around here?\Yeah. You, too?\Lucy?!\This is perfect. I wanted to thank you for...\Sorry, I'm in the middle of a job!\What is with him? response:	What did you do to him?
context: What a coincidence.\You had a job around here?\Yeah. You, too?\Lucy?!\This is perfect. I wanted to thank you for...\Sorry, I'm in the middle of a job!\What is with him?\What did you do to him? response:	He is so totally avoiding you.
context: You had a job around here?\Yeah. You, too?\Lucy?!\This is perfect. I wanted to thank you for...\Sorry, I'm in the middle of a job!\What is with him?\What did you do to him?\He is so totally avoiding you. response:	I didn't do anything!
context: Yeah. You, too?\Lucy?!\This is perfect. I wanted to thank you for...\Sorry, I'm in the middle of a job!\What is with him?\What did you do to him?\He is so totally avoiding you.\I didn't do anything! response:	The Star that Cannot Return to the Heavens!
context: Lucy?!\This is perfect. I wanted to thank you for...\Sorry, I'm in the middle of a job!\What is with him?\What did you do to him?\He is so totally avoiding you.\I didn't do anything!\The Star that Cannot Return to the Heavens! response:	Now then, shall we go back?
context: This is perfect. I wanted to thank you for...\Sorry, I'm in the middle of a job!\What is with him?\What did you do to him?\He is so totally avoiding you.\I didn't do anything!\The Star that Cannot Return to the Heavens!\Now then, shall we go back? response:	Hey, since we actually finished a job early for once, why don't we head to a spa and take it easy?
context: Sorry, I'm in the middle of a job!\What is with him?\What did you do to him?\He is so totally avoiding you.\I didn't do anything!\The Star that Cannot Return to the Heavens!\Now then, shall we go back?\Hey, since we actually finished a job early for once, why don't we head to a spa and take it easy? response:	Lucy...
context: What is with him?\What did you do to him?\He is so totally avoiding you.\I didn't do anything!\The Star that Cannot Return to the Heavens!\Now then, shall we go back?\Hey, since we actually finished a job early for once, why don't we head to a spa and take it easy?\Lucy... response:	Yes?
context: What did you do to him?\He is so totally avoiding you.\I didn't do anything!\The Star that Cannot Return to the Heavens!\Now then, shall we go back?\Hey, since we actually finished a job early for once, why don't we head to a spa and take it easy?\Lucy...\Yes? response:	That's a good idea.
context: He is so totally avoiding you.\I didn't do anything!\The Star that Cannot Return to the Heavens!\Now then, shall we go back?\Hey, since we actually finished a job early for once, why don't we head to a spa and take it easy?\Lucy...\Yes?\That's a good idea. response:	And...
context: I didn't do anything!\The Star that Cannot Return to the Heavens!\Now then, shall we go back?\Hey, since we actually finished a job early for once, why don't we head to a spa and take it easy?\Lucy...\Yes?\That's a good idea.\And... response:	This is Magnolia's most popular spa town, Hosenka.
context: The Star that Cannot Return to the Heavens!\Now then, shall we go back?\Hey, since we actually finished a job early for once, why don't we head to a spa and take it easy?\Lucy...\Yes?\That's a good idea.\And...\This is Magnolia's most popular spa town, Hosenka. response:	Set up by a Duke influenced by the Orient, it is a garish and somewhat iffy tourist spot.
context: Now then, shall we go back?\Hey, since we actually finished a job early for once, why don't we head to a spa and take it easy?\Lucy...\Yes?\That's a good idea.\And...\This is Magnolia's most popular spa town, Hosenka.\Set up by a Duke influenced by the Orient, it is a garish and somewhat iffy tourist spot. response:	And besides, what's with Loke, anyway?
context: Hey, since we actually finished a job early for once, why don't we head to a spa and take it easy?\Lucy...\Yes?\That's a good idea.\And...\This is Magnolia's most popular spa town, Hosenka.\Set up by a Duke influenced by the Orient, it is a garish and somewhat iffy tourist spot.\And besides, what's with Loke, anyway? response:	Nice moon.
context: Lucy...\Yes?\That's a good idea.\And...\This is Magnolia's most popular spa town, Hosenka.\Set up by a Duke influenced by the Orient, it is a garish and somewhat iffy tourist spot.\And besides, what's with Loke, anyway?\Nice moon. response:	And a nice bath, as well.
context: Yes?\That's a good idea.\And...\This is Magnolia's most popular spa town, Hosenka.\Set up by a Duke influenced by the Orient, it is a garish and somewhat iffy tourist spot.\And besides, what's with Loke, anyway?\Nice moon.\And a nice bath, as well. response:	In your armor and all?
context: That's a good idea.\And...\This is Magnolia's most popular spa town, Hosenka.\Set up by a Duke influenced by the Orient, it is a garish and somewhat iffy tourist spot.\And besides, what's with Loke, anyway?\Nice moon.\And a nice bath, as well.\In your armor and all? response:	I feel more at ease like this.
context: And...\This is Magnolia's most popular spa town, Hosenka.\Set up by a Duke influenced by the Orient, it is a garish and somewhat iffy tourist spot.\And besides, what's with Loke, anyway?\Nice moon.\And a nice bath, as well.\In your armor and all?\I feel more at ease like this. response:	But, doesn't it feel kind of gross?
context: This is Magnolia's most popular spa town, Hosenka.\Set up by a Duke influenced by the Orient, it is a garish and somewhat iffy tourist spot.\And besides, what's with Loke, anyway?\Nice moon.\And a nice bath, as well.\In your armor and all?\I feel more at ease like this.\But, doesn't it feel kind of gross? response:	Honestly, yes it does.
context: Set up by a Duke influenced by the Orient, it is a garish and somewhat iffy tourist spot.\And besides, what's with Loke, anyway?\Nice moon.\And a nice bath, as well.\In your armor and all?\I feel more at ease like this.\But, doesn't it feel kind of gross?\Honestly, yes it does. response:	Coming to a spa such as this really does merit complete relaxation, I agree.
context: And besides, what's with Loke, anyway?\Nice moon.\And a nice bath, as well.\In your armor and all?\I feel more at ease like this.\But, doesn't it feel kind of gross?\Honestly, yes it does.\Coming to a spa such as this really does merit complete relaxation, I agree. response:	Yet your words are as stiff as ever...
context: Nice moon.\And a nice bath, as well.\In your armor and all?\I feel more at ease like this.\But, doesn't it feel kind of gross?\Honestly, yes it does.\Coming to a spa such as this really does merit complete relaxation, I agree.\Yet your words are as stiff as ever... response:	You're even amazing when you're naked, Erza!
context: And a nice bath, as well.\In your armor and all?\I feel more at ease like this.\But, doesn't it feel kind of gross?\Honestly, yes it does.\Coming to a spa such as this really does merit complete relaxation, I agree.\Yet your words are as stiff as ever...\You're even amazing when you're naked, Erza! response:	Am I? Then how about I try going around the guild naked?
context: In your armor and all?\I feel more at ease like this.\But, doesn't it feel kind of gross?\Honestly, yes it does.\Coming to a spa such as this really does merit complete relaxation, I agree.\Yet your words are as stiff as ever...\You're even amazing when you're naked, Erza!\Am I? Then how about I try going around the guild naked? response:	I'm joking.
context: I feel more at ease like this.\But, doesn't it feel kind of gross?\Honestly, yes it does.\Coming to a spa such as this really does merit complete relaxation, I agree.\Yet your words are as stiff as ever...\You're even amazing when you're naked, Erza!\Am I? Then how about I try going around the guild naked?\I'm joking. response:	It begins!
context: But, doesn't it feel kind of gross?\Honestly, yes it does.\Coming to a spa such as this really does merit complete relaxation, I agree.\Yet your words are as stiff as ever...\You're even amazing when you're naked, Erza!\Am I? Then how about I try going around the guild naked?\I'm joking.\It begins! response:	Upa!
context: Honestly, yes it does.\Coming to a spa such as this really does merit complete relaxation, I agree.\Yet your words are as stiff as ever...\You're even amazing when you're naked, Erza!\Am I? Then how about I try going around the guild naked?\I'm joking.\It begins!\Upa! response:	What's all the racket? I'm sleepy!
context: Coming to a spa such as this really does merit complete relaxation, I agree.\Yet your words are as stiff as ever...\You're even amazing when you're naked, Erza!\Am I? Then how about I try going around the guild naked?\I'm joking.\It begins!\Upa!\What's all the racket? I'm sleepy! response:	Hey, look around you! We're at an inn!
context: Yet your words are as stiff as ever...\You're even amazing when you're naked, Erza!\Am I? Then how about I try going around the guild naked?\I'm joking.\It begins!\Upa!\What's all the racket? I'm sleepy!\Hey, look around you! We're at an inn! response:	Nighttime in hotels means pillow fists!
context: You're even amazing when you're naked, Erza!\Am I? Then how about I try going around the guild naked?\I'm joking.\It begins!\Upa!\What's all the racket? I'm sleepy!\Hey, look around you! We're at an inn!\Nighttime in hotels means pillow fists! response:	You mean pillow fights...
context: Am I? Then how about I try going around the guild naked?\I'm joking.\It begins!\Upa!\What's all the racket? I'm sleepy!\Hey, look around you! We're at an inn!\Nighttime in hotels means pillow fists!\You mean pillow fights... response:	All the pillows of merit in the room are already under my control!
context: I'm joking.\It begins!\Upa!\What's all the racket? I'm sleepy!\Hey, look around you! We're at an inn!\Nighttime in hotels means pillow fists!\You mean pillow fights...\All the pillows of merit in the room are already under my control! response:	Of merit?
context: It begins!\Upa!\What's all the racket? I'm sleepy!\Hey, look around you! We're at an inn!\Nighttime in hotels means pillow fists!\You mean pillow fights...\All the pillows of merit in the room are already under my control!\Of merit? response:	I will defeat Erza!
context: Upa!\What's all the racket? I'm sleepy!\Hey, look around you! We're at an inn!\Nighttime in hotels means pillow fists!\You mean pillow fights...\All the pillows of merit in the room are already under my control!\Of merit?\I will defeat Erza! response:	What am I going to do with you people?
context: What's all the racket? I'm sleepy!\Hey, look around you! We're at an inn!\Nighttime in hotels means pillow fists!\You mean pillow fights...\All the pillows of merit in the room are already under my control!\Of merit?\I will defeat Erza!\What am I going to do with you people? response:	Natsu! Why you little...
context: Hey, look around you! We're at an inn!\Nighttime in hotels means pillow fists!\You mean pillow fights...\All the pillows of merit in the room are already under my control!\Of merit?\I will defeat Erza!\What am I going to do with you people?\Natsu! Why you little... response:	Wow, where'd all these pillows come from?
context: Nighttime in hotels means pillow fists!\You mean pillow fights...\All the pillows of merit in the room are already under my control!\Of merit?\I will defeat Erza!\What am I going to do with you people?\Natsu! Why you little...\Wow, where'd all these pillows come from? response:	Juvia is so happy being of help to Gray-sama!
context: You mean pillow fights...\All the pillows of merit in the room are already under my control!\Of merit?\I will defeat Erza!\What am I going to do with you people?\Natsu! Why you little...\Wow, where'd all these pillows come from?\Juvia is so happy being of help to Gray-sama! response:	Erza, you're next!
context: All the pillows of merit in the room are already under my control!\Of merit?\I will defeat Erza!\What am I going to do with you people?\Natsu! Why you little...\Wow, where'd all these pillows come from?\Juvia is so happy being of help to Gray-sama!\Erza, you're next! response:	Not bad.
context: Of merit?\I will defeat Erza!\What am I going to do with you people?\Natsu! Why you little...\Wow, where'd all these pillows come from?\Juvia is so happy being of help to Gray-sama!\Erza, you're next!\Not bad. response:	All right! Maybe I'll mix it up myself...
context: I will defeat Erza!\What am I going to do with you people?\Natsu! Why you little...\Wow, where'd all these pillows come from?\Juvia is so happy being of help to Gray-sama!\Erza, you're next!\Not bad.\All right! Maybe I'll mix it up myself... response:	Then again, maybe not.
context: What am I going to do with you people?\Natsu! Why you little...\Wow, where'd all these pillows come from?\Juvia is so happy being of help to Gray-sama!\Erza, you're next!\Not bad.\All right! Maybe I'll mix it up myself...\Then again, maybe not. response:	I might die.
context: Natsu! Why you little...\Wow, where'd all these pillows come from?\Juvia is so happy being of help to Gray-sama!\Erza, you're next!\Not bad.\All right! Maybe I'll mix it up myself...\Then again, maybe not.\I might die. response:	Are they even really human?
context: Wow, where'd all these pillows come from?\Juvia is so happy being of help to Gray-sama!\Erza, you're next!\Not bad.\All right! Maybe I'll mix it up myself...\Then again, maybe not.\I might die.\Are they even really human? response:	Well, Happy's a cat, and you're a dog, Plue!
context: Juvia is so happy being of help to Gray-sama!\Erza, you're next!\Not bad.\All right! Maybe I'll mix it up myself...\Then again, maybe not.\I might die.\Are they even really human?\Well, Happy's a cat, and you're a dog, Plue! response:	I'm actually a human-pun.
context: Erza, you're next!\Not bad.\All right! Maybe I'll mix it up myself...\Then again, maybe not.\I might die.\Are they even really human?\Well, Happy's a cat, and you're a dog, Plue!\I'm actually a human-pun. response:	Oh?
context: Not bad.\All right! Maybe I'll mix it up myself...\Then again, maybe not.\I might die.\Are they even really human?\Well, Happy's a cat, and you're a dog, Plue!\I'm actually a human-pun.\Oh? response:	Human... Wait, you can talk?
context: All right! Maybe I'll mix it up myself...\Then again, maybe not.\I might die.\Are they even really human?\Well, Happy's a cat, and you're a dog, Plue!\I'm actually a human-pun.\Oh?\Human... Wait, you can talk? response:	Aye!
context: Then again, maybe not.\I might die.\Are they even really human?\Well, Happy's a cat, and you're a dog, Plue!\I'm actually a human-pun.\Oh?\Human... Wait, you can talk?\Aye! response:	Aye!
context: I might die.\Are they even really human?\Well, Happy's a cat, and you're a dog, Plue!\I'm actually a human-pun.\Oh?\Human... Wait, you can talk?\Aye!\Aye! response:	I am an emissary of the Hero with the Sacred Stone-pun!
context: Are they even really human?\Well, Happy's a cat, and you're a dog, Plue!\I'm actually a human-pun.\Oh?\Human... Wait, you can talk?\Aye!\Aye!\I am an emissary of the Hero with the Sacred Stone-pun! response:	Yes, yes... Stop this foolishness and come out, you.
context: Well, Happy's a cat, and you're a dog, Plue!\I'm actually a human-pun.\Oh?\Human... Wait, you can talk?\Aye!\Aye!\I am an emissary of the Hero with the Sacred Stone-pun!\Yes, yes... Stop this foolishness and come out, you. response:	I thought you'd be stupid enough for me to fool you for a week.
context: I'm actually a human-pun.\Oh?\Human... Wait, you can talk?\Aye!\Aye!\I am an emissary of the Hero with the Sacred Stone-pun!\Yes, yes... Stop this foolishness and come out, you.\I thought you'd be stupid enough for me to fool you for a week. response:	That's quite a generous guesstimate there...
context: Oh?\Human... Wait, you can talk?\Aye!\Aye!\I am an emissary of the Hero with the Sacred Stone-pun!\Yes, yes... Stop this foolishness and come out, you.\I thought you'd be stupid enough for me to fool you for a week.\That's quite a generous guesstimate there... response:	So, where are you going, Lucy?
context: Human... Wait, you can talk?\Aye!\Aye!\I am an emissary of the Hero with the Sacred Stone-pun!\Yes, yes... Stop this foolishness and come out, you.\I thought you'd be stupid enough for me to fool you for a week.\That's quite a generous guesstimate there...\So, where are you going, Lucy? response:	Having a pillow fight with those guys is bad for my health.
context: Aye!\Aye!\I am an emissary of the Hero with the Sacred Stone-pun!\Yes, yes... Stop this foolishness and come out, you.\I thought you'd be stupid enough for me to fool you for a week.\That's quite a generous guesstimate there...\So, where are you going, Lucy?\Having a pillow fight with those guys is bad for my health. response:	Just a little walk.
context: Aye!\I am an emissary of the Hero with the Sacred Stone-pun!\Yes, yes... Stop this foolishness and come out, you.\I thought you'd be stupid enough for me to fool you for a week.\That's quite a generous guesstimate there...\So, where are you going, Lucy?\Having a pillow fight with those guys is bad for my health.\Just a little walk. response:	Hey girl, man!
context: I am an emissary of the Hero with the Sacred Stone-pun!\Yes, yes... Stop this foolishness and come out, you.\I thought you'd be stupid enough for me to fool you for a week.\That's quite a generous guesstimate there...\So, where are you going, Lucy?\Having a pillow fight with those guys is bad for my health.\Just a little walk.\Hey girl, man! response:	That yukata looks great on you. Tourist?
context: Yes, yes... Stop this foolishness and come out, you.\I thought you'd be stupid enough for me to fool you for a week.\That's quite a generous guesstimate there...\So, where are you going, Lucy?\Having a pillow fight with those guys is bad for my health.\Just a little walk.\Hey girl, man!\That yukata looks great on you. Tourist? response:	We came here from Oshibana, man!
context: I thought you'd be stupid enough for me to fool you for a week.\That's quite a generous guesstimate there...\So, where are you going, Lucy?\Having a pillow fight with those guys is bad for my health.\Just a little walk.\Hey girl, man!\That yukata looks great on you. Tourist?\We came here from Oshibana, man! response:	Let's have a funky time, man!
context: That's quite a generous guesstimate there...\So, where are you going, Lucy?\Having a pillow fight with those guys is bad for my health.\Just a little walk.\Hey girl, man!\That yukata looks great on you. Tourist?\We came here from Oshibana, man!\Let's have a funky time, man! response:	Humor potential overload!
context: So, where are you going, Lucy?\Having a pillow fight with those guys is bad for my health.\Just a little walk.\Hey girl, man!\That yukata looks great on you. Tourist?\We came here from Oshibana, man!\Let's have a funky time, man!\Humor potential overload! response:	Sorry, but I'm with someone.
context: Having a pillow fight with those guys is bad for my health.\Just a little walk.\Hey girl, man!\That yukata looks great on you. Tourist?\We came here from Oshibana, man!\Let's have a funky time, man!\Humor potential overload!\Sorry, but I'm with someone. response:	Oh? Not even a little while, man?
context: Just a little walk.\Hey girl, man!\That yukata looks great on you. Tourist?\We came here from Oshibana, man!\Let's have a funky time, man!\Humor potential overload!\Sorry, but I'm with someone.\Oh? Not even a little while, man? response:	Sorry.
context: Hey girl, man!\That yukata looks great on you. Tourist?\We came here from Oshibana, man!\Let's have a funky time, man!\Humor potential overload!\Sorry, but I'm with someone.\Oh? Not even a little while, man?\Sorry. response:	You're with that cat and...
context: That yukata looks great on you. Tourist?\We came here from Oshibana, man!\Let's have a funky time, man!\Humor potential overload!\Sorry, but I'm with someone.\Oh? Not even a little while, man?\Sorry.\You're with that cat and... response:	Well, it's okay to take those funky little fellas with us, man.
context: We came here from Oshibana, man!\Let's have a funky time, man!\Humor potential overload!\Sorry, but I'm with someone.\Oh? Not even a little while, man?\Sorry.\You're with that cat and...\Well, it's okay to take those funky little fellas with us, man. response:	Let's go!
context: Let's have a funky time, man!\Humor potential overload!\Sorry, but I'm with someone.\Oh? Not even a little while, man?\Sorry.\You're with that cat and...\Well, it's okay to take those funky little fellas with us, man.\Let's go! response:	They're pushy...
context: Humor potential overload!\Sorry, but I'm with someone.\Oh? Not even a little while, man?\Sorry.\You're with that cat and...\Well, it's okay to take those funky little fellas with us, man.\Let's go!\They're pushy... response:	Happy, do something!
context: Sorry, but I'm with someone.\Oh? Not even a little while, man?\Sorry.\You're with that cat and...\Well, it's okay to take those funky little fellas with us, man.\Let's go!\They're pushy...\Happy, do something! response:	Nya!
