context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	Katsuragi, it's me.
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Katsuragi, it's me. response:	I'm sure you're listening to this message, after I caused you so much trouble.
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Katsuragi, it's me.\I'm sure you're listening to this message, after I caused you so much trouble. response:	Sorry.
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Katsuragi, it's me.\I'm sure you're listening to this message, after I caused you so much trouble.\Sorry. response:	Please tell Rit-chan I'm sorry.
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Katsuragi, it's me.\I'm sure you're listening to this message, after I caused you so much trouble.\Sorry.\Please tell Rit-chan I'm sorry. response:	And there's one more thing to trouble you with. I've been growing flowers.
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Katsuragi, it's me.\I'm sure you're listening to this message, after I caused you so much trouble.\Sorry.\Please tell Rit-chan I'm sorry.\And there's one more thing to trouble you with. I've been growing flowers. response:	I'd appreciate it if you could water them for me.
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Katsuragi, it's me.\I'm sure you're listening to this message, after I caused you so much trouble.\Sorry.\Please tell Rit-chan I'm sorry.\And there's one more thing to trouble you with. I've been growing flowers.\I'd appreciate it if you could water them for me. response:	Shinji-kun knows where they are.
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Katsuragi, it's me.\I'm sure you're listening to this message, after I caused you so much trouble.\Sorry.\Please tell Rit-chan I'm sorry.\And there's one more thing to trouble you with. I've been growing flowers.\I'd appreciate it if you could water them for me.\Shinji-kun knows where they are. response:	Katsuragi, the truth is with you. Don't hesitate. Move ahead.
context: Katsuragi, it's me.\I'm sure you're listening to this message, after I caused you so much trouble.\Sorry.\Please tell Rit-chan I'm sorry.\And there's one more thing to trouble you with. I've been growing flowers.\I'd appreciate it if you could water them for me.\Shinji-kun knows where they are.\Katsuragi, the truth is with you. Don't hesitate. Move ahead. response:	If I can see you again, I'll say the words that I couldn't say 8 years ago.
context: I'm sure you're listening to this message, after I caused you so much trouble.\Sorry.\Please tell Rit-chan I'm sorry.\And there's one more thing to trouble you with. I've been growing flowers.\I'd appreciate it if you could water them for me.\Shinji-kun knows where they are.\Katsuragi, the truth is with you. Don't hesitate. Move ahead.\If I can see you again, I'll say the words that I couldn't say 8 years ago. response:	Bye.
context: Sorry.\Please tell Rit-chan I'm sorry.\And there's one more thing to trouble you with. I've been growing flowers.\I'd appreciate it if you could water them for me.\Shinji-kun knows where they are.\Katsuragi, the truth is with you. Don't hesitate. Move ahead.\If I can see you again, I'll say the words that I couldn't say 8 years ago.\Bye. response:	A telephone that doesn't ring...
context: Please tell Rit-chan I'm sorry.\And there's one more thing to trouble you with. I've been growing flowers.\I'd appreciate it if you could water them for me.\Shinji-kun knows where they are.\Katsuragi, the truth is with you. Don't hesitate. Move ahead.\If I can see you again, I'll say the words that I couldn't say 8 years ago.\Bye.\A telephone that doesn't ring... response:	ON BUSINESS Sorry, but don't call me
context: And there's one more thing to trouble you with. I've been growing flowers.\I'd appreciate it if you could water them for me.\Shinji-kun knows where they are.\Katsuragi, the truth is with you. Don't hesitate. Move ahead.\If I can see you again, I'll say the words that I couldn't say 8 years ago.\Bye.\A telephone that doesn't ring...\ON BUSINESS Sorry, but don't call me response:	Misato-san's shutting herself up today, as usual.
context: I'd appreciate it if you could water them for me.\Shinji-kun knows where they are.\Katsuragi, the truth is with you. Don't hesitate. Move ahead.\If I can see you again, I'll say the words that I couldn't say 8 years ago.\Bye.\A telephone that doesn't ring...\ON BUSINESS Sorry, but don't call me\Misato-san's shutting herself up today, as usual. response:	Authorized Personnel ONLY If you enter without my permission, you shall die! Entry Forbidden!
context: Shinji-kun knows where they are.\Katsuragi, the truth is with you. Don't hesitate. Move ahead.\If I can see you again, I'll say the words that I couldn't say 8 years ago.\Bye.\A telephone that doesn't ring...\ON BUSINESS Sorry, but don't call me\Misato-san's shutting herself up today, as usual.\Authorized Personnel ONLY If you enter without my permission, you shall die! Entry Forbidden! response:	Asuka... she isn't coming back?
context: Katsuragi, the truth is with you. Don't hesitate. Move ahead.\If I can see you again, I'll say the words that I couldn't say 8 years ago.\Bye.\A telephone that doesn't ring...\ON BUSINESS Sorry, but don't call me\Misato-san's shutting herself up today, as usual.\Authorized Personnel ONLY If you enter without my permission, you shall die! Entry Forbidden!\Asuka... she isn't coming back? response:	She doesn't go to school or home, she just plays games all day.
context: If I can see you again, I'll say the words that I couldn't say 8 years ago.\Bye.\A telephone that doesn't ring...\ON BUSINESS Sorry, but don't call me\Misato-san's shutting herself up today, as usual.\Authorized Personnel ONLY If you enter without my permission, you shall die! Entry Forbidden!\Asuka... she isn't coming back?\She doesn't go to school or home, she just plays games all day. response:	Hikari...
context: Bye.\A telephone that doesn't ring...\ON BUSINESS Sorry, but don't call me\Misato-san's shutting herself up today, as usual.\Authorized Personnel ONLY If you enter without my permission, you shall die! Entry Forbidden!\Asuka... she isn't coming back?\She doesn't go to school or home, she just plays games all day.\Hikari... response:	Hmm, what?
context: A telephone that doesn't ring...\ON BUSINESS Sorry, but don't call me\Misato-san's shutting herself up today, as usual.\Authorized Personnel ONLY If you enter without my permission, you shall die! Entry Forbidden!\Asuka... she isn't coming back?\She doesn't go to school or home, she just plays games all day.\Hikari...\Hmm, what? response:	Let's go to bed.
context: ON BUSINESS Sorry, but don't call me\Misato-san's shutting herself up today, as usual.\Authorized Personnel ONLY If you enter without my permission, you shall die! Entry Forbidden!\Asuka... she isn't coming back?\She doesn't go to school or home, she just plays games all day.\Hikari...\Hmm, what?\Let's go to bed. response:	Yeah.
context: Misato-san's shutting herself up today, as usual.\Authorized Personnel ONLY If you enter without my permission, you shall die! Entry Forbidden!\Asuka... she isn't coming back?\She doesn't go to school or home, she just plays games all day.\Hikari...\Hmm, what?\Let's go to bed.\Yeah. response:	I'm sorry. I'm causing you a lot of trouble.
context: Authorized Personnel ONLY If you enter without my permission, you shall die! Entry Forbidden!\Asuka... she isn't coming back?\She doesn't go to school or home, she just plays games all day.\Hikari...\Hmm, what?\Let's go to bed.\Yeah.\I'm sorry. I'm causing you a lot of trouble. response:	No, you're not.
context: Asuka... she isn't coming back?\She doesn't go to school or home, she just plays games all day.\Hikari...\Hmm, what?\Let's go to bed.\Yeah.\I'm sorry. I'm causing you a lot of trouble.\No, you're not. response:	I lost. I'll never pilot an Eva again. Now, it's not worth living.
context: She doesn't go to school or home, she just plays games all day.\Hikari...\Hmm, what?\Let's go to bed.\Yeah.\I'm sorry. I'm causing you a lot of trouble.\No, you're not.\I lost. I'll never pilot an Eva again. Now, it's not worth living. response:	I lost all my values for everything.
context: Hikari...\Hmm, what?\Let's go to bed.\Yeah.\I'm sorry. I'm causing you a lot of trouble.\No, you're not.\I lost. I'll never pilot an Eva again. Now, it's not worth living.\I lost all my values for everything. response:	I hate this. I hate everyone. I hate everything.
context: Hmm, what?\Let's go to bed.\Yeah.\I'm sorry. I'm causing you a lot of trouble.\No, you're not.\I lost. I'll never pilot an Eva again. Now, it's not worth living.\I lost all my values for everything.\I hate this. I hate everyone. I hate everything. response:	Though I hate myself the most.
context: Let's go to bed.\Yeah.\I'm sorry. I'm causing you a lot of trouble.\No, you're not.\I lost. I'll never pilot an Eva again. Now, it's not worth living.\I lost all my values for everything.\I hate this. I hate everyone. I hate everything.\Though I hate myself the most. response:	Now I don't care about anything. I have nothing to do.
context: Yeah.\I'm sorry. I'm causing you a lot of trouble.\No, you're not.\I lost. I'll never pilot an Eva again. Now, it's not worth living.\I lost all my values for everything.\I hate this. I hate everyone. I hate everything.\Though I hate myself the most.\Now I don't care about anything. I have nothing to do. response:	I think you can do anything you want to. I don't blame you.
context: I'm sorry. I'm causing you a lot of trouble.\No, you're not.\I lost. I'll never pilot an Eva again. Now, it's not worth living.\I lost all my values for everything.\I hate this. I hate everyone. I hate everything.\Though I hate myself the most.\Now I don't care about anything. I have nothing to do.\I think you can do anything you want to. I don't blame you. response:	I really think you've done well.
context: No, you're not.\I lost. I'll never pilot an Eva again. Now, it's not worth living.\I lost all my values for everything.\I hate this. I hate everyone. I hate everything.\Though I hate myself the most.\Now I don't care about anything. I have nothing to do.\I think you can do anything you want to. I don't blame you.\I really think you've done well. response:	Well, that child is gone.
context: I lost. I'll never pilot an Eva again. Now, it's not worth living.\I lost all my values for everything.\I hate this. I hate everyone. I hate everything.\Though I hate myself the most.\Now I don't care about anything. I have nothing to do.\I think you can do anything you want to. I don't blame you.\I really think you've done well.\Well, that child is gone. response:	Hmm, probably.
context: I lost all my values for everything.\I hate this. I hate everyone. I hate everything.\Though I hate myself the most.\Now I don't care about anything. I have nothing to do.\I think you can do anything you want to. I don't blame you.\I really think you've done well.\Well, that child is gone.\Hmm, probably. response:	Even cats die.
context: I hate this. I hate everyone. I hate everything.\Though I hate myself the most.\Now I don't care about anything. I have nothing to do.\I think you can do anything you want to. I don't blame you.\I really think you've done well.\Well, that child is gone.\Hmm, probably.\Even cats die. response:	Don't cry, Grandma.
context: Though I hate myself the most.\Now I don't care about anything. I have nothing to do.\I think you can do anything you want to. I don't blame you.\I really think you've done well.\Well, that child is gone.\Hmm, probably.\Even cats die.\Don't cry, Grandma. response:	Mm, I'll come home when I have time to.
context: Now I don't care about anything. I have nothing to do.\I think you can do anything you want to. I don't blame you.\I really think you've done well.\Well, that child is gone.\Hmm, probably.\Even cats die.\Don't cry, Grandma.\Mm, I'll come home when I have time to. response:	I haven't been to my mom's grave in three years.
context: I think you can do anything you want to. I don't blame you.\I really think you've done well.\Well, that child is gone.\Hmm, probably.\Even cats die.\Don't cry, Grandma.\Mm, I'll come home when I have time to.\I haven't been to my mom's grave in three years. response:	Next time, I'll call you.
context: I really think you've done well.\Well, that child is gone.\Hmm, probably.\Even cats die.\Don't cry, Grandma.\Mm, I'll come home when I have time to.\I haven't been to my mom's grave in three years.\Next time, I'll call you. response:	OK, I have to go.
context: Well, that child is gone.\Hmm, probably.\Even cats die.\Don't cry, Grandma.\Mm, I'll come home when I have time to.\I haven't been to my mom's grave in three years.\Next time, I'll call you.\OK, I have to go. response:	So, that cat died.
context: Hmm, probably.\Even cats die.\Don't cry, Grandma.\Mm, I'll come home when I have time to.\I haven't been to my mom's grave in three years.\Next time, I'll call you.\OK, I have to go.\So, that cat died. response:	It's impossible for us to retrieve the Lance of Longinus.
context: Even cats die.\Don't cry, Grandma.\Mm, I'll come home when I have time to.\I haven't been to my mom's grave in three years.\Next time, I'll call you.\OK, I have to go.\So, that cat died.\It's impossible for us to retrieve the Lance of Longinus. response:	Why did you use it?
context: Don't cry, Grandma.\Mm, I'll come home when I have time to.\I haven't been to my mom's grave in three years.\Next time, I'll call you.\OK, I have to go.\So, that cat died.\It's impossible for us to retrieve the Lance of Longinus.\Why did you use it? response:	And about the Eva series, we don't have all of them scheduled.
context: Mm, I'll come home when I have time to.\I haven't been to my mom's grave in three years.\Next time, I'll call you.\OK, I have to go.\So, that cat died.\It's impossible for us to retrieve the Lance of Longinus.\Why did you use it?\And about the Eva series, we don't have all of them scheduled. response:	The annihilation of the Angel was more important. There was no other way.
context: I haven't been to my mom's grave in three years.\Next time, I'll call you.\OK, I have to go.\So, that cat died.\It's impossible for us to retrieve the Lance of Longinus.\Why did you use it?\And about the Eva series, we don't have all of them scheduled.\The annihilation of the Angel was more important. There was no other way. response:	No other way? Your excuses should be more persuasive.
context: Next time, I'll call you.\OK, I have to go.\So, that cat died.\It's impossible for us to retrieve the Lance of Longinus.\Why did you use it?\And about the Eva series, we don't have all of them scheduled.\The annihilation of the Angel was more important. There was no other way.\No other way? Your excuses should be more persuasive. response:	The things you have done recently are too bold.
context: OK, I have to go.\So, that cat died.\It's impossible for us to retrieve the Lance of Longinus.\Why did you use it?\And about the Eva series, we don't have all of them scheduled.\The annihilation of the Angel was more important. There was no other way.\No other way? Your excuses should be more persuasive.\The things you have done recently are too bold. response:	Fuyutsuki, I'm in conference.
context: So, that cat died.\It's impossible for us to retrieve the Lance of Longinus.\Why did you use it?\And about the Eva series, we don't have all of them scheduled.\The annihilation of the Angel was more important. There was no other way.\No other way? Your excuses should be more persuasive.\The things you have done recently are too bold.\Fuyutsuki, I'm in conference. response:	Understood.
context: It's impossible for us to retrieve the Lance of Longinus.\Why did you use it?\And about the Eva series, we don't have all of them scheduled.\The annihilation of the Angel was more important. There was no other way.\No other way? Your excuses should be more persuasive.\The things you have done recently are too bold.\Fuyutsuki, I'm in conference.\Understood. response:	An Angel is approaching right now.
context: Why did you use it?\And about the Eva series, we don't have all of them scheduled.\The annihilation of the Angel was more important. There was no other way.\No other way? Your excuses should be more persuasive.\The things you have done recently are too bold.\Fuyutsuki, I'm in conference.\Understood.\An Angel is approaching right now. response:	We'll finish this discussion at the next opportunity.
context: And about the Eva series, we don't have all of them scheduled.\The annihilation of the Angel was more important. There was no other way.\No other way? Your excuses should be more persuasive.\The things you have done recently are too bold.\Fuyutsuki, I'm in conference.\Understood.\An Angel is approaching right now.\We'll finish this discussion at the next opportunity. response:	That is, if your chair remains.
context: The annihilation of the Angel was more important. There was no other way.\No other way? Your excuses should be more persuasive.\The things you have done recently are too bold.\Fuyutsuki, I'm in conference.\Understood.\An Angel is approaching right now.\We'll finish this discussion at the next opportunity.\That is, if your chair remains. response:	Ikari, are you going to betray us, SEELE?
context: No other way? Your excuses should be more persuasive.\The things you have done recently are too bold.\Fuyutsuki, I'm in conference.\Understood.\An Angel is approaching right now.\We'll finish this discussion at the next opportunity.\That is, if your chair remains.\Ikari, are you going to betray us, SEELE? response:	I'll be there in 15 minutes.
context: The things you have done recently are too bold.\Fuyutsuki, I'm in conference.\Understood.\An Angel is approaching right now.\We'll finish this discussion at the next opportunity.\That is, if your chair remains.\Ikari, are you going to betray us, SEELE?\I'll be there in 15 minutes. response:	Launch Unit 00 from the 32nd gate. Set Unit 02 as backup.
context: Fuyutsuki, I'm in conference.\Understood.\An Angel is approaching right now.\We'll finish this discussion at the next opportunity.\That is, if your chair remains.\Ikari, are you going to betray us, SEELE?\I'll be there in 15 minutes.\Launch Unit 00 from the 32nd gate. Set Unit 02 as backup. response:	No, I don't have the right to cancel Commander Ikari's freeze on Unit 01. Bye.
context: Understood.\An Angel is approaching right now.\We'll finish this discussion at the next opportunity.\That is, if your chair remains.\Ikari, are you going to betray us, SEELE?\I'll be there in 15 minutes.\Launch Unit 00 from the 32nd gate. Set Unit 02 as backup.\No, I don't have the right to cancel Commander Ikari's freeze on Unit 01. Bye. response:	Angel confirmed visually... right?
context: An Angel is approaching right now.\We'll finish this discussion at the next opportunity.\That is, if your chair remains.\Ikari, are you going to betray us, SEELE?\I'll be there in 15 minutes.\Launch Unit 00 from the 32nd gate. Set Unit 02 as backup.\No, I don't have the right to cancel Commander Ikari's freeze on Unit 01. Bye.\Angel confirmed visually... right? response:	Unit 00 launched. Deploying to interception point.
context: We'll finish this discussion at the next opportunity.\That is, if your chair remains.\Ikari, are you going to betray us, SEELE?\I'll be there in 15 minutes.\Launch Unit 00 from the 32nd gate. Set Unit 02 as backup.\No, I don't have the right to cancel Commander Ikari's freeze on Unit 01. Bye.\Angel confirmed visually... right?\Unit 00 launched. Deploying to interception point. response:	Unit 02, wait at your present position.
context: That is, if your chair remains.\Ikari, are you going to betray us, SEELE?\I'll be there in 15 minutes.\Launch Unit 00 from the 32nd gate. Set Unit 02 as backup.\No, I don't have the right to cancel Commander Ikari's freeze on Unit 01. Bye.\Angel confirmed visually... right?\Unit 00 launched. Deploying to interception point.\Unit 02, wait at your present position. response:	No, sortie.
context: Ikari, are you going to betray us, SEELE?\I'll be there in 15 minutes.\Launch Unit 00 from the 32nd gate. Set Unit 02 as backup.\No, I don't have the right to cancel Commander Ikari's freeze on Unit 01. Bye.\Angel confirmed visually... right?\Unit 00 launched. Deploying to interception point.\Unit 02, wait at your present position.\No, sortie. response:	Commander!?
context: I'll be there in 15 minutes.\Launch Unit 00 from the 32nd gate. Set Unit 02 as backup.\No, I don't have the right to cancel Commander Ikari's freeze on Unit 01. Bye.\Angel confirmed visually... right?\Unit 00 launched. Deploying to interception point.\Unit 02, wait at your present position.\No, sortie.\Commander!? response:	I don't care. At least it might be useful as a decoy.
context: Launch Unit 00 from the 32nd gate. Set Unit 02 as backup.\No, I don't have the right to cancel Commander Ikari's freeze on Unit 01. Bye.\Angel confirmed visually... right?\Unit 00 launched. Deploying to interception point.\Unit 02, wait at your present position.\No, sortie.\Commander!?\I don't care. At least it might be useful as a decoy. response:	Yes, sir.
context: No, I don't have the right to cancel Commander Ikari's freeze on Unit 01. Bye.\Angel confirmed visually... right?\Unit 00 launched. Deploying to interception point.\Unit 02, wait at your present position.\No, sortie.\Commander!?\I don't care. At least it might be useful as a decoy.\Yes, sir. response:	Eva Unit 02, preparing for launch.
context: Angel confirmed visually... right?\Unit 00 launched. Deploying to interception point.\Unit 02, wait at your present position.\No, sortie.\Commander!?\I don't care. At least it might be useful as a decoy.\Yes, sir.\Eva Unit 02, preparing for launch. response:	I'm on board again, as usual.
context: Unit 00 launched. Deploying to interception point.\Unit 02, wait at your present position.\No, sortie.\Commander!?\I don't care. At least it might be useful as a decoy.\Yes, sir.\Eva Unit 02, preparing for launch.\I'm on board again, as usual. response:	Oh, no. Am I still synched to this?
context: Unit 02, wait at your present position.\No, sortie.\Commander!?\I don't care. At least it might be useful as a decoy.\Yes, sir.\Eva Unit 02, preparing for launch.\I'm on board again, as usual.\Oh, no. Am I still synched to this? response:	Send Unit 02 to Gate Eight.
context: No, sortie.\Commander!?\I don't care. At least it might be useful as a decoy.\Yes, sir.\Eva Unit 02, preparing for launch.\I'm on board again, as usual.\Oh, no. Am I still synched to this?\Send Unit 02 to Gate Eight. response:	As soon as a location is designated, we'll launch.
context: Commander!?\I don't care. At least it might be useful as a decoy.\Yes, sir.\Eva Unit 02, preparing for launch.\I'm on board again, as usual.\Oh, no. Am I still synched to this?\Send Unit 02 to Gate Eight.\As soon as a location is designated, we'll launch. response:	Even if I sortie, all I can do is disturb the others.
