context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Bring that fool of a boy who's playing around while his grandfather lies gravely ill.\Gravely ill? You're not serious, right?\Just bring him... Please.\He doesn't have long.\Laxus!\Laxus!\You promised to watch Fantasia together with me this year, right?\How about that, Laxus? response:	Those are Fairy Tail wizards!
context: Gravely ill? You're not serious, right?\Just bring him... Please.\He doesn't have long.\Laxus!\Laxus!\You promised to watch Fantasia together with me this year, right?\How about that, Laxus?\Those are Fairy Tail wizards! response:	Why am I remembering these stupid things now?
context: Just bring him... Please.\He doesn't have long.\Laxus!\Laxus!\You promised to watch Fantasia together with me this year, right?\How about that, Laxus?\Those are Fairy Tail wizards!\Why am I remembering these stupid things now? response:	Laxus... You aren't going to participate in the Fantasia?
context: He doesn't have long.\Laxus!\Laxus!\You promised to watch Fantasia together with me this year, right?\How about that, Laxus?\Those are Fairy Tail wizards!\Why am I remembering these stupid things now?\Laxus... You aren't going to participate in the Fantasia? response:	What're you talkin' about, old man?
context: Laxus!\Laxus!\You promised to watch Fantasia together with me this year, right?\How about that, Laxus?\Those are Fairy Tail wizards!\Why am I remembering these stupid things now?\Laxus... You aren't going to participate in the Fantasia?\What're you talkin' about, old man? response:	Since I was little, everyone's always seen me as your grandson!
context: Laxus!\You promised to watch Fantasia together with me this year, right?\How about that, Laxus?\Those are Fairy Tail wizards!\Why am I remembering these stupid things now?\Laxus... You aren't going to participate in the Fantasia?\What're you talkin' about, old man?\Since I was little, everyone's always seen me as your grandson! response:	It doesn't matter what I do, I'm always, Makarov's grandson!
context: You promised to watch Fantasia together with me this year, right?\How about that, Laxus?\Those are Fairy Tail wizards!\Why am I remembering these stupid things now?\Laxus... You aren't going to participate in the Fantasia?\What're you talkin' about, old man?\Since I was little, everyone's always seen me as your grandson!\It doesn't matter what I do, I'm always, Makarov's grandson! response:	Since I'm always, The master of Fairy Tail's grandson, I can never get credit for what I do!
context: How about that, Laxus?\Those are Fairy Tail wizards!\Why am I remembering these stupid things now?\Laxus... You aren't going to participate in the Fantasia?\What're you talkin' about, old man?\Since I was little, everyone's always seen me as your grandson!\It doesn't matter what I do, I'm always, Makarov's grandson!\Since I'm always, The master of Fairy Tail's grandson, I can never get credit for what I do! response:	That really depends on your point of view.
context: Those are Fairy Tail wizards!\Why am I remembering these stupid things now?\Laxus... You aren't going to participate in the Fantasia?\What're you talkin' about, old man?\Since I was little, everyone's always seen me as your grandson!\It doesn't matter what I do, I'm always, Makarov's grandson!\Since I'm always, The master of Fairy Tail's grandson, I can never get credit for what I do!\That really depends on your point of view. response:	Is there anyone in the world who really gets the credit they deserve?
context: Why am I remembering these stupid things now?\Laxus... You aren't going to participate in the Fantasia?\What're you talkin' about, old man?\Since I was little, everyone's always seen me as your grandson!\It doesn't matter what I do, I'm always, Makarov's grandson!\Since I'm always, The master of Fairy Tail's grandson, I can never get credit for what I do!\That really depends on your point of view.\Is there anyone in the world who really gets the credit they deserve? response:	All he said was that he was uncomfortable, and then you went and shamed him even more!
context: Laxus... You aren't going to participate in the Fantasia?\What're you talkin' about, old man?\Since I was little, everyone's always seen me as your grandson!\It doesn't matter what I do, I'm always, Makarov's grandson!\Since I'm always, The master of Fairy Tail's grandson, I can never get credit for what I do!\That really depends on your point of view.\Is there anyone in the world who really gets the credit they deserve?\All he said was that he was uncomfortable, and then you went and shamed him even more! response:	Well...
context: What're you talkin' about, old man?\Since I was little, everyone's always seen me as your grandson!\It doesn't matter what I do, I'm always, Makarov's grandson!\Since I'm always, The master of Fairy Tail's grandson, I can never get credit for what I do!\That really depends on your point of view.\Is there anyone in the world who really gets the credit they deserve?\All he said was that he was uncomfortable, and then you went and shamed him even more!\Well... response:	Don't you have any sympathy?!
context: Since I was little, everyone's always seen me as your grandson!\It doesn't matter what I do, I'm always, Makarov's grandson!\Since I'm always, The master of Fairy Tail's grandson, I can never get credit for what I do!\That really depends on your point of view.\Is there anyone in the world who really gets the credit they deserve?\All he said was that he was uncomfortable, and then you went and shamed him even more!\Well...\Don't you have any sympathy?! response:	Why?
context: It doesn't matter what I do, I'm always, Makarov's grandson!\Since I'm always, The master of Fairy Tail's grandson, I can never get credit for what I do!\That really depends on your point of view.\Is there anyone in the world who really gets the credit they deserve?\All he said was that he was uncomfortable, and then you went and shamed him even more!\Well...\Don't you have any sympathy?!\Why? response:	Why'd you expel my dad?!
context: Since I'm always, The master of Fairy Tail's grandson, I can never get credit for what I do!\That really depends on your point of view.\Is there anyone in the world who really gets the credit they deserve?\All he said was that he was uncomfortable, and then you went and shamed him even more!\Well...\Don't you have any sympathy?!\Why?\Why'd you expel my dad?! response:	Say something!
context: That really depends on your point of view.\Is there anyone in the world who really gets the credit they deserve?\All he said was that he was uncomfortable, and then you went and shamed him even more!\Well...\Don't you have any sympathy?!\Why?\Why'd you expel my dad?!\Say something! response:	He...
context: Is there anyone in the world who really gets the credit they deserve?\All he said was that he was uncomfortable, and then you went and shamed him even more!\Well...\Don't you have any sympathy?!\Why?\Why'd you expel my dad?!\Say something!\He... response:	Ivan... He brought harm to the guild.
context: All he said was that he was uncomfortable, and then you went and shamed him even more!\Well...\Don't you have any sympathy?!\Why?\Why'd you expel my dad?!\Say something!\He...\Ivan... He brought harm to the guild. response:	Yeah, he did a lot of stupid stuff.
context: Well...\Don't you have any sympathy?!\Why?\Why'd you expel my dad?!\Say something!\He...\Ivan... He brought harm to the guild.\Yeah, he did a lot of stupid stuff. response:	Even so, he's your son!
context: Don't you have any sympathy?!\Why?\Why'd you expel my dad?!\Say something!\He...\Ivan... He brought harm to the guild.\Yeah, he did a lot of stupid stuff.\Even so, he's your son! response:	He's family!
context: Why?\Why'd you expel my dad?!\Say something!\He...\Ivan... He brought harm to the guild.\Yeah, he did a lot of stupid stuff.\Even so, he's your son!\He's family! response:	Even be they family,
context: Why'd you expel my dad?!\Say something!\He...\Ivan... He brought harm to the guild.\Yeah, he did a lot of stupid stuff.\Even so, he's your son!\He's family!\Even be they family, response:	I cannot allow those who threaten the lives of their comrades to remain in the same guild.
context: Say something!\He...\Ivan... He brought harm to the guild.\Yeah, he did a lot of stupid stuff.\Even so, he's your son!\He's family!\Even be they family,\I cannot allow those who threaten the lives of their comrades to remain in the same guild. response:	That's how my predecessor protected Fairy Tail before it passed to me.
context: He...\Ivan... He brought harm to the guild.\Yeah, he did a lot of stupid stuff.\Even so, he's your son!\He's family!\Even be they family,\I cannot allow those who threaten the lives of their comrades to remain in the same guild.\That's how my predecessor protected Fairy Tail before it passed to me. response:	That is Fairy Tail!
context: Ivan... He brought harm to the guild.\Yeah, he did a lot of stupid stuff.\Even so, he's your son!\He's family!\Even be they family,\I cannot allow those who threaten the lives of their comrades to remain in the same guild.\That's how my predecessor protected Fairy Tail before it passed to me.\That is Fairy Tail! response:	Then kick me out too!
context: Yeah, he did a lot of stupid stuff.\Even so, he's your son!\He's family!\Even be they family,\I cannot allow those who threaten the lives of their comrades to remain in the same guild.\That's how my predecessor protected Fairy Tail before it passed to me.\That is Fairy Tail!\Then kick me out too! response:	I'll join the guild my dad started up...
context: Even so, he's your son!\He's family!\Even be they family,\I cannot allow those who threaten the lives of their comrades to remain in the same guild.\That's how my predecessor protected Fairy Tail before it passed to me.\That is Fairy Tail!\Then kick me out too!\I'll join the guild my dad started up... response:	He started a guild?
context: He's family!\Even be they family,\I cannot allow those who threaten the lives of their comrades to remain in the same guild.\That's how my predecessor protected Fairy Tail before it passed to me.\That is Fairy Tail!\Then kick me out too!\I'll join the guild my dad started up...\He started a guild? response:	You know where Ivan is now?
context: Even be they family,\I cannot allow those who threaten the lives of their comrades to remain in the same guild.\That's how my predecessor protected Fairy Tail before it passed to me.\That is Fairy Tail!\Then kick me out too!\I'll join the guild my dad started up...\He started a guild?\You know where Ivan is now? response:	As if you actually care.
context: I cannot allow those who threaten the lives of their comrades to remain in the same guild.\That's how my predecessor protected Fairy Tail before it passed to me.\That is Fairy Tail!\Then kick me out too!\I'll join the guild my dad started up...\He started a guild?\You know where Ivan is now?\As if you actually care. response:	Nice try.
context: That's how my predecessor protected Fairy Tail before it passed to me.\That is Fairy Tail!\Then kick me out too!\I'll join the guild my dad started up...\He started a guild?\You know where Ivan is now?\As if you actually care.\Nice try. response:	W-Wait, Laxus!
context: That is Fairy Tail!\Then kick me out too!\I'll join the guild my dad started up...\He started a guild?\You know where Ivan is now?\As if you actually care.\Nice try.\W-Wait, Laxus! response:	He left here in the possession of information that could harm Fairy Tail!
context: Then kick me out too!\I'll join the guild my dad started up...\He started a guild?\You know where Ivan is now?\As if you actually care.\Nice try.\W-Wait, Laxus!\He left here in the possession of information that could harm Fairy Tail! response:	I have to find him, or Fairy Tail's in trouble!
context: I'll join the guild my dad started up...\He started a guild?\You know where Ivan is now?\As if you actually care.\Nice try.\W-Wait, Laxus!\He left here in the possession of information that could harm Fairy Tail!\I have to find him, or Fairy Tail's in trouble! response:	That's rich, coming from the one that threw him out...
context: He started a guild?\You know where Ivan is now?\As if you actually care.\Nice try.\W-Wait, Laxus!\He left here in the possession of information that could harm Fairy Tail!\I have to find him, or Fairy Tail's in trouble!\That's rich, coming from the one that threw him out... response:	Laxus...
context: You know where Ivan is now?\As if you actually care.\Nice try.\W-Wait, Laxus!\He left here in the possession of information that could harm Fairy Tail!\I have to find him, or Fairy Tail's in trouble!\That's rich, coming from the one that threw him out...\Laxus... response:	One day I'll surpass you.
context: As if you actually care.\Nice try.\W-Wait, Laxus!\He left here in the possession of information that could harm Fairy Tail!\I have to find him, or Fairy Tail's in trouble!\That's rich, coming from the one that threw him out...\Laxus...\One day I'll surpass you. response:	Not for my dad.
context: Nice try.\W-Wait, Laxus!\He left here in the possession of information that could harm Fairy Tail!\I have to find him, or Fairy Tail's in trouble!\That's rich, coming from the one that threw him out...\Laxus...\One day I'll surpass you.\Not for my dad. response:	But for myself!
context: W-Wait, Laxus!\He left here in the possession of information that could harm Fairy Tail!\I have to find him, or Fairy Tail's in trouble!\That's rich, coming from the one that threw him out...\Laxus...\One day I'll surpass you.\Not for my dad.\But for myself! response:	For me to become my own man!
context: He left here in the possession of information that could harm Fairy Tail!\I have to find him, or Fairy Tail's in trouble!\That's rich, coming from the one that threw him out...\Laxus...\One day I'll surpass you.\Not for my dad.\But for myself!\For me to become my own man! response:	The time is ripe.
context: I have to find him, or Fairy Tail's in trouble!\That's rich, coming from the one that threw him out...\Laxus...\One day I'll surpass you.\Not for my dad.\But for myself!\For me to become my own man!\The time is ripe. response:	Old man, I will surpass you!
